"id","survey_lang","purpose"
"s7586","eng","I think it has to do with the idea of what people perceive to be real versus what actually is real, and whether or not you can judge an individual on what they perceive to be as real."
"s7587","eng","how the terminology used in the paragraph affect the reader's understanding of the paragraph"
"s7603","eng","The purpose of the study was to determine how different scenarios affect the way we think."
"s7607","eng","I think the purpose of this study was to test the idea of a person's belief vs. their knowledge and how each of those may differ based on their set of truths and internal knowledge/expertise."
"s7608","eng","How people have different perceptions of different scenarios and see things differently."
"s7609","eng","To find a pattern between how people identify luck vs skill"
"s7610","eng","to access situations and judge the way people really perceive daily tasks and challenges how much we really know about any given situation"
"s7611","eng","I think that the purpose of this study is to figure out what a person's judgements are towards falsely-believed situations based on the context."
"s7616","eng","Probably to study the relationship between language and human understanding. When using the similar structures in the sentences, whether people will understand them in the same way. However, if the participants are not a native speaker in English, will the results change or get bothered?"
"s7618","eng","To determine people's perception of truth and subjectivity"
"s7619","eng","To determine if people can remember details accurately and based on their memory what they think of a person in a given situation."
"s7621","eng","Something about repetitive options in surveys"
"s7746","eng","To understand how language works to people."
"s7756","eng","To understand how different people can think in relation to the text."
"s7757","eng","All knowledge is important"
"s7758","eng","Maybe to see how different people infer the same situations?"
"s7801","eng","how people perceive situational language in a given concept"
"s7879","eng","How we perceive our world"
"s7891","eng","To see what people's reactions were to certain theoretical situations about looking at the real or not real thing."
"s7896","eng","I think the purpose of this study is to see how certain words influence our decision making"
"s7897","eng","I think it wants to see what people define the behavior of people in these tasks"
"s7898","eng","to understand how people interpret subtle differences in language."
"s7910","eng","TEST"
"s7919","eng","Examine language "
"s7920","eng","No idea."
"s7921","eng","I think the purpose was to understand how differentiate between seeing and believing and whether or the individual was going by his own knowledge or by their own volition. "
"s7922","eng","im not really sure i guess how we think in different situations "
"s7923","eng","To study how language has an effect on perception"
"s7925","eng","To test my knowledge. "
"s7937","eng","understanding the text"
"s7938","eng","something related to trust or human psychology."
"s7940","eng","reading accuracy and remembering details and how questions can influence our thoughts."
"s7941","eng","To determine people's thoughts on perception versus knowledge"
"s7942","eng","Distinguish between facts and actual reality?"
"s7952","eng","I think the purpose of this study is to see how our perspectives of what people know fail to take into account perhaps their limited information. "
"s7953","eng","To understand how different people think and analyze different situations."
"s7960","eng","To be able to understand comprehension of tasks "
"s7961","eng","to test people's thoughts on the difference between knowing and believing the truth? "
"s7962","eng","Reasoning"
"s7963","eng","Potentially a study in judgements of intellectual ability and perception, for example, I trust the ecologist knew it was a squirrel not a groundhog because of his expertise. "
"s7964","eng","I think the purpose of the study is to decide if an individual is wrong or right when the point of view is omniscient, as in the one doing the action is not fully aware of the situation. "
"s7967","eng","I think the purpose of the study was to analyze peoples' approaches to logic and reasoning."
"s7974","eng","To determine how language is used"
"s7975","eng","To see how well the people can perceive or observe interactions"
"s7979","eng","To see how people access a situation and on what variables they put the blame on when something is gotten wrong."
"s7993","eng","To find the distinction between what we believe to know and what we actually know"
"s8017","eng","I have no idea"
"s8025","eng","To see how people perceive situations in which people do not truly know what they are experiencing"
"s8044","eng","to understand one's ability to make a sensibility judgment between reading a story from an outside perspective versus being in the situation yourself "
"s8045","eng","I do not know."
"s8052","eng","The purpose of the study is to see if one can quickly pick up on the little details and figure out the thoughts of someone else."
"s8064","eng","I'm not sure. "
"s8072","eng","TEST"
"s8078","eng","Luck and ability "
"s8079","eng","No idea."
"s8080","eng","TEST"
"s8082","eng","I believe the purpose of this study was to understand how other people think through a number of scenarios. "
"s8084","eng","I think the purpose to show that we do not always know the underlying possibilities of every situation."
"s8085","eng","To asses ones knowledge of deciphering people's thoughts in situations.  "
"s8086","eng","I think the purpose of this study, is to show how much people assume that they know something for fact without taking the time to actually think about it or look closer at it."
"s8094","eng","I think the purpose was to see how different but slightly similar paragraphs can impact reader's judgement."
"s8095","eng","To test peoples short term memory or see how people interpret different language choice"
"s8096","eng","TEST"
"s8098","eng","Not Sure"
"s8099","eng","how we use language and intepret specific choices of words"
"s8100","eng","To identify what we perceive as reality and deception"
"s8110","eng","I believe that the purpose of this study was to see what we believed a person in a certain scenario's knowledge was/is."
"s8112","eng","TEST"
"s8116","eng","TEST"
"s8118","eng","TEST"
"s8126","eng","TEST"
"s8128","eng","To see what I can remember and to see what my common knowledge is. "
"s8129","eng","To understand how different people perceive these situations whether they were based on ability or luck, or whether the people in each scenario were aware of the situation at hand or not"
"s8130","eng","I think the purpose of the study was to try get peoples personal views on everyday events by reading it from another character's perspective. The purpose also, was to see if the participants gave the same answers for all the situations because the endings for two were very similar or if they gave a different answer due to the situation."
"s8137","eng","The purpose of the study was to get a sense of how people view knowledge. The question is how actually knowing something differs from mistakenly believing you know it."
"s8147","eng","no"
"s8151","eng","From what i can see it seems the aim is to asses the way we interpret written language and how we go through balancing the information we are exposed to as to find the conclusion that makes the most sense."
"s8153","eng","Feeling or intuition "
"s8166","eng","to see how our brains judge or respond to the characters and scenarios with the information provided."
"s8167","eng","To understand how people interpret language based on how things are written. Or to see the extent at which people believe in luck vs ability, or just pure coincidence."
"s8174","eng","To try to understand how people understand 'knowing' and 'believing' in something and what is the difference in particular."
"s8179","eng","To ascertain confidence in decision making and perception. To ascertain whether participants believe one can ' know ' something without any uncertainty"
"s8180","eng","To investigate people's responses/judgement."
"s8181","eng","To study theory of mind and see if people can put themselves in someones elses shoes and imagine what they would have been thinking and why?"
"s8183","eng","The ability of how words may portray between what others believe and what they know."
"s8186","eng","to see how language can change people's perspectives on different situations, even though they follow similar judgements in them"
"s8187","eng","n/a"
"s8193","eng","to investigate how use of different language affects peoples interpretation of a scenario"
"s8197","eng","I don't know."
"s8200","eng","to see people's ability to read information and answer questions based on it"
"s8205","eng","The way a person perceives language."
"s8206","eng","How strongly people hold their convictions and whether or not they attribute them to ability or chance."
"s8208","eng","perhaps trying to understand the extent at which people think things happen by certainty rather then chance "
"s8209","eng","Impressions of people and forming attributions about them."
"s8210","eng","I think the purpose of this study is to tell how I perceive people based on their knowledge."
"s8212","eng","to distinguish between knowledge and relative knowledge"
"s8213","eng","I think that the purpose of the study was to see how I perceived situations or scenarios differently based on the way things were worded and phrased."
"s8214","eng","TEST"
"s8217","eng","I don't know"
"s8218","eng","I believe this study is using language to see how we judge people and their knowledge."
"s8224","eng","The purpose of this study is to determine the motivation behind the beliefs of claiming objects as they are or perceived. "
"s8225","eng","N/A"
"s8226","eng","I think the purpose of this study is to see how people initially judge a person. "
"s8228","eng","to test a hypothesis about peoples one sided perspective on certain things."
"s8230","eng","not sure"
"s8235","eng","I think the purpose is to see when people will say a fictional other is correct or not, depending on """"""""fakeness"""""""" of the events as known by the reader (us) in the third person. This is looking at logic and our acceptance of logic and what we do with our knowledge vs what other people know. "
"s8245","eng","No clue"
"s8261","eng","TEST"
"s8271","eng","to investigate how we perceive the actions of people with misinformation "
"s8275","eng","TEST"
"s8277","eng","The purpose was to see what people actually think of when they hear a story it is interesting to see whether or not a person believes in another's claim. It could be true but it could be false. "
"s8280","eng","TEST"
"s8282","eng","I think that the purpose of this study is to better understand how people, in general, understand other's knowledge."
"s8284","eng","To see how people think about luck vs skill"
"s8285","eng","I think the purpose of this study is to examine people's responses with how confident they were in their responses, as well as their consistency in answering the slide questions and the following questionnaire."
"s8286","eng","The purpose of this study is to determine what people's view of truth is.  It evaluates individual's idea of truth vs. a belief."
"s8287","eng","I think it is attempting to figure out how we respond to different phrasing in language. "
"s8316","eng","To see if the participants can remember what happened during the story and answer questions without looking at what they read. "
"s8319","eng","I think that the purpose of this study was to try and figure out how people may believe that something is what they think it is, but without proper knowledge it is unclear. However because they do not have that knowledge they fully believe what they experienced is in fact correct."
"s8326","eng","Im not sure"
"s8327","eng","To see how people will differently interpret these stories and whether or not that plays a role in human language and communication"
"s8356","eng","The purpose of this study was to see how well you could pick apart the answers from the text and understand what was being discussed."
"s8357","eng","The purpose of the study is to figure peoples view of luck and ability in knowledge of analyzing scenarios."
"s8385","eng","To try and pick out key details and reflect upon whether the people in the examples were thinking correctly or not."
"s8391","eng","I don't know"
"s8433","eng","Do gauge an individual perception of what it means to understand something; whether understanding is out of luck or whether the perception is based on mental abilities."
"s8439","eng","To see how language and close reading are related"
"s8440","eng","I'm not sure"
"s8441","eng","I Think the purpose of this study was to see how an individual interprets each situation."
"s8443","eng","I have no idea (It won't let me continue without filling something in this text box)."
"s8444","eng","It could possibly be to calculate how people comprehend reading material."
"s8446","eng","How our ability vs. luck helps us to figure out certain things and what we really know.
"
"s8472","eng","To see how people analyze situations set before them and if things are actually how we perceive them."
"s8490","eng","To study language and how people use different words for different meanings, how people interpret meaning/truthfulness/intent in a situation with language."
"s8494","eng","Finding out peoples interpretations of language"
"s8496","eng","I think the purpose of this study is to see how people judge others on their actions, specifically a actor/observer bias? Or how we judge others while we aren't aware of not knowing the entire story, or how we ourselves are quick to turn to an answer without considering other factors"
"s8500","eng","Specific wording/language can change people's perception of the situation/story they are hearing."
"s8570","eng","To attribute to the study of how we understand things, and to add to the study of knowledge"
"s8573","eng","to see whether we think who was right/wrong in very different events."
"s8584","eng","To test a person's ability to rationalize a scenario"
"s8586","eng","To study whether previous knowledge or luck would be involved in observation"
"s8587","eng","To understand if people think luck matters more than ability."
"s8594","eng","To distinguish peoples point of view"
"s8596","eng","I think the purpose of this study is to find out who is reading through the whole story and who is oaying attention."
"s8600","eng","test"
"s8601","eng","I can't tell."
"s8602","eng","test"
"s8603","eng","no idea"
"s8605","eng","To test logic skills and see how humans respond as a 3rd person viewer of a particular situation"
"s8616","eng","I have no idea"
"s8624","eng","n/a"
"s8625","eng","I think the purpose of the study is to estimate the readers ability to remember certain details in given scenarios."
"s8626","eng","Determine practical theory judgement."
"s8628","eng","To examine how people perceive the knowledge of others"
"s8630","eng","I guess the purpose of the study is to understand people's thought when they read a passage and the character inside has some behavior."
"s8631","eng","To try to find out if people can actually think properly according to the scenario given"
"s8632","eng","Determining difference between believing and knowing."
"s8642","eng","test"
"s8645","eng","to test people "
"s8648","eng","I think it went over reasoning and if people in these scenarios were lucky or unlucky or if readers believed that their ability or inability caused a thought."
"s8650","eng","I believe the purpose of this study was to see if people knew exactly what they were looking at, and to observe their thought process.  "
"s8656","eng","it was well organized and the scenarios were well thought out"
"s8667","eng","to see what the readers think"
"s8669","eng","Relating my believes and knowledge to story telling."
"s8670","eng","To test reading and comprehension skills, while at the same time taking into account the survey taker's opinion on their choices"
"s8685","eng","Maybe to see how people think about actual known truths vs believing its the truth"
"s8687","eng","I think that the purpose of this study may have been to study why we make internal or external attributions for people based on the scenario. "
"s8688","eng","peoples focus to the experiment at hand"
"s8689","eng","understand how people view misleading information and how it affects people who lack this information? not really sure "
"s8691","eng","To see explain how rhetoric frames how we perceive action "
"s8693","eng","no idea"
"s8694","eng","To understand language comprehension."
"s8702","eng","To evaluate how well certain individuals read the details of the scenarios they are given, and how these details affect the judgment of the subjects in the scenarios"
"s8704","eng","perception of situations"
"s8706","eng","n/a"
"s8708","eng","So see how we judged other people's mistakes."
"s8710","eng","justified true belief"
"s8712","eng","To try and distinguish whether the people in the examples were wrong due to luck or skill in their feild."
"s8714","eng","See how people do or do not retain reading information"
"s8715","eng","In my opinion the purpose of this study would be to examine individuals' cognitive capacities in being able to distinguish a proven fact versus a quick assumption. "
"s8728","eng","I think it is related to people's perception of certain situations"
"s8740","eng","To discover how people understand sentences in English"
"s8753","eng","To examine how themes presented in a text could impact the reader's perception of the overall story."
"s8761","eng","TEST"
"s8763","eng","I think the purpose of this study was to show that some people might be fooled in what they believe is actually true, yet the people don't know if it's right or wrong, they just make assumptions. "
"s8767","eng","to figure out what differs in people perspective leads them to their own justifications about the real world"
"s8768","eng","To possibly test our abilities to reason since psychology deals with the study of logic and the reasonings that occur within the human mind. But also to determine, through scenarios, how people can not always be certain of their answers and also of their reasoning through quick determination. "
"s8772","eng","growth vs fixed mindset?"
"s8779","eng","To determine how I define the difference between knowing something and only believing, and whether or not I actual read the prompts."
"s8782","eng","study responses in regard to critical thinking and what is real vs what we think is real"
"s8785","eng","test my reading comprehension."
"s8805","eng","to see how wording affects our views"
"s8813","eng","TEST"
"s8814","eng","TEST"
"s8817","eng","TEST"
"s8821","eng","Read and understand the context"
"s8822","eng","I have no idea"
"s8823","eng","research reading comprehension skills"
"s8825","eng","This study is trying to show the difference between belief and factual knowledge which we often mistakenly confuse as one or the other "
"s8827","eng","To understand individual's reading comprehension and speed. "
"s8830","eng","I felt the purpose was to find which way people would sway."
"s8831","eng","The purpose of the test is to test for bias and how people self-attribute such that if people personally mess-up, it's bad luck; if others do poor, it's ability. "
"s8833","eng","to gauge critical thinking skills"
"s8834","eng","Reason over intelligence"
"s8836","eng","to detremine reality vs not"
"s8837","eng","To figure out the philosophy behind the difference between knowing and feeling like knowing from both an omniscient thrid-person view and, by trying to sympathise with the characters, a first-person view."
"s8839","eng","Tes"
"s8850","eng","I think the purpose of this study is to understand how language affects the understanding of a situation. "
"s8856","eng","To determind how people know what they know."
"s8857","eng","To measure perce[tion"
"s8858","eng","To see how survey takers respond to strange questionaires"
"s8872","eng","To show that there is no right or wrong answer. Everyone is entitled to their own opinion "
"s8873","eng","Survey how aware people are of the limits of their perception. They can perceive things and make assumptions based on past experiences, but without expert knowledge and multiple viewpoints, they can't know things. Also maybe investigate how people use the word 'know'."
"s8874","eng","To rate/ analyze an individual's belief system based on a certain scale."
"s8875","eng","I have no idea"
"s8877","eng","Possibly to see how much attention people pay to blocks of text in a study."
"s8879","eng","theory of mind
language and how we adapt to scenarios"
"s8880","eng","not sure"
"s8882","eng","I feel like this study was about perception."
"s8891","eng","No idea"
"s8894","eng","Upon reflection it is likely it has to do with assumptions we make of people based on their decisions whilst knowing information they could not have known. So it would be to test people's capability to detach from a situation and try to put yourself in the position where you don't know outside information ie.meta information"
"s8930","eng","Perspective analysis?"
"s8943","eng","To find the difference between belief and actual knowledge."
"s8945","eng","It is to test how people confident are when they hold an idea about an object in a certain situation "
"s8949","eng","Gender biases - to determine how we perceive mistakes made by a man and a woman."
"s8964","eng","Help people understand the belief of perception for objective"
"s8979","eng","I think the study is looking at people's perception of what is is believed to be true or false based on limited information as this line can be blurry. Also on what factors influence the confidence people have on their knowledge of some statement or claims."
"s8988","eng","this study tried to manipulate languages in certain ways"
"s8995","eng","Not sure"
"s9001","eng","no"
"s9005","eng","I dont know"
"s9008","eng","I assume is related to perception and cognition. "
"s9009","eng","I think the objective of the study is to acknowledge how words can language can affect processing"
"s9010","eng","About the language and knowlegde known to make decisions"
"s9013","eng","I believe the survey is to find if people find believing the same as the truth."
"s9023","eng","No clue"
"s9024","eng","The purpose of the study is to know how the use of language contributes to our understanding of things "
"s9025","eng","I thought the purpose of this study is for us (the reader) to interpret correctly the scenario to the best of our knowledge. Based on the idea of a third-person point of view."
"s9029","eng","TEST"
"s9150","eng","To investigate how varying the language of a written situation influences one's perception of true knowledge vs belief and responsibility assignment. "
"s9265","eng","test"
"s9330","eng","TEST"
"s9404","eng","TEST"
"s9512","eng","how I perceived information. knowledge and belief."
"s9554","eng","TEST"
"s9557","eng","TEST"
"s9563","eng","TEST"
"s9564","eng","TEST"
"s9571","eng","TEST"
"s9581","eng","TEST"
"s9582","eng","TEST"
"s9591","eng","TEST"
"s9599","eng","TEST"
"s9600","eng","TEST"
"s9653","eng","to see if people get confused by contradicting information"
"s9665","eng","TEST"
"s9752","eng","TEST"
"s9754","eng","TEST"
"s9756","eng","TEST"
"s9762","eng","To know to what extent people think they know what other people are thinking"
"s9773","eng","TEST"
"s9777","eng","TEST"
"s9778","eng","TEST"
"s9779","eng","TEST"
"s9780","eng","TEST"
"s9781","eng","TEST"
"s9783","eng","TEST"
"s9785","eng","TEST"
"s9786","eng","TEST"
"s9787","eng","TEST"
"s9789","eng","I feel the purpose of this study is to understand how people perceive situations when given information that someone was unaware of when making a decision."
"s9901","eng","test"
"s9916","eng","To determine whether or not people actually know what they are looking at is real or fake and how that affects them."
"s9917","eng","I think the study was to see how people think and come to conclusions about things and how we interpret our surroundings."
"s9919","eng","the purpose of this study was to analyze how we process rational decisions"
"s9923","eng","Determining outside factors"
"s9925","eng","I think the study might have to do with belief vs knowledge"
"s9926","eng","To see how language affects opinions. "
"s9931","eng","I'm not sure"
"s9932","eng","  "
"s9933","eng","See how much people pay attention to small details "
"s9937","eng","I think it is to see how we believe other people to think. "
"s9940","eng","I'm guessing that the purpose of the study was to see if the language used in the questions influenced my answers"
"s9941","eng","I think the purpose was to incorporate cognition in terms of how people behave."
"s9942","eng","whether people believe in luck or if its up to the persons abilities."
"s9944","eng","To see what level of attention people have when given details."
"s9946","eng","The purpose of this study was to see how different people interpret situations "
"s9954","eng","I do not know exactly what this study was trying to show. "
"s9956","eng","To learn patterns of how people absorb information"
"s9958","eng","I think the purpose was about clarity in language and about seeing whether participants in the study can tell the difference between someone knowing something for sure and someone making reasonable guesses with the information they have"
"s9963","eng","Thinking about behavior lol"
"s9967","eng","I think the purpose of the study was to work the mind in different ways than normal. "
"s9972","eng","something to do with perception"
"s9976","eng","To see if people's perceptions or beliefs were actually correct or just luck. "
"s9977","eng","Whether individuals believed the circumstances they were reading about were do to luck or knowledge."
"s9981","eng","to see how outside people interpret others behaviors or beliefs"
"s9984","eng","To see how we perceive reality vs not reality."
"s9989","eng","I think the purpose is to determine what we know and what we think we know and how we describe it with language. "
"s9992","eng","The purpose was most likely to see if my responses to each scenario changed even though each scenario was pretty much the same (one person thinking it was something but it was actually something else) "
"s10011","eng","I'm not sure"
"s10014","eng","I think the purpose was to see how do people classify if someone knows something or if they just strongly agree with it "
"s10020","eng","Possibly it could be for research on confirmation bias."
"s10025","eng","To see if people's perspectives are changed by the situation at hand. The difference between the right and wrong answer in different situations. "
"s10030","eng","effect of word phrasing"
"s10035","eng","I think the purpose of this study is to understand perspectives of people. "
"s10046","eng","I don't know"
"s10058","eng","TEST"
"s10059","eng","I wasn't able to figure it out, but I'm assuming it is researching peoples ability to read through things entirely and to process information, as well as to study how different people view the effects of these situations."
"s10065","eng","To analyze people's perceptions of different scenarios"
"s10077","eng","memmory test"
"s10096","eng","TEST"
"s10105","eng","How closely people pay attention to the words and how they are arranged in a sentence. "
"s10114","eng","Not sure"
"s10116","eng","Study one's comprehension "
"s10130","eng","To see if a story can change ones perception of choice being made based on luck or ability"
"s10138","eng","Making distinctions how language can be suggestive and knowing whether it a decision was by chance or not"
"s10147","eng","to understand how people view situations based on the words used to describe them"
"s10151","eng","The purpose was to see how cognition plays a role in how people behave"
"s10162","eng","To see people's thoughts/reactions to different scenarios and the way they are given different information"
"s10174","eng","I have no idea"
"s10178","eng","Not sure"
"s10181","eng","To evaluate how people respond to different scenarios."
"s10189","eng","This could have something to do with memory and how details are remembered about a different but similar situations."
"s10190","eng","The words used and context around a particular scenario can change the way you look at if someone knows something or only believes that they know it."
"s10194","eng","to test how easy people are to think of a situation as fake or not true/ negatively."
"s10201","eng","To understand how people think when it comes to knowing and just believing. "
"s10204","eng","to see if people can tell the difference between what people know for a fact and what they believe they know."
"s10208","eng","Maybe to see how people think opinions are made."
"s10217","eng","idk"
"s10230","eng","no"
"s10232","eng","I think the purpose of this study is to gauge how people think about situations/objects if they don't have all of the information."
"s10258","eng","To find out if decisions are based on abilities we gather from the information we've learned or if our inability to identify something comes from luck"
"s10262","eng","to test the quality of truth "
"s10286","eng","To see if people assume things or if they are knowledgable of something that they prove they know"
"s10296","eng","The purpose of this study is to compare the difference between my answers and others to see what mostly people think about the different situations."
"s10297","eng","To able to examine every person's perspective of each scenario in the study"
"s10299","eng","To test comprehension and understanding of the stories being told"
"s10301","eng","To see how we judge other people based on our own knowledge"
"s10310","eng","memory and being able to recall important information in the question"
"s10311","eng","N/a"
"s10312","eng","To see if participants can decide between luck or ability. "
"s10313","eng","I’m not sure."
"s10320","eng","N/A"
"s10329","eng","to see what people remember about the stories. "
"s10330","eng","I believe the purpose of this study was to further understand the way in which people perceive situations. "
"s10334","eng","To see if people were able to form their own opinions on different scenarios given to them."
"s10339","eng","see how close you pay attention to what you read"
"s10352","eng","not sure"
"s10362","eng","TEST"
"s10366","eng","TEST"
"s10367","eng","TEST"
"s10397","eng","How critical we are towards certain sex's."
"s10402","eng","Something to do with ability vs luck?"
"s10404","eng","To examine confidence in beliefs. "
"s10409","eng","To study how people view other people in tricky situations. Maybe to see how people view others as opposed to themselves in that situation. "
"s10417","eng","To look at peoples reasoning abilities and their judgments."
"s10427","eng","Perspective maybe"
"s10430","eng","To determine what people perceive to be the difference between believing and knowing something. "
"s10445","eng","To see how people interpret a given story and their characters. "
"s10450","eng","To figure out reasoning and thoughts behind people "
"s10451","eng","Maybe to see how we judge other's logic?"
"s10452","eng","To determine if we think we got something right or wrong based on our ability to do so or good or bad luck.  Do we internalize or externalize consequences and results?"
"s10455","eng","To differentiate perception versus reality."
"s10459","eng","To see how language changed people's opinions on a situation."
"s10480","eng","You said it was about understanding language"
"s10489","eng","To see what people thought of the situations.  "
"s10496","eng","To see how much a person can retain information"
"s10499","eng","To differentiate what you know and what you think "
"s10502","eng","I am not sure "
"s10503","eng","to see how people perceive right or wrong in different situations that are often gray"
"s10513","eng","Recall, recognizing
"
"s10517","eng","test"
"s10518","eng","No idea"
"s10527","eng","Reading comprehension skills "
"s10529","eng","TEST"
"s10530","eng","not sure"
"s10532","eng","TEST"
"s10562","eng","Reading Comprehension"
"s10572","eng","TEST"
"s10577","eng","TEST"
"s10580","eng","idk"
"s10586","eng","To see what people answer based on wording"
"s10587","eng","to see what people say based on wording."
"s10588","eng","To see if people read the stories in depth"
"s10590","eng","To understand perception of situations."
"s10591","eng","to show/observe how things in our everyday life may not be how they seem even though in our heads we have no doubt"
"s10605","eng","To find out how people think differently"
"s10612","eng","TEST"
"s10613","eng","I believe the purpose of this study was to observe people's observation and comprehension of certain scenarios."
"s10615","eng","TEST"
"s10616","eng","To see if I would change my answers for the scenario that was real?"
"s10621","eng","see how close you pay attention to what your read"
"s10641","eng","I think the purpose of this study was to see what people think about what other peoples perspectives were on certain things. It shows us that things are not always what they seem."
"s10643","eng","To understand how people think "
"s10657","eng","TEST"
"s10660","eng","TEST"
"s10670","eng","TEST"
"s10676","eng","To study language."
"s10677","eng","To study language."
"s10682","eng","N/A"
"s10697","eng","I think it was supposed to determine how often people consider the failures of others to be due to bad luck or their own ineptitude. "
"s10705","eng","People's judgement of other's actions based on uninformed decisions "
"s10707","eng","To see how well people paid attention after being questioned on a scenario repeatedly."
"s10720","eng","TEST"
"s10725","eng","I believe this study was based on how words and sentences put together differently could change one's perception. "
"s10727","eng","To understand the thought process and how someone brain works"
"s10734","eng","TEST"
"s10740","eng","How well we comprehend reading"
"s10759","eng","TEST"
"s10767","eng","To see how the brain interprets two answers that could be correct"
"s10769","eng","To test people's ability to stay focused on a reading throughout a series of questions."
"s10776","eng","Test"
"s10796","eng","TEST"
"s10800","eng","No idea"
"s10802","eng","Test"
"s10805","eng","try to tell the difference between knowledge and beliefs and their relationship with ability "
"s10829","eng","To look at how the participant can take the information given and apply it to the scenarios."
"s10844","eng","studying something about people's judgment?"
"s10847","eng","I think the study is to find out if people think that if someone does something and does not know for sure if they are correct is it there fault if they are wrong"
"s10852","eng","To figure out whether people's assumptions are correct or not."
"s10860","eng","To see how the way the language with in a story is used to influence a person's opinion."
"s10863","eng","Something about blaming people and perceiving situations as their personal ability or just out of luck?"
"s10864","eng","I think the study could have been looking at the ways we perceive actions of men versus women in regard to how much control they had over the given situation. "
"s10865","eng","To determine how knowledge/beliefs of circumstances affect the language we use in describing a situation."
"s10866","eng","Something to do with individual's real/fake perceptions?"
"s10867","eng","To test what we think against what we actually know"
"s10868","eng","How the biases we might have towards certain people in certain conditions e.g. a woman buying jewelry, a father driving with his son, and an ecologist doing on-field research, affects our perception of their ability (whether they were wrong or right and was it because they were dumb or unlucky)"
"s10870","eng","I believe the purpose of this experiment was to to test our understanding of how we perceive  the difference between knowing something versus believing we know something. "
"s10871","eng","Reading comprehension. "
"s10873","eng","I think it was to test how people use wording to assess if someone's interpretation of something is ability or luck as well as giving people """"""""the benefit of the doubt."""""""" "
"s10874","eng","I think it has to do with the way language is interpreted and how it affects perception of a story"
"s10875","eng","to see if people have confidence in their understandings of what it is they believe they experience."
"s10876","eng","cognitive ability and decision making "
"s10878","eng","To examine to what degree people percieve what they see as fact and why. "
"s10880","eng","To see how language used in the stories can change our view on the scenario."
"s10891","eng","I really do not know what the purpose of the study was about. Maybe something with decision making or the appearance of something and what it actually is verse what it is made of. "
"s10894","eng","I think it was to see how quickly people start to anticipate questions and start reading the passages as an attempt to answer those questions"
"s10906","eng","How language affects our judgement of knowledge."
"s10907","eng","perception of innate ability vs luck"
"s10909","eng","I idea of perception, honestly  little confused on the purpose of the study. "
"s10911","eng","To see if we read the prompts????"
"s10912","eng","N/A"
"s10913","eng","To see if you attribute blame and fault of a person's mistakes based on a certain scenario"
"s10922","eng","to see whether or not knowledge is a perception or a reality and if we should trust our gut"
"s10927","eng","TEST"
"s10929","eng","TEST"
"s10930","eng","TEST"
"s10931","eng","Test"
"s10933","eng","Test"
"s10935","eng","To understand falseness and trueness / deceiving and how people view them."
"s10942","eng","I think the purpose of the study was to see how people interpret situations depending on wording."
"s10943","eng","people's view on different situation of deceive "
"s10947","eng","TEST"
"s10948","eng","To distinguish a persons ability to pay attention to detail."
"s10949","eng","Test"
"s10950","eng","TEST"
"s10953","eng","TEST"
"s10957","eng","Test"
"s10961","eng","Test"
"s10963","eng","To understand the difference between knowing reality vs. """"""""believing"""""""" something to be real"
"s10967","eng","No idea."
"s10970","eng","how language like different words affects your thinking"
"s10972","eng","Test"
"s10978","eng","To measure people's sense of emotional sympathy for others?"
"s10981","eng","I think it might have to do with our own perceptions and possibly optimistic and pessimistic outlook."
"s10982","eng","I had trouble figuring this out. I figured maybe it was about making judgments about levels of knowledge in a situation. "
"s10984","eng","Whether believing something to be true is enough than having concrete evidence of it being true. "
"s10986","eng","To show how things can be perceived "
"s10987","eng","I think that the purpose may have something to do with reading comprehension and how prior knowledge factors into our comprehension."
"s10993","eng","The purpose of this study is to determine the differences in perception of one's own skill shaping the world around them versus pure chance or luck."
"s11000","eng","I think the purpose of this study was to determine how we uses language to describe reality. If something is real in our minds, but it not real to the world, how should it be described? "
"s11003","eng","no idea"
"s11004","eng","I thought the purpose of this study was to test two things: the readers ability to pay attention to words and to for readers to identify capability and responsibility in the readings."
"s11005","eng","To see how people view their perspective versus others"
"s11007","eng","To study if we are more likely to attribute blame/fault to someone in a """"""""bad"""""""" situation as opposed to a neutral one."
"s11008","eng","The purpose of this study was to see if peoples blind belief in others is because of there inability or ability or bad luck or Goodluck. Trusting people word "
"s11010","eng","Test memory "
"s11012","eng","Do see people's opinions."
"s11016","eng","comparisons of belief versus knowledge"
"s11017","eng","The purpose was to determine how people define knowledge."
"s11019","eng","These questions are very similar to one of my Philosophy course."
"s11020","eng","Is what we consider real or not dependent on whether it's actually real, or if we just perceive something to be real. And is this due to our inability or because we are unlucky. "
"s11024","eng","I believe it was to see if our answered remained true to the reading or if we thought of it another way... "
"s11027","eng","Test"
"s11028","eng","I have zero clue"
"s11030","eng","No clue, is it about like theory of mind or something like that? Like just because I know something doesn't mean the person in the situation does so you have to try think about it from their perspective?"
"s11033","eng","dont know"
"s11034","eng","I think the purpose of this study was to test our memory and how much we can pay attention to details"
"s11035","eng","No idea"
"s11042","eng","To see how differently people perceive language"
"s11047","eng","To see how others can view a certain situation"
"s11054","eng","uncovering perception and concept grasping"
"s11068","eng","A imagine the purpose is to try to assess peoples reading comprehension."
"s11071","eng","Testing the understanding of language among psyc students"
"s11074","eng","I have no clue."
"s11075","eng","I have no idea"
"s11082","eng","I think this study was to see the tendency of participants of 'second guessing' the study. "
"s11096","eng","I think the purpose of this study is to understand people's comprehension and theory of mind."
