StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,g_knows_1,g_fake,g_reasonable_1,g_right,g_ability_1,g_situation,e_knows_1,e_fake,e_reasonable_1,e_right,e_ability_1,e_situation,d_knows_1,d_fake,d_reasonable_1,d_right,d_ability_1,d_situation,age,gender,gender_3_TEXT,country_now,country_now_2_TEXT,country_birth,country_birth_2_TEXT,ethnicity,ethnicity_7_TEXT,lvl_edu,english,enjoy_study,nervous_study,difficult_study,boring_study,tiring_study,quickly_study,regularly_study,selfcons_study,motivated_study,important_study,aim_study,comments_study,purpose_study,similar_study,FL_40_DO,FL_41_DO,FL_50_DO,FL_56_DO,FL_76_DO
7/27/20 4:23,7/27/20 4:46,IP Address,,100,1395,TRUE,7/27/20 4:46,R_2D85knaL94gf588,,,,,,,anonymous,EN,I agree to participate in this study,27,real,0,right,25,Gerald knows that the house he is pointing at is a real house.,100,diamonds,24,right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",100,prairie dog,25,wrong,0,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",39,Female,-99,Other (please specify):,Australia ,Other (please specify):,New Zealand,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,4,8,10. I did not find the study tasks difficult to complete at all,4,10. I did not find the study task tiring at all,2,3,2,3,5. Not sure,3,-99,Language /interpretation  of the article - understanding perception and how language can influence how we think,no ,FL_43|FL_49|FL_55,FL_66,FL_68,FL_73,debrief_2
7/28/20 10:35,7/28/20 11:13,IP Address,,100,2294,TRUE,7/28/20 11:13,R_2SvHFfH367rrE62,,,,,,,anonymous,EN,I agree to participate in this study,70,real,28,wrong,35,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",27,diamonds,22,right,29,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",80,prairie dog,61,wrong,43,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",37,Female,-99,Other (please specify):,Canada,Other (please specify):,Australia,White/European,-99,"4-year college degree (B.A., B.S.)",Very well,4,10. I was not nervous during the study at all,9,6,10. I did not find the study task tiring at all,3,4,9,1. I was strongly motivated to help make the study a success for the researchers,3,2,-99,-99,-99,FL_55|FL_43|FL_49,FL_66,FL_68,FL_73,debrief_4
7/28/20 13:13,7/28/20 14:15,IP Address,,100,3665,TRUE,7/28/20 14:15,R_1IaVaM1IPbCEXXm,,,,,,,anonymous,EN,I agree to participate in this study,92,real,0,right,17,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,diamonds,9,right,4,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",69,prairie dog,32,wrong,74,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",37,Female,-99,Other (please specify):,Canada,Other (please specify):,Australia,White/European,-99,"4-year college degree (B.A., B.S.)",Very well,3,10. I was not nervous during the study at all,9,4,7,3,2,9,1. I was strongly motivated to help make the study a success for the researchers,2,2,-99,-99,-99,FL_55|FL_49|FL_43,FL_66,FL_68,FL_73,debrief_1
7/28/20 14:20,7/28/20 14:41,IP Address,,100,1263,TRUE,7/28/20 14:41,R_3NwjBicX4khjhUt,,,,,,,anonymous,EN,I agree to participate in this study,0,real,0,right,0,Gerald knows that the house he is pointing at is a real house.,100,diamonds,10,right,80,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,prairie dog,0,wrong,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,58,Male,-99,Other (please specify):,Australia,Other (please specify):,Australia,White/European,-99,"4-year college degree (B.A., B.S.)",Very well,3,10. I was not nervous during the study at all,8,10. I did not find the study activity boring at all,10. I did not find the study task tiring at all,2,3,7,1. I was strongly motivated to help make the study a success for the researchers,5. Not sure,3,-99,To assess effective communication. How messages are perceived according to the language used.,No,FL_49|FL_43|FL_55,FL_66,FL_68,FL_73,debrief_1
7/28/20 21:48,7/28/20 21:58,IP Address,,100,577,TRUE,7/28/20 21:58,R_AzFhreQRPC6FG4V,,,,,,,anonymous,EN,I agree to participate in this study,0,real,0,right,100,Gerald knows that the house he is pointing at is a real house.,100,diamonds,0,right,0,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",100,prairie dog,0,wrong,8,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",33,Female,-99,Other (please specify):,Australia,Other (please specify):,Australia,White/European,-99,High school diploma (or GED),Very well,3,7,2,7,5. Not sure,4,6,4,3,5. Not sure,4,-99,-99,-99,FL_49|FL_43|FL_55,FL_66,FL_68,FL_73,debrief_1
7/29/20 2:32,7/29/20 2:51,IP Address,,100,1174,TRUE,7/29/20 2:51,R_viRFZtqFK2IdaBX,,,,,,,anonymous,EN,I agree to participate in this study,0,real,0,right,11,Gerald knows that the house he is pointing at is a real house.,75,diamonds,0,right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",63,prairie dog,29,wrong,70,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",22,Male,-99,Other (please specify):,Australia ,Other (please specify):,Australia,White/European,-99,Less than High School,Very well,2,10. I was not nervous during the study at all,9,7,10. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,2,10. I was not at all self-conscious of the responses I gave in this study,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,3,-99,"I believe that the purpose of this study was guided towards how people interpret language, especially people of whom English is not their first language. Advertisement and everyday signage/reading material are critical for being able to connect to everyone and for everyone to understand regardless of their language ability. ",-99,FL_49|FL_43|FL_55,FL_62,FL_70,FL_73,debrief_2
7/29/20 4:12,7/29/20 4:28,IP Address,,100,944,TRUE,7/29/20 4:28,R_3P6o5vsBCnEz6Ko,,,,,,,anonymous,EN,I agree to participate in this study,100,fake,0,wrong,69,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",21,cubic zirconium stones,8,wrong,19,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,ground squirrel,0,right,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,27,Female,-99,Other (please specify):,Australia,Other (please specify):,NSW,White/European,-99,"4-year college degree (B.A., B.S.)",Very well,1. I enjoyed the study a lot,5. Not sure,10. I did not find the study tasks difficult to complete at all,8,10. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,4,10. I was not at all self-conscious of the responses I gave in this study,5. Not sure,5. Not sure,10. I was not trying to work out the aim of the study during my participation,-99,to define the ability to to judge between what is or can be deemed real. ,-99,FL_49|FL_55|FL_43,FL_64,FL_68,FL_72,debrief_1
7/30/20 3:53,7/30/20 4:01,IP Address,,100,461,TRUE,7/30/20 4:01,R_3n2iJlNCgn30Kmt,,,,,,,anonymous,EN,I agree to participate in this study,100,real,24,right,89,Gerald knows that the house he is pointing at is a real house.,100,cubic zirconium stones,70,wrong,23,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,ground squirrel,0,right,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,21,Female,-99,Other (please specify):,Australia,Other (please specify):,Australia,White/European,-99,High school diploma (or GED),Very well,1. I enjoyed the study a lot,10. I was not nervous during the study at all,10. I did not find the study tasks difficult to complete at all,8,10. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,1. I have taken part in many research studies,5. Not sure,10. I was not at all motivated to help make the study a success for the researchers,5. Not sure,10. I was not trying to work out the aim of the study during my participation,-99,-99,-99,FL_49|FL_43|FL_55,FL_66,FL_69,FL_71,debrief_4
7/30/20 5:21,7/30/20 8:07,IP Address,,100,9955,TRUE,7/30/20 8:07,R_YYV53jOiFTi3yiB,,,,,,,anonymous,EN,I agree to participate in this study,100,real,0,right,70,Gerald knows that the house he is pointing at is a real house.,67,diamonds,12,right,68,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",100,prairie dog,0,wrong,23,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",48,Male,-99,Other (please specify):,Australia,Other (please specify):,Australia,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,2,10. I was not nervous during the study at all,10. I did not find the study tasks difficult to complete at all,10. I did not find the study activity boring at all,10. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,3,10. I was not at all self-conscious of the responses I gave in this study,1. I was strongly motivated to help make the study a success for the researchers,5. Not sure,1. I was trying to work out the aim of the study during my participation,-99,"To know the difference in knowing something through ability or by luck, or to highlight that we take a lot of knowledge that we think we know by granted without actually knowing anything or the skill it requires to find out ",no like this one,FL_43|FL_55|FL_49,FL_66,FL_68,FL_73,debrief_3
7/30/20 22:30,7/30/20 22:48,IP Address,,100,1044,TRUE,7/30/20 22:48,R_1qUrfwVvSnEk7M7,,,,,,,anonymous,EN,I agree to participate in this study,0,real,0,right,90,Gerald knows that the house he is pointing at is a real house.,30,cubic zirconium stones,10,wrong,90,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",80,ground squirrel,10,right,20,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",25,Female,-99,Other (please specify):,Australia,Other (please specify):,Australia,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,3,9,9,9,9,2,8,8,1. I was strongly motivated to help make the study a success for the researchers,3,1. I was trying to work out the aim of the study during my participation,-99,How many participants actually notice/comprehend the most detail in what they read.,I think the study I did recently relating to a story about how the police relate to citizens in the community.. I had to answer questions about the details in the story etc so that was possibly quite similar to this.,FL_55|FL_49|FL_43,FL_66,FL_69,FL_71,debrief_2
7/28/20 0:28,7/28/20 0:35,IP Address,,98,436,FALSE,8/4/20 0:35,R_3Hjn1SGRPP51tQ3,,,,,,,anonymous,EN,I agree to participate in this study,0,real,0,right,0,Gerald knows that the house he is pointing at is a real house.,0,diamonds,0,right,0,Emma knows that she chose a necklace made of diamonds.,100,prairie dog,0,wrong,100,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",30,Male,-99,Other (please specify):,Australia,Other (please specify):,Australia,White/European,-99,High school diploma (or GED),Very well,7,10. I was not nervous during the study at all,10. I did not find the study tasks difficult to complete at all,6,7,2,6,3,3,7,2,-99,Establish difference between peoples ideas of belief and fact,No,FL_43|FL_49|FL_55,FL_66,FL_68,FL_73,debrief_4
7/30/20 4:34,7/30/20 5:03,IP Address,,98,1727,FALSE,8/6/20 5:03,R_1EaLRY6Dz6F9nDJ,,,,,,,anonymous,EN,I agree to participate in this study,100,fake,0,right,100,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,diamonds,0,right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",1,ground squirrel,0,wrong,0,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",46,Female,-99,Other (please specify):,Australia,Other (please specify):,VIC,White/European,-99,High school diploma (or GED),Very well,6,10. I was not nervous during the study at all,10. I did not find the study tasks difficult to complete at all,5. Not sure,10. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,5. Not sure,7,4,3,4,-99,How language can be changed to mean a different set of circumstances depending on the placement of words.,-99,FL_55|FL_43|FL_49,FL_62,FL_70,FL_73,debrief_3
7/30/20 14:41,7/30/20 14:41,IP Address,,8,24,FALSE,8/6/20 14:41,R_3CZC6cyScFw2pq1,,,,,,,anonymous,EN,I agree to participate in this study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_55|FL_49|FL_43,,,FL_72,
8/9/20 21:50,8/9/20 21:59,IP Address,,100,501,TRUE,8/9/20 21:59,R_1IK0aPiGoo4rxzY,,,,,,,anonymous,EN,I agree to participate in this study,88,fake,4,wrong,90,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,diamonds,0,right,84,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,ground squirrel,16,right,13,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",26,Female,-99,Other (please specify):,Australia,Other (please specify):,Australia,White/European,-99,High school diploma (or GED),Very well,3,10. I was not nervous during the study at all,9,4,5. Not sure,1. I was able to adjust to the study task very quickly,9,4,2,5. Not sure,1. I was trying to work out the aim of the study during my participation,-99,memory test?,no,FL_49|FL_43|FL_55,FL_64,FL_70,FL_71,debrief_4
8/9/20 23:56,8/10/20 0:06,IP Address,,100,630,TRUE,8/10/20 0:06,R_3HwCKmgtKiAsEl6,,,,,,,anonymous,EN,I agree to participate in this study,0,real,0,right,0,Gerald knows that the house he is pointing at is a real house.,86,diamonds,19,right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",73,prairie dog,19,wrong,26,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",43,Female,-99,Other (please specify):,Australia,Other (please specify):,Australia,White/European,-99,"Graduate or professional degree (J.D., Ph.D., M.D.)",Very well,2,4,4,7,7,3,6,1. I was very self-conscious of the responses I gave in this study,1. I was strongly motivated to help make the study a success for the researchers,2,2,-99,-99,no,FL_43|FL_49|FL_55,FL_62,FL_70,FL_73,debrief_4
8/10/20 5:59,8/10/20 6:10,IP Address,,100,672,TRUE,8/10/20 6:10,R_1zcO3v1VwKAbNgB,,,,,,,anonymous,EN,I agree to participate in this study,0,fake,0,right,0,Gerald knows that the house he is pointing at is a real house.,100,diamonds,0,right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",100,ground squirrel,0,right,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,33,Female,-99,Other (please specify):,Australia,Other (please specify):,Australia,"East or Southeast Asian/Pacific Islander (e.g. from Japan, China, Korea, Vietnam, Thailand, Philippines, native Hawaiian)",-99,"Master’s degree (M.A., M.S.)",Well,4,4,4,10. I did not find the study activity boring at all,10. I did not find the study task tiring at all,7,9,1. I was very self-conscious of the responses I gave in this study,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,1. I was trying to work out the aim of the study during my participation,-99,To assess the understanding of the structured sentences. ,no,FL_43|FL_55|FL_49,FL_64,FL_70,FL_71,debrief_4
8/11/20 0:39,8/11/20 0:42,IP Address,,100,176,TRUE,8/11/20 0:42,R_3CxMlML8XNc3UlP,,,,,,,anonymous,EN,I agree to participate in this study,68,fake,63,wrong,67,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",71,cubic zirconium stones,33,wrong,-99,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",69,prairie dog,73,wrong,35,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",24,Female,-99,Other (please specify):,Australia ,Other (please specify):,Australia ,Other,Australian ,High school diploma (or GED),Very well,6,5. Not sure,10. I did not find the study tasks difficult to complete at all,6,5. Not sure,6,6,6,5. Not sure,5. Not sure,5. Not sure,-99,-99,-99,FL_43|FL_49|FL_55,FL_62,FL_70,FL_73,debrief_1
8/11/20 1:13,8/11/20 1:24,IP Address,,100,648,TRUE,8/11/20 1:24,R_1cUFFs15GuNfefh,,,,,,,anonymous,EN,I agree to participate in this study,0,real,0,right,0,Gerald knows that the house he is pointing at is a real house.,100,cubic zirconium stones,0,wrong,50,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",100,ground squirrel,0,right,20,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",27,Female,-99,Other (please specify):,Australia,Other (please specify):,Australia,White/European,-99,"Master’s degree (M.A., M.S.)",Very well,1. I enjoyed the study a lot,5. Not sure,10. I did not find the study tasks difficult to complete at all,10. I did not find the study activity boring at all,5. Not sure,3,7,1. I was very self-conscious of the responses I gave in this study,5. Not sure,5. Not sure,9,-99,"To study perceptions of ""knowledge"" vs ""beliefs"" and if/how these perceptions are impacted by different factors",No,FL_49|FL_55|FL_43,FL_66,FL_69,FL_71,debrief_1
8/13/20 2:17,8/13/20 2:29,IP Address,,100,741,TRUE,8/13/20 2:29,R_3NJNEWu5MdPc9xr,,,,,,,anonymous,EN,I agree to participate in this study,1,real,2,right,96,Gerald knows that the house he is pointing at is a real house.,83,diamonds,3,wrong,12,Emma knows that she chose a necklace made of diamonds.,87,prairie dog,72,wrong,24,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",54,Male,-99,Other (please specify):,Australia,Other (please specify):,New Zealand,"East or Southeast Asian/Pacific Islander (e.g. from Japan, China, Korea, Vietnam, Thailand, Philippines, native Hawaiian)",-99,High school diploma (or GED),Very well,1. I enjoyed the study a lot,5. Not sure,10. I did not find the study tasks difficult to complete at all,10. I did not find the study activity boring at all,10. I did not find the study task tiring at all,10. I was not able to adjust to the study task quickly,7,10. I was not at all self-conscious of the responses I gave in this study,5. Not sure,2,10. I was not trying to work out the aim of the study during my participation,-99,-99,-99,FL_55|FL_49|FL_43,FL_62,FL_70,FL_73,debrief_3
8/13/20 4:29,8/13/20 4:41,IP Address,,100,730,TRUE,8/13/20 4:41,R_24BIKlL78tD4YD0,,,,,,,anonymous,EN,I agree to participate in this study,100,fake,0,wrong,100,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",30,diamonds,0,right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,ground squirrel,0,right,0,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",27,Female,-99,Other (please specify):,Australia,Other (please specify):,Australia,White/European,-99,"4-year college degree (B.A., B.S.)",Very well,3,8,5. Not sure,7,7,3,7,3,3,5. Not sure,1. I was trying to work out the aim of the study during my participation,-99,To see if we are bias towards different situations. ,No,FL_49|FL_43|FL_55,FL_64,FL_70,FL_71,debrief_2
8/13/20 6:46,8/13/20 7:03,IP Address,,100,1002,TRUE,8/13/20 7:03,R_AB3z7opspnQgpJ7,,,,,,,anonymous,EN,I agree to participate in this study,97,real,3,wrong,65,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,cubic zirconium stones,0,wrong,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",31,ground squirrel,0,right,23,Darrel knows that the animal he saw is a red speckled ground squirrel.,32,Female,-99,Other (please specify):,Australia,Other (please specify):,Australia,White/European,-99,High school diploma (or GED),Well,5. Not sure,10. I was not nervous during the study at all,8,4,5. Not sure,3,5. Not sure,3,10. I was not at all motivated to help make the study a success for the researchers,8,6,-99,-99,No,FL_43|FL_49|FL_55,FL_62,FL_69,FL_72,debrief_4
8/13/20 18:11,8/13/20 21:05,IP Address,,100,10438,TRUE,8/13/20 21:05,R_21mLK3uAwAXv9Vl,,,,,,,anonymous,EN,I agree to participate in this study,0,real,0,right,100,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,cubic zirconium stones,0,wrong,0,Emma knows that she chose a necklace made of diamonds.,100,ground squirrel,20,right,90,Darrel knows that the animal he saw is a red speckled ground squirrel.,47,Female,-99,Other (please specify):,Australia,Other (please specify):,Vietnam,"East or Southeast Asian/Pacific Islander (e.g. from Japan, China, Korea, Vietnam, Thailand, Philippines, native Hawaiian)",-99,"4-year college degree (B.A., B.S.)",Very well,4,10. I was not nervous during the study at all,4,3,9,1. I was able to adjust to the study task very quickly,4,1. I was very self-conscious of the responses I gave in this study,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,1. I was trying to work out the aim of the study during my participation,-99,-99,-99,FL_49|FL_43|FL_55,FL_66,FL_69,FL_71,debrief_1
8/13/20 21:50,8/13/20 21:59,IP Address,,100,535,TRUE,8/13/20 21:59,R_XiCmNUvq4NX9809,,,,,,,anonymous,EN,I agree to participate in this study,100,fake,1,wrong,0,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,diamonds,0,right,50,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,ground squirrel,0,right,0,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",44,Female,-99,Other (please specify):,Australia,Other (please specify):,Australia,White/European,-99,"4-year college degree (B.A., B.S.)",Very well,3,10. I was not nervous during the study at all,5. Not sure,6,10. I did not find the study task tiring at all,2,1. I have taken part in many research studies,10. I was not at all self-conscious of the responses I gave in this study,1. I was strongly motivated to help make the study a success for the researchers,3,10. I was not trying to work out the aim of the study during my participation,-99,-99,NO,FL_55|FL_49|FL_43,FL_64,FL_70,FL_71,debrief_2
8/14/20 2:54,8/14/20 3:12,IP Address,,100,1122,TRUE,8/14/20 3:12,R_2TTXWSjcYFY2rEw,,,,,,,anonymous,EN,I agree to participate in this study,100,real,0,right,0,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",82,diamonds,85,wrong,20,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",20,ground squirrel,20,right,22,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",33,Female,-99,Other (please specify):,Australia,Other (please specify):,Germany,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,2,8,9,10. I did not find the study activity boring at all,10. I did not find the study task tiring at all,2,10. I have never taken part in a research study before,5. Not sure,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,1. I was trying to work out the aim of the study during my participation,-99,Perception and judgement as well as social expectation perhaps,"No, this was the first time I have participated. ",FL_43|FL_49|FL_55,FL_64,FL_68,FL_72,debrief_4
8/14/20 20:43,8/14/20 21:02,IP Address,,100,1179,TRUE,8/14/20 21:02,R_2BnzTf5dHcYcnjg,,,,,,,anonymous,EN,I agree to participate in this study,0,real,0,right,100,Gerald knows that the house he is pointing at is a real house.,100,diamonds,0,right,100,Emma knows that she chose a necklace made of diamonds.,100,prairie dog,0,wrong,100,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",29,Female,-99,Other (please specify):,Australia,Other (please specify):,Australia,White/European,-99,"4-year college degree (B.A., B.S.)",Very well,1. I enjoyed the study a lot,10. I was not nervous during the study at all,8,10. I did not find the study activity boring at all,10. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,10. I have never taken part in a research study before,8,5. Not sure,2,1. I was trying to work out the aim of the study during my participation,-99,To identify an outsiders thoughts and perspective on another's thought process within an unknown questionable situation. ,no,FL_49|FL_43|FL_55,FL_62,FL_70,FL_73,debrief_2
8/15/20 2:28,8/15/20 2:36,IP Address,,100,444,TRUE,8/15/20 2:36,R_1OTC85DvzwgCN8V,,,,,,,anonymous,EN,I agree to participate in this study,0,real,15,right,1,Gerald knows that the house he is pointing at is a real house.,100,diamonds,3,right,89,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",25,prairie dog,0,wrong,27,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",18,Female,-99,Other (please specify):,australia,Other (please specify):,australia,White/European,-99,High school diploma (or GED),Very well,2,10. I was not nervous during the study at all,4,8,8,2,1. I have taken part in many research studies,3,2,3,3,-99,-99,-99,FL_55|FL_43|FL_49,FL_62,FL_70,FL_73,debrief_1
8/17/20 3:56,8/17/20 4:06,IP Address,,100,614,TRUE,8/17/20 4:06,R_1NerSlMydDKEBZn,,,,,,,anonymous,EN,I agree to participate in this study,100,fake,0,wrong,1,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",30,diamonds,5,right,25,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",70,prairie dog,25,wrong,1,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",20,Male,-99,Other (please specify):,Australia,Other (please specify):,Australia,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,1. I enjoyed the study a lot,10. I was not nervous during the study at all,8,10. I did not find the study activity boring at all,10. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,2,10. I was not at all self-conscious of the responses I gave in this study,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,5. Not sure,-99,"The way humans make inferences based on what they know, and how factors that are unknown can be overlooked. ",no,FL_49|FL_43|FL_55,FL_64,FL_68,FL_72,debrief_4
8/10/20 5:48,8/10/20 5:57,IP Address,,98,581,FALSE,8/17/20 5:57,R_1NmfpPokdmGrwAi,,,,,,,anonymous,EN,I agree to participate in this study,11,fake,9,right,9,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",15,diamonds,46,right,58,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",86,ground squirrel,36,wrong,84,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",37,Female,-99,Other (please specify):,Australia,Other (please specify):,Australia,White/European,-99,High school diploma (or GED),Well,1. I enjoyed the study a lot,8,6,7,10. I did not find the study task tiring at all,4,8,4,1. I was strongly motivated to help make the study a success for the researchers,4,3,-99,-99,-99,FL_49|FL_43|FL_55,FL_64,FL_68,FL_72,debrief_1
8/10/20 18:25,8/10/20 18:37,IP Address,,98,709,FALSE,8/17/20 18:37,R_2tD21q3YXYmqbHY,,,,,,,anonymous,EN,I agree to participate in this study,95,real,5,right,77,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,diamonds,0,right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",96,prairie dog,14,wrong,20,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",33,Female,-99,Other (please specify):,Australia,Other (please specify):,Australia ,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,1. I enjoyed the study a lot,10. I was not nervous during the study at all,10. I did not find the study tasks difficult to complete at all,10. I did not find the study activity boring at all,10. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,10. I have never taken part in a research study before,4,1. I was strongly motivated to help make the study a success for the researchers,4,1. I was trying to work out the aim of the study during my participation,-99,Something to do with certainties or just how to make a person doubt everything.,No,FL_55|FL_43|FL_49,FL_62,FL_70,FL_73,debrief_1
8/17/20 19:05,8/17/20 19:13,IP Address,,100,491,TRUE,8/17/20 19:13,R_3L8dbTZAaVehVEJ,,,,,,,anonymous,EN,I agree to participate in this study,50,real,50,right,100,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",80,diamonds,0,right,-99,Emma knows that she chose a necklace made of diamonds.,0,prairie dog,0,wrong,0,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",18,Female,-99,Other (please specify):,Australia,Other (please specify):,Australia,White/European,-99,High school diploma (or GED),Very well,8,10. I was not nervous during the study at all,8,1. I found the study task very boring,10. I did not find the study task tiring at all,5. Not sure,9,10. I was not at all self-conscious of the responses I gave in this study,5. Not sure,5. Not sure,5. Not sure,-99,-99,-99,FL_55|FL_43|FL_49,FL_66,FL_68,FL_73,debrief_4
