"id","survey_lang","purpose"
"s20614","hun","Szerintem az a célja, hogy megmutassa, hogy egy adott olvasó, hogy fogja fel a szöveget, milyen szempontból közelíti meg, mennyire ad nagy jelentőséget egyes szavak jelentéseinek, milyen figyelmesen olvassa el a szöveget."
"s20617","hun","Szövegértés elemzése."
"s20619","hun","tanácstalan vagyok"
"s20621","hun","nyelvi értés és működés, következtetések vizsgálata"
"s20622","hun","Tanulságként levonható, hogy nem minden az, aminek látszik. Adott esetek értelmezése, az igazság megítélése, eldöntése úgy, hogy olyat tud a válaszadó, amelyet a történet szereplői nem."
"s20627","hun","Az a célja a kutatásnak, hogy inkább egy adott személynek vagy narrativ információknak hiszunk-e jobban"
"s20628","hun","Nyelvhasználat fontossága"
"s20629","hun","Hogy különböző helyzetek tükrében miként tudjuk értelmezni az állításokat."
"s20630","hun","Hogy mennyi információ elegendő ahhoz, hogy teljesen megértsünk egy adott szituációt. "
"s20632","hun","A szöveges feladatok megértése, azok feldolgozása, az információk helyes kezelése."
"s20633","hun","Az emberek mennyire tudnak belehelyezkedni más nézőpontjába és szóértelmezés, szövegértés."
"s20636","hun","Szerintem az a célja, hogy az eredmény megmutassa, hogy ha több ember ugyanazt a szöveget olvassa, mennyi féleképpen értelmezi azt. "
"s20638","hun","Annak a vizsgálata, hogy a háttérismeretünk mennyire befolyásolja a látásmódunkat egy-egy esetben."
"s20640","hun","Véleményem szerint, a kutatás célja az lehet, hogy az embereknek milyen lehet a szövegértési és logikai gondolkozásmódja."
"s20641","hun","Szövegértési és értelmezési képesség vizsgáláta, valamint, hogy a nyelv hogy befolyásolja a szövegmegértést. A nyelv és az értelmezés kapcsolata."
"s20643","hun","Megfigyelni,hogyan bír értelmezni a résztvevő"
"s20646","hun","Feltételezésem, hogy a kísérlet célja azt vizsgálni, hogy bizonyos nehezített megfogalmazású, nehezebben érthető szöveg/ellenőrző mondatok olvasása során milyen mértékben marad meg, illetve lesz érthető az eredeti szöveg. "
"s20648","hun","Az objektívitás és a szubjektív megismerés kommunikációs helyzetekben való feltérképezése."
"s20649","hun","Annak felmérése, hogy az egyes pluszinformációk mennyire befolyásolják az ember vélekedését a szövegben bemutatott helyzetről."
"s20650","hun","véleményem szerint a kutatással ki lehet deríteni ki mennyire figyelmesen olvasta el a szövegeket, illetve milyen szövegértési készségekkel rendelkezik"
"s20651","hun","Úgy gondolom a logikus gondolkodást nyelvi nüanszokkal 'megzavaró' kísérletben vettem részt, melynek célja talán ezen nyelvi megformáltság gondolkodásra gyakorolt hatásának vizsgálata volt."
"s20652","hun","Azt gondolom, hogy az, hogy egy dolog reprezentál valamit nem feltétlen vág egybe azzal, amit ténylegesen jelent. "
"s20653","hun","Feltételezésem szerint a kutatás célja az, hogy felmérjék az ember általános értelmező-képességét, a mindennapi értő olvasást. "
"s20655","hun","Jók voltak a szövegek és a kérdések, egyszerűnek tűntek, de biztos vagyok benne, hogy sokan máshogy válaszolták meg. Talán nemre, korra vonatkozóan lesznek benne összefüggések, hogy ki hogy értelmezte?"
"s20658","hun","Több célja is lehet, talán az, hogy milyen szemszögből értelmezünk egy-egy jelenetet, mennyire a saját szempontunkból vagy a résztvevő szempontjából prezentáljuk, és hogyan ítéljük meg a döntéseit. Azt is figyelheti a kutatás, hogy egy példafeladat után mennyire specifikusan figyelünk a következő kérdésekre, átállunk egy másik figyelmi technikára. De még akár meg is lephet, látom, hogy 62%-on áll a kitöltésem, így lehet, hogy mindjárt le kell írnom angolul, vagy visszafele az egész szöveget, és a figyelmemet figyeli - lehet, hogy ebben az esetben az első szöveget tudnám a legjobban visszaadni tartalmilag, mert ott még általánosságban figyeltem a tartalmára."
"s20661","hun","Nyelvi működés"
"s20662","hun","Szerintem ebben a kísérletben a szövegértés és értelmezés megfigyelése volt a cél. Érdekes eredmények születhetnek. Mert a kísérleti alanyok az egységes szövegértés ellenére különbözően értelmezhetik azt. Többnyire talán a saját tapasztalatuk, egyéniségük, attitűdjük alapján .

A különböző válaszok a különböző probléma megoldási képességekre is rámutathatnak. "
"s20663","hun","A magyar nyelvben használt hinni és tudni szó kapcsolatát, értelmezését megtudni."
"s20666","hun","Szerintem az lehet a célja a kutatásnak, hogy kiderítsék a kutatók, hogy mennyire befolyásol minket az olvasott szöveg. Azt vizsgálhatják véleményem szerint, hogy az olvasott szöveg milyen hatással van ránk, elhisszük amit olvasunk, vagy inkább a saját véleményünkre hagyatkozunk. "
"s20670","hun","A célja lehet hogy kiderítsük az emberek vajon hogyan tesznek különbséget 2 dolog között: tudnak vlaamit vagy csupán azt hiszik hogy tudnak valamit. Számukra milyen szerepet játszik a véletlen (""""""""szerencse""""""""), illetve az ismereteik közötti kapcsolat."
"s20673","hun","Szerintem ezzel a kutatással nem csak a szövegértési kompetenciánkat tesztelték, hanem azt is, hogy mi olvasók, mennyire bízunk a leírtakban. Tényleg volt-e tornádó, tényleg csaló-e a butik árusa, tényleg betelepültek-e farkasok a parkba stb..."
"s20674","hun","Kiderítse hogyan gondolkoznak az emberek."
"s20676","hun","Az lehet a kutatás célja, hogy kiderüljön, az emberek mennyire képesek megjegyezni az egyszer elolvasott szöveget és mennyire tudják hasznosítani a belőle kinyert információkat, továbbá az is lehet a kutatás célja, hogy az emberek ítélethozási szokásait vizsgálja."
"s20677","hun","Esetleg, hogy mennyire tudatosnak ítéljük meg mások döntéseit, ha látjuk a telje képet."
"s20678","hun","Nyelvi jelek megértése, szöveg értelmezése."
"s20679","hun","Azt gondolom, hogy a kísérlet célja az volt, hogyan észleljük mások bizonyosságát a valóságról. Mennyire befolyásolja a vélekedésünket, hogy mi az igaz információ birtokában vagyunk azonban a történet szereplők nem, vagy valami ilyesmi."
"s20680","hun","A szavak értelmének hatása, illetve a tudni és hinni ige használata, a teljes történet függvényében."
"s20682","hun","szövegértés"
"s20683","hun","Egyáltalán nem tudom."
"s20684","hun","Hogy felmérje milyennek ítéljük meg mások döntéseit, ha az egész képet látjuk (?)"
"s20685","hun","Hogy mennyire gondolkodunk ésszerűen, logikusan és hogy mennyire agyalunk túl dolgokat akkor, ha több információt tudunk"
"s20689","hun","felmérjék a képességeink"
"s20690","hun","Megfigyelni az embereket,hogyan értelmeznek különböző szövegeket a megadott információk alapján."
"s20691","hun","Hasonló, de mégis különböző rövid történeteket olvashattunk. Talán a hasonlóságokban rejlő apró különbségek észrevételén volt a hangsúly. Azaz hogyan ítélünk meg egy helyzetet, szituációkat, emberi döntéseket az előzetes információk alapján. A döntéseket és nézőpontokat befolyásoló különböző tényezők és hátterek hasonló szituációkban más és más tényként kezelt következtetésekre vezetik az embert. Mi, akik a tesztben részt veszünk, a háttér információk tudtában ítélhetjük meg a történetek szereplőinek gondolkodását, cselekedeteiket."
"s20692","hun","kevésbé fontosnak gondolt információk kiszúrása "
"s20693","hun","az adott szövegek különböző feldolgozási módjainak vizsgálata"
"s20694","hun","Az emberek figyelmet meri fel az olvasaskor."
"s20695","hun","szövegértés, értelmezés vizsgálata"
"s20699","hun","A nyelvi működés vizsgálata."
"s20701","hun","Mennyire tudjuk más személyek szempontjából értelmezni az egyes állításokat úgy, hogy mi tudjuk a teljes igazságot."
"s20702","hun","Megfigyelni, hogy az olvasott történetek milyen hatással vannak a saját itélőképességünkre."
"s20704","hun","tudatelmélet"
"s20706","hun","az általunk elolvasott szöveg értelmezése, olyan esetben ha direkt összezavaró kérdésekre kell válaszolnunk. Talán a magabizosságot kutatja a kérdőív."
"s20707","hun","Gondolkodás mód."
"s20708","hun","Hogy felmérjék a résztvevőket, ki hogyan értelmezi az olvasott szövegeket."
"s20711","hun","Talán hogy felmérje az emberek szövegekből való tájékozódási képességeit."
"s20712","hun","nyelvi kifejezés kétértelműsége"
"s20713","hun","Valamilyen összefüggés keresése a válaszok helyessége és aközött, hogy a kitöltőnek milyen érzései voltak közben."
"s20720","hun","Nyelvi képességek mérése."
"s20722","hun","Azt megvizsgálni, hogy a voltaképpen ugyanarra a sémára épülő szituációkat értékelheti-e az olvasó másképp annak függvényében, hogy hogyan vannak megfogalmazva azok."
"s20723","hun","Szerintem az emberek ítélethozatala mögötti gondolatokról pórbálnak képet kapni a kutatók."
"s20724","hun","Azt vettem észre, hogy sok múlt azon, hogy csak a történetekben szereplő személyek helyzetét figyelembe véve vizsgáltuk a kérdéseket vagy, hogy a teljes képet vettük jobban figyelembe. Talán hasonlóhoz lehetett köze a kísérlet céljának."
"s20728","hun","Kideríteni, hogy egy szövegnek/megfogalmazás módnak/információnak milyen olvasata van különböző emberek számára."
"s20729","hun","Kideríteni azt, hogy milyen módon hatnak a szövegek az egyes egyénekre."
"s20730","hun","Talán kideríteni, hogy mi az emberek véleménye egy másik emberről ha valamit akár tévesen gondol, mond, annak függvényében, hogy milyen korú, műveltségű, milyen nemű, társadalmi helyzetű. Valamint a több új adattal teli szövegekhez viszonyítva."
"s20733","hun","Szerintem ennek a kutatásnak az a célja, hogy a kutatók megtudják, hogy a kitöltők mennyire tudják jól értelmezni a kérdéseket és mennyire tudnak a részletekre figyelni."
"s20736","hun","Az ítélőképesség felmérése."
"s20739","hun","Szerintem az volt a célja, hogy tudatosuljon bennünk, hogy nem minden igaz, és nem mindent kell elhinnünk amit látunk, vagy amit mondanak nekünk."
"s20741","hun","Kideríteni azt, hogy az emberek mennyire értik meg az olvasott szöveget."
"s20745","hun","Az a célja, hogy felmérje az emberek ítélési képességeit különböző szituációkban."
"s20749","hun","Szerintem az lehet a célja, hogy kiderüljön mennyire gondolnak az emberek evidensnek dolgokat.
Pedig nem minden az, aminek látszik."
"s20751","hun","Szövegértés javítása."
"s20752","hun","Figyeli a szövegértő képességed."
"s20753","hun","szerintem a befolyásolhatóság és az intuició használata, hiszen Emmát be is csaphatták (volna), egy gyémánt ékszer nagyon drága, és befolyásolták az eladók, kihasználva a cég jó hírét. Az állatos feladatnál a srác a saját tudására és megérzésére hallgatt , ahogy a férfi is a második feladatnál."
"s20755","hun","Kognitív képességek és a figyelmes olvasás tesztelése"
"s20756","hun","Az ékszeres történet kapcsán gondoltam, hogy esetleg a tudatos vásárlással kapcsolatban lehet a kísérlet."
"s20757","hun","Talán az lehet, hogyan vélekedünk emberek döntéseiről, ha mi tudunk minden olyan információt, amiket ők nem, azaz hogyan befolyásolja a körülmények ismerete a döntések megítélését."
"s20758","hun","Szerintem a naiv tudatelmélethez kapcsolódhat a kísérlet."
"s20759","hun","Annak a tanulmányozása, hogy az emberek milyen tényezők hatására/befolyására gondolják úgy, hogy a meggyőződésük valamiről ésszerű, megkérdőjelezhetetlen, igaz."
"s20760","hun","Értelmező képesség, koncentráció, figyelem mérése/megfigyelése"
"s20762","hun","Azt gondolnám, a kutatás célja főleg az emberek szövegértelmezésének és a nyelvi logikának a kutatása - hogy mi az, amit valóban tudunk egy szövegből, és mit tesz hozzá, mivel egészíti ki az agyunk; a szövegek arra a jelenségre fókuszálnak, amikor valamit valójában csak feltételezhetünk, de mégis sokszor tényként kezeljük."
"s20767","hun","Szövegértés, ok-okozat összefüggésének megértése"
"s20768","hun","Igazából nem tudom, talán az hogy mennyire vagyunk tudatában cselekedetinkkel vagy azzal amit kimondunk."
"s20769","hun","A nyelv használatának és a gondolkodásnak a vizsgálása."
"s20770","hun","Amíg nem tudom, hogy biztos-e a tudásom (hamis vagy igaz az információm) addig semmiben nem lehetek biztos. De vajon hol a határ? Mikor tudhatom biztosan, hogy tudok valamit? "
"s20771","hun","Értelmező képesség, figyelem, koncentráció megfigyelése"
"s20774","hun","Annak a kiderítése, hogy a kísérleti alanyok, mit gondolnak mások információ feldolgozásáról, az adott szituációban leírt emberek képességei és háttértudása alapján."
"s20780","hun","Kideríteni, hogy egyes emberek milyen módon dolgoznak fel, értelmeznek szövegeket, történeteket."
"s20783","hun","A különböző emberek különböző gondolatmenete érdekelte véleményem szerint a kutatókat. Ezért is kellett vélemény alapján döntenünk a kísérletben."
"s20788","hun","Az emberek szövegértésének és gondolkodás módjának felmérése."
"s20789","hun","Felmérni, hogy az emberek mennyire értenek meg egy olvasott szöveget, illetve hogyan ítélik meg a leírtak alapján azt, ahogyan mások észlelnek."
"s20790","hun","A valóság és a gondolatok közti különbség vizsgálata"
"s20792","hun","Figyelni a részletekre. 
A 2. szöveg esetében eszembe jutott az is, hogy a nők hajlamosak azt feltételezni egy szép ékszerről, hogy értékes is és könnyen befolyásolhatóak."
"s20793","hun","Szerintem az a célja, hogy a kutatásban részvevőkről megtudják mit gondolnak arról, hogy a tudatlanság felment-e a """"""""következményei"""""""" alól."
"s20795","hun","Szerintem az a kísérlet célja, hogy felmérjék, hogyan vélekednek a résztvevők arról, hogy mi a hinni és a tudni jelentése."
"s20796","hun","A látszat és a valóság elkülönítése."
"s20798","hun","Talán az, hogy a különféle emberek különböző szituációkban született döntéseit, cselekedeteit mennyire ítéljük meg tudatosnak vagy tudattalannak. "
"s20803","hun","Nézőpont-kutatás."
"s20804","hun","nem tudom"
"s20805","hun","Hogy bővítsük a tudásunkat a nyelvi működést illetően"
"s20807","hun","Szerintem a memóriát vizsgálja"
"s20821","hun","Felmérni, hogy az emberek mennyire tudják más vélekedéseit megérteni."
"s20823","hun","A kutatás célja, hogy felmérje a kutatásban résztvevő alanyokat, hogy hogyan látják a történetekben leírt szituációkat és emberi reakciókat."
"s20826","hun","Mentalizáció vizsgálata, mi az amit mi tudunk a történetből, és mi az, amit a szereplő."
"s20828","hun","Az emberek józan paraszti eszének és olvasási készségeinek felmérése."
"s20830","hun","Nem tudom, pontosan mi lehet a célja."
"s20831","hun","Szövegértelmezési statisztika az emberi megismerésről."
"s20832","hun","Gondolom, hogy vizsgálják, hogy különböző emberekből ugyanazon szövegből milyen következtetések jönnek le."
"s20833","hun","szövegértés és a helyzet megítélése"
"s20835","hun","Felmérje a szövegértést, valamint, hogyan dolgozzuk fel azt, hogy mások hogyan érzékelik a világot, bele tudjuk e helyezni magunkat mások szemszögébe."
"s20837","hun","hogy felmérjék az emberek szövegértési képességét, és a szavak súlyát, és azoknak ellentétét."
"s20838","hun","Szövegértés vizsgálata."
"s20840","hun","Felmérje, hogy mit gondolunk arról, hogy mi játszódik le másik fejében egy szituáció alatt, a részleteket ismerve"
"s20841","hun","Hogy szemléltesse a szituációkat, amikor az emberek meg vannak róla győződve, hogy amit tudnak, az valóban úgy van, ám valójában tudtukon kívül hamis információ birtokában vannak. "
"s20843","hun","A meggyőződést vizsgálta."
"s20845","hun","Megfigyelni az emberek gondolkodását azzal kapcsolatban mi az amit tudunk, biztosan tudunk, vagy csak úgy hisszük hogy tudunk."
"s20846","hun","felmérjék az emberek gondolatait abban az esetben ha valaki véletlenül hibásan vélekedik egy dologról esetleg tudatlanságból."
"s20847","hun","Szövegértés, hozzá állás az embereknek bizonyos megfogalmazásokhoz."
"s20851","hun","MIlyen hatással van ránk egy egy szöveg megfogalmazása, emnnyire tud megtévesztő lenni a fogalmazás."
"s20855","hun","Nem teljesen egyértelmű szövegek feldolgozása, értelmezése."
"s20858","hun","Véleményem szerint ez a kutatás felméri, hogy mennyire tudunk odafigylni egy-egy szöveggel, információkkal kapcsolatban, illetve próbára teszi az ítélőképességet."
"s20861","hun","A sejtett és valós információ bizonyossága szubjektív értelemben."
"s20864","hun","Szövegértés és paradigmák vizsgálata"
"s20865","hun","A szövegekbe rejtett apró nyelvi utalások megértésének vizsgálata."
"s20866","hun","Talán az, hogy fényt derítsen arra, hogy különböző emberek hogyan értelmezik a szöveget, és az utána feltett kérdéseket. "
"s20869","hun","ítélő képességet vizsgált olvasott szöveg értelmezés alapján."
"s20870","hun","A tudásról alkotott elképzeléseink feltárása, a szöveg megértése, a szöveg feldolgozásának módja."
"s20872","hun","Hogyan lehet egy szöveget értelmezni, vagy esetleg, hogyan értelmezheti minden ember másképpen a szöveget."
"s20874","hun","Szövegek értelmezése, összefüggések a gondolt, elvárt, és valódi információk között."
"s20875","hun","Fogalmam sincs."
"s20879","hun","Egy szöveget milyen nyelvi módon értelmezünk "
"s20881","hun","Szerintem azt próbálja felderíteni, hogy hogyan lehet egy ember gondolatait egy szöveg segítségével befolyásolni. Esetleg reklámokhoz, vagy a kommunikáció javítása (meggyőzés) érdekében lehet hasznos. "
"s20882","hun","Szövegkörnyezet vizsgálata és az abban használt nyelvi elemeké"
"s20887","hun","Felmérjék a szabad gondolkodásunkat és véleményeinket a feladatok során."
"s20890","hun","Talán az, hogy ki hogyan értelmez egy szöveget, mit szűr le belőle. 
Az hogy mennyire befolyásoló tényező az, mikor az embernek döntést kell hoznia olyan kérdések megválaszolásában, mikor az olvasandó szöveg szereplői tudatosan cselekednek ám emellett egyéb környezeti tényezők is közrejátszottak, amiknek tudatában ők nem álltak. Ezek következtében az ő döntésük tudatosnak mondható e, szerencsének, vagy balszerencsének.
Hogy vajon mi hogyan vélekedünk arról, hogy vajon ezek a történetek véletlenek, balszerencse, vagy tudatos döntések voltak e a szereplők részéről, és milyen okból gondoljuk azt."
"s20891","hun","Tudjuk-e vagy csak azt gondoljuk, hogy tudjuk bizonyos dolgok mivoltát? Mennyire befolyásolja ez a döntésünket?
Ezek vagy ehhez hasonló kérdések megválaszolására törekedhet a kutatás."
"s20895","hun","Öntudatosság, mit tartunk valósnak és mi az amit annak képzelünk, illetve, hogy mi is határozza meg azt, hogy mi a valós."
"s20897","hun","Az asszociációs régiók rövid idejű rögzítésének tesztelése"
"s20899","hun","Talán a különböző nyelvek és a szövegértés kapcsolatával foglalkozik a kísérlet, de erre abból is következtettem, hogy a kutatás egy német egyetemről származik."
"s20901","hun","Úgy gondolom, hogy azt vizsgálja mennyire tudnak az emberek elvonatkoztatni a történettől."
"s20902","hun","A figyelmes és értő olvasás felmérése."
"s20903","hun","Mindenképpen a szövegek feldolgozását kutatja."
"s20904","hun","Hogy gondolkodnak az emberek a hiszek, tudatában vagyok szónak a jelentéséről különböző szituációkban. "
"s20906","hun","Egy írott szövegből mennyire tudunk következtetéseket levonni az adott szereplő állapotáról, tudásáról plusz háttér információk ismeretében."
"s20910","hun","Szövegek, információk értelmezését vizsgálni. "
"s20937","hun","A célja talán a szövegértés , illetve az, hogy mennyire látjuk át ezeket a történeteket, mennyire tudjuk beleképzelni magunkat a másik gondolkodásmenetébe."
"s20943","hun","döntésképesség kialakítása, félrevezetés észrevétele"
"s20953","hun","TEST"
"s20955","hun","Talán azt vizsgálhatja, hogy a különböző információs csatornák (szakvélemények, tanúsítványok, egyéb személyek) miként befolyásolják a vélekedésünk az információ megítélése kapcsán."
