"id","survey_lang","previous"
"s7272","eng","no"
"s7281","eng","No."
"s7284","eng","No"
"s7291","eng","I have not participated in a study like this before. "
"s7308","nor","fdkfjgfjg"
"s7323","pol","Nie"
"s7331","nor","nei."
"s7332","nor","nei"
"s7333","nor","Nei"
"s7334","nor","Nei"
"s7338","nor","nei"
"s7357","nor","Et annet psykologistudie som så på sammenhengen mellom nysgjerrighet og sinnslidelser. "
"s7370","nor","Har ikke svart på lignende spørsmål tidligere"
"s7375","nor","nei"
"s7379","eng","no"
"s7400","eng","No."
"s7401","eng","I have not participated in a study like this before."
"s7402","eng","No"
"s7408","eng","no"
"s7417","nor","Nei"
"s7418","nor","Nei."
"s7433","eng","No"
"s7434","eng","I have not ever participated in a similar study. "
"s7435","eng","No."
"s7436","eng","No."
"s7437","eng","No"
"s7447","nor","Nei, ikke som jeg kan gjenkalle."
"s7458","nor","Nei. "
"s7465","eng","no"
"s7466","eng","no "
"s7468","eng","No"
"s7483","eng","nope"
"s7506","eng","No. "
"s7511","eng","No."
"s7515","eng","No"
"s7519","eng","No"
"s7523","ger","ösldigh"
"s7525","ger","ölgbäwgt"
"s7526","ger","s.,djfgböwe"
"s7527","ger","sälifghaü9etp"
"s7528","ger","sldkgwhäqotir "
"s7533","zho","TEST SOPHIA"
"s7535","eng","No. "
"s7537","eng","No."
"s7539","eng","no"
"s7540","eng","no"
"s7546","eng","no"
"s7549","eng","No"
"s7555","eng","no"
"s7578","eng","no I have not. "
"s7584","eng","no"
"s7585","eng","No."
"s7586","eng","No, I have not."
"s7587","eng","no"
"s7601","eng","no"
"s7602","eng","No this was my first study I participated in."
"s7603","eng","No"
"s7604","eng","No"
"s7607","eng","No."
"s7608","eng","No. "
"s7609","eng","No"
"s7610","eng","yeah kinda, a psychiatrist did similar situational studies on me in high school these are an interesting task but one of the more engaging ones."
"s7611","eng","I have participated in other psychology research studies in the past that involved the understanding of the participants judgement towards something."
"s7616","eng","Not really so I am glad to participate. Thanks. "
"s7618","eng","No"
"s7619","eng","No"
"s7621","eng","No."
"s7633","nor","Nei."
"s7647","nor","nei"
"s7650","nor","skjelden"
"s7653","nor","Nei, bare deltatt i andre forskjellige spørreundersøkelser om andre temaer."
"s7678","nor","nei"
"s7684","nor","Ja"
"s7712","nor","nix"
"s7714","nor","Nei."
"s7717","pol","TEST"
"s7742","zho","沒有"
"s7746","eng","never do it before."
"s7747","nor","nope"
"s7749","nor","Nei"
"s7756","eng","No"
"s7757","eng","no"
"s7758","eng","nope"
"s7759","nor","Nei"
"s7782","ger","Nein"
"s7798","ger","Nein"
"s7801","eng","i have not"
"s7858","ger","ja diverse"
"s7859","eng","nope"
"s7864","eng","no "
"s7876","ger","nein"
"s7879","eng","No"
"s7883","nor","nei"
"s7891","eng","N/A"
"s7896","eng","No"
"s7897","eng","No"
"s7906","ger","nein"
"s7910","eng","TEST"
"s7919","eng","No "
"s7920","eng","I have not."
"s7921","eng","I cannot recall a similar study, to the one I just took."
"s7922","eng","i have participated in 2 online surveys
1:it was about my mental state when i joined this college im not fully sure but it was something close to this 
2:it was a survey that had to do with my current resident situation and lifestyle"
"s7923","eng","never"
"s7925","eng","No"
"s7937","eng","never"
"s7938","eng","no."
"s7940","eng","no"
"s7941","eng","No"
"s7942","eng","No"
"s7952","eng","I have never participated in a similar study."
"s7953","eng","No"
"s7954","eng","no"
"s7960","eng","Not similar to this study "
"s7961","eng","no"
"s7962","eng","No"
"s7963","eng","No i have not participated in a similar study"
"s7964","eng","no"
"s7966","eng","no"
"s7967","eng","No. "
"s7973","eng","no"
"s7974","eng","no"
"s7975","eng","no i have not"
"s7979","eng","No, I have not participated in a similar study."
"s7991","ger","Nein"
"s7992","ger","nein"
"s7993","eng","No"
"s8017","eng","No I haven't"
"s8022","pol","TEST"
"s8025","eng","no"
"s8044","eng","no"
"s8045","eng","No"
"s8050","eng","no"
"s8052","eng","NO"
"s8053","eng","No."
"s8054","eng","No"
"s8064","eng","No"
"s8065","eng","No."
"s8066","eng","No."
"s8067","eng","no, never participated in similar study"
"s8072","eng","TEST"
"s8078","eng","No, only similar to the extent of questionairre"
"s8079","eng","Yes I have for Dr Thomas Evans at Coventry University."
"s8080","eng","TEST"
"s8082","eng","no I have not"
"s8084","eng","No, I have not."
"s8085","eng","no"
"s8086","eng","I have not ever participated in a similar study."
"s8094","eng","no"
"s8095","eng","No"
"s8096","eng","TEST"
"s8098","eng","No."
"s8099","eng","no"
"s8100","eng","no"
"s8110","eng","I have not"
"s8112","eng","TEST"
"s8116","eng","TEST"
"s8118","eng","TEST"
"s8126","eng","TEST"
"s8128","eng","No I have not."
"s8129","eng","No"
"s8137","eng","No"
"s8140","pol","TEST"
"s8141","fre","TEST"
"s8147","eng","no"
"s8150","eng","This was my first research study."
"s8151","eng","No"
"s8153","eng","No"
"s8155","ger","Nein"
"s8161","pol","TEST"
"s8162","eng","no"
"s8163","pol","TEST"
"s8166","eng","no "
"s8167","eng","No."
"s8174","eng","Nope."
"s8179","eng","No"
"s8180","eng","No. "
"s8181","eng","No"
"s8183","eng","No."
"s8184","eng","no"
"s8187","eng","no"
"s8192","eng","No."
"s8193","eng","no"
"s8196","eng","No."
"s8197","eng","No I have not."
"s8198","fre","TEST"
"s8200","eng","no"
"s8205","eng","Nope"
"s8206","eng","No, this was a very unique study."
"s8207","eng","No"
"s8208","eng","no"
"s8209","eng","No. "
"s8210","eng","I have participated in a lot of research studies because I am in psych 1001, but I have not done one like this."
"s8212","eng","no"
"s8213","eng","I have not."
"s8214","eng","TEST"
"s8217","eng","No"
"s8218","eng","I have not participated in a study like this. "
"s8224","eng","No"
"s8225","eng","No"
"s8226","eng","No I have never done a study like this "
"s8228","eng","No"
"s8230","eng","No"
"s8235","eng","No, none have been quite like this. There was one on music comprehension, where you listen to music and say how it made you feel - that was more on the emotional response to situations, than logical. Logical responses seem to be the aim of this study. "
"s8245","eng","not really"
"s8246","eng","No, I have seen one of the stories/scenarios given before. "
"s8252","pol","TEST"
"s8261","eng","TEST"
"s8271","eng","no "
"s8275","eng","TEST"
"s8277","eng","no"
"s8278","eng","no"
"s8280","eng","TEST"
"s8282","eng","I have not participated in a similar study."
"s8284","eng","no"
"s8285","eng","No, this was unlike anything I've encountered."
"s8286","eng","No"
"s8287","eng","No, I have not."
"s8299","ger","nein"
"s8305","ger","nein"
"s8306","ger","Nein"
"s8308","ger","Nein."
"s8315","ger","Nein"
"s8316","eng","I have not participated in a study like this before."
"s8318","eng","no"
"s8319","eng","Nope"
"s8323","ger","Nein"
"s8326","eng","No"
"s8327","eng","no"
"s8342","ger","Nein. Halte ich auch für Quatsch."
"s8343","eng","no. "
"s8356","eng","I have not participated in a similar study before."
"s8357","eng","No I have not"
"s8358","ger","nein"
"s8367","ger","Nein"
"s8374","ger","Nein"
"s8377","ger","nein"
"s8379","ger","Nein"
"s8385","eng","I have not."
"s8391","eng","Nope"
"s8397","ger","nein"
"s8404","ger","nein"
"s8416","ger","Nein"
"s8429","ger","Nein."
"s8433","eng","No, not at all."
"s8439","eng","no"
"s8440","eng","I have not"
"s8441","eng","No, I have never participated in a similar study."
"s8442","eng","no."
"s8443","eng","No, I have no. The studies I have participated in were direct questions about myself. "
"s8444","eng","I have not participated in a similar study."
"s8445","ger","handelt es sich um eine Blindstudie?"
"s8446","eng","No"
"s8451","ger","Nein."
"s8469","ger","Nein"
"s8471","ger","Nein"
"s8472","eng","No "
"s8473","eng","no"
"s8488","eng","No."
"s8490","eng","No"
"s8492","ger","Nein"
"s8493","eng","No"
"s8494","eng","no"
"s8496","eng","no"
"s8499","eng","No"
"s8500","eng","No."
"s8507","eng","No. "
"s8527","ger","Nein"
"s8540","pol","participation in similar study"
"s8562","ger","Nein"
"s8570","eng","I have not"
"s8571","eng","no"
"s8573","eng","using a computer and selecting answers, yes."
"s8584","eng","No"
"s8586","eng","No"
"s8587","eng","Yeah, I did one with beans the other day."
"s8594","eng","No"
"s8596","eng","No I haven't."
"s8600","eng","test"
"s8601","eng","No."
"s8602","eng","test"
"s8603","eng","no"
"s8605","eng","No"
"s8615","ger","Nein"
"s8616","eng","No"
"s8624","eng","no"
"s8625","eng","No I have not."
"s8628","eng","I participated in a study through a computer game program where I had to choose the correct beans in order to gain points. The goal was to get to 100 and the game would end in failure if i reached 0."
"s8630","eng","No"
"s8631","eng","No."
"s8632","eng","No"
"s8642","eng","test"
"s8645","eng","no"
"s8646","eng","no"
"s8648","eng","No this is my first study"
"s8650","eng","No I have not. "
"s8653","pol","TEST"
"s8654","pol","TEST"
"s8656","eng","yes i have college age cousins so ive had to sit though a lot of psych projects"
"s8662","ger","nein"
"s8663","eng","no"
"s8667","eng","no"
"s8669","eng","No I have not"
"s8670","eng","No"
"s8685","eng","No"
"s8687","eng","I have participated in a similar study; I have done numerous online studies like this in which I judge situations based on given information. "
"s8688","eng","never"
"s8689","eng","no, i have not participated in a similar study "
"s8690","eng","no"
"s8691","eng","No"
"s8692","ger","nein"
"s8693","eng","no"
"s8694","eng","No"
"s8695","eng","no"
"s8702","eng","N/a"
"s8704","eng","Yes, emotional perception of faces"
"s8706","eng","no"
"s8708","eng","I don't think so"
"s8710","eng","No"
"s8712","eng","I have not.
"
"s8714","eng","Reading comprehension studies are very similar. Read a short passage and see how much info on it you retained"
"s8715","eng","No I have not participated in a similar study but I have participated in an online survey before."
"s8728","eng","No"
"s8740","eng","No, I have not"
"s8744","eng","no"
"s8746","ger","asd"
"s8749","eng","no"
"s8752","eng","no"
"s8761","eng","TEST"
"s8763","eng","No not like this one but I have researched in other studies."
"s8767","eng","nope!"
"s8768","eng","No, but I have taken research studies in the past. "
"s8769","eng","no"
"s8771","eng","yes. it was a study on tmt theory 
"
"s8772","eng","ni]o"
"s8774","ger","Nein"
"s8779","eng","None"
"s8782","eng","no"
"s8783","eng","nope"
"s8785","eng","no"
"s8805","eng","no"
"s8806","eng","No"
"s8813","eng","TEST"
"s8814","eng","TEST"
"s8817","eng","TEST"
"s8821","eng","No I have not"
"s8822","eng","no"
"s8823","eng","No"
"s8824","eng","No"
"s8825","eng","no"
"s8827","eng","No"
"s8829","eng","no"
"s8830","eng","No."
"s8831","eng","No"
"s8833","eng","no"
"s8834","eng","No"
"s8836","eng","no"
"s8837","eng","No"
"s8839","eng","Test"
"s8850","eng","No. "
"s8853","eng","No "
"s8857","eng","nope"
"s8858","eng","No"
"s8867","eng","no"
"s8870","eng","no"
"s8872","eng","Nope"
"s8873","eng","No"
"s8874","eng","No, but I enjoyed participating."
"s8875","eng","no this one was unique I enjoyed it."
"s8876","eng","I have participated in other, different studies."
"s8877","eng","Yes, I've participated in other Sona studies but they were in-person."
"s8879","eng","no"
"s8880","eng","I have never participated in a study like this."
"s8882","eng","No not with questions like these."
"s8891","eng","no"
"s8894","eng","No"
"s8898","fre","Non"
"s8899","fre","Non"
"s8900","fre","non"
"s8901","fre","non"
"s8906","fre","non"
"s8909","fre","Non"
"s8913","fre","Non"
"s8914","fre","Non"
"s8915","fre","non"
"s8918","fre","non"
"s8919","fre","Non."
"s8920","fre","Oui j'ai dejà participer à une étude sur support informatique, oui j'ai déjà participé à une étude me posant des questions de ressenti sur ma personne"
"s8922","fre","non"
"s8924","eng","NO"
"s8930","eng","No"
"s8945","eng","no"
"s8948","eng","I have not "
"s8949","eng","I haven't participated in such research before, but I have participated in other psych surveys."
"s8964","eng","Online listener participation study"
"s8979","eng","No"
"s8988","eng","no"
"s8991","eng","No"
"s8995","eng","Nope, this one is unique "
"s9001","eng","no"
"s9005","eng","No"
"s9006","eng","No i have not."
"s9007","eng","no"
"s9009","eng","I have not. "
"s9010","eng","No I haven't"
"s9013","eng","I have not"
"s9023","eng","No"
"s9024","eng","No I never participated in a similar study "
"s9025","eng","No, this is my first time taking a study like this one."
"s9029","eng","TEST"
"s9039","pol","Nie."
"s9043","pol","Oj tak, coroczne badanie z historyjkami w tym stylu, stodoły-atrapy i takie tam. Na pewno je znacie."
"s9048","pol","Nie"
"s9050","pol","Nie przypominam sobie."
"s9083","pol","Nie"
"s9097","pol","Nie"
"s9100","pol","nie"
"s9115","pol","Nie brałem"
"s9117","pol","Nie"
"s9119","pol","nie"
"s9120","pol","Nie."
"s9130","pol","Zależy jak podobnym. Ale to jest faktycznie oryginalne. "
"s9136","pol","Tak, ale nie potrafię podać szczegółów"
"s9137","pol","nie"
"s9139","pol","W tego typu nie, ale biorę udział w wielu badaniach psychologicznych, bo studiuję psychologię"
"s9150","eng","No"
"s9153","pol","nie"
"s9155","pol","tak, w badaniu dr Kuś"
"s9169","pol","Tak, pytania były sformułowane w bardzo podobny sposób. Treść historii różniła się od tych przedstawionych tutaj, jednak badanie działało na tej samej zasadzie. "
"s9187","pol","Nie uczestniczyłam"
"s9202","pol","Nie."
"s9206","pol","Nie"
"s9211","pol","Nie"
"s9232","pol","chyba nie"
"s9241","pol","Nie"
"s9242","pol","Nie, jednak to miła odmiana "
"s9246","pol","Nie"
"s9253","pol","Nie"
"s9257","pol","Tak, było podobne, z dokładnością do przykładu Gettierowskiego, ale o znacznie szerszym zakresie, ponieważ testowało też inne rozumowania, niezwiązane z teorią poznania. "
"s9265","eng","test"
"s9267","pol","nie"
"s9270","pol","nie"
"s9273","pol","Nie, nie uczestniczyłam nigdy w podobnym badaniu. "
"s9282","pol","Tak, badanie psychologiczne oraz obszrowe"
"s9298","pol","nie"
"s9308","pol","Wierze ze nie uczestniczylem w podobnym badaniu. "
"s9314","pol","Chyba nie"
"s9319","pol","nie"
"s9324","pol","nie"
"s9330","eng","TEST"
"s9343","pol","nie uczestniczyłem"
"s9373","pol","nie"
"s9379","pol","Glu"
"s9385","pol","Nie"
"s9391","pol","Nie"
"s9396","pol","nie"
"s9400","pol","nie"
"s9404","eng","TEST"
"s9408","pol","nie"
"s9426","pol","nie"
"s9449","pol","Podczas naboru do służby. Jednak wszystko pozostaje tajemnicą."
"s9457","pol","nie"
"s9461","pol","Nie"
"s9463","pol","nie"
"s9467","pol","nie"
"s9472","pol","nie"
"s9482","pol","NIE"
"s9492","pol","nie"
"s9493","pol","nie"
"s9503","pol","Nie"
"s9506","pol","Badanie również polegało na odpowiedzi na pytania w zakresie prawy/fałszu oraz opinii na podstawie przedstawionych historii."
"s9512","eng","never"
"s9522","pol","W badaniu tego rodzaju nie uczestniczyłam"
"s9523","pol","nie"
"s9525","pol","nie"
"s9557","eng","TEST"
"s9563","eng","TEST"
"s9564","eng","TEST"
"s9571","eng","TEST"
"s9573","pol","Nie"
"s9581","eng","TEST"
"s9582","eng","TEST"
"s9591","eng","TEST"
"s9592","pol","Chyba nie. Nie przypominam siebie."
"s9598","pol","Nie, nigdy."
"s9599","eng","TEST"
"s9600","eng","TEST"
"s9616","pol","Nie"
"s9625","pol","Nie"
"s9639","pol","Były przedstawione różne historie i należało wybrać odpowiedź jak rozumiemy przekonania i wiedzę o zdarzeniach osób przedstawionych w historiach."
"s9641","pol","Tak, w badaniu nt. zmiany/rozwoju różnorakich intuicji filozoficznych (epistemicznych, moralnych, ontologicznych) w toku uczęszczania na studia filozoficzne. Jedna z historyjek w tamtym badaniu była bardzo podobna do historyjek z tego badania."
"s9652","pol","Nie"
"s9653","eng","no i have not"
"s9659","pol","Nie"
"s9665","eng","TEST"
"s9694","pol","Tak, raz, kilka lat temu. Badanie było podobne, ale szczegółów już nie pamietam."
"s9696","pol","nie"
"s9709","pol","Nie"
"s9722","pol","Nie"
"s9729","pol","Nie uczestniczyłam."
"s9731","pol","Nie"
"s9734","pol","Nie"
"s9746","pol","Brałem udział w podobnym zadaniu - badanie polega (wykonuje się je raz na semestr) na testowaniu intuicji związanych z problemami filozoficznymi wśród studentów (pojawiło się tam między innymi analogiczne zadanie do tego z budynkami i tornadem)"
"s9752","eng","TEST"
"s9754","eng","TEST"
"s9756","eng","TEST"
"s9762","eng","No"
"s9767","pol","Nie"
"s9768","pol","W takim jak to, nie. W prostszych testach wyboru."
"s9772","pol","Uczestniczyłam w ankietach badających myślenie hipotetyczne. Też trzeba było oceniać, czy bohater historyjki wie coś na pewno, czy raczej mu się wydaje."
"s9773","eng","TEST"
"s9777","eng","TEST"
"s9778","eng","TEST"
"s9779","eng","TEST"
"s9780","eng","TEST"
"s9781","eng","TEST"
"s9783","eng","TEST"
"s9785","eng","TEST"
"s9786","eng","TEST"
"s9787","eng","TEST"
"s9789","eng","No I have not"
"s9901","eng","test"
"s9912","pol","Tak, trzykrotnie uczestniczyłam w podobnym badaniu, również były prezentowane historyjki a następnie trzeba było zaznaczyć w jakim dużym stopniu jesteśmy przekonani co do słuszności stwierdzeń."
"s9915","eng","No"
"s9916","eng","No, only studies in person at Fairfield University."
"s9917","eng","No I have not."
"s9919","eng","yes, I participated in a study where I had to respond to faces and push a controller a certain direction based on the emotion. I also had to look at eyes and try and decipher emotion just from those images"
"s9923","eng","No i have not"
"s9925","eng","I haven't"
"s9926","eng","No"
"s9929","eng","N/A"
"s9931","eng","No"
"s9932","eng","No "
"s9933","eng","no"
"s9935","eng","no"
"s9937","eng","I have not participated in one like this, but I have participated in multiple other studies. "
"s9939","pol","nie"
"s9940","eng","no"
"s9941","eng","No, I have no participated in a study like this before"
"s9943","eng","Not that I'm aware of."
"s9944","eng","No."
"s9946","eng","No "
"s9948","eng","No"
"s9949","pol","Uczestniczę regularnie w cyklicznym badaniu dr Kuś z UW, w którym bada rozwój intuicji filozoficznych u studentów filozofii. Daje im podobne historyjki jak te z tego badania do ocenienia (np.jeśli dobrze kojarzę, to jest tam ta z makietą stodoły)"
"s9952","eng","No, I have never participated in a similar study"
"s9954","eng","I was involved in a study regarding certain words played over and over again for recognition and brain activity. "
"s9956","eng","no"
"s9958","eng","No"
"s9963","eng","No"
"s9967","eng","No."
"s9968","eng","no. "
"s9972","eng","No I have not"
"s9976","eng","No."
"s9977","eng","No I have not participated in a similar study."
"s9981","eng","No "
"s9984","eng","No"
"s9985","eng","No"
"s9989","eng","no"
"s9992","eng","No"
"s10001","pol","Nie"
"s10002","pol","trochę podobne wydaje mi się badanie prowadzone przez dr Kuś, tam też są historyjki i trzeba oceniać coś tam, już nie pamiętam co dokładnie
i na pewno była tam podobna historyjka z jeżdzeniem przez wieś i domami, ktore sa tak naprawde kartonami udającymi domy, i tam ta historia i pytania do niej mają sens!"
"s10011","eng","I have not"
"s10014","eng","no"
"s10020","eng","I've participated in other studies, but not very similar to this one."
"s10025","eng","No I have never participated in a similar study."
"s10030","eng","no"
"s10035","eng","no"
"s10037","eng","No"
"s10046","eng","No "
"s10058","eng","TEST"
"s10059","eng","No I have not."
"s10065","eng","no"
"s10068","eng","No"
"s10077","eng","no"
"s10096","eng","TEST"
"s10105","eng","No"
"s10114","eng","No"
"s10116","eng","No"
"s10138","eng","no"
"s10141","pol","nie"
"s10147","eng","no"
"s10151","eng","No"
"s10156","eng","not with the same sort of question in a story like order but yes for the last scale survey part"
"s10162","eng","no"
"s10164","eng","No"
"s10174","eng","No"
"s10175","eng","yes, reading situations and answering questions"
"s10178","eng","No"
"s10181","eng","No."
"s10183","pol","nie"
"s10189","eng","No I have not."
"s10190","eng","No"
"s10194","eng","no"
"s10201","eng","I have not."
"s10204","eng","i have not."
"s10208","eng","I have not"
"s10210","pol","nie"
"s10217","eng","no"
"s10220","eng","no "
"s10230","eng","NO"
"s10231","eng","No"
"s10232","eng","Yes, I have been in a study where I had to put myself in the perspective of a person during situations of distress and state what I would do."
"s10236","eng","no"
"s10248","eng","No"
"s10258","eng","Yes, I have participated in a study that asked similar questions but had slightly different scenarios"
"s10262","eng","No."
"s10281","eng","No"
"s10286","eng","I have not participated in any other studies on SONA before."
"s10296","eng","No"
"s10297","eng","Yes. Where i have been given a scenario and was to determine whether the decisions and choices made by the person in the scenario were based on luck or ability. As well as whether or not the choice was logical"
"s10299","eng","No"
"s10301","eng","No I have not"
"s10310","eng","No, I have not."
"s10311","eng","No."
"s10312","eng","No I have not "
"s10313","eng","No"
"s10320","eng","No"
"s10322","eng","no"
"s10327","eng","No, I have not participated in a similar study."
"s10329","eng","no"
"s10330","eng","No, I have not. "
"s10334","eng","No."
"s10338","eng","no"
"s10339","eng","no"
"s10352","eng","no"
"s10354","eng","No"
"s10362","eng","TEST"
"s10366","eng","TEST"
"s10367","eng","TEST"
"s10368","eng","No"
"s10380","ger","Nein"
"s10388","eng","No I have not"
"s10394","ger","Nein "
"s10397","eng","nope"
"s10402","eng","No I have not"
"s10404","eng","No I have not. "
"s10409","eng","No. "
"s10416","ger","Nein"
"s10417","eng","no."
"s10423","eng","I have not."
"s10427","eng","No"
"s10430","eng","No"
"s10434","ger","nein"
"s10435","eng","NO"
"s10440","ger","nein"
"s10443","ger","weiß ich nicht mehr"
"s10445","eng","No"
"s10450","eng","no "
"s10451","eng","I have not."
"s10452","eng","No."
"s10455","eng","No"
"s10456","eng","No"
"s10459","eng","No."
"s10480","eng","nope"
"s10487","eng","No, I can't say I have."
"s10488","ger","nein"
"s10489","eng","No"
"s10490","eng","No "
"s10495","ger","Nein"
"s10496","eng","no "
"s10499","eng","No"
"s10502","eng","no "
"s10503","eng","No"
"s10507","eng","No"
"s10516","ger","Nein"
"s10517","eng","test"
"s10518","eng","no"
"s10523","ger","nein"
"s10526","ger","Nein"
"s10527","eng","No"
"s10529","eng","TEST"
"s10530","eng","no"
"s10532","eng","TEST"
"s10543","ger","Nein"
"s10544","eng","No"
"s10559","ger","Nein"
"s10562","eng","not a similar study"
"s10572","eng","TEST"
"s10580","eng","no"
"s10586","eng","no"
"s10587","eng","no."
"s10588","eng","No"
"s10589","eng","No"
"s10590","eng","No I have not."
"s10591","eng","no"
"s10605","eng","yes"
"s10612","eng","TEST"
"s10613","eng","No."
"s10616","eng","No I have not "
"s10621","eng","no"
"s10626","slo","TEST"
"s10636","eng","no"
"s10641","eng","no"
"s10643","eng","not really"
"s10652","eng","no i have not"
"s10653","eng","Yes one with similar scenarios and questions"
"s10655","slo","Test"
"s10657","eng","TEST"
"s10660","eng","TEST"
"s10661","slo","TEST"
"s10662","ger","TEST"
"s10664","slo","TEST"
"s10673","ger","nein"
"s10674","slo","TEST"
"s10676","eng","No"
"s10677","eng","Yes another study that was very similar."
"s10678","eng","I have not participated in a study quite like this one yet, but I'd be more than happy to participate in more studies down the road. "
"s10682","eng","No I have not"
"s10685","ger","Nein."
"s10688","ger","nein"
"s10697","eng","no "
"s10706","eng","I have not participated in a study similar to this one."
"s10707","eng","no"
"s10712","eng","No."
"s10713","eng","No. "
"s10717","ger","nein"
"s10720","eng","TEST"
"s10727","eng","No"
"s10733","eng","no"
"s10734","eng","TEST"
"s10740","eng","No"
"s10745","ger","nein"
"s10748","ger","Nein."
"s10754","ger","Nein, bisher noch nicht"
"s10757","ger","Nein"
"s10759","eng","TEST"
"s10761","ger","Nein"
"s10766","eng","no"
"s10767","eng","No"
"s10769","eng","No."
"s10775","eng","No"
"s10776","eng","Test"
"s10784","slo","TEST"
"s10794","ger","Nein"
"s10796","eng","TEST"
"s10800","eng","no"
"s10802","eng","Test"
"s10805","eng","no"
"s10808","ger","Nein"
"s10811","ger","Nein"
"s10813","ger","Nein"
"s10814","ger","nein"
"s10824","ger","Nein"
"s10828","eng","No nothing like this"
"s10829","eng","Yes, I had to look at 3 different scenarios and evaluate the morality of each. "
"s10831","eng","I have not"
"s10843","ger","Nein"
"s10844","eng","Yes I have completed other studies such as this one on the research website"
"s10845","ger","Nein"
"s10847","eng","No I have not"
"s10852","eng","Similar to this exact study I have not."
"s10854","ger","Nein"
"s10856","ger","nein"
"s10860","eng","no."
"s10863","eng","No"
"s10864","eng","I have participated in studies that describe scenarios and follow up with similar questions."
"s10865","eng","No, I haven't, which is why I found this one quite interesting."
"s10866","eng","No I have not. "
"s10867","eng","No I have not"
"s10868","eng","No"
"s10870","eng","I have not participated in a similar study."
"s10871","eng","no. "
"s10872","eng","I have participated in other psychological studies, but none that were similar to this."
"s10873","eng","I have not "
"s10874","eng","I have not."
"s10875","eng","no"
"s10876","eng","no"
"s10878","eng","No."
"s10880","eng","I have not."
"s10885","eng","No I have not"
"s10886","eng","no"
"s10890","eng","No"
"s10891","eng","No"
"s10894","eng","Nope"
"s10902","ger","Nein"
"s10905","eng","no"
"s10907","eng","no"
"s10909","eng","No "
"s10911","eng","No"
"s10912","eng","no"
"s10913","eng","No"
"s10920","eng","No."
"s10921","eng","yes"
"s10922","eng","N/A"
"s10927","eng","TEST"
"s10929","eng","TEST"
"s10930","eng","TEST"
"s10931","eng","Test"
"s10933","eng","Test"
"s10935","eng","Not really"
"s10940","eng","Not really."
"s10942","eng","No"
"s10943","eng","No"
"s10947","eng","TEST"
"s10948","eng","Never"
"s10949","eng","Test"
"s10950","eng","TEST"
"s10957","eng","Test"
"s10958","eng","no"
"s10961","eng","Test"
"s10962","eng","NO"
"s10963","eng","No"
"s10964","eng","No"
"s10967","eng","Not really."
"s10968","eng","No"
"s10972","eng","Test"
"s10981","eng","No"
"s10982","eng","Yes, I participated in an online study in which I read scenarios and made judgments based on those situations. "
"s10983","eng","I have not"
"s10984","eng","No, I have not."
"s10986","eng","no"
"s10987","eng","No, I have not"
"s10993","eng","I have participated in no such study."
"s10994","ger","Nein"
"s10995","ger","Ich glaube nicht."
"s10998","ger","Nein"
"s10999","eng","No"
"s11000","eng","I have done lots of survey based research studies, but I don't think I've done anything related to language or word choice. "
"s11003","eng","no"
"s11004","eng","No, I have not participated in a similar study."
"s11005","eng","I have not
"
"s11007","eng","No, I have not."
"s11008","eng","not a study that is to simlar to this "
"s11010","eng","no "
"s11012","eng","No"
"s11016","eng","No"
"s11017","eng","Yes, I did a study where there were three variations of the classic trolley problem."
"s11020","eng","Not really"
"s11023","eng","No I haven't. "
"s11024","eng","no i have not "
"s11027","eng","Test"
"s11028","eng","I have not"
"s11030","eng","No"
"s11031","eng","no "
"s11033","eng","no"
"s11034","eng","no"
"s11035","eng","No, never."
"s11037","eng","no"
"s11042","eng","no"
"s11047","eng","No"
"s11052","ger","nein"
"s11054","eng","no"
"s11061","eng","no"
"s11068","eng","No."
"s11070","eng","no"
"s11071","eng","No"
"s11074","eng","No"
"s11075","eng","No"
"s11077","eng","no I have not"
"s11080","ger","Nein"
"s11082","eng","No"
"s11091","eng","no "
"s11096","eng","No, I have not yet participated in a similar study."
"s11097","eng","No, never."
"s11100","eng","nope"
"s11110","eng","No."
"s11111","slo","Nie"
"s11117","eng","No"
"s11120","slo","Nepamätám si"
"s11123","eng","No"
"s11125","eng","no."
"s11126","eng","not that I recall"
"s11127","eng","no"
"s11128","eng","no "
"s11130","slo","nie"
"s11140","slo","nie"
"s11141","slo","Ešte nie"
"s11146","slo","nie"
"s11148","slo","nie"
"s11156","slo","Nie."
"s11158","slo","Toto je prvý takýto výskum, ktorého sa zúčastňujem."
"s11159","ger","Nein"
"s11160","slo","nie"
"s11161","ger","nein, habe ich nicht. "
"s11163","slo","Nie"
"s11170","slo","myslím, že podobného výskumu som sa ešte nezúčastnila"
"s11171","slo","Nie. "
"s11179","slo","Podobneho vyskumu som sa nezucastnila"
"s11181","slo","Nezúčasntnil."
"s11182","eng","No"
"s11184","slo","nie"
"s11191","slo","nie"
"s11192","slo","áno, výskum bol zameraný na narábanie so spomienkami na informácie z textov a ich analýzu"
"s11194","ger","Nein"
"s11197","slo","nie"
"s11200","slo","nezúčastnila"
"s11201","slo","Výskumu s touto problematikou som sa ešte nezúčastnila. "
"s11202","slo","Áno, nepamätám si už konkrétne o čo išlo"
"s11204","slo","Nie "
"s11205","slo","Nie"
"s11208","eng","Sort of, but not with the same prompts."
"s11210","slo","Nie."
"s11211","slo","nie"
"s11213","slo","áno zúčastnila a bol zameraný na to, čo človek obetuje v prospech iného a či vôbec je ochotný niečo obetovať "
