StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,consent,d_knows_1,d_fake,d_fake_DO,d_reasonable_1,d_right,d_right_DO,d_ability_1,d_situation,d_situation_DO,d_responsibility_1,g_knows_1,g_fake,g_fake_DO,g_reasonable_1,g_right,g_right_DO,g_ability_1,g_situation,g_situation_DO,g_responsibility_1,e_knows_1,e_fake,e_fake_DO,e_reasonable_1,e_right,e_right_DO,e_ability_1,e_situation,e_situation_DO,e_responsibility_1,age,gender,gender_3_TEXT,country_now,country_now_2_TEXT,country_birth,country_birth_2_TEXT,ethnicity,ethnicity_7_TEXT,lvl_edu,english,purpose_study,impression_study,similar_study,pay,enjoy_study,nervous_study,difficult_study,boring_study,tiring_study,quickly_study,regularly_study,selfcons_study,motivated_study,important_study,aim_study,comment_study,workerId,assignmentId,hitId,FL_85_DO,FL_78_DO,FL_41_DO,FL_50_DO
4/20/20 13:16,4/20/20 13:25,IP Address,*******,100,560,TRUE,4/20/20 13:25,R_6EZjwODxq8NdsKR,*******,*******,*******,*******,*******,*******,anonymous,EN,0.9,,0,0,I agree to participate in this study.,100,ground squirrel,prairie dog|ground squirrel,100,right,right|wrong,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,"Darrel knows that the animal he saw is a red speckled ground squirrel.|Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",0,0,fake,fake|real,100,wrong,wrong|right,0,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.","Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.|Gerald knows that the house he is pointing at is a real house.",0,0,cubic zirconium stones,diamonds|cubic zirconium stones,100,wrong,right|wrong,0,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.","Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.|Emma knows that she chose a necklace made of diamonds.",0,54,Female,-99,United States,-99,United States,-99,White/European,-99,"Master’s degree (M.A., M.S.)",Very well,To determine how we view situations where people believe something that is no correct.,Everything went well.,No,5,2,9. I was not nervous during the study at all,8,9. I did not find the study activity boring at all,9. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,1. I have taken part in many research studies,9. I was not at all self-conscious of the responses I gave in this study,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,9. I was not trying to work out the aim of the study during my participation,No additional comments.,*******,*******,*******,FL_94|FL_89|FL_93,FL_90,FL_66,FL_69
4/20/20 13:15,4/20/20 13:25,IP Address,*******,100,652,TRUE,4/20/20 13:25,R_1Icpv2q1WSTNWCR,*******,*******,*******,*******,*******,*******,anonymous,EN,0.9,,0,0,I agree to participate in this study.,21,prairie dog,ground squirrel|prairie dog,100,wrong,wrong|right,78,Darrel knows that the animal he saw is a red speckled ground squirrel.,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.|Darrel knows that the animal he saw is a red speckled ground squirrel.",0,100,real,fake|real,100,right,right|wrong,83,Gerald knows that the house he is pointing at is a real house.,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.|Gerald knows that the house he is pointing at is a real house.",24,0,cubic zirconium stones,diamonds|cubic zirconium stones,100,wrong,wrong|right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.","Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.|Emma knows that she chose a necklace made of diamonds.",0,43,Female,-99,United States,-99,United States,-99,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,None,None,Yes,5,6,5. Not sure,4,6,6,3,1. I have taken part in many research studies,3,3,3,4,None,*******,*******,*******,FL_93|FL_94|FL_89,FL_91,FL_62,FL_69
4/20/20 13:19,4/20/20 13:25,IP Address,*******,100,358,TRUE,4/20/20 13:25,R_DUgBo7SuRmI6n05,*******,*******,*******,*******,*******,*******,anonymous,EN,0.9,,0,0,I agree to participate in this study.,100,ground squirrel,ground squirrel|prairie dog,100,right,wrong|right,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.|Darrel knows that the animal he saw is a red speckled ground squirrel.",14,91,fake,real|fake,100,wrong,wrong|right,100,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.","Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.|Gerald knows that the house he is pointing at is a real house.",71,95,diamonds,diamonds|cubic zirconium stones,91,right,right|wrong,9,Emma knows that she chose a necklace made of diamonds.,"Emma knows that she chose a necklace made of diamonds.|Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",30,44,Female,-99,United States,-99,United States,-99,White/European,-99,"Master’s degree (M.A., M.S.)",Very well,None,None,No,5,8,3,6,9. I did not find the study activity boring at all,9. I did not find the study task tiring at all,4,4,3,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,9. I was not trying to work out the aim of the study during my participation,No,*******,*******,*******,FL_93|FL_89|FL_94,FL_91,FL_64,FL_68
4/20/20 13:23,4/20/20 13:25,IP Address,*******,100,147,TRUE,4/20/20 13:25,R_2S6oNOBKx5yHFZ2,*******,*******,*******,*******,*******,*******,anonymous,EN,0.9,,0,0,I agree to participate in this study.,38,ground squirrel,prairie dog|ground squirrel,72,wrong,right|wrong,32,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.","Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.|Darrel knows that the animal he saw is a red speckled ground squirrel.",65,26,fake,real|fake,86,wrong,right|wrong,25,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.","Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.|Gerald knows that the house he is pointing at is a real house.",55,16,cubic zirconium stones,cubic zirconium stones|diamonds,82,right,wrong|right,62,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.","Emma knows that she chose a necklace made of diamonds.|Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",19,34,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,None,None,No,5,3,8,7,7,8,3,3,5. Not sure,2,3,9. I was not trying to work out the aim of the study during my participation,-99,*******,*******,*******,FL_94|FL_93|FL_89,FL_91,FL_64,FL_68
4/20/20 13:09,4/20/20 13:26,IP Address,*******,100,997,TRUE,4/20/20 13:26,R_3Jfy62X9t8Ag9wd,*******,*******,*******,*******,*******,*******,anonymous,EN,0.9,,0,0,I agree to participate in this study.,25,ground squirrel,prairie dog|ground squirrel,95,right,right|wrong,35,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.","Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.|Darrel knows that the animal he saw is a red speckled ground squirrel.",33,10,fake,fake|real,100,wrong,right|wrong,80,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.","Gerald knows that the house he is pointing at is a real house.|Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",10,0,diamonds,diamonds|cubic zirconium stones,95,right,right|wrong,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.","Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.|Emma knows that she chose a necklace made of diamonds.",20,36,Male,-99,United States,-99,United States,-99,"White/European,Hispanic Latino",-99,"4-year college degree (B.A., B.S.)",Very well,I believe the study was measuring participants' perceptions of knowledge versus belief in hypothetical situations and how those factors may affect perceived responsibility and agency.,I thought the materials were interesting thought experiments.,No,3Neutral,3,9. I was not nervous during the study at all,6,9. I did not find the study activity boring at all,9. I did not find the study task tiring at all,2,1. I have taken part in many research studies,7,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,3,I do not have any further comments.,*******,*******,*******,FL_89|FL_93|FL_94,FL_90,FL_64,FL_70
4/20/20 13:22,4/20/20 13:26,IP Address,*******,100,234,TRUE,4/20/20 13:26,R_1E3RgCEqTPEi7LL,*******,*******,*******,*******,*******,*******,anonymous,EN,0.9,,0,0,I agree to participate in this study.,88,ground squirrel,prairie dog|ground squirrel,100,right,right|wrong,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.|Darrel knows that the animal he saw is a red speckled ground squirrel.",15,10,fake,real|fake,100,right,wrong|right,16,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.","Gerald knows that the house he is pointing at is a real house.|Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",0,32,cubic zirconium stones,diamonds|cubic zirconium stones,82,wrong,wrong|right,77,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.","Emma knows that she chose a necklace made of diamonds.|Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",5,30,Male,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,None,None,No,6Very satisfied,7,9. I was not nervous during the study at all,9. I did not find the study tasks difficult to complete at all,9. I did not find the study activity boring at all,9. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,1. I have taken part in many research studies,9. I was not at all self-conscious of the responses I gave in this study,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,9. I was not trying to work out the aim of the study during my participation,-99,*******,*******,*******,FL_93|FL_89|FL_94,FL_90,FL_64,FL_70
4/20/20 13:14,4/20/20 13:26,IP Address,*******,100,681,TRUE,4/20/20 13:26,R_1C2UOLc3g2zAAR5,*******,*******,*******,*******,*******,*******,anonymous,EN,0.9,,0,0,I agree to participate in this study.,28,ground squirrel,ground squirrel|prairie dog,100,right,right|wrong,28,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.","Darrel knows that the animal he saw is a red speckled ground squirrel.|Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",0,100,real,fake|real,100,right,wrong|right,0,Gerald knows that the house he is pointing at is a real house.,"Gerald knows that the house he is pointing at is a real house.|Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",0,0,cubic zirconium stones,diamonds|cubic zirconium stones,100,wrong,wrong|right,0,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.","Emma knows that she chose a necklace made of diamonds.|Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,37,Male,-99,United States,-99,United States,-99,White/European,-99,"4-year college degree (B.A., B.S.)",Very well,something about fact and belief,None,No,3Neutral,4,9. I was not nervous during the study at all,9. I did not find the study tasks difficult to complete at all,4,9. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,1. I have taken part in many research studies,9. I was not at all self-conscious of the responses I gave in this study,5. Not sure,5. Not sure,9. I was not trying to work out the aim of the study during my participation,no,*******,*******,*******,FL_89|FL_93|FL_94,FL_91,FL_62,FL_69
4/20/20 13:20,4/20/20 13:26,IP Address,*******,100,371,TRUE,4/20/20 13:26,R_3HHnI8Rrm7U4qXT,*******,*******,*******,*******,*******,*******,anonymous,EN,0.9,,0,0,I agree to participate in this study.,0,prairie dog,ground squirrel|prairie dog,70,wrong,right|wrong,20,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.","Darrel knows that the animal he saw is a red speckled ground squirrel.|Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",75,100,fake,fake|real,100,wrong,right|wrong,100,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.","Gerald knows that the house he is pointing at is a real house.|Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",0,95,diamonds,cubic zirconium stones|diamonds,100,right,wrong|right,75,Emma knows that she chose a necklace made of diamonds.,"Emma knows that she chose a necklace made of diamonds.|Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",15,31,Female,-99,United States,-99,United States,-99,White/European,-99,"Master’s degree (M.A., M.S.)",Very well,None,None,No,6Very satisfied,3,9. I was not nervous during the study at all,7,4,7,2,1. I have taken part in many research studies,7,4,5. Not sure,7,None,*******,*******,*******,FL_89|FL_94|FL_93,FL_92,FL_66,FL_68
4/20/20 13:18,4/20/20 13:26,IP Address,*******,100,463,TRUE,4/20/20 13:26,R_RggaNGRczDYQpRT,*******,*******,*******,*******,*******,*******,anonymous,EN,0.9,,0,0,I agree to participate in this study.,42,ground squirrel,ground squirrel|prairie dog,100,right,right|wrong,73,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.","Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.|Darrel knows that the animal he saw is a red speckled ground squirrel.",0,0,real,real|fake,100,right,right|wrong,98,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.","Gerald knows that the house he is pointing at is a real house.|Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",5,0,cubic zirconium stones,cubic zirconium stones|diamonds,95,wrong,right|wrong,67,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.","Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.|Emma knows that she chose a necklace made of diamonds.",13,45,Male,-99,United States,-99,United States,-99,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,Perceptions of accountability in situations where someone believes they are certain but could be mistaken?,I enjoyed them.  The scenarios were well-written and I found answering the questions an interesting thought experiment.,No,5,2,9. I was not nervous during the study at all,6,9. I did not find the study activity boring at all,8,2,1. I have taken part in many research studies,6,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,8,"No, but thanks for the HIT!  I did my best and hope the data is useful!",*******,*******,*******,FL_89|FL_94|FL_93,FL_91,FL_62,FL_69
4/20/20 13:11,4/20/20 13:26,IP Address,*******,100,919,TRUE,4/20/20 13:26,R_3KRiFjuKoIYg2I1,*******,*******,*******,*******,*******,*******,anonymous,EN,0.9,,0,0,I agree to participate in this study.,18,ground squirrel,prairie dog|ground squirrel,85,right,wrong|right,8,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.","Darrel knows that the animal he saw is a red speckled ground squirrel.|Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",22,7,fake,real|fake,92,wrong,wrong|right,3,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.","Gerald knows that the house he is pointing at is a real house.|Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",1,2,diamonds,diamonds|cubic zirconium stones,90,right,wrong|right,90,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.","Emma knows that she chose a necklace made of diamonds.|Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",2,63,Female,-99,United States,-99,United States,-99,Black/African American,-99,"4-year college degree (B.A., B.S.)",Very well,Perception betwen belief and knowledge,none- I never hears of a fake house except in Hollywood,no.,3Neutral,7,4,7,8,7,7,4,2,1. I was strongly motivated to help make the study a success for the researchers,7,5. Not sure,I re-evaluated and think Emma and Gerald believed they were right in their assertions,*******,*******,*******,FL_89|FL_94|FL_93,FL_90,FL_64,FL_70
4/20/20 13:09,4/20/20 13:26,IP Address,*******,100,1042,TRUE,4/20/20 13:26,R_3nDy71qi5nlqnYw,*******,*******,*******,*******,*******,*******,anonymous,EN,0.9,,0,0,I agree to participate in this study.,100,ground squirrel,prairie dog|ground squirrel,100,wrong,right|wrong,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.|Darrel knows that the animal he saw is a red speckled ground squirrel.",0,100,real,real|fake,100,right,right|wrong,0,Gerald knows that the house he is pointing at is a real house.,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.|Gerald knows that the house he is pointing at is a real house.",20,0,cubic zirconium stones,diamonds|cubic zirconium stones,100,wrong,right|wrong,50,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.","Emma knows that she chose a necklace made of diamonds.|Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,41,Male,-99,United States,-99,United States,-99,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,"Something about what people believe to be true or not and if in that frame of mind of what they believe they are right/wrong, or responseable.",Made me think of how some people can lie and pass a lie detector test if they believe the lie for some reason I dont know why...,No,6Very satisfied,1. I enjoyed the study a lot,9. I was not nervous during the study at all,9. I did not find the study tasks difficult to complete at all,9. I did not find the study activity boring at all,9. I did not find the study task tiring at all,5. Not sure,3,9. I was not at all self-conscious of the responses I gave in this study,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,1. I was trying to work out the aim of the study during my participation,"None, thank you",*******,*******,*******,FL_93|FL_94|FL_89,FL_91,FL_62,FL_69
4/20/20 13:20,4/20/20 13:26,IP Address,*******,100,359,TRUE,4/20/20 13:26,R_3hsAXrmcccKGSXm,*******,*******,*******,*******,*******,*******,anonymous,EN,0.9,,0,0,I agree to participate in this study.,0,prairie dog,ground squirrel|prairie dog,91,wrong,wrong|right,39,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.","Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.|Darrel knows that the animal he saw is a red speckled ground squirrel.",73,100,real,fake|real,100,right,wrong|right,27,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.","Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.|Gerald knows that the house he is pointing at is a real house.",15,0,diamonds,diamonds|cubic zirconium stones,100,right,wrong|right,56,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.","Emma knows that she chose a necklace made of diamonds.|Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,22,Female,-99,United States,-99,United States,-99,"White/European,Hispanic Latino",-99,"4-year college degree (B.A., B.S.)",Very well,Seeing the perceived differences between believing and knowing,It took a lot of thought to decide between believing and knowing initially.,No,5,2,9. I was not nervous during the study at all,4,7,9. I did not find the study task tiring at all,4,1. I have taken part in many research studies,9. I was not at all self-conscious of the responses I gave in this study,5. Not sure,2,9. I was not trying to work out the aim of the study during my participation,-99,*******,*******,*******,FL_93|FL_89|FL_94,FL_92,FL_66,FL_68
4/20/20 13:18,4/20/20 13:26,IP Address,*******,100,510,TRUE,4/20/20 13:26,R_3qKFUyAAI8C6cPP,*******,*******,*******,*******,*******,*******,anonymous,EN,0.9,,0,0,I agree to participate in this study.,59,ground squirrel,ground squirrel|prairie dog,58,wrong,wrong|right,63,Darrel knows that the animal he saw is a red speckled ground squirrel.,"Darrel knows that the animal he saw is a red speckled ground squirrel.|Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",59,56,real,real|fake,56,wrong,right|wrong,60,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.","Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.|Gerald knows that the house he is pointing at is a real house.",68,58,cubic zirconium stones,cubic zirconium stones|diamonds,47,right,right|wrong,69,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.","Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.|Emma knows that she chose a necklace made of diamonds.",58,39,Male,-99,United States,-99,United States,-99,White/European,-99,"Graduate or professional degree (J.D., Ph.D., M.D.)",Well,"n
 make brief decisions/evaluations",none, no,4,5. Not sure,4,7,5. Not sure,6,-99,7,4,6,6,7,no,*******,*******,*******,FL_93|FL_89|FL_94,FL_92,FL_66,FL_68
4/20/20 13:09,4/20/20 13:27,IP Address,*******,100,1101,TRUE,4/20/20 13:27,R_ULshqROZE5jFTUZ,*******,*******,*******,*******,*******,*******,anonymous,EN,0.7,,0,50,I agree to participate in this study.,74,ground squirrel,ground squirrel|prairie dog,85,wrong,right|wrong,83,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.","Darrel knows that the animal he saw is a red speckled ground squirrel.|Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",32,27,fake,fake|real,26,wrong,right|wrong,80,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.","Gerald knows that the house he is pointing at is a real house.|Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",83,20,cubic zirconium stones,diamonds|cubic zirconium stones,22,wrong,wrong|right,18,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.","Emma knows that she chose a necklace made of diamonds.|Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",74,27,Male,-99,United States,-99,United States,-99,White/European,-99,"4-year college degree (B.A., B.S.)",Very well,None,None,No,5,9. I did not enjoy the study at all,3,2,1. I found the study task very boring,3,7,6,8,8,9. I do not believe that my participation was contributing to important research,8,-99,*******,*******,*******,FL_94|FL_89|FL_93,FL_90,FL_66,FL_69
4/20/20 13:12,4/20/20 13:27,IP Address,*******,100,883,TRUE,4/20/20 13:27,R_3n7yXs3NDB2Faci,*******,*******,*******,*******,*******,*******,anonymous,EN,0.9,,0,0,I agree to participate in this study.,100,ground squirrel,ground squirrel|prairie dog,99,right,wrong|right,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,"Darrel knows that the animal he saw is a red speckled ground squirrel.|Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",18,0,fake,fake|real,100,wrong,right|wrong,90,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.","Gerald knows that the house he is pointing at is a real house.|Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",42,1,cubic zirconium stones,diamonds|cubic zirconium stones,95,wrong,wrong|right,63,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.","Emma knows that she chose a necklace made of diamonds.|Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",64,33,Male,-99,United States,-99,United States,-99,Black/African American,-99,Some college or a 2-year college degree (A.A.),Very well,To find out if people would think those in the stories were responsible for what they believed/knew.,I think everything was very well thought out and the study was good.,No,5,1. I enjoyed the study a lot,9. I was not nervous during the study at all,9. I did not find the study tasks difficult to complete at all,7,9. I did not find the study task tiring at all,2,1. I have taken part in many research studies,3,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,4,NA,*******,*******,*******,FL_94|FL_93|FL_89,FL_90,FL_64,FL_70
4/20/20 13:13,4/20/20 13:27,IP Address,*******,100,825,TRUE,4/20/20 13:27,R_33l4xgCIU76qtNk,*******,*******,*******,*******,*******,*******,anonymous,EN,0.9,,0,10,I agree to participate in this study.,100,ground squirrel,prairie dog|ground squirrel,100,right,wrong|right,13,Darrel knows that the animal he saw is a red speckled ground squirrel.,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.|Darrel knows that the animal he saw is a red speckled ground squirrel.",0,5,fake,real|fake,100,wrong,right|wrong,12,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.","Gerald knows that the house he is pointing at is a real house.|Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",0,0,diamonds,diamonds|cubic zirconium stones,100,right,wrong|right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.","Emma knows that she chose a necklace made of diamonds.|Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,34,Male,-99,United States,-99,United States,-99,White/European,-99,"4-year college degree (B.A., B.S.)",Very well,"This study shows that many times when you believe you are certain of something, there could be external factors beyond your control that could determine whether you are right or wrong.",I feel this was an interesting study.,No,6Very satisfied,2,8,9. I did not find the study tasks difficult to complete at all,9. I did not find the study activity boring at all,9. I did not find the study task tiring at all,2,4,1. I was very self-conscious of the responses I gave in this study,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,1. I was trying to work out the aim of the study during my participation,"Interesting survey, thank you.",*******,*******,*******,FL_89|FL_94|FL_93,FL_90,FL_64,FL_70
4/20/20 13:11,4/20/20 13:27,IP Address,*******,100,981,TRUE,4/20/20 13:27,R_78MEEXlBRgawYlb,*******,*******,*******,*******,*******,*******,anonymous,EN,0.9,,0,0,I agree to participate in this study.,100,ground squirrel,ground squirrel|prairie dog,100,right,wrong|right,15,Darrel knows that the animal he saw is a red speckled ground squirrel.,"Darrel knows that the animal he saw is a red speckled ground squirrel.|Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",100,100,fake,real|fake,100,wrong,right|wrong,100,Gerald knows that the house he is pointing at is a real house.,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.|Gerald knows that the house he is pointing at is a real house.",40,100,cubic zirconium stones,diamonds|cubic zirconium stones,100,wrong,right|wrong,90,Emma knows that she chose a necklace made of diamonds.,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.|Emma knows that she chose a necklace made of diamonds.",6,33,Female,-99,United States,-99,United States,-99,Hispanic Latino,-99,"4-year college degree (B.A., B.S.)",Very well,How we assign what is true or not?,None,no,6Very satisfied,7,1. I was very nervous during the study,8,8,9. I did not find the study task tiring at all,9. I was not able to adjust to the study task quickly,3,9. I was not at all self-conscious of the responses I gave in this study,9. I was not at all motivated to help make the study a success for the researchers,9. I do not believe that my participation was contributing to important research,5. Not sure,-99,*******,*******,*******,FL_89|FL_94|FL_93,FL_90,FL_64,FL_70
4/20/20 13:03,4/20/20 13:27,IP Address,*******,100,1487,TRUE,4/20/20 13:27,R_2ql0vQxD6aq3cNj,*******,*******,*******,*******,*******,*******,anonymous,EN,0.9,,0,0,I agree to participate in this study.,100,ground squirrel,ground squirrel|prairie dog,100,right,right|wrong,6,Darrel knows that the animal he saw is a red speckled ground squirrel.,"Darrel knows that the animal he saw is a red speckled ground squirrel.|Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",6,100,real,real|fake,100,right,wrong|right,14,Gerald knows that the house he is pointing at is a real house.,"Gerald knows that the house he is pointing at is a real house.|Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",15,0,cubic zirconium stones,diamonds|cubic zirconium stones,100,wrong,wrong|right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.","Emma knows that she chose a necklace made of diamonds.|Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",42,76,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,None,Interesting and different from most surveys I have completed.,No,5,1. I enjoyed the study a lot,4,4,9. I did not find the study activity boring at all,6,4,1. I have taken part in many research studies,6,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,6,no,*******,*******,*******,FL_93|FL_89|FL_94,FL_91,FL_62,FL_69
