"id","survey_lang","purpose"
"s3071","eng","To record people's view on others perceptions. "
"s3073","eng","to read and answer passage "
"s3078","eng","n/a"
"s3080","eng","To identify one's comprehension of the material or to see how much one pays attention or how we fall into habit when we read. "
"s3088","eng","to see which details people picked up on while reading"
"s3090","eng","Language study"
"s3091","eng","to correlate reading skills with ability to adapt to the questions and the perceived purpose of the study"
"s3092","eng","I don't know"
"s3093","eng","I think the purpose of the study is to try and understand how participants understand a given situation and made correct speculations based on the provided information."
"s3094","eng","N/A"
"s3096","eng","To determine the effect of background information when reading a story and making conclusions."
"s3100","eng","I believe the purpose of this study was to collect data to be able to later analyze how the way language is perceived by the reader."
"s3102","eng","I am not sure the purpose."
"s3105","eng","To determine how people view certain behaviors, and the thinking of others,"
"s3106","eng","What we perceive"
"s3108","eng","To see what we can remember and I don't know."
"s3113","eng","To test people's views on knowledge, and whether people view knowledge as absolute"
"s3117","eng","Identify how language shapes interpretation"
"s3124","fre","TEST"
"s3127","fre","TEST"
"s3130","eng","To determine how we use words and in this instance I would say the focus word was knowledge or knowing."
"s3135","eng","To understand how people understand the question of the paragraphs. "
"s3138","eng","To test people's impressionability "
"s3141","eng","no clue"
"s3146","eng","To understand our perceptions of fake/real things and if they relate to the ability to differentiate them or just due to luck."
"s3149","eng","To test the correlation between luck and knowledge."
"s3156","eng","The difference in language can pollute our ideas of what we know to what we believe."
"s3158","eng","I believe the purpose of this study was to see how our answers were affected by our attitude towards the study."
"s3161","eng","I think the purpose of this study is to evaluate a situation based on a different persons perspective or by evaluating their actions by knowing more about the situation than they do, "
"s3162","eng","Not Sure "
"s3163","eng","Not very sure "
"s3166","eng","Find individuals opinions of things that are real and fake."
"s3167","eng","I don't know"
"s3169","eng","Study language and inferences"
"s3171","eng","I think the purpose of this study was to see to what extent people thought other people were capable of knowing things that were not made obvious. "
"s3173","eng","n/a"
"s3176","eng","To know if something for fake or real."
"s3177","eng","I dont know"
"s3180","eng","I think that the purpose of this study is to analyze situational biases."
"s3201","eng","to see how people's perceptions of characters are affected by the language and context."
"s3204","eng","n/a"
"s3205","eng","How we can interpret reading "
"s3207","eng","To see the different perceptions people have on scenarios."
"s3209","eng","I feel like the purpose of this study is to prove that mind wandering happens when the person does not understand the text or find it difficult to comprehend."
"s3211","eng","could possibly help on how intense a study is "
"s3212","eng","N/A"
"s3214","eng","To see how you were at analyzing a passage and answering questions about it  "
"s3215","eng","to distinguish scenarios that we have control and knowledge of and scenarios that are left up to chance and fate"
"s3218","eng","I think that the purpose of this study was to understand language, confusion, and honest mistakes."
"s3221","eng","Perhaps to see if different word usage causes you to view similar situations as different."
"s3222","eng","To determine the perception of language"
"s3230","eng","The purpose is to see how language affects our perceptions of a story."
"s3233","eng","How human being perceive their outer world - are they confident in what they see, skeptical, and how is that represented in language? "
"s3234","eng","To see how word choice affects our comprehension."
"s3235","eng","to see how well we understood the reading."
"s3236","eng","The purpose of this study may be to test our understanding of certain situations when we have more information about a situation than others do."
"s3237","eng","To see how people view a story given the specific wording of it"
"s3238","eng","To test if the majority has mastery-oriented thinking or believes in learned helplessness. Maybe to gather data on how people interpret people's abilities."
"s3239","eng","To see what people would think of other's decision making and how they think/if they were right"
"s3241","eng","Based on the questions asked in the second part, I'm going to assume this study focuses on the frequency with which participants make responses sound like what they think the researcher wants to hear and not what they actually think."
"s3242","eng","to see how language works for different people"
"s3243","eng","The purpose of this study was to compare results and see how well English is being taught in classes and what need to be improved upon."
"s3244","eng","To judge how people make decisions and whether or not they know what they think they know."
"s3245","eng","To see if individuals can pick up on the hints in the scenarios and justify them."
"s3246","eng","I believe the purpose is to test our comprehension and understanding of the readings."
"s3247","eng","to see how people can guess what is real and not real"
"s3248","eng","To find out how people think about language. "
"s3249","eng","If the subject thought believing and knowing could be interchangeable, human reasoning "
"s3250","eng","Judgement"
"s3251","eng","Comprehension and trying to get people to think."
"s3254","eng","To find out how people analyze certain situations regarding correctness and knowledge pertaining to the people in the cenarios"
"s3255","eng","I think the purpose of this study was to examine our reading comprehension and our understanding of certain words and meanings. "
"s3256","eng","See how people react in situations"
"s3257","eng","To understand the extent to how much attention we give to certain aspects of what we read."
"s3262","eng","To better understand the perceptions of others. "
"s3264","eng","To confuse people or to see how well their brains work. "
"s3266","eng","to see how we see things we are reading "
"s3267","eng","I think it was just to see what our opinion would be on determining how correct or wrong someone was with a small piece of information."
"s3268","eng","The purpose of this study I believe is to test the respondents level of understanding. "
"s3270","eng","to see if we could find the answer through complicated situations. infer through details given"
"s3271","eng","see how people understand information"
"s3273","eng","to see how others react/act to situations that are true to what they believe or false to what they believe"
"s3303","eng","to determine how easily someone can determine certain things with little information."
"s3313","eng","To see how trusting people are even if given the same set of instructions."
"s3314","eng","gain knowledge on how people interrupt readings "
"s3315","eng","I think the purpose of this study was to see how readers react to small reading work and how attentive they are while doing so. I also think that the purpose was to see how fast they could catch  on to the repetitive questions. "
"s3316","eng","to see how different people evaluate different situations."
"s3317","eng","I'm actually not very sure about it."
"s3318","eng","how language influences beliefs"
"s3319","eng","not sure"
"s3320","eng","How the wording of the passage would affect our opinion"
"s3321","eng","IDK"
"s3327","eng","I think the purpose of the study was to see how certain phrasing of scenarios affect our responses "
"s3329","eng","How much we think luck affects things"
"s3332","eng","TEST"
"s3345","pol","Jak dobór słowa """"""""wie/wierzy"""""""" wpływa na rozumienie sytuacji"
"s3346","eng","To gain knowledge"
"s3354","pol","Może ma to związek z rozumieniem """"""""ja"""""""" a perspektywą innej osoby w zależności od kontektsu"
"s3377","zho","TEST"
"s3391","pol","wpływ słów takich jak wierzę/wiem na formułowanie sądów "
"s3402","eng","The purpose of this study is to study people's judgements. "
"s3403","eng","how much someone can believe something given specific information about a scenario."
"s3404","eng","To get the participants to think the answers through thoroughly."
"s3405","eng","To examine opinions based on reading comprehension. "
"s3407","eng","determine something about insight"
"s3409","eng","The use of persuasive language."
"s3410","eng","i think the purpose of this study is too see how we categorize the thinking of others "
"s3430","pol","Spróbować dowiedzieć się, jak sposób przekazywania informacji wpływa na ich odbiór."
"s3431","pol","Osiągnięcie wiedzy na temat stereotypów"
"s3434","pol","Poznanie odczuć do osób o innym kolorze skóry oraz do osób wykonujące zawody, które nie cieszą się dużą sympatią społeczeństwa"
"s3438","pol","Celem badania jest zobrazowanie jak w pewnych sytuacjach człowiek może być nie jest nieświadowym co kryję się za danym rzeczą/sytuacją itd."
"s3439","pol","celem badania jest  sprawdzenie  jak badany czyta tekst ze zrozumieniem, jak wybiera informacje z tekstu  oraz jaki ma refleks "
"s3443","ger","TEST"
"s3444","ger","TEST"
"s3502","ger"," -Umgang mit Sprache "
"s3503","ger","Ich bin mir nicht sicher"
"s3504","ger","Ob Mann oder Frau Kompetenz zugeordnet werden, aufgrund der Optionen """"""""vorhandene Kenntnise"""""""" oder """"""""glückliche Umstände"""""""""
"s3505","ger","Die Untersuchung von Sprache ist der Zweck der Studie."
"s3507","ger","Sprachverstehen"
"s3513","tur","TEST SOPHIA"
"s3515","ger","Um zu gucken wie sich die Menschen Konzetrieren um kleine und nicht schwere Aufgaben zu lösen."
"s3518","ger","Einfluss von Sprache auf die Entscheidung "
"s3521","ger","Einschätzung der objektiven Wahrnehmung von neutralen Personen in Abhängigkeit von gegeben Informationen des Lesers"
"s3522","tur","Kullanılan sözcükler, dil farklı anlamlara yol açabiliyor."
"s3523","ger","Keine Idee"
"s3524","ger"," - Wie werden Aussagen verstanden
- Wird die Bedeutung der Aussagen verstanden, die auch gemeint war."
"s3525","ger","Ich denke, der Zweck der Studie ist zu zeigen, dass man mit ähnlich beschriebenen Situationen, die sich nur in ein paar Wortwahlen unterscheiden, differenziert interpretiert."
"s3527","ger","Ich glaube, dass der Zweck der Studie ist herauszufinden, wie genau Leute Texte und Fragen lesen und diese dann beantworten. "
"s3529","eng","SOphia TEST"
"s3530","ger"," - Auffassungsgabe überprüfen
"
"s3531","ger","Zu Hinterfragen, ob die Formulierung einer Aussage beeinflußt, ob es glücker Zufall oder mangelnde Kenntnisse sind, die die Handlungen der beschriebenen Personen beinflußt haben"
"s3532","ger","inwieweit man seinen eigenen Aussagen widerspricht"
"s3540","tur","Gerçek algısıyla alakalı bir çalışma olduğunu düşünüyorum, fakat meyle ilişkilendirileceğini anlayamadım."
"s3543","tur","çalışmada belli türde kullanılan cümlelerin insanların beyninde nasıl şekillendi araştırılıyor diye düşünüyorum."
"s3551","ger","herauszufinden, wie Menschen auf verschiedene Szenarien mit bestimmten Antworten reagieren (also welche genauen Wörter sie verwenden würden in den jeweiligen Situationen)"
"s3552","ger","Herauszufinden, inwieweit die Tatsache ob jemand richtig oder falsch mit einer Äußerung liegt, beeinflusst welche Kompetenzen man ihm zuspricht und für wie berechtigt man einen Fehler hält. Die Reihenfolge der Fälle könnte auche eine Rolle spielen"
"s3556","ger","Ich denke es geht darum, wie die Verwendung von Sprache in Texten die eigene Sichtweise auf einen Gegenstand beeinflusst."
"s3559","zho","TEST"
"s3570","ger","TEST"
"s3571","ger","Situationen zu finden in denen ich sagen würde die Einschätzung der genannten Person ist unbegründet bzw. in denen ich abweiche von er weiß oder er glaubt zu wissen."
"s3573","ger"," - ob ich richtig lesen kann
- rollenverhältnisse durch sprachen austrciksen 
"
"s3577","ger","Wie unterschiedlich verschiedene Formulierungen wahrgenommen werden"
"s3578","ger","Wirkung von Sprache erforschen"
"s3579","ger","Sprachverständnis"
"s3581","eng","TEST"
"s3585","eng","TEST"
"s3587","ger","TEST"
"s3589","ger","Das Erforschen darüber, wann man wirklich sagen kann, ob eine Person etwas weiß oder nur denkt, ob es so ist"
"s3590","ger","herausfinden, wie wir Texte verstehen, ob wir das gemeinte auch richtig verstehen"
"s3591","ger","Herauszuarbeiten, wie bestimmte Wöprter verwendet werden und was eigentlich damit gemeint ist, wenn man von """"""""wissen"""""""" bzw. """"""""glauben"""""""" spricht "
"s3592","ger","Vielleicht ist der Zweck der Studie, herauszufinden, wie man Texte deutet und wie man Sprache im Allgemeinen verstehen kann."
"s3594","ger","Zweck der Studie ist herauszufinden, wie Menschenm lesen und was sie aus dem Gelesenen verstehen. Dabei gehen viele verschieden Interpretationsmöglichkeiten hervor."
"s3595","ger","Die Auffassungsgabe von Sätzen und deren Struktur und Gliederung nachzugehen."
"s3598","eng","Im not so sure but I guess the study about to study from which point of view people see the problems and describe it "
"s3601","ger","Ziel der Studie könnte es gewesen sein, herauszufinden, wie sehr der Glaube darüber einen Sachverhalt verstanden zu haben, die weitere Urteilsbildung beeinflusst."
"s3603","ger","Formulierungen und ihre Funktion auf die Beurteilung des Lesers über den Inhalt "
"s3607","ger","Herauszufinden, inwiefern wir die Verantwortlichkeit für unsere Wahrnehmung von der Art der Fragestellung abhängig machen."
"s3608","ger","Hermeneutische Funktionsweise oder die Beurteilung von Wahrheit anhand von Grenzfällen zu untersuchen"
"s3611","eng","In addition to the goal stated at the beginning of studying the role language plays in conveying messages, it seems to have something with the beliefs about locus of control in situations as well as the critical views of people related to their beliefs on that "
"s3615","ger","Attribution von richtigen oder falschen Einschätzungen je nach Situation auf vorhandene/fehlende Kenntnisse (intern) oder unglückliche/glückliche Zufälle (extern)"
"s3617","ger","Einfluss von (zusätzlichen) Informationen auf die Urteilsfähigkeit  und Plausbilität von Informationen, "
"s3620","eng","I don't think it is only about language, but I don't know what else could it be measuring. May be something to do with analyzing and problem solving skills. "
"s3625","ger","Herauszufinden wir Sprache funktioniert und wie der Kontext den Inhalt beeinflusst"
"s3628","ger","Herauszufinden, welche Wörter/ Redewendungen für das Verständnis beitragen um allgemein gültige Aussagen treffen zu können"
"s3633","ger","Unterschiede von Expertenmeinung zu Laienmeinung
Kommunikationsstrategien zur besseren Unterscheidung und Vermittlung von Wissen oder Vermutungen
ggf geschlechtsspezifische Unterschiede (eher unwahrscheinlich)"
"s3637","ger","Zu unterschieden wie sicher Wissen Personen zugeschrieben wird."
"s3638","tur","dikkat ölçmek."
"s3640","ger","inwiefern Verschiedene Worte oder Satzstellungen die Wahrnehmung einer Situation beeinflussen können"
"s3641","tur","Planlı ve detaycı olmaktan keyif alan bireylerin olaylar karşısındaki algısı ve muhakeme yeteneğinin ölçümü."
"s3643","ger","erkennen wo der grad zwischen unwissenheit und wahrheit lliegt "
"s3647","ger","keine Ahnung"
"s3654","eng","surveying thoughts and opinions about specific scenarios about how people thinks and acts in diffrent situations that differentiate between others, and to collect and survey thoughts and opinon about the how you act and response to diifrent sititaions and what describe you well or not ."
"s3660","tur","Bilmek ile inanmak kavramlarının araştırılması"
"s3662","eng","seeing to what extent people rely on a background of information when making decisions and statements"
"s3664","tur","Bana göre bu çalışma bildiğimiz ve bildiğimizi sandığımız durumlar arasındaki farkı göstermeyi amaçlıyor."
"s3666","pol","Ocena na ile jednostkowe przekonania traktować jako prawdę, a na ile jako zwykłe hipotezy o wysokim stopniu prawdopodobieństwa?"
"s3667","pol","Ocena umiejętności czytania ze zrozumieniem, wnioskowania na podstawie historyjek"
"s3668","pol","Starałam się nie formułować przypuszczeń"
"s3672","pol","Wydaję mi się, że badanie ma na celu sprawdzenie w jaki sposób ludzie postrzegają i oceniają innych ludzi lub sytuacje na podstawie stanu wiedzy jaki posiadają."
"s3673","pol","mysle, ze pierwsze 2 badania to była fasada, podejrzewam badanie uprzedzeń i stereotypów grupowych, a bardziej może zależności między uprzedzeniem w stosunku do danej grupy z poprzedniego zadania, a sposobem rozumienia innych w tym zadaniu. chociaż pewności nie mam. ciekawe po cóż moje utożsamianie się z rasą? tego odkryć nie mogę, bo że do białej przynależę to oczywiste, nie tak oczywiste moje utożsamianie się z tym. "
"s3674","tur","Bu çalışma benim fikrime göre  insanların olaylara bakış açısını anlamaya yönelik bir çalışmadır."
"s3690","tur","Çalışmanın amacı bence, bireylerin bir şeyler hakkında yorum yaparken fikirlerine olan inançlarımı yorumlarını etkiliyor yoksa bildikleri şeyler mi yorumlarını etkiliyor? aradaki farkı anlamak."
"s3693","tur","algı , dikkat hakkında olabilir "
"s3695","tur","Doğru bilgiye ulaşmanın zorluğu"
"s3696","tur","Kişilik testi üzerinden gidilecek bir yol olabilir."
"s3704","hun","A nyelv vizsgálata, és a nyelv és a gondolkodás összefüggésének kutatása talán."
"s3709","pol","Badanie na temat postrzegania faktow i domyslow na bazie tekstu. Moze miec jakies powiazanie z aktualna popularnoscia fake news'ow i tego jak odbieraja je ludzie."
"s3710","hun","Talán  az, hogy felmérje, az emberek mennyire tudnak logikusan gondolkozni egy-egy olvasott szöveg kapcsán."
"s3712","tur","Karar verme mekanizmasının işleyişinde inanmanın ve bilmenin bütünleşmesi ya da farklılık gösterdiği noktalar"
"s3720","ger","Die eigene Sprachfähigkeit und Interprätation zu prüfen"
"s3721","ger","Eine klarere Begriffsdefinition für Glaube vs. Wissen zu finden."
"s3722","pol","Na ile ludzie przypisują innym sprawczosć w danej sytucji w zależności od zmiennych?"
"s3724","ger","Die Informationen, die in dem Text gegeben sind, könnten bei einigen der Fragen für beide Antwortmöglichkeiten sprechen. Ich denke, es geht darum, wie Menschen die gegebenen Informationen auf sprachlicher Ebene unterschiedlich wahrnehmen können."
"s3725","ger","Testen von Aufmerksamkeit und Interpretation von Worten, die unterschiedlich aufgefasst werden können."
"s3728","ger","wissen und glauben zu untersuchen"
"s3729","ger","Auswirkungen der Sprache auf Glaubwürdigkeit"
"s3730","ger","Der Zweck der Studie war herauszufinden wie Sprache bzw. verschiedene Formulierungen in einem Text der Wahrnehmung des Lesers beinflussen."
"s3732","ger","Wie schnell Menschen kleine Details übersehen bzw. wie schnell jemand glaubt etwas zu wissen ohne sich wirklich sicher sein zu können."
"s3733","ger"," - Testen der Konzentration und dem Textverdtändniss"
"s3738","ger","
konzentration Aufmerksamkeitstests, vergleiche zw. ersten und letzten Fragestellungen (unbewusstest Erlernen der Frage/Antwortmethodik)"
"s3739","ger","Wie Sprache verstanden wird und wie aufmerksam Texte gelesen werden."
"s3740","eng","I think the purpose of this study is have a better insight of language skills by testing how strongly people feel about the situation is inclined towards one extreme. And how expressive people are in terms of delivering thoughts in their mind through language.  "
"s3744","ger","Verständnis gegenüber einer bestimmten Situation aufzuweisen und den unterschied zwischen Wissen und Glauben zu realisieren und zusätzlich zu schauen, wann man welchen Begriff wie anwendet"
"s3745","ger","Zu erkennen, wie aufmerksam Menschen lesen und welche Informationen wahrgenommen werden"
"s3754","ger","Zweck dieser Studie ist das ermitteln von Gedankengängen und wie Personen mit """"""""Sprache"""""""" umgehen  und Texte interpretieren. "
"s3755","ger","Sprachliche Feinheiten in der Aussagekraft zu überprüfen und zu identifizieren, um Kommunikationsstörungen zu vermindern."
"s3756","ger","Die Studie hat etwas mit Psychologie zu tun."
"s3757","ger","Den Gedankengang der Person nachzuvollziehen, in dem sie durch den letzten Satz in den Geschichten verwirrt wird."
"s3760","ger","Das Verstehen und Merken von gelesenen Texten."
"s3762","ger","richtige sprachkenntnisse herauszufinden"
"s3764","ger","Die Überprüfung von Studienteilnehmer*innen bezüglich des aufmerksamen Lesens."
"s3766","ger","Herauszufinden wie eindeutig Personen, verschiedene Situationen wahrnehmen."
"s3767","ger","Herauszufinden, was für Zwickmühlen in einigen leichten Sätzen stecken können, eher wie die Menschen auf diese Sätze reagieren"
"s3771","ger",".-"
"s3772","ger","Vielleicht, wie Menschen lesen und wie sie das Gelesene konstruieren und verarbeiten."
"s3773","ger","Möglicherweise der Bedeutung der Wörter """"""""wissen"""""""" und """"""""glauben"""""""" für die Studienteilnehmer auf den Grund zu gehen. "
"s3775","ger","Es muss irgendwas mit der sprachlichen Formulierung von bestimmten Sachverhalten zu tun haben und wie sie aufgenommen werden. Wann ist etwas echt und wann nicht und wo sind die Grenzen zwischen sein und erscheinen."
"s3776","ger","Wie Sprache verstanden wird. Beziehungsweise die genaue auslegung der Worte. "
"s3777","ger","Ich denke dass die Studie etwas damit zu tun hat, inwiefern sich Aufbau und Ausdrucksweise, Wortwahl etc. des Textes auf die Verständlichkeit und daraus resultierende richtige Antworten auf die textbezogenen Fragen auswirkt"
"s3779","ger","Sie möchten untersuchen, ob die Probanden das Ding-Ansich erkennen können. Leider kann der Proband immer nur die Erscheinungen dessen erkennen."
"s3780","tur","Dikkat, analiz etme "
"s3782","tur","şans ve yetenek kavramlarının testi alan kişinin algısına göre değişmesi"
"s3783","ger","Es handelt sich um eine psycho-linguistische Studie in der Tradition einer bestimmten Denkschule der Erkenntnistheorie, auf die sich u.a. auch Michel Foucault oder auch GendertheoretikerInnen in ihren Arbeiten beziehen, deren Name mir allerdings grad nicht einfällt."
"s3784","ger","Erforschung von Sprache "
"s3785","ger","Vielleicht die Untersuchung der Wahrnehmungen von Menschen beeinflusst durch bestimmte Informationen "
"s3786","ger","Rauszufinden, wie Menschen Dinge verstehen und sie für sich interpretieren und wie es mit der Realität zusammenhängt"
"s3787","ger","Zu untersuchen wie Wissen eingeschätz wird, wenn Jemand zufällig mit etwas richtig liegt ohne sicher sicher zu sein vs. wenn jemand zufällig nicht richtig liegt, obwohl die Person sont Recht hätte."
"s3788","ger","Interpretation von Wissen und Glauben"
"s3790","ger","verbales Verständnis von Fiktion und Wirklichkeit"
"s3792","ger","Die Überprüfung des Verständnisses der Texte im Bezug auf gegebene Fakten."
"s3793","ger","ob die Absichzen von einem Mensch richtig geschätzt werden kann"
"s3794","ger","die Verwendung der Sprache hinsichtlich wissen und glauben etwas zu wissen zu erforschen in Bezug dazu, wie viele bzw. welche Informationen den Personen vorgelegen haben"
"s3796","ger","Verständnis von Sprache"
"s3797","ger","Merkfähigkeit, Kurzzeitgedächtniss "
"s3798","ger","Verstehen von gelesenden Inhalten und Anwendung auf neue Fragestellungen
Einschätzungen von Fallbeispielen"
"s3799","ger","Meiner Meinung nach könnte die Studie den Zweck haben, dass Lese- und Sprachverständnis der Teilnehmer zu analysieren, wie diese mit verschiedenen Wörtern die Situation anders deuten"
"s3803","ger","Die Genauigkeit des lesens zu analysieren"
"s3805","ger","Der Unterschied von Wissen und Gkauben im Bezug auf richtige oder falsche Tatsachen"
"s3809","ger","Forschung über Sprache. Vielleicht über die genauigkeit vom Lesen oder wie verschiedene Situationen verschieden eingeschätzt werden."
"s3811","ger","Entscheidungen, aufmerksames lesen."
"s3813","ger","Skeptik, Unwissentliche Fakten falsch interpretieren, """"""""fake facts"""""""""
"s3819","ger","Verschiedene Interpretationen oder Sichtweisen erforschen"
"s3820","ger","<herausfinden inwiefern bestimmte Wörter die Auffassung eines Umstands verändern"
"s3821","ger","keine ahnung"
"s3822","ger","Wie funktioniert Sprache?"
"s3824","ger","Schuld einschätzung"
"s3825","ger","Untersuchung, welcher Einfluss die verschiedenen Szenarien und die Formulierung auf unsere Einschätzung haben"
"s3827","ger","beieinflussen der Testperson durch die Darstellung der Szenearien"
"s3836","eng","I dont know"
"s3839","tur","İlk başta okuduğunu anlama/analiz etme olduğunu düşündüm ama kendi hayatım hakkında sorular kısmında bu fikrimden vazgeçtim."
"s3841","pol","Być może przedmiotem badania był wpływ sposobu sformułowania historii na ocenę intencji/wiedzy jej bohatera."
"s3842","pol","Nie mam przypuszczeń"
"s3843","pol","Dotyczyło tego jak odbieramy różne grupy społeczne"
"s3844","pol","Badanie może dotyczyło umiejętności przyjmowania cudzej perspektywy?"
"s3869","hun","Az, hogy miként befolyásolja egy ember véleményét a plusz információ. A szövegek első fele még szokványos volt, aztán a plusz információ más megvilágításba helyezte az olvasottakat."
"s3870","hun","Ki hogyan dolgozza fel azt a szöveget, amit olvasott. Hogyan gondolkozik róla."
"s3873","hun","Talán valami tudatelmélettel kapcsolatos dolog."
"s3874","hun","Megfigyelni, hogy a nyelvhasználat hogyan befolyásolja az emlékezetünket."
"s3875","hun","Az hogy viszonylag egyértelmű kijelentésekhez olyan ellentétes információkat tesznek ami összekavarhatja a megértést és hogy ennek ellenére is átjön-e az üzenet."
"s3876","hun","A teszt elején leírtak."
"s3880","ger","Meiner Meinung nach, ist der Zweck der Studie das Testen der Teilnehmer auf ihre Aufnahmefähigkeit, Merkfähigkeit und Wahrnehmung von verschieden Situationen."
"s3881","ger","Die unterschiedlichen Interpretationsmöglichkeiten zu analysierne"
"s3882","ger","Herauszufinden, aus welcher Perspektive der Leser auf die Fragen antwortet. Schaut der Leser aus der Perspektive des Charakters, dann weiß er etwas. Zumindest hat er diese Erkenntnis. Von außen betrachtet ist immer anzunehmen die Person glaubt zu wissen."
"s3884","ger","Zweck dieser Studie solll die Wirkung der Sprache auf den Leser untersuchen. Dieser wird mit verschiedenen Personen/Umständen und Konstellationen konfrontiert und soll ausgehend dieser Parameter seine Meinung zu diesen äußern. "
"s3885","ger","Anwendung der Sprache"
"s3888","ger","Wie Sprache in verschiedenen Situationen verwendet wird und Betrachtung von einer anderen Person aus "
"s3890","ger","Das Leseverständis und die Merkfähigkeit von Studenten herausfinden"
"s3892","pol","Nie mam pojęcia, strasznie dużo elementów (ankiet i testów) jak na pojedyncze badanie"
"s3893","pol","Nie mam pojęcia"
"s3896","ger","Missverständnisse in der Komunikation aufdecken"
"s3897","ger","Der Zweck der Studie war das Analysieren der Sprache."
"s3900","eng","I THINK THE PURPOSE IS TO KNOW TO WHAT EXTENT CAN EACH INDIVIDUAL UNDERSTAND, AND TO KNOW HOW DOES HE/SHE THINK
AND TO WHAT EXTENCT CAN A PERSON BE SURE OF HIS KNOWLEDGE"
"s3901","ger","Bei vielen Zwists im Kontext den Überblick zu behalten und Menschen dabei einzuschätzen"
"s3904","ger","Im Nachhinein betrachtet war der Zweck der Studie der, dass man entscheiden musste, aus welcher Sicht die gestellten Fragen zu beantworten waren."
"s3905","ger","Sprachliche Abstimmung um z.B. Verträge für jeden verständlich zu gestalten, sodass es keine Missverständnisse gibt"
"s3908","eng","TEST"
"s3911","pol","Badanie umiejętności dokładnego czytania tekstów."
"s3913","eng","TEST"
"s3914","pol","Przypuszczam, że badanie ma na celu ocenę języka używanego w sytuacjach, kiedy brak niezbędnych informacji nie pozwala na rzeczywistą ocenę sytuacji, jednak osoba mówiąca nie jest tego świadoma "
"s3917","ger","Verständnis von Sprachen."
"s3918","ger","Wie funktioniert Sprache"
"s3919","ger","Leider wurde mir der Zweck und der Sinn nicht zu 100% ersichtlich. 
Es könnte sich um Einschätzungen handeln..."
"s3921","ger","Welche Rückschlüsse lassen sich durch sorgfaltiges Lesen oder unkonzentriertes Lesen ermitteln"
"s3922","ger","Herauszufinden, inwiefern Informationen gefiltert werden."
"s3928","ger","Entweder zu prüfen, wie eindeutig die Erzählung der am Anfang beim Lesenden verankert wird und was für Entscheidungen dieser aufgrund dessen trifft oder zu prüfen, wie der Bewertungsmaßstab der Lesenden ist für diese Szenarien getreu dem Motto """"""""Unwissenheit schützt vor Strafe nicht"""""""". "
"s3930","ger","Vergleichen wie man sich in die Denkweise anderer Personen hereinversetzen kann"
"s3935","ger","Ich denke, dass es einerseits um das Leseverständnis ging und zum Anderen darum einzuschätzen ob etwas aus unglücklichen Umständen, von denen der Betroffene nichts wissen kann oder um fehlende Kenntnisse ging. Man musste sich dafür in die Lage der Person hineinversetzen  und überlegen welche Kenntnisse die Person hatte und welche nur für den Leser zugänglich sind."
"s3936","ger","Der Zweck ist es herauszufinden, wie Menschen Aussagen bzw. einen Text unterschiedlich auffassen. "
"s3937","ger","...:)"
"s3939","ger","Zu gucken wie Sprache funktioniert"
"s3944","pol","Moim zdaniem celem badania była ocena postrzegania zachowań ludzi"
"s3945","ger","Leseverhalten zu analysieren. ggf. auch Medien und Nachrichtenauswirkungen"
"s3946","ger","Die sprachliche Distinktion, ab wann etwas als """"""""Wissen"""""""" interpretiert wird, im Vergleich zum """"""""Glaube, etwas zu wissen""""""""."
"s3947","ger","textverständnisse zu analysieren"
"s3952","pol","rozumienie języka, czytanie ze zrozumieniem"
"s3960","ger","Wie verwirrend ist es für einen Menschen zu erfassen, was er gelesen hat und das anschließend einzuschätzen, wenn es in den jeweiligen Texten selbst Personen gibt, die vermuten, das Richtige zu sehen, aber getäuscht werden?"
"s3963","ger","inwieweit die Formulierungen einfluss auf unser verständniss von texten habe nund wie sicher wir uns dabei fühlen"
"s3969","ger","Rausfinen, wie verschieden Menschen Sachverhalte aufgreifen und interpretieren? Vor allem, wie Sprache interpretiert wird? Ich denke verschiedene Antworten sind hier richtig gewesen, vielleicht gab es garkein Richtig oder Falsch"
"s3970","ger","Die Auswirkung der jewahligen Situation auf meine Antworten. Vermutlich auch wie die Texte gschrieben waren und wie sich das auf meine Antworten ausgewirkt hat."
"s3972","ger","In der Studie geht es darum, textverständnis zu testen."
"s3973","ger","Der Zweck der Studie ist es die kognitiven Kompetenzen abzufragen. Wie gut kann ich mir bestimmte Dinge merken wie genau lese ich mir Texte durch? 
"
"s3975","tur","İnsanların okudukları metin ve ana dilleri arasındaki ilişkiyle, anlayabilme yetilerinin bağlantısını ölçmek olabilir. "
"s3982","tur","okuduklarimizi nasil yorumluyoruz ile kişilik tipimiz arasindaki korelasyon arastiriliyor."
"s3983","eng","I think the purpose was to see how good your understanding of a text is and how well your short-term memory works. Thats because you can not look back at the text. And also how good you are in avoiding unnecessary details."
"s3984","pol","nie wiem"
"s3986","tur","Kişinin neye inandığı ve neyi bildiği arasındaki farkı ortaya koymak. inanılanla bilenenin farkında kişinin görüşünün ne olduğu."
"s3989","tur","Çalışmanın amacı algıları ölçmek olabilir."
"s3991","tur","yok."
"s4000","tur","İnsanların okuduğunu hafızasında önemli detaylarıyla birlikte tutup tutamadığını ölçebilmek adına güzel bir çalışma."
"s4009","tur","Amaç olarak kişinin kendini farkına varması, dikkatini ölçmesi adına bi çalışma olabilir."
"s4017","pol","Jak ludzie oceniają daną sytuację i społeczeństwo"
