"id","survey_lang","previous"
"s8858","eng","No"
"s8867","eng","no"
"s8870","eng","no"
"s8872","eng","Nope"
"s8873","eng","No"
"s8874","eng","No, but I enjoyed participating."
"s8875","eng","no this one was unique I enjoyed it."
"s8876","eng","I have participated in other, different studies."
"s8877","eng","Yes, I've participated in other Sona studies but they were in-person."
"s8879","eng","no"
"s8880","eng","I have never participated in a study like this."
"s8882","eng","No not with questions like these."
"s8891","eng","no"
"s8894","eng","No"
"s8924","eng","NO"
"s8930","eng","No"
"s8945","eng","no"
"s8948","eng","I have not "
"s8949","eng","I haven't participated in such research before, but I have participated in other psych surveys."
"s8964","eng","Online listener participation study"
"s8979","eng","No"
"s8988","eng","no"
"s8991","eng","No"
"s8995","eng","Nope, this one is unique "
"s9001","eng","no"
"s9005","eng","No"
"s9006","eng","No i have not."
"s9007","eng","no"
"s9009","eng","I have not. "
"s9010","eng","No I haven't"
"s9013","eng","I have not"
"s9023","eng","No"
"s9024","eng","No I never participated in a similar study "
"s9025","eng","No, this is my first time taking a study like this one."
"s9029","eng","TEST"
"s9150","eng","No"
"s9265","eng","test"
"s9330","eng","TEST"
"s9404","eng","TEST"
"s9512","eng","never"
"s9557","eng","TEST"
"s9563","eng","TEST"
"s9564","eng","TEST"
"s9571","eng","TEST"
"s9581","eng","TEST"
"s9582","eng","TEST"
"s9591","eng","TEST"
"s9599","eng","TEST"
"s9600","eng","TEST"
"s9653","eng","no i have not"
"s9665","eng","TEST"
"s9752","eng","TEST"
"s9754","eng","TEST"
"s9756","eng","TEST"
"s9762","eng","No"
"s9773","eng","TEST"
"s9777","eng","TEST"
"s9778","eng","TEST"
"s9779","eng","TEST"
"s9780","eng","TEST"
"s9781","eng","TEST"
"s9783","eng","TEST"
"s9785","eng","TEST"
"s9786","eng","TEST"
"s9787","eng","TEST"
"s9789","eng","No I have not"
"s9901","eng","test"
"s9915","eng","No"
"s9916","eng","No, only studies in person at Fairfield University."
"s9917","eng","No I have not."
"s9919","eng","yes, I participated in a study where I had to respond to faces and push a controller a certain direction based on the emotion. I also had to look at eyes and try and decipher emotion just from those images"
"s9923","eng","No i have not"
"s9925","eng","I haven't"
"s9926","eng","No"
"s9929","eng","N/A"
"s9931","eng","No"
"s9932","eng","No "
"s9933","eng","no"
"s9935","eng","no"
"s9937","eng","I have not participated in one like this, but I have participated in multiple other studies. "
"s9940","eng","no"
"s9941","eng","No, I have no participated in a study like this before"
"s9943","eng","Not that I'm aware of."
"s9944","eng","No."
"s9946","eng","No "
"s9948","eng","No"
"s9952","eng","No, I have never participated in a similar study"
"s9954","eng","I was involved in a study regarding certain words played over and over again for recognition and brain activity. "
"s9956","eng","no"
"s9958","eng","No"
"s9963","eng","No"
"s9967","eng","No."
"s9968","eng","no. "
"s9972","eng","No I have not"
"s9976","eng","No."
"s9977","eng","No I have not participated in a similar study."
"s9981","eng","No "
"s9984","eng","No"
"s9985","eng","No"
"s9989","eng","no"
"s9992","eng","No"
"s10011","eng","I have not"
"s10014","eng","no"
"s10020","eng","I've participated in other studies, but not very similar to this one."
"s10025","eng","No I have never participated in a similar study."
"s10030","eng","no"
"s10035","eng","no"
"s10037","eng","No"
"s10046","eng","No "
"s10058","eng","TEST"
"s10059","eng","No I have not."
"s10065","eng","no"
"s10068","eng","No"
"s10077","eng","no"
"s10096","eng","TEST"
"s10105","eng","No"
"s10114","eng","No"
"s10116","eng","No"
"s10138","eng","no"
"s10147","eng","no"
"s10151","eng","No"
"s10156","eng","not with the same sort of question in a story like order but yes for the last scale survey part"
"s10162","eng","no"
"s10164","eng","No"
"s10174","eng","No"
"s10175","eng","yes, reading situations and answering questions"
"s10178","eng","No"
"s10181","eng","No."
"s10189","eng","No I have not."
"s10190","eng","No"
"s10194","eng","no"
"s10201","eng","I have not."
"s10204","eng","i have not."
"s10208","eng","I have not"
"s10217","eng","no"
"s10220","eng","no "
"s10230","eng","NO"
"s10231","eng","No"
"s10232","eng","Yes, I have been in a study where I had to put myself in the perspective of a person during situations of distress and state what I would do."
"s10236","eng","no"
"s10248","eng","No"
"s10258","eng","Yes, I have participated in a study that asked similar questions but had slightly different scenarios"
"s10262","eng","No."
"s10281","eng","No"
"s10286","eng","I have not participated in any other studies on SONA before."
"s10296","eng","No"
"s10297","eng","Yes. Where i have been given a scenario and was to determine whether the decisions and choices made by the person in the scenario were based on luck or ability. As well as whether or not the choice was logical"
"s10299","eng","No"
"s10301","eng","No I have not"
"s10310","eng","No, I have not."
"s10311","eng","No."
"s10312","eng","No I have not "
"s10313","eng","No"
"s10320","eng","No"
"s10322","eng","no"
"s10327","eng","No, I have not participated in a similar study."
"s10329","eng","no"
"s10330","eng","No, I have not. "
"s10334","eng","No."
"s10338","eng","no"
"s10339","eng","no"
"s10352","eng","no"
"s10354","eng","No"
"s10362","eng","TEST"
"s10366","eng","TEST"
"s10367","eng","TEST"
"s10368","eng","No"
"s10388","eng","No I have not"
"s10397","eng","nope"
"s10402","eng","No I have not"
"s10404","eng","No I have not. "
"s10409","eng","No. "
"s10417","eng","no."
"s10423","eng","I have not."
"s10427","eng","No"
"s10430","eng","No"
"s10435","eng","NO"
"s10445","eng","No"
"s10450","eng","no "
"s10451","eng","I have not."
"s10452","eng","No."
"s10455","eng","No"
"s10456","eng","No"
"s10459","eng","No."
"s10480","eng","nope"
"s10487","eng","No, I can't say I have."
"s10489","eng","No"
"s10490","eng","No "
"s10496","eng","no "
"s10499","eng","No"
"s10502","eng","no "
"s10503","eng","No"
"s10507","eng","No"
"s10517","eng","test"
"s10518","eng","no"
"s10527","eng","No"
"s10529","eng","TEST"
"s10530","eng","no"
"s10532","eng","TEST"
"s10544","eng","No"
"s10562","eng","not a similar study"
"s10572","eng","TEST"
"s10580","eng","no"
"s10586","eng","no"
"s10587","eng","no."
"s10588","eng","No"
"s10589","eng","No"
"s10590","eng","No I have not."
"s10591","eng","no"
"s10605","eng","yes"
"s10612","eng","TEST"
"s10613","eng","No."
"s10616","eng","No I have not "
"s10621","eng","no"
"s10636","eng","no"
"s10641","eng","no"
"s10643","eng","not really"
"s10652","eng","no i have not"
"s10653","eng","Yes one with similar scenarios and questions"
"s10657","eng","TEST"
"s10660","eng","TEST"
"s10676","eng","No"
"s10677","eng","Yes another study that was very similar."
"s10678","eng","I have not participated in a study quite like this one yet, but I'd be more than happy to participate in more studies down the road. "
"s10682","eng","No I have not"
"s10697","eng","no "
"s10706","eng","I have not participated in a study similar to this one."
"s10707","eng","no"
"s10712","eng","No."
"s10713","eng","No. "
"s10720","eng","TEST"
"s10727","eng","No"
"s10733","eng","no"
"s10734","eng","TEST"
"s10740","eng","No"
"s10759","eng","TEST"
"s10766","eng","no"
"s10767","eng","No"
"s10769","eng","No."
"s10775","eng","No"
"s10776","eng","Test"
"s10796","eng","TEST"
"s10800","eng","no"
"s10802","eng","Test"
"s10805","eng","no"
"s10828","eng","No nothing like this"
"s10829","eng","Yes, I had to look at 3 different scenarios and evaluate the morality of each. "
"s10831","eng","I have not"
"s10844","eng","Yes I have completed other studies such as this one on the research website"
"s10847","eng","No I have not"
"s10852","eng","Similar to this exact study I have not."
"s10860","eng","no."
"s10863","eng","No"
"s10864","eng","I have participated in studies that describe scenarios and follow up with similar questions."
"s10865","eng","No, I haven't, which is why I found this one quite interesting."
"s10866","eng","No I have not. "
"s10867","eng","No I have not"
"s10868","eng","No"
"s10870","eng","I have not participated in a similar study."
"s10871","eng","no. "
"s10872","eng","I have participated in other psychological studies, but none that were similar to this."
"s10873","eng","I have not "
"s10874","eng","I have not."
"s10875","eng","no"
"s10876","eng","no"
"s10878","eng","No."
"s10880","eng","I have not."
"s10885","eng","No I have not"
"s10886","eng","no"
"s10890","eng","No"
"s10891","eng","No"
"s10894","eng","Nope"
"s10905","eng","no"
"s10907","eng","no"
"s10909","eng","No "
"s10911","eng","No"
"s10912","eng","no"
"s10913","eng","No"
"s10920","eng","No."
"s10921","eng","yes"
"s10922","eng","N/A"
"s10927","eng","TEST"
"s10929","eng","TEST"
"s10930","eng","TEST"
"s10931","eng","Test"
"s10933","eng","Test"
"s10935","eng","Not really"
"s10940","eng","Not really."
"s10942","eng","No"
"s10943","eng","No"
"s10947","eng","TEST"
"s10948","eng","Never"
"s10949","eng","Test"
"s10950","eng","TEST"
"s10957","eng","Test"
"s10958","eng","no"
"s10961","eng","Test"
"s10962","eng","NO"
"s10963","eng","No"
"s10964","eng","No"
"s10967","eng","Not really."
"s10968","eng","No"
"s10972","eng","Test"
"s10981","eng","No"
"s10982","eng","Yes, I participated in an online study in which I read scenarios and made judgments based on those situations. "
"s10983","eng","I have not"
"s10984","eng","No, I have not."
"s10986","eng","no"
"s10987","eng","No, I have not"
"s10993","eng","I have participated in no such study."
"s10999","eng","No"
"s11000","eng","I have done lots of survey based research studies, but I don't think I've done anything related to language or word choice. "
"s11003","eng","no"
"s11004","eng","No, I have not participated in a similar study."
"s11005","eng","I have not
"
"s11007","eng","No, I have not."
"s11008","eng","not a study that is to simlar to this "
"s11010","eng","no "
"s11012","eng","No"
"s11016","eng","No"
"s11017","eng","Yes, I did a study where there were three variations of the classic trolley problem."
"s11020","eng","Not really"
"s11023","eng","No I haven't. "
"s11024","eng","no i have not "
"s11027","eng","Test"
"s11028","eng","I have not"
"s11030","eng","No"
"s11031","eng","no "
"s11033","eng","no"
"s11034","eng","no"
"s11035","eng","No, never."
"s11037","eng","no"
"s11042","eng","no"
"s11047","eng","No"
"s11054","eng","no"
"s11061","eng","no"
"s11068","eng","No."
"s11070","eng","no"
"s11071","eng","No"
"s11074","eng","No"
"s11075","eng","No"
"s11077","eng","no I have not"
"s11082","eng","No"
"s11091","eng","no "
"s11096","eng","No, I have not yet participated in a similar study."
"s11097","eng","No, never."
"s11100","eng","nope"
"s11110","eng","No."
"s11117","eng","No"
"s11123","eng","No"
"s11125","eng","no."
"s11126","eng","not that I recall"
"s11127","eng","no"
"s11128","eng","no "
"s11182","eng","No"
"s11208","eng","Sort of, but not with the same prompts."
"s11227","eng","No"
"s11228","eng","no. "
"s11229","eng","No, I have not
"
"s11232","eng","No"
"s11233","eng","no"
"s11251","eng","No."
"s11258","eng","Not identical to this"
"s11262","eng","No"
"s11267","eng","no"
"s11276","eng","No "
"s11280","eng","never"
"s11281","eng","no"
"s11292","eng","No"
"s11294","eng","No"
"s11303","eng","no"
"s11307","eng","no"
"s11328","eng","No"
"s11331","eng","No"
"s11333","eng","no"
"s11336","eng","Not really, just other studies."
"s11337","eng","No, I have not "
"s11339","eng","No"
"s11340","eng","No"
"s11347","eng","No"
"s11351","eng","no"
"s11353","eng","no"
"s11369","eng","No "
"s11372","eng","no"
"s11375","eng","I have not."
"s11376","eng","No, I haven't"
"s11385","eng","No I have not "
"s11390","eng","no"
"s11396","eng","no"
"s11398","eng","no"
"s11406","eng","no"
"s11408","eng","no i have not."
"s11409","eng","No"
"s11410","eng","No I haven't"
"s11411","eng","No"
"s11412","eng","No"
"s11414","eng","nope"
"s11423","eng","No "
"s11428","eng","I don't think so, however I have participated in surveys before with likert scales"
"s11446","eng","Yes, same methods were used when asking for  my opinion. "
"s11448","eng","n/a"
"s11455","eng","No "
"s11457","eng","No"
"s11474","eng","No"
"s11481","eng","no"
"s11488","eng","no"
"s11491","eng","No"
"s11509","eng","No"
"s11525","eng","No."
"s11536","eng","I've participated in studies where you have to read scenarios and answer questions related to them them but I haven't done studies investigating the same thing as this one. "
"s11540","eng","No, I have never participated in a study like this"
"s11543","eng","No"
"s11546","eng","No"
"s11556","eng","No not quite like this one"
"s11557","eng","no"
"s11560","eng","Not similar to this one"
"s11571","eng","I cant recall one like this "
"s11573","eng","No"
"s11574","eng","No I haven't "
"s11579","eng","No."
"s11598","eng","no"
"s11599","eng","No."
"s11600","eng","no"
"s11603","eng","no"
"s11612","eng","No"
"s11613","eng","no "
"s11638","eng","No not reallly "
"s11640","eng","No"
"s11646","eng","No"
"s11648","eng","No"
"s11657","eng","No I have not participated in a similar study."
"s11661","eng","No"
"s11676","eng","No"
"s11678","eng","No"
"s11680","eng","no"
"s11684","eng","no"
"s11689","eng","No"
"s11693","eng","no"
"s11696","eng","No."
"s11697","eng","no"
"s11704","eng","I have not participated in a study like this, it is original"
"s11708","eng","No"
"s11709","eng","No"
"s11710","eng","No"
"s11712","eng","No I have not "
"s11713","eng","No"
"s11715","eng","No"
"s11717","eng","no"
"s11718","eng","No."
"s11719","eng","no"
"s11720","eng","No, the studies I had chosen were more about mental health, so I enjoyed this one."
"s11723","eng","no i havent "
"s11724","eng","No I have not"
"s11728","eng","TEST"
"s11729","eng","no"
"s11730","eng","TEST"
"s11737","eng","No"
"s11738","eng","nope"
"s11739","eng","nope"
"s11740","eng","no"
"s11741","eng","No."
"s11744","eng","no "
"s11748","eng","No."
"s11749","eng","no"
"s11750","eng","No"
"s11755","eng","no"
"s11757","eng","No I have not"
"s11759","eng","No"
"s11766","eng","yes but not for compression. "
"s11768","eng","no "
"s11769","eng","Nothing similar, no."
"s11771","eng","no"
"s11773","eng","I have never participated in a study regarding language. I really enjoyed it."
"s11776","eng","no, I can't say I have."
"s11778","eng","Yes, I have participated in different SONA studies. In one I had to read a report and then was prompted to choose the answers that I believed to be true."
"s11779","eng","No, this is the first study that I have done like this. "
"s11783","eng","No."
"s11785","eng","No"
"s11786","eng","no"
"s11787","eng","No."
"s11789","eng","No"
"s11791","eng","Yes, it gave me the same scenarios however with slightly different outcomes"
"s11793","eng","No."
"s11795","eng","no"
"s11796","eng","Never "
"s11798","eng","No."
"s11799","eng","No"
"s11800","eng","no"
"s11801","eng","no"
"s11803","eng","No, I have not. "
"s11804","eng","No"
"s11805","eng","No "
"s11806","eng","No"
"s11807","eng","No, I have not"
"s11809","eng","no"
"s11810","eng","No."
"s11811","eng","no"
"s11813","eng","no"
"s11814","eng","No"
"s11815","eng","Not really"
"s11817","eng","no"
"s11818","eng","No"
"s11820","eng","no"
"s11821","eng","no i have not"
"s11822","eng","No"
"s11823","eng","No"
"s11824","eng","no, it's my first time"
"s11825","eng","no"
"s11826","eng","I have never participated in any study."
"s11827","eng","No "
"s11828","eng","no"
"s11843","eng","no"
"s11845","eng","No"
"s11846","eng","no"
"s11847","eng","No. "
"s11848","eng","no I have not "
"s11850","eng","I have participated in a similar study where questions were asked about court cases and then I had to answer questions and give a short opinion on the different case studies."
"s11853","eng","No"
"s11854","eng","no I have not"
"s11855","eng","no"
"s11858","eng","no"
"s11859","eng","no"
"s11861","eng","No i have not "
"s11862","eng","No"
"s11863","eng","no"
"s11864","eng","no ,I enjoyed this simple one but I found it nice that it make you think that it's gonna be harder than it really is"
"s11869","eng","Never"
"s11870","eng","no"
"s11871","eng","No, I have never participated in a study like this. "
"s11872","eng","No."
"s11874","eng","no"
"s11875","eng","no"
"s11878","eng","no"
"s11883","eng","No"
"s11884","eng","No, I have not."
"s11887","eng","No"
"s11890","eng","never have "
"s11891","eng","No I have not"
"s11892","eng","No"
"s11893","eng","no"
"s11894","eng","No, not previously. "
"s11896","eng","Not yet. "
"s11897","eng","No"
"s11899","eng","No"
"s11900","eng","No."
"s11902","eng","Not really"
"s11903","eng","No"
"s11904","eng","No I haven't."
"s11905","eng","No"
"s11909","eng","No"
"s11910","eng","No"
"s11914","eng","no"
"s11916","eng","no,never"
"s11917","eng","I have not participated in a similar study."
"s11921","eng","No"
"s11924","eng","no"
"s11925","eng","No I have not. "
"s11928","eng","No"
"s11929","eng","No"
"s11932","eng","no"
"s11933","eng","No"
"s11936","eng","I dont think i have participated in a study like this before. Very interesting."
"s11937","eng","no"
"s11938","eng","No."
"s11940","eng","No"
"s11942","eng","no I have not "
"s11949","eng","no"
"s11950","eng","Never."
"s11951","eng","No"
"s11952","eng","Not sure"
"s11953","eng","no"
"s11955","eng","No"
"s11956","eng","Yes, only in terms of the answering of opinion on a scale, not so much the content of the questions"
"s11957","eng","No"
"s11958","eng","no"
"s11961","eng","No"
"s11962","eng","no."
"s11964","eng","no"
"s11965","eng","No."
"s11966","eng","no , i have not. "
"s11991","eng","No."
"s11999","eng","never"
"s12000","eng","I have not."
"s12005","eng","No. "
"s12007","eng","NO "
"s12018","eng","No"
"s12020","eng","no."
"s12024","eng","No I have not"
"s12027","eng","No I have not. "
"s12028","eng","No I have not"
"s12038","eng","Never. "
"s12054","eng","no"
"s12068","eng","I have not"
"s12069","eng","Not really"
"s12071","eng","No i never have."
"s12087","eng","no"
"s12089","eng","No"
"s12182","eng","No."
"s12183","eng","no"
"s12193","eng","nope"
"s12219","eng","No. this is my first time "
"s12223","eng","no"
"s12243","eng","No"
"s12248","eng","never"
"s12272","eng","No"
"s12289","eng","not at all!"
"s12299","eng","TEST"
"s12303","eng","No"
"s12305","eng","No, I have not."
"s12306","eng","no"
"s12309","eng","no"
"s12312","eng","No"
"s12313","eng","I have not "
"s12315","eng","No"
"s12323","eng","No, first time "
"s12327","eng","no "
"s12335","eng","Test"
"s12347","eng","No"
"s12372","eng","Test"
"s12390","eng","no"
"s12430","eng","Test"
"s12511","eng","No"
"s12515","eng","No, I have not."
"s12516","eng","no I have not"
"s12518","eng","To my knowledge, I do not think I participated in a smilier study"
"s12519","eng","No"
"s12522","eng","Yes"
"s12523","eng","no"
"s12525","eng","Not really like this one no. "
"s12526","eng","I practiced in surveys but nothing that required me to read passages. "
"s12527","eng","No"
"s12529","eng","I have not"
"s12531","eng","No"
"s12532","eng","no."
"s12533","eng","no"
"s12534","eng","No "
"s12537","eng","No"
"s12538","eng","no"
"s12539","eng","No"
"s12540","eng","no "
"s12541","eng","nope."
"s12542","eng","no"
"s12543","eng","NO I have not "
"s12544","eng","no"
"s12545","eng","No."
"s12547","eng","no."
"s12550","eng","No"
"s12551","eng","nope "
"s12552","eng","No."
"s12553","eng","No i have not."
"s12555","eng","No"
"s12556","eng","I have not"
"s12557","eng","no"
"s12559","eng","no i have not."
"s12560","eng","No "
"s12562","eng","No"
"s12564","eng","No"
"s12565","eng","No"
"s12566","eng","No"
"s12569","eng","Yes - recalling an event"
"s12571","eng","No"
"s12574","eng","No "
"s12576","eng","No"
"s12577","eng","no "
"s12578","eng","no"
"s12579","eng","No I don't believe I have"
"s12580","eng","I have participated in several studies, but never in one similar to this."
"s12581","eng","No"
"s12584","eng","no"
"s12585","eng","No "
"s12586","eng","I do not think so."
"s12587","eng","No, this is the first time I participate in this kind of study."
"s12590","eng","
I jave participated in other studies using scenarios."
"s12594","eng","no"
"s12595","eng","No."
"s12596","eng","no"
"s12601","eng","no"
"s12608","eng","No."
"s12610","eng","No"
"s12612","eng","No, this is the first Language/Literature related study I have participated in. "
"s12615","eng","I participated in a study on memory."
"s12616","eng","Yes"
"s12620","eng","No"
"s12662","eng","no"
"s12687","eng","No"
"s12745","eng","i have not."
"s12790","eng","I have not. "
"s12799","eng","No"
"s12800","eng","none"
"s12807","eng","No"
"s12809","eng","No"
"s12810","eng","no"
"s12814","eng","No,  have not "
"s12816","eng","no"
"s12818","eng","no"
"s12821","eng","No"
"s12828","eng","Nope"
"s12830","eng","TEST"
"s12833","eng","I have not."
"s12843","eng","No"
"s12848","eng","no"
"s12849","eng","No"
"s12850","eng","no "
"s12853","eng","No "
"s12854","eng","No"
"s12860","eng","I have never particpated in a study like this"
"s12861","eng","N/A"
"s12863","eng","No"
"s12865","eng","No."
"s12869","eng","No. "
"s12873","eng","TEST"
"s12875","eng","No "
"s12888","eng","No."
"s12894","eng","No I have not"
"s12895","eng","I have done other studies, but nothing based purely on reading alone."
"s12896","eng","No"
"s12908","eng","No."
"s12920","eng","No"
"s12921","eng","No I have not. "
"s12923","eng","No."
"s12926","eng","no"
"s12927","eng","no"
"s12930","eng","No"
"s12931","eng","No"
"s12932","eng","No"
"s12939","eng","no"
"s12940","eng","No "
"s12941","eng","I have never participated in such a study. "
"s12942","eng","No"
"s12945","eng","No I have not."
"s12946","eng","No"
"s12949","eng","No I have not."
"s12955","eng","No"
"s12957","eng","TEST"
"s12958","eng","no I have not"
"s12959","eng","No"
"s12960","eng","I have not participated in a similar study. "
"s12961","eng","no "
"s12964","eng","No I have not participated in a similar study "
"s12965","eng","No"
"s12966","eng","No"
"s12969","eng","no"
"s12975","eng","No"
"s12976","eng","no"
"s12977","eng","No"
"s12986","eng","No. "
"s12987","eng","No, I have not "
"s12989","eng","I have never participated in a study before this."
"s12990","eng","no"
"s12992","eng","I have not. "
"s12995","eng","no"
"s12996","eng","No"
"s12997","eng","no"
"s12998","eng","No"
"s13003","eng","No"
"s13012","eng","no"
"s13015","eng","No"
"s13017","eng","No"
"s13020","eng","I have not participated in a study similar to this"
"s13021","eng","No"
"s13022","eng","No."
"s13023","eng","No."
"s13026","eng","No "
"s13029","eng","No, this is my first research study."
"s13030","eng","I have not."
"s13033","eng","no"
"s13036","eng","Yes, it was this almost exact same study. However, the wording and possibly the some of the lines in each story changed a bit to confuse the reader. "
"s13037","eng","No"
"s13039","eng","No i haven't"
"s13042","eng","No, this is my first time participating in a study."
"s13043","eng","No"
"s13047","eng","no"
"s13049","eng","no"
"s13053","eng","No"
"s13054","eng","yes i have participated in a similar study. in that study, i was provided with 5 different scinerios and those scenerios were difficult to understand and it made me feel very confused but a diagram of the scenerio was provided for better understandng of the scenerio. however, i forgot the aim of the study."
"s13055","eng","No I haven’t "
"s13057","eng","no"
"s13059","eng","no"
"s13061","eng","no "
"s13062","eng","no"
"s13066","eng","no"
"s13067","eng","No. "
"s13068","eng","No."
"s13069","eng","No."
"s13070","eng","No. "
"s13071","eng","no, this is the first one like this."
"s13072","eng","No I haven't"
"s13074","eng","NO"
"s13076","eng","No"
"s13078","eng","No"
"s13080","eng","No"
"s13082","eng","No"
"s13083","eng","No "
"s13086","eng","No, I have not participated in a similar study before."
"s13088","eng","No, I have never taken part in a similar study."
"s13091","eng","no"
"s13094","eng","none"
"s13096","eng","To my knowledge, no."
"s13101","eng","No"
"s13102","eng","Yes! In college i took part in a class research project."
"s13107","eng","No"
"s13109","eng","no"
"s13110","eng","no"
"s13114","eng","no"
"s13117","eng","Yes once about the effects of enlisting in the military and how motivated individuals were to return. "
"s13122","eng","No"
"s13123","eng","No"
"s13126","eng","N/A"
"s13128","eng","no. "
"s13130","eng","no"
"s13136","eng","I have never participated in a similar study."
"s13137","eng","NO"
"s13138","eng","NO "
"s13139","eng","No, I have not."
"s13146","eng","no"
"s13147","eng","no"
"s13148","eng","No I have not"
"s13149","eng","no."
"s13150","eng","Yes. Was similar study on the Aula platform with angry and dangerous faces."
"s13154","eng","no"
"s13155","eng","No."
"s13156","eng","I have participated in a study with words, not language precisely. It was memorizing a list of words that were displaying on a presentation while hearing an audio and taking a quiz right after to see how much was remembered."
"s13162","eng","No"
"s13163","eng","No. "
"s13165","eng","No"
"s13168","eng","No"
"s13172","eng","As far as I remember, this was my first. "
"s13173","eng","I have never participated in a similar study."
"s13174","eng","No"
"s13177","eng","Yes, I participated in a study where I had to view images and respond to them in a similar manner to this study. "
"s13179","eng","no. "
"s13182","eng","No"
"s13183","eng","No, I have not"
"s13186","eng","No, this is my first research study"
"s13192","eng","No, I have not. "
"s13193","eng","nope"
"s13201","eng","no "
"s13203","eng","no"
"s13204","eng","No I have not."
"s13205","eng","no"
"s13208","eng","no"
"s13211","eng","No"
"s13215","eng","no"
"s13216","eng","i have not"
"s13220","eng","No"
"s13222","eng","No"
"s13223","eng","I have not."
"s13226","eng","No, I have not participated in a study similar to this one. "
"s13227","eng","Yes, with man faces.  I needed to chose: I see aggressive or normal face."
"s13228","eng","No"
"s13230","eng","No"
"s13231","eng","No I have not participated in a similar study "
"s13233","eng","No"
"s13236","eng","No I have not participated in a similar study."
"s13237","eng","No"
"s13240","eng","I have never participated in a study before."
"s13242","eng","no"
"s13247","eng","no"
"s13249","eng","I have not!"
"s13253","eng","no"
"s13261","eng","No"
"s13263","eng","No"
"s13268","eng","no"
"s13269","eng","I have not participated in a similar study."
"s13270","eng","No"
"s13273","eng","no"
"s13276","eng","No"
"s13282","eng","no this is the first study i have taken part in."
"s13287","eng","No"
"s13290","eng","this is the first time i have participated in a study"
"s13294","eng","This was my first time participating in a research study"
"s13297","eng","no"
"s13300","eng","No, I have not."
"s13303","eng","No "
"s13304","eng","I believe so, """"""""Attitudes Towards Educational Policies"""""""" study checked if we are really reading everything and not just skipping the information with random answers. Although studies had different goals, I find it similar."
"s13305","eng","no"
"s13307","eng","no"
"s13308","eng","I recently participated in a study looking at morals. Different scenarios were given that described different moral situations and after reading I had to answer questions about the scenarios."
"s13316","eng","yes, I have done more research but not of the same theme"
"s13317","eng","NO."
"s13318","eng","no"
"s13322","eng","no, this was my first time"
"s13326","eng","No"
"s13332","eng","No"
"s13334","eng","No i have not."
"s13335","eng","no"
"s13338","eng","No, this is the first study i have gone through of its kind."
"s13340","eng","No I can not say I have. "
"s13341","eng","No"
"s13344","eng","no "
"s13345","eng","Not that I remember"
"s13349","eng","no "
"s13350","eng","No."
"s13351","eng","no"
"s13352","eng","no"
"s13354","eng","No,  I have never participated in a study like this before. "
"s13360","eng","No I have not."
"s13361","eng","No."
"s13362","eng","No"
"s13370","eng","No."
"s13373","eng","No"
"s13376","eng","No"
"s13378","eng","no"
"s13380","eng","not yet "
"s13384","eng","No"
"s13385","eng","No."
"s13388","eng","no "
"s13390","eng","no I have not "
"s13402","eng","No"
"s13403","eng","no"
"s13404","eng","no"
"s13405","eng","No"
"s13407","eng","No"
"s13408","eng","No"
"s13409","eng","no"
"s13418","eng","no"
"s13422","eng","No."
"s13426","eng","no "
"s13429","eng","No"
"s13432","eng","no "
"s13434","eng","No"
"s13438","eng","Yes..It was based with the same research questions"
"s13446","eng","No."
"s13448","eng","I have not participated in a similar study. "
"s13454","eng","No"
"s13455","eng","No."
"s13476","eng","No I haven't."
"s13477","eng","I have not participated in a similar study."
"s13480","eng","No"
"s13484","eng","No."
"s13492","eng","No"
"s13502","eng","No, I have never participated in a study before."
"s13505","eng","This is the first study I ever participated in."
"s13511","eng","No"
"s13512","eng","I have not participated in a similar study."
"s13513","eng","no"
"s13518","eng","No, this is my first time participating in a study."
"s13523","eng","No"
"s13524","eng","no"
"s13527","eng","No I have not participated in a similar study."
"s13530","eng","No"
"s13531","eng","No."
"s13532","eng","No"
"s13535","eng","No"
"s13551","eng","I have not. "
"s13554","eng","no i havent"
"s13557","eng","I have not"
"s13561","eng","No I have not."
"s13563","eng","No"
"s13564","eng","No"
"s13565","eng","No"
"s13566","eng","no"
"s13568","eng","no"
"s13571","eng","Yes I did a study based on stressed last semester in a simulation setting in person"
"s13572","eng","I have not participated in a similar study. "
"s13573","eng","No"
"s13575","eng","No I have not."
"s13577","eng","I have not. "
"s13578","eng","no"
"s13580","eng","No, this is the first study I have ever participated in. "
"s13583","eng","No I have not this is my first time participating in one. "
"s13586","eng","No"
"s13588","eng","No"
"s13594","eng","No. "
"s13604","eng","No"
"s13607","eng","I have recently done a study involving human decisions where I had to sort out words and people and create prison sentences for each."
"s13612","eng","No"
"s13614","eng","No, not at all"
"s13616","eng","No"
"s13617","eng","No I have not."
"s13620","eng","no "
"s13624","eng","yes, I had to rate how interesting a set of phrases were."
"s13625","eng","No"
"s13626","eng","No."
"s13630","eng","no"
"s13631","eng","I have not"
"s13633","eng","No"
"s13634","eng","No"
"s13635","eng","No."
"s13637","eng","no"
"s13639","eng","I have not "
"s13640","eng","No"
"s13641","eng","No, I have never participated in a similar study"
"s13643","eng","No "
"s13646","eng","No, not similar."
"s13652","eng","No"
"s13653","eng","No"
"s13659","eng","no"
"s13660","eng","No I have not."
"s13661","eng","No"
"s13662","eng","no"
"s13665","eng","no"
"s13666","eng","no."
"s13670","eng","I have never participated in a study. "
"s13677","eng","No"
"s13681","eng","no"
"s13682","eng","no"
"s13684","eng","No"
"s13689","eng","no"
