StartDate,EndDate,Country,Progress,Duration__in_seconds_,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_1,collective_narcis_2,collective_narcis_3,national_identity_1,national_identity_2,conspiracy_theories_1,conspiracy_theories_2,conspiracy_theories_3,conspiracy_theories_4,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self_control_1,trait_self_control_2,trait_self_control_3,trait_self_control_4,self_esteem_1,Q108_1,narcissism_1,narcissism_2,narcissism_3,narcissism_4,narcissism_5,narcissism_6,moral_identity_1,moral_identity_2,moral_identity_3,moral_identity_4,moral_identity_5,moral_identity_6,moral_identity_7,moral_identity_8,moral_identity_9,moral_identity_10,risk_perception_1,risk_perception_2,political_ideology_1,moral_circle1,health_1,CRT1,CRT2,CRT3,sex,sex_3_TEXT,age,marital,children,employment,employment_6_TEXT,ladder_answer,urban,tested_positive,know_tested_positive,no_bots,No_bots_correct,age_rec,sex_rec,edu_rec,geo_rec,vote.recall_rec,weight,weight_trimmed_0.999,weight_trimmed_0.995,weight_trimmed_0.990
05/01/2020,05/02/2020,MEX,100,91250,1,05/02/2020,R_21ExsaLBrke0B0s,email,ES,1,9,1,7,8,8,8,8,8,7,10,7,7,9,9,9,10,70,20,7,7,7,8,9,10,9,6,3,6,6,6,9,8,7,1,2,7,7,8,7,8,4,6,8,8,8,7,7,8,10,9,1,1,9,8,6,6,2,7,6,5,9,9,7,3,7,6,2,8,7,9,0,10,7,10,7,50,3,4,1, ,53,1,1,1, ,7,1,1,1,213,1,3,1,1,2,3,3.436593919,3.459700397,3.497556231,3.514369003
05/01/2020,05/01/2020,MEX,100,2261,1,05/01/2020,R_21icYeL1ebJa2ee,email,ES,1,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,80,15,5,8,8,9,9,9,10,10,2,2,2,2,2,10,10,10,0,2,9,9,9,9,5,0,0,10,10,9,9,9,10,9,10,1,0,10,6,2,4,0,10,9,0,10,10,9,0,10,10,0,10,10,10,20,20,1,16,8,25,3,7,1, ,48,1,0,1, ,3,1,1,1,213,1,2,1,2,4,1,0.047477027,0.070583505,0.108439339,0.125252111
05/01/2020,05/01/2020,MEX,100,2440,1,05/01/2020,R_21zXnqKlvAd5BZa,email,ES,1,10,10,10,10,10,10,10,10,9,10,8,8,8,10,10,90,8,2,10,10,5,5,5,10,10,1,1,1,1,3,10,10,10,1,8,8,9,9,9,5,1,1,10,10,10,9,10,10,9,9,0,9,10,0,6,1,1,1,1,1,10,10,1,5,8,7,0,0,0,7,50,80,6,16,9,50,3,8,1, ,62,3,2,6, ,7,1,1,1,213,1,3,1,2,2,4,1.02E-05,0.023116648,0.060972482,0.077785253
05/05/2020,05/05/2020,MEX,98,1569,0,05/06/2020,R_22Gm75IPXGSQuy5,anonymous,ES,1,10,2,10,10,10,10,10,10,10,10,10,10,10,10,10,80,10,10,8,9,5,5,5,10,10,0,0,0,0,5,9,9,10,0,1,10,8,10,8,8,8,8,8,8,10,10,9,10,8,10,2,6,10,0,2,6,0,8,7,0,10,10,10,0,10,8,0,0,8,10,20,20,2,9,8,25,300,7,2, ,31,2,0,2, ,6,1,1,1,213,1,1,2,2,3,1,0.02484661,0.047953088,0.085808922,0.102621694
4/30/2020,4/30/2020,MEX,100,599,1,4/30/2020,R_22LnyS5MXWdiofq,email,ES,1,10,2,9,9,10,10,10,7,3,6,9,9,9,9,9,50,0,50,3,7,0,7,7,10,10,0,0,0,0,9,10,7,6,0,4,6,6,6,6,6,6,6,6,8,10,10,10,10,2,7,9,8,2,8,7,6,6,10,4,5,10,7,2, ,6,2,4,7,7,8,60,70,3,4,8,50,3,7,1, ,28,2,0,1, ,3,1,1,1,213,1,1,1,2,2,1,0.065424568,0.088531045,0.12638688,0.143199651
05/02/2020,05/02/2020,MEX,100,2545,1,05/02/2020,R_22ofdWejLVxT8jd,email,ES,1,10,1,8,9,10,9,8,10,8,9,8,10,9,9,10,60,20,20,9,9,5,8,8,10,10,5,8,8,8,1,9,9,9,5,1,5,8,8,8,5,5,2,10,10,9,10,10,10,9,9,2,2,10,10,5,5,2,5,5,2,10,10,9,1,9,10,2,10,10,9,0,50,5,16,9,50,1,4,1, ,78,1,2,6,Jubilado,6,1,1,1,213,1,4,1,2,1,1,0.000322616,0.023429094,0.061284928,0.078097699
05/04/2020,05/05/2020,MEX,100,6378,1,05/05/2020,R_22RDtS6ocBDql2R,email,ES,1,10,0,10,10,10,10,10,10,10,10,0,3,1,9,10,0,50,50,9,9,5,5,5,10,10,5,0,0,0,0,10,10,10,0,0,5,5,5,5,5,5,5,10,10,10,10,10,10,10,9,0,0,10,0,0,0,0,5,5,0,7,8,0,0,0,0,9,0,0,0,0,20,7,10,9,50,900,7,1, ,65,3,3,1, ,3,1,1,2,213,1,4,1,2,3,2,7.72E-05,0.02318369,0.061039525,0.077852296
05/04/2020,05/04/2020,MEX,100,13888,1,05/04/2020,R_22RF84eZAsg360e,email,ES,1,4,0,9,10,10,10,10,10,9,10,8,8,8,10,10,50,35,15,8,6,6,8,8,10,10,5,5,5,5,4,10,10,10,0,0,10,10,10,10,8,9,10,10,10,10,9,9,8,8,10,7,0,9,7,0,0,0,3,0,0,10,10,1,0,10,8,0,0,5,10,50,50,5,16,9,0.25,100,3,2, ,57,1,2,1, ,8,1,1,2,213,1,3,2,1,3,2,0.959320243,0.982426721,1.020282555,1.037095327
05/02/2020,05/02/2020,MEX,100,2714,1,05/02/2020,R_22VctYEi7xqGg1Q,email,ES,1,2,7,10,9,10,10,10,10,5,9,10,9,9,10,10,0,75,25,6,6,5,5,5,10,10,1,0,5,5,2,10,10,10,0,5,10,10,10,10,10,2,0,9,9,9,6,8,8,8,10,4,0,7,0,2,5,0,7,8,0,10,10,10,0,9,8,2,9,5,10,50,50,3,14,9,25,3,7,1, ,35,1,0,1, ,4,2,1,1,213,1, , , , , , , , , 
05/04/2020,05/04/2020,MEX,100,1189,1,05/04/2020,R_22Wv58ZKnlR3ibL,anonymous,ES,1,8,3,9,10,10,9,8,10,9,9,1,0,1,0,0,50,35,15,8,8,8,8,8,10,10,1,0,0,1,8,10,9,10,9,8,7,8,7,6,6,7,2,8,8,9,9,9,9,7,9,9,4,8,8,1,1,6,8,6,3,9,9,8,3,8,8,1,7,8,9,80,80,7,1,8,50,3,7,2, ,37,2,1,1, ,3,1,1,1,213,1,2,2,2,3,4,0.002695377,0.025801855,0.063657689,0.080470461
05/01/2020,05/01/2020,MEX,100,2100,1,05/01/2020,R_231A8i4ktgpigZa,email,ES,1,3,6,9,9,9,7,7,7,4,10,7,7,7,7,7,30,35,35,2,6,6,6,5,9,9,10,7,10,8,1,1,9,9,8,3,4,6,7,7,7,3,3,8,9,6,8,8,9,6,8,3,1,9,0,8,6,2,6,6,7,10,9,9,0,9,7,0,8,8,9,80,80,9,3,10,50,3,7,1, ,27,3,1,6,Negocio propio,5,1,1,1,213,1,1,1,2,3,3,0.02434965,0.047456128,0.085311962,0.102124734
05/04/2020,05/04/2020,MEX,100,1890,1,05/04/2020,R_23316CGvDn9J9XV,anonymous,ES,1,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,85,10,5,9,8,5,9,5,10,10,0,0,0,0,5,10,10,10,0,0,9,9,10,10,7,7,10,10,10,10,10,10,10,8,10,0,8,10,0,0,0,0,1,6,0,10,10,9,0,9,8,0,5,5,10,20,50,5,7,8,50,3,4,2, ,67,3,2,5, ,4,1,1,2,213,1,4,2,2,4,5,0.007217307,0.030323785,0.068179619,0.084992391
05/03/2020,05/03/2020,MEX,100,3893,1,05/03/2020,R_233lR0GAGZOodAA,email,ES,1,9,1,9,9,10,9,10,10,0,9,9,8,8,8,10,0,60,40,6,7,5,3,2,9,6,8,3,8,7,2,10,10,10,1,3,8,9,8,6,5,7,10,6,8,6,8,8,7,7,4,8,5,4,0,3,5,1,5,5,2,7,7,5,5,5,5,3,1,5,8,20,20,3,8,7,25,3,7,1, ,35,3,0,2, ,6,1,1,2,213,1,2,1,2,4,1,0.047477027,0.070583505,0.108439339,0.125252111
05/01/2020,05/01/2020,MEX,100,1102,1,05/01/2020,R_23J7IsofHL0LoOd,email,ES,1,9,0,10,10,10,10,10,10,10,10,10,10,10,10,10,50,50,0,4,5,0,0,0,10,5,0,0,0,0,0,10,0,10,0,0,2,5,9,9,5,5,9,7,10,8,8,9,10,9,10,5,0,9,0,0,0,0,0,0,0,10,10,9,0,8,8,2,0,8,9,80,100,5,5,9,25,3,7,2, ,40,3,2,2, ,1,1,1,1,213,1,2,2,2,1,1,0.053051615,0.076158093,0.114013927,0.130826699
05/04/2020,05/04/2020,MEX,98,1022,0,05/04/2020,R_23TWDM8xAORNKgQ,anonymous,ES,1,8,8,8,9,10,7,10,9,6, ,10,9,2,3,8,0,100,0,7,8,5,5,5,8,5,8,0,0,0,1,9,9,9,0,8,7,8,9,8,8,1,1,9,9,6,8,0,6,9,8,1,1,8,0,5,3,6,4,5,1,5,7,5,0,0,6,2,4,3,5,10,40,7,6,9,50,3,4,1, ,54,1,0,2, ,3,1,1,1,213,1, , , , , , , , , 
05/03/2020,05/03/2020,MEX,100,1876,1,05/03/2020,R_247qq8yoWAh6zG2,email,ES,1,10,0,1,10,10,10,10,10,10,10,10,10,10,10,10,40,30,30,10,9,8,9,5,10,10,10,1,5,9,8,10,10,10,1,9,8,8,8,1,3,9,2,9,10,9,9,9,9,10,10,3,2,9,9,1,2,1,7,1,0,9,10,3,10,10,10,10,5,10,7,10,10,9,9,10,50,1,16,2, ,36,3,2,1, ,7,1,1,1,213,1,2,2,2,3,1,0.010540426,0.033646904,0.071502738,0.08831551
05/03/2020,05/03/2020,MEX,89,1374,0,05/03/2020,R_247SaU5FgRvZg1I,email,ES, ,9,1,8,8,9,9,9,9,7,9,3,2,1,5,4,95,5,0,2,2,6,7,6,8,8,9,9,9,9,8,4,7,7,2,4,8,8,9,7,4,8,8,4,4,6,7,7,6,2,10,2,3,4,1,6,6,4,7, ,4,8,8,8,2,8,7,8,8,7,8,20,30,8,5,5,50,3,0.08,1, ,64,3,2,3, ,7,1,1,1,213,1,3,1,2,1,2,1.26E-05,0.023119116,0.06097495,0.077787722
05/04/2020,05/04/2020,MEX,100,3164,1,05/04/2020,R_247zI4H3Rc5Zsut,anonymous,ES,1,10,6,10,10,10, , ,8,8,8,10,8,7,10,10,0,100,0,6,7,0,5,5,10,10,0,0,0,0,0,10,10,10,0,0,5,8,3,7,5,2,0,10,10,5,5,5,9,2,7,9,7,7,0,2,5,0,5,0,0,10,7,5,0,5,7,0,0,0,9,30,50,5,10,6,25,3,7,2, ,30,3,0,1, ,6,1,1,1,213,1,1,2,2,1,4,0.0136225,0.036728978,0.074584812,0.091397584
4/30/2020,4/30/2020,MEX,100,3082,1,4/30/2020,R_24Bf93U238Kp2tn,email,ES,1,10,0,10,10,10,10,7,10,10,10,10,10,10,10,10,0,0,100,8,7,0,4,6,10,10,10,0,0,0,0,10,10,10,0,0,0,0,0,10,10,10,0,10,10,9,9,10,10,0,10,0,10,9,9,7,0,0,8,10,0,10,10,8,0,10,10,6,9,8,10,20,20, ,7,9,25,300,4,2, ,40,3,1,1, ,5,2,1,1,213,1,2,2,2,4,3,0.000104419,0.023210896,0.061066731,0.077879502
05/04/2020,05/04/2020,MEX,100,7565,1,05/04/2020,R_24dWY2XHbR9XX7o,email,ES,1,9,0,10,10,10,10,9,10,9,10,10,8,10,10,10,25,60,15,9,8, , , ,10,10,6,0,0,2,7,10,10,10,1,2,9,8,6,10,7,10,10,10,10,7,9,8,9,8,10,7,2,9,5,2,10,1,8,7,0,9,8,4,2,6,3,2,7,3,7,70,90, ,11,8,25,3,2,1, ,39,3,2,1, ,5,1,1,2,213,1, , , , , , , , , 
05/04/2020,05/04/2020,MEX,89,1012,0,05/06/2020,R_24j6UDlP7LWg6rK,email,ES,1,9,1,9,9,9,9,8,9,5,9,1,8,1,6,7,10,80,10,6,6,1,9,5,9,9,1,2,2,3,2,10,9,9,0,1,3,3,7,6,3,1,3,8,6,8,8,8,8,9,8,6,3,7,8,2,6,0,8,6,1,9,8,2,2,7,7,6,0,1,5,60,60,3,6,7,50,3,4,1, ,34,1,1,1, ,8,1,1,2,213,1,1,1,2,3,1,0.032012328,0.055118805,0.09297464,0.109787411
05/02/2020,05/02/2020,MEX,100,1586,1,05/02/2020,R_24OebHta5mMOJNw,email,ES,1,8,8,9,9,10,10,10,10,10,10,3,5,0,10,8,50,50,0,3,5,2,2,2,9,7,5,2,5,5,3,0,0,0,1,0,7,9,9,9,9,5,2,9,9,8,8,9,6,2,9,9,8,7,7,3,8,0,8,3,2,9,9,9,0,4,8,3,9,6,9,50,50,5,16,8,50,300,4,2, ,41,3,2,6,Empresaria,3,1,1,2,213,1,2,2,2,2,2,0.013690858,0.036797336,0.07465317,0.091465942
05/01/2020,05/02/2020,MEX,100,52456,1,05/02/2020,R_24wU9lIHOKRLrNv,email,ES,1,9,0,4,3,9,7,6,3,0,10,2,8,6,10,10,50,30,20,4,4,5,6,8,10,10,0,0,0,0,4,8,8,9,0,3,5,4,8,5,4,6,8,4,4,7,8,8,8,6,5,9,6,5,0,4,4,4,5,5,4,7,4,0,0,3,5,4,0,1,8,20,30,7,4,7,25,3,7,1, ,53,2,3,1, ,9,1,1,1,213,1,3,1,1,1,5,27.16881256,27.19191904,22.90038728,20.3899788
4/30/2020,4/30/2020,MEX,100,3437,1,4/30/2020,R_25i7CTEtokxTc3L,email,ES,1,10,0,10,10,10,10,10,10,10,10,0,0,0,10,0,0,100,0,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,0,0,10,0,0,0,0,10,10,0,10,10,0,0,10,10,0,10,10,0,0,50,9,6,10,150,3,1,1, ,61,3,2,6,Soy empresario,1,1,1,2,213,1,3,1,2,3,2,0.001131988,0.024238466,0.0620943,0.078907072
05/04/2020,05/04/2020,MEX,98,1540,0,05/06/2020,R_25tspDADDYTxqc9,email,ES,1,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,34,33,33,8,7,5,5,5,1,0,8,7,8,8,0,10,10,10,0,0,5,9,9,9,7,9,9,10,10,5,5,5,8,9,9,1,1,9,8,5,5,5,5,5,5,10,10,8,0,10,10,0,10,8,10,30,30,3,9,7,50,3,3,1, ,60,3,3,3, ,4,1,1,1,213,1,3,1,2,3,4,0.000237692,0.023344169,0.061200004,0.078012775
05/07/2020,05/07/2020,MEX,100,2351,1,05/07/2020,R_25X6DRW865tMNDj,anonymous,ES,1,9,6,10,10,10,10,10,10,10,10,8,9,7,10,10,30,55,15,7,3,8,8,10,10,10,8,2,8,8,1,10,10,10,0,0,8,8,6,8,6,3,1,10,7,8,9,9,9,2,10,10,1,8,8,2,6,0,8,7,0,10,8,8,0,8,6,1,9,9,9,80,80,4,12,3,30,1,3,2, ,54,1,0,1, ,6,1,1,2,213,1,3,2,2,2,1,0.009472184,0.032578662,0.070434496,0.087247267
05/03/2020,05/03/2020,MEX,89,1695,0,05/03/2020,R_262zLNDZO2kGAe7,email,ES,1,10,5,10,10,10,10,10,10,10,10,10,10,10,10,10,90,5,5,7,8,5,5,5,10,10,10,0,1,5,10,10,10,10,0,0,10,10,10,10,10,10,10,10,10,10,8,9,10,0,10,2,0,10,0,2,0,0,5,0,0,9,9,9,9,10,9,5,9,9,7,50,50,5,16,7,50,300,16,2, ,45,3,2,1, ,7,1,1,1,213,1,2,2,2,1,5,3.878643338,3.901749815,3.93960565,3.956418421
05/04/2020,05/04/2020,MEX,100,1545,1,05/04/2020,R_263F2xi0xQWYUWd,email,ES,1,10,6,9,10,10,9,10,10,9,10,9,10,7,10,10,25,50,25,8,7,5,5,4,8,6,1,1,0,0,2,10,10,10,0,0,10,9,10,7,6,5,7,8,9,7,5,8,9,7,9,6,3,7,0,5,6,0,7,5,0,9,9,5,0,6,7,0,5,6,10,70,90,5,7,8,50,900,6,2, ,32,3,1,1, ,6,1,1,1,213,1, , , , , , , , , 
4/30/2020,4/30/2020,MEX,100,2199,1,4/30/2020,R_26465kZhwEHCQaZ,email,ES,1,10,9,10,10,10,9,10,9,10,9,8,9,7,5,6,70,30,0,8,9,6,6,7,9,9,8,8,3,2,8,8,8,7,0,6,8, ,0,6,5,5,0,9,9,9,8,10,10,7,8,9,8,9,0, ,6,3,7,7,6,10,10,10,6, ,9,8,7,7,7,80,70,10,16,9,50,3,8,1, ,81,3,4,5, ,4,1,1,1,213,1,4,1,2,2,3,3.37E-05,0.023140133,0.060995967,0.077808739
05/01/2020,05/01/2020,MEX,100,9207,1,05/01/2020,R_26bYJ9GueNZdXYR,email,ES,1,10,7,9,10,10,10,10,9,8,10,9,10,9,9,10,50,30,20,8,8,0,0,0,10,10,0,0,0,0,2,10,10,10,0,0,9,8,10,9,3,10,10,10,10,10,10,10,10,8,8,5,3,10,0,1,0,0,0,8,0,5,8,1,0,4,5,1,0,0,0,0,20,5,16,8,50,3,4,1, ,28,2,0,4, ,6,1,1,2,213,1,1,1,2,3,1,0.032012328,0.055118805,0.09297464,0.109787411
05/04/2020,05/04/2020,MEX,100,4754,1,05/04/2020,R_26eVKjtWK0SM26x,email,ES,1,10,1,9,9,9,9,9,10,4,10,9,9,9,9,10,60,30,10,8,8,1,9,7,10,10,3,0,0,6,1,9,9,9,1,1,8,8,6,6,6,6,4,8,10,7,8,8,10,7,9,1,7,9,10,7,2,0,2,0,0,8,9,9,1,9,9,1,8,7,5,20,60,7,3,9,25,300,7,1, ,64,3,2,1, ,6,1,1,1,213,1,3,1,2,3,2,0.001131988,0.024238466,0.0620943,0.078907072
05/04/2020,05/04/2020,MEX,100,818,1,05/04/2020,R_26hXbgNVATEYxRF,anonymous,ES,1,8,0,7,10,10, , ,8,3,8,0,5,1,1,6,0,80,20,6,7,5,5,6,10,10,7,8,8,9,10,0,10,10,2,1,8,8,8,9,9,9,8,10,10,10,10,10,10,9,10,1,10,10,10,1,3,3,6,8,2,10,9,8,0,7,9,9,1,2,6,40,40,6,16,10,50,1,4,2, ,40,1,2,2, ,6,1,1,1,213,1, , , , , , , , , 
05/04/2020,05/04/2020,MEX,100,1388,1,05/04/2020,R_26l4kXBRn7WIcdE,email,ES,1,10,0,9,9,10,8,9,10,6,9,10,10,7,6,10,90,5,5,8,7,6,2,6,10,10,1,1,1,1,9,10,10,10,0,6,6,8,9,9,7,7,9,8,7,9,10,8,10,8,10,6,3,9,9,9,6,4,6,4,4,10,9,9,0,8,10,2,6,7,9,60,80,5,14,9,50,300,7,1, ,63,3,4,5, ,4,1,1,1,213,1,3,1,2,3,2,0.001131988,0.024238466,0.0620943,0.078907072
05/02/2020,05/03/2020,MEX,98,82481,0,05/04/2020,R_26l5YfVm0ykpVAN,email,ES,1,10,0,10,10,10,10,10,10,10,10,10,10,4,10,10,0,80,20,9,9,10,10,5,10,10,4,10,4,4,9,10,10,10,0,1,10,10,10,10,9,0,0,10,8,10,10,10,10,4,10,6,9,10,10,0,0,0,8,8,10,10,8,8,0,8,8,0,10,8,10,0,70,4,6,10,50,750,4,1, ,32,1,0,3, ,11,1,1,1,213,1,1,1,1,3,4,12.01362118,12.03672765,12.07458349,12.09139626
05/04/2020,05/04/2020,MEX,100,1170,1,05/04/2020,R_26nnHth79HHbEaV,email,ES,1,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,80,10,10,8,9,2,2,0,1,0,3,2,1,1,7,10,9,9,0,6,8,8,7,8,7,3,0,7,10,0,4,8,5,8,9,4,6,8,9,1,0,1,2,2,0,8,9,6,0,6,7,1,4,3,5,20,60,5,1,10,50,300,4,2, ,53,1,0,6,freelance,3,1,1,1,213,1,3,2,2,3,3,0.045728325,0.068834803,0.106690637,0.123503408
05/03/2020,05/03/2020,MEX,98,2849,0,05/03/2020,R_27Ciox9kI8ZgEm4,email,ES,1,10,0,8,10,10,10,10,10,10,10,10,10,10,10,10,25,50,25,7,7,0,5,5,9,6,0,0,0,0,3,10,10,10,0,0,7,7,7,5,5,5,5,8,8,7,9,10,10,7,8,7,6,9,0,2,6,0,5,6,6,10,10,4,0,6,6,0,7,6,10,30,50,3,14,9,25,100,7,2, ,31,2,0,1, ,3,1,2,2,213,1,1,2,2,3,1,0.02484661,0.047953088,0.085808922,0.102621694
05/01/2020,05/03/2020,MEX,100,172577,1,05/03/2020,R_27d6awmVY74dlgE,email,ES,1,10,5,10,10,10,10,10,10,0,10,10,10,10,10,10,0,50,50,10,6,0,9,10,10,10,0,0,0,0,0,10,10,10,0,0,10,10,10,10,10,0,0,10,10,10,10,10,10,5,10,0,0,10,0,0,10,0,5,0,0,10,10,0,0,0,10,0,0,0,6,20,50,2,7,5,50,300,4,1, ,42,3,0,6,Negocio propio,7,1,1,1,213,1,2,1,2,1,1,0.000570544,0.023677022,0.061532856,0.078345628
05/02/2020,05/02/2020,MEX,100,1466,1,05/02/2020,R_27dpJKUpdVl86NS,email,ES,1,10,0,9,10,10,10,10,10,10,10,10,10,10,10,10,50,25,25,8,7,8,8,9,10,10,5,5,5,9,1,10,10,10,7,0,10,9,5,9,8,3,1,10,10,9,9,10,9,10,10,0,0,10,0,0,5,0,5,5,0,10,10,8,0,9,9,0,8,9,5,50,50,5,9,8,50,3,12,1, ,62,3,0,1, ,4,1,1,1,213,1,3,1,2,4,1,3.26E-09,0.023106481,0.060962315,0.077775087
05/05/2020,05/05/2020,MEX,100,3157,1,05/05/2020,R_27DxNP0aaG6d4hb,email,ES,1,7,4,9,7,8,7,5,7,5,8,0,7,5,9,5,100,0,0,9,7,7,6,10,10,10,10,8,10,10,0,0,10,9,10,5,9,7,10,8,8,8,2,8,9,10,10,8,9,8,9,3,2,8,0,5,5,0,7,7,0,8,8,5,3,9,10,2,9,10,10,20,20,5,16,8,25,1,7,1, ,51,3,4,6,microempresario,3,1,1,1,213,1, , , , , , , , , 
05/03/2020,05/03/2020,MEX,100,1972,1,05/03/2020,R_27m1DZ8T3oTG01d,email,ES,1,10,0,10,10,10,10,10,10,10,10,10,10,5,8,10,70,20,10,5,7,0,0,0,10,5,0,0,0,0,1,10,10,10,0,0,5,8,10,9,5,5,10,10,9,7,9,9,10,8,10,8,0,9,0,0,0,0,0,0,0,7,5,5,0,5,5,5,5,5,5,50,80,8,11,7,50,3, ,1, ,55,3,1,2, ,6,1,1,1,213,1,3,1,2,3,2,0.001131988,0.024238466,0.0620943,0.078907072
05/05/2020,05/05/2020,MEX,98,1431,0,05/06/2020,R_27TkV73I7fDEV3u,email,ES,1,10,0,10,10,10,10,10,10,8,9,10,10,10,10,10,80,10,10,5,7,5,5,5,10,7,0,0,0,0,10,10,10,10,0,0,10,10,10,5,10,5,5,10,10,10,10,10,10,5,10,8,0,8,3,5,5,0,10,5,0,10,9,3,2,10,10,10,9,10,10,80,20,5,16,7,25,3,7,2, ,56,3,3,6,prestador de servicios sin trabajo por las circunstancias de emergencia actual,4,1,1,2,213,1, , , , , , , , , 
05/02/2020,05/02/2020,MEX,100,1401,1,05/02/2020,R_27W5hjXIQw9pFHU,email,ES,1,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,75,20,5,8,8,5,8,10,10,9,0,0,0,0,2,10,10,10,0,0,10,10,10,10,9,9,1,10,10,8,9,10,10,9,10,1,4,10,10,4,2,1,8,6,0,10,10,10,0,9,10,0,10,10,6,0,100,6,16,10,1,3,7,1, ,62,2,2,5, ,3,1,1,2,213,1,3,1,2,3,3,0.000707014,0.023813492,0.061669326,0.078482098
05/03/2020,05/03/2020,MEX,100,7967,1,05/03/2020,R_27yh5T8iaamUCfc,email,ES,1,8,4,7,8,9,7,6,7,3,9,10,10,9,10,10,70,0,30,6,6,5,5,5,10,10,8,7,8,5,7,8,8,8,1,6,8,6,8,8,6,8,4,8,5,8,8,8,10,7,10,7,0,5,6,5,4,5,5,5,7,8,8,5,8,5,7,7,5,5,7,0,0,3,2,7,25,3,8,1, ,58,3,3,1, ,6,1,1,1,213,1,3,1,1,2,1,4.518067753,4.541174231,4.579030065,4.595842837
05/01/2020,05/01/2020,MEX,100,2109,1,05/01/2020,R_28G2plj6FsFVhnQ,email,ES,1,10,0,6,8,10,10,5,10,10,10,10,8,8,8,8,50,25,25,7,8,10,10,10,9,10,10,10,10,10,10,10,10,10,0,7,10,10,10,10,8,0,0,10,10,10,10,10,10,10,10,0,0,10,5,0,5,0,10,5,5,10,10,0,0,10,10,0,8,8,10,0,0,5,10,10,50,300,1,2, ,60,3,2,6,Comerciante negocio cerrado por pandemia,2,1,1,1,213,1,3,2,2,3,3,0.045728325,0.068834803,0.106690637,0.123503408
05/04/2020,05/04/2020,MEX,100,879,1,05/04/2020,R_28NcjbpBz302rsq,anonymous,ES,1,10,2,10,10,10,10,10,10,10,10,10,10,10,10,10,90,10,0,1,2,5,5,0,7,7,0,0,0,0,5,3,7,7,1,4,10,10,10,10,10,10,10,4,9,2,10,3,1,0,4,8,9,2,5,4,8,5,10,5,3,7,10,0,0,2,0,5,8,0,9,50,80,10,1,2,50,900,4,2, ,44,1,2,2, ,8,1,1,1,213,1,2,2,2,1,4,0.013566256,0.036672734,0.074528568,0.091341339
05/04/2020,05/04/2020,MEX,100,2492,1,05/04/2020,R_28TaYq9CLw47Xqu,email,ES,1,10,7,5,10,10,10,8,10,8,10,5,10,5,10,10,80,15,5, ,2,5,5,5,10,10,5,7,7,5,8,10,10,10,0,0,7,5,10,10,7,10,10,10,10,10,4,10,10,10,10,6,0,10,5,5,5,0,10,5,5,10,8,5,0,5,6,0,10,5,10,80,90,5,9,9,25,3,4.5,1, ,58,3,2,3, ,6,1,1,1,213,1,3,1,2,3,4,0.000237692,0.023344169,0.061200004,0.078012775
05/04/2020,05/04/2020,MEX,100,798,1,05/04/2020,R_28YEt4TCSjNdpX3,anonymous,ES,1,10,10,10,10,10,10,10,10,10,10,9,10,9,10,10,60,20,20,9,8,5,5,5,10,10,0,0,0,0,0,10,10,9,0,0,9,9,10,9,9,10,10,9,9,8,5,8,2,8,9,9,8,8,0,2,5,8,5,9,0,9,7,5,5,8,9,5,9,10,0,70,70,5,16,5,50,300,4,1, ,36,3,2,1, ,5,1,1,1,213,1,2,1,2,1,3,0.000433975,0.023540453,0.061396287,0.078209059
05/02/2020,05/02/2020,MEX,100,2810,1,05/02/2020,R_294b6v92AOc7jT7,email,ES,1,10,0,8,8,10,9,9,10,9,10,8,10,10,10,10,0,0,100,7,8,2,5,5,10,10,4,5,5,5,8,10,9,10,1,0,5,2,9,8,8,1,1,8,9,10,10,7,10,9,8,2,0,8,5,4,1,1,9,8,6,10,10,6,2,10,10,2,8,10,10,30,60,1, ,9,50,3, ,1, ,57,2,3,6, ,6,1,1,2,213,1,3,1,2,4,1,3.26E-09,0.023106481,0.060962315,0.077775087
4/29/2020,4/29/2020,MEX,7,81,0,05/06/2020,R_29aGRgE32SKiL1N,email,ES,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , 
