StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q114,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_1,collective_narcis_2,collective_narcis_3,national_identity_1,national_identity_2,conspiracy_theories_1,conspiracy_theories_2,conspiracy_theories_3,conspiracy_theories_4,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self-control_1,trait_self-control_2,trait_self-control_3,trait_self-control_4,self-esteem_1,Q108_1,narcissism_1,narcissism_2,narcissism_3,narcissism_4,narcissism_5,narcissism_6,moral_identity_1,moral_identity_2,moral_identity_3,moral_identity_4,moral_identity_5,moral_identity_6,moral_identity_7,moral_identity_8,moral_identity_9,moral_identity_10,risk_perception_1,risk_perception_2,political_ideology_1,moral_circle1,health_1,CRT1,CRT2,CRT3,sex,sex_3_TEXT,age,marital,children,employment,employment_6_TEXT,ladder_answer,urban,tested_positive,know_tested_positive,no_bots
4/26/2020 17:41,4/26/2020 18:07,0,112.79.113.90,100,1571,1,4/26/2020 18:07,R_2rlaxjoPaBIFg6v,,,,,26.71000671,88.42849731,anonymous,EN,1,10,0,10,10,10,8,8,10,8,10,8,10,10,10,10,90,10,0,5,6,5,8,5,10,10,8,7,3,5,5,8,8,8,0,1,8,8,8,8,8,8,8,8,8,5,5,5,8,8,8,2,5,7,4,5,5,5,5,5,6,10,8,0,0,0,0,0,5,2,8,30,50,5,12,8,50 cents,3 minutes,4 hours,2,,44,3,1,1,,7,1,1,1,213
4/26/2020 20:20,4/26/2020 21:42,0,157.43.192.60,100,4944,1,4/26/2020 21:42,R_2cj7KkDFz2uIJJt,,,,,22.56550598,88.36529541,anonymous,EN,1,10,0,10,10,10,10,10,10,8,10,10,10,10,10,10,50,40,10,7,6,0,10,10,10,10,10,10,10,10,5,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,5,5,0,10,0,0,10,10,10,10,8,3,0,8,8,10,20,60,4,16,10,,,8,2,,45,3,1,1,,2,1,1,1,213
4/28/2020 12:00,4/28/2020 12:15,0,157.42.107.41,100,924,1,4/28/2020 12:15,R_1jV772CWFURy23u,,,,,25.59080505,85.13479614,anonymous,EN,1,9,2,9,10,10,9,9,10,10,8,10,10,10,10,10,40,40,20,3,9,6,10,9,10,10,9,9,10,10,7,10,1,10,1,0,10,9,9,8,9,8,6,10,8,8,8,9,8,9,10,8,1,9,9,10,8,7,9,9,9,9,8,1,3,8,7,1,8,7,7,50,90,8,5,9,50,1 minute,32,2,,23,1,0,4,,5,1,1,1,213
4/28/2020 12:00,4/28/2020 12:23,0,103.210.202.173,100,1371,1,4/28/2020 12:23,R_2Va8wAiRcvPDjDQ,,,,,19.07479858,72.88560486,anonymous,EN,1,10,0,8,10,10,10,10,10,7,10,10,10,10,10,10,50,40,10,4,4,5,8,6,10,10,5,5,6,5,10,10,10,10,0,0,10,10,10,10,8,6,9,10,5,1,5,5,5,8,10,0,0,5,0,9,5,0,8,0,0,10,9,0,0,1,1,8,5,5,7,0,70,7,4,9,,3 minutes,,1,,24,1,0,1,,6,1,1,1,213
4/30/2020 8:43,4/30/2020 9:16,0,45.249.167.199,100,1991,1,4/30/2020 9:16,R_2YslPuawPfMSHsE,,,,,22.56550598,88.36529541,anonymous,EN,1,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,70,30,0,8,7,2,6,9,10,9,3,0,0,3,3,10,10,10,6,0,10,10,10,10,0,5,,10,10,9,9,10,10,7,8,10,8,10,6,6,4,2,8,4,0,10,10,0,0,10,10,0,6,7,10,70,10,5,14,8,50,3,4,2,,31,3,1,1,,7,1,1,1,213
4/25/2020 23:42,4/26/2020 0:23,0,103.77.47.186,98,2450,0,5/3/2020 0:23,R_3kAn4TOUhTpLnof,,,,,,,anonymous,EN,1,9,1,9,10,10,8,6,10,5,2,10,10,10,10,10,30,50,20,5,10,7,9,6,10,10,5,5,2,3,0,10,10,10,0,0,,,,,,,,9,5,8,5,9,10,9,7,3,5,9,9,8,9,1,8,5,0,10,10,0,0,5,0,0,0,0,10,50,50,5,,9,,,,2,,24,1,0,4,,5,1,1,1,213
4/23/2020 10:13,4/23/2020 10:33,0,157.43.205.110,100,1252,1,4/23/2020 10:33,R_3kbMxxzDXCmJJmy,,,,,22.52900696,88.36801147,anonymous,EN,1,8,4,10,10,10,8,8,,0,2,10,10,10,10,10,90,8,2,4,4,8,9,7,10,10,7,6,4,0,0,8,10,10,10,0,10,10,0,10,10,10,0,9,9,6,10,10,7,9,10,10,10,10,8,10,10,10,10,10,10,3,3,0,0,3,2,10,5,0,0,0,0,5,9,9,Not possible to amswer,900,4,1,,20,1,0,3,,7,2,1,1,213
4/23/2020 10:04,4/23/2020 10:41,0,157.43.190.151,100,2208,1,4/23/2020 10:41,R_3CBgOtNmEEPQqPv,,,,,23.23240662,87.07159424,anonymous,EN,1,10,0,10,10,10,7,7,9,8,3,10,10,10,10,10,50,30,20,4,7,8,10,7,10,10,10,4,8,10,2,9,9,8,,9,7,,1,6,,,,10,10,10,8,7,10,6,9,7,7,9,0,8,8,6,8,8,2,8,10,6,,9,,0,9,9,10,60,60,7,15,7,50,5 hours,,1,,21,1,0,4,,6,1,1,1,213
4/23/2020 10:22,4/23/2020 11:39,0,157.43.148.205,100,4652,1,4/23/2020 11:39,R_2VxctKUMvc035UV,,,,,22.64129639,88.37728882,anonymous,EN,1,10,0,10,10,10,10,10,10,10,7,10,10,10,10,10,60,30,10,0,0,10,5,0,10,10,9,5,10,10,2,0,2,0,0,10,9,10,10,9,5,10,10,10,10,7,2,2,10,10,8,0,2,10,1,10,10,5,9,5,0,9,10,9,10,9,10,10,9,9,10,0,30,5,15,7,24,5 hours,,1,,52,3,2,1,,6,1,1,1,213
4/24/2020 2:00,4/24/2020 5:45,0,47.11.36.141,100,13505,1,4/24/2020 5:45,R_qwFzXYygAc3GtLX,,,,,22.56550598,88.36529541,anonymous,EN,1,10,0,8,9,10,10,10,10,10,10,10,7,10,10,5,80,20,0,5,5,5,5,10,10,10,1,0,5,0,5,10,9,10,5,5,5,5,8,1,5,7,2,9,10,5,5,5,10,9,8,7,7,8,10,7,6,3,8,5,5,8,9,2,0,8,2,1,0,7,10,20,40,5,14,8,,,,3,male,23,1,0,4,,6,2,1,1,213
4/24/2020 7:56,4/24/2020 8:19,0,223.233.23.252,100,1387,1,4/24/2020 8:19,R_1q1JDaJGHfQ3bYN,,,,,22.56550598,88.36529541,anonymous,EN,1,7,0,9,10,10,9,10,10,9,9,10,10,10,10,10,50,25,25,4,6,8,8,10,10,10,8,1,0,1,2,10,8,10,0,1,5,8,0,10,4,10,0,8,7,8,8,9,9,10,7,3,0,7,7,3,3,1,7,6,0,10,10,4,0,7,4,10,8,7,10,30,60,5,15,6,25,,4,2,,50,3,1,3,,6,1,1,1,213
4/25/2020 7:19,4/25/2020 7:34,0,42.110.241.192,100,897,1,4/25/2020 7:34,R_2pLa35GRO6sMpzj,,,,,22.56550598,88.36529541,anonymous,EN,1,9,1,6,8,10,8,8,2,7,10,10,10,10,10,10,50,30,20,6,6,7,7,7,8,8,2,3,6,3,8,10,10,10,2,3,4,7,7,5,4,8,6,8,8,9,10,10,10,7,8,7,1,10,0,9,8,7,8,7,4,8,8,8,8,7,8,2,8,9,10,0,40,2,14,7,25,3,4,1,,42,3,2,1,,4,1,1,1,213
4/23/2020 5:51,4/23/2020 5:55,0,106.211.131.9,12,216,0,4/30/2020 5:55,R_eCKVlKaCXaHgaiZ,,,,,,,anonymous,EN,1,,4,7,8,7,,,,,,,,,,,,,,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2020 5:46,4/23/2020 8:57,0,47.11.146.3,37,11469,0,4/30/2020 8:58,R_3PLYsH5jQnCNpkM,,,,,,,anonymous,EN,1,8,1,8,8,9,6,3,8,1,9,8,10,10,9,9,75,25,0,,,,,,,,,,,,3,8,9,8,8,2,,,,,,,,8,10,,,,,2,4,4,6,3,0,,,,,,,,,,,,,,,,,10,40,7,2,8,,,,,,,,,,,,,,,
4/24/2020 23:15,4/24/2020 23:18,0,42.110.192.122,7,182,0,5/1/2020 23:18,R_1E543h6RQnGMmHg,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2020 9:57,4/25/2020 9:58,0,223.233.54.133,7,75,0,5/2/2020 9:59,R_tLPShvM220xlpO9,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2020 12:33,4/25/2020 12:47,0,103.217.233.56,37,876,0,5/2/2020 12:48,R_25YNPhUVYxNzr0F,,,,,,,anonymous,EN,1,10,0,10,10,10,,,,,,,,,,,70,30,0,7,3,0,10,2,10,9,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,9,1,2,1,1,1,10,10,10,7,0,8,6,0,0,3,10,30,30,,16,9,,,,,,,,,,,,,,,
43946.23455,43946.26047,0,47.15.224.218,100,2239,1,43946.26049,R_2YlmKsDdFXz6Prd,,,,,22.56550598,88.36529541,anonymous,BENG,1,10,0,10,10,10,10,10,10,8,10,10,10,10,10,10,50,25,25,10,10,10,10,10,10,10,8,0,0,0,0,10,10,10,0,9,9,7,10,8,10,1,0,10,10,10,10,6,10,10,10,8,9,10,0,0,5,0,8,5,5,10,8,0,0,1,0,0,0,0,9,0,30,,12,8,50,3,4,2,,29,3,1,3,,5,1,1,2,213
43947.1136,43947.13747,0,47.15.196.20,100,2061,1,43947.13747,R_AiL90MzhFVvURMJ,,,,,22.56550598,88.36529541,anonymous,BENG,1,8,8,4,8,10,9,9,10,9,10,10,10,10,10,10,96,2,2,5,3,5,5,1,2,10,10,10,0,0,10,10,10,10,0,10,10,6,5,10,5,1,1,10,5,7,8,8,9,10,9,9,1,9,0,5,5,1,10,7,5,7,9,10,0,5,5,10,5,5,5,0,0,5,1,7,50,3,4,1,,34,3,1,1,,5,1,1,2,213
43947.14653,43947.18626,0,47.15.255.245,100,3432,1,43947.18627,R_11gOhPXCA63hDpW,,,,,22.56550598,88.36529541,anonymous,BENG,1,10,3,9,10,10,10,8,10,8,10,10,10,10,10,10,50,25,25,5,8,10,9,8,10,10,9,2,0,0,5,10,10,10,0,6,10,5,8,8,6,6,0,8,10,9,10,8,9,0,6,0,5,10,0,2,2,5,9,6,9,9,8,0,0,8,10,0,2,9,9,80,90,5,16,9,50,3,4,2,,32,3,1,1,,5,1,1,1,213
43947.18816,43947.21535,0,47.15.139.177,100,2349,1,43947.21536,R_2dAWBgrDzJOn4X7,,,,,22.56550598,88.36529541,anonymous,BENG,1,9,0,9,10,10,9,10,9,3,10,10,10,10,10,10,50,25,25,2,2,10,10,10,10,10,0,0,0,0,10,10,10,10,0,5,10,6,9,9,9,0,0,10,10,10,10,8,7,10,10,5,9,10,0,10,5,10,10,7,9,10,10,0,0,0,0,0,5,2,10,50,90,5,9,7,50,3,4,1,,47,3,1,1,,5,1,1,1,213
43947.21748,43947.26245,0,47.15.196.197,100,3885,1,43947.26246,R_1mR6eavODb98TRf,,,,,22.56550598,88.36529541,anonymous,BENG,1,9,0,9,10,10,10,10,10,9,10,10,10,10,10,10,50,50,0,0,5,10,10,10,9,10,10,10,0,0,10,10,10,10,10,10,5,0,9,1,0,0,0,10,10,7,8,7,9,10,10,0,0,10,0,5,5,5,10,10,1,10,8,0,0,0,8,0,0,0,10,0,30,5,16,6,50,3,4,1,,53,3,2,1,,5,1,1,1,213
43947.31973,43947.34133,0,47.15.212.235,100,1865,1,43947.34134,R_30uuzdIr94G29iF,,,,,22.56550598,88.36529541,anonymous,BENG,1,9,0,9,10,10,8,8,8,7,9,10,10,10,10,10,85,10,5,0,5,10,10,10,10,10,10,10,0,0,10,10,10,10,10,8,10,0,9,6,0,5,0,10,10,10,10,10,10,10,10,0,0,10,0,0,9,0,10,9,5,10,10,0,0,6,7,0,8,8,10,20,10,5,2,8,50,3,4,1,,47,3,1,1,,7,1,1,1,213
43947.3566,43947.38242,0,47.15.212.235,100,2231,1,43947.38243,R_AgJEMUHatHMTvnX,,,,,22.56550598,88.36529541,anonymous,BENG,1,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,25,50,25,6,0,10,7,10,10,10,10,10,0,0,6,10,10,6,0,0,10,0,7,7,8,0,0,10,8,9,10,10,10,10,10,0,1,8,0,5,10,3,5,6,5,10,9,7,0,0,7,0,0,5,10,50,70,1,16,8,50,3,4,2,,28,3,1,6,House wife,1,1,1,1,213
43947.42738,43947.46956,0,47.15.174.75,100,3643,1,43947.46957,R_1DCt7jYw5vnC7ke,,,,,22.56550598,88.36529541,anonymous,BENG,1,10,0,10,10,10,10,10,10,7,9,10,10,10,10,10,50,25,25,0,0,6,5,9,10,10,0,0,0,0,5,10,10,10,0,0,10,0,10,8,5,8,0,10,10,8,8,9,9,6,8,7,3,10,0,3,8,3,8,7,3,9,8,0,0,7,0,10,0,0,10,50,20,,16,10,50,3,4,2,,31,3,,1,,8,1,1,1,213
43947.48243,43947.50382,0,47.15.180.55,100,1848,1,43947.50383,R_1Hd8KEafUMVfiYp,,,,,22.56550598,88.36529541,anonymous,BENG,1,9,3,9,9,10,10,10,10,9,10,10,10,10,10,10,15,75,10,1,0,9,5,9,9,9,5,0,0,0,5,9,10,10,5,9,10,0,10,0,0,0,0,5,10,5,8,6,9,8,10,0,0,10,0,8,9,1,8,8,5,10,9,0,0,6,8,0,8,9,10,50,50,0,16,10,25,3,4,1,,39,3,1,1,,9,1,1,1,213
43947.97622,43947.99615,0,47.15.176.109,100,1722,1,43947.99616,R_cOSIi9La0rAn5tL,,,,,22.56550598,88.36529541,anonymous,BENG,1,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,50,30,20,5,5,10,5,10,5,10,5,5,5,5,5,10,10,10,5,5,10,0,5,8,5,0,0,10,10,10,5,10,10,6,6,0,0,10,0,9,5,0,10,5,5,10,10,5,0,10,10,0,10,10,10,50,50,0,9,10,50,3,4,1,,57,3,1,1,,5,1,1,1,213
43948.03161,43948.05097,0,47.15.249.154,100,1673,1,43948.05098,R_s71cENkz5GdY7AJ,,,,,22.56550598,88.36529541,anonymous,BENG,1,7,7,6,6,6,7,7,9,7,9,10,10,10,10,10,40,30,30,1,0,5,5,5,10,10,5,5,0,0,4,10,10,10,1,1,10,10,9,10,5,0,0,8,9,10,10,10,10,10,10,5,0,5,0,0,8,0,7,9,5,10,10,0,0,10,0,0,10,10,10,50,50,0,9,7,50,3,4,1,,55,3,1,3,,5,1,1,2,213
43948.1203,43948.14434,0,47.15.208.98,100,2077,1,43948.14435,R_Ahe1YREYXcX6Gxb,,,,,22.56550598,88.36529541,anonymous,BENG,1,9,0,9,10,10,3,7,10,0,10,10,10,10,10,10,0,50,50,10,9,7,8,5,10,10,5,5,5,5,0,10,10,10,5,0,10,0,0,0,0,2,0,10,10,5,5,6,9,2,8,0,1,10,0,0,5,0,9,5,5,10,8,0,0,0,0,0,0,0,3,0,0,10,16,10,50,3,4,1,,33,1,,1,,5,1,1,1,213
43948.15709,43948.18095,0,47.15.172.49,100,2060,1,43948.18096,R_3iXeN0BfgwSG4CF,,,,,22.56550598,88.36529541,anonymous,BENG,1,9,0,9,9,9,7,9,9,9,9,10,10,10,10,10,10,40,50,1,0,10,10,10,10,10,10,0,0,0,10,10,10,10,0,0,10,9,10,9,0,0,0,10,10,5,10,,9,9,9,0,0,10,0,0,0,0,9,5,9,10,7,0,,,,,,,10,0,10,10,16,5,50,3,4,1,,37,3,1,1,,1,1,1,1,213
43948.1922,43948.21209,0,47.15.172.49,100,1718,1,43948.21211,R_1rPppMQwXPOkx1W,,,,,22.56550598,88.36529541,anonymous,BENG,1,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,50,25,25,0,0,8,10,10,10,10,8,5,0,0,1,10,10,10,8,0,10,0,9,0,8,0,0,1,10,10,10,10,10,10,8,0,0,10,0,0,7,0,7,7,8,10,10,5,0,5,9,0,0,0,10,50,50,0,16,10,50,3,4,1,,32,1,,3,,4,1,1,1,213
43948.21279,43948.24293,0,47.15.172.49,100,2603,1,43948.24294,R_3HhLSC3bUkUkCEw,,,,,22.56550598,88.36529541,anonymous,BENG,1,9,1,6,10,10,9,9,9,9,10,7,10,9,6,10,0,50,50,9,5,10,7,2,6,9,9,1,5,5,2,10,10,10,5,5,10,,9,0,,5,0,9,,9,10,9,10,8,10,0,0,3,0,0,,0,,9,,10,5,0,,,,,,,,30,60,,16,10,50,3,4,2,,40,3,1,6,House wife,5,1,1,1,213
43948.29141,43948.3366,0,47.15.232.184,100,3904,1,43948.33661,R_1LLoLJyTr3o6e5S,,,,,22.56550598,88.36529541,anonymous,BENG,1,10,10,8,9,10,8,5,10,6,6,9,9,9,8,8,20,50,30,5,5,5,7,6,8,10,6,7,6,7,2,9,9,9,1,2,9,5,9,10,8,0,0,5,6,8,8,5,9,8,9,1,2,8,0,0,2,0,9,3,5,8,7,0,0,5,5,0,5,5,10,50,70,5,16,7,50,3,4,2,,29,3,,3,,5,1,1,1,213
43948.33679,43948.37648,0,47.15.174.46,100,3428,1,43948.37649,R_3plOMDY6J7nK7bp,,,,,22.56550598,88.36529541,anonymous,BENG,1,10,0,10,10,10,3,3,9,5,10,10,10,10,10,10,50,25,25,1,5,10,9,10,10,10,1,1,0,0,10,10,10,10,5,10,10,9,8,7,0,0,0,10,10,10,10,5,10,1,5,5,0,6,0,0,0,0,10,,8,10,8,8,0,8,9,0,,,,50,50,5,16,7,,,,2,,58,3,2,6,House wife,5,1,1,2,213
43948.42514,43948.44535,0,47.15.235.209,100,1746,1,43948.44536,R_3ivS0RWAzAndlVU,,,,,22.56550598,88.36529541,anonymous,BENG,1,5,5,5,8,8,10,10,10,10,10,10,10,10,10,10,0,100,0,0,0,10,5,,10,10,5,0,0,0,5,10,10,10,8,5,10,0,8,5,5,0,0,9,,8,10,9,10,8,8,5,0,8,0,8,8,8,9,,8,10,9,0,,,,,,,,50,50,5,9,10,50,3,4,2,,31,3,,1,,5,2,1,2,213
43948.48554,43948.49603,0,47.15.235.209,100,905,1,43948.49604,R_r7InxRnuP1S9beF,,,,,22.56550598,88.36529541,anonymous,BENG,1,10,0,10,10,10,9,9,10,8,10,10,10,10,10,10,40,40,20,2,2,10,10,10,10,10,9,9,0,0,10,10,10,10,,,10,,10,10,0,0,0,10,10,9,10,10,9,10,10,8,0,6,0,7,,0,10,7,8,10,9,1,0,,,,,,10,40,70,10,16,7,,,,2,,50,3,1,6,House wife,4,1,1,2,213
43948.95355,43948.98166,0,47.15.179.104,100,2428,1,43948.98167,R_1NacXXpIahzWfXq,,,,,22.56550598,88.36529541,anonymous,BENG,1,9,0,9,10,10,7,9,10,6,9,10,10,10,10,10,50,25,25,2,2,10,7,10,10,10,8,8,8,5,7,10,10,10,1,10,10,0,7,9,3,0,0,8,8,5,5,9,10,7,8,0,2,10,0,10,7,0,7,6,9,7,7,0,9,,0,,,,,50,70,0,9,8,25,3,4,2,,34,3,,4,,5,1,1,2,213
43948.99255,43949.0077,0,47.15.129.67,100,1308,1,43949.0077,R_d68MJhzArAMnJ4Z,,,,,22.56550598,88.36529541,anonymous,BENG,1,10,0,10,10,10,10,10,10,3,10,10,10,10,10,10,0,50,50,5,3,6,10,10,10,10,7,8,0,1,10,10,10,10,10,10,10,0,9,0,10,0,0,9,5,6,9,8,8,7,8,1,7,8,0,2,10,7,9,5,9,10,7,10,,,,,,,10,0,30,10,9,8,25,3,7,2,,21,2,,4,,7,1,1,1,213
43949.07927,43949.11416,0,47.15.178.90,100,3014,1,43949.11417,R_2yelg18WKvhrlE0,,,,,22.56550598,88.36529541,anonymous,BENG,1,10,0,10,10,10,8,8,9,6,10,10,10,10,10,10,0,60,40,8,9,10,10,10,5,10,6,8,1,1,10,8,8,8,5,10,7,,7,8,9,9,5,10,7,2,2,2,2,2,8,9,1,10,0,10,9,8,9,,,6,5,0,5,,,8,0,,10,20,30,9,4,10,25,3,7,2,,25,1,,4,,4,1,1,2,213
43949.11766,43949.12575,0,47.15.207.7,100,698,1,43949.12576,R_1f7t73dCo3fBuvU,,,,,22.56550598,88.36529541,anonymous,BENG,1,10,0,9,10,10,7,7,10,,10,10,10,10,10,10,20,50,30,5,5,5,5,5,5,10,5,8,1,1,9,10,10,10,5,10,9,,8,10,5,0,0,8,9,10,10,5,10,5,10,5,0,10,0,10,10,4,10,5,5,7,7,5,0,,,,,,,20,50,5,16,10,,,,2,,36,3,1,6,House wife,5,1,1,2,213
43949.12584,43949.13124,0,47.15.207.7,100,465,1,43949.13125,R_25SzkKyB1Naxc6W,,,,,22.56550598,88.36529541,anonymous,BENG,1,10,0,9,10,10,7,7,10,5,10,10,10,10,10,10,0,50,50,8,5,5,5,10,5,10,8,9,0,0,10,10,10,10,8,10,10,,9,10,10,0,0,9,9,9,10,5,10,5,10,0,0,10,0,10,10,1,9,9,5,8,5,5,2,,,1,,,10,20,40,8,9,10,50,3,4,2,,23,1,,4,,4,2,1,1,213
43949.13149,43949.13769,0,47.15.154.77,100,535,1,43949.13769,R_czEDPtx2Vtm3369,,,,,22.56550598,88.36529541,anonymous,BENG,1,10,0,8,10,10,6,7,8,6,8,10,10,10,10,10,10,50,40,0,0,5,8,9,10,10,5,8,0,1,7,10,10,10,5,10,8,3,3,3,0,0,5,8,10,9,10,5,10,8,10,0,0,8,0,9,7,3,7,,,9,6,5,1,1,1,1,5,5,8,50,50,5,16,10,50,3,4,1,,36,3,1,1,,5,1,1,2,213
43949.13836,43949.14433,0,47.15.154.77,100,515,1,43949.14433,R_5vX5SVBtrd131fP,,,,,22.56550598,88.36529541,anonymous,BENG,1,5,1,5,9,10,9,10,10,10,10,10,10,10,10,10,70,20,10,5,5,9,7,10,5,10,10,10,0,0,5,10,10,10,5,5,7,7,7,7,0,0,5,8,10,8,9,8,9,5,10,5,5,5,0,10,5,5,10,5,5,10,10,0,0,10,10,0,10,10,10,20,30,5,16,7,25,3,7,2,,50,3,2,1,,8,1,1,2,213
43949.14505,43949.15653,0,47.15.207.7,100,992,1,43949.15654,R_3NPtSfIR9gHGvoK,,,,,22.56550598,88.36529541,anonymous,BENG,1,10,0,8,10,10,10,10,10,10,10,10,10,10,10,10,0,70,30,5,5,10,5,10,5,10,9,9,5,5,0,10,10,10,0,0,10,,8,10,0,0,1,10,10,10,10,8,10,10,10,0,0,7,0,0,5,0,10,10,5,10,10,0,0,8,9,0,9,9,10,0,10,5,16,10,25,3,4,1,,35,3,1,1,,9,1,1,1,213
43949.15716,43949.16325,0,47.15.207.7,100,525,1,43949.16326,R_2COkncQwHqJcSsP,,,,,22.56550598,88.36529541,anonymous,BENG,1,10,0,10,10,10,8,8,10,3,10,10,10,10,10,10,40,40,20,8,5,10,10,10,10,10,10,10,0,0,0,10,10,10,5,0,10,0,5,5,10,5,5,10,7,10,10,10,10,5,9,5,5,5,0,2,2,0,7,7,5,9,8,0,0,0,7,0,9,9,10,10,20,5,16,10,25,3,4,2,,30,3,1,3,,8,1,1,2,213
43949.27233,43949.29071,0,47.15.212.48,100,1588,1,43949.29072,R_1K9Wh9tkCfgUyJ2,,,,,22.56550598,88.36529541,anonymous,BENG,1,9,0,8,10,10,10,10,10,9,10,10,10,10,10,10,50,50,0,8,5,4,5,10,2,10,10,1,0,0,0,10,10,10,0,0,10,0,8,0,5,0,0,10,10,10,10,10,10,9,5,7,0,8,0,0,0,9,,,2,10,9,0,,7,0,,,,10,20,80,5,16,10,50,3,4,2,,30,3,1,6,House wife,9,1,1,1,213
43949.29084,43949.31946,0,47.15.212.48,100,2472,1,43949.31946,R_2S7xJDdSycpbTM7,,,,,22.56550598,88.36529541,anonymous,BENG,1,8,8,9,10,8,10,10,10,8,10,10,10,10,10,10,75,25,0,8,8,10,10,10,10,10,10,0,0,0,3,10,10,9,2,2,10,10,7,10,2,2,0,10,8,8,10,10,10,8,8,2,5,10,0,2,8,2,8,5,2,10,10,0,,9,9,0,,,10,50,50,5,16,9,25,3,7,1,,44,3,1,1,,9,1,1,2,213
43949.36178,43949.37815,0,47.15.141.174,100,1413,1,43949.37815,R_2aDzWpZ7Sun8GEk,,,,,22.56550598,88.36529541,anonymous,BENG,1,9,0,9,10,10,7,10,10,10,10,10,10,10,10,10,50,30,20,0,0,10,0,10,8,10,5,5,5,5,0,10,10,10,5,0,10,0,8,8,0,0,0,10,10,5,10,9,10,9,10,0,3,10,0,0,9,7,,,2,10,10,0,,,,,,,10,20,60,0,9,9,,,,2,,32,1,,1,,5,1,1,2,213
43950.02174,43950.05251,0,47.15.129.206,100,2658,1,43950.05252,R_ePWndDYPP9V8awp,,,,,22.56550598,88.36529541,anonymous,BENG,1,9,0,9,10,10,7,7,9,5,10,10,10,10,10,10,50,50,0,5,5,10,5,10,5,10,5,5,0,0,5,10,8,10,5,8,8,8,8,,0,5,5,10,10,8,10,5,10,7,8,5,5,5,0,10,5,5,10,5,5,8,8,0,0,1,0,0,,,9,10,20,5,5,10,50,3,7,2,,47,3,2,1,,7,1,1,2,213
43950.05307,43950.17826,0,47.15.239.83,100,10816,1,43950.17827,R_bmB9t9jWaR9LEk1,,,,,22.56550598,88.36529541,anonymous,BENG,1,8,3,8,9,10,8,9,9,6,9,10,9,10,10,10,60,30,10,4,5,9,4,9,10,10,8,1,0,1,2,9,9,1,1,1,9,4,9,6,6,4,4,8,5,5,5,6,8,8,8,7,6,8,0,5,8,5,10,6,8,7,6,5,1,5,5,5,5,5,7,30,10,8,16,7,25,3,7,1,,24,1,0,1,,5,1,1,1,213
43950.21968,43950.24178,0,47.15.190.3,100,1910,1,43950.24179,R_3Jx5AbnfBnbY68A,,,,,22.56550598,88.36529541,anonymous,BENG,1,10,10,7,7,10,10,10,10,7,10,10,10,10,10,10,10,40,50,7,4,10,5,5,10,10,5,7,0,0,8,10,10,10,0,3,10,5,6,6,7,2,0,10,10,5,9,10,10,9,9,2,,10,0,9,9,5,9,9,5,8,5,9,9,9,8,4,8,7,5,50,50,5,10,10,,900,,2,,23,1,,4,,7,1,1,1,213
43950.24296,43950.25053,0,47.15.244.133,100,653,1,43950.25054,R_2dLnvzsYWpTEswk,,,,,22.56550598,88.36529541,anonymous,BENG,1,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,20,40,40,7,5,10,7,7,9,10,5,7,8,10,0,7,7,8,5,6,10,8,8,9,6,5,9,10,10,9,8,7,10,6,7,6,6,6,0,7,8,0,10,7,0,9,7,6,6,7,7,6,7,3,7,50,50,5,10,10,,,,1,,20,1,,4,,8,1,1,1,213
