StartDate,EndDate,Status,Progress,Duration__in_seconds_,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,DistributionChannel,UserLanguage,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_1,collective_narcis_2,collective_narcis_3,national_identity_1,national_identity_2,conspiracy_theories_1,conspiracy_theories_2,conspiracy_theories_3,conspiracy_theories_4,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self_control_1,trait_self_control_2,trait_self_control_3,trait_self_control_4,self_esteem_1,narcissism_1,narcissism_2,narcissism_3,narcissism_4,narcissism_5,narcissism_6,moral_identity_1,moral_identity_2,moral_identity_3,moral_identity_4,moral_identity_5,moral_identity_6,moral_identity_7,moral_identity_8,moral_identity_9,moral_identity_10,risk_perception_1,risk_perception_2,political_ideology_1,moral_circle1,health_1,attention_1,CRT1,CRT2,CRT3,sex,age,marital,children,employment,employment_6_TEXT,ladder_answer,urban,tested_positive,know_tested_positive,edu,Geo,Q46,vote.recall,Q49,no_bots,Q54_1,Q114_1,Q114_2,Q114_3,Q114_4,Q114_5,Q114_6,Q114_7,Q114_8,Q114_9,Q114_10,weight,weight_trimmed_0.999,weight_trimmed_0.995,weight_trimmed_0.990
4/24/2020,4/24/2020,0,1,5,0,5/1/2020,R_2aUzEIm7E0FCzFD, , ,anonymous,DE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4/27/2020,4/27/2020,0,100,1220,1,4/27/2020,R_2aVRqEYI3DWKSh8, , ,email,DE,9,0,2,1,0,7,7,7,3,8,8,9,7,7,10,50,20,30,5,7,3,3,2,5,3,0,0,0,0,3,8,7,7,1,4,8,8,9,8,5,3,2,7,7,7,7,8,7,4,5,5,5,7,3,4,2,5,6,2,8,7,4,3,5,6,3,8,8,7,40,40,4,9,9,0,50,3,7,1,66,1,0,1, ,3,1,1,1,11,3,2340,3,3,213,0,3,3,3,4,4,3,3,4,3,3,.0247870437565373,.0247870437565373,.0344295665045075,.0655545834139655
4/24/2020,4/24/2020,0,100,3238,1,4/24/2020,R_2AWrMW6E2LPRUIs, , ,anonymous,DE,10,0,10,10,10,8,8,10,6,9,8,9,0,10,9,20,40,40,8,9,1,1,1,3,2,0,0,0,0,2,9,10,10,0,0,6,7,9,9,7,9,10,3,6,10,7,9,10,7,8,3,6,8,2,5,1,1,6,2,7,7,4,2,8,7,2,7,7,7,30,50,3,15,8,0,50,Drei Minuten,4,2,64,1,0,5, ,1,2,1,1,11,3,2490,3,6,213,0,1,2,2,5,5,1,5,5,4,1,.0120836407238139,.0120836407238139,.0217261634717841,.0528511803812421
4/24/2020,4/24/2020,0,100,1077,1,4/24/2020,R_2awwhv7Gtkma0Pu, , ,email,DE,8,1,8,10,10,10,10,9,2,8,7,8,0,4,8,50,25,25,7,9,0,0,0,10,9,0,0,0,0,3,9,9,9,0,4,6,8,9,8,4,8,9,7,9,9,9,9,9,7,8,6,3,9,6,4,3,6,5,0,10,8,0,0,6,7,2,6,8,8,20,30,1,12,8,0,50,3,7,2,61,2,0,5, ,4,1,1,1,6,9,1210,3,3,213,0,3,3,2,4,2,2,4,4,3,2,.0998287692315477,.0998287692315477,.109471291979518,.140596308888976
4/24/2020,4/24/2020,0,100,906,1,4/24/2020,R_2AX0Zdu9FNbNKqN, , ,email,DE,10,0,10,10,10,7,7,7,0,5,10,10,2,0,0,0,100,0,5,8,0,0,0,8,5,0,0,0,0,0,10,10,10,0,0,8,9,10,10,10,10,10,10,10,8,5,8,5,4,8,3,8,5,0,0,0,5,0,0,8,8,8,0,7,8,0,9,8,9,100,100,1,16,7,10,50,900,4,2,59,2,0,6,zeiltlich intensive NPO,6,2,1,1,8,1,7202,2,3,213,38,3,2,1,5,4,3,4,4,2,2,1.29066773426251,1.29066773426251,1.30031025701048,1.33143527391994
4/23/2020,4/23/2020,0,10,395,0,4/30/2020,R_2AXrrBpG2EjgLz3, , ,email,DE,8,1,8,9,10, , , , , , , , , , , , , , , ,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , ,7,8,8,6, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5/3/2020,5/3/2020,0,100,1461,1,5/3/2020,R_2ayoujW9U4h2ln7, , ,anonymous,DE,9,0,10,10,10,10,10,9,7,10,9,9,8,8,8,50,40,10,8,6,8,7,5,10,9,0,0,0,0,0,10,10,10,0,1,10,10,10,10,5,5,10,8,8,8,8,8,10,5,8,7,6,7,6,7,5,6,6,5,10,10,6,5,6,5,5,5,5,5,10,10,5,3,9,0,50,3,7,1,56,3,1,6, ,3,2,1,2,11,3,3400,1,1,213,52,4,4,4,4,4,3,3,4,3,3,.245007125593479,.245007125593479,.25464964834145,.285774665250908
4/24/2020,4/24/2020,0,100,2730,1,4/24/2020,R_2b1R1MTsOGpkh7O, , ,email,DE,8,0,8,10,10,10,10,10,9,9,9,10,8,10,10,0,50,50,7,8,5,5,5,9,7,0,0,0,0,1,10,10,10,3,2,6,7,9,9,7,2,0,8,9,7,7,8,8,7,8,2,3,5,1,1,1,5,1,2,9,8,7,1,9,8,1,7,8,8,10,10,3,11,8,0,25,"Wenn jede 3 min braucht, dann 3.",7,2,66,1,2,4, ,3,1,1,1,12,5,5020,3,3,213,0,4,2,2,4,4,2,4,4,2,2,.0265943169085281,.0265943169085281,.0362368396564983,.0673618565659563
4/24/2020,4/24/2020,0,16,503,0,5/1/2020,R_2b2yVepUkLIZkZg, , ,email,DE,4,4,6,10,10, , , , , , , , , , , , , , , , , , , , ,0,1,6,7, , , , , , , , , , , , , , , , , , , , , , , ,4, , ,3,2,6,4, , , , , , , , , , ,40,40,4, ,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4/23/2020,4/23/2020,0,1,14,0,4/30/2020,R_2b34LvroiUX3t8L, , ,anonymous,DE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4/24/2020,4/24/2020,0,1,9,0,5/1/2020,R_2B4MtDYsRCquJLP, , ,anonymous,DE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4/26/2020,4/26/2020,0,4,118,0,5/3/2020,R_2B59ZJ1QUCIfljs, , ,anonymous,DE, , , , , , , , , , , , , , , , , , , , ,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100,50, , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4/23/2020,4/24/2020,0,100,1610,1,4/24/2020,R_2BappvdRbm3E20X, , ,email,DE,9,1,8,8,9,4,4,7,2,8,10,10,8,8,9,50,40,10,6,5,0,5,0,3,1,0,0,0,0,7,8,7,7,2,6,6,5,7,6,8,7,7,1,0,3,7,4,8,7,6,8,6,3,3,5,7,6,3,1,6,4,1,2,6,3,7,7,6,3,10,40,1,11,4,0,40,3,2,1,26,1,0,3, ,9,2,1,2,6,3,3424,6,6,213,10,2,4,1,3,4,3,4,3,4,2,3.32708842848285,3.32708842848285,3.33673095123082,3.36785596814028
4/23/2020,4/23/2020,0,100,1054,1,4/23/2020,R_2BevZxxNCAGIvwX, , ,email,DE,9,1,9,10,10,9,9,10,6,10,9,9,0,6,2,0,50,50,8,7,1,1,0,7,4,0,0,0,0,7,10,10,10,0,2,6,6,8,4,1,9,8,7,9,7,7,10,7,8,10,6,1,8,6,5,7,5,6,2,10,9,0,0,2,3,1,6,8,3,20,30,2,11,9,0,50,3,7,1,44,2,0,1, ,2,1,1,1,12,9,1230,3,3,213,0,4,3,5,4,3,5,4,4,4,2,.0406983978965435,.0406983978965435,.0503409206445137,.0814659375539716
4/24/2020,4/24/2020,0,100,1004,1,4/24/2020,R_2BgR4nDQbiA4k5W, , ,email,DE,8,6,8,1,10,9,9,10,10,7,9,9,7,9,10,2,98,0,8,7,5,6,2,10,9,2,1,0,2,3,8,9,9,1,2,10,9,8,7,6,6,6,7,6,6,7,8,7,7,8,6,3,8,7,6,2,8,7,1,9,9,5,1,7,3,5,7,5,6,90,70,6,3,7,0,25,3 min,7,2,21,1,0,1, ,6,2,1,1,6,3,2130,8,8,213,0,3,2,3,4,3,2,3,4,3,3, , , , 
4/24/2020,4/24/2020,0,100,1805,1,4/24/2020,R_2bJgOXJAnJTKgNP, , ,email,DE,10,0,10,10,10,9,9,9,0,6,10,10,2,10,10,60,40,0,10,9,0,0,0,10,10,0,0,0,0,3,10,10,10,0,2,7,7,10,8,4,5,7,9,9,7,7,10,9,10,9,2,1,10,2,2,1,10,4,2,9,9,2,0,1,0,1,1,6,7,20,40,2,2,9,0,25 Cent,3 Minuten,7 Stunden,2,57,2,1,1, ,3,3,1,2,12,3,2000,2,2,213, ,1,2,2,5,4,1,5,4,1,1,.156227160914636,.156227160914636,.165869683662606,.196994700572064
4/23/2020,4/23/2020,0,100,1349,1,4/23/2020,R_2BkEWRxeCHutK9N, , ,email,DE,4,9,5,7,10,8,3,4,0,7,3,3,0,7,5,100,0,0,8,8,5,2,2,9,10,2,0,0,0,2,10,9,9,0,3,9,8,8,8,2,5,3,9,9,8,8,9,9,3,9,7,4,9,3,4,7,10,5,3,4,2,0,8,8,3,7,0,6,2,20,10,8,4,7,0,50,37777,7,1,69,2,3,6,Unternehmer,2,1,1,1,10,9,1080,4,1,213,0,2,2,2,5,4,1,5,5,3,1,.750852021098678,.750852021098678,.760494543846648,.791619560756106
4/23/2020,4/23/2020,0,100,1188,1,4/23/2020,R_2bKrshqz9WXlRMy, , ,email,DE,3,0,8,10,10,2,2,2,2,10,5,2,1,10,5,100,0,0,5,7,0,2,0,10,10,5,0,0,0,0,10,10,10,0,0,5,5,5,5,5,5,5,10,6,10,7,6,9,10,10,0,0,2,0,0,0,5,0,2,5,5,0,0,10,0,0,8,9,0,20,20,5,14,8,0,25,3,7,1,65,2,3,6,Selbstständig,6,2,1,1,6,8,6866,8,8,213,19,3,1,1,4,1,2,4,4,2,1, , , , 
4/26/2020,4/26/2020,0,100,1333,1,4/26/2020,R_2Bl0SF4TyuTpKFB, , ,email,DE,0,0,6,6,5,0,5,5,5,5,6,10,0,0,10,90,5,5,10,10,0,0,0,10,0,0,0,5,0,4,10,10,10,0,4,9, ,10,10,4,4,5,10,8,6,4,5,10,10,10,0,2,8,0,0,0,5,0,5,8,8,8,0,10,8,10,0,0,9,0,30,0,9,10,0,50,100,4,1,65,3,2,5, ,4,2,1,1,3,2,9585,2,2,213,9,3,2,3,3,3,1,4,4,3,1,2.03225781476748,2.03225781476748,2.04190033751545,2.07302535442491
4/26/2020,4/26/2020,0,100,948,1,4/26/2020,R_2BlXf0hNoKnVRo2, , ,email,DE,8,4,8,8,10,8,8,8,5,5,2,3,2,3,10,50,20,30,8,8,3,5,1,9,7,0,0,0,0,2,9,9,8,2,5,8,7,7,7,7,5,5,8,8,5,5,5,2,5,5,5,5,5,3,1,0,1,5,0,5,5,5,5,5,5,5,5,5,5,50,50,5,6,8,0,25 Cent,3 Minuten,7 Stunden,1,62,1,0,1, ,6,2,1,1,7,4,4961,8,8,213,0,3,3,3,3,3,4,3,3,3,4, , , , 
4/25/2020,4/25/2020,0,4,142,0,5/2/2020,R_2bm7Jc8a6ZNdHlD, , ,anonymous,DE,10,0,3,5,10,8,8,10,0,0, , , , , , , , , , , , , ,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4/30/2020,4/30/2020,0,77,1674,0,5/3/2020,R_2bMZqHGC4Q0y6kx, , ,anonymous,DE,7,2,3,10,10,8,8,10,0,0,9,9,0,10,10,90,5,5,9,7,0,0,0,10,6,0,0,0,0,4,10,10,10,0,0,6,3,9,8, , ,7,10,10,9,9,9,9,6,8,4,0,7,3,0,2,1,0,0,10,8,4,1, ,8,1,1,6,7,20,20,3,11,8,0,25,3,4,2,55,2,2,2, ,3,1,1,1,11,9,1030,3,3,213,0,2,3,2,5,4,2,5,5,2,1,.0120836407238139,.0120836407238139,.0217261634717841,.0528511803812421
4/26/2020,4/26/2020,0,100,822,1,4/26/2020,R_2bNyL1CYRnN8KmA, , ,email,DE,10,0,10,10,10,10,10,10,2,10,7,10,0,10,10,80,10,10,3,6,0,1,0,10,8,0,0,0,0,1,9,10,10,0,2,9,8,7,7,7,8,10,7,7,3,3,3,6,3,4,8,7,3,3,4,6,8,3,3,10,8,1,0,1,2,0,7,2,8,10,10,2,11,3,0,25,3,7,1,54,3,2,1, ,3,1,1,2,7,3,2100,2,2,213,10,2,4,3,4,3,2,4,4,3,2,1.02442102732854,1.02442102732854,1.03406355007651,1.06518856698597
4/24/2020,4/24/2020,0,100,955,1,4/24/2020,R_2bOjw3gjEA8YeHL, , ,email,DE,0,0,0,0,10,6,6,6,0,7,5,5,0,7,7,100,0,0,5,8,0,0,0,5,5,1,1,3,2,1,10,10,10,0,0,6,6,10,6,6,6,8,4,4,7,5,5,10,7,7,7,5,5,6,0,7,7,1,0,10,8,0,0,0,0,0,0,0,7,90,90,5,16,10,0,50,300,2,1,51,3,1,1, ,4,1,1,2,6,9,1100,5,5,213,0,4,5,4,3,3,1,5,4,5,1,.555036551629514,.555036551629514,.564679074377484,.595804091286942
4/23/2020,4/23/2020,0,100,3188,1,4/23/2020,R_2bOup8NR8BbDJoW, , ,email,DE,9,3,9,9,9,9,9,9,3,10,5,7,0,8,8,0,50,50,8,8,5,5,0,8,6,0,0,0,0,1,10,9,9,1,1,5,7,7,8,5,8,8,9,9,9,5,7,8,6,9,5,1,5,1,5,2,5,5,0,7,7,5,0,7,7,1,8,7,5,10,10,2,16,8,0,25,300,7,1,80,2,0,5, ,4,2,1,1,7,3,3340,3,3,213,0,1,1,1,4,4,2,4,4,3,1,.157188245296422,.157188245296422,.166830768044392,.19795578495385
4/24/2020,4/24/2020,0,100,3630,1,4/24/2020,R_2bQ76Pg5u49edqU, , ,email,DE,9,0,9,10,10,8,9,10,4,2,9,10,8,10,10,25,50,25,8,8,1,1,1,9,7,0,0,0,0,6,10,10,10,0,6,8,8,7,6,4,2,2,7,7,9,3,5,7,8,9,6,8,8,6,6,0,9,4,0,9,8,7,0,8,9,1,4,9,7,30,40,3,14,8,0,25,3,6,2,47,2,0,1, ,5,3,1,1,6,4,5145,3,3,213,0,4,3,4,4,3,4,3,4,5,4,.292039411060911,.292039411060911,.301681933808881,.332806950718339
4/23/2020,4/23/2020,0,100,1775,1,4/23/2020,R_2BqA1qpx5i3E4FZ, , ,email,DE,5,5,0,5,10,10,10,10,5,10,4,2,0,2,2,90,10,0,10,10,0,5,0,10,10,6,0,0,0,10,10,10,10,0,3,8,8,10,10,6,7,7,2,10,6,6,6,9,4,8,8,6,8,6,0,0,5,5,0,10,3,0,0,0,0,0,0,0,10,100,60,5,16,10,0,25,1,7,1,63,3,0,6,Selbständig,6,1,1,1,11,9,1210,1,1,213,0,1,1,1,5,4,1,5,5,2,1,.245007125593479,.245007125593479,.25464964834145,.285774665250908
4/23/2020,4/23/2020,0,100,1338,1,4/23/2020,R_2Bqxop5tpHUTyxd, , ,email,DE,10,0,9,10,10,10,10,7,9,10,10,10,10,10,10,20,80,0,6,8,10,9,9,10,10,0,0,0,0,2,9,8,9,2,3,10,10,10,8,8,6,10,6,7,7,9,10,6,8,7,8,3,4,4,4,7,5,2,2,7,6,7,2,6,4,3,7,7,7,50,50,7,12,9,0,50,3,7,1,59,1,0,1, ,5,2,1,1,7,7,6500,1,1,213,41,3,1,3,5,4,2,5,5,3,1,1.03751012368717,1.03751012368717,1.04715264643514,1.07827766334459
4/26/2020,4/26/2020,0,100,3051,1,4/26/2020,R_2bQzWQ7jM2g5HP0, , ,anonymous,DE,10,0,9,10,10,8,9,10,9,10,5,6,1,5,4,25,70,5,8,8,0,0,10,10,8,0,0,0,0,2,10,9,9,0,1,7,9,8,6,5,3,1,9,10,8,9,9,9,7,9,6,1,8,1,1,1,7,5,0,10,10,6,0,8,9,10,10,10,10,60,80,3,16,9,0,50,3,7,2,44,3,1,2, ,6,2,1,2,9,4,4320,3,3,213,0,3,5,2,5,5,3,5,5,3,1,.0214639911921454,.0214639911921454,.0311065139401156,.0622315308495736
4/24/2020,4/24/2020,0,3,122,0,5/1/2020,R_2BqZX8y0mTae6uZ, , ,anonymous,DE, , , , , , , , , , , , , , , ,30,50,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30,80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4/26/2020,4/26/2020,0,100,1034,1,4/26/2020,R_2Bu2J5aKZ3uI3fx, , ,email,DE,7,0,9,10,10,10,10,10,6,10,10,10,3,10,10,50,0,50,6,6,0,0,0,2,0,0,0,0,0,0,10,10,9,0,1,0,5,5,5,8,5,5,8,8,10,8,8,10,9,9,4,1,8,0,5,5,5,5,0,9,10,0,0,8,7,0,6,7,7,10,20,6,5,9,0,50,3,2,2,25,1,0,4, ,3,1,1,1,11,9,1050,5,5,213,10,4,5,5,4,3,3,4,3,3,3,.246387219043472,.246387219043472,.256029741791442,.2871547587009
4/23/2020,4/23/2020,0,4,20,0,4/30/2020,R_2bVuVmLTWMGhCl6, , ,email,DE, , , , , , , , , , , , , , , , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4/23/2020,4/23/2020,0,100,846,1,4/23/2020,R_2Bx77OkrTxzIN3A, , ,email,DE,10,3,10,10,10,10,9,10,5,10,5,8,3,9,5,0,0,100,5,6,0,5,0,7,6,0,0,0,0,1,10,9,9,0,0,6,6,7,6,6,6,6,5,6,8,8,8,8,7,8,3, ,5,1,1,1,1,1,0,8,6,1,1,1,5,2,4,1,4,20,20,4,14,8,0,25,3,6,2, ,3, ,1, ,3,1,1,1,12,9,1180,8,8, ,20,3,3,3,3,3,3,3,2,2,2, , , , 
4/28/2020,4/28/2020,0,100,2274,1,4/28/2020,R_2BxFlvZq1QORIN6, , ,anonymous,DE,9,0,10,10,10,10,10,10,2,9,7,10,0,10,9,0,50,50,7,9,0,0,0,5,5,0,0,0,0,0,10,9,10,0,0,8,9,3,3,0,7,9,6,6,5,8,9,9,7,7,7,6,7,2,2,0,8,5,0,5,5,5,5,5,5,5,5,5,5,30,70,3,11,7,0,25,3,7,1,49,2,0,1, ,4,1,1,1,11,9,1200,2,3,213,0,2,2,2,5,4,1,5,5,3,2,.526182075624007,.526182075624007,.535824598371977,.566949615281435
4/24/2020,4/24/2020,0,81,1476,0,5/1/2020,R_2BxoR2SvpHCoSxL, , ,anonymous,DE,10,1,10,10,10,10,10,10,9,9,10,10,8,10,10,50,50,0,6,7,0,0,0,9,4,0,0,0,0,7,10,10,10,0,7,7,0,6,6,1,3,3,3,5,3,5,5,10,3,9,10,7,7,0,1,5,5,0,5,4,3,0,0,0,0,9,0,0,1,20,80,6,1,9,0, ,300, ,2,30,3,1,2, ,5,2,1,1,7,8,6800,1,1,213, ,2,3,3,4,2,4,4,4,2,3,5.45942735201933,5.45942735201933,5.4690698747673,5.50019489167676
4/23/2020,4/23/2020,0,100,749,1,4/23/2020,R_2bZ6HFCo26Dhi5y, , ,email,DE,9,0,10,8,10,10,10,10,10,10,10,10,10,10,10,10,45,45,9,6,3,3,0,10,10,0,0,2,3,1,10,8,8,0,0,7,7,7,7,4,4,7,7,8,8,8,10,10,3,3,0,0,10,0,0,0,6,6,0,0,7,0,0,0,0,4,0,3,0,0,80,7,16,10,0,50,300,2,2,30,1,0,1, ,3,1,1,1,11,2,9020,1,1,213,0,2,1,1,4,2,2,4,5,1,1,.460562882488073,.460562882488073,.470205405236043,.501330422145501
4/30/2020,4/30/2020,0,100,6383,1,4/30/2020,R_2bZt0aOUe8RvvUW, , ,anonymous,DE,10,0,10,9,10,10,10,10,9,10,9,10,8,10,10,30,50,20,5,5,5,5,5,10,9,0,0,0,2,5,10,10,10,0,0,10,10,9,5,5,3,0,9,5,9,8,8,9,5,9,2,1,4,8,0,0,1,1,0,9,9,5,0,5,1,9,5,5,2,50,50,4,9,8,0,50,3,4,2,46,3,2,6,Selbständig,3,2,1,2, ,5,5550,5,6,213,50,2,2,4,3,2,3,3,3,4,2, , , , 
4/27/2020,4/27/2020,0,100,3935,1,4/27/2020,R_2c587G2xc7qH9fS, , ,email,DE,7,2,10,8,10,10,10,10,1,6,6,8,0,8,8,20,50,30,3,4,3,3,1,8,8,1,1,2,2,0,10,9,7,0,1,10,8,10,6,3,7,8,8,8,8,7,8,7,7,8,6,4,9,7,4,3,6,7,3,8,8,6,0,6,8,1,7,7,9,10,30,4,14,8,0,25,3,7,1,60,2,1,1, ,3,1,1,1,11,4,4060,3,3,213,0,3,3,4,5,2,2,4,4,5,2,.0187113929813183,.0187113929813183,.0283539157292886,.0594789326387465
4/25/2020,4/25/2020,0,21,853,0,5/2/2020,R_2c5ch6ATlCjiDCG, , ,anonymous,DE,10,10,10,10,10,10,10,10,7,10,4,10,5,10,10,10,70,20,4,4,2,0,0,10,10,2,0,0,0,5,10,10,10,0,0,10,10,10,10,10,5,8,9,4,10,8,7,10,8,10,7,1,5,1,1,0,1,0,0,10,10,10,0,9,9,0,5,10,10,50,50,5,16,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4/26/2020,4/26/2020,0,100,3383,1,4/26/2020,R_2c7q7x8YQs4OJJ2, , ,anonymous,DE,10,6,10,10,10,9,7,10,6,10,8,8,0,8,8,0,50,50,7,9,5,5,5,10,5,0,0,0,0,1,10,10,10,0,0,6,10,10,6,5,8,9,7,9,10,6,7,10,9,10,4,0,7,5,5,0,5,6,0,7,8,5,3,0,6,2,6,7,5,50,50,4,16,8,0,25,100,7,2,54,1,0,6,Freiberuflich,6,1,1,2,9,9,1020,2,6,213,91,5,5,4,4,2,4,4,1,4,4,.156227160914636,.156227160914636,.165869683662606,.196994700572064
4/28/2020,4/28/2020,0,100,1799,1,4/28/2020,R_2cBGLCTeIJqqkXi, , ,email,DE,7,3,5,6,8,10,10,10,0,9,5,5,0,5,5,50,10,40,5,7,0,0,0,8,3,0,0,0,0,2,10,10,9,0,1,3,7,5,6,0,7,5,7,8,5,5,8,8,7,8,3,2,6,0,0,0,5,0,0,9,7,0,0,5,1,3,3,3,3,10,10,2,4,9,0,50,3,7,1,44,3,4,1, ,3,1,1,1,11,6,8010,3,3,213,0,3,2,3,4,3,2,4,4,3,2,.0406983978965435,.0406983978965435,.0503409206445137,.0814659375539716
4/23/2020,4/26/2020,0,100,242509,1,4/26/2020,R_2cbZZICdlCMcFaZ, , ,email,DE,9,1,9,9,9,10,10,10,10,8,8,8,7,7,7,0,50,50,7,7,0,0,0,10,8,5,5,5,6,0,0,7,8,0,0,10,10,10,10,6,8,8,7,8,9,8,7,8,7,9,5,2,6,1,0,0,0,1,0,9,9,0,5,5,7,0,5,5,5,20,40,2,2,5,0,50,300, ,2,39,3,0,1, ,4,1,1,1,9,6,8020,3,3,214,37,3,3,3,4,4,3,4,4,3,4, , , , 
4/23/2020,4/23/2020,0,100,1159,1,4/23/2020,R_2CcPUORLPXEQf2q, , ,email,DE,9,2,9,10,10,9,8,8,2,9,1,1,1,9,8,50,20,30,8,7,0,5,0,10,10,1,0,0,1,0,10,10,10,0,0,0,0,0,0,0,0,0,10,10,8,10,10,10,9,9,2,5,10,7,8,0,10,10,0,10,10,5,0,5,5,0,10,10,10,10,30,5,16,10,0,25,3,4,1,29,1,0,6,Selbstständig,3,2,1,1,11,3,3202,5,5,213,1,5,5,1,5,4,1,5,4,3,1,.348489767307543,.348489767307543,.358132290055513,.389257306964971
4/24/2020,4/24/2020,0,100,2833,1,4/24/2020,R_2CdBUVBovoqPp6j, , ,email,DE,2,0,8,8,10,3,3,10,5,8,2,2,2,6,2,50,25,25,9,9,0,0,0,10,10,0,0,0,0,0,0,10,10,0,0,10,10,10,10,2,3,0,7,5,10,10,10,10,8,8,7,3,7,0,0,0,5,5,0,7,7,1,1,5,5,3,0,0,5,0,0,2,1,9,0,25,3,4,1,65,3,3,6,independent,3,1,1,2,7,6,8042,3,6,213, ,2,2,1,4,3,2,2,3,2,1,.157188245296422,.157188245296422,.166830768044392,.19795578495385
4/23/2020,4/23/2020,0,100,1057,1,4/23/2020,R_2CdJCMA7BfikNV3, , ,email,DE,9,0,9,9,10,10,10,10,7,8,8,10,4,5,6,10,45,45,6,7,5,5,0,8,5,0,0,0,0,3,10,10,10,0,1,6,6,8,3,0,5,5,7,7,5,6,7,8,7,9,7,4,8,6,5,5,6,6,1,5,5,0,0,0,0,5,0,0,0,60,60,6,3,7,0,25,3 Minuten,7 Stunden,1,57,2,0,1, ,4,1,1,2,12,9,1030,3,6,213,8,3,3,4,4,3,3,4,4,3,3,.0187113929813183,.0187113929813183,.0283539157292886,.0594789326387465
4/26/2020,4/26/2020,0,100,1041,1,4/26/2020,R_2CfjffwGQJK2OIr, , ,email,DE,8,2,10,8,10,10,8,10,7,10,9,9,2,8,10,60,25,15,7,7,0,0,1,7,5,0,0,0,0,2,10,8,9,0,0,8,9,7,5,7,5,6,7,7,8,8,8,7,5,7,8,6,6,7,5,3,7,5,0,9,6,2,0,3,7,0,8,8,8,50,30,1,6,8,0,50,3,7,1,21,1,0,4, ,4,2,1,1,10,1,7221,3,3,213,18,3,3,4,3,3,4,3,3,4,4,.0497494397199177,.0497494397199177,.0593919624678879,.0905169793773459
4/23/2020,4/23/2020,0,100,1404,1,4/23/2020,R_2chhtO4GnsYBAxr, , ,email,DE,7,1,5,6,10,4,6,5,0,8,7,8,4,10,6,60,40,0,7,7,0,5,0,6,5,0,0,0,0,5,10,9,9,0,2,4,4,4,0,3,4,2,7,7,7,8,8,9,4,6,7,7,6,6,4,2,3,2,1,8,6,3,0,3,6,3,0,2,6,60,60,4,4,8,0,25,3,7,2,29,3,0,2, ,5,2,1,1,10,4,4073,3,6,213,6,2,1,2,4,3,3,4,4,3,1,.0351735610381465,.0351735610381465,.0448160837861167,.0759411006955747
4/28/2020,4/28/2020,0,100,1574,1,4/28/2020,R_2CHysjYpVGbf09M, , ,email,DE,10,1,10,10,10,9,9,10,5,10,10,10,6,10,10,0,50,50,9,9,0,0,0,10,7,0,0,0,0,0,10,9,10,0,0,5,5,6,7,5,5,5,9,9,9,7,8,9,9,10,1,2,9,5,1,0,1,0,0,9,9,1,0,5,3,0,9,9,9,70,70,4,5,8,0,50,100,7,1,63,3,2,1, ,3,1,1,2,12,3,2380,5,8,213,8,3,2,1,4,4,2,5,5,2,1,.131071405482562,.131071405482562,.140713928230533,.171838945139991
