StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,No_consent,Consent1,No_consent1,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,generosity_DO,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_1,collective_narcis_2,collective_narcis_3,national_identity_1,national_identity_2,conspiracy_theories_1,conspiracy_theories_2,conspiracy_theories_3,conspiracy_theories_4,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self-control_1,trait_self-control_2,trait_self-control_3,trait_self-control_4,self-esteem_1,Q108_1,narcissism_1,narcissism_2,narcissism_3,narcissism_4,narcissism_5,narcissism_6,moral_identity_1,moral_identity_2,moral_identity_3,moral_identity_4,moral_identity_5,moral_identity_6,moral_identity_7,moral_identity_8,moral_identity_9,moral_identity_10,risk_perception_1,risk_perception_2,political_ideology_1,moral_circle1,health_1,CRT1,CRT2,CRT3,sex,sex_3_TEXT,age,marital,children,employment,employment_6_TEXT,ladder_answer,urban,tested_positive,know_tested_positive,no_bots,FL_8_DO
28/04/2020 17:56,28/04/2020 18:31,0,79.71.215.76,100,2066,1,28/04/2020 18:31,R_2OHkMcgI7nFf1yE,,,,,54.45010376,-6.384796143,anonymous,EN-GB,"1,3,4,5",-99,,,3,6,7,7,7,2,7,1,0,0,6,6,1,7,6,60,40,0,1|3|2,7,6,3,3,1,4,1,4,1,0,1,7,9,9,9,1,1,10,9,9,8,6,2,2,7,8,2,7,8,10,4,7,4,8,9,0,2,4,7,7,6,3,10,9,1,0,6,9,9,3,2,8,10,10,7,5,7,25,3,7,1,-99,57,2,0,2,-99,4,1,1,1,213,Open-mindedness|MoralIdentity|Riskperception|Physicalcontact|Politicalideology|NationalIdentification|Traitself-control|Physicalhygiene|Generosity|Self-esteem|ConspiracyTheoriesCOVID-19|Moralcircle|Psychologicalwell-being|Traitoptimism|Narcissism|Morality-as-cooperation(shortversion)|Physicalhealth|Anti-coronapolicysupport|Collectivenarcissism|Attentioncheck|Socialbelonging
28/04/2020 17:52,28/04/2020 18:31,0,86.176.9.179,100,2359,1,28/04/2020 18:31,R_2aQtkxu5nMDqWYF,,,,,51.57879639,-0.123504639,anonymous,EN-GB,"1,3,4,5",-99,,,9,6,8,10,10,10,10,10,10,10,10,10,4,10,7,100,0,0,2|3|1,4,6,6,7,3,4,1,6,6,6,6,8,9,9,9,0,6,8,3,7,7,3,7,0,6,4,9,8,7,8,3,8,9,3,5,0,7,7,0,6,2,7,9,9,3,9,7,3,0,9,7,8,10,40,5,16,8,50,900,7h30m,1,-99,33,1,0,6,self-employed,7,1,1,2,213,Anti-coronapolicysupport|Morality-as-cooperation(shortversion)|Self-esteem|Socialbelonging|Attentioncheck|Collectivenarcissism|Physicalcontact|Physicalhygiene|Physicalhealth|Traitself-control|Traitoptimism|Generosity|Riskperception|Narcissism|NationalIdentification|Moralcircle|Psychologicalwell-being|Open-mindedness|ConspiracyTheoriesCOVID-19|MoralIdentity|Politicalideology
28/04/2020 17:58,28/04/2020 18:31,0,5.68.225.215,100,1960,1,28/04/2020 18:31,R_2YVMXHSnBAuw4Zo,,,,,52.2776947,-0.828399658,anonymous,EN-GB,"1,3,4,5",-99,,,9,1,9,9,10,9,9,8,6,8,8,9,6,8,9,50,50,0,2|3|1,8,8,8,7,6,10,9,2,2,2,2,3,9,9,8,1,3,5,6,6,6,5,5,5,8,8,9,8,8,8,7,8,6,2,7,0,2,7,1,9,2,1,8,9,6,1,7,7,1,7,8,9,60,60,7,16,8,50,3 minutes,4,1,-99,52,3,2,1,-99,3,1,1,1,213,Traitoptimism|Anti-coronapolicysupport|Attentioncheck|Moralcircle|Open-mindedness|Socialbelonging|Collectivenarcissism|Psychologicalwell-being|Morality-as-cooperation(shortversion)|Traitself-control|Generosity|ConspiracyTheoriesCOVID-19|Physicalcontact|Narcissism|Physicalhygiene|Politicalideology|MoralIdentity|Self-esteem|Physicalhealth|NationalIdentification|Riskperception
28/04/2020 17:58,28/04/2020 18:31,0,2.127.69.91,100,1961,1,28/04/2020 18:31,R_3RmxYfD66YQ2YlG,,,,,53.46580505,-1.347595215,anonymous,EN-GB,"1,3,4,5",-99,,,9,1,10,10,10,6,6,8,5,9,10,10,10,10,10,0,100,0,2|3|1,8,7,2,3,1,10,6,1,1,2,2,2,10,10,9,0,1,6,6,4,5,5,5,5,9,9,8,8,8,9,3,8,6,2,7,0,6,6,3,6,5,1,10,9,7,1,6,6,2,6,6,7,20,20,5,9,7,50,3,4,1,-99,27,1,0,3,-99,5,2,1,1,213,ConspiracyTheoriesCOVID-19|Riskperception|Morality-as-cooperation(shortversion)|Collectivenarcissism|Physicalhealth|Socialbelonging|Politicalideology|Self-esteem|Traitoptimism|MoralIdentity|Psychologicalwell-being|Narcissism|Physicalhygiene|Anti-coronapolicysupport|Traitself-control|Generosity|Attentioncheck|Moralcircle|Open-mindedness|NationalIdentification|Physicalcontact
28/04/2020 17:56,28/04/2020 18:31,0,81.101.97.120,100,2102,1,28/04/2020 18:31,R_2TRb04rLHKlEmZC,,,,,52.58790588,-1.812805176,anonymous,EN-GB,"1,3,4,5",-99,,,8,0,7,7,10,9,9,4,10,10,9,10,6,10,4,80,10,10,2|3|1,5,6,3,3,3,10,10,6,2,0,1,1,9,9,9,0,0,7,7,9,5,4,7,8,8,5,7,7,7,9,2,6,2,8,1,0,2,0,0,2,1,0,10,7,0,0,3,1,0,1,8,7,50,10,8,1,10,25,300 minutes ,4 hours,2,-99,58,3,2,2,-99,7,1,1,1,213,Traitoptimism|ConspiracyTheoriesCOVID-19|Politicalideology|Psychologicalwell-being|Moralcircle|Socialbelonging|Anti-coronapolicysupport|Collectivenarcissism|Physicalhealth|Physicalhygiene|Physicalcontact|Narcissism|Self-esteem|NationalIdentification|Attentioncheck|MoralIdentity|Riskperception|Traitself-control|Morality-as-cooperation(shortversion)|Open-mindedness|Generosity
28/04/2020 18:02,28/04/2020 18:31,0,82.39.144.9,100,1752,1,28/04/2020 18:31,R_3oMVuoisE9K7TS9,,,,,52.50309753,-2.083694458,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,9,9,10,8,8,10,8,2,10,5,80,10,10,2|3|1,4,4,1,5,5,10,8,1,1,1,0,2,10,9,8,0,1,8,5,9,9,8,1,0,8,8,4,8,8,10,5,7,5,0,7,0,4,7,2,5,7,2,9,8,5,10,9,4,1,10,9,9,40,40,7,10,8,50,300,2,1,-99,51,3,3,1,-99,6,1,1,2,213,Politicalideology|Psychologicalwell-being|Socialbelonging|MoralIdentity|Attentioncheck|Physicalcontact|ConspiracyTheoriesCOVID-19|Generosity|Traitoptimism|NationalIdentification|Self-esteem|Physicalhygiene|Riskperception|Anti-coronapolicysupport|Moralcircle|Narcissism|Traitself-control|Open-mindedness|Collectivenarcissism|Morality-as-cooperation(shortversion)|Physicalhealth
28/04/2020 18:12,28/04/2020 18:31,0,86.146.30.218,100,1176,1,28/04/2020 18:31,R_1LC0FkC4TWwrPTu,,,,,55.95100403,-3.19720459,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,8,10,10,10,10,1,8,10,10,5,10,10,0,50,50,3|2|1,2,2,2,2,2,6,1,0,0,0,0,2,7,8,7,1,2,7,7,9,8,7,8,9,3,3,3,3,3,4,2,2,9,7,2,0,2,1,2,1,1,1,10,6,1,0,3,3,1,1,1,8,100,80,1,14,3,50 cents,3 minutes,4 hours,1,-99,41,1,0,2,-99,10,1,1,1,213,MoralIdentity|Riskperception|Attentioncheck|Physicalhealth|Morality-as-cooperation(shortversion)|Traitoptimism|Collectivenarcissism|Anti-coronapolicysupport|Self-esteem|Physicalcontact|Politicalideology|Open-mindedness|Narcissism|Generosity|Socialbelonging|Traitself-control|ConspiracyTheoriesCOVID-19|NationalIdentification|Psychologicalwell-being|Moralcircle|Physicalhygiene
28/04/2020 17:48,28/04/2020 18:31,0,46.69.188.51,100,2604,1,28/04/2020 18:31,R_1MYsCKdlzWEFw1V,,,,,57.14529419,-2.094497681,anonymous,EN-GB,"1,3,4,5",-99,,,9,3,6,8,10,9,10,8,4,10,10,10,3,10,8,50,30,20,2|1|3,8,8,3,5,3,1,0,3,4,5,5,3,9,8,8,0,3,7,4,6,4,7,6,6,8,8,9,9,9,10,3,7,5,4,7,0,6,5,3,6,5,4,10,8,3,0,7,7,2,8,7,9,50,70,1,11,8,50 cents,300 minutes,4 hours,2,-99,22,2,0,4,-99,5,1,1,1,213,Collectivenarcissism|NationalIdentification|Moralcircle|Morality-as-cooperation(shortversion)|Physicalhygiene|Open-mindedness|Self-esteem|Socialbelonging|ConspiracyTheoriesCOVID-19|Politicalideology|MoralIdentity|Physicalhealth|Psychologicalwell-being|Attentioncheck|Riskperception|Narcissism|Physicalcontact|Generosity|Traitself-control|Traitoptimism|Anti-coronapolicysupport
28/04/2020 17:59,28/04/2020 18:32,0,86.180.209.51,100,1961,1,28/04/2020 18:32,R_1g2vuAT6U8dJ4yM,,,,,54.85339355,-1.514694214,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,9,10,10,10,9,5,9,8,10,2,10,10,50,50,0,2|1|3,6,6,0,2,2,8,8,1,1,0,0,2,9,9,9,2,2,2,7,7,7,7,2,0,8,8,6,8,8,9,7,7,6,7,6,0,2,2,4,4,2,2,10,9,8,0,6,6,1,6,8,10,50,50,3,6,8,25,300,7,1,-99,54,3,0,1,-99,4,1,1,1,213,Traitself-control|Collectivenarcissism|Morality-as-cooperation(shortversion)|Physicalcontact|ConspiracyTheoriesCOVID-19|Socialbelonging|Moralcircle|Riskperception|Physicalhealth|NationalIdentification|Traitoptimism|Physicalhygiene|Anti-coronapolicysupport|Self-esteem|Open-mindedness|Generosity|Attentioncheck|Politicalideology|Narcissism|Psychologicalwell-being|MoralIdentity
28/04/2020 18:10,28/04/2020 18:32,0,82.23.17.217,100,1281,1,28/04/2020 18:32,R_3h0yiCVxtrm5ZFw,,,,,51.45309448,-0.013793945,anonymous,EN-GB,"1,3,4,5",-99,,,10,1,10,9,10,7,9,10,2,3,9,10,4,9,8,25,65,10,1|3|2,4,7,3,2,1,9,7,0,0,0,0,2,4,8,6,1,0,5,6,7,7,2,5,6,7,7,7,6,8,9,4,8,7,6,6,0,3,5,6,1,2,3,8,6,2,0,3,2,6,1,2,7,20,10,6,3,7,25,3,7,1,-99,62,3,2,1,-99,4,1,1,1,213,MoralIdentity|NationalIdentification|Riskperception|Morality-as-cooperation(shortversion)|Politicalideology|Physicalhygiene|Psychologicalwell-being|Physicalcontact|ConspiracyTheoriesCOVID-19|Socialbelonging|Physicalhealth|Collectivenarcissism|Self-esteem|Anti-coronapolicysupport|Generosity|Open-mindedness|Traitoptimism|Moralcircle|Attentioncheck|Traitself-control|Narcissism
28/04/2020 18:07,28/04/2020 18:32,0,84.65.160.38,100,1502,1,28/04/2020 18:32,R_24C3sUZS6pxke91,,,,,53.62350464,-2.335205078,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,9,10,10,10,10,10,10,8,10,10,8,10,10,0,60,40,2|3|1,6,7,0,3,0,10,6,0,0,0,0,0,10,10,10,0,0,4,8,8,10,4,3,0,9,8,8,8,7,6,4,8,6,3,7,0,0,0,0,7,2,0,10,9,3,0,8,6,0,0,0,8,60,60,5,16,8,50,100 minutes,4 hours,1,-99,43,2,1,1,-99,4,1,1,1,213,Physicalhygiene|Self-esteem|Moralcircle|Riskperception|NationalIdentification|Collectivenarcissism|Narcissism|Physicalhealth|MoralIdentity|Traitself-control|Open-mindedness|Morality-as-cooperation(shortversion)|Physicalcontact|Psychologicalwell-being|Generosity|Traitoptimism|ConspiracyTheoriesCOVID-19|Attentioncheck|Anti-coronapolicysupport|Politicalideology|Socialbelonging
28/04/2020 17:59,28/04/2020 18:32,0,82.23.191.10,100,1937,1,28/04/2020 18:32,R_3iFgII8RkcRX65T,,,,,51.14100647,0.823806763,anonymous,EN-GB,"1,3,4,5",-99,,,4,0,2,2,6,8,8,0,0,2,8,10,7,10,10,100,0,0,3|2|1,6,6,1,2,2,5,2,0,0,0,0,4,6,7,7,0,0,1,1,6,5,5,5,7,8,8,6,6,6,7,3,7,5,6,6,0,6,3,8,4,2,2,6,3,1,1,5,5,6,5,6,5,50,20,5,11,9,50,300 minutes ,7 hours,1,-99,22,2,0,1,-99,6,1,2,2,213,ConspiracyTheoriesCOVID-19|Collectivenarcissism|Psychologicalwell-being|Traitself-control|Politicalideology|Attentioncheck|Narcissism|Physicalhygiene|Physicalhealth|Self-esteem|Open-mindedness|Physicalcontact|Anti-coronapolicysupport|Moralcircle|NationalIdentification|Generosity|Traitoptimism|MoralIdentity|Morality-as-cooperation(shortversion)|Socialbelonging|Riskperception
28/04/2020 17:47,28/04/2020 18:32,0,86.145.55.213,100,2684,1,28/04/2020 18:32,R_9GJa3zazpKcy4zT,,,,,51.55769348,-1.776702881,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,8,10,10,7,9,4,0,10,8,10,10,10,10,60,30,10,1|3|2,6,4,1,9,3,10,10,1,1,1,1,1,10,10,9,0,0,7,5,9,8,3,7,2,10,9,9,9,9,10,6,8,8,6,7,0,2,8,0,6,2,1,10,10,5,0,5,4,10,7,5,10,40,50,5,16,8,50,900,4,2,-99,23,2,0,1,-99,8,1,1,1,213,Physicalhygiene|Open-mindedness|Physicalhealth|Self-esteem|Collectivenarcissism|Traitself-control|Socialbelonging|Attentioncheck|Generosity|MoralIdentity|Moralcircle|Physicalcontact|Psychologicalwell-being|Anti-coronapolicysupport|Traitoptimism|Morality-as-cooperation(shortversion)|NationalIdentification|ConspiracyTheoriesCOVID-19|Riskperception|Narcissism|Politicalideology
28/04/2020 18:12,28/04/2020 18:32,0,81.132.96.221,100,1210,1,28/04/2020 18:32,R_2xK8wgMItw4XZT7,,,,,51.61650085,-0.144104004,anonymous,EN-GB,"1,3,4,5",-99,,,9,1,7,9,10,8,8,10,1,6,9,10,6,10,9,10,50,40,2|1|3,7,6,1,1,0,9,7,0,0,0,0,2,9,10,9,0,1,5,7,9,6,5,8,9,7,9,7,7,7,6,4,7,6,6,3,0,1,1,2,4,1,1,10,7,7,0,4,5,1,6,2,10,60,60,4,10,8,25,3,7,2,-99,54,3,2,3,-99,6,1,1,1,213,Traitoptimism|NationalIdentification|Generosity|Morality-as-cooperation(shortversion)|ConspiracyTheoriesCOVID-19|Riskperception|Traitself-control|Anti-coronapolicysupport|Open-mindedness|MoralIdentity|Collectivenarcissism|Politicalideology|Physicalcontact|Narcissism|Physicalhealth|Moralcircle|Attentioncheck|Socialbelonging|Self-esteem|Physicalhygiene|Psychologicalwell-being
28/04/2020 18:04,28/04/2020 18:32,0,5.81.111.200,100,1674,1,28/04/2020 18:32,R_PYQhG8vUOq8ryVP,,,,,53.19299316,-2.444000244,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,10,10,10,10,6,9,10,6,10,9,80,15,5,2|3|1,10,9,5,6,5,10,8,2,2,0,0,0,9,10,10,0,0,6,7,8,6,8,8,10,8,8,7,9,10,8,3,9,6,0,8,0,0,5,1,5,3,1,9,8,6,0,5,5,3,5,5,6,60,70,8,2,9,50,300,4,1,-99,67,2,0,1,-99,3,2,1,1,213,Riskperception|ConspiracyTheoriesCOVID-19|Collectivenarcissism|Physicalhygiene|Traitoptimism|Physicalcontact|Morality-as-cooperation(shortversion)|MoralIdentity|Socialbelonging|Generosity|Attentioncheck|Open-mindedness|Narcissism|Psychologicalwell-being|Traitself-control|Self-esteem|Moralcircle|Anti-coronapolicysupport|Physicalhealth|NationalIdentification|Politicalideology
28/04/2020 17:48,28/04/2020 18:32,0,176.27.183.254,100,2638,1,28/04/2020 18:32,R_1OlxWjKFWs8nZCq,,,,,51.72999573,-1.238494873,anonymous,EN-GB,"1,3,4,5",-99,,,8,1,7,10,10,9,9,10,9,9,10,10,2,10,9,90,5,5,2|3|1,8,8,3,3,1,10,8,5,0,0,0,2,10,10,10,0,1,8,6,7,7,5,5,5,8,8,9,7,7,10,7,6,6,2,4,0,4,6,6,7,4,0,10,8,7,0,6,5,1,7,8,9,40,50,3,11,7,25 cents,3 minutes,4 hours,2,-99,38,3,2,1,-99,5,2,1,2,213,Physicalhealth|Attentioncheck|Physicalhygiene|Moralcircle|Psychologicalwell-being|Anti-coronapolicysupport|MoralIdentity|NationalIdentification|Politicalideology|Physicalcontact|Socialbelonging|Open-mindedness|Generosity|ConspiracyTheoriesCOVID-19|Traitself-control|Self-esteem|Morality-as-cooperation(shortversion)|Traitoptimism|Collectivenarcissism|Riskperception|Narcissism
28/04/2020 18:09,28/04/2020 18:32,0,85.255.237.226,100,1385,1,28/04/2020 18:32,R_C9cns0rZurkmn3H,,,,,51.49639893,-0.122406006,anonymous,EN-GB,"1,3,4,5",1,"1,3,4,5",-99,8,0,9,10,10,7,7,7,4,9,4,4,2,7,6,100,0,0,3|2|1,8,8,4,7,5,10,8,6,6,6,6,1,9,9,9,0,0,7,7,5,6,5,5,2,9,4,8,8,8,9,3,8,7,2,8,0,3,7,1,8,6,1,9,10,2,0,8,8,0,6,8,10,20,50,4,16,8,25 cents,3 minutes,7 hours,1,-99,35,1,0,1,-99,4,2,1,1,213,Self-esteem|Narcissism|Anti-coronapolicysupport|ConspiracyTheoriesCOVID-19|Physicalcontact|Generosity|Riskperception|Attentioncheck|Collectivenarcissism|Socialbelonging|Morality-as-cooperation(shortversion)|Traitself-control|Moralcircle|NationalIdentification|Physicalhygiene|Psychologicalwell-being|Politicalideology|Physicalhealth|MoralIdentity|Traitoptimism|Open-mindedness
28/04/2020 18:18,28/04/2020 18:32,0,51.9.169.12,100,836,1,28/04/2020 18:32,R_1GxKXkLUvKJvQw1,,,,,51.977005,-3.086395264,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,8,10,10,0,10,10,10,10,10,10,0,50,50,1|3|2,3,4,0,0,0,10,10,2,0,0,0,1,10,10,10,0,0,7,3,6,9,0,0,9,7,6,3,3,7,7,4,10,10,8,8,0,2,2,0,0,0,0,10,10,0,0,6,4,0,6,6,10,80,80,3,16,4,50,300,4,2,-99,41,3,1,2,-99,3,2,1,2,213,Politicalideology|Self-esteem|Open-mindedness|Moralcircle|Riskperception|ConspiracyTheoriesCOVID-19|Physicalhygiene|Traitoptimism|MoralIdentity|Physicalcontact|NationalIdentification|Physicalhealth|Collectivenarcissism|Narcissism|Attentioncheck|Traitself-control|Anti-coronapolicysupport|Psychologicalwell-being|Morality-as-cooperation(shortversion)|Generosity|Socialbelonging
28/04/2020 17:53,28/04/2020 18:32,0,90.240.179.249,100,2379,1,28/04/2020 18:32,R_2DSQSFHl2jsVa7M,,,,,51.31570435,-0.535003662,anonymous,EN-GB,"1,3,4,5",-99,,,10,1,10,10,10,7,7,8,3,0,10,10,7,10,10,50,30,20,3|1|2,8,8,0,5,0,10,10,0,0,0,0,1,10,10,10,0,0,7,8,7,7,8,8,10,8,9,8,8,8,10,2,7,4,0,7,0,2,0,1,0,1,0,10,8,2,0,8,10,0,7,8,9,30,30,8,16,9,50,300 minutes,4,2,-99,59,1,2,1,-99,4,1,1,1,213,Traitoptimism|Politicalideology|Socialbelonging|Anti-coronapolicysupport|Morality-as-cooperation(shortversion)|Riskperception|Physicalhealth|Generosity|Psychologicalwell-being|Traitself-control|ConspiracyTheoriesCOVID-19|Attentioncheck|NationalIdentification|Narcissism|Self-esteem|Physicalhygiene|MoralIdentity|Physicalcontact|Moralcircle|Collectivenarcissism|Open-mindedness
28/04/2020 18:00,28/04/2020 18:32,0,87.81.53.125,100,1948,1,28/04/2020 18:32,R_2WMQtG27dq25C46,,,,,51.46740723,-0.355606079,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,9,10,10,8,8,10,10,6,10,10,7,10,10,40,30,30,2|1|3,8,7,5,4,3,9,7,0,0,0,0,0,10,10,10,0,0,10,10,5,10,5,4,10,10,10,9,9,10,10,9,9,1,1,9,0,6,6,0,10,2,0,10,10,4,0,8,10,0,9,10,10,10,10,6,16,9,50,300 hours,4,1,-99,19,2,0,4,-99,4,1,1,1,213,Moralcircle|Physicalcontact|Self-esteem|Narcissism|Physicalhealth|Riskperception|Politicalideology|Morality-as-cooperation(shortversion)|Traitoptimism|Psychologicalwell-being|ConspiracyTheoriesCOVID-19|Generosity|Attentioncheck|Anti-coronapolicysupport|Traitself-control|NationalIdentification|MoralIdentity|Physicalhygiene|Open-mindedness|Socialbelonging|Collectivenarcissism
28/04/2020 17:56,28/04/2020 18:33,0,79.71.178.124,100,2170,1,28/04/2020 18:33,R_3JE4ZHgES2GdgCG,,,,,51.46479797,-0.03729248,anonymous,EN-GB,"1,3,4,5",-99,,,9,2,8,8,8,9,8,8,5,6,7,9,5,8,10,100,0,0,2|1|3,4,2,3,5,0,5,0,1,1,1,0,2,10,10,10,1,2,6,5,8,8,6,9,10,4,5,3,4,5,5,9,4,7,8,4,0,6,3,7,5,0,5,10,7,0,0,2,1,2,0,0,7,50,40,3,9,6,50,3,4,1,-99,21,1,0,2,-99,9,1,1,1,213,Open-mindedness|ConspiracyTheoriesCOVID-19|Socialbelonging|Moralcircle|Anti-coronapolicysupport|Physicalhygiene|Politicalideology|Physicalcontact|Physicalhealth|Traitoptimism|NationalIdentification|Morality-as-cooperation(shortversion)|Traitself-control|Self-esteem|Collectivenarcissism|Narcissism|MoralIdentity|Psychologicalwell-being|Generosity|Attentioncheck|Riskperception
28/04/2020 18:07,28/04/2020 18:33,0,2.30.109.97,100,1557,1,28/04/2020 18:33,R_ZEsaj1pgIhKKXxT,,,,,53.55340576,-3.067199707,anonymous,EN-GB,"1,3,4,5",-99,,,8,0,9,10,10,10,10,10,10,2,9,10,10,10,10,0,100,0,2|1|3,7,5,5,7,5,10,7,5,0,0,5,2,10,10,10,1,1,3,2,7,10,3,3,0,8,8,5,7,6,8,6,8,1,3,7,0,1,2,6,1,0,1,10,9,2,0,5,3,1,1,7,7,70,70,4,10,8,50,3,7,1,-99,55,2,3,1,-99,8,1,1,1,213,MoralIdentity|Physicalhealth|Self-esteem|Politicalideology|Attentioncheck|Riskperception|Collectivenarcissism|Generosity|Anti-coronapolicysupport|ConspiracyTheoriesCOVID-19|Open-mindedness|NationalIdentification|Narcissism|Morality-as-cooperation(shortversion)|Physicalcontact|Psychologicalwell-being|Moralcircle|Socialbelonging|Traitself-control|Physicalhygiene|Traitoptimism
28/04/2020 17:53,28/04/2020 18:33,0,92.40.249.98,100,2405,1,28/04/2020 18:33,R_2oCVNfm4kCDbfIR,,,,,51.53509521,-0.078903198,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,10,10,10,2,5,10,10,8,10,10,40,40,20,1|2|3,8,6,0,5,0,6,6,0,0,0,0,0,10,10,10,0,0,10,2,10,6,6,8,10,7,3,3,1,3,10,3,6,9,8,3,0,4,0,2,5,2,0,10,10,0,0,2,3,0,0,0,10,20,80,6,9,9,25,3 minutes,7,1,-99,62,3,2,1,-99,5,1,1,1,213,Generosity|Morality-as-cooperation(shortversion)|Narcissism|Moralcircle|Politicalideology|Anti-coronapolicysupport|Collectivenarcissism|MoralIdentity|Self-esteem|Traitoptimism|Physicalcontact|Traitself-control|Riskperception|ConspiracyTheoriesCOVID-19|Open-mindedness|Physicalhealth|Psychologicalwell-being|NationalIdentification|Physicalhygiene|Attentioncheck|Socialbelonging
28/04/2020 18:16,28/04/2020 18:33,0,90.240.181.231,100,1016,1,28/04/2020 18:33,R_24qjYAJq9WIt9CV,,,,,50.91690063,-1.42199707,anonymous,EN-GB,"1,3,4,5",-99,,,9,5,9,9,10,9,8,9,7,1,10,10,7,10,10,0,100,0,2|1|3,8,8,8,9,9,10,10,5,5,5,5,3,9,9,8,2,3,7,7,7,8,8,4,5,8,7,9,9,8,10,9,10,2,0,8,0,2,3,4,7,2,3,8,8,5,0,7,7,7,5,5,8,50,50,9,16,6,50,3mins,4,1,-99,61,3,2,1,-99,4,2,1,1,213,Psychologicalwell-being|Physicalhealth|Generosity|Moralcircle|Morality-as-cooperation(shortversion)|Traitoptimism|Self-esteem|MoralIdentity|Riskperception|Physicalhygiene|Attentioncheck|Physicalcontact|Anti-coronapolicysupport|ConspiracyTheoriesCOVID-19|NationalIdentification|Narcissism|Politicalideology|Collectivenarcissism|Traitself-control|Socialbelonging|Open-mindedness
28/04/2020 18:11,28/04/2020 18:33,0,86.22.115.150,100,1335,1,28/04/2020 18:33,R_1MXulquG82xTzMc,,,,,53.47979736,-2.330703735,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,0,10,10,10,10,10,10,10,10,8,10,10,80,10,10,1|3|2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,4,8,4,2,3,3,10,9,8,7,9,6,3,8,8,6,3,0,0,3,0,0,0,3,6,6,0,0,0,0,0,0,4,1,30,60,3,14,8,50,3 minutes,7,1,-99,46,3,2,3,-99,7,1,1,1,213,Anti-coronapolicysupport|Morality-as-cooperation(shortversion)|Narcissism|ConspiracyTheoriesCOVID-19|Physicalhygiene|Moralcircle|Psychologicalwell-being|Socialbelonging|Politicalideology|Physicalcontact|Attentioncheck|Collectivenarcissism|MoralIdentity|Physicalhealth|Generosity|Traitself-control|Traitoptimism|Open-mindedness|Self-esteem|Riskperception|NationalIdentification
28/04/2020 17:56,28/04/2020 18:33,0,90.222.49.14,100,2239,1,28/04/2020 18:33,R_78I5NsOGV4Yqhah,,,,,50.82380676,-0.082794189,anonymous,EN-GB,"1,3,4,5",-99,,,9,0,8,8,8,10,10,10,8,7,10,10,10,10,10,50,40,10,3|1|2,3,4,3,7,7,10,10,1,1,1,1,2,10,10,9,0,1,9,10,10,8,8,8,8,7,7,7,7,7,7,9,9,1,0,3,0,3,3,1,10,4,0,10,10,8,0,8,8,0,10,10,10,10,10,0,4,4,25,300,4,1,-99,36,3,2,1,-99,6,1,1,2,213,Politicalideology|Psychologicalwell-being|Socialbelonging|ConspiracyTheoriesCOVID-19|Attentioncheck|Moralcircle|Traitoptimism|Collectivenarcissism|Physicalcontact|Riskperception|Self-esteem|Generosity|MoralIdentity|Narcissism|Traitself-control|Physicalhygiene|Anti-coronapolicysupport|Morality-as-cooperation(shortversion)|Open-mindedness|Physicalhealth|NationalIdentification
