V1,V2,V3,V4,V5,SC0_0,SC0_1,SC0_2,rid,pid,SUPPLIER_ID,SUPNAME,complete,information sheet,consent,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_4,collective_narcis_5,collective_narcis_6,national_identity_4,national_identity_5,conspiracy_theories_4,conspiracy_theories_5,conspiracy_theories_7,conspiracy_theories_8,open_mindness_4,open_mindness_5,open_mindness_7,open_mindness_8,open_mindness_9,open_mindness_10,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_7,morality_as_cooperat_8,morality_as_cooperat_9,morality_as_cooperat_10,morality_as_cooperat_11,trait_optimism_4,trait_optimism_5,social_belonging_4,social_belonging_5,social_belonging_12,social_belonging_13,trait_self-control_4,trait_self-control_5,trait_self-control_12,trait_self-control_13,self-esteem_4,attention_check_4,narcissism_4,narcissism_5,narcissism_12,narcissism_13,narcissism_14,narcissism_15,moral_identity_4,moral_identity_5,moral_identity_12,moral_identity_13,moral_identity_14,moral_identity_15,moral_identity_16,moral_identity_17,moral_identity_18,moral_identity_19,risk_perception_4,risk_perception_5,political_ideology_1,moral_circle,moral_circle1,health_8,CRT,CRT1,CRT2,CRT3,intro,sex,sex_TEXT,age,marital,children,employment,employment_TEXT,ladder_instro,ladder_picture,ladder_answer,urban,tested_positive,know_tested_positive,no_bots,prefecture,education,income,support,comments,debrief,
R_2WMbAlBMCwQh9Nm,Default Response Set,2020-04-28 08:29:10,2020-04-28 08:35:25,1,0,0,0,5ea82156-cab7-f6f1-57d0-aed0643a674f,044de6f8-fd3c-411a-841a-2557c8de9644,737,Dalia_Research,1,1,1,9,2,9,9,8,10,10,10,10,3,10,7,2,3,0,0,50,50,1,2,3,8,9,10,10,1,0,3,1,9,8,9,9,1,1,9,9,9,7,7,2,4,10,10,9,9,9,7,3,3,9,9,10,0,9,2,9,8,9,7,10,10,2,0,8,9,10,10,8,0,20,70,7,1,6,4,1,250원,300분,4시간,1,2,,28,3,1,1,,1,1,6,2,1,1,213,12,5,4,3,,1,
R_2EhrNGjf156SASu,Default Response Set,2020-04-28 08:34:21,2020-04-28 08:37:04,1,0,0,0,5ea822c4-c7a2-727b-c9ef-7efe55f8c0c7,171300f3e19ff52bf7cc5c69a9af59bf,708,TapResearch,1,1,1,,,,,,,,,,,8,3,8,8,7,3,28,69,7,3,,,,8,,8,7,3,,,,,,,,,,,,,,,8,9,4,6,8,5,8,8,3,6,9,9,,,,,,,7,3,3,7,7,8,4,5,6,4,80,90,,1,12,9,1,,,,1,2,,36,2,0,2,,1,1,7,2,1,1,213,5,3,4,3,,1,
R_wQTDCp7QJDA1HBT,Default Response Set,2020-04-28 08:33:39,2020-04-28 08:37:41,1,0,0,0,5ea82277-3e89-b437-609c-ac3a3ac3db23,f09d1e22-ad30-4435-aca4-b3aa3c6428f7,786,Persona.ly,1,1,1,7,7,7,7,7,8,8,8,8,8,8,9,9,10,10,30,20,50,7,7,6,7,7,9,8,7,8,8,8,9,7,9,8,8,8,10,10,9,10,7,8,7,2,8,0,0,1,0,6,7,7,7,8,7,8,10,7,10,6,2,8,7,7,8,8,8,8,8,8,8,60,100,7,1,2,8,1,hg,dfgsdf,hgsdf,1,2,,23,1,0,1,,1,1,1,2,1,1,213,4,5,6,3,hgfgfs,1,
R_xcnXY5VR6DiP2nL,Default Response Set,2020-04-28 08:19:59,2020-04-28 08:38:14,1,0,0,0,5ea81f5e-21e8-6bf2-ff30-11e79281e209,7431654c-594b-4ee9-a154-0785bcfdfccf,786,Persona.ly,1,1,1,9,8,9,10,8,9,8,8,7,8,9,9,9,8,9,050,30,20,9,7,2,3,4,10,10,1,2,2,1,7,6,6,6,6,6,3,7,4,7,3,7,4,8,7,7,6,7,7,8,9,7,1,10,6,6,4,7,4,7,6,7,7,6,4,7,4,7,4,7,4,10,10,8,1,9,9,1,25,3,6,1,1,,25,1,0,1,,1,1,5,1,1,1,213,5,5,2,1,This was really good experience ,1,
R_1guuOKzezsdmf9i,Default Response Set,2020-04-28 08:34:11,2020-04-28 08:39:10,1,0,0,0,5ea8229d-d386-66da-8602-8c82e10e380d,2760d006-82d7-4011-84ca-86d0dc84c57a,737,Dalia_Research,1,1,1,5,4,5,5,5,4,5,6,5,5,10,5,5,5,5,100,0,0,8,5,5,5,5,10,10,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,4,6,4,4,10,5,5,5,5,5,5,5,5,5,5,5,5,20,0,5,1,1,5,1,,,,1,1,,25,1,0,1,,1,1,6,1,1,1,213,7,3,1,1,No,1,
R_2aLC34sVAGPYVqs,Default Response Set,2020-04-28 08:30:18,2020-04-28 08:39:18,1,0,0,0,5ea821d1-7219-9b8b-4938-8a17f6f66a7d,6c05e61ae4bbd6008cd11a468cd133be,708,TapResearch,1,1,1,7,4,4,6,7,5,7,7,5,9,9,6,5,5,8,0100,0,0,6,6,7,6,3,10,10,7,2,2,2,5,4,7,7,0,4,6,5,7,7,5,5,5,5,5,7,7,7,9,5,4,6,5,6,5,3,5,5,5,5,3,7,5,4,3,6,5,4,7,7,8,0,20,6,1,5,5,1,75,3,4,1,1,,35,1,0,1,,1,1,6,1,1,1,213,16,4,5,1,없음,1,
R_2YLpQOk0B1YJ3G3,Default Response Set,2020-04-28 08:33:58,2020-04-28 08:39:22,1,0,0,0,5ea8227b-c449-29f6-2a1c-35d5feb4a950,0906787bdfb79da77e51d4259882c051,708,TapResearch,1,1,1,2,10,9,8,10,8,9,9,9,10,8,8,9,9,10,30,30,40,9,6,9,9,9,6,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,1,9,8,8,8,1,1,9,1,2,8,7,9,6,8,1,1,9,9,9,8,9,7,9,0,5,5,5,5,5,5,20,30,6,1,14,9,1,50,3분,4시간,1,2,,24,1,0,1,,1,1,5,1,1,1,213,2,5,3,2,,1,
R_3CH2ZCbnaTzzoQ7,Default Response Set,2020-04-28 08:34:20,2020-04-28 08:40:30,1,0,0,0,5ea8229f-390a-0387-5e5c-23e5964e6250,88a8313673dd6089b950ef1233a67caa,708,TapResearch,1,1,1,9,0,10,10,10,0,10,10,10,10,7,8,8,8,9,10,10,80,8,7,7,7,8,9,9,6,7,7,7,7,8,8,8,6,3,7,3,8,8,8,4,8,10,10,7,8,7,10,10,10,10,7,10,6,7,9,3,10,8,2,7,7,7,9,8,8,4,8,3,7,0,40,7,1,8,7,1,50,900,16,1,1,,38,2,0,1,,1,1,6,1,1,1,213,1,2,3,1,,1,
R_3g7KHXx5Ybd0a3z,Default Response Set,2020-04-28 08:20:57,2020-04-28 08:40:38,1,0,0,0,5ea81f82-368b-c71d-3bf5-d767e5fa35ed,868e2ff4-0fdc-41cf-9eea-dd452f71d590,786,Persona.ly,1,1,1,8,2,7,8,6,2,6,3,1,8,8,6,7,8,9,70,20,10,6,7,3,7,4,8,6,8,1,2,3,2,8,9,7,1,2,6,8,9,7,4,3,2,8,9,7,8,6,7,10,9,2,1,7,0,8,7,3,6,2,1,8,7,2,1,6,7,2,1,2,8,60,70,4,1,10,7,1,50,3,4,1,1,,50,3,2,1,,1,1,5,2,1,1,213,16,5,3,1,,1,
R_1JQmH2hwP5oy2vl,Default Response Set,2020-04-28 08:32:54,2020-04-28 08:41:15,1,0,0,0,5ea82235-44c7-93ac-5f92-5f50eb497b13,16a31db8-01ef-4dd7-9751-d9563dbb5d60,737,Dalia_Research,1,1,1,10,4,7,5,10,10,10,7,2,10,10,7,7,8,10,100,0,0,6,7,6,7,6,10,10,0,0,0,0,4,10,10,10,10,7,3,8,3,8,6,0,0,1,0,3,3,3,8,4,2,9,10,10,0,0,10,2,2,3,0,7,7,7,3,2,2,9,2,3,3,60,60,7,1,16,7,1,,3,,1,1,,28,1,0,1,,1,1,4,1,1,1,213,1,5,8,1,,1,
R_1N3wJrmeKLoYxK5,Default Response Set,2020-04-28 08:33:04,2020-04-28 08:41:39,1,0,0,0,5ea8223e-633b-c4f2-1240-b3bcf44d4dfd,96151828,968,TheoremReach,1,1,1,7,7,7,7,7,8,8,7,4,7,4,2,3,4,4,10,50,40,7,7,6,3,7,5,5,6,4,5,4,6,4,1,7,7,4,7,7,6,8,7,6,7,6,6,8,8,8,7,7,7,7,6,6,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,80,70,5,1,5,8,1,50,3,8,1,1,,55,3,2,1,,1,1,6,1,1,1,213,,2,4,1,최고..대한민국,1,
R_2iD6kEWHRxjdWBH,Default Response Set,2020-04-28 08:30:55,2020-04-28 08:43:26,1,0,0,0,5ea821b9-a9b0-f696-2c0c-6842e5caea50,ea3c7a47-c4d3-40bc-800d-470e760bd6df,737,Dalia_Research,1,1,1,7,2,8,9,9,7,7,8,6,7,8,8,4,6,7,0100,0,0,8,8,8,8,8,10,9,10,8,8,7,3,6,7,7,7,2,8,7,8,8,7,8,8,7,3,7,7,7,6,3,8,7,8,8,8,7,8,2,8,7,8,8,7,7,8,8,8,7,5,7,7,0,10,7,1,7,4,1,50,300,16,1,1,,51,3,5,1,,1,1,5,1,1,1,213,3,2,2,1,빠른시일내 백신을 만들어 코로나없는 우리나라 가 되었으면합니다,1,
R_3kv5uyQw2jKAd7D,Default Response Set,2020-04-28 08:29:48,2020-04-28 08:43:27,1,0,0,0,5ea82178-f8a4-ead3-9936-ff3a389887ce,7319aa64-8cb4-4fc0-bf4c-71dd80719d85,737,Dalia_Research,1,1,1,9,1,10,10,10,10,10,9,6,10,10,10,10,10,10,0,40,60,2,4,0,2,6,10,7,7,3,5,7,0,10,10,10,0,0,7,8,8,8,2,3,6,5,6,8,9,8,10,7,9,2,4,7,0,2,7,0,7,5,3,10,10,6,0,10,7,2,5,6,9,10,10,5,1,3,10,1,25,300분,,1,2,,20,2,0,3,,1,1,6,1,1,1,213,3,5,3,3,,1,
R_2CeymrC2wK6RxCj,Default Response Set,2020-04-28 08:28:40,2020-04-28 08:44:14,1,0,0,0,5ea82133-e9bc-00a2-dbef-c9062e871829,a3cef5d0-c679-4740-b66f-875103d27076,737,Dalia_Research,1,1,1,5,5,6,7,6,9,8,10,5,8,5,6,6,7,10,70,30,0,5,4,7,3,8,9,9,6,5,5,5,4,7,8,8,0,0,6,9,7,8,3,1,1,5,6,8,8,8,6,5,5,6,6,6,0,6,6,3,6,6,5,9,10,5,3,6,6,1,6,6,10,10,10,3,1,16,4,1,25원,3분,2시간,1,1,,53,3,3,2,,1,1,9,1,1,1,213,3,5,3,2,"아직도 생계사각지역에 대한 관심과 지원이 부족하다는 생각입니다. 재무적인 어려움이 살아가는데 있어서의 행복, 관계, 소통, 배려 등에 더이상의 영향을 미치지 않기를 바랍니다.",1,
R_bftdQpUYDCSnIxr,Default Response Set,2020-04-28 08:36:03,2020-04-28 08:44:53,1,0,0,0,5ea82308-791e-b8ef-a503-323e838fab9b,d36ff941-070c-43e7-b312-eff78e33121c,737,Dalia_Research,1,1,1,6,4,5,5,6,5,5,5,4,5,5,4,4,4,5,0,100,0,7,5,5,5,5,10,7,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,6,3,3,7,0,3,5,5,5,5,4,5,5,5,2,5,5,5,5,5,5,10,50,5,1,5,8,1,50원,3분,16시간,1,3,비밀.,18,1,0,4,,1,1,6,3,1,1,213,13,2,3,2,,1,
R_3JfxFwpqDukDrys,Default Response Set,2020-04-28 08:39:07,2020-04-28 08:45:14,1,0,0,0,5ea823bc-c34b-b185-80c0-7c323ecc852c,99979318,968,TheoremReach,1,1,1,8,4,9,10,9,5,5,5,5,5,5,5,5,5,5,0,50,50,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,8,8,8,8,8,6,5,5,5,5,5,5,5,5,5,5,5,7,4,8,0,9,5,1,7,5,5,5,5,5,5,5,5,5,50,50,9,1,8,5,1,50,100,16,1,2,,36,3,0,1,,1,1,3,1,1,1,213,5,2,3,1,없어요,1,
R_3fK6JUEMb60VAUp,Default Response Set,2020-04-28 08:36:29,2020-04-28 08:47:35,1,0,0,0,5ea82309-0dc3-5e77-f515-fd32c3da92c4,60db101ea97d35b5134ac6381bad72d5,708,TapResearch,1,1,1,8,2,9,9,9,7,8,8,9,9,7,7,8,8,8,30,70,0,8,7,8,8,8,9,9,0,0,0,0,1,9,9,9,0,0,7,7,9,9,0,0,0,8,8,7,7,8,8,8,8,3,5,10,0,5,7,7,5,5,1,9,7,5,0,0,5,0,5,5,5,10,10,5,1,9,6,1,25,3,4,1,2,,51,1,1,1,,1,1,4,1,1,1,213,3,5,5,1,,1,
R_1pYSvjPDW9uTOcZ,Default Response Set,2020-04-28 08:45:01,2020-04-28 08:48:36,1,0,0,0,5ea82507-5cbb-64b7-9156-b20570c95864,6bed0226-3f3b-4f95-9354-fb7f638ea9e3,737,Dalia_Research,1,1,1,9,9,9,8,8,8,9,8,9,9,8,8,8,8,9,10,20,70,9,8,8,9,8,8,9,4,2,1,2,0,9,7,4,7,4,8,8,8,8,8,9,8,3,9,8,9,9,9,8,8,8,8,8,3,8,8,8,8,9,8,9,3,8,3,8,7,4,7,4,8,30,90,9,1,12,8,1,,,,1,1,,19,1,0,4,,1,1,6,1,1,1,213,5,2,1,1,,1,
R_3rMsyBnsvHkj3K7,Default Response Set,2020-04-28 08:32:56,2020-04-28 08:48:57,1,0,0,0,5ea8224a-8b98-653d-9d3f-c2546d77aa28,_6572_4b6a4bfcc5d1497381837a196da70292,1135,RevenueUniverse,1,1,1,7,3,7,4,3,3,4,5,2,5,10,10,10,4,10,60,40,0,5,6,1,5,2,10,6,4,2,2,2,4,6,3,7,3,4,7,6,6,2,7,3,5,5,5,7,7,3,5,7,5,2,8,3,7,4,7,5,4,5,5,5,9,8,4,1,6,5,7,4,7,80,70,7,1,8,5,1,50원,100분,8,1,1,,20,2,0,4,,1,1,4,1,1,1,213,14,2,1,2,,1,
R_1HbDrlJ30dzJbs6,Default Response Set,2020-04-28 08:27:56,2020-04-28 08:50:22,1,0,0,0,5ea82127-cdbf-5260-72bc-fc4ae908a546,71166d46-1d39-40e7-9228-9548b6023677,737,Dalia_Research,1,1,1,8,3,6,8,7,6,7,7,8,8,8,8,7,8,9,60,30,10,3,3,5,4,5,8,6,7,4,2,1,3,8,8,8,1,3,5,5,7,6,8,6,7,4,5,6,4,6,7,6,5,3,4,6,0,6,7,3,5,6,6,8,7,8,2,6,7,3,8,6,9,30,20,8,1,16,4,1,25,3,7,1,1,,66,3,2,5,,1,1,7,2,1,1,213,4,5,2,2,없습니다.,1,
R_3340Bnbnn1ceMAS,Default Response Set,2020-04-28 08:45:05,2020-04-28 08:50:32,1,0,0,0,5ea82524-f615-339c-5ab9-a3450b5e1bd3,86fe4b93ff346a567537896107c903da,708,TapResearch,1,1,1,10,5,10,10,10,10,10,10,10,9,10,10,10,10,10,80,10,10,0,5,10,10,0,10,10,5,5,1,5,5,5,10,5,5,5,5,5,10,10,5,5,5,5,10,5,5,5,5,10,0,5,0,0,5,0,10,0,0,0,0,10,,10,10,5,5,5,7,5,5,50,50,5,1,4,5,1,ㅇ,0,0,1,2,,38,1,0,1,,1,1,10,1,2,1,213,14,4,1,1,ㅇ,1,
R_2a9uS3CVeGfCjnr,Default Response Set,2020-04-28 08:40:58,2020-04-28 08:50:52,1,0,0,0,5ea82417-d98d-2b02-ddc1-acc7da11f983,b2278cee9a0c33cc2fa560122bb4895b,708,TapResearch,1,1,1,6,4,7,7,8,4,4,7,4,7,8,7,6,7,8,100,0,0,5,5,6,8,8,8,8,5,5,5,5,6,7,7,7,2,6,4,6,7,7,3,7,3,4,4,5,4,4,4,4,4,7,6,3,6,7,5,5,6,5,6,7,6,6,2,5,4,4,4,4,8,10,10,4,1,3,4,1,25,3분,7시간,1,2,,38,1,0,1,,1,1,7,1,1,1,213,15,5,3,2,없다,1,
R_3KwsRsOyTUVsqEi,Default Response Set,2020-04-28 08:38:54,2020-04-28 08:51:19,1,0,0,0,5ea823b9-15d8-530c-48d9-024de52924f8,2549b17f-095f-45bc-be02-5e5a64aa24a4,737,Dalia_Research,1,1,1,9,1,5,9,10,5,5,10,4,8,5,5,1,5,6,50,30,20,8,7,3,7,7,10,10,1,0,1,0,3,9,9,9,1,4,6,6,9,9,6,4,5,8,9,5,5,6,9,8,8,3,7,9,0,2,7,0,4,5,5,7,5,4,1,0,3,4,5,3,5,10,10,4,1,7,7,1,50,3,4,1,1,,38,3,1,1,,1,1,6,1,1,1,213,17,4,3,1,,1,
R_290M8EnClwjmtgH,Default Response Set,2020-04-28 08:46:51,2020-04-28 08:51:46,1,0,0,0,5ea82587-f685-69cb-4e41-a10352ad22bc,_6572_4583a083a142517e36838a7f81f8d601,1135,RevenueUniverse,1,1,1,5,5,5,5,5,8,8,8,5,5,8,8,8,8,9,30,50,20,5,5,3,5,5,8,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,30,5,1,1,9,1,잉크,300분,2시간,1,2,,55,3,3,1,,1,1,6,1,1,1,213,1,5,2,3,,1,
R_1gTMt9BdwoANNWT,Default Response Set,2020-04-28 08:46:02,2020-04-28 08:52:43,1,0,0,0,5ea82565-a896-5c53-70c5-562db15faeb9,5720c0191b65646a2f64e5479b764eed,708,TapResearch,1,1,1,9,1,9,8,9,9,9,4,7,9,8,9,8,8,7,100,0,0,9,8,8,7,9,10,10,3,3,2,1,8,9,7,8,8,7,9,7,7,9,8,8,8,8,7,9,8,7,9,9,7,7,8,7,7,8,9,8,7,9,8,8,7,7,8,9,8,8,8,8,8,80,70,8,1,13,8,1,50,,,1,2,,56,3,1,1,,1,1,6,1,1,1,213,1,2,3,1,,1,
R_1o07ppdni4iiwsp,Default Response Set,2020-04-28 08:44:30,2020-04-28 08:54:03,1,0,0,0,5ea824eb-3281-a7a6-ff74-5318b66fb924,f120c9d0cd03e28ad84ecbd7bf049848,708,TapResearch,1,1,1,7,3,8,7,7,7,7,7,7,6,7,7,7,7,7,050,40,10,3,2,5,6,5,10,8,7,5,2,3,4,8,8,8,1,3,4,4,7,7,4,3,3,3,3,6,6,7,7,5,4,3,3,5,0,5,5,3,4,4,4,7,7,5,2,3,4,1,4,5,7,10,40,5,1,4,3,1,50,300,16,1,1,,45,1,0,2,,1,1,9,1,1,1,213,8,5,1,1,없어요,1,
R_3Ray1vBF0Hd72Pl,Default Response Set,2020-04-28 08:45:00,2020-04-28 08:55:45,1,0,0,0,5ea8251d-c667-0898-0bd5-af11aff3a0d2,194463ffcedc1b621bae0daf33e01e72,708,TapResearch,1,1,1,10,0,8,10,9,5,6,8,4,5,10,6,6,10,10,50,50,0,10,10,5,7,5,10,10,0,0,0,0,4,7,8,8,0,6,6,6,10,4,5,5,5,7,10,7,4,5,5,0,5,8,5,5,0,5,5,4,7,5,3,6,5,5,3,5,5,5,5,5,5,20,0,0,1,16,4,1,5+,300,4,1,2,,35,3,2,6,,1,1,6,1,1,1,213,9,4,1,3,,1,
R_x9LqAljhLVDyLtL,Default Response Set,2020-04-28 08:48:05,2020-04-28 08:55:45,1,0,0,0,5ea825d8-d2e5-527e-d8e4-f25908a7527b,121700790,398,P2Sample,1,1,1,9,1,7,6,7,5,3,9,6,9,7,4,6,7,9,80,0,20,3,4,4,7,5,6,4,0,0,0,0,8,6,6,6,3,3,6,6,7,6,6,6,7,4,3,4,3,6,6,6,3,5,4,4,0,2,6,8,8,6,6,6,6,4,2,6,4,7,6,4,6,20,30,3,1,3,6,1,50,3,4,1,1,,30,1,0,1,,1,1,7,1,1,1,213,14,5,3,2,주제와 상관없는 질문이 몇 개 있는 것 같습니다.,1,
R_RI9sDi0a7yiGXlv,Default Response Set,2020-04-28 08:46:40,2020-04-28 08:56:26,1,0,0,0,5ea82598-b34f-e175-f128-ac49c630dbb5,28071229,968,TheoremReach,1,1,1,5,5,5,5,5,7,7,8,7,8,5,5,5,5,5,30,30,40,6,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,50,5,1,8,5,1,50,300,4,1,2,,58,3,2,6,,1,1,1,1,1,1,213,9,1,2,1,없음 ,1,
R_3F56sHYuNNt5waV,Default Response Set,2020-04-28 08:41:20,2020-04-28 08:57:08,1,0,0,0,5ea82443-5cf6-33d4-7c7e-0960e9c94b19,113500439,968,TheoremReach,1,1,1,10,0,10,10,10,10,10,10,10,10,10,8,4,10,10,70,15,15,0,0,3,5,5,8,5,0,0,0,0,4,10,10,10,0,2,4,5,10,8,5,7,9,10,10,5,5,4,2,9,10,5,5,5,0,1,8,5,8,3,10,9,8,4,1,4,5,3,7,5,10,0,80,3,1,9,6,1,175,900,16,1,2,,44,3,1,2,,1,1,9,1,1,1,213,11,2,2,2,,1,
R_w6l0TdBjih9vMxX,Default Response Set,2020-04-28 08:47:35,2020-04-28 08:57:10,1,0,0,0,5ea825a8-3420-cee9-340f-60d7839c402d,1bdbcdb4-9abe-4668-a339-3329fd05c19f,737,Dalia_Research,1,1,1,9,1,7,9,10,9,10,9,5,8,9,7,2,6,8,100,0,0,6,7,6,9,5,10,8,10,8,7,9,8,9,9,9,1,2,8,8,7,6,8,7,7,7,7,7,6,6,8,4,6,3,4,5,0,7,5,6,4,6,6,6,7,6,6,6,5,6,5,5,5,0,60,1,1,5,6,1,25,3,4,1,1,,42,3,0,1,,1,1,6,1,1,1,213,6,4,6,1,,1,
R_UDYZsbEe3Kk5vEJ,Default Response Set,2020-04-28 08:51:37,2020-04-28 08:57:51,1,0,0,0,5ea82692-214b-3d46-e8f5-1d176a518895,c9d307093a199c7366f8b79e51209800,708,TapResearch,1,1,1,8,8,8,8,8,7,8,8,8,7,8,8,8,8,8,90,10,0,8,8,6,5,7,10,5,7,8,7,8,8,8,8,8,7,6,7,6,7,7,8,7,3,7,8,7,5,4,9,7,5,5,5,7,0,7,8,3,9,8,8,8,8,7,3,8,4,2,7,8,7,0,100,6,1,9,7,1,25,3,4,1,2,,33,3,2,2,,1,1,6,1,1,1,213,14,5,4,3,,1,
R_2wtp3Kpigopcyne,Default Response Set,2020-04-28 08:47:26,2020-04-28 08:58:42,1,0,0,0,5ea825b0-5db6-1415-e0e8-0e91b26bd047,57583903,968,TheoremReach,1,1,1,10,3,10,10,10,10,10,10,10,10,8,4,7,8,10,50,25,25,10,7,8,3,5,10,10,0,0,0,0,5,8,7,8,2,5,5,5,5,5,5,5,5,8,8,7,7,7,10,7,8,5,8,7,0,7,7,3,3,5,5,7,5,5,5,5,5,5,5,5,5,0,0,5,1,1,3,1,50,300,4,1,1,,56,1,0,2,,1,1,6,2,1,1,213,11,1,1,1,없음 ,1,
R_24ITips3K8SQwbY,Default Response Set,2020-04-28 08:41:21,2020-04-28 08:59:27,1,0,0,0,5ea82445-3879-8a5c-f1c8-d5743b4aa935,89306409,968,TheoremReach,1,1,1,10,3,8,9,10,10,10,10,9,9,10,8,5,10,10,60,20,20,1,1,4,5,5,6,5,0,0,0,0,3,10,10,10,1,1,3,4,10,8,4,5,7,10,8,3,4,4,1,8,9,4,5,4,0,1,8,1,9,2,10,8,8,5,1,5,6,3,7,5,8,0,80,3,1,16,5,1,175,900,16,1,2,,43,3,1,2,,1,1,10,1,1,1,213,11,2,2,1,,1,
R_1QU5MoalJj3XeLv,Default Response Set,2020-04-28 08:30:50,2020-04-28 09:00:24,1,0,0,0,5ea821f3-1da2-af12-b704-4d07a5aa1cd6,5b9c5b97-b50a-48bd-8ab2-6a06395c487c,737,Dalia_Research,1,1,1,8,4,10,6,8,9,9,9,6,9,8,9,2,8,6,100,0,0,9,8,7,3,4,8,9,2,4,3,4,3,8,10,8,3,3,6,7,8,8,3,2,2,7,8,7,6,6,10,6,9,6,9,7,7,3,6,4,6,7,7,4,7,9,1,8,9,3,7,9,8,10,0,3,1,2,8,1,50,300,4,1,2,,36,3,1,1,,1,1,6,1,1,1,213,3,5,3,1,,1,
R_3qvYXAgPUjpRJLG,Default Response Set,2020-04-28 08:57:31,2020-04-28 09:02:31,1,0,0,0,5ea827f6-2666-68f7-2180-881798679f01,d644021c64c4c0b38948bddd5bab2165,708,TapResearch,1,1,1,5,6,5,6,5,5,5,5,7,6,4,5,5,5,6,045,45,10,5,5,4,6,7,4,5,5,3,5,5,5,5,5,6,5,5,4,5,5,5,6,6,6,5,5,6,3,5,5,5,5,6,5,5,5,5,3,6,6,7,5,4,5,7,5,7,5,5,5,7,5,50,50,5,1,8,5,1,50,300,6,1,1,,45,1,0,1,,1,1,3,1,1,1,213,,2,3,2,없음,1,
R_2S5YcPbIYamk5mK,Default Response Set,2020-04-28 08:46:45,2020-04-28 09:03:19,1,0,0,0,5ea82590-7052-f6e4-4a6e-1c598579ee42,8622028,420,ClixSense,1,1,1,8,2,8,9,8,8,8,9,9,9,8,9,9,10,9,100,0,0,7,6,2,6,4,10,10,7,0,0,0,3,8,8,9,3,4,6,7,8,7,8,7,8,7,8,6,4,5,6,4,8,4,4,6,0,8,9,8,9,9,8,8,9,9,0,6,7,1,6,7,9,10,40,10,1,5,6,1,100,300,4,1,2,,40,3,2,1,,1,1,6,1,1,1,213,1,5,5,5,,1,
R_12tX1imCXw6GqY3,Default Response Set,2020-04-28 09:00:02,2020-04-28 09:04:45,1,0,0,0,5ea828b4-508c-73b6-e480-09ba37e0d5c6,121313526,968,TheoremReach,1,1,1,8,4,9,9,8,7,9,9,9,9,9,9,9,9,9,0100,00,00,3,8,9,9,9,10,10,3,3,3,3,7,7,7,4,8,7,8,9,9,9,9,9,8,10,8,8,9,8,9,8,8,8,7,10,0,8,9,9,8,9,9,4,3,4,10,3,4,8,4,4,2,80,60,9,1,5,8,1,50,300,4,1,1,,27,1,0,1,,1,1,4,1,1,1,213,1,5,5,2,문재인뒤지라고꼭전해주세요,1,
R_2dlRovAWGDkWGIO,Default Response Set,2020-04-28 08:58:28,2020-04-28 09:05:43,1,0,0,0,5ea8286c-362e-577e-e581-36862119b05f,ca5319bf9381e44dc47ab348a160c625,708,TapResearch,1,1,1,10,3,4,1,4,5,3,5,5,10,7,3,2,6,10,50,25,25,10,7,5,2,0,10,10,1,0,0,0,5,10,7,10,0,5,10,10,10,8,10,1,6,8,10,2,5,7,10,4,3,7,7,5,8,10,5,7,6,5,0,10,10,10,0,10,10,0,10,10,10,30,20,4,1,1,3,1,50,100분,4시간,1,1,,22,1,0,1,,1,1,6,2,1,1,213,11,3,3,1,,1,
R_1i23fh9Wdzn4vQB,Default Response Set,2020-04-28 09:02:49,2020-04-28 09:06:11,1,0,0,0,5ea82958-3b58-8eff-76a4-0da25de774e4,30e1928c70b06a99652e883913b8ad2a,708,TapResearch,1,1,1,4,3,4,4,4,7,4,7,3,6,4,6,5,5,4,50,30,20,4,6,6,6,7,4,5,5,3,3,3,4,3,3,7,3,3,3,3,3,3,4,4,4,3,4,6,7,7,7,4,5,5,5,6,4,6,6,4,4,5,5,7,7,6,7,6,7,4,6,4,3,40,60,6,1,4,3,1,100,3,4,1,1,,25,2,0,2,,1,1,4,3,1,1,213,2,2,3,3,wwwp,1,
