subId,country,check_selfrep,check_voting,age,education,subj_SES,pol_ideology,religiosity,argument,gender_recode,race_recode,exclude_behav,dimension,dilemma,behav,support,avg_trust,taskOrder
324,ASDF2,1,1,19,2,1,4,1,Non-Utilitarian,Female,Asian,0,IH,ventilator,NA,7,4,self-rep
324,ASDF2,1,1,19,2,1,4,1,Non-Utilitarian,Female,Asian,0,IH,lockdown,NA,1,4.5,self-rep
325,ASDF2,1,1,26,4,4,1,1,Utilitarian,Female,Other,0,IH,ventilator,NA,1,3,behav
325,ASDF2,1,1,26,4,4,1,1,Utilitarian,Female,Other,0,IH,lockdown,NA,3,3,behav
325,ASDF2,1,1,26,4,4,1,1,Utilitarian,Female,Other,0,IB,ppe,Utilitarian,3,NA,behav
326,ASDF2,1,1,42,5,8,6,6,Utilitarian,Female,White,0,IB,ppe,NA,1,1,behav
326,ASDF2,1,1,42,5,8,6,6,Utilitarian,Female,White,0,IH,lockdown,Utilitarian,5,NA,behav
326,ASDF2,1,1,42,5,8,6,6,Utilitarian,Female,White,0,IB,medicine,NA,1,1.5,behav
327,ASDF2,1,1,39,2,5,5,2,Non-Utilitarian,Female,White,0,IH,tracing,NA,5,5.5,behav
327,ASDF2,1,1,39,2,5,5,2,Non-Utilitarian,Female,White,0,IB,ppe,Utilitarian,2,NA,behav
327,ASDF2,1,1,39,2,5,5,2,Non-Utilitarian,Female,White,0,IH,ventilator,NA,1,7,behav
328,ASDF2,1,1,19,3,2,1,1,Utilitarian,Female,White,0,IB,ppe,NA,6,5,behav
328,ASDF2,1,1,19,3,2,1,1,Utilitarian,Female,White,0,IB,medicine,NA,6,5,behav
328,ASDF2,1,1,19,3,2,1,1,Utilitarian,Female,White,0,IH,ventilator,Non-Utilitarian,4,NA,behav
329,ASDF2,1,1,22,3,6,5,1,Utilitarian,Male,White,0,IH,lockdown,NA,2,3,behav
329,ASDF2,1,1,22,3,6,5,1,Utilitarian,Male,White,0,IB,medicine,Non-Utilitarian,2,NA,behav
329,ASDF2,1,1,22,3,6,5,1,Utilitarian,Male,White,0,IH,ventilator,NA,4,5,behav
330,ASDF2,1,1,34,3,5,4,6,Utilitarian,Female,White,0,IB,medicine,NA,3,4.5,behav
330,ASDF2,1,1,34,3,5,4,6,Utilitarian,Female,White,0,IH,ventilator,Non-Utilitarian,1,NA,behav
330,ASDF2,0,1,34,3,5,4,6,Utilitarian,Female,White,0,IB,ppe,NA,3,5,behav
331,ASDF2,1,1,18,1,1,2,1,Non-Utilitarian,Male,Other,0,IH,ventilator,NA,1,6,self-rep
331,ASDF2,1,1,18,1,1,2,1,Non-Utilitarian,Male,Other,0,IH,tracing,NA,4,4.5,self-rep
331,ASDF2,1,1,18,1,1,2,1,Non-Utilitarian,Male,Other,0,IB,medicine,Non-Utilitarian,3,NA,self-rep
332,ASDF2,1,1,38,5,10,4,4,Non-Utilitarian,Male,White,0,IB,medicine,NA,1,6,self-rep
332,ASDF2,1,1,38,5,10,4,4,Non-Utilitarian,Male,White,0,IH,ventilator,Utilitarian,6,NA,self-rep
332,ASDF2,1,1,38,5,10,4,4,Non-Utilitarian,Male,White,0,IB,ppe,NA,1,6,self-rep
333,ASDF2,1,1,26,4,1,2,5,Non-Utilitarian,Female,Other,0,IB,medicine,NA,7,1,self-rep
333,ASDF2,1,1,26,4,1,2,5,Non-Utilitarian,Female,Other,0,IB,ppe,NA,7,3.5,self-rep
333,ASDF2,1,1,26,4,1,2,5,Non-Utilitarian,Female,Other,0,IH,ventilator,Non-Utilitarian,1,NA,self-rep
334,ASDF2,1,1,19,2,2,3,6,Non-Utilitarian,Female,White,0,IH,lockdown,NA,5,5,self-rep
334,ASDF2,1,1,19,2,2,3,6,Non-Utilitarian,Female,White,0,IB,medicine,Utilitarian,3,NA,self-rep
334,ASDF2,1,1,19,2,2,3,6,Non-Utilitarian,Female,White,0,IH,ventilator,NA,6,3.5,self-rep
335,ASDF2,1,1,19,1,2,5,4,Non-Utilitarian,Male,White,0,IH,ventilator,NA,7,7,behav
335,ASDF2,1,1,19,1,2,5,4,Non-Utilitarian,Male,White,0,IH,lockdown,NA,1,7,behav
335,ASDF2,1,1,19,1,2,5,4,Non-Utilitarian,Male,White,0,IB,medicine,Utilitarian,7,NA,behav
336,ASDF2,1,1,25,4,6,2,1,Utilitarian,Male,White,0,IH,lockdown,NA,1,1,behav
336,ASDF2,1,1,25,4,6,2,1,Utilitarian,Male,White,0,IH,ventilator,NA,6,5.5,behav
336,ASDF2,1,1,25,4,6,2,1,Utilitarian,Male,White,0,IB,ppe,Utilitarian,7,NA,behav
337,ASDF2,1,1,22,4,7,4,1,Utilitarian,Female,Asian,0,IB,ppe,NA,5,5.5,behav
337,ASDF2,1,1,22,4,7,4,1,Utilitarian,Female,Asian,0,IH,ventilator,Non-Utilitarian,1,NA,behav
337,ASDF2,1,1,22,4,7,4,1,Utilitarian,Female,Asian,0,IB,medicine,NA,6,5,behav
338,ASDF2,1,1,25,4,9,6,4,Non-Utilitarian,Male,White,1,IB,medicine,NA,1,7,behav
338,ASDF2,1,1,25,4,9,6,4,Non-Utilitarian,Male,White,1,IB,ppe,NA,1,6.5,behav
338,ASDF2,1,1,25,4,9,6,4,Non-Utilitarian,Male,White,1,IH,lockdown,Utilitarian,7,NA,behav
339,ASDF2,1,1,36,5,6,1,4,Utilitarian,Female,Black,0,IH,ventilator,Non-Utilitarian,1,NA,self-rep
339,ASDF2,1,1,36,5,6,1,4,Utilitarian,Female,Black,0,IB,medicine,NA,3,1,self-rep
339,ASDF2,1,1,36,5,6,1,4,Utilitarian,Female,Black,0,IB,ppe,NA,2,NA,self-rep
340,ASDF2,1,1,21,4,3,2,6,Non-Utilitarian,Female,Asian,0,IB,medicine,NA,3,4,behav
340,ASDF2,1,1,21,4,3,2,6,Non-Utilitarian,Female,Asian,0,IH,lockdown,Non-Utilitarian,2,NA,behav
340,ASDF2,1,1,21,4,3,2,6,Non-Utilitarian,Female,Asian,0,IB,ppe,NA,5,3,behav
341,ASDF2,1,1,25,1,2,1,1,Utilitarian,Male,White,0,IH,ventilator,Utilitarian,5,NA,self-rep
341,ASDF2,1,1,25,1,2,1,1,Utilitarian,Male,White,0,IB,medicine,NA,5,4,self-rep
341,ASDF2,1,1,25,1,2,1,1,Utilitarian,Male,White,0,IB,ppe,NA,6,4.5,self-rep
342,ASDF2,1,1,22,4,4,2,2,Non-Utilitarian,Male,White,0,IH,ventilator,NA,5,4,behav
342,ASDF2,1,1,22,4,4,2,2,Non-Utilitarian,Male,White,0,IH,lockdown,NA,2,6,behav
342,ASDF2,1,1,22,4,4,2,2,Non-Utilitarian,Male,White,0,IB,ppe,Utilitarian,5,NA,behav
343,ASDF2,1,1,26,3,4,4,3,Non-Utilitarian,Male,Other,0,IB,medicine,Non-Utilitarian,1,NA,behav
343,ASDF2,1,1,26,3,4,4,3,Non-Utilitarian,Male,Other,0,IH,ventilator,NA,1,1,behav
343,ASDF2,1,1,26,3,4,4,3,Non-Utilitarian,Male,Other,0,IH,lockdown,NA,6,1,behav
344,ASDF2,1,1,18,2,7,4,1,Utilitarian,Male,Asian,0,IH,tracing,Non-Utilitarian,1,NA,behav
344,ASDF2,1,1,18,2,7,4,1,Utilitarian,Male,Asian,0,IB,medicine,NA,1,4,behav
344,ASDF2,1,1,18,2,7,4,1,Utilitarian,Male,Asian,0,IB,ppe,NA,4,4,behav
345,ASDF2,1,1,24,4,8,6,6,Utilitarian,Female,White,0,IB,ppe,Non-Utilitarian,2,NA,self-rep
345,ASDF2,0,1,24,4,8,6,6,Utilitarian,Female,White,0,IH,lockdown,NA,2,3.5,self-rep
345,ASDF2,1,1,24,4,8,6,6,Utilitarian,Female,White,0,IH,ventilator,NA,2,1,self-rep
346,ASDF2,1,1,31,4,8,2,2,Utilitarian,Female,Asian,1,IB,medicine,NA,3,3,self-rep
346,ASDF2,1,1,31,4,8,2,2,Utilitarian,Female,Asian,1,IB,ppe,NA,2,4,self-rep
346,ASDF2,1,0,31,4,8,2,2,Utilitarian,Female,Asian,1,IH,ventilator,Non-Utilitarian,2,NA,self-rep
347,ASDF2,1,1,24,1,2,4,5,Utilitarian,Female,White,0,IB,medicine,NA,3,1,behav
347,ASDF2,0,1,24,1,2,4,5,Utilitarian,Female,White,0,IH,ventilator,Non-Utilitarian,1,NA,behav
347,ASDF2,1,1,24,1,2,4,5,Utilitarian,Female,White,0,IB,ppe,NA,1,1,behav
348,ASDF2,1,1,25,2,5,7,1,Non-Utilitarian,Male,White,0,IH,ventilator,Utilitarian,7,NA,self-rep
348,ASDF2,1,0,25,2,5,7,1,Non-Utilitarian,Male,White,0,IB,medicine,NA,1,5.5,self-rep
348,ASDF2,1,1,25,2,5,7,1,Non-Utilitarian,Male,White,0,IB,ppe,NA,1,5.5,self-rep
349,ASDF2,1,0,48,5,10,1,1,Non-Utilitarian,Female,White,0,IH,lockdown,NA,1,5,self-rep
349,ASDF2,0,1,48,5,10,1,1,Non-Utilitarian,Female,White,0,IH,ventilator,NA,1,4.5,self-rep
349,ASDF2,1,1,48,5,10,1,1,Non-Utilitarian,Female,White,0,IB,ppe,Utilitarian,7,NA,self-rep
350,ASDF2,1,1,40,5,10,2,7,Non-Utilitarian,Male,White,1,IB,ppe,NA,3,4.5,self-rep
350,ASDF2,0,1,40,5,10,2,7,Non-Utilitarian,Male,White,1,IB,medicine,NA,2,4,self-rep
350,ASDF2,1,1,40,5,10,2,7,Non-Utilitarian,Male,White,1,IH,ventilator,Utilitarian,4,NA,self-rep
351,ASDF2,1,1,48,5,1,3,2,Utilitarian,Female,White,0,IH,tracing,NA,2,3,self-rep
351,ASDF2,1,1,48,5,1,3,2,Utilitarian,Female,White,0,IB,ppe,Utilitarian,5,NA,self-rep
351,ASDF2,1,1,48,5,1,3,2,Utilitarian,Female,White,0,IH,ventilator,NA,6,6,self-rep
352,ASDF2,1,1,33,4,5,1,1,Non-Utilitarian,Female,White,0,IH,ventilator,NA,1,6,self-rep
352,ASDF2,1,1,33,4,5,1,1,Non-Utilitarian,Female,White,0,IH,lockdown,NA,1,5.5,self-rep
352,ASDF2,1,1,33,4,5,1,1,Non-Utilitarian,Female,White,0,IB,ppe,Utilitarian,7,NA,self-rep
353,ASDF2,1,1,19,1,1,1,1,Non-Utilitarian,Female,Asian,0,IH,tracing,NA,1,6,behav
353,ASDF2,1,1,19,1,1,1,1,Non-Utilitarian,Female,Asian,0,IB,ppe,Non-Utilitarian,4,NA,behav
353,ASDF2,1,1,19,1,1,1,1,Non-Utilitarian,Female,Asian,0,IH,ventilator,NA,2,6,behav
354,ASDF2,1,1,23,2,5,3,1,Utilitarian,Female,Black,0,IH,ventilator,NA,3,3,self-rep
354,ASDF2,1,1,23,2,5,3,1,Utilitarian,Female,Black,0,IB,ppe,Utilitarian,6,NA,self-rep
354,ASDF2,1,1,23,2,5,3,1,Utilitarian,Female,Black,0,IH,lockdown,NA,2,1.5,self-rep
355,ASDF2,1,1,33,4,9,2,1,Utilitarian,Male,White,0,IH,lockdown,NA,1,1,behav
355,ASDF2,1,1,33,4,9,2,1,Utilitarian,Male,White,0,IB,medicine,Non-Utilitarian,1,NA,behav
355,ASDF2,1,1,33,4,9,2,1,Utilitarian,Male,White,0,IH,ventilator,NA,4,4,behav
356,ASDF2,1,1,20,2,1,2,1,Utilitarian,Female,White,0,IB,medicine,NA,2,4.5,self-rep
356,ASDF2,1,1,20,2,1,2,1,Utilitarian,Female,White,0,IB,ppe,NA,2,4,self-rep
356,ASDF2,1,1,20,2,1,2,1,Utilitarian,Female,White,0,IH,ventilator,Non-Utilitarian,3,NA,self-rep
357,ASDF2,1,1,23,1,5,4,1,Utilitarian,Male,White,0,IH,ventilator,Non-Utilitarian,4,NA,behav
357,ASDF2,1,1,23,1,5,4,1,Utilitarian,Male,White,0,IB,ppe,NA,7,1,behav
357,ASDF2,1,1,23,1,5,4,1,Utilitarian,Male,White,0,IB,medicine,NA,7,1,behav
358,ASDF2,1,1,26,4,9,5,1,Non-Utilitarian,Female,Asian,0,IB,medicine,NA,6,2,behav
358,ASDF2,1,1,26,4,9,5,1,Non-Utilitarian,Female,Asian,0,IB,ppe,NA,5,3,behav
358,ASDF2,1,1,26,4,9,5,1,Non-Utilitarian,Female,Asian,0,IH,ventilator,Non-Utilitarian,1,NA,behav
359,ASDF2,1,1,27,2,2,4,6,Non-Utilitarian,Male,White,0,IH,ventilator,Utilitarian,6,NA,self-rep
359,ASDF2,1,1,27,2,2,4,6,Non-Utilitarian,Male,White,0,IB,medicine,NA,7,2.5,self-rep
359,ASDF2,1,1,27,2,2,4,6,Non-Utilitarian,Male,White,0,IB,ppe,NA,7,2.5,self-rep
360,ASDF2,1,1,25,4,4,3,1,Utilitarian,Female,Other,0,IH,ventilator,NA,1,4,self-rep
360,ASDF2,1,0,25,4,4,3,1,Utilitarian,Female,Other,0,IB,medicine,Utilitarian,1,NA,self-rep
360,ASDF2,1,1,25,4,4,3,1,Utilitarian,Female,Other,0,IH,tracing,NA,4,2,self-rep
361,ASDF2,1,1,19,2,1,2,1,Non-Utilitarian,Female,Other,0,IH,ventilator,Non-Utilitarian,1,NA,self-rep
361,ASDF2,1,1,19,2,1,2,1,Non-Utilitarian,Female,Other,0,IB,medicine,NA,5,3,self-rep
361,ASDF2,1,1,19,2,1,2,1,Non-Utilitarian,Female,Other,0,IB,ppe,NA,5,3,self-rep
362,ASDF2,1,1,27,1,1,4,2,Non-Utilitarian,Female,White,0,IB,medicine,NA,7,3,behav
362,ASDF2,1,1,27,1,1,4,2,Non-Utilitarian,Female,White,0,IH,tracing,Non-Utilitarian,1,NA,behav
362,ASDF2,1,1,27,1,1,4,2,Non-Utilitarian,Female,White,0,IB,ppe,NA,5,4,behav
363,ASDF2,1,1,47,4,2,1,1,Utilitarian,Male,White,0,IB,ppe,NA,1,7,self-rep
363,ASDF2,1,1,47,4,2,1,1,Utilitarian,Male,White,0,IB,medicine,NA,1,7,self-rep
363,ASDF2,1,1,47,4,2,1,1,Utilitarian,Male,White,0,IH,ventilator,Non-Utilitarian,1,NA,self-rep
364,ASDF2,1,1,18,1,1,1,2,Non-Utilitarian,Other,Asian,0,IH,ventilator,NA,1,4,self-rep
364,ASDF2,1,1,18,1,1,1,2,Non-Utilitarian,Other,Asian,0,IB,medicine,Utilitarian,6,NA,self-rep
364,ASDF2,1,1,18,1,1,1,2,Non-Utilitarian,Other,Asian,0,IH,lockdown,NA,1,4,self-rep
365,ASDF2,1,1,39,5,8,4,6,Utilitarian,Female,Other,0,IB,ppe,NA,1,1,self-rep
365,ASDF2,1,1,39,5,8,4,6,Utilitarian,Female,Other,0,IH,ventilator,Non-Utilitarian,1,NA,self-rep
365,ASDF2,1,1,39,5,8,4,6,Utilitarian,Female,Other,0,IB,medicine,NA,1,1,self-rep
366,ASDF2,1,1,50,2,10,3,5,Non-Utilitarian,Female,Asian,0,IH,lockdown,NA,3,5,self-rep
366,ASDF2,1,1,50,2,10,3,5,Non-Utilitarian,Female,Asian,0,IH,ventilator,NA,2,5,self-rep
366,ASDF2,1,1,50,2,10,3,5,Non-Utilitarian,Female,Asian,0,IB,ppe,Utilitarian,4,NA,self-rep
367,ASDF2,1,1,21,2,6,1,2,Non-Utilitarian,Other,White,0,IH,lockdown,Non-Utilitarian,2,NA,self-rep
367,ASDF2,1,1,21,2,6,1,2,Non-Utilitarian,Other,White,0,IB,ppe,NA,5,4,self-rep
367,ASDF2,1,1,21,2,6,1,2,Non-Utilitarian,Other,White,0,IB,medicine,NA,2,5,self-rep
368,ASDF2,1,1,19,1,2,2,3,Non-Utilitarian,Male,White,0,IB,ppe,NA,7,4.5,behav
368,ASDF2,1,1,19,1,2,2,3,Non-Utilitarian,Male,White,0,IH,lockdown,Non-Utilitarian,3,NA,behav
368,ASDF2,1,1,19,1,2,2,3,Non-Utilitarian,Male,White,0,IB,medicine,NA,6,5,behav
369,ASDF2,1,1,28,4,8,2,3,Utilitarian,Male,White,0,IB,ppe,Utilitarian,4,NA,self-rep
369,ASDF2,1,1,28,4,8,2,3,Utilitarian,Male,White,0,IH,ventilator,NA,3,3.5,self-rep
369,ASDF2,1,1,28,4,8,2,3,Utilitarian,Male,White,0,IH,tracing,NA,2,1.5,self-rep
370,ASDF2,1,1,35,5,5,3,4,Utilitarian,Female,White,0,IB,ppe,Non-Utilitarian,1,NA,behav
370,ASDF2,1,1,35,5,5,3,4,Utilitarian,Female,White,0,IH,lockdown,NA,5,1,behav
370,ASDF2,1,1,35,5,5,3,4,Utilitarian,Female,White,0,IH,ventilator,NA,1,1,behav
371,ASDF2,1,1,39,2,6,4,1,Utilitarian,Female,White,1,IB,medicine,NA,2,3,self-rep
371,ASDF2,1,1,39,2,6,4,1,Utilitarian,Female,White,1,IB,ppe,NA,6,3,self-rep
371,ASDF2,1,1,39,2,6,4,1,Utilitarian,Female,White,1,IH,ventilator,Non-Utilitarian,1,NA,self-rep
372,ASDF2,1,1,46,4,5,4,6,Utilitarian,Female,Black,0,IB,medicine,NA,1,1,behav
372,ASDF2,1,1,46,4,5,4,6,Utilitarian,Female,Black,0,IB,ppe,NA,1,1,behav
372,ASDF2,1,1,46,4,5,4,6,Utilitarian,Female,Black,0,IH,ventilator,Non-Utilitarian,1,NA,behav
373,ASDF2,1,1,41,4,6,5,2,Non-Utilitarian,Male,White,0,IB,medicine,NA,3,7,behav
373,ASDF2,1,1,41,4,6,5,2,Non-Utilitarian,Male,White,0,IH,lockdown,Utilitarian,6,NA,behav
373,ASDF2,1,1,41,4,6,5,2,Non-Utilitarian,Male,White,0,IB,ppe,NA,1,7,behav
374,ASDF2,1,0,33,2,1,1,4,Utilitarian,Female,White,0,IH,tracing,NA,1,3,behav
374,ASDF2,1,1,33,2,1,1,4,Utilitarian,Female,White,0,IB,medicine,Utilitarian,7,NA,behav
374,ASDF2,1,1,33,2,1,1,4,Utilitarian,Female,White,0,IH,ventilator,NA,1,4,behav
375,ASDF2,1,1,22,4,4,1,5,Utilitarian,Female,Asian,0,IB,medicine,Utilitarian,7,NA,behav
375,ASDF2,1,1,22,4,4,1,5,Utilitarian,Female,Asian,0,IH,tracing,NA,2,2,behav
375,ASDF2,0,1,22,4,4,1,5,Utilitarian,Female,Asian,0,IH,ventilator,NA,2,2,behav
376,ASDF2,1,1,31,4,6,4,4,Non-Utilitarian,Female,White,0,IB,ppe,NA,3,5,self-rep
376,ASDF2,1,1,31,4,6,4,4,Non-Utilitarian,Female,White,0,IB,medicine,NA,3,4,self-rep
376,ASDF2,1,1,31,4,6,4,4,Non-Utilitarian,Female,White,0,IH,tracing,Non-Utilitarian,3,NA,self-rep
377,ASDF2,1,1,25,2,8,4,1,Non-Utilitarian,Male,Black,1,IB,medicine,Non-Utilitarian,7,NA,self-rep
377,ASDF2,1,1,25,2,8,4,1,Non-Utilitarian,Male,Black,1,IH,ventilator,NA,1,4,self-rep
377,ASDF2,1,1,25,2,8,4,1,Non-Utilitarian,Male,Black,1,IH,lockdown,NA,5,4,self-rep
378,ASDF2,1,1,22,4,9,2,1,Non-Utilitarian,Female,Asian,0,IB,medicine,NA,6,3,behav
378,ASDF2,1,1,22,4,9,2,1,Non-Utilitarian,Female,Asian,0,IH,ventilator,Non-Utilitarian,3,NA,behav
378,ASDF2,1,1,22,4,9,2,1,Non-Utilitarian,Female,Asian,0,IB,ppe,NA,6,3,behav
379,ASDF2,1,1,28,3,1,1,1,Non-Utilitarian,Male,Other,0,IH,lockdown,Non-Utilitarian,2,NA,behav
379,ASDF2,1,1,28,3,1,1,1,Non-Utilitarian,Male,Other,0,IB,ppe,NA,5,2.5,behav
379,ASDF2,1,1,28,3,1,1,1,Non-Utilitarian,Male,Other,0,IB,medicine,NA,5,2.5,behav
380,ASDF2,1,1,35,2,3,2,1,Non-Utilitarian,Female,White,0,IH,tracing,Non-Utilitarian,1,NA,behav
380,ASDF2,1,1,35,2,3,2,1,Non-Utilitarian,Female,White,0,IB,medicine,NA,3,2.5,behav
380,ASDF2,1,1,35,2,3,2,1,Non-Utilitarian,Female,White,0,IB,ppe,NA,3,2.5,behav
381,ASDF2,1,1,20,2,4,1,2,Non-Utilitarian,Female,Black,0,IB,medicine,NA,2,3,behav
381,ASDF2,1,1,20,2,4,1,2,Non-Utilitarian,Female,Black,0,IH,lockdown,Non-Utilitarian,3,NA,behav
381,ASDF2,1,1,20,2,4,1,2,Non-Utilitarian,Female,Black,0,IB,ppe,NA,5,3.5,behav
382,ASDF2,1,1,28,4,4,1,1,Utilitarian,Female,White,0,IH,tracing,NA,2,2,self-rep
382,ASDF2,1,0,28,4,4,1,1,Utilitarian,Female,White,0,IB,medicine,Utilitarian,7,NA,self-rep
382,ASDF2,1,1,28,4,4,1,1,Utilitarian,Female,White,0,IH,ventilator,NA,2,2,self-rep
383,ASDF2,1,1,26,4,8,5,7,Non-Utilitarian,Male,Asian,0,IH,lockdown,NA,5,4,self-rep
383,ASDF2,1,1,26,4,8,5,7,Non-Utilitarian,Male,Asian,0,IB,medicine,Non-Utilitarian,4,NA,self-rep
383,ASDF2,1,1,26,4,8,5,7,Non-Utilitarian,Male,Asian,0,IH,ventilator,NA,2,4,self-rep
384,ASDF2,1,1,41,5,8,4,5,Utilitarian,Female,Other,0,IH,tracing,NA,3,3.5,behav
384,ASDF2,1,1,41,5,8,4,5,Utilitarian,Female,Other,0,IB,medicine,Utilitarian,5,NA,behav
384,ASDF2,1,1,41,5,8,4,5,Utilitarian,Female,Other,0,IH,ventilator,NA,3,3,behav
385,ASDF2,1,1,22,4,8,3,1,Utilitarian,Female,Asian,0,IB,ppe,NA,3,6,behav
385,ASDF2,1,1,22,4,8,3,1,Utilitarian,Female,Asian,0,IB,medicine,NA,3,6,behav
385,ASDF2,1,1,22,4,8,3,1,Utilitarian,Female,Asian,0,IH,ventilator,Non-Utilitarian,2,NA,behav
386,ASDF2,1,1,19,2,6,4,2,Utilitarian,Male,White,0,IB,ppe,Non-Utilitarian,4,NA,behav
386,ASDF2,1,1,19,2,6,4,2,Utilitarian,Male,White,0,IH,tracing,NA,3,4.5,behav
386,ASDF2,1,1,19,2,6,4,2,Utilitarian,Male,White,0,IH,ventilator,NA,4,3.5,behav
387,ASDF2,1,1,35,5,9,5,2,Non-Utilitarian,Female,White,0,IH,ventilator,Non-Utilitarian,1,NA,self-rep
387,ASDF2,1,1,35,5,9,5,2,Non-Utilitarian,Female,White,0,IB,medicine,NA,2,4.5,self-rep
387,ASDF2,1,1,35,5,9,5,2,Non-Utilitarian,Female,White,0,IB,ppe,NA,2,4.5,self-rep
388,ASDF2,1,1,20,2,8,2,1,Non-Utilitarian,Male,Other,0,IH,ventilator,NA,1,7,self-rep
388,ASDF2,1,1,20,2,8,2,1,Non-Utilitarian,Male,Other,0,IH,lockdown,NA,1,7,self-rep
388,ASDF2,1,1,20,2,8,2,1,Non-Utilitarian,Male,Other,0,IB,ppe,Utilitarian,7,NA,self-rep
389,ASDF2,1,1,40,3,6,2,1,Non-Utilitarian,Male,White,0,IH,ventilator,NA,2,5.5,behav
389,ASDF2,1,1,40,3,6,2,1,Non-Utilitarian,Male,White,0,IB,ppe,Non-Utilitarian,3,NA,behav
389,ASDF2,1,1,40,3,6,2,1,Non-Utilitarian,Male,White,0,IH,lockdown,NA,5,5,behav
390,ASDF2,1,1,22,4,6,3,3,Utilitarian,Male,Other,0,IH,ventilator,Non-Utilitarian,1,NA,behav
390,ASDF2,1,1,22,4,6,3,3,Utilitarian,Male,Other,0,IB,medicine,NA,6,6.5,behav
390,ASDF2,0,1,22,4,6,3,3,Utilitarian,Male,Other,0,IB,ppe,NA,4,5.5,behav
391,ASDF2,1,1,31,1,4,5,1,Non-Utilitarian,Female,White,0,IH,tracing,Utilitarian,2,NA,behav
391,ASDF2,1,1,31,1,4,5,1,Non-Utilitarian,Female,White,0,IB,medicine,NA,5,5.5,behav
391,ASDF2,1,1,31,1,4,5,1,Non-Utilitarian,Female,White,0,IB,ppe,NA,3,5,behav
392,ASDF2,1,0,35,4,7,4,1,Non-Utilitarian,Male,Asian,0,IH,lockdown,NA,1,5,behav
392,ASDF2,1,1,35,4,7,4,1,Non-Utilitarian,Male,Asian,0,IH,ventilator,NA,2,6,behav
392,ASDF2,0,1,35,4,7,4,1,Non-Utilitarian,Male,Asian,0,IB,ppe,Non-Utilitarian,1,NA,behav
393,ASDF2,0,1,22,4,8,4,1,Utilitarian,Female,White,0,IH,ventilator,NA,3,4,self-rep
393,ASDF2,0,1,22,4,8,4,1,Utilitarian,Female,White,0,IB,ppe,Non-Utilitarian,3,NA,self-rep
393,ASDF2,0,1,22,4,8,4,1,Utilitarian,Female,White,0,IH,tracing,NA,5,4,self-rep
394,ASDF2,1,1,35,3,1,3,3,Utilitarian,Female,White,0,IH,lockdown,NA,2,1,behav
394,ASDF2,1,1,35,3,1,3,3,Utilitarian,Female,White,0,IH,ventilator,NA,1,1.5,behav
394,ASDF2,1,1,35,3,1,3,3,Utilitarian,Female,White,0,IB,ppe,Non-Utilitarian,3,NA,behav
395,ASDF2,1,0,25,4,7,5,5,Non-Utilitarian,Male,White,0,IH,ventilator,NA,1,6,self-rep
395,ASDF2,1,1,25,4,7,5,5,Non-Utilitarian,Male,White,0,IH,lockdown,NA,1,6,self-rep
395,ASDF2,1,1,25,4,7,5,5,Non-Utilitarian,Male,White,0,IB,ppe,Utilitarian,6,NA,self-rep
396,ASDF2,1,1,23,4,5,1,7,Utilitarian,Female,White,0,IB,medicine,NA,6,6,behav
396,ASDF2,1,1,23,4,5,1,7,Utilitarian,Female,White,0,IH,ventilator,Non-Utilitarian,2,NA,behav
396,ASDF2,1,1,23,4,5,1,7,Utilitarian,Female,White,0,IB,ppe,NA,6,6,behav
397,ASDF2,1,1,64,3,3,1,1,Non-Utilitarian,Female,White,0,IB,medicine,NA,5,2,self-rep
397,ASDF2,1,0,64,3,3,1,1,Non-Utilitarian,Female,White,0,IB,ppe,NA,6,3.5,self-rep
397,ASDF2,1,0,64,3,3,1,1,Non-Utilitarian,Female,White,0,IH,lockdown,Non-Utilitarian,1,NA,self-rep
398,ASDF2,1,1,49,2,6,6,1,Non-Utilitarian,Male,White,0,IB,medicine,NA,1,5.5,behav
398,ASDF2,1,1,49,2,6,6,1,Non-Utilitarian,Male,White,0,IH,lockdown,Utilitarian,5,NA,behav
398,ASDF2,1,0,49,2,6,6,1,Non-Utilitarian,Male,White,0,IB,ppe,NA,1,5.5,behav
399,ASDF2,1,1,33,1,1,4,1,Utilitarian,Male,White,0,IB,ppe,NA,1,5,behav
399,ASDF2,1,1,33,1,1,4,1,Utilitarian,Male,White,0,IH,tracing,Non-Utilitarian,7,NA,behav
399,ASDF2,1,1,33,1,1,4,1,Utilitarian,Male,White,0,IB,medicine,NA,1,5,behav
400,ASDF2,1,0,28,5,7,3,3,Utilitarian,Female,White,0,IB,medicine,Utilitarian,5,NA,behav
400,ASDF2,1,1,28,5,7,3,3,Utilitarian,Female,White,0,IH,ventilator,NA,2,2.5,behav
400,ASDF2,1,1,28,5,7,3,3,Utilitarian,Female,White,0,IH,lockdown,NA,3,4,behav
401,ASDF2,1,1,27,4,7,1,1,Non-Utilitarian,Male,Asian,0,IH,ventilator,NA,2,5,behav
401,ASDF2,1,1,27,4,7,1,1,Non-Utilitarian,Male,Asian,0,IB,medicine,Utilitarian,7,NA,behav
401,ASDF2,1,1,27,4,7,1,1,Non-Utilitarian,Male,Asian,0,IH,lockdown,NA,1,6.5,behav
402,ASDF2,0,1,33,4,6,7,7,Non-Utilitarian,Male,White,0,IH,ventilator,NA,5,3.5,self-rep
402,ASDF2,1,0,33,4,6,7,7,Non-Utilitarian,Male,White,0,IH,tracing,NA,5,5.5,self-rep
