StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,age_1,footwear,footwear_DO_1,footwear_DO_2,footwear_DO_3,footwear_DO_4,footwear_DO_5,rsvp,rsvp_DO_1,rsvp_DO_2,rsvp_DO_3,rsvp_DO_4,rsvp_DO_5,elevator,elevator_DO_1,elevator_DO_2,elevator_DO_3,elevator_DO_4,elevator_DO_5,consent,today,2015,2010,2005,2000,1995,1990,1985,1980,1975,2000_born,1995_born,1990_born,1985_born,1980_born,1975_born,1970_born,1965_born,1960_born,1955_ born,1980_before,1975_before,1970_before,1965_before,1960_before,1955_before,1950_before,1945_before,1940_before,1935_before,1960_before2,1955_before2,1950_before2,1945_before2,1940_before2,1935_before2,1930_before2,1925_before2,1920_before2,1915_before2,check_60,check_65,check_70,check_75,check_80,check_85,check_90,check_95,check_100,check_105,explain_more_60,explain_more_65,explain_more_70,explain_more_75,explain_more_80,explain_more_85,explain_more_90,explain_more_95,explain_more_100,explain_more_105,explain_less_60,explain_less_65,explain_less_70,explain_less_75,explain_less_80,explain_less_85,explain_less_90,explain_less_95,explain_less_100,explain_less_105,age,gender,race,income,check,check_4_TEXT,education,kids,political_ideology,oldest_kid,comments
3/5/21 12:45,3/5/21 12:52,IP Address,100,447,TRUE,3/5/21 12:52,R_3xuDU7tAbNg6Dqp,,,,,34.13250732,-118.2075958,anonymous,EN,55-59,Bell bottoms,5,2,1,3,4,A wedding invitation,1,5,2,3,4,An elevator,5,3,1,2,4,I consent to take part in this study,2,,,,,,,4,,,,,,,,,,5,,,,,,,,,,6,,,,,,,,,,7,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 95 years ago",,,,,,,,,,,,,,,,,,,,"I would say that the reason is because of society's ills. Things were simpler almost 95 years ago where kids could be kids and adults valued wholesomeness. Today, kids cannot be kids and adults see wholesomeness as out of the ordinary in a chaotic society. All these factors have led to disillusionment and disenchantment where the attitude is now to just take whatever you can get and forget about rules of civility and benevolence. It is sad that this is happening but it has been already been foretold in the Bible.",,,55,Male,Asian,"$55,000 - $75,000",Other,apple,Graduate school,0,Neither liberal nor conservative,,
3/5/21 12:50,3/5/21 12:52,IP Address,100,162,TRUE,3/5/21 12:52,R_tMNERgY4K66MPJv,,,,,40.4855957,-74.62650299,anonymous,EN,40-44,Bell bottoms,3,4,1,5,2,A wedding invitation,2,4,3,1,5,An elevator,4,5,2,1,3,I consent to take part in this study,4,,,,5,,,,,,,,,,5,,,,,,,,,,3,,,,,,,,,,3,,,,,,,,,,"People are MORE kind, honest, nice, and good today compared to about 80 years ago",,,,,,,,,,Greater economic growth and consolidation of borders had made conflict less likely and so peoples' fixation on aggression towards others is not as high as it was 80 yrs ago.,,,,,,,,,,,,,,,,41,Female,White,"$55,000 - $75,000",Other,apple,Graduate school,0,Somewhat conservative,,
3/5/21 12:49,3/5/21 12:52,IP Address,100,216,TRUE,3/5/21 12:52,R_3pnXvx6tl0Zwhs2,,,,,29.15660095,-81.02680206,anonymous,EN,65-69,Bell bottoms,5,1,3,4,2,A wedding invitation,4,2,3,1,5,An elevator,1,5,3,4,2,I consent to take part in this study,4,,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 105 years ago",,,,,,,,,,,,,,,,,,,,things are more stressful now that 105 yrs ago,65,Male,White,"$15,000 - $35,000",Neither extroverted nor introverted,,High school diploma,0,Neither liberal nor conservative,,
3/5/21 12:45,3/5/21 12:52,IP Address,100,458,TRUE,3/5/21 12:52,R_1CC1cjPohPqCSCh,,,,,39.75309753,-84.2507019,anonymous,EN,50-54,Bell bottoms,5,1,2,4,3,A wedding invitation,2,4,5,3,1,An elevator,5,3,1,4,2,I consent to take part in this study,4,,,,,,5,,,,,,,,,,4,,,,,,,,,,3,,,,,,,,,,3,,,,,,,,,,"People are MORE kind, honest, nice, and good today compared to about 90 years ago",,,,,,,,,,"90 years ago people were treated poorly based on race, religion and sexual orientation. The world didnt even have laws to protect such individuals. While people still might have issues, there are laws that protect people and that at least gives people pause to act in a more civil manner. ",,,,,,,,,,,,,,52,Male,Black or African-American,"$55,000 - $75,000",Other,apple,Four-year college degree,0,Somewhat liberal,,
3/5/21 12:46,3/5/21 12:53,IP Address,100,371,TRUE,3/5/21 12:53,R_1cYsvJBRg5pFdNq,,,,,27.54299927,-82.56020355,anonymous,EN,60-64,Bell bottoms,4,5,2,1,3,A wedding invitation,4,2,3,5,1,An elevator,1,3,4,2,5,I consent to take part in this study,5,,,,,,,,6,,,,,,,,,,6,,,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,"People are MORE kind, honest, nice, and good today compared to about 100 years ago",,,,,,,,,,Wider access to more avenues of society and better opportunities and general quality of life.,,,,,,,,,,,,62,Male,White,"less than $15,000",Other,apple,Four-year college degree,0,Very conservative,,"People are not better now than they were 100 years ago, but the world is a lot less harsh.People probably complain a lot more now than they did in times when most people had a lot more more to  complain about.And are in general more emotionally week than those that faced much harder times."
3/5/21 12:50,3/5/21 12:53,IP Address,100,127,TRUE,3/5/21 12:53,R_1FJQsuGtaGFvFot,,,,,33.67190552,-116.3031998,anonymous,EN,35-39,Bell bottoms,1,5,3,2,4,A wedding invitation,3,5,4,1,2,An elevator,2,4,3,5,1,I consent to take part in this study,7,,,7,,,,,,,,,,7,,,,,,,,,,7,,,,,,,,,,7,,,,,,,,,,"People are equally kind, honest, nice, and good today compared to about 75 years ago",,,,,,,,,,,,,,,,,,,,,,,,,,,36,Female,Asian,"$95,000 - $150,000",Other,apple,Four-year college degree,2,Somewhat liberal,2011,
3/5/21 12:49,3/5/21 12:53,IP Address,100,199,TRUE,3/5/21 12:53,R_2t566NNwcqn8iQF,,,,,42.22900391,-84.41320038,anonymous,EN,60-64,Bell bottoms,5,3,2,1,4,A wedding invitation,3,4,5,1,2,An elevator,1,5,3,2,4,I consent to take part in this study,5,,,,,,,,5,,,,,,,,,,6,,,,,,,,,,6,,,,,,,,,,6,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 100 years ago",,,,,,,,,,,,,,,,,,,,Because I think people are more skeptical and leery today and I think the internet lets people be cruel in and less kind in an anonymous way.,,60,Female,White,"$15,000 - $35,000",Other,apple,Associate's degree,1,Somewhat liberal,1990,
3/5/21 12:46,3/5/21 12:53,IP Address,100,371,TRUE,3/5/21 12:53,R_UcFtkTA1MtCvLXz,,,,,36.75390625,-119.7084961,anonymous,EN,25-29,Bell bottoms,5,3,4,1,2,A wedding invitation,5,4,1,2,3,An elevator,1,4,2,5,3,I consent to take part in this study,3,3,,,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 65 years ago",,,,,,,,,,,,,,,,,,,,"The rampant and unchecked neglect and abuse against the average person. People had a higher quality of life and did not have to fight to the death to simply feed themselves. When you are constantly fighting to survive while rich people unfairly make as much as they do people will start to hate each other and see nothing more than competition or someone that wronged them and caused their current living situation. I'm surprised there are not more riots and talk of revolting against the government with how bad things are. At some point the majority is going to turn on the politicians and wealthy, possibly just out of desperation and necessity at a tipping point of economic instability and inequality.",,,,,,,,,29,Other,White,"less than $15,000",Other,apple,Some college,1,Neither liberal nor conservative,2014,"Nope, have a nice day!"
3/5/21 12:48,3/5/21 12:53,IP Address,100,253,TRUE,3/5/21 12:53,R_3kjj4iJ0ptLr1Tc,,,,,37.75619507,-122.4866028,anonymous,EN,18-24,Bell bottoms,1,5,3,4,2,A wedding invitation,2,3,1,5,4,An elevator,5,4,1,3,2,I consent to take part in this study,4,,,,,,,,,,4,,,,,,,,,,3,,,,,,,,,,3,,,,,,,,,,"People are MORE kind, honest, nice, and good today compared to about 60 years ago",,,,,,,,,,A change in cultural values and social mores.,,,,,,,,,,,,,,,,,,,,24,Male,Asian,"$55,000 - $75,000",Other,apple,Some college,0,Somewhat liberal,,
3/5/21 12:50,3/5/21 12:53,IP Address,100,140,TRUE,3/5/21 12:53,R_ePdYVcpKPjgebhT,,,,,41.97779846,-88.20179749,anonymous,EN,35-39,Bell bottoms,4,3,1,2,5,A wedding invitation,4,1,5,2,3,An elevator,1,2,5,3,4,I consent to take part in this study,5,,,5,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,"People are equally kind, honest, nice, and good today compared to about 75 years ago",,,,,,,,,,,,,,,,,,,,,,,,,,,38,Male,White,"$35,000 - $55,000",Other,apple,Four-year college degree,0,Somewhat liberal,,
3/5/21 12:50,3/5/21 12:53,IP Address,100,152,TRUE,3/5/21 12:53,R_3hDzocEH9manEMj,,,,,36.05569458,-94.15670013,anonymous,EN,35-39,Bell bottoms,5,3,4,2,1,A wedding invitation,2,5,4,1,3,An elevator,3,2,1,4,5,I consent to take part in this study,2,,,4,,,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,5,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 75 years ago",,,,,,,,,,,,,,,,,,,,"People are generally more egocentric today due to the effects of social media and cultural transmission that suggests an ""us vs. them"" dichotomy. Moreover, the gap between rich and poor/have and have not has increased over time and contributed to the lack of kindness/honesty.",,,,,,,35,Male,Asian,"less than $15,000",Other,apple,Associate's degree,0,Somewhat liberal,,No
3/5/21 12:51,3/5/21 12:53,IP Address,100,127,TRUE,3/5/21 12:53,R_2xXedSJiaCvVRKx,,,,,40.02330017,-83.08589935,anonymous,EN,40-44,Bell bottoms,2,4,3,5,1,A wedding invitation,2,4,3,1,5,An elevator,4,1,2,5,3,I consent to take part in this study,6,,,,6,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,"People are MORE kind, honest, nice, and good today compared to about 80 years ago",,,,,,,,,,Being aware of social injustice. ,,,,,,,,,,,,,,,,40,Male,White,"$55,000 - $75,000",Other,apple,Associate's degree,0,Somewhat liberal,,
3/5/21 12:46,3/5/21 12:53,IP Address,100,420,TRUE,3/5/21 12:53,R_3scCbmENPHqfcwi,,,,,40.03259277,-82.87989807,anonymous,EN,35-39,Bell bottoms,4,5,3,2,1,A wedding invitation,1,4,3,2,5,An elevator,4,1,3,5,2,I consent to take part in this study,6,,,6,,,,,,,,,,7,,,,,,,,,,7,,,,,,,,,,7,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 75 years ago",,,,,,,,,,,,,,,,,,,,"Technology, media",,,,,,,39,Male,White,"$150,000 - $200,000",Other,apple,Graduate school,2,Neither liberal nor conservative,2011,
3/5/21 12:50,3/5/21 12:53,IP Address,100,189,TRUE,3/5/21 12:53,R_1gwhCE4M9DmyscP,,,,,42.38879395,-83.1894989,anonymous,EN,40-44,Bell bottoms,3,2,1,4,5,A wedding invitation,5,2,3,4,1,An elevator,2,4,3,1,5,I consent to take part in this study,4,,,,5,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,6,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 80 years ago",,,,,,,,,,,,,,,,,,,,I think that social media and technology has really caused people to want things right away and so they are more snippy with each other and they’ve always got their face in a device rather than taking the time to communicate kindly with one another,,,,,,40,Male,White,"$55,000 - $75,000",Other,apple,Four-year college degree,4+,Somewhat conservative,2007,N/a
3/5/21 12:50,3/5/21 12:53,IP Address,100,218,TRUE,3/5/21 12:53,R_2SCsm1INwddS1vV,,,,,32.21510315,-110.7781982,anonymous,EN,35-39,Bell bottoms,3,4,5,2,1,A wedding invitation,1,5,2,3,4,An elevator,3,5,4,2,1,I consent to take part in this study,7,,,5,,,,,,,,,,4,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,"People are MORE kind, honest, nice, and good today compared to about 75 years ago",,,,,,,,,,"I think that today we are more open to other people's way of life then they were 75 years ago.  Im not sure how we scale on the honesty portion but for sure people are more kind, nice, and good today.  ",,,,,,,,,,,,,,,,,38,Male,Hispanic or Latino Origin,"$15,000 - $35,000",Other,apple,Some college,2,Somewhat liberal,2010,
3/5/21 12:52,3/5/21 12:53,IP Address,100,71,TRUE,3/5/21 12:53,R_1IorkFif0KG0Dfp,,,,,35.76330566,-78.70999908,anonymous,EN,35-39,Bell bottoms,5,1,2,3,4,A wedding invitation,2,3,4,1,5,An elevator,4,2,1,3,5,I consent to take part in this study,6,,,6,,,,,,,,,,7,,,,,,,,,,7,,,,,,,,,,7,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 75 years ago",,,,,,,,,,,,,,,,,,,,"the degradation of society and the ""me"" culture",,,,,,,35,Male,White,"$150,000 - $200,000",Neither extroverted nor introverted,,Graduate school,2,Somewhat liberal,2018,
3/5/21 12:52,3/5/21 12:53,IP Address,100,103,TRUE,3/5/21 12:53,R_ZeOd4Pp9Q7g5MC5,,,,,29.28660583,-81.0868988,anonymous,EN,25-29,Bell bottoms,3,5,2,1,4,A wedding invitation,4,1,2,3,5,An elevator,2,4,1,5,3,I consent to take part in this study,1,3,,,,,,,,,,5,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 65 years ago",,,,,,,,,,,,,,,,,,,,Smartphones and social media.,,,,,,,,,29,Male,White,"$15,000 - $35,000",Other,apple,High school diploma,0,Neither liberal nor conservative,,
3/5/21 12:50,3/5/21 12:54,IP Address,100,224,TRUE,3/5/21 12:54,R_2rZaWOE4W48JPNu,,,,,29.79119873,-95.41819763,anonymous,EN,40-44,Bell bottoms,4,3,1,5,2,A wedding invitation,2,4,1,3,5,An elevator,3,5,4,1,2,I consent to take part in this study,2,,,,3,,,,,,,,,,4,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 80 years ago",,,,,,,,,,,,,,,,,,,,Things have become more of a competition. Whether it is for attention on social media or for wealth which is becoming harder to come by as the gap between wealthy and poor grows. The wealth it is being taken up by a smaller an smaller percentage of the people so there are more people struggling today.,,,,,,40,Male,White,"$95,000 - $150,000",Other,apple,Four-year college degree,0,Very liberal,,
3/5/21 12:49,3/5/21 12:54,IP Address,100,263,TRUE,3/5/21 12:54,R_2aCZOZIZuxjAaHs,,,,,41.31970215,-75.85410309,anonymous,EN,30-34,Bell bottoms,1,2,4,3,5,A wedding invitation,3,1,5,4,2,An elevator,4,2,3,5,1,I consent to take part in this study,4,,4,,,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,"People are equally kind, honest, nice, and good today compared to about 70 years ago",,,,,,,,,,,,,,,,,,,,,,,,,,,,33,Male,White,"$15,000 - $35,000",Other,apple,Some college,1,Neither liberal nor conservative,2013,
3/5/21 12:51,3/5/21 12:54,IP Address,100,165,TRUE,3/5/21 12:54,R_33dVPueh06nSjoj,,,,,35.5144043,-97.58650208,anonymous,EN,25-29,Bell bottoms,4,3,5,2,1,A wedding invitation,3,1,4,2,5,An elevator,5,1,3,2,4,I consent to take part in this study,3,6,,,,,,,,,,5,,,,,,,,,,6,,,,,,,,,,1,,,,,,,,,,"People are MORE kind, honest, nice, and good today compared to about 65 years ago",,,,,,,,,,I always go with my gut. I believe that this is the way the world is now ,,,,,,,,,,,,,,,,,,,29,Male,White,"$55,000 - $75,000",Other,apple,Four-year college degree,1,Neither liberal nor conservative,2018,no
3/5/21 12:51,3/5/21 12:54,IP Address,100,148,TRUE,3/5/21 12:54,R_3p2VbV8KIc0psMg,,,,,33.95309448,-116.5218964,anonymous,EN,25-29,Bell bottoms,5,1,3,4,2,A wedding invitation,2,4,5,1,3,An elevator,2,1,4,3,5,I consent to take part in this study,5,5,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,"People are equally kind, honest, nice, and good today compared to about 65 years ago",,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,Male,White,"less than $15,000",Other,apple,Four-year college degree,0,Somewhat liberal,,
3/5/21 12:51,3/5/21 12:54,IP Address,100,140,TRUE,3/5/21 12:54,R_xDCpE2QoxsLwMRH,,,,,39.519104,-78.08940125,anonymous,EN,25-29,Bell bottoms,5,1,3,2,4,A wedding invitation,2,1,4,5,3,An elevator,2,1,5,4,3,I consent to take part in this study,3,4,,,,,,,,,,7,,,,,,,,,,7,,,,,,,,,,3,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 65 years ago",,,,,,,,,,,,,,,,,,,,The Effects of war possibly and race inequality ,,,,,,,,,25,Female,White,"$55,000 - $75,000",Other,apple,Some college,2,Somewhat conservative,2015,
3/5/21 12:52,3/5/21 12:54,IP Address,100,119,TRUE,3/5/21 12:54,R_DC8EkipwS3m9MTD,,,,,33.96130371,-118.4380035,anonymous,EN,30-34,Bell bottoms,2,4,1,3,5,A wedding invitation,5,3,4,2,1,An elevator,5,3,2,4,1,I consent to take part in this study,3,,5,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 70 years ago",,,,,,,,,,,,,,,,,,,,I think technology has made people less kind and good. Social media has made people much more self-centered.,,,,,,,,31,Male,White,"$200,000+",Other,apple,Graduate school,2,Somewhat conservative,2018,
3/5/21 12:50,3/5/21 12:54,IP Address,100,216,TRUE,3/5/21 12:54,R_2CxiMX1zQUV4x3K,,,,,37.38589478,-122.0881958,anonymous,EN,25-29,Bell bottoms,2,4,3,1,5,A wedding invitation,2,4,3,5,1,An elevator,1,2,5,4,3,I consent to take part in this study,5,4,,,,,,,,,,5,,,,,,,,,,3,,,,,,,,,,3,,,,,,,,,,"People are MORE kind, honest, nice, and good today compared to about 65 years ago",,,,,,,,,,"There was unchecked bigotry 65 years ago. People may have been nice to their in-groups but not to others. That has changed with the increasing connectedness of society. People are kinder to each other outside of their bubbles than they were back then, making it overall a kinder society.",,,,,,,,,,,,,,,,,,,27,Female,White,"$200,000+",Other,apple,Four-year college degree,0,Very liberal,,
3/5/21 12:50,3/5/21 12:54,IP Address,100,223,TRUE,3/5/21 12:54,R_1OjJ04XLUw8ZgBT,,,,,32.09140015,-83.79370117,anonymous,EN,55-59,Bell bottoms,4,1,3,2,5,A wedding invitation,4,1,3,5,2,An elevator,4,5,1,2,3,I consent to take part in this study,6,,,,,,,6,,,,,,,,,,6,,,,,,,,,,7,,,,,,,,,,4,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 95 years ago",,,,,,,,,,,,,,,,,,,,"Ninety five years ago people believed in helping one another. They were happy to see someone succeed in life. Families pull together to make sure the next family had what they needed. Now, everyone is for themselves and they don't want to see someone else succeed in life.",,,59,Female,Black or African-American,"$15,000 - $35,000",Other,apple,Four-year college degree,0,Somewhat liberal,,
3/5/21 12:47,3/5/21 12:54,IP Address,100,401,TRUE,3/5/21 12:54,R_1optgBXgbpuvepH,,,,,39.04620361,-77.11949921,anonymous,EN,25-29,Bell bottoms,4,1,3,5,2,A wedding invitation,5,1,4,3,2,An elevator,4,3,1,2,5,I consent to take part in this study,5,5,,,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,"People are MORE kind, honest, nice, and good today compared to about 65 years ago",,,,,,,,,,People have more understanding about social differences now and are more open to people who don't conform to traditional norms,,,,,,,,,,,,,,,,,,,27,Female,Asian,"$55,000 - $75,000",Other,apple,Graduate school,0,Very liberal,,
3/5/21 12:51,3/5/21 12:54,IP Address,100,202,TRUE,3/5/21 12:54,R_PvtNTPZF4EKj9ex,,,,,39.17930603,-89.64990234,anonymous,EN,40-44,Bell bottoms,4,1,5,2,3,A wedding invitation,3,2,4,1,5,An elevator,3,1,4,5,2,I consent to take part in this study,3,,,,3,,,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,5,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 80 years ago",,,,,,,,,,,,,,,,,,,,Because life was a lot different 80 years ago. People were raised to have manners and respect.,,,,,,40,Female,White,"$35,000 - $55,000",Other,apple,Four-year college degree,0,Somewhat liberal,,
3/5/21 12:51,3/5/21 12:54,IP Address,100,154,TRUE,3/5/21 12:54,R_yPheSdtiY9rFzeV,,,,,33.63510132,-112.3320007,anonymous,EN,45-49,Bell bottoms,4,3,1,2,5,A wedding invitation,1,2,5,3,4,An elevator,2,3,4,1,5,I consent to take part in this study,4,,,,,5,,,,,,,,,,3,,,,,,,,,,4,,,,,,,,,,6,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 85 years ago",,,,,,,,,,,,,,,,,,,,"There are more people around.  Also, with the internet, you are able to encounter more people, and many aren't always very nice to others.",,,,,46,Female,White,"$35,000 - $55,000",Other,apple,High school diploma,1,Neither liberal nor conservative,1994,
3/5/21 12:54,3/5/21 12:54,IP Address,100,7,TRUE,3/5/21 12:54,R_116EN1ZoCVpIcyT,,,,,39.54069519,-104.9708023,anonymous,EN,70+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 12:53,3/5/21 12:54,IP Address,100,69,TRUE,3/5/21 12:54,R_3HBK57Y3G4glwyz,,,,,40.88110352,-85.50540161,anonymous,EN,40-44,Bell bottoms,5,4,1,3,2,A wedding invitation,2,3,5,4,1,An elevator,5,1,4,2,3,I consent to take part in this study,5,,,,5,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,"People are equally kind, honest, nice, and good today compared to about 80 years ago",,,,,,,,,,,,,,,,,,,,,,,,,,41,Male,White,"$75,000 - $95,000",Introverted,,Associate's degree,1,Somewhat conservative,2012,
3/5/21 12:52,3/5/21 12:54,IP Address,100,128,TRUE,3/5/21 12:54,R_qIWDcDYIvihU66l,,,,,42.11090088,-111.8564987,anonymous,EN,40-44,Bell bottoms,5,3,1,2,4,A wedding invitation,3,2,4,5,1,An elevator,2,3,4,5,1,I consent to take part in this study,5,,,,5,,,,,,,,,,6,,,,,,,,,,6,,,,,,,,,,7,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 80 years ago",,,,,,,,,,,,,,,,,,,,a more global world makes people less focused on community and individuals,,,,,,42,Female,White,"$55,000 - $75,000",Other,apple,Four-year college degree,4+,Somewhat conservative,2001,none
3/5/21 12:51,3/5/21 12:54,IP Address,100,207,TRUE,3/5/21 12:54,R_2EuVFbNDImWEBWw,,,,,41.31430054,-93.58799744,anonymous,EN,50-54,Bell bottoms,1,5,4,3,2,A wedding invitation,5,3,4,2,1,An elevator,3,4,1,2,5,I consent to take part in this study,5,,,,,,5,,,,,,,,,,4,,,,,,,,,,5,,,,,,,,,,4,,,,,,,,,,"People are equally kind, honest, nice, and good today compared to about 90 years ago",,,,,,,,,,,,,,,,,,,,,,,,51,Female,White,"$35,000 - $55,000",Other,apple,Graduate school,1,Somewhat liberal,2004,
3/5/21 12:47,3/5/21 12:54,IP Address,100,440,TRUE,3/5/21 12:54,R_3HUCYwzKTrpDxOB,,,,,40.83270264,-73.97119904,anonymous,EN,40-44,Bell bottoms,1,5,4,2,3,A wedding invitation,3,2,5,1,4,An elevator,4,2,5,3,1,I consent to take part in this study,4,,,,5,,,,,,,,,,5,,,,,,,,,,6,,,,,,,,,,5,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 80 years ago",,,,,,,,,,,,,,,,,,,,"I think that social media, particularly facebook has made people very polarized, so that they only see their view, and it gets reinforced, driving people into corners.  I think people are not only over saturated with information, but also our attention spans and willingness to dive deep to full understand an issue has shrunk considerably.  I think people live so much on line, and can hide behind their keyboards and screens that they do not fear repercussions for the things they say and post.  I think behavior has shifted to keep up with shorter attention spans so everyone is reaching further and further afield to get attention, which means more and more terrible behavior to get noticed.",,,,,,43,Male,White,"$95,000 - $150,000",Other,apple,Four-year college degree,0,Very liberal,,
3/5/21 12:52,3/5/21 12:54,IP Address,100,107,TRUE,3/5/21 12:54,R_9XiutykmO2U4gLL,,,,,39.00549316,-84.6006012,anonymous,EN,40-44,Bell bottoms,5,4,3,1,2,A wedding invitation,5,2,3,4,1,An elevator,5,2,3,1,4,I consent to take part in this study,5,,,,6,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,"People are equally kind, honest, nice, and good today compared to about 80 years ago",,,,,,,,,,,,,,,,,,,,,,,,,,42,Male,White,"$150,000 - $200,000",Other,Apple,Four-year college degree,2,Somewhat liberal,2005,
3/5/21 12:53,3/5/21 12:54,IP Address,100,69,TRUE,3/5/21 12:54,R_1o4OY1cRDOSBp96,,,,,26.01679993,-80.15370178,anonymous,EN,25-29,Bell bottoms,2,4,5,1,3,A wedding invitation,2,4,3,5,1,An elevator,5,2,3,1,4,I consent to take part in this study,4,4,,,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,"People are equally kind, honest, nice, and good today compared to about 65 years ago",,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,Male,White,"$35,000 - $55,000",Other,apple,Four-year college degree,0,Neither liberal nor conservative,,
3/5/21 12:53,3/5/21 12:55,IP Address,100,83,TRUE,3/5/21 12:55,R_2BgEQ74ko5g2wbA,,,,,44.93539429,-93.16940308,anonymous,EN,35-39,Bell bottoms,2,1,4,5,3,A wedding invitation,1,5,4,3,2,An elevator,1,4,3,2,5,I consent to take part in this study,4,,,5,,,,,,,,,,5,,,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,"People are equally kind, honest, nice, and good today compared to about 75 years ago",,,,,,,,,,,,,,,,,,,,,,,,,,,38,Female,White,"$75,000 - $95,000",Other,apple,Some graduate school,0,Very liberal,,
3/5/21 12:47,3/5/21 12:55,IP Address,100,488,TRUE,3/5/21 12:55,R_2qCUXKzrhKfBcDY,,,,,25.49310303,-80.43440247,anonymous,EN,35-39,Bell bottoms,2,3,5,4,1,A wedding invitation,4,5,2,3,1,An elevator,5,1,2,3,4,I consent to take part in this study,5,,,6,,,,,,,,,,5,,,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,"People are MORE kind, honest, nice, and good today compared to about 75 years ago",,,,,,,,,,"The internet, and telecommunications in general, has made it possible to appreciate our differences and no longer see each other as strangers.",,,,,,,,,,,,,,,,,39,Male,White,"$95,000 - $150,000",Other,apple,Graduate school,0,Somewhat conservative,,I think people held more prejudiced views back then.
3/5/21 12:52,3/5/21 12:55,IP Address,100,171,TRUE,3/5/21 12:55,R_Or0PRJvbFWS2o13,,,,,33.02870178,-117.0845947,anonymous,EN,40-44,Bell bottoms,1,4,2,5,3,A wedding invitation,2,1,4,3,5,An elevator,1,3,5,4,2,I consent to take part in this study,3,,,,2,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,"People are MORE kind, honest, nice, and good today compared to about 80 years ago",,,,,,,,,,"Development in mental related issues, mental health, psycho studies, more education, more information online can be easily accessible. More stories sharing online/thru TV/etc.",,,,,,,,,,,,,,,,41,Female,Asian,"$35,000 - $55,000",Other,apple,Four-year college degree,1,Neither liberal nor conservative,2011,
3/5/21 12:54,3/5/21 12:55,IP Address,100,79,TRUE,3/5/21 12:55,R_VKMgAvSYasYZmOB,,,,,42.18890381,-122.6907959,anonymous,EN,30-34,Bell bottoms,1,4,3,2,5,A wedding invitation,4,5,3,1,2,An elevator,4,1,2,5,3,I consent to take part in this study,4,,5,,,,,,,,,,6,,,,,,,,,,6,,,,,,,,,,6,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 70 years ago",,,,,,,,,,,,,,,,,,,,"The rise of the internet and anonymity. Before you would see people face to face, while now it's easier to be rude to someone you don't see.",,,,,,,,33,Male,White,"$200,000+",Other,apple,Four-year college degree,0,Very conservative,,
