StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,age_1,footwear,footwear_DO_1,footwear_DO_2,footwear_DO_3,footwear_DO_4,footwear_DO_5,rsvp,rsvp_DO_1,rsvp_DO_2,rsvp_DO_3,rsvp_DO_4,rsvp_DO_5,elevator,elevator_DO_1,elevator_DO_2,elevator_DO_3,elevator_DO_4,elevator_DO_5,consent,today,2015,2010,2005,2000,1995,1990,1985,1980,1975,2000_born,1995_born,1990_born,1985_born,1980_born,1975_born,1970_born,1965_born,1960_born,1955_ born,check_20,check_25,check_30,check_35,check_40,check_45,check_50,check_55,check_60,check_65,old_today,young_today,old_past,explain_more_20,explain_more_25,explain_more_30,explain_more_35,explain_more_40,explain_more_45,explain_more_50,explain_more_55,explain_more_60,explain_more_65,explain_less_20,explain_less_25,explain_less_30,explain_less_35,explain_less_40,explain_less_45,explain_less_50,explain_less_55,explain_less_60,explain_less_65,age,gender,race,income,check,check_4_TEXT,education,kids,political_ideology,oldest_kid,comments
1/29/20 10:36,1/29/20 10:36,IP Address,100,8,TRUE,1/29/20 10:36,R_2zkJPHm89U5Bkqq,,,,,40.81610107,-96.70359802,anonymous,EN,35-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:36,1/29/20 10:36,IP Address,100,37,TRUE,1/29/20 10:36,R_1hALnXXkmh2gXZy,,,,,33.0809021,-96.72409821,anonymous,EN,30-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:30,1/29/20 10:36,IP Address,100,363,TRUE,1/29/20 10:36,R_podowZGgt2JN409,,,,,32.15440369,-94.35269928,anonymous,EN,30-34,Sneakers,5,2,3,4,1,A thank-you note,3,5,4,2,1,A person,5,1,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:34,1/29/20 10:36,Spam,100,154,TRUE,1/29/20 10:36,R_tMsRyVT01V7bqUN,,,,,39.69039917,-105.0987015,anonymous,EN,30-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:36,1/29/20 10:36,IP Address,100,3,TRUE,1/29/20 10:36,R_3PH4KqVkFPUKMSw,,,,,35.74450684,-95.3451004,anonymous,EN,25-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:36,1/29/20 10:36,IP Address,100,5,TRUE,1/29/20 10:36,R_rrVd5bX7qXoa1zj,,,,,41.5480957,-73.00119781,anonymous,EN,40-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:36,1/29/20 10:36,IP Address,100,6,TRUE,1/29/20 10:36,R_shuZoNntaEijo65,,,,,25.90919495,-80.3927002,anonymous,EN,50-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:36,1/29/20 10:36,IP Address,100,11,TRUE,1/29/20 10:36,R_12RP7WVaiPPTbM4,,,,,29.35820007,-98.42900085,anonymous,EN,40-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:36,1/29/20 10:36,Spam,100,30,TRUE,1/29/20 10:36,R_39Fzg5rWRI0SjVT,,,,,33.95599365,-118.3887024,anonymous,EN,50-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:36,1/29/20 10:36,IP Address,100,39,TRUE,1/29/20 10:36,R_2Xb8u4uJaJY9YGW,,,,,33.95599365,-118.3887024,anonymous,EN,65-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:31,1/29/20 10:37,IP Address,100,318,TRUE,1/29/20 10:37,R_8rhKyIXxekOyfHH,,,,,39.30459595,-76.6411972,anonymous,EN,40-44,Bell bottoms,1,2,3,5,4,A wedding invitation,5,1,3,2,4,An elevator,4,1,5,3,2,I consent to take part in this study,5,,,,6,,,,,,,,,,7,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 40 years ago",,,,,,7,4,6,,,,,,,,,,,,,,,Younger people today are raised with a sense of self entitlement. Also there is more of a personal connection because of social media.,,,,,,43,Male,White,"$15,000 - $35,000",Other,apple,Some college,0,Very conservative,,
1/29/20 10:36,1/29/20 10:37,IP Address,100,6,TRUE,1/29/20 10:37,R_2WZjabfjNTcNzQI,,,,,40.81610107,-96.70359802,anonymous,EN,40-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:36,1/29/20 10:37,IP Address,100,10,TRUE,1/29/20 10:37,R_1GNbYesiOEW9wva,,,,,41.97039795,-87.70359802,anonymous,EN,35-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:36,1/29/20 10:37,IP Address,100,8,TRUE,1/29/20 10:37,R_27CYFo5xBfrxZ1y,,,,,35.94709778,-87.29959869,anonymous,EN,45-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:36,1/29/20 10:37,IP Address,100,21,TRUE,1/29/20 10:37,R_3DhEe0Do94vUHhX,,,,,35.15179443,-106.5789032,anonymous,EN,35-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:26,1/29/20 10:37,IP Address,100,651,TRUE,1/29/20 10:37,R_3RsGSt8THUGC4D5,,,,,42.14709473,-75.88159943,anonymous,EN,25-29,Bell bottoms,1,5,4,3,2,A wedding invitation,3,1,4,5,2,An elevator,2,5,1,3,4,I consent to take part in this study,4,4,,,,,,,,,,5,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 25 years ago",,,,,,,,,4,3,4,,,,,,,,,,,,I think people are less kind today because they are more selfish. People are more interested in themselves and what they can acquire and not worried that they do it in an honest way. People are more willing to step on others to get ahead.,,,,,,,,,28,Male,White,"$35,000 - $55,000",Other,apple,Some college,0,Somewhat conservative,,
1/29/20 10:37,1/29/20 10:37,IP Address,100,6,TRUE,1/29/20 10:37,R_1mOA0FHvoSsfyr4,,,,,33.0809021,-96.72409821,anonymous,EN,25-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:37,1/29/20 10:37,IP Address,100,6,TRUE,1/29/20 10:37,R_1TWZbQSEhNUnxwR,,,,,25.90919495,-80.3927002,anonymous,EN,45-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:37,1/29/20 10:37,Spam,100,5,TRUE,1/29/20 10:37,R_2dg0zypWZBL8tGC,,,,,40.78759766,-74.05999756,anonymous,EN,50-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:37,1/29/20 10:37,IP Address,100,7,TRUE,1/29/20 10:37,R_1n2y95dWfDXVdMD,,,,,42.2440033,-83.58229828,anonymous,EN,30-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:37,1/29/20 10:37,IP Address,100,9,TRUE,1/29/20 10:37,R_1LNCzNs6FsoQ1py,,,,,34.64610291,-82.46730042,anonymous,EN,45-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:37,1/29/20 10:37,IP Address,100,17,TRUE,1/29/20 10:37,R_3QVPoWoYtj90eYf,,,,,35.9151001,-79.09719849,anonymous,EN,55-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:37,1/29/20 10:37,IP Address,100,8,TRUE,1/29/20 10:37,R_3fQamQKHs3KWvfj,,,,,29.35820007,-98.42900085,anonymous,EN,18-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:37,1/29/20 10:37,IP Address,100,7,TRUE,1/29/20 10:37,R_2SALZWUN4nGt7He,,,,,40.81610107,-96.70359802,anonymous,EN,45-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:37,1/29/20 10:37,IP Address,100,7,TRUE,1/29/20 10:37,R_2xLDkpyH6xLGWlZ,,,,,33.95599365,-118.3887024,anonymous,EN,70+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:37,1/29/20 10:37,IP Address,100,5,TRUE,1/29/20 10:37,R_1mLupdsHEGOSf4O,,,,,40.78759766,-74.05999756,anonymous,EN,55-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:33,1/29/20 10:37,IP Address,100,241,TRUE,1/29/20 10:37,R_2QQH3XTYrQ1SPXC,,,,,39.74899292,-84.15730286,anonymous,EN,30-34,Bell bottoms,5,1,3,2,4,A wedding invitation,3,1,4,2,5,An elevator,5,1,3,4,2,I consent to take part in this study,6,,5,,,,,,,,,,6,,,,,,,,,,"People are MORE kind, honest, nice, and good today compared to about 30 years ago",,,,,,,,6,5,6,,,"If you do all the heavy lifting all of the time, you are prone to periodic collapse. It may be exhaustion, or it may be getting sick or sinking into the depths of severe depression. The burnout may sideline you for a while, but once you recover, you're quickly back on duty.",,,,,,,,,,,,,,,,,,31,Female,Black or African-American,"$55,000 - $75,000",Other,apple,Four-year college degree,1,Somewhat conservative,2015,it is a good survey.
1/29/20 10:37,1/29/20 10:37,Spam,100,8,TRUE,1/29/20 10:37,R_3EKMr2YNQqRTS4j,,,,,25.90919495,-80.3927002,anonymous,EN,50-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:37,1/29/20 10:37,IP Address,100,9,TRUE,1/29/20 10:37,R_XCcgZE9olNhnA5z,,,,,32.7993927,-117.1685944,anonymous,EN,30-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:37,1/29/20 10:37,IP Address,100,6,TRUE,1/29/20 10:37,R_z7Rl1Vld1CIyMJb,,,,,36.05569458,-94.15670013,anonymous,EN,45-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:29,1/29/20 10:37,IP Address,100,469,TRUE,1/29/20 10:37,R_25AZ7mqTfXYFx6o,,,,,25.77409363,-80.18170166,anonymous,EN,55-59,Bell bottoms,5,3,2,4,1,A wedding invitation,4,2,3,5,1,An elevator,4,3,2,1,5,I consent to take part in this study,6,,,,,,,7,,,,,,,,,,6,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 55 years ago",,,3,5,6,,,,,,,,,,,,,,,,,,"Political and social issues have changed and have become more contentious so that people of my generation seem angry about the politics of the right or the left. Internet may have played a role as well, dividing people constantly. ",,,56,Male,White,"$15,000 - $35,000",Other,apple,Some college,1,Somewhat liberal,2016,none
1/29/20 10:37,1/29/20 10:37,IP Address,100,6,TRUE,1/29/20 10:37,R_1mqGJ5B9O10XhvT,,,,,33.0809021,-96.72409821,anonymous,EN,18-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:37,1/29/20 10:37,IP Address,100,5,TRUE,1/29/20 10:37,R_reUkrEnLQ07hhQt,,,,,35.9151001,-79.09719849,anonymous,EN,18-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:37,1/29/20 10:37,IP Address,100,4,TRUE,1/29/20 10:37,R_2Xn9GZQXMIrPAG0,,,,,40.78759766,-74.05999756,anonymous,EN,60-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:37,1/29/20 10:37,IP Address,100,7,TRUE,1/29/20 10:37,R_4V3xLMNvYJaMngB,,,,,34.64610291,-82.46730042,anonymous,EN,18-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:37,1/29/20 10:37,IP Address,100,7,TRUE,1/29/20 10:37,R_ALGjhRIBb4qjfqh,,,,,25.90919495,-80.3927002,anonymous,EN,55-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:28,1/29/20 10:37,IP Address,100,544,TRUE,1/29/20 10:37,R_3fVmSHgaay3DxQ4,,,,,34.00950623,-81.08190155,anonymous,EN,30-34,Bell bottoms,5,1,4,3,2,A wedding invitation,5,2,1,4,3,An elevator,5,3,2,4,1,I consent to take part in this study,6,,7,,,,,,,,,,6,,,,,,,,,,"People are equally kind, honest, nice, and good today compared to about 30 years ago",,,,,,,,6,5,6,,,,,,,,,,,,,,,,,,,,,30,Male,Black or African-American,"$75,000 - $95,000",Other,apple,Associate's degree,1,Somewhat conservative,2015,i like this study
1/29/20 10:37,1/29/20 10:37,IP Address,100,4,TRUE,1/29/20 10:37,R_3hhWMTBSwjmLI13,,,,,33.0809021,-96.72409821,anonymous,EN,70+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:32,1/29/20 10:37,IP Address,100,302,TRUE,1/29/20 10:37,R_3NJrB2E0NjwfgA8,,,,,39.03700256,-77.04119873,anonymous,EN,30-34,Bell bottoms,4,5,3,2,1,A wedding invitation,4,5,1,2,3,An elevator,5,3,4,2,1,I consent to take part in this study,6,,7,,,,,,,,,,5,,,,,,,,,,"People are MORE kind, honest, nice, and good today compared to about 30 years ago",,,,,,,,7,7,6,,,today is good today very honestnwork today,,,,,,,,,,,,,,,,,,34,Male,Black or African-American,"$75,000 - $95,000",Other,apple,Associate's degree,1,Very conservative,2015,good
1/29/20 10:37,1/29/20 10:37,IP Address,100,4,TRUE,1/29/20 10:37,R_2doPJN68y2cpFpY,,,,,32.23609924,-90.26010132,anonymous,EN,30-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:37,1/29/20 10:37,Spam,100,6,TRUE,1/29/20 10:37,R_2E0OuYbqiVnCVPe,,,,,35.9151001,-79.09719849,anonymous,EN,25-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:37,1/29/20 10:37,IP Address,100,5,TRUE,1/29/20 10:37,R_3340vd45Zob2REW,,,,,40.78759766,-74.05999756,anonymous,EN,65-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:37,1/29/20 10:37,IP Address,100,20,TRUE,1/29/20 10:37,R_22JS1eiNz1TkrR5,,,,,40.81610107,-96.70359802,anonymous,EN,50-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:37,1/29/20 10:37,IP Address,100,7,TRUE,1/29/20 10:37,R_2Cvo1o6CWXbY9Of,,,,,25.90919495,-80.3927002,anonymous,EN,40-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:32,1/29/20 10:37,IP Address,100,323,TRUE,1/29/20 10:37,R_1jj0essfBR67xD9,,,,,41.68530273,-72.92960358,anonymous,EN,30-34,Bell bottoms,2,3,5,1,4,A wedding invitation,4,1,5,3,2,An elevator,5,3,4,1,2,I consent to take part in this study,4,,5,,,,,,,,,,5,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",,,,,,,,4,4,5,,,,,,,,,,,,,They give what they receive. If it's perceived that others aren't as kind than you aren't as kind in return.,,,,,,,,33,Female,Black or African-American,"$15,000 - $35,000",Other,apple,Associate's degree,0,Somewhat liberal,,
1/29/20 10:37,1/29/20 10:37,Spam,100,17,TRUE,1/29/20 10:37,R_1mXwJe0uFDmoLgD,,,,,33.95599365,-118.3887024,anonymous,EN,60-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:37,1/29/20 10:37,IP Address,100,9,TRUE,1/29/20 10:37,R_1ocKefLz9Lx11gN,,,,,34.64610291,-82.46730042,anonymous,EN,25-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:37,1/29/20 10:37,IP Address,100,8,TRUE,1/29/20 10:37,R_3gL2UhC0ozY64r1,,,,,33.6598053,-117.3484955,anonymous,EN,30-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:37,1/29/20 10:37,IP Address,100,9,TRUE,1/29/20 10:37,R_2SAYaDR2IKNT0wN,,,,,32.7993927,-117.1685944,anonymous,EN,35-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:37,1/29/20 10:38,IP Address,100,18,TRUE,1/29/20 10:38,R_2YtR18VqzYjBCCa,,,,,40.13330078,-85.65380096,anonymous,EN,40-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:37,1/29/20 10:38,IP Address,100,7,TRUE,1/29/20 10:38,R_2ZKXUladl5tmU5z,,,,,35.19360352,-80.68650055,anonymous,EN,55-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:37,1/29/20 10:38,IP Address,100,6,TRUE,1/29/20 10:38,R_1GJP77agLta09Gu,,,,,35.9151001,-79.09719849,anonymous,EN,40-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:38,1/29/20 10:38,IP Address,100,5,TRUE,1/29/20 10:38,R_24qFiuklSyR1GE8,,,,,37.75480652,-84.29850006,anonymous,EN,40-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:38,1/29/20 10:38,IP Address,100,5,TRUE,1/29/20 10:38,R_3fK0evJahB7u2j9,,,,,32.23609924,-90.26010132,anonymous,EN,35-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:37,1/29/20 10:38,IP Address,100,10,TRUE,1/29/20 10:38,R_25yl1UuS8PJuyBf,,,,,25.90919495,-80.3927002,anonymous,EN,35-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:26,1/29/20 10:38,IP Address,100,727,TRUE,1/29/20 10:38,R_eJPZGQR2a3EYBkR,,,,,38.28210449,-77.13059998,anonymous,EN,30-34,Slippers,4,1,5,3,2,A diploma,3,5,2,4,1,An elevator,2,5,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:32,1/29/20 10:38,IP Address,100,334,TRUE,1/29/20 10:38,R_1Nb89vvE5JS4Qm9,,,,,43.6401062,-70.52130127,anonymous,EN,45-49,Bell bottoms,4,2,3,5,1,A wedding invitation,3,2,5,1,4,An elevator,3,2,1,4,5,I consent to take part in this study,3,,,,,5,,,,,,,,,,6,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 45 years ago",,,,,7,4,6,,,,,,,,,,,,,,,,The world is becoming more anonymous because of the internet.,,,,,48,Male,White,"$35,000 - $55,000",Other,apple,Four-year college degree,2,Somewhat liberal,1997,
1/29/20 10:37,1/29/20 10:38,IP Address,100,15,TRUE,1/29/20 10:38,R_3r39WGtd4tWoCEe,,,,,42.2440033,-83.58229828,anonymous,EN,25-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:38,1/29/20 10:38,IP Address,100,9,TRUE,1/29/20 10:38,R_2To6Z3SuWMmqohR,,,,,34.64610291,-82.46730042,anonymous,EN,30-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:38,1/29/20 10:38,IP Address,100,12,TRUE,1/29/20 10:38,R_wMNjlFn0MMNeGS5,,,,,33.0809021,-96.72409821,anonymous,EN,65-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:38,1/29/20 10:38,IP Address,100,9,TRUE,1/29/20 10:38,R_9LghBeyDBRj9BIt,,,,,39.14840698,-94.56860352,anonymous,EN,25-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:38,1/29/20 10:38,IP Address,100,15,TRUE,1/29/20 10:38,R_1F8JtFJ5cbC54u7,,,,,40.78759766,-74.05999756,anonymous,EN,40-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:38,1/29/20 10:38,IP Address,100,5,TRUE,1/29/20 10:38,R_2WMRG9x6VMNHo3J,,,,,35.92739868,-89.91889954,anonymous,EN,35-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:38,1/29/20 10:38,IP Address,100,5,TRUE,1/29/20 10:38,R_2ziNmBR5NFWRiB6,,,,,35.9151001,-79.09719849,anonymous,EN,45-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:38,1/29/20 10:38,IP Address,100,11,TRUE,1/29/20 10:38,R_r9DFJYG3Ns4KUyR,,,,,32.7993927,-117.1685944,anonymous,EN,40-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:38,1/29/20 10:38,IP Address,100,7,TRUE,1/29/20 10:38,R_AGwexV4XXJfwcUh,,,,,32.23609924,-90.26010132,anonymous,EN,25-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:38,1/29/20 10:38,IP Address,100,5,TRUE,1/29/20 10:38,R_1HqotOtf9Zqh4oU,,,,,33.7696991,-117.8905945,anonymous,EN,35-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:38,1/29/20 10:38,IP Address,100,8,TRUE,1/29/20 10:38,R_322Q4L40JaxX0WR,,,,,34.64610291,-82.46730042,anonymous,EN,40-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:38,1/29/20 10:38,Spam,100,6,TRUE,1/29/20 10:38,R_3JLyuxSXop0a4QA,,,,,40.78759766,-74.05999756,anonymous,EN,35-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:38,1/29/20 10:38,IP Address,100,7,TRUE,1/29/20 10:38,R_1inamBvzHtw0Ntf,,,,,33.0809021,-96.72409821,anonymous,EN,60-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
