StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,prolific,footwear,footwear_DO,rsvp,rsvp_DO,elevator,elevator_DO,consent,birth_year,instruct1,instruct2,choice,estimate_1956,estimate_2017,check_1,check_2,age,gender,race,income,check_3,check_3_4_TEXT,education,kids,political_ideology,oldest_kid,comments
9/20/22 15:00,9/20/22 15:03,IP Address,100,178,TRUE,9/20/22 15:03,R_2xWbrph6xFT5IZn,,,,,42.0755,-76.0089,anonymous,EN,6108ab36d796e24e26159f5e,Bell bottoms,Bell bottoms|Flip-flops|Sneakers|Slippers|High heels,A wedding invitation,A diploma|A thank-you note|A restaurant bill|A wedding invitation|A diary,An elevator,A person|A book|An elevator|An umbrella|A pizza,I consent to take part in this study,2001,Yes,Yes,I think the percentage of people who chose to cooperate went up between 1956 and 2017,40,65,The person who chose to COOPERATE got nothing,They both got $30,21,Female,Asian,"$75,000 - $95,000",Other,shoe,Some college,0,Very liberal,,
9/20/22 15:00,9/20/22 15:03,IP Address,100,154,TRUE,9/20/22 15:03,R_2uO1uJFjpKN1Zvc,,,,,48.7494,-122.4896,anonymous,EN,5a7ab4c0f1408d0001761db7,Bell bottoms,Sneakers|Flip-flops|Slippers|High heels|Bell bottoms,A wedding invitation,A wedding invitation|A restaurant bill|A thank-you note|A diploma|A diary,An elevator,A person|A book|An elevator|An umbrella|A pizza,I consent to take part in this study,1998,Yes,Yes,I think the percentage of people who chose to cooperate went up between 1956 and 2017,41,52,The person who chose to COOPERATE got nothing,They both got $30,24,Female,Asian,"$35,000 - $55,000",Other,shoe,Four-year college degree,0,Somewhat liberal,,
9/20/22 14:58,9/20/22 15:03,IP Address,100,289,TRUE,9/20/22 15:03,R_3kHQlEbJtpmHNzU,,,,,33.878,-83.8923,anonymous,EN,6009e2d286ebc80dff129427,Bell bottoms,Bell bottoms|Sneakers|Slippers|High heels|Flip-flops,A wedding invitation,A wedding invitation|A diary|A diploma|A restaurant bill|A thank-you note,An elevator,An elevator|A book|An umbrella|A pizza|A person,I consent to take part in this study,2002,Yes,Yes,I think the percentage of people who chose to cooperate went up between 1956 and 2017,30,50,The person who chose to COOPERATE got nothing,They both got $30,20,Male,White,"$55,000 - $75,000",Other,shoe,High school diploma,0,Very liberal,,
9/20/22 15:00,9/20/22 15:03,IP Address,100,200,TRUE,9/20/22 15:03,R_1eRap5Fdr1uid7j,,,,,37.3177,-122.0438,anonymous,EN,6105cb3003156b6f601a704b,Bell bottoms,High heels|Slippers|Flip-flops|Sneakers|Bell bottoms,A wedding invitation,A restaurant bill|A diploma|A wedding invitation|A diary|A thank-you note,An elevator,An umbrella|A pizza|An elevator|A book|A person,I consent to take part in this study,2001,Yes,Yes,I think the percentage of people who chose to cooperate stayed the same between 1956 and 2017,30,32,The person who chose to COOPERATE got nothing,They both got $30,21,Female,More than 1 of the above,"$35,000 - $55,000",Other,shoe,Some college,0,Somewhat liberal,,
9/20/22 15:00,9/20/22 15:04,IP Address,100,211,TRUE,9/20/22 15:04,R_syQJi6WOS2ebDWh,,,,,40.4442,-79.9557,anonymous,EN,602d95727597b0823bdee906,Bell bottoms,High heels|Bell bottoms|Flip-flops|Slippers|Sneakers,A wedding invitation,A restaurant bill|A wedding invitation|A diploma|A thank-you note|A diary,An elevator,An umbrella|A pizza|An elevator|A book|A person,I consent to take part in this study,1996,Yes,Yes,I think the percentage of people who chose to cooperate stayed the same between 1956 and 2017,60,60,The person who chose to COOPERATE got nothing,They both got $100,26,Female,White,"$35,000 - $55,000",Other,shoe,High school diploma,0,Very liberal,,
9/20/22 15:02,9/20/22 15:04,IP Address,100,142,TRUE,9/20/22 15:04,R_2CdId2vzEr6rc4J,,,,,41.5067,-87.9631,anonymous,EN,62b3b97244b74a791cc19c46,Bell bottoms,High heels|Bell bottoms|Sneakers|Slippers|Flip-flops,A wedding invitation,A thank-you note|A restaurant bill|A diary|A wedding invitation|A diploma,An elevator,An umbrella|A person|An elevator|A pizza|A book,I consent to take part in this study,1992,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,75,50,The person who chose to COOPERATE got nothing,They both got $30,29,Male,White,"$150,000 - $200,000",Other,shoe,Graduate school,2,Somewhat conservative,2016,
9/20/22 15:01,9/20/22 15:04,IP Address,100,188,TRUE,9/20/22 15:04,R_2TRDsOq74vinLp2,,,,,35.0535,-82.0582,anonymous,EN,5ce9bfc4d439ae00015968dd,Bell bottoms,High heels|Sneakers|Slippers|Flip-flops|Bell bottoms,A wedding invitation,A restaurant bill|A diary|A diploma|A wedding invitation|A thank-you note,An elevator,A person|An elevator|A pizza|A book|An umbrella,I consent to take part in this study,1996,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,80,60,The person who chose to COOPERATE got nothing,They both got nothing,25,Female,White,"$35,000 - $55,000",Other,shoe,High school diploma,0,Neither liberal nor conservative,,
9/20/22 15:00,9/20/22 15:05,IP Address,100,261,TRUE,9/20/22 15:05,R_3edXiB5b86BSsZt,,,,,25.6666,-80.4036,anonymous,EN,6294d82bb0175e9e889710a9,Bell bottoms,Bell bottoms|Flip-flops|Slippers|Sneakers|High heels,A wedding invitation,A diary|A diploma|A wedding invitation|A restaurant bill|A thank-you note,An elevator,A person|A book|An umbrella|An elevator|A pizza,I consent to take part in this study,1990,Yes,Yes,I think the percentage of people who chose to cooperate went up between 1956 and 2017,55,70,The person who chose to COOPERATE got nothing,They both got $30,32,Male,Black or African-American,"$15,000 - $35,000",Other,shoe,Some college,0,Neither liberal nor conservative,,
9/20/22 15:03,9/20/22 15:05,IP Address,100,104,TRUE,9/20/22 15:05,R_1Nk0IjC1mmTHX83,,,,,33.5211,-86.7706,anonymous,EN,5c7f6e35ea9ae00014f48533,Bell bottoms,Flip-flops|High heels|Bell bottoms|Sneakers|Slippers,A wedding invitation,A diary|A wedding invitation|A restaurant bill|A thank-you note|A diploma,An elevator,A book|A person|An umbrella|A pizza|An elevator,I consent to take part in this study,1999,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,80,60,Each person got the same amount of money,They both got nothing,22,Female,White,"$55,000 - $75,000",Other,shoe,Four-year college degree,0,Neither liberal nor conservative,,
9/20/22 15:01,9/20/22 15:05,IP Address,100,239,TRUE,9/20/22 15:05,R_1QbGDDkbIwTNKqK,,,,,40.5366,-85.6579,anonymous,EN,5cc0b9bccedf2000012afc45,Bell bottoms,Flip-flops|Slippers|High heels|Sneakers|Bell bottoms,A wedding invitation,A wedding invitation|A restaurant bill|A diploma|A thank-you note|A diary,An elevator,A book|An elevator|An umbrella|A person|A pizza,I consent to take part in this study,1953,Yes,Yes,I think the percentage of people who chose to cooperate went up between 1956 and 2017,90,99,The person who chose to COOPERATE got nothing,They both got nothing,68,Female,White,"$15,000 - $35,000",Other,shoe,Graduate school,2,Neither liberal nor conservative,1975,No.
9/20/22 15:02,9/20/22 15:05,IP Address,100,214,TRUE,9/20/22 15:05,R_ezZALYTeLUz9BGp,,,,,33.6528,-85.8417,anonymous,EN,5f57620f2095071eaf7a8224,Bell bottoms,High heels|Bell bottoms|Flip-flops|Slippers|Sneakers,A wedding invitation,A restaurant bill|A diploma|A wedding invitation|A diary|A thank-you note,An elevator,A person|A book|An umbrella|An elevator|A pizza,I consent to take part in this study,1998,Yes,Yes,I think the percentage of people who chose to cooperate stayed the same between 1956 and 2017,65,65,The person who chose to COOPERATE got nothing,They both got $30,24,Male,White,"$15,000 - $35,000",Other,shoe,High school diploma,0,Neither liberal nor conservative,,
9/20/22 14:59,9/20/22 15:05,IP Address,100,354,TRUE,9/20/22 15:05,R_30cygqmSSrdtYX6,,,,,35.7178,-78.8428,anonymous,EN,604196da5100c61947381dbf,Bell bottoms,Slippers|Bell bottoms|Sneakers|Flip-flops|High heels,A wedding invitation,A wedding invitation|A diary|A restaurant bill|A diploma|A thank-you note,An elevator,An elevator|A pizza|A person|A book|An umbrella,I consent to take part in this study,1990,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,80,75,The person who chose to COOPERATE got nothing,They both got $30,32,Male,White,"less than $15,000",Other,shoe,Some college,0,Neither liberal nor conservative,,
9/20/22 15:02,9/20/22 15:05,IP Address,100,201,TRUE,9/20/22 15:05,R_3PmKhhFIOGnlNV0,,,,,38.6699,-85.1679,anonymous,EN,5fbe98e0e2bc9703bfd640d7,Bell bottoms,Sneakers|Bell bottoms|High heels|Slippers|Flip-flops,A wedding invitation,A thank-you note|A restaurant bill|A wedding invitation|A diploma|A diary,An elevator,A person|A book|An elevator|A pizza|An umbrella,I consent to take part in this study,1995,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,75,60,The person who chose to COOPERATE got nothing,They both got $30,27,Female,White,"less than $15,000",Other,shoe,Some graduate school,0,Very liberal,,
9/20/22 15:04,9/20/22 15:06,IP Address,100,149,TRUE,9/20/22 15:06,R_21H5r9ZVgesk2sk,,,,,40.6129,-74.416,anonymous,EN,5ca24b9ceb041e00152164f0,Bell bottoms,Flip-flops|Bell bottoms|Sneakers|Slippers|High heels,A wedding invitation,A wedding invitation|A restaurant bill|A diploma|A diary|A thank-you note,An elevator,A pizza|An elevator|A book|A person|An umbrella,I consent to take part in this study,1973,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,75,30,The person who chose to COOPERATE got nothing,They both got $30,48,Female,White,"$55,000 - $75,000",Other,shoe,Graduate school,1,Somewhat conservative,2012,
9/20/22 15:04,9/20/22 15:06,IP Address,100,152,TRUE,9/20/22 15:06,R_2Qsnfqfc61mg0jj,,,,,35.8451,-86.4901,anonymous,EN,6329caa8346c7247617912fd,Bell bottoms,Bell bottoms|Slippers|Flip-flops|High heels|Sneakers,A wedding invitation,A wedding invitation|A thank-you note|A diary|A restaurant bill|A diploma,An elevator,An umbrella|An elevator|A person|A pizza|A book,I consent to take part in this study,1988,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,80,60,The person who chose to COOPERATE got nothing,They both got $30,33,Male,White,"$75,000 - $95,000",Extroverted,,Graduate school,3,Somewhat liberal,2017,
9/20/22 15:01,9/20/22 15:06,IP Address,100,340,TRUE,9/20/22 15:06,R_2zzRBe8XAf2kR4h,,,,,35.1893,-80.8358,anonymous,EN,5c02f544e6eafc0001f6d37b,Bell bottoms,High heels|Flip-flops|Bell bottoms|Sneakers|Slippers,A wedding invitation,A thank-you note|A diploma|A diary|A restaurant bill|A wedding invitation,An elevator,A book|An elevator|A pizza|A person|An umbrella,I consent to take part in this study,1991,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,85,60,The person who chose to COOPERATE got nothing,They both got $30,30,Male,White,"$75,000 - $95,000",Other,shoe,Four-year college degree,1,Somewhat liberal,2020,I couldn’t enter 2022 as the year of my oldest child being born.  Did not see a requirement that my child had to be born before 2020
9/20/22 15:03,9/20/22 15:07,IP Address,100,208,TRUE,9/20/22 15:07,R_1rk5pobAk05b2mK,,,,,41.2581,-95.9325,anonymous,EN,615deda1b7f4112d93335556,Bell bottoms,Flip-flops|Bell bottoms|Slippers|Sneakers|High heels,A wedding invitation,A restaurant bill|A diploma|A wedding invitation|A diary|A thank-you note,An elevator,An umbrella|A pizza|An elevator|A person|A book,I consent to take part in this study,1983,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,60,25,The person who chose to COOPERATE got nothing,They both got $30,38,Male,White,"$35,000 - $55,000",Other,Shoe,Some college,1,Somewhat liberal,2020,
9/20/22 15:01,9/20/22 15:07,IP Address,100,325,TRUE,9/20/22 15:07,R_3k51EMcAWQjBHzq,,,,,41.9209,-87.7043,anonymous,EN,5eacd70006f95f33990e3df9,Bell bottoms,High heels|Flip-flops|Sneakers|Bell bottoms|Slippers,A wedding invitation,A diary|A thank-you note|A diploma|A wedding invitation|A restaurant bill,An elevator,A person|An elevator|An umbrella|A book|A pizza,I consent to take part in this study,1981,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,60,20,The person who chose to COOPERATE got nothing,They both got $30,41,Male,White,"$15,000 - $35,000",Other,Shoe,High school diploma,4+,Somewhat conservative,1999,
9/20/22 15:03,9/20/22 15:07,IP Address,100,241,TRUE,9/20/22 15:07,R_UGB4r4urgWQXbb3,,,,,39.2102,-94.6372,anonymous,EN,5b5a51302b05780001a8ae0b,Bell bottoms,Sneakers|Slippers|High heels|Bell bottoms|Flip-flops,A wedding invitation,A restaurant bill|A diploma|A wedding invitation|A diary|A thank-you note,An elevator,An umbrella|An elevator|A pizza|A person|A book,I consent to take part in this study,1988,Yes,Yes,I think the percentage of people who chose to cooperate stayed the same between 1956 and 2017,30,30,The person who chose to COOPERATE got nothing,They both got $30,34,Male,Black or African-American,"$35,000 - $55,000",Other,shoe,Some college,0,Very liberal,,
9/20/22 15:05,9/20/22 15:07,IP Address,100,143,TRUE,9/20/22 15:07,R_2abP4QfqgcUHzia,,,,,34.3308,-119.3584,anonymous,EN,5aaf13dbfb22320001bab178,Bell bottoms,Bell bottoms|Sneakers|High heels|Flip-flops|Slippers,A wedding invitation,A restaurant bill|A diploma|A wedding invitation|A thank-you note|A diary,An elevator,An elevator|A book|An umbrella|A pizza|A person,I consent to take part in this study,1988,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,90,75,The person who chose NOT TO COOPERATE got nothing,They both got $30,34,Female,White,"$95,000 - $150,000",Other,shoe,Graduate school,0,Neither liberal nor conservative,,
9/20/22 15:01,9/20/22 15:07,IP Address,100,371,TRUE,9/20/22 15:07,R_3meJ8tqDM1SU8Tf,,,,,41.2093,-96.0548,anonymous,EN,6234a81fa842322f88a8a6fe,Bell bottoms,Slippers|Flip-flops|Bell bottoms|Sneakers|High heels,A wedding invitation,A thank-you note|A diploma|A diary|A restaurant bill|A wedding invitation,An elevator,An umbrella|An elevator|A person|A pizza|A book,I consent to take part in this study,1977,Yes,Yes,I think the percentage of people who chose to cooperate went up between 1956 and 2017,40,50,The person who chose to COOPERATE got nothing,They both got $30,45,Male,White,"$95,000 - $150,000",Other,shoe,Four-year college degree,4+,Very liberal,2002,
9/20/22 15:03,9/20/22 15:08,IP Address,100,264,TRUE,9/20/22 15:08,R_3pK9RNNpnph7Trz,,,,,41.1445,-84.5764,anonymous,EN,613126c4836e8b2f5308376e,Bell bottoms,Sneakers|Bell bottoms|Flip-flops|Slippers|High heels,A wedding invitation,A diary|A wedding invitation|A diploma|A thank-you note|A restaurant bill,An elevator,An elevator|A book|An umbrella|A person|A pizza,I consent to take part in this study,1994,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,85,65,The person who chose to COOPERATE got nothing,They both got $30,28,Female,White,"$55,000 - $75,000",Other,shoe,Four-year college degree,2,Somewhat conservative,2020,
9/20/22 15:05,9/20/22 15:08,IP Address,100,163,TRUE,9/20/22 15:08,R_3NWKMDm5IVMeSm2,,,,,38.8511,-104.7688,anonymous,EN,5cf3fb5b30eedd00156bbff7,Bell bottoms,High heels|Bell bottoms|Flip-flops|Sneakers|Slippers,A wedding invitation,A wedding invitation|A thank-you note|A diploma|A restaurant bill|A diary,An elevator,An elevator|A pizza|A person|An umbrella|A book,I consent to take part in this study,1991,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,65,55,The person who chose to COOPERATE got nothing,They both got $30,31,Female,White,"$200,000+",Other,Shoe,Graduate school,0,Neither liberal nor conservative,,
9/20/22 15:04,9/20/22 15:08,IP Address,100,246,TRUE,9/20/22 15:08,R_2uKypzXvIZPssqO,,,,,32.9628,-96.3648,anonymous,EN,60fce6c2a812051048ecdfca,Bell bottoms,Flip-flops|Sneakers|High heels|Slippers|Bell bottoms,A wedding invitation,A restaurant bill|A diary|A wedding invitation|A diploma|A thank-you note,An elevator,A person|An umbrella|An elevator|A pizza|A book,I consent to take part in this study,1995,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,80,75,Each person got the same amount of money,They both got $30,27,Female,White,"$95,000 - $150,000",Other,shoe,Graduate school,0,Somewhat liberal,,
9/20/22 15:05,9/20/22 15:08,IP Address,100,157,TRUE,9/20/22 15:08,R_1obgj6TFTDDvSab,,,,,35.1712,-80.7939,anonymous,EN,5dd36d5259b1b03707103b36,Bell bottoms,Bell bottoms|High heels|Flip-flops|Slippers|Sneakers,A wedding invitation,A restaurant bill|A wedding invitation|A diploma|A thank-you note|A diary,An elevator,A book|An elevator|A person|An umbrella|A pizza,I consent to take part in this study,1975,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,45,35,The person who chose to COOPERATE got nothing,They both got $30,47,Male,White,"$200,000+",Other,shoe,Graduate school,2,Neither liberal nor conservative,2009,
9/20/22 15:04,9/20/22 15:08,IP Address,100,218,TRUE,9/20/22 15:08,R_3Rmc5KBKORC1xHy,,,,,33.7278,-84.2143,anonymous,EN,5f4820e8da082a18f7b1e86d,Bell bottoms,Flip-flops|High heels|Slippers|Sneakers|Bell bottoms,A wedding invitation,A diploma|A diary|A restaurant bill|A thank-you note|A wedding invitation,An elevator,A person|A pizza|An umbrella|A book|An elevator,I consent to take part in this study,1987,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,85,60,The person who chose to COOPERATE got nothing,They both got $30,35,Female,White,"$15,000 - $35,000",Introverted,,Some college,1,Very liberal,2011,
9/20/22 15:06,9/20/22 15:08,IP Address,100,119,TRUE,9/20/22 15:08,R_ZBIF1EmQ87EymQ1,,,,,33.7485,-84.3871,anonymous,EN,61689e80a8a29d25b26ab08b,Bell bottoms,Sneakers|Slippers|Flip-flops|Bell bottoms|High heels,A wedding invitation,A wedding invitation|A diploma|A thank-you note|A restaurant bill|A diary,An elevator,A pizza|An elevator|A book|A person|An umbrella,I consent to take part in this study,1998,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,65,30,The person who chose to COOPERATE got nothing,They both got $30,24,Female,White,"$150,000 - $200,000",Other,shoe,Four-year college degree,0,Very liberal,,
9/20/22 15:02,9/20/22 15:08,IP Address,100,377,TRUE,9/20/22 15:08,R_ZsjZeSy0dHnbARz,,,,,32.8466,-116.977,anonymous,EN,6329c416685018cb5b6bb17c,Bell bottoms,Bell bottoms|Slippers|Flip-flops|Sneakers|High heels,A wedding invitation,A wedding invitation|A diary|A diploma|A restaurant bill|A thank-you note,An elevator,An elevator|A book|A person|A pizza|An umbrella,I consent to take part in this study,1985,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,70,30,The person who chose to COOPERATE got nothing,They both got $30,36,Male,White,"$55,000 - $75,000",Other,shoe,Some college,0,Somewhat liberal,,
9/20/22 15:05,9/20/22 15:09,IP Address,100,192,TRUE,9/20/22 15:09,R_1JQrGKK7deznpV1,,,,,41.9014,-88.7515,anonymous,EN,5fba9bfd8a35c16f49a9666d,Bell bottoms,Sneakers|Bell bottoms|High heels|Flip-flops|Slippers,A wedding invitation,A restaurant bill|A wedding invitation|A diploma|A diary|A thank-you note,An elevator,An elevator|A book|A person|A pizza|An umbrella,I consent to take part in this study,1992,Yes,Yes,I think the percentage of people who chose to cooperate stayed the same between 1956 and 2017,75,75,The person who chose to COOPERATE got nothing,They both got $30,30,Male,White,"$35,000 - $55,000",Other,shoe,Some college,0,Somewhat liberal,,
9/20/22 15:06,9/20/22 15:09,IP Address,100,163,TRUE,9/20/22 15:09,R_2U6eSgKEkIiibgY,,,,,43.6138,-116.3972,anonymous,EN,612fde55d251a3547b8e5766,Bell bottoms,Flip-flops|Bell bottoms|High heels|Sneakers|Slippers,A wedding invitation,A restaurant bill|A diploma|A wedding invitation|A diary|A thank-you note,An elevator,An umbrella|A pizza|A person|A book|An elevator,I consent to take part in this study,1993,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,70,50,The person who chose to COOPERATE got nothing,They both got $30,27,Male,White,"$75,000 - $95,000",Other,Shoe,Graduate school,1,Somewhat conservative,2020,
9/20/22 15:06,9/20/22 15:09,IP Address,100,203,TRUE,9/20/22 15:09,R_2OP88WQX84ISJiE,,,,,29.7646,-95.3657,anonymous,EN,5a287d4a53fc4b000141514f,Bell bottoms,Flip-flops|Slippers|Sneakers|Bell bottoms|High heels,A wedding invitation,A diary|A diploma|A thank-you note|A wedding invitation|A restaurant bill,An elevator,A book|An elevator|A person|An umbrella|A pizza,I consent to take part in this study,1965,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,75,50,The person who chose to COOPERATE got nothing,They both got $30,56,Female,White,"$75,000 - $95,000",Extroverted,,Four-year college degree,3,Very conservative,1990,
9/20/22 15:07,9/20/22 15:09,IP Address,100,156,TRUE,9/20/22 15:09,R_9ZDLwDg6LNIbotj,,,,,30.2842,-92.0145,anonymous,EN,5a4a7bed1950a80001e7d3d5,Bell bottoms,Bell bottoms|Flip-flops|Slippers|Sneakers|High heels,A wedding invitation,A diploma|A wedding invitation|A thank-you note|A diary|A restaurant bill,An elevator,An umbrella|A book|An elevator|A person|A pizza,I consent to take part in this study,1986,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,75,50,The person who chose to COOPERATE got nothing,They both got $30,35,Female,White,"$55,000 - $75,000",Other,shoe,Four-year college degree,0,Very liberal,,
9/20/22 15:08,9/20/22 15:10,IP Address,100,104,TRUE,9/20/22 15:10,R_1lAAzevl7DuPbiw,,,,,37.5537,-77.4602,anonymous,EN,5fa9dab94f9d9c26d3db5226,Bell bottoms,Bell bottoms|Sneakers|High heels|Flip-flops|Slippers,A wedding invitation,A diploma|A diary|A thank-you note|A restaurant bill|A wedding invitation,An elevator,A person|An umbrella|An elevator|A pizza|A book,I consent to take part in this study,1992,Yes,Yes,I think the percentage of people who chose to cooperate went up between 1956 and 2017,60,70,The person who chose to COOPERATE got nothing,They both got $100,30,Male,White,"$15,000 - $35,000",Other,shoe,Four-year college degree,0,Somewhat liberal,,
9/20/22 15:07,9/20/22 15:10,IP Address,100,166,TRUE,9/20/22 15:10,R_1QF0VTf35UeqvXl,,,,,36.0571,-86.6729,anonymous,EN,60fd080d5476f4a77211bafb,Bell bottoms,Sneakers|Flip-flops|High heels|Bell bottoms|Slippers,A wedding invitation,A wedding invitation|A diary|A thank-you note|A restaurant bill|A diploma,An elevator,A person|A pizza|An elevator|An umbrella|A book,I consent to take part in this study,1988,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,58,47,The person who chose to COOPERATE got nothing,They both got $30,34,Female,White,"$35,000 - $55,000",Other,Shoe ,Graduate school,0,Very liberal,,
9/20/22 14:59,9/20/22 15:11,IP Address,100,663,TRUE,9/20/22 15:11,R_1CDQxYdTaMwU6tb,,,,,39.1821,-77.5359,anonymous,EN,60d6befca58e40d0c63bba9f,Bell bottoms,Slippers|Sneakers|Bell bottoms|Flip-flops|High heels,A wedding invitation,A thank-you note|A diary|A wedding invitation|A restaurant bill|A diploma,A person,A person|An elevator|A pizza|A book|An umbrella,I consent to take part in this study,1978,Yes,Yes,I think the percentage of people who chose to cooperate went up between 1956 and 2017,40,60,The person who chose to COOPERATE got nothing,They both got $30,43,Male,White,"$95,000 - $150,000",Other,shoe,Associate's degree,1,Somewhat liberal,2009,
9/20/22 15:08,9/20/22 15:11,IP Address,100,133,TRUE,9/20/22 15:11,R_2rBMXNwCo36BMiX,,,,,44.9856,-93.2655,anonymous,EN,5e51a47589d7ad1d0611e450,Bell bottoms,Sneakers|Bell bottoms|Flip-flops|High heels|Slippers,A wedding invitation,A diploma|A thank-you note|A restaurant bill|A diary|A wedding invitation,An elevator,A person|An elevator|A book|A pizza|An umbrella,I consent to take part in this study,1998,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,70,60,The person who chose to COOPERATE got nothing,They both got $30,23,Other,White,"$55,000 - $75,000",Other,shoe,Four-year college degree,0,Very liberal,,
9/20/22 15:07,9/20/22 15:11,IP Address,100,205,TRUE,9/20/22 15:11,R_2duLu0OTGzcJPT8,,,,,41.1413,-81.3445,anonymous,EN,614f9a284f135b4da3329968,Bell bottoms,Flip-flops|Bell bottoms|High heels|Sneakers|Slippers,A wedding invitation,A wedding invitation|A diary|A restaurant bill|A diploma|A thank-you note,An elevator,A person|An elevator|A book|A pizza|An umbrella,I consent to take part in this study,1995,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,70,55,The person who chose NOT TO COOPERATE got nothing,They both got $30,27,Female,White,"$35,000 - $55,000",Other,shoe,Four-year college degree,0,Very liberal,,
9/20/22 15:09,9/20/22 15:11,IP Address,100,128,TRUE,9/20/22 15:11,R_D94jVDmhErI4nTj,,,,,39.7413,-86.1524,anonymous,EN,5c27e76978fad500019328cc,Bell bottoms,Sneakers|Bell bottoms|Slippers|Flip-flops|High heels,A wedding invitation,A diary|A thank-you note|A restaurant bill|A wedding invitation|A diploma,An elevator,A person|A book|An umbrella|A pizza|An elevator,I consent to take part in this study,1984,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,55,35,The person who chose to COOPERATE got nothing,They both got $30,38,Male,White,"$95,000 - $150,000",Other,shoe,Graduate school,2,Somewhat liberal,2017,
9/20/22 15:07,9/20/22 15:11,IP Address,100,224,TRUE,9/20/22 15:11,R_12mUQYQCcYRCcfw,,,,,34.1649,-119.172,anonymous,EN,6070b8550e199cd6db5e4a79,Bell bottoms,High heels|Flip-flops|Bell bottoms|Sneakers|Slippers,A wedding invitation,A wedding invitation|A diploma|A diary|A thank-you note|A restaurant bill,An elevator,A person|A book|A pizza|An elevator|An umbrella,I consent to take part in this study,1997,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,80,60,The person who chose to COOPERATE got nothing,They both got $30,24,Female,White,"$35,000 - $55,000",Other,shoe,Four-year college degree,0,Very liberal,,
9/20/22 15:08,9/20/22 15:11,IP Address,100,180,TRUE,9/20/22 15:11,R_25HFcd8wJtRsEiH,,,,,28.0217,-80.5395,anonymous,EN,60778adf13e3a5f0d0f655db,Bell bottoms,Bell bottoms|Sneakers|Flip-flops|Slippers|High heels,A wedding invitation,A thank-you note|A restaurant bill|A wedding invitation|A diploma|A diary,An elevator,A book|A pizza|A person|An umbrella|An elevator,I consent to take part in this study,1962,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,60,50,Each person got the same amount of money,They both got $30,59,Female,White,"$150,000 - $200,000",Other,shoe,Graduate school,2,Somewhat liberal,1997,
9/20/22 15:07,9/20/22 15:11,IP Address,100,257,TRUE,9/20/22 15:11,R_1eJINvWMDJFxKXh,,,,,47.6034,-122.3414,anonymous,EN,631b5a310f15deca9a440ae0,Bell bottoms,Flip-flops|Slippers|High heels|Bell bottoms|Sneakers,A wedding invitation,A wedding invitation|A diary|A diploma|A thank-you note|A restaurant bill,An elevator,A book|A pizza|A person|An elevator|An umbrella,I consent to take part in this study,1978,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,70,50,The person who chose to COOPERATE got nothing,They both got $30,44,Female,White,"$35,000 - $55,000",Introverted,,Graduate school,0,Very liberal,,
