StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,footwear,footwear_DO_1,footwear_DO_2,footwear_DO_3,footwear_DO_4,footwear_DO_5,rsvp,rsvp_DO_1,rsvp_DO_2,rsvp_DO_3,rsvp_DO_4,rsvp_DO_5,elevator,elevator_DO_1,elevator_DO_2,elevator_DO_3,elevator_DO_4,elevator_DO_5,consent,birth_year,overall,all_change,all_replacement,known_in_check,known_change,replacements_yes,replacements_yes,known_replacement,final_check,age,gender,race,income,check_3,check_3_4_TEXT,education,kids,political_ideology,oldest_kid,comments
5/22/20 9:46,5/22/20 9:52,IP Address,100,347,TRUE,5/22/20 9:52,R_2aJKbDCtihEamnN,,,,,38.24519348,-122.1394958,anonymous,EN,Bell bottoms,2,5,1,4,3,A wedding invitation,2,3,5,4,1,A person,3,5,1,2,4,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:51,5/22/20 9:52,IP Address,100,76,TRUE,5/22/20 9:52,R_R1VN3AXOE1bvcUp,,,,,34.28520203,-88.67459869,anonymous,EN,Sneakers,2,1,4,3,5,A diploma,1,5,2,3,4,An umbrella,3,5,2,1,4,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:48,5/22/20 9:52,IP Address,100,225,TRUE,5/22/20 9:52,R_2Em0whHJOS7PSqo,,,,,35.94630432,-95.8757019,anonymous,EN,Bell bottoms,4,2,3,1,5,A wedding invitation,2,5,4,3,1,An elevator,3,1,2,5,4,I consent to take part in this study,1983,-1,-1,-1,"Yes, more than one was",0,"Yes, more than one is","Yes, more than one was",0,0,37,Female,White,"$95,000 - $150,000",Other,shoe,Graduate school,1,Somewhat liberal,2016,
5/22/20 9:48,5/22/20 9:52,IP Address,100,237,TRUE,5/22/20 9:52,R_2OSCvAPVGm5PUcV,,,,,39.96479797,-83.12599945,anonymous,EN,Bell bottoms,1,2,5,3,4,A wedding invitation,5,1,2,4,3,An elevator,1,2,3,5,4,I consent to take part in this study,1992,0,-1,1,"Yes, more than one was",1,"Yes, more than one is","Yes, one was",0,,28,Female,Asian,"$75,000 - $95,000",Other,shoe,Four-year college degree,0,Neither liberal nor conservative,,
5/22/20 9:45,5/22/20 9:52,IP Address,100,443,TRUE,5/22/20 9:52,R_1gLQ6qgTvhesGtr,,,,,44.01849365,-121.2984009,anonymous,EN,Bell bottoms,5,2,4,3,1,A wedding invitation,1,5,2,3,4,An elevator,4,2,5,3,1,I consent to take part in this study,1985,-1,-1,-1,"Yes, one was",-1,"Yes, more than one is",No,,,35,Male,White,"$15,000 - $35,000",Other,shoe,Graduate school,1,Somewhat liberal,2015,
5/22/20 9:49,5/22/20 9:52,IP Address,100,192,TRUE,5/22/20 9:52,R_3hnfccxMwronpfM,,,,,40.15229797,-84.25019836,anonymous,EN,Bell bottoms,2,1,4,3,5,A wedding invitation,3,5,4,2,1,An elevator,3,1,2,5,4,I consent to take part in this study,1980,0,0,-1,"Yes, more than one was",0,"Yes, one is","Yes, more than one was",0,,39,Female,White,"$35,000 - $55,000",Other,shoe,Graduate school,0,Very liberal,,
5/22/20 9:52,5/22/20 9:52,IP Address,100,32,TRUE,5/22/20 9:52,R_Bxs4oR3gzem8U1P,,,,,30.30639648,-90.94270325,anonymous,EN,Sneakers,2,5,1,3,4,A thank-you note,3,5,1,2,4,A person,5,4,2,1,3,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:51,5/22/20 9:52,IP Address,100,104,TRUE,5/22/20 9:52,R_2X7fdp9NQOAFwDp,,,,,32.68640137,-115.5033035,anonymous,EN,Flip-flops,3,2,5,1,4,A diploma,5,3,1,4,2,An elevator,4,2,3,5,1,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:51,5/22/20 9:52,IP Address,100,77,TRUE,5/22/20 9:52,R_2zA4B7YEHV4fmZw,,,,,32.37359619,-86.1832962,anonymous,EN,Sneakers,2,4,5,1,3,A wedding invitation,3,1,5,2,4,An umbrella,4,3,2,5,1,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:52,5/22/20 9:52,IP Address,100,33,TRUE,5/22/20 9:52,R_OdwjJi5MxHxcrLj,,,,,36.16850281,-115.1164017,anonymous,EN,Bell bottoms,2,4,5,3,1,A wedding invitation,5,4,2,1,3,A person,2,5,1,3,4,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:51,5/22/20 9:52,IP Address,100,77,TRUE,5/22/20 9:52,R_1qVdKCtohwwRw1v,,,,,30.17089844,-85.57959747,anonymous,EN,Sneakers,3,4,1,2,5,A restaurant bill,2,5,3,4,1,A pizza,3,4,5,2,1,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:52,5/22/20 9:52,IP Address,100,32,TRUE,5/22/20 9:52,R_2tfbbDHgdX2hz5y,,,,,40.21539307,-74.74669647,anonymous,EN,Flip-flops,2,3,1,4,5,A thank-you note,4,5,3,2,1,A pizza,4,1,5,2,3,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:46,5/22/20 9:52,IP Address,100,352,TRUE,5/22/20 9:52,R_2WxreJ6tQDp6UpZ,,,,,41.58540344,-75.50119781,anonymous,EN,Bell bottoms,2,4,3,1,5,A wedding invitation,2,4,3,5,1,An elevator,4,1,5,3,2,I consent to take part in this study,1992,1,0,-2,"Yes, one was",1,"Yes, one is",No,,1,27,Male,White,"$15,000 - $35,000",Neither extroverted nor introverted,,High school diploma,0,Neither liberal nor conservative,,
5/22/20 9:49,5/22/20 9:52,IP Address,100,218,TRUE,5/22/20 9:52,R_1Kj9g6lNNYROJLl,,,,,40.81419373,-81.93869781,anonymous,EN,Bell bottoms,1,3,5,4,2,A wedding invitation,2,1,5,3,4,An elevator,3,2,5,1,4,I consent to take part in this study,1998,-1,0,-1,"Yes, more than one was",0,"Yes, more than one is","Yes, one was",1,,22,Female,White,"$75,000 - $95,000",Other,shoe,Four-year college degree,0,Somewhat conservative,,
5/22/20 9:50,5/22/20 9:52,IP Address,100,157,TRUE,5/22/20 9:52,R_3k4B1nRb9juc6Y5,,,,,37.38250732,-79.2181015,anonymous,EN,Sneakers,5,4,1,2,3,A restaurant bill,5,1,3,4,2,A person,2,3,5,1,4,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:50,5/22/20 9:52,IP Address,100,135,TRUE,5/22/20 9:52,R_T8h5iTcEv9y25I5,,,,,29.73730469,-95.39720154,anonymous,EN,Bell bottoms,5,3,2,1,4,A wedding invitation,3,5,2,1,4,An elevator,4,1,5,3,2,I consent to take part in this study,1999,0,0,1,"Yes, one was",0,"Yes, more than one is",No,,,20,Female,Hispanic or Latino Origin,"$75,000 - $95,000",Other,shoe,Some college,0,Neither liberal nor conservative,,
5/22/20 9:47,5/22/20 9:52,IP Address,100,343,TRUE,5/22/20 9:52,R_21jKZuxiLCrbWlv,,,,,38.84519958,-77.46510315,anonymous,EN,Bell bottoms,3,1,2,5,4,A wedding invitation,2,5,4,3,1,An elevator,5,2,1,3,4,I consent to take part in this study,1983,1,0,0,"Yes, more than one was",1,"Yes, more than one is","Yes, more than one was",-1,,36,Male,White,"$95,000 - $150,000",Other,shoe,Graduate school,0,Neither liberal nor conservative,,"please don't put leave blank questions. if you are using a touch screen and accidently touch them with your wrist or palm, then there is no way to untouch them. i get the attention checks, but answers like shoe work for that, thank you, alexander"
5/22/20 9:51,5/22/20 9:52,IP Address,100,59,TRUE,5/22/20 9:52,R_3gLbdmIF9KaAXHQ,,,,,29.94949341,-90.12039948,anonymous,EN,Bell bottoms,5,3,4,1,2,A wedding invitation,5,2,1,3,4,An umbrella,3,5,4,2,1,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:49,5/22/20 9:52,IP Address,100,232,TRUE,5/22/20 9:52,R_3lPKbamhZQzQCYX,,,,,43.03520203,-83.52480316,anonymous,EN,Bell bottoms,5,4,1,2,3,A wedding invitation,3,2,1,5,4,An elevator,4,2,1,3,5,I consent to take part in this study,1983,-1,-1,0,"Yes, more than one was",0,"Yes, more than one is","Yes, one was",-1,,36,Male,White,"$35,000 - $55,000",Other,shoe,Four-year college degree,0,Very liberal,,Thanks for letting me participate.
5/22/20 9:45,5/22/20 9:52,IP Address,100,447,TRUE,5/22/20 9:52,R_3GiYtOCz135Mmt0,,,,,42.33439636,-83.17559814,anonymous,EN,Bell bottoms,4,1,3,2,5,A wedding invitation,3,2,5,1,4,An elevator,4,3,1,2,5,I consent to take part in this study,1977,1,1,0,"Yes, more than one was",1,"Yes, more than one is","Yes, more than one was",0,-1,42,Female,White,"$75,000 - $95,000",Extroverted,,Four-year college degree,4+,Very liberal,1998,
5/22/20 9:47,5/22/20 9:52,IP Address,100,337,TRUE,5/22/20 9:52,R_1gom5kedykZmQ8l,,,,,42.97669983,-78.79589844,anonymous,EN,Bell bottoms,5,3,1,2,4,A wedding invitation,4,5,3,1,2,An elevator,1,2,5,3,4,I consent to take part in this study,1959,1,1,-1,"Yes, more than one was",1,"Yes, more than one is","Yes, more than one was",0,0,60,Female,White,"less than $15,000",Other,shoe,Four-year college degree,0,Very conservative,,None I can think of
5/22/20 9:51,5/22/20 9:52,IP Address,100,100,TRUE,5/22/20 9:52,R_26axwC1UW1mKW9n,,,,,28.18850708,-81.26950073,anonymous,EN,Slippers,4,3,1,2,5,A wedding invitation,5,1,4,3,2,An elevator,5,3,1,2,4,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:47,5/22/20 9:53,IP Address,100,310,TRUE,5/22/20 9:53,R_1CvvV8qRXapqjBV,,,,,28.55310059,-81.75969696,anonymous,EN,Bell bottoms,1,5,2,4,3,A wedding invitation,1,4,5,3,2,An elevator,4,1,2,5,3,I consent to take part in this study,1981,-2,-2,0,"Yes, one was",0,"Yes, more than one is","Yes, more than one was",0,0,39,Female,White,"$75,000 - $95,000",Other,shoe,Four-year college degree,0,Very liberal,,
5/22/20 9:47,5/22/20 9:53,IP Address,100,339,TRUE,5/22/20 9:53,R_1NwcgWce7wmqfdC,,,,,33.81599426,-117.9692001,anonymous,EN,Flip-flops,3,4,5,1,2,A wedding invitation,2,5,4,1,3,An elevator,2,3,4,5,1,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:49,5/22/20 9:53,IP Address,100,227,TRUE,5/22/20 9:53,R_Av2ieuhXXxXQwUN,,,,,38.85850525,-104.7162018,anonymous,EN,Bell bottoms,1,5,4,3,2,A wedding invitation,2,1,5,4,3,An elevator,4,5,2,3,1,I consent to take part in this study,1986,-1,-1,-1,"Yes, more than one was",0,"Yes, more than one is","Yes, one was",0,0,34,Male,White,"$35,000 - $55,000",Introverted,,Four-year college degree,0,Somewhat liberal,,
5/22/20 9:52,5/22/20 9:53,IP Address,100,23,TRUE,5/22/20 9:53,R_AnsSKvNxOoWhJjb,,,,,35.1566925,-89.92739868,anonymous,EN,High heels,2,5,3,1,4,A thank-you note,3,1,5,2,4,A book,3,5,1,4,2,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:47,5/22/20 9:53,IP Address,100,319,TRUE,5/22/20 9:53,R_83ai96SxUkbcFmF,,,,,30.29029846,-81.50920105,anonymous,EN,Bell bottoms,3,4,2,5,1,A wedding invitation,1,4,3,5,2,An elevator,1,2,3,4,5,I consent to take part in this study,1996,-2,-2,-2,"Yes, more than one was",0,"Yes, more than one is",No,,,24,Female,White,"$75,000 - $95,000",Other,shoe,Associate's degree,0,Somewhat liberal,,
5/22/20 9:50,5/22/20 9:53,IP Address,100,140,TRUE,5/22/20 9:53,R_12xqaUOmbqERKtS,,,,,34.05439758,-118.2440033,anonymous,EN,Bell bottoms,3,2,4,5,1,A diploma,5,4,2,1,3,A pizza,4,2,5,1,3,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:52,5/22/20 9:53,IP Address,100,24,TRUE,5/22/20 9:53,R_1OHxuEUKi20u8WP,,,,,30.4420929,-97.6339035,anonymous,EN,Bell bottoms,4,2,3,1,5,A wedding invitation,4,2,5,1,3,An umbrella,4,2,5,1,3,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:51,5/22/20 9:53,IP Address,100,116,TRUE,5/22/20 9:53,R_28SRApb4TUfCpTT,,,,,37.62750244,-97.35590363,anonymous,EN,Bell bottoms,3,2,4,5,1,A wedding invitation,4,1,3,5,2,An elevator,4,3,5,1,2,I consent to take part in this study,1992,1,1,0,"Yes, one was",1,"Yes, one is","Yes, one was",1,1,28,Male,White,"$55,000 - $75,000",Other,shoe,Associate's degree,2,Somewhat liberal,2015,nice study
5/22/20 9:50,5/22/20 9:53,IP Address,100,164,TRUE,5/22/20 9:53,R_1ONVtAm4JQPPGCf,,,,,27.78889465,-82.71920013,anonymous,EN,Bell bottoms,5,2,1,3,4,A wedding invitation,4,2,5,3,1,An elevator,3,2,1,4,5,I consent to take part in this study,1976,1,1,2,"Yes, more than one was",1,"Yes, more than one is",No,,,44,Male,White,"$95,000 - $150,000",Neither extroverted nor introverted,,Four-year college degree,2,Somewhat liberal,2002,nope
5/22/20 9:52,5/22/20 9:53,IP Address,100,41,TRUE,5/22/20 9:53,R_2xXICfHCSWPhKhP,,,,,40.10409546,-80.64250183,anonymous,EN,High heels,3,4,5,2,1,A wedding invitation,3,5,2,1,4,A pizza,2,3,5,4,1,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:44,5/22/20 9:53,IP Address,100,499,TRUE,5/22/20 9:53,R_3oyDGx6xsQ2qdIn,,,,,31.80969238,-86.62310028,anonymous,EN,Flip-flops,3,5,2,1,4,A wedding invitation,2,3,4,5,1,An elevator,4,5,1,2,3,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:50,5/22/20 9:53,IP Address,100,185,TRUE,5/22/20 9:53,R_3D6CKwHBSBs5olU,,,,,45.48039246,-122.5890961,anonymous,EN,Bell bottoms,1,5,2,3,4,A wedding invitation,4,3,5,1,2,An elevator,1,4,3,5,2,I consent to take part in this study,1963,-1,-1,1,"Yes, more than one was",0,"Yes, more than one is","Yes, one was",0,,56,Female,White,"$55,000 - $75,000",Other,shoe,Graduate school,0,Somewhat liberal,,
5/22/20 9:52,5/22/20 9:53,IP Address,100,21,TRUE,5/22/20 9:53,R_2462tgoXZIX5IAs,,,,,33.82290649,-84.35350037,anonymous,EN,Slippers,5,1,4,3,2,A diploma,5,2,1,4,3,A pizza,5,3,1,2,4,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:53,5/22/20 9:53,IP Address,100,19,TRUE,5/22/20 9:53,R_3irpjQxw1ny6mQk,,,,,32.37359619,-86.1832962,anonymous,EN,Sneakers,2,3,4,1,5,A wedding invitation,2,3,1,4,5,An elevator,1,5,4,3,2,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:48,5/22/20 9:53,IP Address,100,287,TRUE,5/22/20 9:53,R_3OobCcTC5VIDJ2p,,,,,35.34359741,-86.20880127,anonymous,EN,Bell bottoms,3,1,5,2,4,A wedding invitation,2,5,1,4,3,An elevator,1,4,5,2,3,I consent to take part in this study,1990,1,2,2,"Yes, one was",2,"Yes, one is","Yes, one was",2,2,30,Male,Black or African-American,"$35,000 - $55,000",Other,shoe,Four-year college degree,4+,Very conservative,2005,good
5/22/20 9:49,5/22/20 9:53,IP Address,100,208,TRUE,5/22/20 9:53,R_3k7BnYInaho4tfv,,,,,27.43989563,-82.57700348,anonymous,EN,Bell bottoms,4,5,1,2,3,A wedding invitation,3,4,5,2,1,A person,1,3,4,2,5,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:44,5/22/20 9:53,IP Address,100,524,TRUE,5/22/20 9:53,R_1gU4XtEzawKWJkz,,,,,40.47250366,-79.9108963,anonymous,EN,Bell bottoms,3,5,2,1,4,A wedding invitation,3,4,1,5,2,An elevator,4,3,2,5,1,I consent to take part in this study,1971,1,1,-1,"Yes, more than one was",0,"Yes, one is","Yes, more than one was",-1,,48,Female,White,"$95,000 - $150,000",Other,shoe,Graduate school,2,Somewhat liberal,2004,
5/22/20 9:52,5/22/20 9:53,IP Address,100,29,TRUE,5/22/20 9:53,R_1rerzQ5FeNahUYK,,,,,36.16850281,-115.1164017,anonymous,EN,Bell bottoms,1,5,3,2,4,A diploma,2,3,4,5,1,A person,2,3,1,4,5,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:49,5/22/20 9:53,IP Address,100,260,TRUE,5/22/20 9:53,R_1own6BtAIh51Cbj,,,,,34.91830444,-82.12460327,anonymous,EN,Bell bottoms,5,1,4,3,2,A wedding invitation,1,4,2,5,3,A pizza,4,5,3,2,1,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:50,5/22/20 9:53,IP Address,100,195,TRUE,5/22/20 9:53,R_2t4kynzHRdI7SY2,,,,,40.73080444,-73.99749756,anonymous,EN,Bell bottoms,2,1,5,4,3,A wedding invitation,4,1,3,2,5,An elevator,5,3,4,1,2,I consent to take part in this study,1974,-2,-1,-2,"Yes, one was",0,No,No,,0,45,Male,White,"$95,000 - $150,000",Other,shoe,Graduate school,0,Somewhat liberal,,
5/22/20 9:50,5/22/20 9:53,IP Address,100,171,TRUE,5/22/20 9:53,R_2YYbIUJpdrlxxda,,,,,37.52340698,-120.8516998,anonymous,EN,Bell bottoms,5,1,2,3,4,A wedding invitation,4,2,1,3,5,An elevator,5,1,3,4,2,I consent to take part in this study,1985,0,1,-2,"Yes, more than one was",1,"Yes, more than one is",No,,1,35,Other,Other,"$15,000 - $35,000",Other,shoe,Four-year college degree,0,Neither liberal nor conservative,,
5/22/20 9:49,5/22/20 9:53,IP Address,100,267,TRUE,5/22/20 9:53,R_0eqxLDAhwlwIxe9,,,,,44.45370483,-73.1772995,anonymous,EN,Bell bottoms,2,1,4,5,3,A wedding invitation,4,1,5,2,3,An elevator,3,4,1,2,5,I consent to take part in this study,1988,1,1,1,"Yes, more than one was",0,"Yes, more than one is","Yes, more than one was",1,0,32,Female,White,"$75,000 - $95,000",Other,shoe,Graduate school,0,Very liberal,,
5/22/20 9:48,5/22/20 9:53,IP Address,100,281,TRUE,5/22/20 9:53,R_11ZPjeItGxFjL5L,,,,,33.05799866,-80.01010132,anonymous,EN,Sneakers,1,4,5,3,2,A diploma,5,4,2,1,3,A pizza,1,3,4,2,5,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:49,5/22/20 9:53,IP Address,100,245,TRUE,5/22/20 9:53,R_3NEy6r7RFkphqr9,,,,,33.05799866,-80.01010132,anonymous,EN,Bell bottoms,2,1,5,3,4,A wedding invitation,3,1,5,4,2,An elevator,4,2,3,5,1,I consent to take part in this study,1991,-1,1,-2,No,,No,No,,,28,Female,White,"$55,000 - $75,000",Other,shoe,Associate's degree,2,Neither liberal nor conservative,2010,
5/22/20 9:50,5/22/20 9:53,IP Address,100,200,TRUE,5/22/20 9:53,R_1pXPaUFlfa6rPdA,,,,,47.30140686,-122.6062012,anonymous,EN,Bell bottoms,1,4,5,2,3,A wedding invitation,1,5,3,4,2,An elevator,5,1,4,2,3,I consent to take part in this study,1970,1,-1,1,"Yes, more than one was",0,"Yes, one is","Yes, more than one was",0,,49,Male,White,"$95,000 - $150,000",Other,shoe,Four-year college degree,2,Neither liberal nor conservative,2001,none
5/22/20 9:51,5/22/20 9:53,IP Address,100,150,TRUE,5/22/20 9:53,R_2Xaf8eAFQKfAqTi,,,,,38.44259644,-122.7546997,anonymous,EN,Bell bottoms,3,5,4,2,1,A restaurant bill,2,1,3,4,5,A person,1,2,4,5,3,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:50,5/22/20 9:53,IP Address,100,199,TRUE,5/22/20 9:53,R_agheGlPQEum9qI9,,,,,30.4420929,-97.6339035,anonymous,EN,Bell bottoms,5,3,1,2,4,A wedding invitation,3,1,2,5,4,An elevator,4,3,1,5,2,I consent to take part in this study,1954,0,0,-1,"Yes, more than one was",1,"Yes, more than one is","Yes, more than one was",0,0,66,Male,White,"$95,000 - $150,000",Other,shoe,Four-year college degree,3,Very conservative,1985,
5/22/20 9:50,5/22/20 9:53,IP Address,100,212,TRUE,5/22/20 9:53,R_2q4nx2x5xfquGmY,,,,,40.7144928,-74.00289917,anonymous,EN,Bell bottoms,5,3,2,1,4,A wedding invitation,2,3,5,4,1,An elevator,2,1,5,3,4,I consent to take part in this study,1977,1,1,-1,"Yes, more than one was",1,No,No,,1,42,Male,White,"$150,000 - $200,000",Other,shoe,Some graduate school,2,Somewhat conservative,2006,
5/22/20 9:48,5/22/20 9:53,IP Address,100,289,TRUE,5/22/20 9:53,R_3KUb01G6x93ZKpd,,,,,35.7696991,-79.17700195,anonymous,EN,Bell bottoms,3,4,1,2,5,A wedding invitation,5,1,2,4,3,An elevator,1,3,4,5,2,I consent to take part in this study,1970,-1,1,-1,"Yes, more than one was",2,No,"Yes, more than one was",,,50,Female,Asian,"$95,000 - $150,000",Other,shoe,Four-year college degree,1,Somewhat liberal,2006,na
5/22/20 9:51,5/22/20 9:53,IP Address,100,120,TRUE,5/22/20 9:53,R_1gzkSoJuotkxbyP,,,,,33.45320129,-112.0748978,anonymous,EN,Sneakers,1,5,2,4,3,A wedding invitation,1,5,2,4,3,A person,4,2,3,1,5,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:51,5/22/20 9:53,IP Address,100,157,TRUE,5/22/20 9:53,R_AvUOzaYxKbqOTAJ,,,,,39.13609314,-77.28240204,anonymous,EN,Slippers,3,1,5,4,2,A wedding invitation,2,3,5,1,4,A book,2,5,1,4,3,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:50,5/22/20 9:53,IP Address,100,193,TRUE,5/22/20 9:53,R_1lfLtge3Ofbqfi6,,,,,41.13139343,-100.7751007,anonymous,EN,Bell bottoms,1,5,2,3,4,A wedding invitation,1,3,4,2,5,An elevator,4,3,5,2,1,I consent to take part in this study,1982,-2,1,1,"Yes, more than one was",-1,"Yes, more than one is","Yes, more than one was",-2,,38,Female,Asian,"$55,000 - $75,000",Other,shoe,Four-year college degree,0,Somewhat conservative,,
5/22/20 9:51,5/22/20 9:53,IP Address,100,150,TRUE,5/22/20 9:53,R_1gTRBRHFSknw0oo,,,,,45.56460571,-94.33650208,anonymous,EN,Bell bottoms,5,2,4,3,1,A diploma,2,5,3,4,1,A person,3,5,4,1,2,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:49,5/22/20 9:53,IP Address,100,273,TRUE,5/22/20 9:53,R_21idXgrTI8PmtdS,,,,,39.03529358,-94.46360016,anonymous,EN,Bell bottoms,2,3,4,5,1,A wedding invitation,2,3,4,5,1,An elevator,2,1,5,3,4,I consent to take part in this study,1973,0,0,-1,"Yes, more than one was",0,No,"Yes, one was",,0,47,Male,Black or African-American,"$15,000 - $35,000",Introverted,,Four-year college degree,0,Very liberal,,
5/22/20 9:52,5/22/20 9:53,IP Address,100,118,TRUE,5/22/20 9:53,R_2CO3VlwpXB1vxx9,,,,,35.78019714,-78.48609924,anonymous,EN,Bell bottoms,4,2,3,5,1,A wedding invitation,1,2,4,5,3,An elevator,2,1,5,4,3,I consent to take part in this study,1997,-1,-1,1,"Yes, more than one was",0,"Yes, more than one is",No,,0,22,Male,White,"$15,000 - $35,000",Introverted,,High school diploma,0,Neither liberal nor conservative,,
5/22/20 9:52,5/22/20 9:54,IP Address,100,76,TRUE,5/22/20 9:54,R_D1eGqxSo66gqHo5,,,,,32.79899597,-96.95600128,anonymous,EN,Sneakers,2,3,4,1,5,A wedding invitation,2,4,1,3,5,An umbrella,5,3,2,1,4,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:51,5/22/20 9:54,IP Address,100,172,TRUE,5/22/20 9:54,R_DAVD7O4WKhqj1kJ,,,,,38.92579651,-77.39389801,anonymous,EN,Bell bottoms,5,4,2,1,3,A wedding invitation,3,4,2,5,1,An elevator,4,1,5,3,2,I consent to take part in this study,1998,-1,0,-2,"Yes, more than one was",0,"Yes, more than one is","Yes, one was",-1,,22,Female,White,"$200,000+",Other,shoe,Four-year college degree,0,Somewhat conservative,,
5/22/20 9:53,5/22/20 9:54,IP Address,100,15,TRUE,5/22/20 9:54,R_3PnJPQVsN3BwU9C,,,,,33.82060242,-84.02290344,anonymous,EN,Bell bottoms,4,5,2,3,1,A wedding invitation,3,5,2,1,4,An umbrella,1,3,4,5,2,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:53,5/22/20 9:54,IP Address,100,43,TRUE,5/22/20 9:54,R_2dRQPpw9PvvreDG,,,,,33.45320129,-112.0748978,anonymous,EN,Flip-flops,4,1,2,3,5,A wedding invitation,4,5,3,1,2,An elevator,4,3,1,2,5,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:51,5/22/20 9:54,IP Address,100,183,TRUE,5/22/20 9:54,R_w6REGtH22zp5fzP,,,,,40.74839783,-73.86199951,anonymous,EN,Bell bottoms,2,1,5,4,3,A wedding invitation,4,2,5,3,1,An elevator,4,1,5,3,2,I consent to take part in this study,1983,-1,-1,0,"Yes, one was",0,"Yes, more than one is","Yes, more than one was",0,,36,Female,White,"$35,000 - $55,000",Other,shoe,Four-year college degree,0,Somewhat conservative,,
5/22/20 9:53,5/22/20 9:54,IP Address,100,42,TRUE,5/22/20 9:54,R_27myhQ364gikuW6,,,,,32.6401062,-97.54740143,anonymous,EN,Sneakers,3,4,2,5,1,A thank-you note,4,5,1,2,3,A person,2,4,5,1,3,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:51,5/22/20 9:54,IP Address,100,188,TRUE,5/22/20 9:54,R_1F3wDSBd76IBH1V,,,,,33.87750244,-84.50170135,anonymous,EN,Bell bottoms,4,3,1,5,2,A wedding invitation,5,1,4,2,3,An elevator,4,1,3,5,2,I consent to take part in this study,1969,-1,-1,-2,"Yes, more than one was",1,"Yes, one is","Yes, one was",0,,51,Female,Asian,"$55,000 - $75,000",Neither extroverted nor introverted,,Some graduate school,0,Somewhat liberal,,
5/22/20 9:50,5/22/20 9:54,IP Address,100,223,TRUE,5/22/20 9:54,R_3hxYLvK5qHZFFlM,,,,,33.80880737,-84.28150177,anonymous,EN,Bell bottoms,1,3,5,4,2,A wedding invitation,3,1,4,5,2,An elevator,5,1,2,3,4,I consent to take part in this study,1992,0,0,1,"Yes, more than one was",0,"Yes, more than one is",No,,0,27,Male,White,"$55,000 - $75,000",Other,shoe,Graduate school,0,Somewhat liberal,,I accidentally hit 0 on the last question before the demographics (attention check). I promise I was paying attention throughout the study!
5/22/20 9:48,5/22/20 9:54,IP Address,100,359,TRUE,5/22/20 9:54,R_3mfMWTtEOYCUs3L,,,,,40.75030518,-74.00140381,anonymous,EN,Bell bottoms,4,3,2,1,5,A wedding invitation,3,5,2,4,1,A person,5,4,3,1,2,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:49,5/22/20 9:54,IP Address,100,279,TRUE,5/22/20 9:54,R_pAz5CtmnWEDx1RL,,,,,41.68890381,-69.97219849,anonymous,EN,Bell bottoms,2,5,3,4,1,A wedding invitation,3,1,5,2,4,An elevator,2,4,5,3,1,I consent to take part in this study,1969,0,0,1,"Yes, more than one was",0,"Yes, more than one is","Yes, more than one was",-1,,50,Male,White,"$150,000 - $200,000",Other,shoe,Four-year college degree,2,Neither liberal nor conservative,1998,
5/22/20 9:53,5/22/20 9:54,IP Address,100,16,TRUE,5/22/20 9:54,R_cMwBgIxadpr28HD,,,,,33.05799866,-80.01010132,anonymous,EN,Bell bottoms,1,4,3,5,2,A wedding invitation,2,4,5,3,1,An umbrella,1,4,5,3,2,,,,,,,,,,,,,,,,,,,,,,
