StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,kindergarten,kindergarten_DO_1,kindergarten_DO_2,kindergarten_DO_3,kindergarten_DO_4,kindergarten_DO_5,zip,zip_DO_1,zip_DO_2,zip_DO_3,zip_DO_4,zip_DO_5,turkey,turkey_DO_1,turkey_DO_2,turkey_DO_3,turkey_DO_4,turkey_DO_5,consent,today,2018,2016,2014,2012,2010,manip_check,explain_more,explain_less,age,gender,race,language,language_2_TEXT,eng_comp,check,check_4_TEXT,education,kids,political_ideology,oldest_kid,comments
1/16/20 11:36,1/16/20 11:37,IP Address,100,80,TRUE,1/16/20 11:37,R_3FJTGNyvOBDZ6xM,,,,,41.31860352,-72.93019867,anonymous,EN,Kindergarten,1,3,4,2,5,2138,2,3,1,4,5,Eating turkey,4,5,2,1,3,I consent to take part in this study,4,4,4,4,4,4,"Equally kind, honest, nice, good today and ten years ago",,,28,Male,Black or African-American,English,,Very Good,Other,day,Four-year college degree,0,Neither liberal nor conservative,,
1/16/20 11:34,1/16/20 11:38,IP Address,100,257,TRUE,1/16/20 11:38,R_1GKrb4LVKRm0aSy,,,,,39.75010681,-104.995697,anonymous,EN,Kindergarten,2,3,5,1,4,2138,5,2,3,4,1,Eating turkey,5,1,2,4,3,I consent to take part in this study,6,5,5,7 (very),7 (very),7 (very),"More kind, honest, nice, good today compared to ten years ago",Life experiences can influence individual behavior.,,25,Male,White,English,,Very Good,Introverted,,Four-year college degree,0,Very liberal,,
1/16/20 11:36,1/16/20 11:38,IP Address,100,113,TRUE,1/16/20 11:38,R_3rOPamXGRGJO137,,,,,32.93209839,-97.28340149,anonymous,EN,Kindergarten,2,4,1,5,3,2138,4,1,2,5,3,Eating turkey,1,2,5,3,4,I consent to take part in this study,4,4,4,4,4,4,"Equally kind, honest, nice, good today and ten years ago",,,31,Female,White,English,,Very Good,Other,day,Four-year college degree,3,Neither liberal nor conservative,2010,
1/16/20 11:34,1/16/20 11:38,IP Address,100,238,TRUE,1/16/20 11:38,R_2f3VH37GgGRipqU,,,,,39.75010681,-104.995697,anonymous,EN,Kindergarten,1,2,3,4,5,2138,4,2,1,3,5,Eating turkey,3,1,2,4,5,I consent to take part in this study,7 (very),6,5,4,3,7 (very),"More kind, honest, nice, good today compared to ten years ago",because of the present state of the country.,,27,Male,White,English,,Very Good,Other,day,Some graduate school,1,Somewhat conservative,2015,
1/16/20 11:33,1/16/20 11:39,IP Address,100,323,TRUE,1/16/20 11:39,R_1EgQdSblhbUVlOi,,,,,33.44129944,-112.042099,anonymous,EN,Kindergarten,1,4,2,5,3,2138,1,4,3,5,2,Eating turkey,3,5,4,2,1,I consent to take part in this study,3,4,4,4,4,5,"Less kind, honest, nice, good today compared to ten years ago",,Because criminal mindedness appears to have grown faster than better attitudes.,36,Male,White,English,,Very Good,Other,day,Four-year college degree,2,Somewhat conservative,2014,
1/16/20 11:36,1/16/20 11:39,IP Address,100,191,TRUE,1/16/20 11:39,R_33kz4b9ErNUyNTx,,,,,39.99079895,-78.52610016,anonymous,EN,Kindergarten,4,3,2,1,5,2138,1,5,2,4,3,Eating turkey,3,1,4,2,5,I consent to take part in this study,5,5,5,5,5,5,"Equally kind, honest, nice, good today and ten years ago",,,53,Female,White,English,,Very Good,Other,day,High school diploma,0,Somewhat conservative,,
1/16/20 11:38,1/16/20 11:39,IP Address,100,67,TRUE,1/16/20 11:39,R_UmwV7eqHttGwgCJ,,,,,28.13890076,-82.74980164,anonymous,EN,Kindergarten,2,3,4,5,1,2138,3,5,4,2,1,Eating turkey,1,2,3,4,5,I consent to take part in this study,5,5,5,5,5,5,"Equally kind, honest, nice, good today and ten years ago",,,32,Male,White,English,,Very Good,Other,day,Some college,1,Very conservative,2012,
1/16/20 11:37,1/16/20 11:39,IP Address,100,137,TRUE,1/16/20 11:39,R_29cwC4CwY9xTaqv,,,,,46.99609375,-122.7380981,anonymous,EN,Kindergarten,1,5,2,4,3,2138,3,5,2,1,4,Eating turkey,4,1,3,5,2,I consent to take part in this study,3,3,3,3,3,3,"Equally kind, honest, nice, good today and ten years ago",,,60,Female,White,English,,Very Good,Other,day,Four-year college degree,2,Somewhat conservative,1980,"none, thank you"
1/16/20 11:39,1/16/20 11:40,IP Address,100,64,TRUE,1/16/20 11:40,R_eyPNT6pHYZy8i1r,,,,,40.95089722,-90.36579895,anonymous,EN,Kindergarten,3,1,2,5,4,2138,3,2,1,5,4,Eating turkey,2,4,3,5,1,I consent to take part in this study,5,5,5,5,5,5,"Equally kind, honest, nice, good today and ten years ago",,,31,Male,White,English,,Very Good,Other,day,High school diploma,0,Somewhat liberal,,
1/16/20 11:38,1/16/20 11:40,IP Address,100,73,TRUE,1/16/20 11:40,R_3QGHTk3DTeaJLAj,,,,,34.8493042,-82.40409851,anonymous,EN,Kindergarten,5,3,2,1,4,2138,4,3,1,2,5,Eating turkey,3,4,2,5,1,I consent to take part in this study,5,5,5,5,5,5,"Equally kind, honest, nice, good today and ten years ago",,,27,Female,White,English,,Very Good,Other,day,Graduate school,0,Very liberal,,
1/16/20 11:36,1/16/20 11:40,IP Address,100,237,TRUE,1/16/20 11:40,R_0GtxPMiynmvl8ZP,,,,,42.44709778,-76.48539734,anonymous,EN,Kindergarten,3,5,4,2,1,2138,3,5,4,2,1,Eating turkey,5,1,3,4,2,I consent to take part in this study,5,5,4,4,3,3,"More kind, honest, nice, good today compared to ten years ago","I believe a change in culture occurred, and as a result, our beliefs have been reformed. For example, I believe people today are much more accepting of homosexual marriage than ten years ago. Changes in beliefs like this allow people to be more empathetic and thus more kind, honest, and nice.",,19,Male,Hispanic or Latino Origin,English,,Very Good,Other,day,High school diploma,0,Somewhat conservative,,
1/16/20 11:38,1/16/20 11:41,IP Address,100,152,TRUE,1/16/20 11:41,R_3EDLneHD8GrmaZO,,,,,36.07110596,-86.71959686,anonymous,EN,Kindergarten,3,5,2,1,4,2138,2,3,4,5,1,Eating turkey,4,3,5,1,2,I consent to take part in this study,6,6,5,6,7 (very),6,"More kind, honest, nice, good today compared to ten years ago",good,,30,Male,Black or African-American,English,,Good,Other,day,Associate's degree,1,Somewhat liberal,2018,good
1/16/20 11:40,1/16/20 11:41,IP Address,100,36,TRUE,1/16/20 11:41,R_1DBzjIRyByMilGC,,,,,42.04870605,-87.89050293,anonymous,EN,Kindergarten,2,4,5,1,3,2138,3,2,5,1,4,Eating turkey,5,4,1,3,2,I consent to take part in this study,1 (not very),1 (not very),1 (not very),1 (not very),1 (not very),1 (not very),"Equally kind, honest, nice, good today and ten years ago",,,24,Male,White,English,,Very Good,Other,day,Four-year college degree,0,Very liberal,,
1/16/20 11:39,1/16/20 11:41,IP Address,100,137,TRUE,1/16/20 11:41,R_b7oe8oVBGKW9uKJ,,,,,34.94639587,-92.03220367,anonymous,EN,Kindergarten,3,5,4,1,2,2138,4,5,3,1,2,Eating turkey,2,3,1,4,5,I consent to take part in this study,3,3,4,5,5,6,"Less kind, honest, nice, good today compared to ten years ago",,I think the political environment and the absence of law enforcement today on certain groups has contributed to it.,54,Male,White,English,,Very Good,Introverted,,Did not complete high school,0,Very conservative,,
1/16/20 11:39,1/16/20 11:42,IP Address,100,145,TRUE,1/16/20 11:42,R_3LjaxmL5pzyPHSb,,,,,42.55799866,-82.9980011,anonymous,EN,Kindergarten,5,4,3,2,1,2138,3,1,5,2,4,Eating turkey,4,3,5,1,2,I consent to take part in this study,5,5,5,6,5,4,"Equally kind, honest, nice, good today and ten years ago",,,31,Female,White,English,,Very Good,Introverted,,Associate's degree,1,Neither liberal nor conservative,2012,
1/16/20 11:41,1/16/20 11:42,IP Address,100,82,TRUE,1/16/20 11:42,R_3q87xDzGMTR8Lrb,,,,,47.60920715,-122.3314056,anonymous,EN,Fifth Grade,2,4,5,1,3,2138,1,4,2,5,3,Ghosts,2,4,1,5,3,,,,,,,,,,,,,,,,,,,,,,,
1/16/20 11:39,1/16/20 11:42,IP Address,100,182,TRUE,1/16/20 11:42,R_1ifKeC0xWSlb1uq,,,,,38.06629944,-122.1654968,anonymous,EN,Kindergarten,3,5,2,1,4,2138,5,2,1,3,4,Eating turkey,4,1,5,2,3,I consent to take part in this study,5,5,5,5,5,5,"Equally kind, honest, nice, good today and ten years ago",,,32,Male,White,English,,Very Good,Other,day,Associate's degree,0,Somewhat liberal,,
1/16/20 11:38,1/16/20 11:42,IP Address,100,232,TRUE,1/16/20 11:42,R_2Vft2DGS9KnZ1Sv,,,,,47.60920715,-122.3314056,anonymous,EN,Kindergarten,3,4,2,1,5,2138,3,4,1,5,2,Eating turkey,5,4,2,3,1,I consent to take part in this study,5,5,5,6,4,4,"Less kind, honest, nice, good today compared to ten years ago",,"maturity ,exposure,experience",33,Male,Hispanic or Latino Origin,English,,Good,Other,day,Four-year college degree,1,Somewhat conservative,2014,no
1/16/20 11:41,1/16/20 11:42,IP Address,100,58,TRUE,1/16/20 11:42,R_2QnVp6sBVK80zaq,,,,,37.75100708,-97.8219986,anonymous,EN,Kindergarten,4,5,3,2,1,2138,3,2,4,5,1,Eating turkey,2,1,4,5,3,I consent to take part in this study,4,4,4,4,4,4,"Equally kind, honest, nice, good today and ten years ago",,,35,Female,White,English,,Very Good,Other,day,Four-year college degree,0,Neither liberal nor conservative,,
1/16/20 11:37,1/16/20 11:42,IP Address,100,296,TRUE,1/16/20 11:42,R_21B4mMSHypFFMEH,,,,,37.11610413,-85.26560211,anonymous,EN,Kindergarten,5,3,1,2,4,2138,5,4,3,2,1,Eating turkey,1,5,3,2,4,I consent to take part in this study,5,6,6,5,7 (very),7 (very),"Less kind, honest, nice, good today compared to ten years ago",,"Today it is a dog eat dog world.  There are still a lot of nice people, but there are the ones who aren't so nice.",72,Female,White,English,,Very Good,Other,day,High school diploma,2,Very conservative,1969,Thank you
1/16/20 11:42,1/16/20 11:42,IP Address,100,53,TRUE,1/16/20 11:42,R_2CqVs5AzJqVJRuA,,,,,33.96749878,-118.1464005,anonymous,EN,Kindergarten,1,3,2,4,5,2138,2,4,5,3,1,Eating turkey,5,3,4,2,1,I consent to take part in this study,1 (not very),1 (not very),1 (not very),1 (not very),1 (not very),1 (not very),"Equally kind, honest, nice, good today and ten years ago",,,28,Male,Hispanic or Latino Origin,English,,Very Good,Other,day,High school diploma,0,Somewhat liberal,,
1/16/20 11:40,1/16/20 11:43,IP Address,100,149,TRUE,1/16/20 11:43,R_1OJPnMNkAaniZ4D,,,,,47.90049744,-122.2472,anonymous,EN,Kindergarten,2,1,3,4,5,2138,3,2,1,5,4,Eating turkey,5,3,1,2,4,I consent to take part in this study,4,4,4,4,4,4,"Equally kind, honest, nice, good today and ten years ago",,,28,Male,White,English,,Very Good,Other,day,Four-year college degree,0,Somewhat liberal,,
1/16/20 11:40,1/16/20 11:43,IP Address,100,146,TRUE,1/16/20 11:43,R_33wOJDXre3EpwxD,,,,,39.8914032,-75.11460114,anonymous,EN,Kindergarten,2,5,1,3,4,2138,4,3,2,5,1,Eating turkey,1,3,4,5,2,I consent to take part in this study,3,4,5,5,5,4,"Less kind, honest, nice, good today compared to ten years ago",,"Race relations, terrorism, Donald Trump.",24,Female,Black or African-American,English,,Very Good,Other,day,Four-year college degree,0,Somewhat liberal,,
1/16/20 11:42,1/16/20 11:43,IP Address,100,81,TRUE,1/16/20 11:43,R_Tw2LCIJiMFSToD7,,,,,39.0480957,-77.47280121,anonymous,EN,Kindergarten,5,2,4,1,3,2138,3,1,2,5,4,Eating turkey,5,3,4,1,2,I consent to take part in this study,5,6,5,6,6,6,"Less kind, honest, nice, good today compared to ten years ago",,"Society sucks, things are harder and more expensive",29,Female,Black or African-American,English,,Very Good,Other,day,Graduate school,2,Somewhat liberal,2006,
1/16/20 11:39,1/16/20 11:44,IP Address,100,308,TRUE,1/16/20 11:44,R_3MrKYC3aozDDueE,,,,,39.75010681,-104.995697,anonymous,EN,Kindergarten,3,5,1,4,2,2138,2,1,5,3,4,Eating turkey,2,4,5,3,1,I consent to take part in this study,2,2,4,4,4,5,"Less kind, honest, nice, good today compared to ten years ago",,Because they strive to make more money.,26,Male,White,English,,Very Good,Other,day,Four-year college degree,0,Neither liberal nor conservative,,
1/16/20 11:37,1/16/20 11:44,IP Address,100,420,TRUE,1/16/20 11:44,R_2BzGX5gXT2Eal1G,,,,,47.61439514,-122.344696,anonymous,EN,Kindergarten,5,4,2,1,3,2138,1,4,3,5,2,Eating turkey,2,4,1,3,5,I consent to take part in this study,5,5,5,5,5,5,"Equally kind, honest, nice, good today and ten years ago",,,65,Female,White,English,,Very Good,Other,day,Some college,3,Very conservative,1982,You should have asked about a time further back!  I think they were nicer etc. a long time ago.
1/16/20 11:42,1/16/20 11:45,IP Address,100,182,TRUE,1/16/20 11:45,R_1OppNSF9yGiYDZU,,,,,29.66540527,-95.72450256,anonymous,EN,Kindergarten,5,4,2,1,3,2138,2,4,1,3,5,Eating turkey,3,1,2,4,5,I consent to take part in this study,5,5,5,5,5,6,"Less kind, honest, nice, good today compared to ten years ago",,"More about self, and materialism. Social media exposure also has created some issues in this regard.",49,Male,Asian,English,,Very Good,Other,day,Four-year college degree,3,Somewhat liberal,2005,
1/16/20 11:44,1/16/20 11:45,IP Address,100,106,TRUE,1/16/20 11:45,R_2SeoOIAMVDyaTpJ,,,,,45.25250244,-122.6824036,anonymous,EN,Kindergarten,4,3,5,2,1,2138,1,2,3,5,4,Eating turkey,1,4,5,3,2,I consent to take part in this study,5,4,3,4,5,4,"Equally kind, honest, nice, good today and ten years ago",,,50,Female,White,English,,Very Good,Other,day,Graduate school,2,Somewhat liberal,1988,
1/16/20 11:46,1/16/20 11:46,IP Address,100,11,TRUE,1/16/20 11:46,R_1OT60Xo8rGR7AB8,,,,,40.70640564,-73.94730377,anonymous,EN,Fifth Grade,2,4,3,5,1,2138,2,5,1,3,4,Pumpkins,3,2,4,5,1,,,,,,,,,,,,,,,,,,,,,,,
1/16/20 11:45,1/16/20 11:46,IP Address,100,81,TRUE,1/16/20 11:46,R_2fe2buchGxvORcq,,,,,41.80589294,-89.71060181,anonymous,EN,Kindergarten,4,5,3,1,2,2138,5,2,3,4,1,Eating turkey,3,2,1,5,4,I consent to take part in this study,5,5,5,5,5,5,"Equally kind, honest, nice, good today and ten years ago",,,39,Male,White,English,,Very Good,Other,day,Graduate school,0,Very liberal,,
1/16/20 11:45,1/16/20 11:47,IP Address,100,73,TRUE,1/16/20 11:47,R_ZCgopZ6owJjpg5z,,,,,47.60920715,-122.3314056,anonymous,EN,Fifth Grade,3,1,2,5,4,2138,3,4,5,1,2,Eating turkey,3,4,2,1,5,,,,,,,,,,,,,,,,,,,,,,,
1/16/20 11:47,1/16/20 11:47,IP Address,100,19,TRUE,1/16/20 11:47,R_3EMw20ORuaM2LRC,,,,,47.60920715,-122.3314056,anonymous,EN,Fifth Grade,1,3,2,4,5,2138,4,3,2,5,1,Trick-or-treating,1,2,3,4,5,,,,,,,,,,,,,,,,,,,,,,,
1/16/20 11:47,1/16/20 11:48,IP Address,100,23,TRUE,1/16/20 11:48,R_2TyCwtRfk0vcl5W,,,,,47.60920715,-122.3314056,anonymous,EN,Fifth Grade,5,2,1,4,3,2138,3,1,4,5,2,Costumes,3,2,5,1,4,,,,,,,,,,,,,,,,,,,,,,,
1/16/20 11:44,1/16/20 11:48,IP Address,100,247,TRUE,1/16/20 11:48,R_ZkFCW6LavqygD6N,,,,,28.62249756,-81.43170166,anonymous,EN,Kindergarten,5,3,1,4,2,2138,3,1,5,4,2,Eating turkey,3,5,2,1,4,I consent to take part in this study,4,4,5,5,5,5,"Less kind, honest, nice, good today compared to ten years ago",,"different reasons lead to this, from social pressure to unemployment to high crime rate",56,Female,Black or African-American,English,,Very Good,Other,day,Four-year college degree,4+,Somewhat liberal,1989,
1/16/20 11:48,1/16/20 11:48,IP Address,100,18,TRUE,1/16/20 11:48,R_1CI1vi49r2i4mjr,,,,,47.60920715,-122.3314056,anonymous,EN,Fifth Grade,3,5,1,4,2,2138,3,2,1,4,5,Ghosts,5,3,4,1,2,,,,,,,,,,,,,,,,,,,,,,,
1/16/20 11:48,1/16/20 11:48,IP Address,100,18,TRUE,1/16/20 11:48,R_3lKxZNbQiJypjgS,,,,,47.60920715,-122.3314056,anonymous,EN,Fifth Grade,4,3,1,2,5,2138,2,5,3,1,4,Costumes,5,2,3,4,1,,,,,,,,,,,,,,,,,,,,,,,
1/16/20 11:48,1/16/20 11:49,IP Address,100,11,TRUE,1/16/20 11:49,R_qIwlLbldWsx6qn7,,,,,47.60920715,-122.3314056,anonymous,EN,Third grade,2,1,3,4,5,2138,5,3,4,2,1,Eating turkey,5,2,4,1,3,,,,,,,,,,,,,,,,,,,,,,,
1/16/20 11:41,1/16/20 11:49,IP Address,100,515,TRUE,1/16/20 11:49,R_VPSyHqAKcR7vWYp,,,,,35.25180054,-90.02469635,anonymous,EN,Kindergarten,3,2,5,1,4,2138,4,5,2,3,1,Eating turkey,2,3,4,1,5,I consent to take part in this study,6,6,6,5,6,5,"More kind, honest, nice, good today compared to ten years ago",unsure,,29,Male,Black or African-American,English,,Very Good,Other,day,Some college,3,Neither liberal nor conservative,2008,
1/16/20 11:49,1/16/20 11:49,IP Address,100,25,TRUE,1/16/20 11:49,R_1KxMKiXhPejEga2,,,,,47.60920715,-122.3314056,anonymous,EN,Third grade,2,3,5,4,1,2138,1,4,5,3,2,Pumpkins,5,4,3,1,2,,,,,,,,,,,,,,,,,,,,,,,
1/16/20 11:47,1/16/20 11:50,IP Address,100,143,TRUE,1/16/20 11:50,R_3fT8umAlIXB99ZJ,,,,,32.47999573,-96.9905014,anonymous,EN,Kindergarten,3,1,2,4,5,2138,5,1,4,3,2,Eating turkey,1,5,4,3,2,I consent to take part in this study,3,3,3,4,4,4,"Less kind, honest, nice, good today compared to ten years ago",,"Proliferation of the internet, social media, and an overall change in society in general.",32,Male,White,English,,Very Good,Other,day,High school diploma,0,Neither liberal nor conservative,,
1/16/20 11:48,1/16/20 11:50,IP Address,100,121,TRUE,1/16/20 11:50,R_125QZWgsuE86zKX,,,,,40.34689331,-79.86889648,anonymous,EN,Kindergarten,1,3,2,4,5,2138,1,5,4,2,3,Eating turkey,4,1,3,2,5,I consent to take part in this study,5,5,5,5,5,6,"Less kind, honest, nice, good today compared to ten years ago",,Political news leading to hate and violence,35,Female,White,English,,Very Good,Other,day,Associate's degree,0,Somewhat liberal,,
1/16/20 11:50,1/16/20 11:50,IP Address,100,33,TRUE,1/16/20 11:50,R_3pfBxXzQ9ted9pD,,,,,47.60920715,-122.3314056,anonymous,EN,Third grade,3,5,1,4,2,2138,2,4,1,5,3,Costumes,5,2,1,4,3,,,,,,,,,,,,,,,,,,,,,,,
1/16/20 11:49,1/16/20 11:50,IP Address,100,63,TRUE,1/16/20 11:50,R_31SKjQwNfkPfiVR,,,,,30.27909851,-89.76789856,anonymous,EN,Kindergarten,2,4,1,3,5,2138,3,2,4,5,1,Eating turkey,1,4,5,3,2,I consent to take part in this study,1 (not very),1 (not very),1 (not very),1 (not very),1 (not very),1 (not very),"Equally kind, honest, nice, good today and ten years ago",,,35,Male,White,English,,Very Good,Other,day,High school diploma,1,Neither liberal nor conservative,2015,
1/16/20 11:48,1/16/20 11:51,IP Address,100,130,TRUE,1/16/20 11:51,R_2pLGvTS6gpKaFyx,,,,,32.90739441,-97.42569733,anonymous,EN,Kindergarten,4,3,1,2,5,2138,3,2,4,5,1,Eating turkey,1,4,3,5,2,I consent to take part in this study,7 (very),6,6,6,6,6,"More kind, honest, nice, good today compared to ten years ago",People are making more money and being able to pick what jobs they want to work.,,39,Female,White,English,,Very Good,Other,day,Four-year college degree,2,Very conservative,2007,
1/16/20 11:50,1/16/20 11:51,IP Address,100,21,TRUE,1/16/20 11:51,R_262VzCZChIVp0iO,,,,,47.60920715,-122.3314056,anonymous,EN,Third grade,2,1,5,4,3,2138,3,5,1,2,4,Trick-or-treating,2,5,3,4,1,,,,,,,,,,,,,,,,,,,,,,,
1/16/20 11:46,1/16/20 11:51,IP Address,100,266,TRUE,1/16/20 11:51,R_1N3yq4RZW34RFwe,,,,,37.75100708,-97.8219986,anonymous,EN,Kindergarten,3,4,5,2,1,2138,3,4,1,5,2,Eating turkey,2,3,1,4,5,I consent to take part in this study,4,5,6,6,6,6,"Less kind, honest, nice, good today compared to ten years ago",,"I think it has to do with money. I notice that people aren't as nice the older you get. I believe this has to do with financial responsibility. The more of it the more insecure people are, so they tend me be looking out for themselves more.",39,Male,Asian,English,,Very Good,Other,day,Some college,0,Somewhat conservative,,
1/16/20 11:40,1/16/20 11:51,IP Address,100,618,TRUE,1/16/20 11:51,R_1r7HL9FjIqXowFl,,,,,37.87539673,-82.53369904,anonymous,EN,Kindergarten,2,3,5,4,1,2138,5,1,2,4,3,Eating turkey,5,3,4,2,1,I consent to take part in this study,3,3,3,3,3,3,"Less kind, honest, nice, good today compared to ten years ago",,government using divide and conquer to steal our elections,59,Female,White,English,,Very Good,Other,day,Associate's degree,0,Very liberal,,
1/16/20 11:43,1/16/20 11:51,IP Address,100,483,TRUE,1/16/20 11:51,R_2zPa0UKM3snrk3H,,,,,33.44740295,-88.82050323,anonymous,EN,Kindergarten,1,4,5,2,3,2138,4,3,2,5,1,Eating turkey,1,5,4,2,3,I consent to take part in this study,4,4,4,5,5,6,"Less kind, honest, nice, good today compared to ten years ago",,Ever Since Trump became President hate has come out of a lot of people  they are less kind then before,33,Male,Black or African-American,English,,Very Good,Other,day,Associate's degree,3,Somewhat liberal,2006,
1/16/20 11:50,1/16/20 11:51,IP Address,100,80,TRUE,1/16/20 11:51,R_WrMUceOYFVoZYjv,,,,,46.85240173,-96.81210327,anonymous,EN,Kindergarten,3,2,1,4,5,2138,3,5,4,1,2,Eating turkey,3,2,1,5,4,I consent to take part in this study,7 (very),7 (very),7 (very),7 (very),7 (very),7 (very),"More kind, honest, nice, good today compared to ten years ago",A lot of things happened in the world that has been tragic so I think that makes people want to be more honest and kind.,,30,Female,White,English,,Very Good,Other,day,High school diploma,0,Very liberal,,
1/16/20 11:46,1/16/20 11:52,IP Address,100,317,TRUE,1/16/20 11:52,R_3nAycXZR6bp909x,,,,,38.80250549,-90.34480286,anonymous,EN,Kindergarten,1,4,3,5,2,2138,3,1,2,5,4,Eating turkey,2,5,4,1,3,I consent to take part in this study,4,5,6,6,5,3,"Less kind, honest, nice, good today compared to ten years ago",,"The rise of a more politically correct culture and Trump becoming president.  PC culture caused many people to become more vocal about things they thought were injustices and in turn, that caused angry people to become more hateful towards those people.  Then when Trump was put into the White House, it's like the country suddenly turned against each other and hateful people felt validated.",26,Male,Black or African-American,English,,Very Good,Other,day,Four-year college degree,0,Neither liberal nor conservative,,
1/16/20 11:48,1/16/20 11:52,IP Address,100,218,TRUE,1/16/20 11:52,R_31BrQoME5alUqZ5,,,,,40.44650269,-75.82060242,anonymous,EN,Kindergarten,5,1,4,3,2,2138,5,4,3,1,2,Eating turkey,2,5,3,4,1,I consent to take part in this study,5,5,5,4,4,4,"More kind, honest, nice, good today compared to ten years ago",Lots of people asking for acceptance and receiving it by being themselves,,24,Male,Black or African-American,English,,Very Good,Introverted,,Four-year college degree,1,Somewhat liberal,2019,
1/16/20 11:51,1/16/20 11:52,IP Address,100,87,TRUE,1/16/20 11:52,R_7PUuQtaQpMIN5EB,,,,,47.60920715,-122.3314056,anonymous,EN,Third grade,3,2,4,5,1,2138,3,4,5,2,1,Eating turkey,3,2,4,1,5,,,,,,,,,,,,,,,,,,,,,,,
1/16/20 11:51,1/16/20 11:52,IP Address,100,74,TRUE,1/16/20 11:52,R_278QKsrxiZ3dRXq,,,,,42.39959717,-71.12460327,anonymous,EN,Kindergarten,5,2,3,1,4,2138,3,4,2,5,1,Eating turkey,1,2,4,3,5,I consent to take part in this study,5,5,4,4,4,4,"More kind, honest, nice, good today compared to ten years ago",social media makes people nicer.,,26,Male,White,English,,Very Good,Other,day,Four-year college degree,0,Somewhat liberal,,
1/16/20 11:52,1/16/20 11:53,IP Address,100,55,TRUE,1/16/20 11:53,R_2VfG7kDaAdNw6SU,,,,,35.80819702,-82.90049744,anonymous,EN,Kindergarten,4,2,3,1,5,2138,5,3,1,2,4,Eating turkey,5,2,4,3,1,I consent to take part in this study,5,5,5,5,5,5,"Equally kind, honest, nice, good today and ten years ago",,,31,Female,White,English,,Very Good,Other,day,Four-year college degree,0,Very liberal,,
1/16/20 11:52,1/16/20 11:53,IP Address,100,88,TRUE,1/16/20 11:53,R_24qhHZTnKBNASsd,,,,,40.87919617,-111.8685989,anonymous,EN,Kindergarten,4,1,5,3,2,2138,4,2,1,3,5,Eating turkey,5,3,2,4,1,I consent to take part in this study,5,5,5,5,5,4,"More kind, honest, nice, good today compared to ten years ago",I think people are more opened minded and inclusive today than they were 10 years ago.,,31,Male,White,English,,Very Good,Other,day,Some college,2,Somewhat liberal,2014,
1/16/20 11:52,1/16/20 11:53,IP Address,100,59,TRUE,1/16/20 11:53,R_plpEOCnS6LXq6QN,,,,,27.77310181,-82.40879822,anonymous,EN,Fifth Grade,3,4,2,5,1,2138,3,2,1,5,4,Eating turkey,5,4,3,1,2,,,,,,,,,,,,,,,,,,,,,,,
1/16/20 11:50,1/16/20 11:53,IP Address,100,190,TRUE,1/16/20 11:53,R_2VrrdyFefmfcM3Z,,,,,40.85650635,-74.12310028,anonymous,EN,Kindergarten,5,4,1,2,3,2138,4,2,3,1,5,Eating turkey,3,5,4,2,1,I consent to take part in this study,4,5,6,5,5,6,"Less kind, honest, nice, good today compared to ten years ago",,"I think the political climate and in general people are more outspoken about their views.  I think with the digital world, has given people the ability to say and do things that they normally wouldn't.",37,Female,White,English,,Very Good,Other,day,Four-year college degree,0,Somewhat liberal,,
1/16/20 11:53,1/16/20 11:53,IP Address,100,17,TRUE,1/16/20 11:53,R_8qBBZGj43DWVN7P,,,,,40.70640564,-73.94730377,anonymous,EN,Third grade,3,4,1,2,5,112,5,1,3,4,2,Ghosts,1,2,5,3,4,,,,,,,,,,,,,,,,,,,,,,,
1/16/20 11:53,1/16/20 11:54,IP Address,100,14,TRUE,1/16/20 11:54,R_2zUga26rLkjV7ln,,,,,40.70640564,-73.94730377,anonymous,EN,Fifth Grade,3,1,4,5,2,2138,3,2,4,5,1,Pumpkins,3,4,2,5,1,,,,,,,,,,,,,,,,,,,,,,,
1/16/20 11:53,1/16/20 11:55,IP Address,100,159,TRUE,1/16/20 11:55,R_1DUBiLbSFJid2eo,,,,,41.70880127,-85.97599792,anonymous,EN,Kindergarten,3,1,2,5,4,2138,1,3,4,2,5,Eating turkey,2,5,1,3,4,I consent to take part in this study,5,5,5,5,5,6,"Equally kind, honest, nice, good today and ten years ago",,,32,Female,White,English,,Very Good,Other,day,Four-year college degree,2,Very conservative,2014,
1/16/20 11:54,1/16/20 11:56,IP Address,100,106,TRUE,1/16/20 11:56,R_2R3Ak7jyeFRJ3L5,,,,,40.27380371,-81.86620331,anonymous,EN,Kindergarten,4,3,1,2,5,2138,2,1,5,4,3,Eating turkey,2,1,3,4,5,I consent to take part in this study,5,5,5,5,5,5,"Equally kind, honest, nice, good today and ten years ago",,,44,Female,White,English,,Very Good,Other,day,Four-year college degree,2,Somewhat liberal,1999,
