StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,QID41,today,2012,2002,manip_check,explain_more,explain_less,age,gender,race,check,check_4_TEXT,education,political_ideology,party,kids,oldest_kid,comments,PROLIFIC_PID
11/18/22 10:41,11/18/22 10:46,IP Address,100,289,TRUE,11/18/22 10:46,R_uw8aie48RLtuSuB,,,,,35.2296,-80.843,anonymous,EN,I consent to take part in this study,6018aeeb0fa3e419a12c1423,4,5,5,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,The world is about to end and love has become wax cold as the Bible said it would be before the return of Jesus.,36,Female,Black or African-American,Other,sky,Some college,Neither liberal nor conservative,Lean Republican,1,2019,,
11/18/22 10:44,11/18/22 10:46,IP Address,100,105,TRUE,11/18/22 10:46,R_C85RPNvP2Mh9mi5,,,,,29.5718,-95.1305,anonymous,EN,I consent to take part in this study,62b333311c9e52e3224b4cb2,6,5,5,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago",Racial divide ,,61,Female,White,Other,Sky,Some college,Somewhat liberal,Lean Democrat,4+,1985,,
11/18/22 10:44,11/18/22 10:46,IP Address,100,91,TRUE,11/18/22 10:46,R_3MGTvgS8l8q1cJk,,,,,42.9469,-85.6206,anonymous,EN,I consent to take part in this study,59f62ab95ac99000018b03b5,5,6,6,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,I think that people have been polarized by the internet.,31,Male,White,Other,sky,Four-year college degree,Somewhat conservative,Lean Republican,2,2016,,
11/18/22 10:44,11/18/22 10:46,IP Address,100,134,TRUE,11/18/22 10:46,R_33D1womHxEnYIVj,,,,,32.8685,-97.2863,anonymous,EN,I consent to take part in this study,5f2b2984d4179f53ee2cb499,3,4,4,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"Greed, technology, social media",38,Female,Black or African-American,Other,sky,Graduate school,Neither liberal nor conservative,Independent,4+,2004,,
11/18/22 10:44,11/18/22 10:46,IP Address,100,103,TRUE,11/18/22 10:46,R_eEys2T4tFQ1M62t,,,,,42.3761,-83.0775,anonymous,EN,I consent to take part in this study,60fdc94052605ef932c32723,5,5,6,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago","Since I was a little kid 20 years ago, people just seemed nicer to me. Probably because I was naïve and innocent. ",,28,Female,White,Introverted,,Graduate school,Somewhat liberal,Lean Democrat,0,,,
11/18/22 10:44,11/18/22 10:46,IP Address,100,178,TRUE,11/18/22 10:46,R_2SrDSA8w1IwA0Wk,,,,,40.7662,-74.0178,anonymous,EN,I consent to take part in this study,5e59feea5bb31220840c12c6,5,6,7 (very),"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,People give more priority on money.,26,Male,White,Other,sky,Four-year college degree,Somewhat conservative,Lean Republican,1,2016,,
11/18/22 10:43,11/18/22 10:47,IP Address,100,208,TRUE,11/18/22 10:47,R_24pZbExwGC2Dra6,,,,,40.2602,-76.8591,anonymous,EN,I consent to take part in this study,60edb8f8bd97740c7efa4985,5,6,7 (very),"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,I think people are going through so much in this day and age that their morals have changed,44,Female,Hispanic or Latino Origin,Neither extroverted nor introverted,,Associate's degree,Neither liberal nor conservative,Strongly Democrat,1,2020,,
11/18/22 10:43,11/18/22 10:47,IP Address,100,249,TRUE,11/18/22 10:47,R_3m4ZEBhQwoGbKnK,,,,,36.6912,-82.0186,anonymous,EN,I consent to take part in this study,56d62dc6ebdf10000667411e,3,5,6,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"Economic and Political turmoil has lowered the quality of life for most people so they are overall less kind, honest, nice and good.",28,Male,Hispanic or Latino Origin,Other,sky,Graduate school,Somewhat conservative,Independent,0,,The questions were clear and I experienced no problems.,
11/18/22 10:45,11/18/22 10:47,IP Address,100,79,TRUE,11/18/22 10:47,R_UYNgZzAfeFiZpFn,,,,,40.6643,-73.9763,anonymous,EN,I consent to take part in this study,611605de0a30eebef2479dc3,4,4,4,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,34,Female,White,Other,sky,Four-year college degree,Very liberal,Lean Democrat,0,,,
11/18/22 10:46,11/18/22 10:47,IP Address,100,72,TRUE,11/18/22 10:47,R_3nOVmPZ5P3N4kgP,,,,,40.7428,-73.9712,anonymous,EN,I consent to take part in this study,612bbf7f2777e375241f0f45,3,4,3,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,the state of the world,21,Female,White,Other,sky,Associate's degree,Very liberal,Independent,0,,,
11/18/22 10:44,11/18/22 10:47,IP Address,100,175,TRUE,11/18/22 10:47,R_qOb2bQVG3ID5yCZ,,,,,26.2975,-80.1816,anonymous,EN,I consent to take part in this study,5ec81f94ce3f412db210602c,3,5,5,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,The ex president brought out the worst in people,35,Female,White,Neither extroverted nor introverted,,Four-year college degree,Neither liberal nor conservative,Strongly Democrat,1,2012,,
11/18/22 10:44,11/18/22 10:47,IP Address,100,166,TRUE,11/18/22 10:47,R_2QPyJfElxSagAJx,,,,,41.212,-96.1101,anonymous,EN,I consent to take part in this study,5e2b4e61a7f804000a55eee7,6,5,5,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago",more knowledgsable about glbtq,,37,Male,White,Other,sky,Graduate school,Very liberal,Strongly Democrat,2,2016,,
11/18/22 10:44,11/18/22 10:47,IP Address,100,213,TRUE,11/18/22 10:47,R_2v8M0HZhY3dPXkn,,,,,39.6757,-86.0694,anonymous,EN,I consent to take part in this study,56494d5b6902220012c4acb7,4,5,6,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"People are moving farther away from the Lord and the Bible, and are more self-serving.",61,Female,White,Other,sky,Four-year college degree,Very conservative,Independent,3,1983,Thank you ,
11/18/22 10:45,11/18/22 10:47,IP Address,100,125,TRUE,11/18/22 10:47,R_31GIfRsGrYO2Rvh,,,,,35.9151,-79.0972,anonymous,EN,I consent to take part in this study,5dd0c9af2b033b185c90d5f0,4,4,3,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago","I think in general people have more awareness and empathy about mental health issues, racism, sexism, etc. and tend to be more forgiving of those things",,47,Female,White,Other,sky,Graduate school,Very liberal,Strongly Democrat,3,2010,,
11/18/22 10:44,11/18/22 10:47,IP Address,100,176,TRUE,11/18/22 10:47,R_1CCR3dcI0zIXdfU,,,,,38.8534,-76.8893,anonymous,EN,I consent to take part in this study,620bda5aa922fc3f247f656a,5,4,6,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,Exposure to more disturbing and derisive content and news.  ,31,Female,Black or African-American,Other,sky,Four-year college degree,Somewhat liberal,Lean Democrat,0,,,
11/18/22 10:47,11/18/22 10:47,IP Address,100,57,TRUE,11/18/22 10:47,R_2Qrrr4Ur0H8Paoq,,,,,28.5274,-81.6012,anonymous,EN,I consent to take part in this study,5700616b8a49c7000d0c73ad,5,5,5,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,34,Female,White,Other,sky,Four-year college degree,Very liberal,Strongly Democrat,0,,,
11/18/22 10:46,11/18/22 10:48,IP Address,100,87,TRUE,11/18/22 10:48,R_3kn9Q8zTmlBg1FW,,,,,40.1873,-82.9899,anonymous,EN,I consent to take part in this study,60ba46dc6d46a68f1c0bc952,4,5,4,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,56,Male,White,Other,sky,Four-year college degree,Somewhat liberal,Lean Democrat,3,1991,,
11/18/22 10:45,11/18/22 10:48,IP Address,100,144,TRUE,11/18/22 10:48,R_3ps4yqv1DfYL36b,,,,,40.8122,-81.4208,anonymous,EN,I consent to take part in this study,613f8e1c66eeca77e4901cd3,3,4,5,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"Greediness, politics, and money. ",19,Female,White,Other,sky,Associate's degree,Somewhat liberal,Lean Democrat,0,,,
11/18/22 10:45,11/18/22 10:48,IP Address,100,183,TRUE,11/18/22 10:48,R_6Yh03TVYcPU74Y1,,,,,40.2861,-84.1729,anonymous,EN,I consent to take part in this study,6063a680ba3790e15ab14ba9,4,5,6,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,Children are less respectful to adults because of the job and family system. Parents let them get away with more stuff and children are on social media too much.,39,Female,White,Other,sky,High school diploma,Very conservative,Strongly Republican,3,2004,,
11/18/22 10:46,11/18/22 10:48,IP Address,100,136,TRUE,11/18/22 10:48,R_6EBQ4hhAQbb5Nzr,,,,,36.8375,-76.0976,anonymous,EN,I consent to take part in this study,5f0e0727cf7d770a4c7330a7,5,6,5,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago",Overtime people start to change.,,39,Male,Hispanic or Latino Origin,Extroverted,,Associate's degree,Somewhat liberal,Strongly Democrat,1,2007,sweet,
11/18/22 10:43,11/18/22 10:48,IP Address,100,303,TRUE,11/18/22 10:48,R_1JXtt8JPYauV5pA,,,,,34.2047,-118.573,anonymous,EN,I consent to take part in this study,5f56a9ac0b905311428399ea,5,5,5,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,34,Male,Hispanic or Latino Origin,Other,sky,Some college,Very liberal,Strongly Democrat,0,,,
11/18/22 10:44,11/18/22 10:48,IP Address,100,257,TRUE,11/18/22 10:48,R_9TC3iD98EzFjPJT,,,,,29.9915,-90.2469,anonymous,EN,I consent to take part in this study,5d321a7348bf98001646aeb2,4,6,6,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,I remember 20 years ago and I think they were more kind. You did not have social media and hear people speaking out either so who knows really.,62,Female,White,Other,sky,Some college,Somewhat liberal,Lean Democrat,1,1985,,
11/18/22 10:40,11/18/22 10:48,IP Address,100,519,TRUE,11/18/22 10:48,R_2xEplVSQRu5NHOr,,,,,35.7802,-78.4861,anonymous,EN,I consent to take part in this study,60b348a8332d26d4b88be6a1,1 (not very),7 (very),6,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,patience,40,Male,White,Extroverted,,Four-year college degree,Somewhat liberal,Lean Democrat,1,2009,,
11/18/22 10:47,11/18/22 10:48,IP Address,100,43,TRUE,11/18/22 10:48,R_O8Rqt6f0wTnydZ7,,,,,41.6344,-91.5054,anonymous,EN,I consent to take part in this study,59ff21197ecfc50001be0522,5,5,5,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,22,Male,White,Other,sky,Four-year college degree,Somewhat liberal,Lean Democrat,0,,,
11/18/22 10:47,11/18/22 10:48,IP Address,100,98,TRUE,11/18/22 10:48,R_1DALMObnwAGKYHk,,,,,36.066,-86.9659,anonymous,EN,I consent to take part in this study,6108147433c96111b6326d21,5,6,6,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,im not sure. maybe the internet ,33,Female,White,Other,sky,Four-year college degree,Somewhat liberal,Strongly Democrat,1,2014,,
11/18/22 10:47,11/18/22 10:48,IP Address,100,92,TRUE,11/18/22 10:48,R_T2ebWXSMyAWZbHP,,,,,32.8936,-83.743,anonymous,EN,I consent to take part in this study,5f0550bf5819b18476ee8343,5,5,5,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,70,Female,White,Other,sky,Graduate school,Somewhat liberal,Strongly Democrat,0,,"Thank you, honest, kind, and good researchers!",
11/18/22 10:45,11/18/22 10:48,IP Address,100,227,TRUE,11/18/22 10:48,R_3qmNEmrS5ivIIXt,,,,,40.9698,-81.7786,anonymous,EN,I consent to take part in this study,5bda54fbfdc9a9000172ae45,4,3,4,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,Social media wasn't around so bad behaviors were permitted to run unchecked,47,Female,White,Introverted,,Four-year college degree,Somewhat conservative,Independent,2,2001,,
11/18/22 10:46,11/18/22 10:48,IP Address,100,121,TRUE,11/18/22 10:48,R_vZTjADV4uvkWFZ7,,,,,38.9201,-94.3999,anonymous,EN,I consent to take part in this study,561df8af3d7fe8000a0f6347,2,3,3,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,More polarized with their ideas and the internet helps strengthen that.,26,Female,White,Other,sky,Four-year college degree,Neither liberal nor conservative,Independent,0,,,
11/18/22 10:48,11/18/22 10:49,IP Address,100,48,TRUE,11/18/22 10:49,R_eLjaF2iHs8NIc0x,,,,,42.5575,-71.1736,anonymous,EN,I consent to take part in this study,5f0e50c3a8d93519188a7525,3,3,3,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,37,Male,White,Other,sky,Graduate school,Very liberal,Independent,0,,,
11/18/22 10:48,11/18/22 10:49,IP Address,100,69,TRUE,11/18/22 10:49,R_VJ6fRZuIZeq0Szf,,,,,38.9258,-77.3939,anonymous,EN,I consent to take part in this study,6288fcde51a372bff1785173,4,5,5,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,Social media and the internet,27,Male,White,Other,sky,Four-year college degree,Somewhat liberal,Lean Democrat,0,,,
11/18/22 10:48,11/18/22 10:49,IP Address,100,90,TRUE,11/18/22 10:49,R_1kZzaLWureeZB81,,,,,33.8842,-84.3761,anonymous,EN,I consent to take part in this study,61005a9bfd2f14f18ef7ec7d,5,5,4,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago","I think people have learned a lot about how similar everyone around the world is and that we are not that different through the growth of the internet and social media. We feel more internationally connected than we used to, thus we treat people across the entire world a little more kindly.",,25,Male,White,Other,sky,Four-year college degree,Neither liberal nor conservative,Independent,0,,,
11/18/22 10:47,11/18/22 10:49,IP Address,100,120,TRUE,11/18/22 10:49,R_vdIzzOY5yf8DlAd,,,,,33.508,-112.0995,anonymous,EN,I consent to take part in this study,6010f9387969064a53ea6b69,3,4,5,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,Society has turned more towards a self-centered point of you.,34,Male,White,Extroverted,,Graduate school,Neither liberal nor conservative,Independent,2,2020,,
11/18/22 10:48,11/18/22 10:50,IP Address,100,97,TRUE,11/18/22 10:50,R_33ajb1xROUJUd1B,,,,,40.0881,-74.1963,anonymous,EN,I consent to take part in this study,5adf732f5f327e0001fb8481,3,5,4,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,37,Male,Black or African-American,Other,sky,Associate's degree,Somewhat liberal,Lean Democrat,0,,,
11/18/22 10:47,11/18/22 10:50,IP Address,100,143,TRUE,11/18/22 10:50,R_af9eaWWu8aJHpIZ,,,,,37.8569,-97.2598,anonymous,EN,I consent to take part in this study,611e50becd70dcd442923506,5,5,3,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago",People are being more kind because there is more people with a tolerant mind set.,,35,Male,White,Other,sky,High school diploma,Somewhat conservative,Lean Republican,0,,,
11/18/22 10:48,11/18/22 10:50,IP Address,100,104,TRUE,11/18/22 10:50,R_1lt3jnfw60tQ7gA,,,,,42.6219,-70.6762,anonymous,EN,I consent to take part in this study,5ef11fdda0736031899eb5dc,1 (not very),6,7 (very),"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,Drugs and poverty.,61,Female,White,Other,sky,Some college,Very conservative,Strongly Republican,2,1990,,
11/18/22 10:48,11/18/22 10:50,IP Address,100,89,TRUE,11/18/22 10:50,R_3NJUqM6Qy1kinyM,,,,,36.1868,-86.5067,anonymous,EN,I consent to take part in this study,5e3dde6752592c000c7fd10b,4,4,4,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,36,Female,White,Other,sky,Four-year college degree,Very liberal,Strongly Democrat,2,2009,,
11/18/22 10:47,11/18/22 10:50,IP Address,100,186,TRUE,11/18/22 10:50,R_1dLj6xQB73oIKj2,,,,,40.87,-72.5231,anonymous,EN,I consent to take part in this study,5f402da30ce123154d1f3f84,5,5,5,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,60,Male,White,Other,sky,Graduate school,Somewhat conservative,Independent,0,,I wonder what the answer would've been about people 100 years ago.  I would've rated them higher.,
11/18/22 10:48,11/18/22 10:50,IP Address,100,87,TRUE,11/18/22 10:50,R_1mXDN2CqTZgMkI6,,,,,37.751,-97.822,anonymous,EN,I consent to take part in this study,610c3fd3bc5c413b87a3d7ce,5,4,4,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago",We are more aware of how our actions affect people today.,,21,Female,White,Other,Sky,Four-year college degree,Somewhat conservative,Lean Republican,0,,,
11/18/22 10:48,11/18/22 10:50,IP Address,100,94,TRUE,11/18/22 10:50,R_2CdiXzOgPhV513i,,,,,41.4943,-90.5001,anonymous,EN,I consent to take part in this study,6110c21be44c256aa2da028f,5,6,7 (very),"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"inflation, social media, and political division",22,Male,White,Neither extroverted nor introverted,,Four-year college degree,Neither liberal nor conservative,Lean Democrat,0,,,
11/18/22 10:48,11/18/22 10:50,IP Address,100,87,TRUE,11/18/22 10:50,R_1IZvpFsr0UBSoNU,,,,,33.9687,-118.037,anonymous,EN,I consent to take part in this study,593ab35d51244c00013dcb69,5,5,5,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,56,Male,White,Neither extroverted nor introverted,,Four-year college degree,Somewhat liberal,Lean Democrat,0,,,
11/18/22 10:48,11/18/22 10:50,IP Address,100,112,TRUE,11/18/22 10:50,R_3EyFyfQWKNagkLP,,,,,36.066,-86.9659,anonymous,EN,I consent to take part in this study,614795c351b6c8373e6225fb,6,6,6,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,68,Female,White,Other,shy,Graduate school,Very conservative,Strongly Republican,4+,1977,,
11/18/22 10:49,11/18/22 10:50,IP Address,100,53,TRUE,11/18/22 10:50,R_242eNLx3veKU1DB,,,,,41.9704,-87.7036,anonymous,EN,I consent to take part in this study,60fd89617258b322c92fdd03,4,3,5,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,External pressures and stresses in peoples lives ,22,Female,White,Other,sky,Four-year college degree,Very liberal,Strongly Democrat,0,,,
11/18/22 10:48,11/18/22 10:50,IP Address,100,123,TRUE,11/18/22 10:50,R_R2HNnQFrOsCk1tT,,,,,40.3228,-86.8881,anonymous,EN,I consent to take part in this study,5b0482fc325b6c0001bbb7f0,4,5,5,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago","I don't think they're more kind, honest, and nice than people were 20 years ago. I believe people were kinder in the past than they are today.",,31,Female,White,Other,sky,Four-year college degree,Somewhat liberal,Lean Democrat,0,,,
11/18/22 10:49,11/18/22 10:50,IP Address,100,93,TRUE,11/18/22 10:50,R_2X6RDrualqUQc0r,,,,,34.7471,-118.3687,anonymous,EN,I consent to take part in this study,62a4b2a2831b53dc1beeaab3,2,5,6,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,They turned away from following Jesus.,43,Female,White,Other,sky,Associate's degree,Somewhat conservative,Strongly Republican,4+,2008,none,
11/18/22 10:49,11/18/22 10:50,IP Address,100,67,TRUE,11/18/22 10:50,R_3qIpnHlLUC951Cl,,,,,28.5274,-81.6012,anonymous,EN,I consent to take part in this study,60fee6ac4251e521b4546f1d,5,6,6,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,different morals and economic factors,22,Female,White,Other,sky,Four-year college degree,Somewhat liberal,Lean Democrat,0,,,
11/18/22 10:49,11/18/22 10:51,IP Address,100,78,TRUE,11/18/22 10:51,R_3rZ1iZ5U9rsmXzn,,,,,40.8125,-74.2134,anonymous,EN,I consent to take part in this study,6133ec0528678bc23c64b821,4,5,5,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"The rise of technology and social media, causing radicalization and division. ",27,Female,White,Other,sky,Four-year college degree,Somewhat liberal,Lean Democrat,0,,,
11/18/22 10:48,11/18/22 10:51,IP Address,100,157,TRUE,11/18/22 10:51,R_3HLFiSClqasDyFH,,,,,42.437,-82.99,anonymous,EN,I consent to take part in this study,6101bba007efd3120e552332,6,6,6,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,28,Female,White,Neither extroverted nor introverted,,Graduate school,Somewhat conservative,Lean Republican,3,2012,,
11/18/22 10:49,11/18/22 10:51,IP Address,100,89,TRUE,11/18/22 10:51,R_s6jDRncayjV2Vgt,,,,,35.2296,-80.843,anonymous,EN,I consent to take part in this study,61535bd45997429e396cd1ac,3,7 (very),7 (very),"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago",The way they were raised,,33,Female,White,Other,sky,High school diploma,Neither liberal nor conservative,Independent,3,2009,No,
11/18/22 10:47,11/18/22 10:51,IP Address,100,205,TRUE,11/18/22 10:51,R_3fjTbaL6DtNxdMD,,,,,33.9212,-118.1424,anonymous,EN,I consent to take part in this study,622ab357bb3af819f2e5df3b,6,3,6,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"Too much stress with prices, crime, and too much diversity, like people live harmoniously together.",58,Male,White,Other,sky,Four-year college degree,Somewhat conservative,Lean Republican,0,,,
11/18/22 10:49,11/18/22 10:51,IP Address,100,97,TRUE,11/18/22 10:51,R_8jhuqsrAyNtN9bb,,,,,35.6854,-88.8281,anonymous,EN,I consent to take part in this study,5f82567f1e720a3842580d23,6,7 (very),7 (very),"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago",they were talking about politics all the time and they were family oriented,,61,Male,White,Other,sky,Four-year college degree,Somewhat conservative,Strongly Republican,1,2007,,
11/18/22 10:48,11/18/22 10:51,IP Address,100,186,TRUE,11/18/22 10:51,R_1j8Slr6M02oyD3N,,,,,34.0014,-84.0144,anonymous,EN,I consent to take part in this study,614ee4370d85f20de1b9548f,5,5,6,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago","No, I don't think so.",,29,Female,White,Other,sky,Four-year college degree,Somewhat liberal,Strongly Democrat,0,,No comments.,
11/18/22 10:49,11/18/22 10:51,IP Address,100,87,TRUE,11/18/22 10:51,R_xnC0IM2W1cGIKAh,,,,,38.9324,-77.0271,anonymous,EN,I consent to take part in this study,5ed478fa7d20a043b7c3be83,1 (not very),1 (not very),1 (not very),"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,37,Male,White,Other,sky,Four-year college degree,Somewhat conservative,Lean Republican,2,2011,,
11/18/22 10:49,11/18/22 10:51,IP Address,100,138,TRUE,11/18/22 10:51,R_21p2ex6aQ4oK7wq,,,,,36.3767,-91.874,anonymous,EN,I consent to take part in this study,636149c88d2d393decf957f7,4,5,6,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,social pressure and teaching that you should care only about yourself.,36,Male,White,Other,sky,High school diploma,Somewhat conservative,Independent,1,2009,,
11/18/22 10:40,11/18/22 10:51,IP Address,100,683,TRUE,11/18/22 10:51,R_1FnamYj03WnsZNU,,,,,38.5879,-121.4053,anonymous,EN,I consent to take part in this study,5f0f9dd625153217f188084b,4,5,5,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,Well with all the undocumented and the early released criminals and extra crime that goes without punishment. The lies that those in office know are lies and the truths that are being hidden. The fact the government gets rich on inside info not to mention they are the ones making the decisions for these companies.  The list goes on.  No one can trust anyone. ,57,Female,White,Other,sky,Some college,Neither liberal nor conservative,Independent,0,,dont want to get timed out.,
11/18/22 10:47,11/18/22 10:51,IP Address,100,275,TRUE,11/18/22 10:51,R_1F3rN8fUoxviCsw,,,,,38.8341,-76.7974,anonymous,EN,I consent to take part in this study,5928cbac80a86200013f3732,3,4,5,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,It is so much easier to be mean to (more) people and get away with it today than it used to be due to technology.,31,Female,Black or African-American,Other,sky,Some college,Neither liberal nor conservative,Independent,2,2012,,
11/18/22 10:50,11/18/22 10:51,IP Address,100,56,TRUE,11/18/22 10:51,R_yD834cszTnVl98B,,,,,33.454,-84.1534,anonymous,EN,I consent to take part in this study,5865ecf6a7f6480001ed9791,5,5,5,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,40,Male,White,Other,sky,Some college,Somewhat conservative,Lean Republican,2,2014,,
11/18/22 10:49,11/18/22 10:51,IP Address,100,143,TRUE,11/18/22 10:51,R_2X6yQzXbBgoGLq1,,,,,42.2645,-88.0034,anonymous,EN,I consent to take part in this study,614f911f1f977faae059e7be,5,5,5,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,71,Male,White,Other,sky,Some college,Somewhat conservative,Lean Republican,1,1982,,
11/18/22 10:47,11/18/22 10:51,IP Address,100,264,TRUE,11/18/22 10:51,R_5z19j0h2QEmpxTj,,,,,34.7471,-118.3687,anonymous,EN,I consent to take part in this study,62794ae20813c6cedb398516,3,5,4,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,I think people are disconnected because of being on their phone. They lack face to face interaction.,25,Male,Hispanic or Latino Origin,Other,sky,Four-year college degree,Neither liberal nor conservative,Lean Democrat,0,,,
11/18/22 10:49,11/18/22 10:51,IP Address,100,132,TRUE,11/18/22 10:51,R_3jYvQYgGX3bRUgI,,,,,29.397,-94.9203,anonymous,EN,I consent to take part in this study,592f09f14217c40001a76e8e,4,5,5,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,The internet.,44,Male,White,Other,sky,High school diploma,Somewhat liberal,Lean Democrat,0,,,
11/18/22 10:49,11/18/22 10:51,IP Address,100,164,TRUE,11/18/22 10:51,R_Tph9agl6E2R2qBz,,,,,38.4163,-81.8311,anonymous,EN,I consent to take part in this study,5bea20805b7ff700013c88f3,3,3,4,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,People getting too attached to 24/7 political news coverage combined with algorithm driven social media.,38,Male,White,Other,sky,Some college,Somewhat liberal,Lean Democrat,1,2009,,
11/18/22 10:51,11/18/22 10:51,IP Address,100,53,TRUE,11/18/22 10:51,R_3purXq26mziIxbl,,,,,40.058,-75.1876,anonymous,EN,I consent to take part in this study,5d1aa9db716058001a060031,7 (very),7 (very),7 (very),"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,31,Male,Black or African-American,Other,sky,Four-year college degree,Neither liberal nor conservative,Independent,0,,,
11/18/22 10:49,11/18/22 10:51,IP Address,100,139,TRUE,11/18/22 10:51,R_vTexKkVOYhDewtr,,,,,41.85,-87.7165,anonymous,EN,I consent to take part in this study,5bb9ed46ecdd5e0001603021,4,4,4,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,42,Female,White,Other,sky,Associate's degree,Very conservative,Strongly Republican,2,2004,,
11/18/22 10:50,11/18/22 10:52,IP Address,100,82,TRUE,11/18/22 10:52,R_3KCOKkwFvtpHHup,,,,,42.7264,-83.1599,anonymous,EN,I consent to take part in this study,6106bad588d258f0bdce42c9,3,5,2,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"It's much more competitive to be alive today, then it was 20 years ago.",23,Female,White,Other,sky,Some college,Somewhat liberal,Lean Democrat,0,,,
11/18/22 10:50,11/18/22 10:52,IP Address,100,84,TRUE,11/18/22 10:52,R_tWXvoIl5NLtWp9f,,,,,28.5464,-81.2585,anonymous,EN,I consent to take part in this study,629f8666bc9b91c39b72dced,4,4,2,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago",People are more open minded,,25,Female,Asian,Other,sky,Four-year college degree,Very liberal,Lean Democrat,0,,,
