,StartDate,EndDate,Status,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,QID41,manip_check,explain_more,explain_less,age,gender,race,check,check_4_TEXT,education,political_ideology,party,kids,oldest_kid,comments,PROLIFIC_PID,inclusion,reason,trend,trend_cat,strict,year,rating,participant
244.202,6/11/20 13:54,6/11/20 13:55,IP Address,100,44,TRUE,6/11/20 13:55,R_2t3j8NLMyB8rcse,NA,NA,NA,NA,42.373703,-71.12840271,anonymous,EN,I consent to take part in this study,58d876b14240e50001190090,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,48,Male,White,Other,sky,Graduate school,Very liberal,Lean Democrat,0,NA,,58d876b14240e50001190090,NA,NA,0,equal,NA,2020,4,244
245.202,6/11/20 13:52,6/11/20 13:55,IP Address,100,147,TRUE,6/11/20 13:55,R_1AMmUynakgGlFAt,NA,NA,NA,NA,41.62109375,-71.08899689,anonymous,EN,I consent to take part in this study,5dcf1a3a946f7c05cfac2d25,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,66,Female,White,Other,sky,Some graduate school,Very liberal,Strongly Democrat,2,1983,,5dcf1a3a946f7c05cfac2d25,NA,NA,0,equal,NA,2020,5,245
246.202,6/11/20 13:53,6/11/20 13:55,IP Address,100,109,TRUE,6/11/20 13:55,R_24JoGyQY5y7YCh6,NA,NA,NA,NA,34.05870056,-118.2780991,anonymous,EN,I consent to take part in this study,5edfd6217dfcae2f60bddf05,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,I'm not sure but there seems to be more general hatrid,28,Female,Hispanic or Latino Origin,Other,sky,Four-year college degree,Very liberal,Strongly Democrat,0,NA,,5edfd6217dfcae2f60bddf05,NA,NA,-1,less,NA,2020,6,246
247.202,6/11/20 13:53,6/11/20 13:55,IP Address,100,139,TRUE,6/11/20 13:55,R_DuUxqIcOHmWLp3H,NA,NA,NA,NA,40.57389832,-73.84100342,anonymous,EN,I consent to take part in this study,59d52d7821977e0001d63082,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,62,Female,White,Other,sky,Associate's degree,Very liberal,Strongly Democrat,0,NA,nope // thanks and good luck!,59d52d7821977e0001d63082,NA,NA,0,equal,NA,2020,6,247
248.202,6/11/20 13:50,6/11/20 13:55,IP Address,100,321,TRUE,6/11/20 13:55,R_32IXdrOZlwOX0E7,NA,NA,NA,NA,34.27729797,-118.5000992,anonymous,EN,I consent to take part in this study,5c1150e31e7d6900018207ef,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago",Increased exposure to and communication with people outside their insulated world.  Getting to know people who are different but realizing that we are all human and making connections of understanding and empathy.,,74,Female,White,Other,sky,Four-year college degree,Somewhat liberal,Strongly Democrat,0,NA,,5c1150e31e7d6900018207ef,NA,NA,1,more,NA,2020,5,248
249.202,6/11/20 13:53,6/11/20 13:55,IP Address,100,105,TRUE,6/11/20 13:55,R_3r0BLSf6yhJ4J6A,NA,NA,NA,NA,39.07609558,-108.5450974,anonymous,EN,I consent to take part in this study,5ecafb1410d64c661b15cff0,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,28,Male,White,Other,Sky,High school diploma,Very liberal,Independent,1,2018,,5ecafb1410d64c661b15cff0,NA,NA,0,equal,NA,2020,3,249
250.202,6/11/20 13:54,6/11/20 13:55,IP Address,100,67,TRUE,6/11/20 13:55,R_3Ryg8ETcuR9mD6g,NA,NA,NA,NA,42.03640747,-88.3239975,anonymous,EN,I consent to take part in this study,5dd31871c5faa232d3c20365,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,37,Male,Black or African-American,Other,sky,Associate's degree,Somewhat liberal,Lean Democrat,0,NA,,5dd31871c5faa232d3c20365,NA,NA,0,equal,NA,2020,4,250
251.202,6/11/20 13:53,6/11/20 13:55,IP Address,100,108,TRUE,6/11/20 13:55,R_3Dwq6wNzDeZLQke,NA,NA,NA,NA,39.07049561,-84.51599884,anonymous,EN,I consent to take part in this study,5615777c7ffc8a000a811c61,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,59,Male,White,Other,sky,Graduate school,Somewhat liberal,Strongly Democrat,1,2000,,5615777c7ffc8a000a811c61,NA,NA,0,equal,NA,2020,6,251
252.202,6/11/20 13:53,6/11/20 13:55,IP Address,100,165,TRUE,6/11/20 13:55,R_2vZjo1z9rR45cEv,NA,NA,NA,NA,37.96980286,-89.11869812,anonymous,EN,I consent to take part in this study,581fcf9e8fbbba0001c0aa8a,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,63,Male,White,Other,sky,Four-year college degree,Somewhat conservative,Strongly Republican,1,1986,Thank you,581fcf9e8fbbba0001c0aa8a,NA,NA,0,equal,NA,2020,5,252
253.202,6/11/20 13:47,6/11/20 13:55,IP Address,100,495,TRUE,6/11/20 13:55,R_2qBEkZ1eoPFky8i,NA,NA,NA,NA,33.81039429,-118.3531036,anonymous,EN,I consent to take part in this study,5c0c458f07028b0001f6f685,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"Donald Trump and the Trumpites (republicans) making it okay to be a mean, cruel, racist, bigoted, lying, self-centered, morally bankrupt person in society",64,Female,White,Other,sky,Four-year college degree,Very liberal,Strongly Democrat,0,NA,"I omitted the word misogynistic from the sentence describing why people are less kind and good now. I also omitted the sentiment that this kind of behavior has been, to a large extent, normalized. After all, we have seen and heard it for the past 3 years. After a while, it becomes part of the fabric of society, to all of our detriment.",5c0c458f07028b0001f6f685,NA,NA,-1,less,NA,2020,4,253
254.202,6/11/20 13:53,6/11/20 13:55,IP Address,100,136,TRUE,6/11/20 13:55,R_3gSqImtuaazePfw,NA,NA,NA,NA,33.54060364,-101.8603973,anonymous,EN,I consent to take part in this study,5daca18af1f30c0018930898,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago",Accountability. Plenty of information. The growing culture of everything in the risk of being posted online. ,,24,Male,White,Other,sky,Four-year college degree,Somewhat liberal,Lean Democrat,0,NA,Nothing specific.,5daca18af1f30c0018930898,NA,NA,1,more,NA,2020,6,254
255.202,6/11/20 13:54,6/11/20 13:56,IP Address,100,101,TRUE,6/11/20 13:56,R_1JFVU7WGjCjRSxM,NA,NA,NA,NA,40.69400024,-73.8219986,anonymous,EN,I consent to take part in this study,5e908e0ac476313921832354,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,Fear of others and perception of danger.,28,Male,White,Other,sky,Four-year college degree,Somewhat liberal,Lean Democrat,0,NA,,5e908e0ac476313921832354,NA,NA,-1,less,NA,2020,4,255
256.202,6/11/20 13:55,6/11/20 13:56,IP Address,100,73,TRUE,6/11/20 13:56,R_10xB1WUWgpIcxNS,NA,NA,NA,NA,39.73880005,-104.9868011,anonymous,EN,I consent to take part in this study,5c1691ed093702000149ffb1,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,39,Male,White,Other,sky,Four-year college degree,Very liberal,Strongly Democrat,1,2016,,5c1691ed093702000149ffb1,NA,NA,0,equal,NA,2020,5,256
257.202,6/11/20 13:48,6/11/20 13:56,IP Address,100,458,TRUE,6/11/20 13:56,R_3p40vOcAYfqjEdA,NA,NA,NA,NA,32.7191925,-97.45050049,anonymous,EN,I consent to take part in this study,5e944542bd5f15282a098522,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago","It's not so much that I think people 20 years ago had cause to be those attributes. It's just that today, we have a much larger capacity to record, capture, and distribute the horrid acts people do.",,46,Female,White,Other,sky,Some college,Somewhat liberal,Lean Democrat,1,2005,We're doomed.,5e944542bd5f15282a098522,NA,NA,1,more,NA,2020,4,257
258.202,6/11/20 13:54,6/11/20 13:56,IP Address,100,121,TRUE,6/11/20 13:56,R_1gpEH3RLZwEATFw,NA,NA,NA,NA,39.73010254,-104.9077988,anonymous,EN,I consent to take part in this study,5ee15ba712ce93177f0c9d67,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,19,Female,White,Other,sky,Some college,Somewhat liberal,Independent,0,NA,,5ee15ba712ce93177f0c9d67,NA,NA,0,equal,NA,2020,6,258
259.202,6/11/20 13:54,6/11/20 13:56,IP Address,100,133,TRUE,6/11/20 13:56,R_0jHBgaYxTL292pz,NA,NA,NA,NA,28.04060364,-82.39510345,anonymous,EN,I consent to take part in this study,5b9ab83807a9fd000147a4e3,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,Racialism ,40,Female,Asian,Other,Sky,High school diploma,Neither liberal nor conservative,Independent,2,2000,Great survey ,5b9ab83807a9fd000147a4e3,NA,NA,-3,less,NA,2020,4,259
260.202,6/11/20 13:55,6/11/20 13:56,IP Address,100,90,TRUE,6/11/20 13:56,R_1OZZaaowTIneu7Y,NA,NA,NA,NA,42.66540527,-77.06210327,anonymous,EN,I consent to take part in this study,5bc913d99427200001dd47f5,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,70,Female,White,Other,sky,Graduate school,Somewhat conservative,Lean Republican,3,1979,,5bc913d99427200001dd47f5,NA,NA,0,equal,NA,2020,5,260
261.202,6/11/20 13:54,6/11/20 13:56,IP Address,100,158,TRUE,6/11/20 13:56,R_1K9ySAaKzYbSphe,NA,NA,NA,NA,36.88819885,-76.30020142,anonymous,EN,I consent to take part in this study,5d4f1741f20feb00190b6201,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,70,Female,White,Other,sky,Some college,Somewhat liberal,Strongly Democrat,0,NA,None,5d4f1741f20feb00190b6201,NA,NA,0,equal,NA,2020,5,261
262.202,6/11/20 13:53,6/11/20 13:57,IP Address,100,181,TRUE,6/11/20 13:57,R_2B3suatXOhKKrab,NA,NA,NA,NA,42.88989258,-85.6147995,anonymous,EN,I consent to take part in this study,5c0039c2f3d17a00014480a5,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,So many people trust is being broken so I think everyone is putting up a shield ,25,Female,Black or African-American,Other,sky,Some college,Neither liberal nor conservative,Lean Democrat,1,2015,,5c0039c2f3d17a00014480a5,NA,NA,-1,less,NA,2020,3,262
263.202,6/11/20 13:55,6/11/20 13:57,IP Address,100,77,TRUE,6/11/20 13:57,R_3j8Vl7oaWAT07Cg,NA,NA,NA,NA,33.17520142,-86.27130127,anonymous,EN,I consent to take part in this study,5c227a64da51990001e1e0a2,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,More stress,37,Male,White,Other,sky,Four-year college degree,Somewhat conservative,Lean Republican,2,2010,,5c227a64da51990001e1e0a2,NA,NA,-1,less,NA,2020,3,263
264.202,6/11/20 13:52,6/11/20 13:57,IP Address,100,251,TRUE,6/11/20 13:57,R_2QRrT9B0R2qIUk1,NA,NA,NA,NA,33.41220093,-112.0287018,anonymous,EN,I consent to take part in this study,5a70abe2efd3a70001210578,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,72,Female,White,Other,sky,Some college,Somewhat conservative,Lean Republican,2,1968,"No comment other than to type, 'No comment'.",5a70abe2efd3a70001210578,NA,NA,0,equal,NA,2020,6,264
265.202,6/11/20 13:55,6/11/20 13:57,IP Address,100,90,TRUE,6/11/20 13:57,R_2rSGO6MTXBrSShO,NA,NA,NA,NA,43.03520203,-83.52480316,anonymous,EN,I consent to take part in this study,5edd6f7a6661e00f367f3cf3,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,23,Male,Other,Other,sky,Four-year college degree,Neither liberal nor conservative,Lean Republican,0,NA,no,5edd6f7a6661e00f367f3cf3,NA,NA,0,equal,NA,2020,4,265
266.202,6/11/20 13:55,6/11/20 13:57,IP Address,100,118,TRUE,6/11/20 13:57,R_3nUwCV5SXcqlq6v,NA,NA,NA,NA,40.18730164,-82.98989868,anonymous,EN,I consent to take part in this study,5dd3581abca2e436d1c171cb,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,Social Media and smartphones,40,Male,White,Other,sky,Graduate school,Neither liberal nor conservative,Independent,2,2009,,5dd3581abca2e436d1c171cb,NA,NA,-1,less,NA,2020,3,266
267.202,6/11/20 13:56,6/11/20 13:57,IP Address,100,80,TRUE,6/11/20 13:57,R_eESKyQGLFBJcX85,NA,NA,NA,NA,35.93589783,-79.9394989,anonymous,EN,I consent to take part in this study,5885c7025f272e00016a43f7,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago",The internet. It's a lot harder for folks to lie and get away with it. ,,41,Female,White,Other,sky,Some college,Very liberal,Lean Democrat,0,NA,,5885c7025f272e00016a43f7,NA,NA,2,more,NA,2020,5,267
268.202,6/11/20 13:55,6/11/20 13:57,IP Address,100,113,TRUE,6/11/20 13:57,R_33eeSmQhmJyUNJj,NA,NA,NA,NA,35.62060547,-77.39440155,anonymous,EN,I consent to take part in this study,5e94c9e6fd9df2098397944e,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago","Honestly, a big part of my answer there is just the progress we have made as a society on topics like sexism, racism, and homophobia. I think people are a lot more accepting than they were 20 years ago– though we still have a lot of work to do!",,22,Female,White,Other,sky,Four-year college degree,Somewhat liberal,Lean Democrat,0,NA,Good luck with your research!,5e94c9e6fd9df2098397944e,NA,NA,1,more,NA,2020,5,268
269.202,6/11/20 13:55,6/11/20 13:57,IP Address,100,99,TRUE,6/11/20 13:57,R_DUDFpmJA6t0GU01,NA,NA,NA,NA,26.53370667,-81.70619965,anonymous,EN,I consent to take part in this study,5ee0fb2f21d20948c8810b48,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,31,Female,White,Other,sky,Four-year college degree,Somewhat liberal,Lean Democrat,3,2002,n/a,5ee0fb2f21d20948c8810b48,NA,NA,0,equal,NA,2020,4,269
270.202,6/11/20 13:51,6/11/20 13:57,IP Address,100,388,TRUE,6/11/20 13:57,R_3isvfuOPo6B0VEQ,NA,NA,NA,NA,35.40550232,-78.54380035,anonymous,EN,I consent to take part in this study,5ac6ca185cd105000162499d,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago","People have become less racist and misogynistic, albeit not by too much.",,30,Female,White,Other,sky,Graduate school,Very liberal,Strongly Democrat,0,NA,,5ac6ca185cd105000162499d,NA,NA,1,more,NA,2020,3,270
271.202,6/11/20 13:55,6/11/20 13:57,IP Address,100,139,TRUE,6/11/20 13:57,R_2wmcOnbN0Bn1fQv,NA,NA,NA,NA,42.11239624,-87.97899628,anonymous,EN,I consent to take part in this study,5e810f7ab7838b803809d3c5,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,58,Male,White,Other,sky,Four-year college degree,Very liberal,Strongly Democrat,2,2000,no,5e810f7ab7838b803809d3c5,NA,NA,0,equal,NA,2020,5,271
272.202,6/11/20 13:55,6/11/20 13:57,IP Address,100,116,TRUE,6/11/20 13:57,R_2nHaLCU6faMeFYR,NA,NA,NA,NA,38.45289612,-82.2181015,anonymous,EN,I consent to take part in this study,5d14de64730726001a7f58c7,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,People seem to be more self-centred today than they were 20 years ago.,48,Female,White,Other,sky,Associate's degree,Somewhat conservative,Lean Republican,3,1995,,5d14de64730726001a7f58c7,NA,NA,-1,less,NA,2020,5,272
273.202,6/11/20 13:56,6/11/20 13:57,IP Address,100,113,TRUE,6/11/20 13:57,R_1CD8vdTzN5WLGIM,NA,NA,NA,NA,47.57310486,-122.7046051,anonymous,EN,I consent to take part in this study,5ddc2ee14524e7b8ce23cf4c,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago",Greater understanding of diversity and acceptance of people unlike them.,,39,Other,White,Other,sky,Four-year college degree,Very liberal,Strongly Democrat,2,2006,,5ddc2ee14524e7b8ce23cf4c,NA,NA,1,more,NA,2020,5,273
274.202,6/11/20 13:54,6/11/20 13:57,IP Address,100,186,TRUE,6/11/20 13:57,R_3PbOhRPLOY6c1Xr,NA,NA,NA,NA,40.11199951,-88.2365036,anonymous,EN,I consent to take part in this study,5e15e63a4f40fbbd907aff1e,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago","People as a whole are more 'woke' - more aware of how they effect others with their words. People are also more tolerant and accepting of differences than they were in 2000 - witness gay marriage legalization as an example. I think better communication, especially social media, is a major reason for this.",,60,Female,White,Other,sky,Some college,Somewhat liberal,Strongly Democrat,2,1982,,5e15e63a4f40fbbd907aff1e,NA,NA,1,more,NA,2020,4,274
275.202,6/11/20 13:56,6/11/20 13:57,IP Address,100,106,TRUE,6/11/20 13:57,R_2Ys5r65FixzGwKx,NA,NA,NA,NA,40.51530457,-112.031601,anonymous,EN,I consent to take part in this study,5de27ced22383629b807cc70,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,27,Male,White,Other,sky,Some college,Neither liberal nor conservative,Independent,0,NA,none,5de27ced22383629b807cc70,NA,NA,0,equal,NA,2020,4,275
276.202,6/11/20 13:56,6/11/20 13:58,IP Address,100,95,TRUE,6/11/20 13:58,R_cSY7orMAyAXJDeF,NA,NA,NA,NA,40.84590149,-74.20089722,anonymous,EN,I consent to take part in this study,5ecb172f24373e126c6f3905,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,Social media and decreasing face to face conversations or interactions,21,Female,White,Other,sky,Some college,Very liberal,Strongly Democrat,0,NA,,5ecb172f24373e126c6f3905,NA,NA,-2,less,NA,2020,3,276
277.202,6/11/20 13:55,6/11/20 13:58,IP Address,100,179,TRUE,6/11/20 13:58,R_2v1jWCvyzINOsTZ,NA,NA,NA,NA,35.00100708,-78.93450165,anonymous,EN,I consent to take part in this study,5dd3d6797d45953b9f6c2912,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"No respect for people or property.  This generation is a me, me, me. What helps me.",59,Female,White,Other,Sky,Some college,Somewhat conservative,Strongly Republican,4+,1984,,5dd3d6797d45953b9f6c2912,NA,NA,-2,less,NA,2020,4,277
278.202,6/11/20 13:56,6/11/20 13:58,IP Address,100,117,TRUE,6/11/20 13:58,R_AHX0MyAbVYN3po5,NA,NA,NA,NA,47.49980164,-122.0085983,anonymous,EN,I consent to take part in this study,5ed160756f521a0a06227217,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,73,Female,White,Other,sky,Graduate school,Somewhat conservative,Lean Republican,2,1970,,5ed160756f521a0a06227217,NA,NA,0,equal,NA,2020,4,278
279.202,6/11/20 13:56,6/11/20 13:58,IP Address,100,99,TRUE,6/11/20 13:58,R_324n6k2A6Pvm3kF,NA,NA,NA,NA,30.0493927,-95.1914978,anonymous,EN,I consent to take part in this study,58474a9c89af6500017f4cd6,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,The world is less focused on those directly around us,23,Male,White,Other,sky,Four-year college degree,Somewhat liberal,Strongly Democrat,0,NA,,58474a9c89af6500017f4cd6,NA,NA,-1,less,NA,2020,5,279
280.202,6/11/20 13:57,6/11/20 13:58,IP Address,100,55,TRUE,6/11/20 13:58,R_1OjEHqjmaaARdmS,NA,NA,NA,NA,42.27090454,-83.72679901,anonymous,EN,I consent to take part in this study,5dd0302f8cf2f9121a38a5d9,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,23,Female,White,Other,sky,Four-year college degree,Somewhat liberal,Lean Democrat,0,NA,,5dd0302f8cf2f9121a38a5d9,NA,NA,0,equal,NA,2020,4,280
281.202,6/11/20 13:57,6/11/20 13:58,IP Address,100,47,TRUE,6/11/20 13:58,R_sHkKb0ummrsg0gN,NA,NA,NA,NA,41.71389771,-71.38950348,anonymous,EN,I consent to take part in this study,5e3eff4fb484a8154a74d56d,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,29,Female,White,Other,sky,Four-year college degree,Very liberal,Strongly Democrat,0,NA,,5e3eff4fb484a8154a74d56d,NA,NA,0,equal,NA,2020,4,281
282.202,6/11/20 13:55,6/11/20 13:58,IP Address,100,208,TRUE,6/11/20 13:58,R_2bPhCYJGYJHkgKJ,NA,NA,NA,NA,46.4151001,-84.28540039,anonymous,EN,I consent to take part in this study,5dd3d082ed36493b905e87dc,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"People are less religious today than they were 20 years ago. For those people who do not have intrinsic needs to be kind, honest, etc., the fear of God can serve as an incentive to behave in those ways.",66,Female,White,Other,sky,Graduate school,Somewhat liberal,Strongly Democrat,4+,1975,,5dd3d082ed36493b905e87dc,NA,NA,-1,less,NA,2020,4,282
283.202,6/11/20 13:54,6/11/20 13:58,IP Address,100,283,TRUE,6/11/20 13:58,R_27PbI3xCeYi3hkU,NA,NA,NA,NA,43.57279968,-71.47869873,anonymous,EN,I consent to take part in this study,5c03fc30c776820001bdadb3,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago","I think it has a lot to do with ""woke"" culture. I also think it's holding people accountable for past transgressions. Several movements have called for equal treatment -- BLM, MeToo and sexism, trans rights, etc.",,3,Female,Asian,Other,sky,Four-year college degree,Very liberal,Strongly Democrat,0,NA,,5c03fc30c776820001bdadb3,NA,NA,1,more,NA,2020,4,283
284.202,6/11/20 13:57,6/11/20 13:58,IP Address,100,102,TRUE,6/11/20 13:58,R_3lEyyQdv9vDi18s,NA,NA,NA,NA,48.30419922,-116.5247955,anonymous,EN,I consent to take part in this study,56e0f3868b1c33000a38855e,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago","slightly less racist, vaguely less likely to kill someone for being lgbt+",,31,Other,White,Other,sky,Some college,Very liberal,Strongly Democrat,4+,2009,,56e0f3868b1c33000a38855e,NA,NA,2,more,NA,2020,4,284
285.202,6/11/20 13:57,6/11/20 13:58,IP Address,100,53,TRUE,6/11/20 13:58,R_RyoVOiv8yJNp25b,NA,NA,NA,NA,41.35490417,-72.39649963,anonymous,EN,I consent to take part in this study,5ebde4474fad5f12d680dc6f,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,33,Male,White,Other,sky,Graduate school,Very liberal,Strongly Democrat,3,2014,,5ebde4474fad5f12d680dc6f,NA,NA,0,equal,NA,2020,5,285
286.202,6/11/20 13:57,6/11/20 13:58,IP Address,100,76,TRUE,6/11/20 13:58,R_3lF9RDJA6NFTE9c,NA,NA,NA,NA,36.21339417,-86.73110199,anonymous,EN,I consent to take part in this study,5c203158d784820001a63805,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,31,Male,White,Other,sky,Four-year college degree,Somewhat liberal,Lean Democrat,0,NA,,5c203158d784820001a63805,NA,NA,0,equal,NA,2020,6,286
287.202,6/11/20 13:57,6/11/20 13:59,IP Address,100,103,TRUE,6/11/20 13:59,R_u4GcRGzJ5suSxqN,NA,NA,NA,NA,40.43710327,-78.36389923,anonymous,EN,I consent to take part in this study,5df89cab69a117620a70f1ee,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago","Transparency. With the internet, it is hard for someone to be mean and rude and not be publicly called out for it. ",,35,Male,White,Other,Sky,Four-year college degree,Somewhat conservative,Lean Republican,0,NA,,5df89cab69a117620a70f1ee,NA,NA,1,more,NA,2020,5,287
288.202,6/11/20 13:55,6/11/20 13:59,IP Address,100,213,TRUE,6/11/20 13:59,R_2akK0ivzT0BJ3gU,NA,NA,NA,NA,41.89860535,-87.73799896,anonymous,EN,I consent to take part in this study,5ed9bb2d1997ae557b0f66f0,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,Maybe they are about the same but it’s just me who grown up and see different people in my life,31,Female,Asian,Other,Sky,Four-year college degree,Somewhat liberal,Independent,1,2018,,5ed9bb2d1997ae557b0f66f0,NA,NA,-1,less,NA,2020,4,288
289.202,6/11/20 13:56,6/11/20 13:59,IP Address,100,177,TRUE,6/11/20 13:59,R_2VHLL8uYLzscje5,NA,NA,NA,NA,40.72599792,-73.84799957,anonymous,EN,I consent to take part in this study,5ec92c55aac6854315ffe05c,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,I think people today are spoiled and greedy and don't remember a lot of what they and their families had to go through to get to where they are now.  ,36,Female,White,Other,sky,Four-year college degree,Somewhat conservative,Lean Republican,2,2015,,5ec92c55aac6854315ffe05c,NA,NA,-1,less,NA,2020,3,289
290.202,6/11/20 13:57,6/11/20 13:59,IP Address,100,100,TRUE,6/11/20 13:59,R_1M0W0V6lCDb5dDL,NA,NA,NA,NA,45.01229858,-93.34470367,anonymous,EN,I consent to take part in this study,5bf9c4c6850b6600018eede2,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,70,Male,White,Other,sky,Four-year college degree,Very conservative,Strongly Republican,0,NA,,5bf9c4c6850b6600018eede2,NA,NA,0,equal,NA,2020,7,290
291.202,6/11/20 13:56,6/11/20 13:59,IP Address,100,165,TRUE,6/11/20 13:59,R_UAVGTd4Z6iZTnKp,NA,NA,NA,NA,36.8374939,-76.09760284,anonymous,EN,I consent to take part in this study,5ec444b29c7ec91758b6d6b1,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,56,Female,White,Other,sky,Four-year college degree,Somewhat liberal,Lean Democrat,0,NA,,5ec444b29c7ec91758b6d6b1,NA,NA,0,equal,NA,2020,5,291
292.202,6/11/20 13:57,6/11/20 13:59,IP Address,100,96,TRUE,6/11/20 13:59,R_2SoQOQJ1kUYmL9I,NA,NA,NA,NA,33.19740295,-96.61769867,anonymous,EN,I consent to take part in this study,5eae0192833497000c2009e1,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,43,Male,Asian,Other,sky,Graduate school,Neither liberal nor conservative,Independent,1,2008,,5eae0192833497000c2009e1,NA,NA,0,equal,NA,2020,7,292
293.202,6/11/20 13:54,6/11/20 13:59,IP Address,100,295,TRUE,6/11/20 13:59,R_2rTTg1dzRVnuyqK,NA,NA,NA,NA,34.30769348,-118.4286957,anonymous,EN,I consent to take part in this study,5c40b97d4d5aa1000171a4ac,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,35,Male,White,Other,sky,Four-year college degree,Very conservative,Strongly Republican,1,2006,,5c40b97d4d5aa1000171a4ac,NA,NA,0,equal,NA,2020,6,293
294.202,6/11/20 13:57,6/11/20 13:59,IP Address,100,129,TRUE,6/11/20 13:59,R_bDzWt2nzYscajnz,NA,NA,NA,NA,29.46099854,-82.63559723,anonymous,EN,I consent to take part in this study,5b2eae5577b17f0001c037af,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,52,Female,White,Other,sky,High school diploma,Neither liberal nor conservative,Independent,1,1995,,5b2eae5577b17f0001c037af,NA,NA,0,equal,NA,2020,4,294
295.202,6/11/20 13:58,6/11/20 13:59,IP Address,100,78,TRUE,6/11/20 13:59,R_3htkERqdvUF6dh7,NA,NA,NA,NA,36.13150024,-86.80190277,anonymous,EN,I consent to take part in this study,5cdf1cb57f65ee001a9856fa,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,67,Female,White,Other,sky,Graduate school,Somewhat liberal,Lean Democrat,0,NA,none,5cdf1cb57f65ee001a9856fa,NA,NA,0,equal,NA,2020,7,295
296.202,6/11/20 13:57,6/11/20 13:59,IP Address,100,139,TRUE,6/11/20 13:59,R_3e3n4r5fFJUs5w2,NA,NA,NA,NA,42.64559937,-83.35630035,anonymous,EN,I consent to take part in this study,58ac91c38bf22a00015b91b3,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,More exposure to all the strife around the world.,52,Male,White,Other,sky,Some graduate school,Very liberal,Strongly Democrat,0,NA,,58ac91c38bf22a00015b91b3,NA,NA,-1,less,NA,2020,4,296
