StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,kindergarten,kindergarten_DO_1,kindergarten_DO_2,kindergarten_DO_3,kindergarten_DO_4,kindergarten_DO_5,zip,zip_DO_1,zip_DO_2,zip_DO_3,zip_DO_4,zip_DO_5,turkey,turkey_DO_1,turkey_DO_2,turkey_DO_3,turkey_DO_4,turkey_DO_5,consent,today,2010,2000,1990,manip_check,explain_more,explain_less,age,gender,race,language,language_2_TEXT,eng_comp,check,check_4_TEXT,education,kids,political_ideology,oldest_kid,comments
1/20/20 8:46,1/20/20 8:47,IP Address,100,17,TRUE,1/20/20 8:47,R_1cTVPqohMY4JMTj,,,,,38.3085022,-85.81600189,anonymous,EN,Kindergarten,4,2,3,1,5,2138,1,4,2,5,3,Ghosts,1,5,2,4,3,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:43,1/20/20 8:47,IP Address,100,204,TRUE,1/20/20 8:47,R_yURcqBIylBNxztD,,,,,35.58859253,-77.14520264,anonymous,EN,Kindergarten,1,5,3,4,2,2138,2,4,5,1,3,Eating turkey,4,5,1,2,3,I consent to take part in this study,5,5,6,6,"People are LESS kind, honest, nice, and good today compared to thirty years ago",,Social media.  Dependence on machines.,55,Female,White,English,,Very Good,Other,sky,Four-year college degree,1,Neither liberal nor conservative,1990,
1/20/20 8:43,1/20/20 8:47,IP Address,100,211,TRUE,1/20/20 8:47,R_2pQ7G4Qs40Zgav3,,,,,44.95480347,-93.15509796,anonymous,EN,Kindergarten,2,1,5,3,4,2138,3,1,2,4,5,Eating turkey,5,4,2,1,3,I consent to take part in this study,6,6,5,3,"People are MORE kind, honest, nice, and good today compared to thirty years ago",Growing income equality necessitating civil cooperation. The internet has also had an effect on the kindness of people as we've had more opportunities to share and read into the lives of others.,,38,Male,White,English,,Very Good,Other,sky,High school diploma,0,Somewhat liberal,,
1/20/20 8:44,1/20/20 8:47,IP Address,100,177,TRUE,1/20/20 8:47,R_3GCFu3Sf7sovajJ,,,,,39.56269836,-84.22239685,anonymous,EN,Kindergarten,2,1,3,5,4,2138,2,5,3,4,1,Eating turkey,2,4,5,1,3,I consent to take part in this study,5,5,5,6,"People are LESS kind, honest, nice, and good today compared to thirty years ago",,lack of morals.  people wanting more for themselves.  being selfish,42,Female,White,English,,Very Good,Other,sky,Some college,2,Very conservative,1997,
1/20/20 8:43,1/20/20 8:47,IP Address,100,218,TRUE,1/20/20 8:47,R_29j2XVtqzuNyKgi,,,,,48.40490723,-114.3471985,anonymous,EN,Kindergarten,3,2,5,4,1,2138,3,4,5,2,1,Eating turkey,2,3,4,1,5,I consent to take part in this study,6,7 (very),6,6,"People are equally kind, honest, nice, and good today compared to thirty years ago",,,39,Female,Black or African-American,English,,Very Good,Other,sky,Four-year college degree,1,Very conservative,2012,
1/20/20 8:47,1/20/20 8:47,IP Address,100,7,TRUE,1/20/20 8:47,R_2VJC3jUOmiZ9424,,,,,42.01550293,-87.86869812,anonymous,EN,Kindergarten,2,5,3,1,4,2138,4,2,3,5,1,Pumpkins,3,4,5,2,1,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:43,1/20/20 8:47,IP Address,100,204,TRUE,1/20/20 8:47,R_1Ljkok9tfFS94gM,,,,,28.58070374,-81.18930054,anonymous,EN,Fifth Grade,4,5,3,1,2,2138,2,1,3,4,5,Eating turkey,3,2,4,1,5,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:43,1/20/20 8:47,IP Address,100,231,TRUE,1/20/20 8:47,R_zcjNTOfbzeplorf,,,,,41.66619873,-76.14260101,anonymous,EN,Kindergarten,3,2,5,4,1,2138,3,5,2,1,4,Eating turkey,4,2,1,5,3,I consent to take part in this study,4,4,4,5,"People are LESS kind, honest, nice, and good today compared to thirty years ago",,"I think that there are many factors that go into the fact that I think people tend to be less kind, honest, nice, and good compared to thirty years ago. I think that technology hinders people's interactions with each other and they are more isolated and don't know how to genuinely communicate with each other. I think that there is a lot of issues in the world that make people more bitter and angry. I think that there are more social pressures and hostilities in today's world than there was decades ago.",43,Female,White,English,,Very Good,Other,sky,Four-year college degree,0,Neither liberal nor conservative,,It was interesting
1/20/20 8:44,1/20/20 8:47,IP Address,100,180,TRUE,1/20/20 8:47,R_1Fb3lMO8iPXYYd7,,,,,29.77200317,-95.36440277,anonymous,EN,Kindergarten,5,4,3,2,1,2138,5,4,2,1,3,Eating turkey,3,5,2,4,1,I consent to take part in this study,3,1 (not very),6,4,"People are MORE kind, honest, nice, and good today compared to thirty years ago",A change in culture and what people feel what is wrong and not wrong and the rise of political correctness ,,25,Male,Hispanic or Latino Origin,English,,Very Good,Other,sky,High school diploma,0,Neither liberal nor conservative,,
1/20/20 8:43,1/20/20 8:47,IP Address,100,244,TRUE,1/20/20 8:47,R_2rxxw1DTZrK7G5v,,,,,42.77900696,-71.47380066,anonymous,EN,Kindergarten,3,2,5,1,4,2138,4,5,3,2,1,Eating turkey,1,3,2,5,4,I consent to take part in this study,5,4,5,6,"People are LESS kind, honest, nice, and good today compared to thirty years ago",,"People are more cynical and the world, in general, is just a worse place to be",36,Male,White,English,,Very Good,Other,sky,Four-year college degree,2,Neither liberal nor conservative,2016,
1/20/20 8:45,1/20/20 8:47,IP Address,100,132,TRUE,1/20/20 8:47,R_1FlVNMkjifsgBKe,,,,,28.47970581,-82.55619812,anonymous,EN,Kindergarten,1,2,4,5,3,2138,5,2,4,1,3,Eating turkey,1,2,4,5,3,I consent to take part in this study,6,3,2,2,"People are MORE kind, honest, nice, and good today compared to thirty years ago",I think social media has opened their eyes to how people are treated and this helps motivate people to be more kind towards others.,,31,Female,White,English,,Very Good,Other,sky,Associate's degree,3,Neither liberal nor conservative,2010,
1/20/20 8:45,1/20/20 8:47,IP Address,100,130,TRUE,1/20/20 8:47,R_3Mm4qkUsve15qdb,,,,,40.4046936,-80.01319885,anonymous,EN,Kindergarten,4,5,2,3,1,2138,2,3,4,5,1,Eating turkey,1,3,5,4,2,I consent to take part in this study,3,5,6,6,"People are LESS kind, honest, nice, and good today compared to thirty years ago",,The rise of Trump and the republican party,55,Male,White,English,,Very Good,Other,sky,Some graduate school,3,Somewhat liberal,1990,
1/20/20 8:43,1/20/20 8:47,IP Address,100,223,TRUE,1/20/20 8:47,R_1N7WQfZNEGXHntZ,,,,,43.57839966,-116.2178955,anonymous,EN,Kindergarten,1,2,3,5,4,2138,1,3,4,2,5,Eating turkey,2,4,1,5,3,I consent to take part in this study,5,5,6,6,"People are LESS kind, honest, nice, and good today compared to thirty years ago",,People have been made to think that they are more important than others.,63,Female,White,English,,Very Good,Other,sky,Four-year college degree,0,Somewhat conservative,,
1/20/20 8:43,1/20/20 8:47,IP Address,100,242,TRUE,1/20/20 8:47,R_27ffx01hCmV8jy6,,,,,35.45570374,-84.6026001,anonymous,EN,Kindergarten,4,1,3,5,2,2138,2,5,4,1,3,Eating turkey,1,3,2,4,5,I consent to take part in this study,4,4,4,5,"People are LESS kind, honest, nice, and good today compared to thirty years ago",,"The twenty-four hour news cycle, as well as constant exposure to social media has made society in general much more politicized and weary of differences in others. It seems like people care more and more about aspects like social class, race, and regional identity. It's like everyone is being stereotyped by everyone else. ",28,Male,White,English,,Very Good,Other,sky,High school diploma,0,Somewhat conservative,,
1/20/20 8:43,1/20/20 8:47,IP Address,100,228,TRUE,1/20/20 8:47,R_1mELt0PmY5Y6znF,,,,,42.01550293,-87.86869812,anonymous,EN,Kindergarten,2,1,5,3,4,2138,3,2,5,4,1,Costumes,3,1,2,4,5,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:47,1/20/20 8:47,IP Address,100,28,TRUE,1/20/20 8:47,R_28B8OdGHWqeYN25,,,,,37.75100708,-97.8219986,anonymous,EN,Kindergarten,2,3,4,5,1,2138,4,3,5,1,2,Trick-or-treating,5,2,4,1,3,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:46,1/20/20 8:47,IP Address,100,60,TRUE,1/20/20 8:47,R_1QLRzlzxtJhdgBo,,,,,47.60920715,-122.3314056,anonymous,EN,Fifth Grade,4,5,2,1,3,2138,3,1,4,5,2,Eating turkey,5,3,4,2,1,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:43,1/20/20 8:47,IP Address,100,247,TRUE,1/20/20 8:47,R_3gRVMRK6smeCvRC,,,,,40.01489258,-75.14389801,anonymous,EN,Kindergarten,2,1,3,4,5,2138,3,1,4,5,2,Eating turkey,4,1,2,5,3,I consent to take part in this study,4,4,7 (very),7 (very),"People are LESS kind, honest, nice, and good today compared to thirty years ago",,The internet and social media gave those a voice who feel offended easily or who just want to emotionally attack people. As the internet progressed so did the hatred of people.,36,Male,White,English,,Very Good,Other,Sky,Graduate school,1,Very conservative,2018,
1/20/20 8:43,1/20/20 8:47,IP Address,100,231,TRUE,1/20/20 8:47,R_YYVclGB7iyD9Ag9,,,,,40.05740356,-75.40170288,anonymous,EN,Kindergarten,1,2,4,3,5,2138,3,4,1,2,5,Eating turkey,5,4,3,1,2,I consent to take part in this study,5,6,6,5,"People are LESS kind, honest, nice, and good today compared to thirty years ago",,The crime rate is going up and there has been a lot of race-related controversies.,31,Male,Asian,English,,Very Good,Other,sky,Four-year college degree,1,Somewhat liberal,2011,
1/20/20 8:45,1/20/20 8:47,IP Address,100,115,TRUE,1/20/20 8:47,R_1E3ViJHMtmu6K7g,,,,,61.20489502,-149.8096008,anonymous,EN,Fifth Grade,1,4,3,5,2,2138,4,5,3,2,1,Trick-or-treating,1,2,3,4,5,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:44,1/20/20 8:47,IP Address,100,229,TRUE,1/20/20 8:47,R_pPJh4gShA9we3mh,,,,,47.60920715,-122.3314056,anonymous,EN,Kindergarten,4,1,3,2,5,2138,3,2,4,1,5,Trick-or-treating,3,4,5,1,2,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:45,1/20/20 8:47,IP Address,100,121,TRUE,1/20/20 8:47,R_Ad22CPPJxmxE2iJ,,,,,42.8704071,-85.66819763,anonymous,EN,Kindergarten,4,5,3,1,2,2138,1,2,3,5,4,Eating turkey,4,1,3,5,2,I consent to take part in this study,5,6,7 (very),5,"People are equally kind, honest, nice, and good today compared to thirty years ago",,,48,Male,White,English,,Very Good,Other,sky,Some college,1,Somewhat conservative,2015,
1/20/20 8:43,1/20/20 8:47,IP Address,100,238,TRUE,1/20/20 8:47,R_2txtCMAhfXYShBl,,,,,42.01550293,-87.86869812,anonymous,EN,Kindergarten,1,2,5,4,3,2138,4,1,2,3,5,Ghosts,1,2,4,5,3,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:47,1/20/20 8:47,IP Address,100,39,TRUE,1/20/20 8:47,R_3q8njEOpWel8coV,,,,,39.78450012,-104.9642029,anonymous,EN,Kindergarten,4,3,1,2,5,2138,2,3,4,5,1,Eating turkey,5,1,3,2,4,I consent to take part in this study,5,6,5,5,"People are equally kind, honest, nice, and good today compared to thirty years ago",,,28,Male,White,English,,Very Good,Other,sky,Graduate school,0,Very conservative,,
1/20/20 8:47,1/20/20 8:48,IP Address,100,12,TRUE,1/20/20 8:48,R_AtEiDfL2BEx5UT7,,,,,47.60920715,-122.3314056,anonymous,EN,Third grade,1,4,5,3,2,112,4,5,2,1,3,Costumes,4,3,5,2,1,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:47,1/20/20 8:48,IP Address,100,15,TRUE,1/20/20 8:48,R_3oI4LHPzyWuQTjA,,,,,37.75100708,-97.8219986,anonymous,EN,Fifth Grade,1,2,3,4,5,2138,4,3,1,5,2,Trick-or-treating,3,1,4,5,2,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:43,1/20/20 8:48,IP Address,100,265,TRUE,1/20/20 8:48,R_rkgrlmBFbFmmm0V,,,,,40.78759766,-74.05999756,anonymous,EN,Third grade,3,4,5,1,2,2138,1,5,2,3,4,Pumpkins,1,2,4,5,3,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:43,1/20/20 8:48,IP Address,100,269,TRUE,1/20/20 8:48,R_1PbjwWxtDoxx7Ky,,,,,40.85470581,-73.92179871,anonymous,EN,Kindergarten,5,2,3,4,1,2138,4,5,3,2,1,Eating turkey,3,1,5,2,4,I consent to take part in this study,2,4,5,6,"People are LESS kind, honest, nice, and good today compared to thirty years ago",,"People's attitude toward others evolved for the worse. Nowadays, people are more aloof and self-serving than 30 years ago.",50,Male,Hispanic or Latino Origin,English,,Very Good,Other,sky,Some college,0,Very liberal,,
1/20/20 8:47,1/20/20 8:48,IP Address,100,26,TRUE,1/20/20 8:48,R_2aCumItjTYXNKpd,,,,,37.75100708,-97.8219986,anonymous,EN,Third grade,1,2,3,4,5,2138,4,1,3,5,2,Trick-or-treating,1,4,5,2,3,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:43,1/20/20 8:48,IP Address,100,277,TRUE,1/20/20 8:48,R_2zUbHWTzKMuvzRe,,,,,41.37860107,-74.6690979,anonymous,EN,Kindergarten,2,5,4,1,3,2138,3,2,4,5,1,Eating turkey,4,1,2,5,3,I consent to take part in this study,6,6,6,7 (very),"People are LESS kind, honest, nice, and good today compared to thirty years ago",,I think people have started to place more value on physical items and less on family and traditions causing it to be a dog eat dog world. Everyone seems to want more than their neighbor.,46,Female,White,English,,Very Good,Other,sky,Associate's degree,1,Very conservative,2015,
1/20/20 8:44,1/20/20 8:48,IP Address,100,246,TRUE,1/20/20 8:48,R_2w5XsU4EghOO7hG,,,,,35.68280029,-78.59770203,anonymous,EN,Kindergarten,4,2,3,5,1,2138,1,2,5,3,4,Eating turkey,3,4,5,2,1,I consent to take part in this study,4,6,6,5,"People are LESS kind, honest, nice, and good today compared to thirty years ago",,own priority changes them,30,Male,Black or African-American,English,,Very Good,Other,sky,Graduate school,1,Somewhat conservative,2014,good
1/20/20 8:47,1/20/20 8:48,IP Address,100,50,TRUE,1/20/20 8:48,R_1NztBHD43phACIs,,,,,35.22900391,-89.51550293,anonymous,EN,Fifth Grade,2,4,3,1,5,2138,2,4,1,5,3,Eating turkey,1,2,4,3,5,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:46,1/20/20 8:48,IP Address,100,95,TRUE,1/20/20 8:48,R_3KqnGG0LogDBZWc,,,,,34.05490112,-118.2577972,anonymous,EN,Kindergarten,2,4,3,1,5,2138,3,2,4,5,1,Eating turkey,3,4,2,1,5,I consent to take part in this study,4,5,5,6,"People are LESS kind, honest, nice, and good today compared to thirty years ago",,Technology and evil movies,44,Male,White,English,,Very Good,Other,sky,Four-year college degree,0,Very conservative,,
1/20/20 8:45,1/20/20 8:48,IP Address,100,165,TRUE,1/20/20 8:48,R_30cnKmRGrSNKeGq,,,,,40.37240601,-78.63279724,anonymous,EN,Kindergarten,1,3,4,2,5,2138,2,4,1,3,5,Eating turkey,1,4,3,2,5,I consent to take part in this study,4,4,5,5,"People are LESS kind, honest, nice, and good today compared to thirty years ago",,"I am only in my twenties so I don't have much experience to go on but it seems like in that time people were more trusting and open, at least when it comes to their community. Unlike today where you have to watch out for everything and always keep your doors locked.",22,Male,White,English,,Very Good,Other,sky,Some college,0,Somewhat liberal,,
1/20/20 8:43,1/20/20 8:48,IP Address,100,292,TRUE,1/20/20 8:48,R_2XbXZXOBDc9GDpG,,,,,42.96560669,-85.65000153,anonymous,EN,Kindergarten,2,1,4,3,5,2138,3,4,2,1,5,Eating turkey,3,5,2,1,4,I consent to take part in this study,4,4,4,5,"People are LESS kind, honest, nice, and good today compared to thirty years ago",,"People have become slightly more self-interested over the past three decades, but not dramatically.",31,Male,White,English,,Very Good,Other,sky,Four-year college degree,0,Very liberal,,
1/20/20 8:48,1/20/20 8:48,IP Address,100,17,TRUE,1/20/20 8:48,R_2rBItzk6z2gRSQw,,,,,37.75100708,-97.8219986,anonymous,EN,Kindergarten,1,3,2,4,5,2138,4,5,2,3,1,Trick-or-treating,2,3,4,5,1,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:48,1/20/20 8:48,IP Address,100,26,TRUE,1/20/20 8:48,R_9viMbUcsM62ulUd,,,,,37.75100708,-97.8219986,anonymous,EN,Fifth Grade,1,3,4,5,2,2138,2,1,4,5,3,Trick-or-treating,3,5,2,1,4,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:44,1/20/20 8:48,IP Address,100,257,TRUE,1/20/20 8:48,R_12FKSQEP2n1BbPJ,,,,,40.75030518,-74.00140381,anonymous,EN,Kindergarten,1,4,3,2,5,2138,5,4,3,2,1,Eating turkey,1,3,4,5,2,I consent to take part in this study,4,4,4,3,"People are LESS kind, honest, nice, and good today compared to thirty years ago",,Compared to thirty years ago people really did not get along so well especially when there was still high rate of discrimination in the 90s.,24,Male,Black or African-American,English,,Very Good,Other,sky,Four-year college degree,1,Somewhat conservative,2015,
1/20/20 8:45,1/20/20 8:48,IP Address,100,214,TRUE,1/20/20 8:48,R_oXDSDM74IgscaEF,,,,,46.92100525,-122.5937958,anonymous,EN,Kindergarten,5,1,3,2,4,2138,5,2,1,4,3,Eating turkey,3,4,2,5,1,I consent to take part in this study,5,6,7 (very),7 (very),"People are LESS kind, honest, nice, and good today compared to thirty years ago",,"I think it has a lot to do with social values changing and morality being challenged. People are more concerned with themselves at the expense of others. It's not true of everyone, but a lot more than it was 30 years ago.",61,Female,White,English,,Very Good,Other,sky,High school diploma,2,Very conservative,1978,
1/20/20 8:44,1/20/20 8:48,IP Address,100,261,TRUE,1/20/20 8:48,R_2VaSSnsJo2lest4,,,,,33.71530151,-84.33119965,anonymous,EN,Kindergarten,4,1,2,3,5,2138,4,3,2,5,1,Eating turkey,1,5,3,2,4,I consent to take part in this study,6,7 (very),6,7 (very),"People are MORE kind, honest, nice, and good today compared to thirty years ago",People most honest and very best communication in world.,,35,Male,Black or African-American,English,,Very Good,Extroverted,,Four-year college degree,1,Very liberal,2006,Nice survey
1/20/20 8:45,1/20/20 8:49,IP Address,100,209,TRUE,1/20/20 8:49,R_3fkQ57CVS7ggJe3,,,,,40.24589539,-83.36029816,anonymous,EN,Kindergarten,1,4,2,5,3,2138,4,3,2,1,5,Eating turkey,4,2,5,1,3,I consent to take part in this study,4,5,6,6,"People are LESS kind, honest, nice, and good today compared to thirty years ago",,I think people have become more cynical and less trusting. I think this is likely due to the increased exposure to news and social media created through technology. People are also more engrossed in their phones and less likely to engage in casual conversation.,29,Male,White,English,,Very Good,Other,sky,Four-year college degree,2,Somewhat conservative,2017,
1/20/20 8:48,1/20/20 8:49,IP Address,100,13,TRUE,1/20/20 8:49,R_2TMkO5sVyyTzEsy,,,,,37.75100708,-97.8219986,anonymous,EN,Ninth Grade,4,3,2,1,5,2138,2,4,5,3,1,Trick-or-treating,4,3,1,5,2,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:48,1/20/20 8:49,IP Address,100,62,TRUE,1/20/20 8:49,R_2YhbaSy3diCX6tp,,,,,61.20489502,-149.8096008,anonymous,EN,Ninth Grade,5,2,3,1,4,2138,3,1,2,5,4,Costumes,4,2,3,1,5,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:47,1/20/20 8:49,IP Address,100,84,TRUE,1/20/20 8:49,R_2rvcfGlfdSLNLKg,,,,,37.49310303,-119.9219055,anonymous,EN,Kindergarten,3,5,1,2,4,2138,4,3,2,1,5,Eating turkey,3,2,1,4,5,I consent to take part in this study,3,6,7 (very),7 (very),"People are LESS kind, honest, nice, and good today compared to thirty years ago",,Change in the way public school is handled and too much technology.,35,Female,White,English,,Very Good,Other,sky,Some college,1,Very conservative,2011,
1/20/20 8:48,1/20/20 8:49,IP Address,100,21,TRUE,1/20/20 8:49,R_O9ZRvoKEVMEbpYd,,,,,45.06480408,-92.84660339,anonymous,EN,Third grade,3,5,1,4,2,2138,3,1,2,4,5,Eating turkey,3,2,5,1,4,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:48,1/20/20 8:49,IP Address,100,20,TRUE,1/20/20 8:49,R_22D2C3BAXjtehUm,,,,,27.29130554,-80.29769897,anonymous,EN,Kindergarten,1,2,5,3,4,2138,5,3,1,2,4,Costumes,1,5,3,2,4,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:46,1/20/20 8:49,IP Address,100,159,TRUE,1/20/20 8:49,R_3HjhpPfZVf0KLX3,,,,,43.18060303,-77.59480286,anonymous,EN,Third grade,4,3,5,2,1,2138,4,5,3,1,2,Eating turkey,1,3,2,5,4,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:43,1/20/20 8:49,IP Address,100,333,TRUE,1/20/20 8:49,R_2UilSZFMHoRe0Wv,,,,,40.75450134,-111.8830032,anonymous,EN,Kindergarten,1,5,4,2,3,2138,4,1,2,5,3,Eating turkey,4,1,2,5,3,I consent to take part in this study,7 (very),5,7 (very),6,"People are MORE kind, honest, nice, and good today compared to thirty years ago","People are more exposed and focused on living well and healthy, People now see a reason to cohabit peacefully.",,56,Male,White,English,,Very Good,Other,sky,Four-year college degree,2,Very liberal,2002,
1/20/20 8:49,1/20/20 8:49,IP Address,100,24,TRUE,1/20/20 8:49,R_2c6PLMx82oKWAOR,,,,,61.20489502,-149.8096008,anonymous,EN,Third grade,1,4,5,3,2,2138,2,1,4,5,3,Costumes,4,3,1,2,5,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:49,1/20/20 8:49,IP Address,100,14,TRUE,1/20/20 8:49,R_AmHNnPHTB7IXtxD,,,,,37.75100708,-97.8219986,anonymous,EN,Fifth Grade,5,2,4,1,3,19,4,3,5,2,1,Trick-or-treating,1,4,5,2,3,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:48,1/20/20 8:50,IP Address,100,134,TRUE,1/20/20 8:50,R_2qDeLHlXsl6CMbo,,,,,42.01550293,-87.86869812,anonymous,EN,Kindergarten,5,2,4,3,1,2138,5,4,3,2,1,Eating turkey,1,2,5,3,4,I consent to take part in this study,6,7 (very),6,7 (very),"People are LESS kind, honest, nice, and good today compared to thirty years ago",,based on daily life ,35,Female,White,English,,Very Good,Other,sky,Associate's degree,2,Very conservative,2014,nice
1/20/20 8:46,1/20/20 8:50,IP Address,100,210,TRUE,1/20/20 8:50,R_yNMhzegi0u5Bfjz,,,,,40.36990356,-74.63809967,anonymous,EN,Kindergarten,1,5,2,3,4,2138,4,1,2,5,3,Eating turkey,2,4,3,1,5,I consent to take part in this study,2,2,2,2,"People are equally kind, honest, nice, and good today compared to thirty years ago",,,48,Male,White,English,,Very Good,Other,sky,High school diploma,0,Very conservative,,
1/20/20 8:49,1/20/20 8:50,IP Address,100,56,TRUE,1/20/20 8:50,R_u4GRf9hDox5G3wR,,,,,33.43930054,-111.7698975,anonymous,EN,Fifth Grade,5,3,1,4,2,2138,2,4,3,1,5,Pumpkins,4,1,2,5,3,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:44,1/20/20 8:50,IP Address,100,326,TRUE,1/20/20 8:50,R_9SJYzwonuDm98gF,,,,,36.07110596,-86.71959686,anonymous,EN,Kindergarten,1,2,5,3,4,2138,1,3,4,2,5,Eating turkey,2,1,3,4,5,I consent to take part in this study,7 (very),7 (very),7 (very),7 (very),"People are MORE kind, honest, nice, and good today compared to thirty years ago",the people kind on happy on the day is good,,35,Male,Black or African-American,English,,Very Good,Other,sky,Four-year college degree,2,Very liberal,2006,good survey
1/20/20 8:50,1/20/20 8:50,IP Address,100,18,TRUE,1/20/20 8:50,R_3ssRAHiTZcLFqIC,,,,,37.75100708,-97.8219986,anonymous,EN,Seventh Grade,4,2,3,5,1,14 Monroe Avenue,2,5,1,3,4,Trick-or-treating,1,4,5,2,3,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:48,1/20/20 8:50,IP Address,100,124,TRUE,1/20/20 8:50,R_2uOIkkzap7FeblG,,,,,41.28840637,-95.99720001,anonymous,EN,Kindergarten,1,4,2,5,3,2138,1,3,5,2,4,Eating turkey,1,4,3,2,5,I consent to take part in this study,6,5,6,5,"People are MORE kind, honest, nice, and good today compared to thirty years ago",good,,31,Male,Hispanic or Latino Origin,English,,Good,Other,sky,Associate's degree,2,Somewhat conservative,2020,good
1/20/20 8:47,1/20/20 8:50,IP Address,100,207,TRUE,1/20/20 8:50,R_1jpI4TONP2gW1ON,,,,,38.3085022,-85.81600189,anonymous,EN,Kindergarten,3,1,4,2,5,2138,1,5,4,3,2,Eating turkey,1,5,3,2,4,I consent to take part in this study,7 (very),6,7 (very),5,"People are MORE kind, honest, nice, and good today compared to thirty years ago",Very nice,,30,Male,Black or African-American,English,,Very Good,Other,sky,Graduate school,1,Very conservative,1900,Good
1/20/20 8:43,1/20/20 8:50,IP Address,100,414,TRUE,1/20/20 8:50,R_1mqpj1ObuB6IXiI,,,,,34.05490112,-118.2577972,anonymous,EN,Kindergarten,4,5,2,1,3,2138,5,4,1,3,2,Eating turkey,4,3,2,1,5,I consent to take part in this study,7 (very),6,7 (very),6,"People are equally kind, honest, nice, and good today compared to thirty years ago",,,35,Male,White,English,,Very Good,Other,sky,Graduate school,2,Very conservative,2015,nice
1/20/20 8:43,1/20/20 8:50,IP Address,100,418,TRUE,1/20/20 8:50,R_2urO7QbZ8e760Mj,,,,,34.02400208,-84.23960114,anonymous,EN,Kindergarten,5,3,2,4,1,112,3,1,4,2,5,Trick-or-treating,1,2,4,3,5,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:49,1/20/20 8:50,IP Address,100,93,TRUE,1/20/20 8:50,R_AjoFQ7qoFJPEJBD,,,,,39.76789856,-75.78489685,anonymous,EN,Kindergarten,4,1,2,5,3,2138,1,2,5,3,4,Eating turkey,5,4,2,1,3,I consent to take part in this study,4,4,4,5,"People are LESS kind, honest, nice, and good today compared to thirty years ago",,"I think people have more outlets to be less kind then they did back then, and this causes them to feel more comfortable not being nice to other people. ",24,Male,More than 1 of the above,English,,Very Good,Other,sky,Four-year college degree,0,Somewhat liberal,,
1/20/20 8:50,1/20/20 8:50,IP Address,100,17,TRUE,1/20/20 8:50,R_1GCwNlXyZBjhbkR,,,,,37.75100708,-97.8219986,anonymous,EN,Kindergarten,5,4,2,3,1,7TX 4LZ,1,3,2,4,5,Trick-or-treating,2,1,3,5,4,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:50,1/20/20 8:50,IP Address,100,28,TRUE,1/20/20 8:50,R_W8xH4zO10ZFWHcJ,,,,,33.43930054,-111.7698975,anonymous,EN,Third grade,5,2,4,3,1,2138,5,1,4,2,3,Pumpkins,2,3,4,1,5,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:49,1/20/20 8:51,IP Address,100,76,TRUE,1/20/20 8:51,R_2VkicVcY3NYmcXC,,,,,39.5953064,-79.92289734,anonymous,EN,Kindergarten,3,5,4,2,1,2138,3,4,2,5,1,Eating turkey,3,5,1,2,4,I consent to take part in this study,5,5,6,6,"People are equally kind, honest, nice, and good today compared to thirty years ago",,,28,Male,White,English,,Very Good,Other,sky,Four-year college degree,0,Somewhat liberal,,
1/20/20 8:49,1/20/20 8:51,IP Address,100,69,TRUE,1/20/20 8:51,R_8x1sqB0Vd2WC7m1,,,,,35.60270691,-92.27420044,anonymous,EN,Kindergarten,5,4,1,2,3,2138,3,5,4,2,1,Eating turkey,3,5,1,4,2,I consent to take part in this study,6,6,6,6,"People are equally kind, honest, nice, and good today compared to thirty years ago",,,52,Male,White,English,,Very Good,Other,sky,Graduate school,2,Somewhat conservative,1991,
