"subId","covid_concern","covid_cases_personal","OUS1","OUS2","OUS3","OUS4","OUS5","OUS6","OUS7","OUS8","OUS9","gender","age","race","education","income","pol_ideology","religiosity","number_covid_studies","similarity_covid_studies","redcross_reliable","check_embezzle_clear","argument","gender_recode","race_recode","exclude_behav","avg_OUS_IB","avg_OUS_IH","dimension","dilemma","behav","moral","support","trustOther","trustworthy","avg_trust"
81,"3","No",5,5,6,7,6,2,1,2,2,"Female","21","Hispanic, Latino, or Spanish origin","2","2","4","3","1-5","Moderately similar","3","Yes","Utilitarian","Female","Other",0,5.5,2,"IB","medicine",NA,"7","7",6,7,6.5
81,"3","No",5,5,6,7,6,2,1,2,2,"Female","21","Hispanic, Latino, or Spanish origin","2","2","4","3","1-5","Moderately similar","3","Yes","Utilitarian","Female","Other",0,5.5,2,"IH","lockdown","Utilitarian","5","5",NA,NA,NA
82,"5","Yes",3,3,3,5,5,3,5,5,3,"Female","42","White","4","5","3","2","11-20","Slightly similar","2","Yes","Non-Utilitarian","Female","White",0,4,3,"IH","ventilator",NA,"2","5",5,5,5
82,"5","Yes",3,3,3,5,5,3,5,5,3,"Female","42","White","4","5","3","2","11-20","Slightly similar","2","Yes","Non-Utilitarian","Female","White",0,4,3,"IB","ppe","Utilitarian","5","2",NA,NA,NA
82,"5","Yes",3,3,3,5,5,3,5,5,3,"Female","42","White","4","5","3","2","11-20","Slightly similar","2","Yes","Non-Utilitarian","Female","White",0,4,3,"IH","lockdown",NA,"3","3",6,6,6
83,"7","Yes",4,5,5,5,3,4,2,2,4,"Female","37","White","5","10","3","5","1-5","Not at all similar","3","No","Non-Utilitarian","Female","White",1,3.5,4,"IH","lockdown","Non-Utilitarian","4","2",NA,NA,NA
83,"7","Yes",4,5,5,5,3,4,2,2,4,"Female","37","White","5","10","3","5","1-5","Not at all similar","3","No","Non-Utilitarian","Female","White",1,3.5,4,"IB","ppe",NA,"7","6",3,3,3
83,"7","Yes",4,5,5,5,3,4,2,2,4,"Female","37","White","5","10","3","5","1-5","Not at all similar","3","No","Non-Utilitarian","Female","White",1,3.5,4,"IB","medicine",NA,"6","5",4,4,4
84,"5","No",3,5,6,2,6,5,6,2,4,"Male","31","White","3","5","7","6","6-10","Slightly similar","4","Yes","Utilitarian","Male","White",0,4.5,4.5,"IB","ppe","Non-Utilitarian","1","1",NA,NA,NA
84,"5","No",3,5,6,2,6,5,6,2,4,"Male","31","White","3","5","7","6","6-10","Slightly similar","4","Yes","Utilitarian","Male","White",0,4.5,4.5,"IH","lockdown",NA,"7","7",7,7,7
84,"5","No",3,5,6,2,6,5,6,2,4,"Male","31","White","3","5","7","6","6-10","Slightly similar","4","Yes","Utilitarian","Male","White",0,4.5,4.5,"IH","ventilator",NA,"3","2",4,3,3.5
85,"7","No",4,5,6,5,5,3,6,3,5,"Male","19","White","2","4","1","4","1-5","Slightly similar","5","Yes","Non-Utilitarian","Male","White",0,4.5,4,"IB","medicine",NA,"5","3",2,3,2.5
85,"7","No",4,5,6,5,5,3,6,3,5,"Male","19","White","2","4","1","4","1-5","Slightly similar","5","Yes","Non-Utilitarian","Male","White",0,4.5,4,"IH","lockdown","Non-Utilitarian","2","2",NA,NA,NA
85,"7","No",4,5,6,5,5,3,6,3,5,"Male","19","White","2","4","1","4","1-5","Slightly similar","5","Yes","Non-Utilitarian","Male","White",0,4.5,4,"IB","ppe",NA,"5","4",2,3,2.5
86,"7","Unsure",4,4,4,3,5,4,5,4,4,"Female","44","White","2","5","4","1","more than 50","Moderately similar","3","Yes","Non-Utilitarian","Female","White",0,4.5,4,"IH","lockdown",NA,"3","3",4,4,4
86,"7","Unsure",4,4,4,3,5,4,5,4,4,"Female","44","White","2","5","4","1","more than 50","Moderately similar","3","Yes","Non-Utilitarian","Female","White",0,4.5,4,"IB","medicine","Non-Utilitarian","3","2",NA,NA,NA
86,"7","Unsure",4,4,4,3,5,4,5,4,4,"Female","44","White","2","5","4","1","more than 50","Moderately similar","3","Yes","Non-Utilitarian","Female","White",0,4.5,4,"IH","ventilator",NA,"4","4",4,4,4
87,"7","No",4,4,6,4,4,1,1,2,1,"Female","39","White","1","3","4","5","6-10","Slightly similar","3","Yes","Non-Utilitarian","Female","White",0,4,1,"IH","ventilator",NA,"3","1",6,6,6
87,"7","No",4,4,6,4,4,1,1,2,1,"Female","39","White","1","3","4","5","6-10","Slightly similar","3","Yes","Non-Utilitarian","Female","White",0,4,1,"IH","lockdown",NA,"2","1",6,6,6
87,"7","No",4,4,6,4,4,1,1,2,1,"Female","39","White","1","3","4","5","6-10","Slightly similar","3","Yes","Non-Utilitarian","Female","White",0,4,1,"IB","ppe","Utilitarian","4","4",NA,NA,NA
88,"6","Yes",5,5,6,3,6,5,6,5,5,"Male","35","White","5","7","1","1","21-50","Slightly similar","4","Yes","Utilitarian","Male","White",0,5.5,5,"IH","lockdown",NA,"2","2",3,3,3
88,"6","Yes",5,5,6,3,6,5,6,5,5,"Male","35","White","5","7","1","1","21-50","Slightly similar","4","Yes","Utilitarian","Male","White",0,5.5,5,"IB","ppe","Utilitarian","6","3",NA,NA,NA
88,"6","Yes",5,5,6,3,6,5,6,5,5,"Male","35","White","5","7","1","1","21-50","Slightly similar","4","Yes","Utilitarian","Male","White",0,5.5,5,"IH","ventilator",NA,"3","5",6,6,6
89,"6","No",5,4,4,3,4,6,5,5,4,"Male","36","White","5","8","2","6","0","Very similar","4","Yes","Utilitarian","Male","White",0,4.5,5,"IH","lockdown",NA,"4","4",4,4,4
89,"6","No",5,4,4,3,4,6,5,5,4,"Male","36","White","5","8","2","6","0","Very similar","4","Yes","Utilitarian","Male","White",0,4.5,5,"IB","ppe","Non-Utilitarian","4","1",NA,NA,NA
89,"6","No",5,4,4,3,4,6,5,5,4,"Male","36","White","5","8","2","6","0","Very similar","4","Yes","Utilitarian","Male","White",0,4.5,5,"IH","ventilator",NA,"3","2",4,6,5
90,"7","No",1,1,3,3,3,3,3,4,3,"Male","47","Asian","4","9","4","1","21-50","Slightly similar","3","Yes","Utilitarian","Male","Asian",0,2,3,"IH","lockdown",NA,"2","2",2,2,2
90,"7","No",1,1,3,3,3,3,3,4,3,"Male","47","Asian","4","9","4","1","21-50","Slightly similar","3","Yes","Utilitarian","Male","Asian",0,2,3,"IB","ppe","Non-Utilitarian","3","1",NA,NA,NA
90,"7","No",1,1,3,3,3,3,3,4,3,"Male","47","Asian","4","9","4","1","21-50","Slightly similar","3","Yes","Utilitarian","Male","Asian",0,2,3,"IH","ventilator",NA,"4","6",4,4,4
91,"1","Yes",1,1,2,1,5,6,1,6,7,"Male","40","White","5","7","5","6","1-5","Slightly similar","3","Yes","Utilitarian","Male","White",0,3,6.5,"IB","medicine","Non-Utilitarian","4","1",NA,NA,NA
91,"1","Yes",1,1,2,1,5,6,1,6,7,"Male","40","White","5","7","5","6","1-5","Slightly similar","3","Yes","Utilitarian","Male","White",0,3,6.5,"IH","ventilator",NA,"7","7",7,7,7
91,"1","Yes",1,1,2,1,5,6,1,6,7,"Male","40","White","5","7","5","6","1-5","Slightly similar","3","Yes","Utilitarian","Male","White",0,3,6.5,"IH","lockdown",NA,"7","7",7,7,7
92,"7","Unsure",3,5,5,3,3,3,5,5,5,"Male","25","White","2","3","5","3","6-10","Slightly similar","3","Yes","Non-Utilitarian","Male","White",0,3,4,"IH","ventilator",NA,"5","5",5,5,5
92,"7","Unsure",3,5,5,3,3,3,5,5,5,"Male","25","White","2","3","5","3","6-10","Slightly similar","3","Yes","Non-Utilitarian","Male","White",0,3,4,"IH","lockdown",NA,"5","5",6,6,6
92,"7","Unsure",3,5,5,3,3,3,5,5,5,"Male","25","White","2","3","5","3","6-10","Slightly similar","3","Yes","Non-Utilitarian","Male","White",0,3,4,"IB","ppe","Non-Utilitarian","3","2",NA,NA,NA
93,"6","Unsure",5,3,3,5,4,4,5,5,5,"Male","18","Asian","1","1","4","4","6-10","Moderately similar","4","Yes","Non-Utilitarian","Male","Asian",0,4.5,4.5,"IH","ventilator","Non-Utilitarian","2","4",NA,NA,NA
93,"6","Unsure",5,3,3,5,4,4,5,5,5,"Male","18","Asian","1","1","4","4","6-10","Moderately similar","4","Yes","Non-Utilitarian","Male","Asian",0,4.5,4.5,"IB","medicine",NA,"5","5",3,4,3.5
93,"6","Unsure",5,3,3,5,4,4,5,5,5,"Male","18","Asian","1","1","4","4","6-10","Moderately similar","4","Yes","Non-Utilitarian","Male","Asian",0,4.5,4.5,"IB","ppe",NA,"5","5",3,3,3
94,"6","No",6,6,7,6,4,3,1,2,6,"Female","33","Hispanic, Latino, or Spanish origin","4","6","5","5","0","Moderately similar","3","Yes","Non-Utilitarian","Female","Other",0,5,4.5,"IH","ventilator","Non-Utilitarian","5","5",NA,NA,NA
94,"6","No",6,6,7,6,4,3,1,2,6,"Female","33","Hispanic, Latino, or Spanish origin","4","6","5","5","0","Moderately similar","3","Yes","Non-Utilitarian","Female","Other",0,5,4.5,"IB","medicine",NA,"6","7",4,4,4
94,"6","No",6,6,7,6,4,3,1,2,6,"Female","33","Hispanic, Latino, or Spanish origin","4","6","5","5","0","Moderately similar","3","Yes","Non-Utilitarian","Female","Other",0,5,4.5,"IB","ppe",NA,"1","7",4,4,4
95,"6","No",2,5,5,6,6,2,2,4,1,"Male","40","Hispanic, Latino, or Spanish origin,Asian","4","6","1","1","6-10","Not at all similar","5","Yes","Utilitarian","Male","Other",0,4,1.5,"IB","medicine",NA,"5","2",1,6,3.5
95,"6","No",2,5,5,6,6,2,2,4,1,"Male","40","Hispanic, Latino, or Spanish origin,Asian","4","6","1","1","6-10","Not at all similar","5","Yes","Utilitarian","Male","Other",0,4,1.5,"IH","lockdown","Non-Utilitarian","1","1",NA,NA,NA
95,"6","No",2,5,5,6,6,2,2,4,1,"Male","40","Hispanic, Latino, or Spanish origin,Asian","4","6","1","1","6-10","Not at all similar","5","Yes","Utilitarian","Male","Other",0,4,1.5,"IB","ppe",NA,"7","1",2,6,4
96,"5","No",1,1,5,5,3,2,2,1,3,"Male","29","White,Hispanic, Latino, or Spanish origin","4","8","6","6","6-10","Slightly similar","4","Yes","Utilitarian","Male","Other",0,2,2.5,"IB","ppe","Utilitarian","5","3",NA,NA,NA
96,"5","No",1,1,5,5,3,2,2,1,3,"Male","29","White,Hispanic, Latino, or Spanish origin","4","8","6","6","6-10","Slightly similar","4","Yes","Utilitarian","Male","Other",0,2,2.5,"IH","lockdown",NA,"4","3",3,4,3.5
96,"5","No",1,1,5,5,3,2,2,1,3,"Male","29","White,Hispanic, Latino, or Spanish origin","4","8","6","6","6-10","Slightly similar","4","Yes","Utilitarian","Male","Other",0,2,2.5,"IH","ventilator",NA,"3","2",4,4,4
97,"6","Yes",1,1,1,2,1,3,1,7,7,"Male","60","White,American Indian or Alaska Native","5","7","6","6","1-5","Not at all similar","3","Yes","Non-Utilitarian","Male","Other",0,1,5,"IB","medicine",NA,"1","1",4,4,4
97,"6","Yes",1,1,1,2,1,3,1,7,7,"Male","60","White,American Indian or Alaska Native","5","7","6","6","1-5","Not at all similar","3","Yes","Non-Utilitarian","Male","Other",0,1,5,"IH","lockdown","Utilitarian","7","7",NA,NA,NA
97,"6","Yes",1,1,1,2,1,3,1,7,7,"Male","60","White,American Indian or Alaska Native","5","7","6","6","1-5","Not at all similar","3","Yes","Non-Utilitarian","Male","Other",0,1,5,"IB","ppe",NA,"1","1",4,4,4
98,"7","Yes",6,1,1,3,7,3,2,5,4,"Female","19","Asian","2","1","4","3","1-5","Slightly similar","3","Yes","Non-Utilitarian","Female","Asian",0,6.5,3.5,"IB","medicine","Utilitarian","7","7",NA,NA,NA
98,"7","Yes",6,1,1,3,7,3,2,5,4,"Female","19","Asian","2","1","4","3","1-5","Slightly similar","3","Yes","Non-Utilitarian","Female","Asian",0,6.5,3.5,"IH","lockdown",NA,"1","1",7,7,7
98,"7","Yes",6,1,1,3,7,3,2,5,4,"Female","19","Asian","2","1","4","3","1-5","Slightly similar","3","Yes","Non-Utilitarian","Female","Asian",0,6.5,3.5,"IH","ventilator",NA,"4","3",4,5,4.5
99,"4","No",2,2,1,1,2,2,6,4,6,"Male","64","White","4","10","5","1","6-10","Slightly similar","5","Yes","Utilitarian","Male","White",0,2,4,"IB","medicine",NA,"4","1",5,5,5
99,"4","No",2,2,1,1,2,2,6,4,6,"Male","64","White","4","10","5","1","6-10","Slightly similar","5","Yes","Utilitarian","Male","White",0,2,4,"IB","ppe",NA,"4","1",5,5,5
99,"4","No",2,2,1,1,2,2,6,4,6,"Male","64","White","4","10","5","1","6-10","Slightly similar","5","Yes","Utilitarian","Male","White",0,2,4,"IH","lockdown","Non-Utilitarian","3","3",NA,NA,NA
100,"5","No",2,3,5,4,3,4,1,3,3,"Male","49","White","4","5","4","2","6-10","Not at all similar","5","Yes","Non-Utilitarian","Male","White",0,2.5,3.5,"IH","lockdown",NA,"3","2",5,4,4.5
100,"5","No",2,3,5,4,3,4,1,3,3,"Male","49","White","4","5","4","2","6-10","Not at all similar","5","Yes","Non-Utilitarian","Male","White",0,2.5,3.5,"IB","medicine","Utilitarian","6","5",NA,NA,NA
100,"5","No",2,3,5,4,3,4,1,3,3,"Male","49","White","4","5","4","2","6-10","Not at all similar","5","Yes","Non-Utilitarian","Male","White",0,2.5,3.5,"IH","ventilator",NA,"2","1",6,5,5.5
101,"7","Yes",3,3,5,5,6,1,2,2,2,"Female","61","White","5","9","4","2","0","Not at all similar","4","Yes","Utilitarian","Female","White",0,4.5,1.5,"IH","ventilator",NA,"2","1",3,4,3.5
101,"7","Yes",3,3,5,5,6,1,2,2,2,"Female","61","White","5","9","4","2","0","Not at all similar","4","Yes","Utilitarian","Female","White",0,4.5,1.5,"IH","lockdown",NA,"1","1",1,2,1.5
101,"7","Yes",3,3,5,5,6,1,2,2,2,"Female","61","White","5","9","4","2","0","Not at all similar","4","Yes","Utilitarian","Female","White",0,4.5,1.5,"IB","ppe","Utilitarian","6","6",NA,NA,NA
102,"7","No",2,3,7,5,5,2,4,2,2,"Female","27","White","1","5","1","1","6-10","Not at all similar","4","Yes","Non-Utilitarian","Female","White",0,3.5,2,"IB","ppe",NA,"7","6",1,1,1
102,"7","No",2,3,7,5,5,2,4,2,2,"Female","27","White","1","5","1","1","6-10","Not at all similar","4","Yes","Non-Utilitarian","Female","White",0,3.5,2,"IH","lockdown","Non-Utilitarian","1","1",NA,NA,NA
102,"7","No",2,3,7,5,5,2,4,2,2,"Female","27","White","1","5","1","1","6-10","Not at all similar","4","Yes","Non-Utilitarian","Female","White",0,3.5,2,"IB","medicine",NA,"7","6",1,2,1.5
103,"7","Yes",5,5,7,1,7,1,1,1,1,"Male","23","Asian","1","10","1","7","1-5","Not at all similar","5","Yes","Non-Utilitarian","Male","Asian",0,6,1,"IB","medicine","Utilitarian","4","7",NA,NA,NA
103,"7","Yes",5,5,7,1,7,1,1,1,1,"Male","23","Asian","1","10","1","7","1-5","Not at all similar","5","Yes","Non-Utilitarian","Male","Asian",0,6,1,"IH","lockdown",NA,"3","1",7,7,7
103,"7","Yes",5,5,7,1,7,1,1,1,1,"Male","23","Asian","1","10","1","7","1-5","Not at all similar","5","Yes","Non-Utilitarian","Male","Asian",0,6,1,"IH","ventilator",NA,"4","1",7,7,7
104,"4","No",5,7,7,2,1,7,4,7,7,"Male","36","White","5","9","7","7","6-10","Not at all similar","5","Yes","Utilitarian","Male","White",0,3,7,"IH","ventilator","Non-Utilitarian","4","5",NA,NA,NA
104,"4","No",5,7,7,2,1,7,4,7,7,"Male","36","White","5","9","7","7","6-10","Not at all similar","5","Yes","Utilitarian","Male","White",0,3,7,"IB","ppe",NA,"7","2",6,6,6
104,"4","No",5,7,7,2,1,7,4,7,7,"Male","36","White","5","9","7","7","6-10","Not at all similar","5","Yes","Utilitarian","Male","White",0,3,7,"IB","medicine",NA,"7","2",6,6,6
105,"3","Yes",4,2,6,6,1,7,6,7,7,"Male","19","White","2","4","7","5","1-5","Moderately similar","4","Yes","Utilitarian","Male","White",0,2.5,7,"IB","medicine",NA,"4","7",7,7,7
105,"3","Yes",4,2,6,6,1,7,6,7,7,"Male","19","White","2","4","7","5","1-5","Moderately similar","4","Yes","Utilitarian","Male","White",0,2.5,7,"IH","ventilator","Non-Utilitarian","1","1",NA,NA,NA
105,"3","Yes",4,2,6,6,1,7,6,7,7,"Male","19","White","2","4","7","5","1-5","Moderately similar","4","Yes","Utilitarian","Male","White",0,2.5,7,"IB","ppe",NA,"3","5",3,5,4
106,"7","No",6,7,5,1,7,1,2,5,3,"Female","18","White","1","1","1","6","1-5","Not at all similar","4","Yes","Non-Utilitarian","Female","White",0,6.5,2,"IH","ventilator",NA,"5","5",6,6,6
106,"7","No",6,7,5,1,7,1,2,5,3,"Female","18","White","1","1","1","6","1-5","Not at all similar","4","Yes","Non-Utilitarian","Female","White",0,6.5,2,"IH","lockdown",NA,"1","3",7,6,6.5
106,"7","No",6,7,5,1,7,1,2,5,3,"Female","18","White","1","1","1","6","1-5","Not at all similar","4","Yes","Non-Utilitarian","Female","White",0,6.5,2,"IB","ppe","Non-Utilitarian","7","1",NA,NA,NA
107,"6","No",1,1,1,2,1,4,1,1,3,"Male","57","White","1","4","5","6","1-5","Not at all similar","2","Yes","Utilitarian","Male","White",0,1,3.5,"IH","ventilator",NA,"4","1",3,5,4
107,"6","No",1,1,1,2,1,4,1,1,3,"Male","57","White","1","4","5","6","1-5","Not at all similar","2","Yes","Utilitarian","Male","White",0,1,3.5,"IB","ppe","Non-Utilitarian","1","1",NA,NA,NA
107,"6","No",1,1,1,2,1,4,1,1,3,"Male","57","White","1","4","5","6","1-5","Not at all similar","2","Yes","Utilitarian","Male","White",0,1,3.5,"IH","lockdown",NA,"1","1",1,1,1
108,"6","Yes",2,5,5,5,5,6,6,5,6,"Male","45","White","5","10","6","6","1-5","Not at all similar","4","Yes","Utilitarian","Male","White",0,3.5,6,"IH","lockdown","Non-Utilitarian","1","5",NA,NA,NA
108,"6","Yes",2,5,5,5,5,6,6,5,6,"Male","45","White","5","10","6","6","1-5","Not at all similar","4","Yes","Utilitarian","Male","White",0,3.5,6,"IB","medicine",NA,"6","3",6,3,4.5
108,"6","Yes",2,5,5,5,5,6,6,5,6,"Male","45","White","5","10","6","6","1-5","Not at all similar","4","Yes","Utilitarian","Male","White",0,3.5,6,"IB","ppe",NA,"6","2",5,4,4.5
109,"5","No",5,5,5,5,5,3,5,5,6,"Male","19","American Indian or Alaska Native","1","6","4","1","1-5","Slightly similar","3","Yes","Utilitarian","Male","Other",0,5,4.5,"IB","ppe",NA,"6","6",7,6,6.5
109,"5","No",5,5,5,5,5,3,5,5,6,"Male","19","American Indian or Alaska Native","1","6","4","1","1-5","Slightly similar","3","Yes","Utilitarian","Male","Other",0,5,4.5,"IH","ventilator","Utilitarian","5","5",NA,NA,NA
109,"5","No",5,5,5,5,5,3,5,5,6,"Male","19","American Indian or Alaska Native","1","6","4","1","1-5","Slightly similar","3","Yes","Utilitarian","Male","Other",0,5,4.5,"IB","medicine",NA,"6","6",7,7,7
110,"4","No",4,4,4,4,4,4,4,4,4,"Male","26","Asian","4","6","2","1","6-10","Slightly similar","3","Yes","Non-Utilitarian","Male","Asian",0,4,4,"IH","ventilator",NA,"5","4",3,4,3.5
110,"4","No",4,4,4,4,4,4,4,4,4,"Male","26","Asian","4","6","2","1","6-10","Slightly similar","3","Yes","Non-Utilitarian","Male","Asian",0,4,4,"IH","lockdown",NA,"2","1",6,4,5
110,"4","No",4,4,4,4,4,4,4,4,4,"Male","26","Asian","4","6","2","1","6-10","Slightly similar","3","Yes","Non-Utilitarian","Male","Asian",0,4,4,"IB","ppe","Utilitarian","7","6",NA,NA,NA
111,"7","No",6,6,5,5,7,2,2,6,2,"Female","21","White","1","4","3","1","1-5","Moderately similar","3","Yes","Utilitarian","Female","White",0,6.5,2,"IB","ppe","Non-Utilitarian","6","3",NA,NA,NA
111,"7","No",6,6,5,5,7,2,2,6,2,"Female","21","White","1","4","3","1","1-5","Moderately similar","3","Yes","Utilitarian","Female","White",0,6.5,2,"IH","ventilator",NA,"1","1",1,2,1.5
111,"7","No",6,6,5,5,7,2,2,6,2,"Female","21","White","1","4","3","1","1-5","Moderately similar","3","Yes","Utilitarian","Female","White",0,6.5,2,"IH","lockdown",NA,"1","1",1,3,2
112,"6","No",2,4,4,5,5,2,2,2,3,"Female","21","Asian","2","3","2","2","6-10","Moderately similar","2","Yes","Non-Utilitarian","Female","Asian",0,3.5,2.5,"IB","ppe",NA,"4","2",4,4,4
112,"6","No",2,4,4,5,5,2,2,2,3,"Female","21","Asian","2","3","2","2","6-10","Moderately similar","2","Yes","Non-Utilitarian","Female","Asian",0,3.5,2.5,"IB","medicine",NA,"5","5",3,2,2.5
112,"6","No",2,4,4,5,5,2,2,2,3,"Female","21","Asian","2","3","2","2","6-10","Moderately similar","2","Yes","Non-Utilitarian","Female","Asian",0,3.5,2.5,"IH","lockdown","Non-Utilitarian","3","2",NA,NA,NA
113,"5","No",2,3,3,2,6,2,4,2,5,"Female","28","White","4","7","4","6","0",NA,"3","Yes","Utilitarian","Female","White",0,4,3.5,"IH","ventilator",NA,"5","5",6,6,6
113,"5","No",2,3,3,2,6,2,4,2,5,"Female","28","White","4","7","4","6","0",NA,"3","Yes","Utilitarian","Female","White",0,4,3.5,"IH","lockdown",NA,"2","2",3,3,3
113,"5","No",2,3,3,2,6,2,4,2,5,"Female","28","White","4","7","4","6","0",NA,"3","Yes","Utilitarian","Female","White",0,4,3.5,"IB","ppe","Non-Utilitarian","3","2",NA,NA,NA
114,"7","No",4,7,7,7,4,2,4,1,4,"Male","26","Hispanic, Latino, or Spanish origin","2","5","1","1","1-5","Not at all similar","1","Yes","Non-Utilitarian","Male","Other",1,4,3,"IB","medicine","Utilitarian","4","4",NA,NA,NA
114,"7","No",4,7,7,7,4,2,4,1,4,"Male","26","Hispanic, Latino, or Spanish origin","2","5","1","1","1-5","Not at all similar","1","Yes","Non-Utilitarian","Male","Other",1,4,3,"IH","ventilator",NA,"1","1",4,4,4
114,"7","No",4,7,7,7,4,2,4,1,4,"Male","26","Hispanic, Latino, or Spanish origin","2","5","1","1","1-5","Not at all similar","1","Yes","Non-Utilitarian","Male","Other",1,4,3,"IH","lockdown",NA,"1","1",4,4,4
115,"6","No",5,2,5,5,3,5,3,2,5,"Male","24","White","4","5","2","2","0",NA,"4","Yes","Utilitarian","Male","White",0,4,5,"IB","medicine",NA,"6","7",5,6,5.5
115,"6","No",5,2,5,5,3,5,3,2,5,"Male","24","White","4","5","2","2","0",NA,"4","Yes","Utilitarian","Male","White",0,4,5,"IH","ventilator","Utilitarian","5","6",NA,NA,NA
115,"6","No",5,2,5,5,3,5,3,2,5,"Male","24","White","4","5","2","2","0",NA,"4","Yes","Utilitarian","Male","White",0,4,5,"IB","ppe",NA,"6","7",5,6,5.5
116,"6","No",5,4,6,6,5,4,3,4,4,"Female","27","White","4","6","4","1","1-5","Not at all similar","3","Yes","Utilitarian","Female","White",0,5,4,"IB","medicine",NA,"4","7",4,5,4.5
116,"6","No",5,4,6,6,5,4,3,4,4,"Female","27","White","4","6","4","1","1-5","Not at all similar","3","Yes","Utilitarian","Female","White",0,5,4,"IH","ventilator","Non-Utilitarian","4","1",NA,NA,NA
116,"6","No",5,4,6,6,5,4,3,4,4,"Female","27","White","4","6","4","1","1-5","Not at all similar","3","Yes","Utilitarian","Female","White",0,5,4,"IB","ppe",NA,"4","7",4,4,4
117,"5","No",4,1,4,2,4,1,1,4,1,"Male","28","Asian","3","3","4","7","0","Not at all similar","4","Yes","Utilitarian","Male","Asian",0,4,1,"IH","ventilator","Non-Utilitarian","1","1",NA,NA,NA
117,"5","No",4,1,4,2,4,1,1,4,1,"Male","28","Asian","3","3","4","7","0","Not at all similar","4","Yes","Utilitarian","Male","Asian",0,4,1,"IB","ppe",NA,"4","1",4,4,4
117,"5","No",4,1,4,2,4,1,1,4,1,"Male","28","Asian","3","3","4","7","0","Not at all similar","4","Yes","Utilitarian","Male","Asian",0,4,1,"IB","medicine",NA,"4","1",4,4,4
118,"5","No",3,3,2,3,1,3,3,4,3,"Female","32","White","2","1","4","4","6-10","Slightly similar","2","Yes","Utilitarian","Female","White",0,2,3,"IB","ppe",NA,"7","5",5,5,5
118,"5","No",3,3,2,3,1,3,3,4,3,"Female","32","White","2","1","4","4","6-10","Slightly similar","2","Yes","Utilitarian","Female","White",0,2,3,"IH","lockdown","Utilitarian","4","5",NA,NA,NA
118,"5","No",3,3,2,3,1,3,3,4,3,"Female","32","White","2","1","4","4","6-10","Slightly similar","2","Yes","Utilitarian","Female","White",0,2,3,"IB","medicine",NA,"7","5",5,5,5
119,"7","No",3,4,4,5,5,3,5,4,2,"Male","21","White","1","1","5","1","1-5","Slightly similar","4","Yes","Utilitarian","Male","White",0,4,2.5,"IH","lockdown",NA,"3","2",3,3,3
119,"7","No",3,4,4,5,5,3,5,4,2,"Male","21","White","1","1","5","1","1-5","Slightly similar","4","Yes","Utilitarian","Male","White",0,4,2.5,"IH","ventilator",NA,"2","1",4,4,4
119,"7","No",3,4,4,5,5,3,5,4,2,"Male","21","White","1","1","5","1","1-5","Slightly similar","4","Yes","Utilitarian","Male","White",0,4,2.5,"IB","medicine","Utilitarian","7","7",NA,NA,NA
120,"5","No",2,6,6,4,5,5,1,4,3,"Female","24","White","4","2","2","2","6-10","Slightly similar","2","Yes","Utilitarian","Female","White",0,3.5,4,"IH","lockdown",NA,"3","2",2,3,2.5
120,"5","No",2,6,6,4,5,5,1,4,3,"Female","24","White","4","2","2","2","6-10","Slightly similar","2","Yes","Utilitarian","Female","White",0,3.5,4,"IH","ventilator",NA,"3","2",2,2,2
120,"5","No",2,6,6,4,5,5,1,4,3,"Female","24","White","4","2","2","2","6-10","Slightly similar","2","Yes","Utilitarian","Female","White",0,3.5,4,"IB","medicine","Utilitarian","4","2",NA,NA,NA
121,"5","No",5,5,5,4,5,2,5,4,3,"Female","31","White","5","9","5","4","11-20","Not at all similar","4","Yes","Non-Utilitarian","Female","White",0,5,2.5,"IH","lockdown",NA,"4","5",4,5,4.5
121,"5","No",5,5,5,4,5,2,5,4,3,"Female","31","White","5","9","5","4","11-20","Not at all similar","4","Yes","Non-Utilitarian","Female","White",0,5,2.5,"IH","ventilator",NA,"2","2",6,6,6
121,"5","No",5,5,5,4,5,2,5,4,3,"Female","31","White","5","9","5","4","11-20","Not at all similar","4","Yes","Non-Utilitarian","Female","White",0,5,2.5,"IB","ppe","Non-Utilitarian","3","2",NA,NA,NA
122,"6","No",4,2,4,2,5,6,2,5,5,"Male","21","White","2","8","4","1","11-20","Moderately similar","3","Yes","Utilitarian","Male","White",0,4.5,5.5,"IH","lockdown",NA,"2","2",3,2,2.5
122,"6","No",4,2,4,2,5,6,2,5,5,"Male","21","White","2","8","4","1","11-20","Moderately similar","3","Yes","Utilitarian","Male","White",0,4.5,5.5,"IH","ventilator",NA,"5","7",6,6,6
122,"6","No",4,2,4,2,5,6,2,5,5,"Male","21","White","2","8","4","1","11-20","Moderately similar","3","Yes","Utilitarian","Male","White",0,4.5,5.5,"IB","medicine","Utilitarian","6","4",NA,NA,NA
123,"7","No",5,6,6,5,5,4,2,4,2,"Female","21","Hispanic, Latino, or Spanish origin","2","3","2","6","1-5","Not at all similar","1","Yes","Non-Utilitarian","Female","Other",0,5,3,"IH","lockdown","Non-Utilitarian","6","1",NA,NA,NA
123,"7","No",5,6,6,5,5,4,2,4,2,"Female","21","Hispanic, Latino, or Spanish origin","2","3","2","6","1-5","Not at all similar","1","Yes","Non-Utilitarian","Female","Other",0,5,3,"IB","medicine",NA,"6","6",3,3,3
