"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q118","physical_contact_1","physical_contact_2","physical_contact_3","physical_contact_4","physical_contact_5","physical_hygiene_1","physical_hygiene_2","physical_hygiene_3","physical_hygiene_4","physical_hygiene_5","policy_support_1","policy_support_2","policy_support_3","policy_support_4","policy_support_5","generosity_1","generosity_2","generosity_3","psych_wellbeing1_1","psych_wellbeing2_1","collective_narcis_1","collective_narcis_2","collective_narcis_3","national_identity_1","national_identity_2","conspiracy_theories_1","conspiracy_theories_2","conspiracy_theories_3","conspiracy_theories_4","open_mindness_1","open_mindness_2","open_mindness_3","open_mindness_4","open_mindness_5","open_mindness_6","morality_as_cooperat_1","morality_as_cooperat_2","morality_as_cooperat_3","morality_as_cooperat_4","morality_as_cooperat_5","morality_as_cooperat_6","morality_as_cooperat_7","trait_optimism_1","trait_optimism_2","social_belonging_1","social_belonging_2","social_belonging_3","social_belonging_4","trait_self.control_1","trait_self.control_2","trait_self.control_3","trait_self.control_4","self.esteem_1","Q108_1","narcissism_1","narcissism_2","narcissism_3","narcissism_4","narcissism_5","narcissism_6","moral_identity_1","moral_identity_2","moral_identity_3","moral_identity_4","moral_identity_5","moral_identity_6","moral_identity_7","moral_identity_8","moral_identity_9","moral_identity_10","risk_perception_1","risk_perception_2","political_ideology_1","moral_circle1","health_1","CRT1","CRT2","CRT3","sex","sex_3_TEXT","age","marital","children","employment","employment_6_TEXT","ladder_answer","urban","tested_positive","know_tested_positive","no_bots","Q119","Q120","Q122","survey"
"66","2020-04-25 13:52:14","2020-04-25 14:09:30","IP Address","109.78.33.183","100","1036","True","2020-04-25 14:09:32","R_1JPjtgnfiwWmeHx","","","","","52.99139404296875","-6.9803009033203125","anonymous","EN","I agree","9","1","9","10","10","9","10","10","10","10","9","10","10","10","10","50","40","10","6","3","2","0","0","10","10","0","0","0","0","0","10","10","10","0","0","5","7","1","6","8","0","9","9","9","9","9","9","10","7","9","6","1","10","0","1","8","0","6","2","0","10","10","10","0","8","10","0","6","8","10","90","60","3","16","9","50","300 minutes","4 hours","Female","","39","Single","0","Employed full-time","","9","Rural (in a village or a small place)","No","Yes","213","No","Yes","Yes (Republic of Ireland)","snowball"
"67","2020-04-25 13:52:21","2020-04-25 14:12:45","IP Address","80.111.167.153","100","1224","True","2020-04-25 14:12:45","R_1rvIiOlxXIVE3Hs","","","","","53.33380126953125","-6.2487945556640625","anonymous","EN","I agree","10","0","10","10","10","10","10","10","10","10","9","10","9","10","10","95","5","0","8","7","5","5","5","10","9","0","0","0","0","6","10","10","10","2","2","0","0","0","0","0","0","0","9","10","8","9","9","10","5","7","4","3","7","0","6","8","2","5","3","2","10","10","8","0","9","9","0","3","9","9","80","50","4","16","8","50. But I think that’s wrong","3 minutes ","4. ","Female","","47","Married","0","Employed full-time","","6","Urban or suburban (in a city or near a city)","No","Yes","213","No","Yes","Yes (Republic of Ireland)","snowball"
"68","2020-04-25 14:00:15","2020-04-25 14:14:24","IP Address","80.233.39.103","100","849","True","2020-04-25 14:14:24","R_1QyYiFn6N38PLuk","","","","","53.33380126953125","-6.2487945556640625","anonymous","EN","I agree","10","0","6","10","10","10","10","10","8","10","10","10","7","10","10","50","30","20","3","7","1","1","0","4","0","0","0","0","0","0","10","10","10","0","4","6","6","6","7","6","6","9","9","9","7","6","4","4","8","9","3","0","4","0","3","1","1","1","0","0","10","8","2","0","3","9","3","3","2","4","70","70","6","11","8","50","3","4","Female","","45","Married","0","Employed full-time","","6","Urban or suburban (in a city or near a city)","No","Yes","213","No","Yes","Yes (Republic of Ireland)","snowball"
"69","2020-04-25 13:50:15","2020-04-25 14:23:43","IP Address","185.185.163.247","100","2008","True","2020-04-25 14:23:43","R_1N4jdYVot84sLmA","","","","","54.9154052734375","-7.4192962646484375","anonymous","EN","I agree","10","0","10","10","10","10","10","10","9","10","10","10","10","10","10","80","10","10","7","6","9","9","8","7","7","0","0","0","0","4","9","9","9","0","0","4","8","8","6","6","4","3","6","6","5","6","6","6","8","8","8","7","7","0","2","2","0","4","2","0","9","9","3","0","8","3","8","9","9","5","80","80","3","16","3","50","3 minutes","2","Female","","56","Single","4","Other","Carer","5: In the middle in Ireland","Rural (in a village or a small place)","No","No","213","No","Yes","Yes (Republic of Ireland)","snowball"
"70","2020-04-25 15:13:28","2020-04-25 15:41:43","IP Address","89.19.67.12","100","1695","True","2020-04-25 15:41:44","R_246pRhTKT9jRgOL","","","","","53.33380126953125","-6.2487945556640625","anonymous","EN","I agree","8","1","8","8","9","9","9","9","9","9","9","8","8","8","9","80","20","0","7","7","6","7","7","9","9","1","2","3","2","3","9","9","9","2","2","8","8","3","8","3","4","3","8","8","9","8","8","8","8","8","1","2","9","0","2","1","1","","3","1","8","8","8","1","8","8","7","8","8","8","60","70","3","6","8","50","100","4","Female","","70","Married","2","Other","Self employed","7","Urban or suburban (in a city or near a city)","No","No","213","No","No","Yes (Republic of Ireland)","snowball"
"71","2020-04-25 14:00:22","2020-04-25 16:19:45","IP Address","80.111.172.153","100","8363","True","2020-04-25 16:19:47","R_1Ear0DqJXRsNIJZ","","","","","53.33380126953125","-6.2487945556640625","anonymous","EN","I agree","8","0","8","8","10","10","10","10","8","9","10","10","6","10","10","60","20","20","7","6","6","6","6","10","10","1","0","0","0","1","9","8","8","1","2","8","8","8","8","1","8","2","7","8","7","8","7","9","4","7","4","1","6","0","6","6","0","6","6","0","10","10","5","0","7","6","0","7","8","10","","50","4","9","8","50","300","2","Female","","40","Married","3","Employed full-time","","7","Urban or suburban (in a city or near a city)","No","No","213","No","Yes","Yes (Republic of Ireland)","snowball"
"72","2020-04-25 16:23:34","2020-04-25 16:41:25","IP Address","37.228.244.110","100","1070","True","2020-04-25 16:41:26","R_1mP30ldGfo3ZwOE","","","","","53.33380126953125","-6.2487945556640625","anonymous","EN","I agree","8","0","8","9","10","6","7","5","2","8","9","10","2","9","3","50","30","20","5","4","4","6","1","5","4","1","0","0","0","7","7","7","7","0","5","7","8","9","4","2","2","0","5","5","7","8","6","7","8","8","3","3","6","0","3","1","1","1","0","3","8","7","5","1","6","4","4","7","7","7","50","40","3","9","8","25","300","7","Female","","49","Married","3","Other","Self employed but unable to work because of Covid","7","Urban or suburban (in a city or near a city)","No","No","213","No","No","Yes (Republic of Ireland)","snowball"
"73","2020-04-25 16:50:53","2020-04-25 17:06:38","IP Address","80.233.46.74","100","945","True","2020-04-25 17:06:40","R_2t53sY8PUG1S74w","","","","","53.35980224609375","-6.4485931396484375","anonymous","EN","I agree","9","0","10","10","10","9","9","10","6","10","10","10","10","10","10","90","10","0","3","6","4","4","4","4","4","5","0","0","0","3","10","10","9","2","1","8","7","7","8","7","3","3","7","8","7","8","8","8","3","7","4","8","6","0","7","3","8","8","3","6","10","9","7","0","3","7","0","3","3","10","90","90","7","1","3","50","3 minutes","4","Male","","34","Married","0","Employed full-time","","5: In the middle in Ireland","Urban or suburban (in a city or near a city)","No","No","213","Yes","Yes","Yes (Republic of Ireland)","snowball"
"74","2020-04-25 16:44:02","2020-04-25 17:12:21","IP Address","51.37.45.164","100","1699","True","2020-04-25 17:12:23","R_sLIgxn3DUTjIGqd","","","","","52.665496826171875","-8.6269073486328125","anonymous","EN","I agree","10","0","3","9","0","6","6","10","6","8","10","10","1","10","8","95","3","2","6","6","5","3","3","10","6","0","0","0","0","2","8","9","8","1","1","1","8","5","6","2","7","8","6","4","6","6","6","7","8","7","6","6","3","0","2","2","2","3","2","7","9","6","2","0","3","3","3","6","6","7","60","60","2","16","6","50","300","7","Male","","33","Single","0","Employed full-time","","5: In the middle in Ireland","Urban or suburban (in a city or near a city)","No","No","213","No","Yes","Yes (Republic of Ireland)","snowball"
"75","2020-04-26 01:16:28","2020-04-26 01:25:53","IP Address","89.204.181.185","100","565","True","2020-04-26 01:25:54","R_1LNaLgCs6q9anhZ","","","","","53.154205322265625","-6.9152069091796875","anonymous","EN","I agree","10","0","7","10","10","7","8","10","3","10","10","10","10","10","10","10","20","70","10","","4","10","3","10","10","3","4","0","0","7","8","6","7","2","5","8","9","10","9","10","9","8","7","10","10","5","6","10","6","0","4","0","3","10","6","10","0","1","2","0","10","10","3","0","7","10","0","7","9","10","30","30","0","16","10","50","3000","6","Female","","22","Single","0","Student","","7","Urban or suburban (in a city or near a city)","No","Yes","213","No","Yes","Yes (Republic of Ireland)","snowball"
"76","2020-04-26 02:22:14","2020-04-26 02:37:32","IP Address","92.251.169.6","100","917","True","2020-04-26 02:37:33","R_2qF1MRs2p5kCFc3","","","","","52.6566925048828125","-7.2523956298828125","anonymous","EN","I agree","10","0","10","10","10","10","10","10","0","10","10","10","7","10","10","80","20","0","3","4","0","3","0","10","8","0","0","0","0","0","10","10","10","0","0","7","7","8","8","5","5","4","4","4","6","7","7","6","2","6","7","5","2","0","0","0","2","0","0","0","9","8","1","0","7","6","1","0","0","7","80","70","3","16","3","25 cent","3 minutes","7 hours","Female","","26","In a relationship","0","Employed part-time","","6","Urban or suburban (in a city or near a city)","No","No","213","Yes","No","Yes (Republic of Ireland)","snowball"
"77","2020-04-26 03:38:01","2020-04-26 04:02:00","IP Address","80.233.35.83","100","1438","True","2020-04-26 04:02:02","R_12r9v1hnAt4DCkh","","","","","53.33380126953125","-6.2487945556640625","anonymous","EN","I agree","9","1","9","9","10","9","9","9","7","9","10","9","6","9","7","95","5","0","9","9","5","5","5","8","8","1","1","1","1","2","8","9","9","1","2","9","9","6","9","8","6","8","10","8","10","8","9","10","7","9","3","3","8","0","2","6","1","5","7","0","9","9","9","0","9","7","0","9","9","7","80","60","3","16","9","49 cent","3 hours 20 minutes","4","Female","","38","Single","0","Employed full-time","","7","Rural (in a village or a small place)","No","No","213","No","Yes","Yes (Republic of Ireland)","snowball"
"78","2020-04-26 03:45:17","2020-04-26 04:07:50","IP Address","2.222.133.252","100","1353","True","2020-04-26 04:07:52","R_1LoGKMXrCT4RTIZ","","","","","54.5829010009765625","-5.9326019287109375","anonymous","EN","I agree","5","3","5","8","10","8","8","8","2","8","7","7","4","7","5","60","25","15","7","7","5","5","5","7","7","0","0","0","0","2","8","8","8","0","2","6","7","7","7","4","8","8","6","5","5","5","5","4","4","6","6","6","4","0","5","4","4","4","4","2","7","7","7","2","7","7","2","7","7","7","80","80","3","11","4","501","3","7","Female","","51","In a relationship","2","Employed full-time","","6","Rural (in a village or a small place)","No","Yes","213","No","Yes","Yes (Northern Ireland)","snowball"
"79","2020-04-26 05:46:29","2020-04-26 06:48:01","IP Address","217.114.169.241","100","3692","True","2020-04-26 06:48:02","R_1puuKKrUVJ4aUJY","","","","","53.33380126953125","-6.2487945556640625","anonymous","EN","I agree","10","0","1","10","10","10","10","10","6","10","10","10","10","10","10","80","20","0","2","1","6","5","1","10","10","0","0","0","0","","10","10","10","0","0","7","6","7","8","2","2","10","8","8","4","9","6","6","4","7","9","8","3","0","6","6","5","6","3","5","10","10","5","0","9","10","0","10","10","10","30","40","5","16","3","50","300 mins","4","Female","","57","Single","2","Employed part-time","","5: In the middle in Ireland","Urban or suburban (in a city or near a city)","No","Yes","213","Yes","Yes","Yes (Republic of Ireland)","snowball"
"80","2020-04-26 08:30:09","2020-04-26 08:45:00","IP Address","109.77.240.28","100","891","True","2020-04-26 08:45:01","R_2dMA8bGOU0B2rXV","","","","","53.33380126953125","-6.2487945556640625","anonymous","EN","I agree","9","0","8","10","10","6","7","10","10","10","10","10","10","10","10","50","40","10","7","6","0","7","0","6","6","0","0","0","0","0","9","8","10","0","0","2","4","4","8","4","8","9","6","4","4","0","6","4","6","6","7","7","3","8","6","2","3","4","6","0","10","10","6","0","6","7","0","4","6","10","10","30","4","14","6","25","3 minutes","7 hours","Male","","23","Single","0","Student","","4","Rural (in a village or a small place)","No","Yes","213","No","Yes","Yes (Republic of Ireland)","snowball"
"81","2020-04-26 08:53:09","2020-04-26 09:03:44","IP Address","109.78.229.42","100","635","True","2020-04-26 09:03:44","R_RnreodQDUanEdbz","","","","","53.33380126953125","-6.2487945556640625","anonymous","EN","I agree","10","0","10","10","10","6","6","9","6","7","7","10","4","6","10","100","0","0","0","1","4","5","5","5","2","6","6","2","6","5","9","7","7","1","2","5","4","10","7","4","8","0","2","2","2","2","6","2","9","10","7","2","0","3","3","6","8","8","6","1","8","7","3","1","3","3","2","7","4","9","60","80","5","3","3","25 cent ","3 minutes","7 hours","Female","","20","Single","0","Student","","5: In the middle in Ireland","Urban or suburban (in a city or near a city)","No","No","213","No","No","Yes (Republic of Ireland)","snowball"
"82","2020-04-26 08:54:37","2020-04-26 09:25:41","IP Address","80.233.35.46","100","1863","True","2020-04-26 09:25:42","R_2VEI6R3dRpuJRsE","","","","","53.33380126953125","-6.2487945556640625","anonymous","EN","I agree","10","0","9","10","10","9","9","10","0","10","10","10","8","10","9","0","50","50","7","7","5","5","5","10","8","0","0","0","0","5","10","10","10","0","4","5","5","8","7","6","5","9","8","7","7","7","3","6","4","8","3","1","8","0","2","5","6","0","0","0","8","7","3","0","5","8","1","5","7","5","20","20","3","14","9","25","3 minutes ","7 hours","Female","","50","Married","3","Employed full-time","","6","Urban or suburban (in a city or near a city)","No","No","213","No","No","Yes (Republic of Ireland)","snowball"
"83","2020-04-26 09:47:49","2020-04-26 10:07:30","IP Address","84.203.10.123","100","1181","True","2020-04-26 10:07:31","R_SOXBv3WUTDZ5pXX","","","","","52.473297119140625","-8.1558074951171875","anonymous","EN","I agree","10","0","10","10","10","8","8","10","8","10","10","10","10","10","10","75","20","5","5","3","0","4","2","9","3","0","0","0","0","3","10","10","10","0","1","5","5","7","7","7","4","4","5","5","5","3","1","3","8","8","6","3","2","0","1","5","1","6","1","1","9","9","7","1","5","3","4","2","2","5","40","40","3","16","4","25","3 minutes","4","Female","","20","Single","0","Student","","4","Rural (in a village or a small place)","No","No","213","No","Yes","Yes (Republic of Ireland)","snowball"
"84","2020-04-26 09:19:43","2020-04-26 10:14:54","IP Address","217.114.169.238","100","3311","True","2020-04-26 10:14:55","R_296444bEH3piwlw","","","","","53.33380126953125","-6.2487945556640625","anonymous","EN","I agree","8","0","9","10","10","10","10","10","0","10","10","10","2","10","10","90","5","5","8","8","0","5","5","10","5","0","0","0","0","0","10","10","10","0","0","5","5","5","5","5","5","5","9","7","8","8","8","9","7","7","5","3","8","0","1","5","9","5","5","5","10","10","5","0","7","2","0","7","6","8","30","40","2","16","9","25","3 minutes","7","Male","","42","Married","3","Employed full-time","","7","Urban or suburban (in a city or near a city)","No","No","213","No","Yes","Yes (Republic of Ireland)","snowball"
"85","2020-04-26 10:08:24","2020-04-26 10:27:24","IP Address","212.129.81.168","100","1139","True","2020-04-26 10:27:25","R_1Fydcnhmdx5vUR1","","","","","53.33380126953125","-6.2487945556640625","anonymous","EN","I agree","10","0","10","10","10","0","0","10","0","10","10","10","3","10","10","80","20","0","3","6","0","0","0","10","10","0","0","0","0","0","10","10","10","0","0","10","8","10","6","3","4","7","6","6","7","8","8","9","1","8","10","0","1","0","5","0","0","0","0","0","10","10","0","0","5","5","0","5","5","8","60","60","6","11","8","25","3","7","Male","","38","Single","0","Employed full-time","","7","Urban or suburban (in a city or near a city)","No","No","213","No","Yes","Yes (Republic of Ireland)","snowball"
"86","2020-04-26 11:15:26","2020-04-26 12:04:06","IP Address","86.44.146.149","100","2920","True","2020-04-26 12:04:07","R_z7QenaPwRzstbiN","","","","","53.4597015380859375","-6.2180938720703125","anonymous","EN","I agree","10","0","10","10","10","10","10","10","10","10","10","10","3","8","8","70","20","10","4","8","2","2","2","10","8","0","0","0","0","4","10","10","10","0","0","7","7","6","7","5","5","7","8","8","8","7","10","10","8","9","4","3","7","0","6","2","1","2","2","0","10","8","5","0","3","3","3","3","3","7","80","80","5","7","8","25","300","4","Female","","32","Single","0","Employed full-time","","7","Urban or suburban (in a city or near a city)","No","Yes","213","No","Yes","Yes (Republic of Ireland)","snowball"
"87","2020-04-26 11:55:59","2020-04-26 12:14:16","IP Address","89.100.215.82","100","1097","True","2020-04-26 12:14:17","R_3KvkUcPzfzLbY6x","","","","","52.25689697265625","-7.10650634765625","anonymous","EN","I agree","10","9","10","10","10","10","10","10","10","10","9","9","5","9","8","90","10","0","6","7","5","1","1","10","10","0","0","0","0","5","9","9","5","0","1","1","1","0","5","8","6","0","5","8","8","9","9","10","3","9","8","2","8","0","1","0","0","0","0","0","10","8","5","0","5","2","1","1","2","7","20","20","3","14","9","50 cents","5 hours","7 hours","Female","","44","Single","3","Employed part-time","","5: In the middle in Ireland","Urban or suburban (in a city or near a city)","No","No","213","No","No","Yes (Republic of Ireland)","snowball"
"88","2020-04-26 11:20:13","2020-04-26 12:14:22","IP Address","89.124.9.98","100","3248","True","2020-04-26 12:14:22","R_SOUMntSpunVlssN","","","","","53.783294677734375","-8.100006103515625","anonymous","EN","I agree","9","2","9","10","10","6","6","10","7","10","8","8","2","8","8","85","10","5","6","6","1","6","4","10","9","1","0","0","0","1","10","10","9","1","1","8","8","9","9","8","9","9","9","9","10","9","9","10","6","8","6","2","8","0","3","8","1","5","2","0","10","10","5","0","6","8","0","7","6","6","100","80","4","16","9","25","5 hours ","7","Female","","32","Single","0","Other","Self employed, currently not working because of Covid 19","7","Urban or suburban (in a city or near a city)","No","Yes","213","No","No","Yes (Republic of Ireland)","snowball"
"89","2020-04-26 12:11:01","2020-04-26 12:28:51","IP Address","37.228.251.249","100","1069","True","2020-04-26 12:28:52","R_2uF0EGOk61VKDG8","","","","","53.33380126953125","-6.2487945556640625","anonymous","EN","I agree","10","1","10","8","0","10","8","9","1","7","10","10","1","10","10","90","10","0","5","5","3","3","2","10","8","0","0","0","0","3","10","9","10","0","0","8","2","8","3","9","7","3","7","7","5","8","8","8","3","7","2","2","8","0","1","1","3","0","2","0","10","9","6","0","7","0","1","6","6","8","40","40","5","7","7","50","300 minutes","7 hours","Male","","32","In a relationship","0","Employed full-time","","7","Urban or suburban (in a city or near a city)","No","No","213","No","Yes","Yes (Republic of Ireland)","snowball"
"90","2020-04-26 12:23:36","2020-04-26 12:37:33","IP Address","37.228.252.81","100","836","True","2020-04-26 12:37:33","R_3noXDhwHB0sNkuv","","","","","53.33380126953125","-6.2487945556640625","anonymous","EN","I agree","10","0","4","10","10","10","10","10","10","10","5","8","8","10","8","100","0","0","8","9","5","5","5","10","10","5","5","3","3","5","10","8","7","7","2","7","6","7","6","6","6","4","8","8","6","8","8","10","7","4","5","1","7","5","1","3","2","4","3","0","10","7","5","0","5","5","3","3","3","5","50","30","10","15","6","15","","","Female","","33","Married","1","Employed full-time","","7","Urban or suburban (in a city or near a city)","No","No","213","No","Yes","Yes (Republic of Ireland)","snowball"
"91","2020-04-26 13:33:41","2020-04-26 13:55:18","IP Address","80.233.49.198","100","1297","True","2020-04-26 13:55:20","R_2yeol8quTIn5kgb","","","","","53.33380126953125","-6.2487945556640625","anonymous","EN","I agree","10","0","10","9","10","8","7","8","3","8","10","10","7","10","10","20","50","30","3","2","1","7","1","7","2","7","1","2","2","3","9","7","8","1","1","7","1","2","7","2","7","7","7","6","3","6","7","7","8","3","7","3","1","0","1","2","0","2","0","1","8","7","2","2","2","0","1","5","2","4","60","40","5","5","4","25","3 minutes ","4 hours ","Female","","22","Single","0","Employed part-time","","5: In the middle in Ireland","Rural (in a village or a small place)","No","Yes","213","No","Yes","Yes (Republic of Ireland)","snowball"
"92","2020-04-26 14:41:50","2020-04-26 15:23:10","IP Address","51.37.82.122","100","2479","True","2020-04-26 15:23:11","R_RLddoL8qd21NF17","","","","","53.33380126953125","-6.2487945556640625","anonymous","EN","I agree","9","0","10","8","10","8","10","8","3","6","9","9","10","10","10","40","60","0","5","6","5","5","5","10","7","1","1","1","0","1","10","10","9","0","1","8","7","7","8","8","8","7","8","7","8","7","10","10","7","7","7","3","4","0","3","1","0","5","1","0","9","9","8","0","7","3","0","8","7","10","10","10","9","4","7","50","3","7","Male","","45","Married","2","Employed full-time","","7","Urban or suburban (in a city or near a city)","No","Yes","213","No","Yes","Yes (Republic of Ireland)","snowball"
"93","2020-04-26 15:51:25","2020-04-26 16:12:46","IP Address","89.125.12.146","100","1280","True","2020-04-26 16:12:46","R_3GwUsxcXEkvuWmA","","","","","53.5337066650390625","-7.3542938232421875","anonymous","EN","I agree","10","0","10","10","10","10","10","9","6","9","10","10","6","10","10","90","6","4","7","7","5","6","2","10","10","0","0","0","0","4","9","10","10","0","1","6","7","5","6","4","1","1","9","9","8","9","10","10","3","8","5","6","8","0","6","2","2","5","6","0","10","7","3","0","6","4","1","6","6","8","50","50","2","16","8","25","3","7","Female","","21","In a relationship","0","Student","","7","Rural (in a village or a small place)","No","Yes","213","No","Yes","Yes (Republic of Ireland)","snowball"
"94","2020-04-26 15:59:42","2020-04-26 16:14:36","IP Address","37.228.246.43","100","894","True","2020-04-26 16:14:36","R_41IAYT1iPifqZIR","","","","","53.33380126953125","-6.2487945556640625","anonymous","EN","I agree","8","6","9","8","10","10","10","10","0","10","10","10","1","10","10","95","5","0","8","4","3","6","3","10","10","0","2","0","0","0","1","8","10","0","0","9","7","4","7","7","7","8","8","10","6","8","7","10","2","8","10","9","3","0","0","6","4","5","0","0","10","7","0","0","6","0","4","3","0","6","40","80","0","9","5","25","3minutes","7hours","Female","","25","Single","0","Employed full-time","","3","Urban or suburban (in a city or near a city)","No","Yes","213","No","No","Yes (Republic of Ireland)","snowball"
"95","2020-04-26 15:40:53","2020-04-26 16:23:46","IP Address","212.129.75.76","100","2572","True","2020-04-26 16:23:48","R_wYKKOVj1f9G9DKV","","","","","53.33380126953125","-6.2487945556640625","anonymous","EN","I agree","10","0","9","9","10","8","8","9","10","9","10","10","2","10","5","70","20","10","8","7","0","0","0","3","3","2","1","0","0","1","10","10","9","2","1","7","9","9","9","4","7","7","7","9","7","6","8","7","9","6","4","3","8","0","2","1","1","1","2","0","10","9","3","0","7","6","2","6","6","5","30","40","3","14","9","50","3 minutes","4 hours","Female","","33","Single","0","Employed part-time","","7","Urban or suburban (in a city or near a city)","No","No","213","No","Yes","Yes (Republic of Ireland)","snowball"
"96","2020-04-26 18:44:34","2020-04-26 18:59:16","IP Address","213.202.140.156","100","882","True","2020-04-26 18:59:16","R_szcQWDF7Tx8CRtD","","","","","53.421905517578125","-7.938507080078125","anonymous","EN","I agree","10","0","2","10","10","10","10","10","10","10","10","10","10","10","10","100","0","0","6","7","0","4","0","0","0","0","0","0","0","0","10","10","10","0","0","8","6","10","10","7","7","10","8","8","0","3","3","9","4","4","9","8","10","0","0","5","2","5","5","7","10","10","5","0","7","8","6","5","5","8","100","80","5","3","10","50","300","4","Female","","24","In a relationship","0","Student","","5: In the middle in Ireland","Rural (in a village or a small place)","Yes","Yes","213","Yes","Yes","Yes (Republic of Ireland)","snowball"
"97","2020-04-27 01:24:57","2020-04-27 01:33:42","IP Address","109.78.230.142","100","524","True","2020-04-27 01:33:43","R_DDhTq4K1CVEZHyh","","","","","52.665496826171875","-8.6269073486328125","anonymous","EN","I agree","8","0","2","8","10","10","10","10","7","10","8","10","2","10","10","0","10","90","8","7","3","3","3","8","8","0","0","0","0","2","10","10","10","0","0","0","0","0","8","8","8","8","6","5","6","6","5","6","8","8","3","3","5","0","7","5","2","3","5","0","10","10","5","0","5","8","0","3","8","9","10","10","2","11","9","25","3 minutes","7","Male","","27","Single","0","Employed full-time","","8","Urban or suburban (in a city or near a city)","No","No","213","No","Yes","Yes (Republic of Ireland)","snowball"
"98","2020-04-26 16:16:38","2020-04-27 02:06:44","IP Address","94.104.40.189","100","35406","True","2020-04-27 02:06:46","R_1jqBwM8ifV44SAN","","","","","51.0343017578125","5.374298095703125","anonymous","EN","I agree","10","0","0","0","0","10","10","10","10","10","10","10","10","10","10","0","50","50","7","8","2","5","5","2","1","1","0","0","0","2","10","10","10","0","0","5","5","5","5","5","5","5","4","4","3","4","4","8","7","7","3","2","7","0","5","0","0","0","0","1","7","7","2","1","3","6","3","7","7","6","10","10","2","14","8","25 cents","3 minutes","7 hours","Male","","45","Married","2","Employed full-time","","8","Urban or suburban (in a city or near a city)","No","Yes","213","No","Yes","Yes (Republic of Ireland)","snowball"
"99","2020-04-27 02:10:57","2020-04-27 02:43:17","IP Address","80.233.43.117","100","1940","True","2020-04-27 02:43:19","R_e5I1UNfcaeT0hZT","","","","","53.33380126953125","-6.2487945556640625","anonymous","EN","I agree","9","0","9","10","10","10","10","10","9","9","9","9","1","9","9","75","15","10","7","7","4","6","4","0","0","0","0","0","0","2","9","9","9","0","1","7","8","8","8","7","5","9","9","9","4","7","4","5","7","4","1","4","7","0","7","6","1","6","5","1","7","7","4","2","6","7","1","7","6","6","10","20","3","6","9","25","3","7","Female","","29","In a relationship","0","Employed full-time","","9","Urban or suburban (in a city or near a city)","No","No","213","No","Yes","Yes (Republic of Ireland)","snowball"
"100","2020-04-27 04:12:50","2020-04-27 04:32:13","IP Address","80.233.43.112","100","1163","True","2020-04-27 04:32:15","R_ekS47tkB7ToJTpf","","","","","53.33380126953125","-6.2487945556640625","anonymous","EN","I agree","6","4","1","1","1","8","9","6","3","10","9","9","9","9","9","70","20","10","8","7","0","1","0","8","8","0","0","0","0","3","8","8","7","1","4","4","4","4","4","3","4","3","6","4","7","8","7","8","5","6","4","3","8","0","6","4","6","5","4","4","5","6","3","1","4","3","3","3","3","5","20","40","2","16","9","50 cents","900 minutes","4 hours","Male","","28","In a relationship","0","Employed full-time","","8","Rural (in a village or a small place)","No","Yes","213","No","Yes","Yes (Republic of Ireland)","snowball"
"101","2020-04-27 04:34:11","2020-04-27 04:51:13","IP Address","78.18.31.140","100","1022","True","2020-04-27 04:51:15","R_3M5UQd2Ecym1fXt","","","","","52.665496826171875","-8.6269073486328125","anonymous","EN","I agree","10","1","10","10","10","10","10","10","8","10","9","10","10","10","10","95","5","0","7","7","5","4","5","10","10","4","3","2","2","3","10","10","10","0","0","6","6","6","6","6","4","4","9","9","10","10","10","10","3","8","9","4","5","0","3","8","2","8","4","0","10","10","5","0","8","5","1","7","7","10","60","70","5","6","9","50","3 minutes ","7","Female","","25","Single","0","Employed full-time","","7","Urban or suburban (in a city or near a city)","No","Yes","213","No","Yes","Yes (Republic of Ireland)","snowball"
"102","2020-04-27 05:30:50","2020-04-27 05:42:32","IP Address","84.203.8.204","100","702","True","2020-04-27 05:42:32","R_3n7NvJCIq7V2kyE","","","","","53.270904541015625","-9.0496978759765625","anonymous","EN","I agree","8","6","10","6","10","8","8","7","2","7","9","9","4","9","8","70","0","30","6","5","0","3","0","9","5","0","0","0","0","1","10","8","8","0","5","5","8","6","7","5","2","1","7","7","8","9","9","9","4","6","6","3","7","0","6","2","6","5","4","1","10","10","2","2","6","2","1","5","6","8","10","10","2","11","8","25 cents","3 minutes","7","Male","","30","Single","0","Student","","7","Rural (in a village or a small place)","No","No","213","No","No","Yes (Republic of Ireland)","snowball"
"103","2020-04-27 05:51:04","2020-04-27 06:07:51","IP Address","79.97.240.63","100","1007","True","2020-04-27 06:07:53","R_2UgP09u7RPSbsmA","","","","","52.50079345703125","-6.55780029296875","anonymous","EN","I agree","10","0","10","10","0","10","10","10","10","10","10","10","7","10","7","90","10","0","0","0","0","0","0","10","4","0","0","0","0","2","10","10","10","0","0","10","10","10","10","6","4","0","1","1","2","2","4","4","4","4","6","6","1","0","0","10","0","7","0","0","10","10","6","0","6","10","0","10","10","10","40","40","5","4","3","50","300 mins ","?","Female","","24","Single","0","Employed full-time","","5: In the middle in Ireland","Rural (in a village or a small place)","No","No","213","Yes","Yes","Yes (Republic of Ireland)","snowball"
