StartDate,EndDate,Status,IPAddress,Progress,Duration__in_seconds_,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q109,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_1,collective_narcis_2,collective_narcis_3,national_identity_1,national_identity_2,conspiracy_theories_1,conspiracy_theories_2,conspiracy_theories_3,conspiracy_theories_4,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self_control_1,trait_self_control_2,trait_self_control_3,trait_self_control_4,self_esteem_1,Q108_1,narcissism_1,narcissism_2,narcissism_3,narcissism_4,narcissism_5,narcissism_6,moral_identity_1,moral_identity_2,moral_identity_3,moral_identity_4,moral_identity_5,moral_identity_6,moral_identity_7,moral_identity_8,moral_identity_9,moral_identity_10,risk_perception_1,risk_perception_2,political_ideology_1,moral_circle1,health_1,CRT1,CRT2,CRT3,sex,sex_3_TEXT,age,marital,children,employment,employment_6_TEXT,ladder_answer,urban,tested_positive,know_tested_positive,no_bots
4/29/2020,4/29/2020,0,176.58.224.170,100,1493,1,4/29/2020,R_2v1tCjgkNMKzLgn, , , , ,40.6381073,22.94549561,anonymous,EN,8,10,0,10,9,4,8,10,10,6, ,4,4,4,7,10,70,10,20,4,3,0,1,0,5,3,0,0,1,3,1,9,10,10,0,0,7,6,8,10,5,7,3,6,4,3,3,4,3,3,8,4,2,2,10,0,4,0,3,0,2,8,4,3,1,3,3,6,1,2,4,10,30,4,9,7,50,3,7,1, ,27,1,0,4, ,8,1,1,1,213
4/29/2020,4/29/2020,0,79.107.169.249,100,934,1,4/29/2020,R_1mfV3FOPEPRrVCb, , , , ,37.98420715,23.73530579,anonymous,EN,8,9,1,9,1,10,4,6,9,9,10,8,8,3,7,9,70,20,10,7,7,5,2,2,7,5,7,2,7,7,3,8,10,9,9,1,7,7,9,9,6,4,8,6,6,6,3,5,8,6,7,4,7,6,0,4,5,4,5,4,1,8,8,6,2,2,1,3,4,2,5,70,80,6,14,6,25,3,7,2, ,26,1,0,4, ,5,1,1,1,213
4/29/2020,4/29/2020,0,79.103.224.172,100,1144,1,4/29/2020,R_28VdCxXU57r9eRn, , , , ,40.6381073,22.94549561,anonymous,EN,8,10,2,9,10,10,6,10,8,9,10,10,10,10,10,10,100,0,0,8,10,7,7,6,9,10,5,6,2,3,2,10,10,9,2,2,8,6,8,10,10,9,8,4,4,3,2,8,8,9,9,5,1,5,2,6,7,10,10,5,3,10,10,5,0,9,8,0,0,8,10,40,40,5,7,8,50,300,7,1, ,20,1,0,4, ,6,1,1,2,213
4/29/2020,4/29/2020,0,141.255.19.106,100,1660,1,4/29/2020,R_2uKXqvHmRH7DbTl, , , , ,37.98420715,23.73530579,anonymous,EN,8,8,6,9,10,10,8,5,10,7,10,10,10,7,6,7,100,0,0,7,4,0,3,4,9,2,2,0,0,0,3,10,10,10,0,3,8,7,10,7,0,6,8,4,0,8,3,7,8,7,1,3,8,3,8,0,3,0,0,2,7,10,9,0,0,7,6,3,6,2,7,20,30,3,3,8,25,3,4,1, ,26,2,0,3, ,5,1,1,1,213
4/29/2020,4/29/2020,0,89.210.218.166,100,752,1,4/29/2020,R_30pcmxuoVgTjApC, , , , ,37.98420715,23.73530579,anonymous,EN,8,8,1,8,10,10,10,10,10,9,5,7,8,2,9,9,80,10,10,8,7,3,5,6,9,9,5,5,5,5,3,8,9,9,9,9,0,2,8,8,7,5,6,6,9,5,5,9,8,8,7,5,1,9,0,5,7,0,8,9,0,10,10,8,1,9,9,0,9,9,10,50,50,5,9,6,50,300,4,2, ,39,1,0,1, ,3,1,1,1,213
4/29/2020,4/29/2020,0,46.176.166.44,100,1649,1,4/29/2020,R_2rvYSmvLDNGBdPW, , , , ,37.98420715,23.73530579,anonymous,EN,8,9,0,9,10,10,9,9,10,10,10,10,10,10,10,10,30,40,30,5,5,10,7,8,8,8,2,1,1,1,2,8,8,9,3,3,9,7,10,8,7,4,0,7,7,6,6,8,10,8,8,4,2,8,0,1,5,1,5,5,0,10,9,3,0,5,5,0,5,5,7,70,50,5,16,8,1.5,300,4,1, ,34,2,0,1, ,5,1,1,1,213
4/29/2020,4/29/2020,0,85.74.59.7,100,1582,1,4/29/2020,R_2dGzrnQibkmal9z, , , , ,37.0388031,22.10780334,anonymous,EN,8,8,0,10,9,10,6,7,8,4,9,10,10,7,10,10,35,25,40,7,5,0,6,6,7,5,1,1,1,2,3,10,10,10,0,3,6,6,6,8,4,10,10,7,4,4,4,6,8,6,7,4,2,6,0,3,6,3,6,5,3,9,10,4,0,7,6,0,3,2,9,60,30,4,16,9,25,3,7,2, ,25,2,0,2, ,5,1,1,1,213
4/29/2020,4/29/2020,0,213.16.223.63,100,1607,1,4/29/2020,R_25SKWQ6UNQ1iqgX, , , , ,37.98420715,23.73530579,anonymous,EN,8,6,3,4,6,8,6,6,10,8,9,9,10,4,8,8,70,25,5,7,6,0,0,0,7,0,5,2,5,5,3,8,8,5,1,2,5,5,5,5,5,5,5,9,8,7,7,7,8,5,5,5,2,8,0,1,7,2,7,5,2,8,8,4,0,4,2,3,2,2,7,20,70,2,1,8,25,3,7,1, ,21,1,0,4, ,4,1,1,1,213
4/29/2020,4/29/2020,0,176.58.224.199,100,1094,1,4/29/2020,R_xzqohYa4ZCq6MrT, , , , ,40.6381073,22.94549561,anonymous,EN,8,10,3,10,10,10,7,7,10,6,9,9,9,7,8,9,50,25,25,3,5,1,3,3,7,7,0,1,0,0,6,9,9,9,1,2,7,6,6,4,4,6,8,4,4,6,5,5,8,7,6,4,6,4,0,2,2,2,3,1,2,10,8,4,0,6,7,0,4,4,10,70,70,1,11,9,25,3,7,2, ,36,1,0,3, ,6,1,1,1,213
4/29/2020,4/29/2020,0,94.69.160.236,100,1519,1,4/29/2020,R_sd2OwoAc2y91hi9, , , , ,40.93969727,24.40190125,anonymous,EN,8,10,1,8,8,10,6,7,10,7,9,10,10,10,10,10,60,25,15,7,6,0,2,1,10,6,0,0,0,1,3,9,8,7,1,1,7,6,8,7,6,8,9,9,8,3,2,4,8,8,7,6,9,3,0,2,3,3,4,2,1,10,8,6,1,7,4,2,4,4,8,20,40,4,14,7,50,3,7,1, ,20,1,0,4, ,6,2,1,1,213
4/29/2020,4/29/2020,0,94.66.221.237,100,1226,1,4/29/2020,R_2zjUAGUFFDxnGgk, , , , ,37.98420715,23.73530579,anonymous,EN,8,7,1,8,2,7,2,7,6,0,8,10,10,4,3,8,50,25,25,7,6,1,4,3,7,7,4,4,4,4,8,8,8,9,0,1,6,7,8,8,8,7,8,7,6,4,3,4,6,7,8,2,3,8,0,4,6,7,7,7,2,7,6,3,1,3,3,2,6,7,5,0,60,4,4,10,25,300,7,2, ,19,1,0,4, ,5,1,1,1,213
4/29/2020,4/29/2020,0,46.12.249.162,100,2002,1,4/29/2020,R_1OCe9Hpp7kDgu2n, , , , ,40.6381073,22.94549561,anonymous,EN,8,10,0,9,10,10,8,9,10,6,10,10,10,6,10,10,50,40,10,7,6,0,0,2,9,8,0,0,0,0,3,10,10,10,0,0,10,9,10,10,8,3,4,8,9,8,8,8,10,7,8,3,7,9,0,6,6,0,7,4,3,10,10,3,0,7,6,2,6,3,7,10,30,3,14,7,25,3,7,1, ,24,2,0,4, ,5,1,1,1,213
4/29/2020,4/29/2020,0,2.84.209.243,100,1197,1,4/29/2020,R_1QgT5blo1FjPj5T, , , , ,37.98420715,23.73530579,anonymous,EN,8,7,7,8,8,9,8,8,8,6,7,7,10,0,8,8,90,5,5,7,4,1,8,4,8,3,0,0,0,0,5,2,2,2,2,2,3,8,6,8,5,5,3,9,7,6,4,7,4,7,8,5,2,7,0,2,6,2,6,7,3,6,5,3,1,3,7,5,1,1,4,30,30, ,11,8,25,3,7,1, ,38,1,0,2, ,7,1,1,1,213
4/29/2020,4/29/2020,0,85.72.172.163,100,2235,1,4/29/2020,R_bdPdchKInJzw3Bv, , , , ,37.98420715,23.73530579,anonymous,EN,8,10,0,10,10,10,2,2,10,2,10,10,10,9,10,10,97,2,1,7,4,0,1,1,9,7,1,0,0,0,2,10,10,10,0,0,8,8,10,9,1,5,9,9,9,7,7,9,10,4,9,2,0,8,7,1,2,1,5,1,2,9,9,5,0,8,4,0,9,8,9,70,70,6,6,8,50,3,7,1, ,24,1,0,1, ,6,1,1,1,213
4/29/2020,4/29/2020,0,46.198.199.46,100,1797,1,4/29/2020,R_0VRNM1UojlrNGuZ, , , , ,37.98420715,23.73530579,anonymous,EN,8,10,3,8,9,9,3,8,5,1,9,10,10,10,10,10,10,70,20,6,6,5,9,9,9,8,10,1,10,10,2,10,9,10,0,0,4,8,9,10,9,1,1,6,2,7,8,10,9,8,10,2,0,3,0,0,6,0,9,6,0,10,10,0,0,8,6,0,5,8,9,10,30,7,14,7,25,3,7,1, ,23,2,0,4, ,4,2,1,1,213
4/29/2020,4/29/2020,0,94.65.198.68,100,654,1,4/29/2020,R_3fdRcclzUN3sbjR, , , , ,37.98420715,23.73530579,anonymous,EN,8,10,0,10,10,10,10,10,10,10,10,10,9,3,9,10,100,0,0,4,5,0,0,0,0,0,0,0,0,0,7,10,10,10,0,1,9,10,10,10,10,10,10,3,6,3,6,7,4,3,8,9,9,9,0,5,5,9,6,6,8,9,9,0,0,7,6,0,0,6,1,80,90,0,16,7,25,3,7,1, ,35,2,0,6,part time employed,6,1,1,1,213
4/29/2020,4/29/2020,0,79.130.36.138,100,1502,1,4/29/2020,R_RxFcWDTJ8WtrXhL, , , , ,36.89579773,27.28799438,anonymous,EN,8,10,0,7,8,10,5,5,9,0,8,10,10,10,10,10,0,50,50,5,4,3,3,3,8,5,2,1,1,1,5,10,9,9,1,2,5,7,7,7,5,5,8,5,6,5,5,8,7,5,6,4,5,5,0,3,4,5,6,5,3,8,5,2,1,2,5,5,3,5,6,50,70,5,16,5,25,3,7,1, ,46,3,2,1, ,8,2,1,1,213
4/29/2020,4/29/2020,0,83.212.129.165,100,926,1,4/29/2020,R_1GVUCYAhWGtxmbF, , , , ,41.1414032,24.88360596,anonymous,EN,8,8,1,9,4,4,3,3,4,1,6,8,8,8,8,8,90,10,0,7,5,4,2,2,6,6,4,6,6,6,3,7,8,8,2,3,2,8,7,8,2,6,5,8,8,7,6,7,7,6,7,3,6,6,9,4,8,5,7,7,3,9,7,2,1,6,1,4,3,6,6,20,50,4,11,8,25,3,7,2, ,27,1,0,4, ,4,1,1,1,213
4/29/2020,4/29/2020,0,2.85.225.4,100,1533,1,4/29/2020,R_2aOxo9wwvYyWT0d, , , , ,40.6381073,22.94549561,anonymous,EN,8,10,1,10,10,10,10,10,10,10,10,10,10,4,10,10,20,20,60,3,4,0,0,0,9,5,0,0,0,0,3,10,10,8,0,0,8,5,9,7,8,6,8,7,7,4,7,8,9,9,8,8,6,6,0,2,4,6,8,5,1,9,9,5,1,6,5,2,7,7,5,10,10,4,3,9,25,3,7,1, ,24,2,0,4, ,6,1,1,1,213
4/29/2020,4/29/2020,0,62.1.126.164,100,871,1,4/29/2020,R_2fvdNSOhMgM6BqE, , , , ,37.98420715,23.73530579,anonymous,EN,8,9,5,5,9,9,9,9,9,9,10,9,8,6,9,9,80,15,5,6,8,3,5,5,7,7,7,6,8,5,5,8,8,8,2,5,7,6,7,7,5,5,5,9,9,5,3,6,8,5,6,3,3,9,0,5,7,3,7,6,6,8,8,5,1,5,5,3,5,5,7,70,80,5,11,9,25,3,7,1, ,29,2,0,1, ,3,1,1,2,213
4/29/2020,4/29/2020,0,62.74.14.98,100,1704,1,4/29/2020,R_bfngn6oWJatAeTT, , , , ,37.98420715,23.73530579,anonymous,EN,8,7,2,7,10,10,8,5,10,8,10,10,10,8,10,8,80,0,20,5,3,0,5,0,5,3,5,0,5,5,0,10,10,10,2,2,1,1,1,1,0,2,4,3,4,5,3,4,7,5,6,3,5,5,7,5,3,5,0,5,3,8,10,5,0,5,4,1,3,6,4,50,20,10,16,9,25,3,7,1, ,24,1,0,4, ,7,2,1,1,213
4/29/2020,4/29/2020,0,94.66.222.242,100,1520,1,4/29/2020,R_2fX0dEWqgSK9ppD, , , , ,37.98420715,23.73530579,anonymous,EN,8,10,0,8,10,10,9,9,10,8,9,10,10,10,10,10,20,40,40,6,8,4,7,6,7,8,5,6,6,8,7,8,9,9,1,2,9,7,9,6,4,7,8,4,4,7,8,8,10,4,8,6,4,6,8,7,5,4,6,5,5,9,10,7,0,5,6,1,1,7,9,20,40,4,9,10,25,3, ,2, ,21,1,0,4, ,4,1,1,1,213
4/29/2020,4/29/2020,0,94.66.220.28,100,1596,1,4/29/2020,R_1jlE3N6RF9brbrh, , , , ,37.98420715,23.73530579,anonymous,EN,8,9,1,9,9,9,2,2,9,9,9,6,6,6,6,6,20,40,40,4,4,3,4,4,7,5,0,0,0,0,1,9,9,9,0,0,9,8,9,7,9,6,9,7,9,6,6,8,9,8,9,3,1,4,0,2,5,0,3,5,4,7,9,5,0,9,7,0,6,6,8,70,80,2,5,7,50,3,7,2, ,24,1,0,2, ,5,1,1,1,213
4/29/2020,4/29/2020,0,130.43.67.151,100,1327,1,4/29/2020,R_2v8Pu2Tiou61vdL, , , , ,37.98420715,23.73530579,anonymous,EN,8,8,1,8,6,7,7,7,9,6,10,9,9,6,9,8,100,0,0,3,4,1,1,0,8,2,0,0,0,0,7,10,7,9,1,7,5,6,9,6,5,5,7,2,3,3,4,4,3,3,2,6,7,3,0,2,6,6,5,3,4,8,7,5,0,2,6,3,5,4,8,70,40,2,11,6,25,300,7,1, ,24,1,0,6,molitary service,7,1,1,1,213
4/29/2020,4/29/2020,0,45.139.214.56,100,1872,1,4/29/2020,R_24pBNOjePxa2oZz, , , , ,39.36669922,22.94580078,anonymous,EN,8,10,0,10,9,9,6,9,10,10,10,8,9,0,7,10,50,25,25,3,3,3,3,2,8,2,1,4,4,4,4,6,8,10,3,3,10,7,10,9,7,9,9,1,1,3,2,2,7,2,2,7,9,1,0,5,3,8,7,2,9,7,5,2,1,1,4,5,1,1,4,60,80,2,3,8,50,3,4,2, ,23,2,0,4, ,7,1,1,1,213
4/29/2020,4/29/2020,0,85.72.97.219,100,1283,1,4/29/2020,R_yKIYq3MZcxwkk5H, , , , ,37.98420715,23.73530579,anonymous,EN,8,10,0,10,9,10,7,7,10,10,9,10,10,6,10,10,70,20,10,4,4,2,4,2,9,6,0,0,0,0,2,8,8,8,1,2,7,7,6,6,9,4,4,6,6,6,7,7,7,6,7,3,4,8,10,4,6,4,6,4,4,9,7,4,0,8,7,2,4,4,6,20,20,6,12,8,25,3,7,2, ,25,1,0,3, ,5,1,1,1,213
4/29/2020,4/29/2020,0,2.87.129.205,100,888,1,4/29/2020,R_2tnzmUSnGKz6TZ2, , , , ,37.98420715,23.73530579,anonymous,EN,8,8,1,8,8,2,9,9,8,1,1,3,1,2,1,1,50,15,35,2,3,5,10,10,10,10,9,6,8,10,2,10,9,9,0,1,9,8,9,10,1,3,1,9,8,2,3,9,10,9,3,7,0,10,0,3,8,1,9,6,0,8,10,7,0,8,8,0,7,10,10,10,20,8,15,8,50,300,4,1, ,25,2,0,6,furlough,5,1,1,1,213
4/29/2020,4/29/2020,0,85.75.41.104,100,730,1,4/29/2020,R_1IHlNqJPMKLVnP4, , , , ,37.98420715,23.73530579,anonymous,EN,8,10,1,10,10,10,10,10,10,5,9,10,10,9,10,10,20,70,10,6,5,0,5,0,3,5,1,0,0,0,6,10,10,10,1,2,1,5,9,8,5,8,10,9,8,5,8,8,9,6,8,3,7,8,0,0,5,5,2,5,6,10,9,5,0,6,3,5,5,4,6,10,10,2,4,9,50,3,7,1, ,25,1,0,2, ,6,1,1,1,213
4/29/2020,4/29/2020,0,83.212.129.171,100,1327,1,4/29/2020,R_3rNF1fCjPqqTp8s, , , , ,41.1414032,24.88360596,anonymous,EN,8,9,6,10,7,10,8,9,10,9,9,7,7,4,7,8,30,35,35,6,6,0,1,2,10,10,0,0,0,0,1,9,9,9,0,0,7,8,10,10,4,7,8,6,7,9,8,8,8,7,7,3,5,4,0,0,6,6,6,2,5,10,10,6,0,7,1,0,1,2,6,10,40,4,16,3,25,3,7,1, ,24,2,0,4, ,5,1,1,1,213
4/29/2020,4/29/2020,0,79.130.56.20,100,1527,1,4/29/2020,R_2YYaW4EhatXdQwo, , , , ,35.32739258,25.12809753,anonymous,EN,8,10,3,8,6,8,6,7,10,7,10,8,9,9,9,6,30,50,20,7,5,5,7,8,7,4,1,2,1,3,4,8,9,8,1,5,7,5,9,8,4,5,7,8,8,6,7,5,9,9,7,2,5,6,0,5,6,2,6,4,5,9,8,6,0,4,2,1,0,1,6,50,60,5,9,6,25,3,7,1, ,23,2,0,4, ,5,1,1,1,213
4/29/2020,4/29/2020,0,62.74.23.101,100,1282,1,4/29/2020,R_sBV5tzPBZutNOTf, , , , ,37.98420715,23.73530579,anonymous,EN,8,9,0,10,10,10,7,6,10,7,9,9,10,8,9,9,30,50,20,6,6,4,5,5,6,6,1,0,0,1,7,10,10,10,1,1,7,9,8,9,7,8,9,9,8,6,9,9,9,9,9,3,2,4,0,6,8,2,9,8,2,10,10,5,0,6,7,0,6,6,9,0,10,4,16,8,25,3,7,2, ,28,2,0,2, ,6,1,1,1,213
4/29/2020,4/29/2020,0,45.139.214.181,100,1726,1,4/29/2020,R_3NwFjfe4uMGtqeP, , , , ,39.36669922,22.94580078,anonymous,EN,8,10,0,10,10,10,0,0,9,0,8,10,10,10,10,10,100,0,0,5,5,5,5,5,5,5,8,8,10,10,9,10,10,10,0,2,5,5,10,10,5,5,10,5,5,9,9,10,10,9,10,1,0,10,0,9,10,5,10,10,5,10,10,8,0,8,5,0,5,5,10,10,70,5,16,5,25,3,7,2, ,22,2,0,4, ,6,2,1,1,213
4/29/2020,4/29/2020,0,85.75.123.235,100,1966,1,4/29/2020,R_1mm7OITxXRXc9KN, , , , ,37.98420715,23.73530579,anonymous,EN,8,10,0,1,9,10,7,7,10,10,8,10,10,10,10,8,70,20,10,8,8,0,0,0,9,8,3,1,0,0,6,9,9,10,0,8,8,9,10,10,7,9,10,10,10,8,8,9,9,6,9,1,1,8,0,0,5,0,7,5,1,10,8,8,0,6,3,6,2,1,5,20,60,5,10,9,25,3,7,1, ,35,3,1,1, ,4,1,1,1,213
4/29/2020,4/29/2020,0,94.68.65.75,100,2240,1,4/29/2020,R_3F4l5iKXBtNw8Sd, , , , ,40.6381073,22.94549561,anonymous,EN,8,10,1,10,10,10,6,7,10,0,10,10,10,9,10,10,70,20,10,8,6,6,1,1,10,9,1,1,0,2,0,10,10,10,0,0,10,9,10,10,6,6,9,4,6,2,1,6,10,8,8,6,6,8,0,6,1,6,10,1,6,10,10,6,0,6,6,0,0,0,10,10,60,5,11,8,25,300,7,1, ,33,2,0,1, ,7,1,1,1,213
4/29/2020,4/29/2020,0,109.242.250.188,100,1347,1,4/29/2020,R_1hRLCSKMf6ludmt, , , , ,40.6381073,22.94549561,anonymous,EN,8,9,2,10,10,10,8,8,10,10,0,10,8,7,3,10,60,25,15,4,5,6,9,9,9,10,8,3,8,7,1,10,10,8,0,0,10,2,8,10,1,7,6,9,8,9,9,10,10,8,9,2,1,8,8,4,6,6,8,7,1,9,8,1,1,9,2,1,3,2,9,30,50,6,14,8,"1,5",3,6,1, ,23,2,0,3, ,5,1,1,1,213
4/29/2020,4/29/2020,0,2.86.67.158,100,1402,1,4/29/2020,R_279g5CH1r2kFREm, , , , ,37.98420715,23.73530579,anonymous,EN,8,10,2,4,10,10,2,2,9,9,10,10,10,0,3,10,100,0,0,6,6,0,0,0,10,3,0,0,0,0,1,10,10,10,0,0,9,3,10,4,4,10,10,7,9,2,2,6,10,2,9,9,0,7,10,7,6,8,3,1,0,10,10,0,0,6,6,0,0,0,10,20,40,3,16,8,15,300,7,2, ,27,2,0,3, ,5,1,1,1,213
4/29/2020,4/29/2020,0,5.54.182.240,100,1832,1,4/29/2020,R_vJ5olrLkuJV26Rz, , , , ,37.98420715,23.73530579,anonymous,EN,8,10,1,8,10,10,8,9,10,10,10,10,8,9,10,10,30,35,35,8,7,2,7,6,9,9,2,0,0,0,3,9,9,9,0,2,7,7,7,8,8,8,9,8,8,5,7,7,9,7,9,5,3,6,0,3,5,5,7,6,5,7,7,7,3,7,5,3,5,6,6,70,70,7,3,9,0.25,3,7,2, ,22,1,0,4, ,5,1,1,1,213
4/29/2020,4/29/2020,0,195.251.133.138,100,926,1,4/29/2020,R_3M4CCK4PYIjOHoQ, , , , ,39.11000061,26.55470276,anonymous,EN,8,8,3,7,7,7,8,8,8,5,7,10,10,7,10,9,100,0,0,4,4,5,5,5,5,5,5,3,3,3,5,8,9,9,2,4,7,7,9,10,8,5,9,3,5,5,6,5,4,5,7,8,8,5,0,6,6,5,7,5,6,7,9,1,2,5,3,5,0,2,3,80,60,2,14,4,25,3,7,1, ,37,1,0,2, ,7,1,1,1,213
4/29/2020,4/29/2020,0,46.12.89.186,100,1847,1,4/29/2020,R_20ZJ35HJjT4Z1oe, , , , ,40.6381073,22.94549561,anonymous,EN,8,5,7,4,10,10,4,5,10,10,0,8,8,4,8,1,80,17,3,8,5,0,6,6,10,10,10,8,8,10,0,10,10,10,0,0,6,6,6,6,6,4,0,7,9,5,5,7,8,5,5,3,0,7,0,2,6,0,8,6,4,10,7,5,0,8,5,0,0,7,9,0,10,4,16,8,25,1,7,1, ,22,2,0,4, ,6,2,1,1,213
4/29/2020,4/29/2020,0,37.6.2.245,100,1255,1,4/29/2020,R_xf0gUKtO811gtzj, , , , ,37.98420715,23.73530579,anonymous,EN,8,9,0,10,4,9,5,7,9,7,9,10,10,10,10,10,100,0,0,5,6,2,8,5,7,8,4,4,5,5,4,10,10,10,1,1,7,10,9,10,2,8,9,9,8,8,8,9,10,8,9,3,2,9,0,1,9,5,8,5,7,7,8,5,2,4,7,3,7,2,5,30,40,6,2,8,50,300,4,1, ,29,1,0,1, ,4,1,1,1,213
4/29/2020,4/29/2020,0,94.66.220.107,100,1077,1,4/29/2020,R_9S83bpCpCgCsLtL, , , , ,37.98420715,23.73530579,anonymous,EN,8,9,0,9,10,10,10,10,10,10,9,9,10,3,10,10,60,30,10,5,6,0,0,0,2,3,0,0,0,0,2,10,10,10,0,3,3,9,10,6,5,8,8,6,6,5,3,5,7,7,7,5,7,6,0,0,0,0,0,0,1,10,8,0,0,5,7,3,7,5,5,50,60,3,14,6,25,300,7,2, ,44,2,0,1, ,5,1,1,2,213
4/29/2020,4/29/2020,0,176.92.68.245,100,1648,1,4/29/2020,R_3Ld66nR7U0qNfLq, , , , ,37.98420715,23.73530579,anonymous,EN,8,8,1,7,5,9,9,9,9,9,9,7,8,9,9,10,80,20,0,9,7,2,3,1,7,6,0,0,0,0,3,9,9,9,1,1,8,8,9,8,6,4,8,9,8,6,6,8,9,8,9,1,0,8,0,7,8,4,7,6,2,9,8,6,1,6,8,3,7,8,9,20,20,6,3,9,25,300,7,1, ,24,2,0,1, ,4,1,1,1,213
4/29/2020,4/29/2020,0,79.107.150.230,100,555,1,4/29/2020,R_27PUTBZrGjT7Oyh, , , , ,37.0388031,22.10780334,anonymous,EN,8,10,0,10,9,10,10,10,10,10,10,10,10,7,10,10,60,40,0,6,7,4,6,4,10,10,0,0,0,0,1,10,10,8,0,0,9,9,8,10,7,10,8,8,8,7,9,9,9,8,10,2,0,6,0,1,5,0,7,4,0,10,10,3,0,3,3,0,3,3,10,60,70,4,14,7,25,3,7,1, ,61,1,2,1, ,5,1,1,1,213
4/29/2020,4/29/2020,0,85.74.171.215,100,2129,1,4/29/2020,R_1f2Xzj3DoWI5KDk, , , , ,37.98420715,23.73530579,anonymous,EN,8,10,0,10,9,10,6,5,10,4,9,10,10,10,10,10,75,20,5,6,6,5,4,3,8,5,0,0,0,0,4,9,9,8,0,4,10,7,9,6,8,5,4,6,7,3,2,8,1,1,3,8,9,3,0,1,3,5,6,3,5,10,8,4,0,5,5,4,3,3,6,10,20,5,5,4,25,300,7,1, ,20,1,0,4, ,7,1,1,1,213
4/29/2020,4/29/2020,0,87.202.71.108,100,1011,1,4/29/2020,R_25jF4nOoDslobmx, , , , ,40.6381073,22.94549561,anonymous,EN,8,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,60,20,20,5,7,5,10,8,10,10,0,0,0,0,1,9,9,9,0,0,10,8,9,8,8,9,9,8,8,8,9,9,10,6,9,6,1,7,0,0,7,0,6,5,0,10,9,6,0,7,8,0,8,8,8,30,60,7,16,7,50,300,4,2, ,24,2,0,4, ,4,1,1,1,213
4/29/2020,4/29/2020,0,79.131.68.63,100,911,1,4/29/2020,R_1Dr3Uwp2Sq8Gc4j, , , , ,37.98420715,23.73530579,anonymous,EN,8,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,80,10,10,3,7,0,7,5,10,10,0,0,0,0,10,8,10,10,0,0,9,8,10,8,7,3,0,10,10,10,10,10,10,4,8,8,0,9,0,2,7,10,7,7,5,8,8,7,9,7,10,8,9,8,10,70,90,8,1,3,50,900,8,1, ,29,1,0,1, ,6,1,1,1,213
4/29/2020,4/29/2020,0,80.106.59.120,100,1785,1,4/29/2020,R_2t51IaMXqsHiSk0, , , , ,40.6381073,22.94549561,anonymous,EN,8,8,0,5,6,9,1,1,10,1,9,8,8,3,4,7,50,25,25,6,6,0,5,5,5,5,0,0,0,0,7,8,9,9,1,5,7,7,9,9,5,8,10,8,9,6,7,8,9,7,7,3,2,9,0,1,8,9,7,6,1,9,8,5,1,8,7,1,4,6,8,30,50,3,16,9,25,3,7,2, ,26,2,0,1, ,4,1,1,1,213
4/29/2020,4/29/2020,0,176.58.209.156,100,2004,1,4/29/2020,R_1cYua2OeBkUUUE6, , , , ,37.98420715,23.73530579,anonymous,EN,8,6,6,6,8,10,7,8,9,7,10,4,5,3,5,5,70,20,10,5,4,5,5,5,8,6,5,7,5,4,3,9,9,10,6,3,5,5,7,6,5,7,6,7,7,4,5,3,8,7,6,5,3,7,0,3,5,5,9,5,5,8,8,4,0,3,5,3,3,4,7,90,80,5,16,8,50,300,4,1, ,23,1,0,3, ,7,1,1,1,213
4/29/2020,4/29/2020,0,109.242.180.138,100,2189,1,4/29/2020,R_2QKGfNTZ9BzNgAc, , , , ,37.98420715,23.73530579,anonymous,EN,8,10,0,10,0,10,5, ,10,0,10,10,10,0,10,9,0,0,100,9,8,0,5,0,5,0,0,0,0,0,1,10,10,10,0,2,0,6,6,3,0,8,10,10,5,5,5,9,2,3,5,5,5,10,0,0,6,0,0,5,1,10,5,0,0,7,10,5,0,10,1,10,10,3,16,5,25,3,7,1, ,33,2,0,1, ,4,1,1,1,213
4/29/2020,4/29/2020,0,94.67.110.218,100,1781,1,4/29/2020,R_3McK3FqAnnYWb5d, , , , ,40.6381073,22.94549561,anonymous,EN,8,9,9,8,9,10,8,6,10,10,10,8,9,6, ,10,0,100,0,3,4,1,5,2,5,4,2,3,2,4,6,8,8,8,2,4,7,8,10,9,7,7,8,5,5,6,6,6,7,2,6,8,4,2,0,6,6,3,7,4,6,9,9,8,1,2,7,2,6,8,7,20,30,3,14,7,25,3,7,2, ,41,1,0,1, ,6,1,1,1,213
