V1,V2,V3,V4,V5,SC0_0,SC0_1,SC0_2,rid,pid,SUPPLIER_ID,SUPNAME,complete,information sheet,consent,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_4,collective_narcis_5,collective_narcis_6,national_identity_4,national_identity_5,conspiracy_theories_4,conspiracy_theories_5,conspiracy_theories_7,conspiracy_theories_8,open_mindness_4,open_mindness_5,open_mindness_7,open_mindness_8,open_mindness_9,open_mindness_10,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_7,morality_as_cooperat_8,morality_as_cooperat_9,morality_as_cooperat_10,morality_as_cooperat_11,trait_optimism_4,trait_optimism_5,social_belonging_4,social_belonging_5,social_belonging_12,social_belonging_13,trait_self-control_4,trait_self-control_5,trait_self-control_12,trait_self-control_13,self-esteem_4,attention_check_4,narcissism_4,narcissism_5,narcissism_12,narcissism_13,narcissism_14,narcissism_15,moral_identity_4,moral_identity_5,moral_identity_12,moral_identity_13,moral_identity_14,moral_identity_15,moral_identity_16,moral_identity_17,moral_identity_18,moral_identity_19,risk_perception_4,risk_perception_5,political_ideology_1,moral_circle,moral_circle1,health_8,CRT,CRT1,CRT2,CRT3,intro,sex,sex_TEXT,age,marital,children,employment,employment_TEXT,ladder_instro,ladder_picture,ladder_answer,urban,tested_positive,know_tested_positive,no_bots,prefecture,education,income,support,comments,debrief,
R_22KtLXJ6ZqgKDEO,Default Response Set,2020-04-26 07:31:02,2020-04-26 07:51:02,1,0,0,0,5ea570e0-89fe-1f8d-df43-403c8e4ff5f1,102841322,1119,GMOResearch-Link,1,1,1,4,3,6,9,10,6,6,7,4,6,6,6,7,10,10,80,10,10,0,1,6,6,6,7,7,10,10,0,7,6,8,8,8,2,3,6,7,9,8,6,4,4,1,6,8,8,7,7,6,6,7,8,3,0,4,0,4,0,0,6,7,7,9,8,7,6,8,7,7,6,40,40,5,1,6,8,1,25セント,5時間,7時間,1,2,,52,3,2,3,,1,1,10,1,1,1,213,12,5,1,4,,1,
R_2wplzEAlKDTdNex,Default Response Set,2020-04-26 07:37:52,2020-04-26 07:51:15,1,0,0,0,5ea57264-ae02-80f4-8ccb-fbb696513ef2,102776152,1119,GMOResearch-Link,1,1,1,8,3,5,5,7,5,5,7,3,4,6,6,5,8,8,80,10,10,7,6,5,5,5,6,5,4,5,5,6,3,5,5,5,5,6,6,5,5,5,5,5,5,6,7,7,7,6,5,6,6,6,7,5,0,6,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,70,60,5,1,2,9,1,50,,,1,2,,53,3,3,1,,1,1,3,2,1,1,213,15,2,4,1,,1,
R_u4fojnRJqNm3JaF,Default Response Set,2020-04-26 07:30:15,2020-04-26 07:51:20,1,0,0,0,5ea570b4-8099-5a82-f49e-e295fed4d8e1,5ea570a0-b943-8461-c175-9e216311c2c8,989,Innovate,1,1,1,10,5,5,6,2,10,10,10,10,8,10,8,10,10,10,75,5,20,6,3,7,5,8,0,10,10,9,8,9,7,8,8,2,7,6,5,7,9,9,8,8,8,10,10,7,8,7,7,4,5,6,3,10,0,9,9,5,5,8,8,7,8,7,0,7,8,3,7,7,6,70,60,7,1,7,3,1,50,900,4,1,1,,25,1,0,4,,1,1,9,1,1,1,213,13,5,1,2,,1,
R_2EaBFYRsSpDvQGF,Default Response Set,2020-04-26 07:35:05,2020-04-26 07:51:20,1,0,0,0,5ea571c6-cca9-deb8-bb2b-fc2f6e4b739f,101887976,1119,GMOResearch-Link,1,1,1,8,0,8,5,8,5,6,10,0,0,5,8,5,10,7,100,0,0,1,2,5,5,5,10,10,5,5,5,5,6,8,8,8,2,3,8,5,7,5,5,7,5,5,4,0,0,0,5,2,1,7,8,3,0,5,0,5,0,0,5,5,5,0,5,0,0,5,0,0,0,0,50,5,1,5,10,1,25セント,3分,4時間,1,1,,45,1,0,3,,1,1,11,1,1,1,213,14,5,1,2,,1,
R_OdNwJJSzyTU9uj7,Default Response Set,2020-04-26 07:36:48,2020-04-26 07:51:22,1,0,0,0,5ea5720f-2dcd-1e56-cdb2-7ccc02bea221,102036820,1119,GMOResearch-Link,1,1,1,10,0,5,5,10,1,1,5,1,0,10,5,10,10,10,100,0,0,0,0,0,5,0,0,0,5,8,5,5,10,10,10,10,0,10,0,0,10,0,0,10,10,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,10,0,0,0,0,10,5,1,1,0,1,50,9,4,1,1,,34,1,0,5,,1,1,10,2,1,1,213,1,2,2,5,,1,
R_10u7RxEWxgO719f,Default Response Set,2020-04-26 07:27:19,2020-04-26 07:51:36,1,0,0,0,5ea56fe2-4573-36ef-d052-966a23a28cb2,102705436,1119,GMOResearch-Link,1,1,1,7,1,8,7,10,6,6,6,4,5,5,9,5,9,9,80,10,10,3,3,5,5,5,7,6,8,3,3,3,5,6,6,5,4,4,7,6,7,7,5,6,5,4,6,6,5,5,5,3,3,5,7,6,0,4,5,5,5,5,5,8,7,5,4,5,5,5,5,5,5,20,50,5,1,2,5,1,,,,1,1,,71,1,2,5,,1,1,6,2,1,1,213,,5,2,5,特になし,1,
R_1pRTpMOTGXyS7Ah,Default Response Set,2020-04-26 07:36:07,2020-04-26 07:51:38,1,0,0,0,5ea571fc-c331-8075-e0c8-b2ef7d4635d2,100478519,1119,GMOResearch-Link,1,1,1,9,0,8,10,10,7,7,6,5,10,9,10,9,10,10,100,0,0,7,7,3,8,2,8,7,8,4,2,2,4,8,7,6,2,1,7,5,9,6,5,5,5,6,7,7,8,7,6,8,6,3,9,3,0,3,4,2,3,3,4,8,7,5,0,8,5,1,5,6,8,0,20,5,1,4,9,1,25セント,9分,7時間,1,1,,58,3,3,1,,1,1,4,2,1,1,213,9,5,8,2,,1,
R_1FP3WqVl1JJCukm,Default Response Set,2020-04-26 07:36:40,2020-04-26 07:51:42,1,0,0,0,5ea57220-cceb-c4bd-bf85-14daa865f75c,102962890,1119,GMOResearch-Link,1,1,1,10,0,10,10,10,7,8,10,5,10,10,10,10,10,10,0,0,100,2,2,2,10,7,10,9,8,8,3,3,8,10,9,9,0,2,7,7,6,5,3,7,7,5,7,3,3,4,3,8,9,8,2,7,0,6,4,6,7,7,6,7,5,3,7,3,3,8,6,3,3,10,10,6,1,4,8,1,50,3,4,1,1,,57,3,2,1,,1,1,6,1,1,1,213,13,5,5,1,日本の場合、法律に従って制度の中でコロナ対策を行っているが、スピード感がないので非常に心配だ。,1,
R_2rwqGiYQ7pZHp71,Default Response Set,2020-04-26 07:37:27,2020-04-26 07:51:51,1,0,0,0,5ea57259-8349-d683-87fe-a9697d8aba82,101625885,1119,GMOResearch-Link,1,1,1,8,0,8,8,10,7,8,10,5,3,7,10,6,10,10,100,0,0,6,6,3,5,5,9,9,3,1,1,0,5,4,4,4,3,4,6,5,7,5,3,5,4,2,7,2,1,0,2,7,6,7,4,7,0,0,3,3,5,0,5,6,6,2,3,3,3,7,1,1,2,30,10,5,1,2,5,1,50セント,9分,7時間,1,1,,69,3,0,1,,1,1,9,1,1,1,213,1,2,3,2,,1,
R_TdQVAhtBn0g9lh7,Default Response Set,2020-04-26 07:37:04,2020-04-26 07:51:53,1,0,0,0,5ea57239-9954-e950-3ce1-32678d55d22f,101261959,1119,GMOResearch-Link,1,1,1,0,0,4,3,10,10,10,10,10,10,10,0,10,10,10,40,30,30,6,4,4,6,4,10,10,5,5,0,0,10,10,10,10,0,0,6,6,6,6,6,6,6,4,6,4,6,4,4,10,10,0,0,10,0,0,0,0,0,0,0,4,4,6,4,4,4,4,4,4,4,10,10,5,1,1,5,1,25,9,7,1,1,,45,1,0,1,,1,1,6,1,2,2,213,27,5,3,3,ない,1,
R_2QMqMsLkhDvnyK4,Default Response Set,2020-04-26 07:27:38,2020-04-26 07:51:54,1,0,0,0,5ea5700b-96ad-af08-50d0-ddec58ed0fbb,101423836,1119,GMOResearch-Link,1,1,1,2,3,2,8,10,8,8,9,5,3,4,8,6,7,8,0,0,100,7,4,5,3,6,10,10,7,5,2,5,3,7,2,8,1,1,8,8,7,5,4,6,5,9,9,9,10,9,10,5,8,3,1,6,0,5,7,2,7,9,2,7,7,5,2,7,7,2,7,8,8,10,20,3,1,6,8,1,50,9,4,1,1,,71,3,3,1,,1,1,4,1,1,1,213,13,1,8,4,難しい解釈な言葉が多い。,1,
R_1KffD1lkESeHL2u,Default Response Set,2020-04-26 07:26:39,2020-04-26 07:51:54,1,0,0,0,5ea56fc5-e20f-34b9-a909-408d6fc93540,103332260,1119,GMOResearch-Link,1,1,1,0,6,10,5,5,5,5,10,0,5,0,0,0,5,5,100,0,0,9,7,0,0,0,5,5,5,5,5,5,0,10,10,10,0,2,10,6,10,9,6,5,0,6,5,8,5,5,7,5,6,6,7,5,0,1,0,3,4,0,5,7,5,0,0,0,0,5,0,0,7,50,50,5,1,16,4,1,２５セント,９分,７時間,1,1,,65,3,3,5,,1,1,6,1,1,1,213,11,2,3,4,私の考えはスウェーデンの取り組みに近いと思ってます。 / ワクチン作成に時間が係るようであれば、元気な人は早く感染して体内に抗体を作った方が今後を考えるうえで良いと思ってます。,1,
R_tVu1adYP40e3ThL,Default Response Set,2020-04-26 07:34:22,2020-04-26 07:52:21,1,0,0,0,5ea5719e-c5fd-239b-66ce-2e8f7612f745,102759873,1119,GMOResearch-Link,1,1,1,8,2,7,7,8,4,7,6,,8,8,9,6,8,9,60,40,0,6,7,7,8,7,4,6,7,7,4,7,6,8,8,8,6,7,7,5,7,7,7,7,6,4,7,7,8,6,9,4,6,7,6,4,0,3,4,2,7,4,4,7,7,6,6,7,6,4,6,7,6,30,50,6,1,1,7,1,25,9,0,1,1,,69,3,2,2,,1,1,7,2,1,1,213,23,2,3,2,なし,1,
R_1pR5nVuY3SMAfkh,Default Response Set,2020-04-26 07:32:27,2020-04-26 07:52:27,1,0,0,0,5ea5712b-5c03-8b6c-feb5-833341fe06f3,103402156,1119,GMOResearch-Link,1,1,1,9,5,5,8,4,7,5,9,1,3,9,9,8,10,10,100,0,0,7,7,2,5,8,10,5,4,4,0,0,7,9,9,9,2,2,7,5,8,5,7,5,5,6,6,7,7,6,7,5,6,6,5,7,0,4,4,6,4,4,4,8,5,2,5,4,4,4,4,5,7,0,10,5,1,2,7,1,25,3,3,1,1,,60,3,1,1,,1,1,3,1,2,2,213,23,5,6,1,別に無し。,1,
R_2tmquZE7iI5h3O1,Default Response Set,2020-04-26 07:26:06,2020-04-26 07:52:34,1,0,0,0,5ea56fb8-5f56-4073-df3c-e8a65d4731e9,100465098,1119,GMOResearch-Link,1,1,1,8,1,10,9,10,6,6,9,0,8,10,8,7,7,8,0,80,20,9,9,1,6,5,7,5,1,0,0,0,0,9,10,9,0,2,7,5,7,6,0,5,5,5,7,6,6,5,9,7,6,2,2,6,0,6,6,2,5,0,2,10,10,0,0,0,9,0,5,0,9,30,40,4,1,5,7,1,25セント,9分,４時間,1,1,,71,3,2,5,,1,1,2,1,2,2,213,13,5,8,2,　長期的にパンデミックの影響を抑える材料として役に立つことを期待します。,1,
R_5aquNFizG63Kbu1,Default Response Set,2020-04-26 07:36:15,2020-04-26 07:52:49,1,0,0,0,5ea57210-bec0-e9b2-0cfb-b9c8d32d9497,101319728,1119,GMOResearch-Link,1,1,1,10,0,2,8,10,6,6,10,0,9,5,5,2,6,7,100,0,0,1,1,1,5,5,9,5,0,0,0,0,5,8,8,8,0,7,5,9,7,7,0,5,0,0,1,5,0,1,5,5,4,7,9,2,0,6,0,0,1,0,7,9,5,0,1,0,0,5,0,0,5,80,50,5,1,4,4,1,50セント,9分,4時間,1,1,,51,1,0,2,,1,1,10,1,1,1,213,13,5,2,5,,1,
R_6mTWyonOC4W3ued,Default Response Set,2020-04-26 07:25:43,2020-04-26 07:53:08,1,0,0,0,5ea56f98-4631-aad0-e2f6-0f4115fcd857,103387543,1119,GMOResearch-Link,1,1,1,7,4,6,6,7,7,7,7,7,7,7,6,6,8,10,100,0,0,8,8,5,5,5,5,4,7,5,5,5,0,10,10,9,0,1,7,7,7,7,5,4,7,7,5,6,5,5,7,5,5,5,5,5,0,2,1,1,1,0,0,2,2,0,0,0,0,7,0,0,0,0,20,5,1,16,5,1,50,9分,4時間,1,1,,49,3,0,2,,1,1,9,2,1,1,213,46,2,2,2,なし,1,
R_2QsyXaiYEdiCOR7,Default Response Set,2020-04-26 07:31:55,2020-04-26 07:53:09,1,0,0,0,5ea57104-5267-c861-df49-5a8484c7eddf,103247191,1119,GMOResearch-Link,1,1,1,8,5,7,6,8,8,8,8,7,7,8,7,6,9,9,50,0,50,7,5,5,7,8,7,2,6,5,2,2,5,10,10,10,1,0,7,5,7,6,5,5,6,7,6,7,7,6,9,5,6,8,5,6,0,4,4,0,7,0,0,9,7,1,1,3,2,7,3,4,7,40,10,5,1,6,8,1,50セント,9分,4,1,1,,34,1,0,1,,1,1,6,2,1,1,213,14,2,5,3,日本は日本でやる事をやっていると思うところもあるけど、海外に比べたらぬる過ぎるとは思う。封鎖が出来ないなら街の消毒はするべき韓国のーよーに。あれを見たら人は自然と外に出るのもぁあやばいんだろうなって思うし、海外をもっと見習ってやるべき / 台湾なんかも店毎に体温計で入り口で図ったりしたりしてるし、徹底する所はしないとずっとダラダラ続くと思う / 日本人て偽りの平和を信じてんのか、平和ボケして危機感ない奴らが多すぎる / 満員電車とパチンコ屋なんて普通最初に封鎖するべきだと思うがね / 3密の定義も誰が決めて誰がOKしてんのか謎 / 能無しの自称専門家みたいな奴がTVでわちゃわちゃ言ってるが、そんな有名な専門家ならTVなんて出て話してる場合じゃないだろうとw本当に有能ならそーいう人間が現場で指示を出すべきだし、TVやマスコミなんて平気で嘘付くから誰も大して信用してないんだろうと思うけど,1,
R_3Do8mjT4vISpTda,Default Response Set,2020-04-26 07:32:08,2020-04-26 07:53:38,1,0,0,0,5ea5710e-f864-6637-a3a1-e7439ad2259f,101383137,1119,GMOResearch-Link,1,1,1,6,6,3,4,5,5,6,8,0,7,5,4,4,3,4,100,0,0,7,6,3,5,3,7,5,2,0,0,0,2,9,9,8,2,2,6,5,5,4,4,4,4,5,6,5,4,5,4,3,4,7,8,3,0,2,2,3,1,3,6,7,3,2,4,2,2,5,2,2,3,60,60,5,1,5,7,1,50セント,100分,7時間,1,1,,48,3,0,1,,1,1,5,1,1,1,213,28,5,8,2,,1,
R_SQ99Zu4SIrSmWC5,Default Response Set,2020-04-26 07:42:59,2020-04-26 07:53:40,1,0,0,0,5ea5735f-cc2c-8a09-5c87-11e8d939e684,102849358,1119,GMOResearch-Link,1,1,1,5,0,10,5,10,5,5,5,5,10,5,6,8,10,5,20,40,40,10,10,0,5,0,10,10,5,5,5,5,0,10,10,10,0,0,10,10,10,10,5,5,5,2,4,10,10,10,10,5,10,3,5,5,0,2,4,0,0,0,0,10,10,0,0,5,5,5,5,5,10,50,50,5,1,9,6,1,50,1,4,1,2,,41,3,3,3,,1,1,6,2,1,1,213,23,2,4,2,特になし,1,
R_2rpApdCslODiCIn,Default Response Set,2020-04-26 07:33:42,2020-04-26 07:54:08,1,0,0,0,5ea57181-d8f2-dd51-0154-15d6a2f3c65b,103182927,1119,GMOResearch-Link,1,1,1,9,0,8,9,10,8,9,9,5,5,7,7,5,8,5,100,0,0,5,5,5,5,5,10,10,5,2,0,0,5,9,7,9,10,0,5,5,7,5,5,5,5,5,8,8,8,8,9,7,7,3,5,5,0,2,5,5,1,1,4,10,8,6,0,5,6,1,7,7,8,30,10,5,1,5,5,1,25,54,4,1,2,,54,3,1,2,,1,1,4,1,1,1,213,13,5,8,1,,1,
R_9ALZsj3K8Q4QUil,Default Response Set,2020-04-26 07:36:24,2020-04-26 07:54:27,1,0,0,0,5ea571f8-ec44-751a-26b3-5992db95580d,103337358,1119,GMOResearch-Link,1,1,1,6,3,6,6,7,5,6,3,3,5,6,5,6,6,7,80,10,10,7,6,6,6,,6,6,6,5,4,,6,5,5,5,4,6,6,,6,,4,6,,6,5,6,6,6,7,6,5,6,,,6,4,5,5,6,5,5,6,,6,,6,,3,4,4,,10,20,5,1,6,5,1,50セント,300分,,1,1,,69,3,2,2,,1,1,6,2,1,1,213,45,2,3,4,,1,
R_1Ig8JXhy7QKfQvR,Default Response Set,2020-04-26 07:36:29,2020-04-26 07:55:20,1,0,0,0,5ea57236-1923-294b-307a-48fb9b1b42e0,101661265,1119,GMOResearch-Link,1,1,1,8,1,6,6,5,8,8,10,5,2,9,9,9,9,10,100,0,0,6,4,5,7,5,9,6,9,7,5,5,7,6,7,5,3,7,6,6,7,6,2,6,4,3,7,4,5,3,6,6,7,7,5,6,0,7,6,5,5,4,5,5,5,3,5,6,3,4,4,4,4,30,50,5,1,2,5,1,50セント,3分,4時間,1,1,,61,3,3,1,,1,1,3,2,1,1,213,8,2,4,4,日本政府は新型コロナウィルス対策に対してもっと厳しい措置をしたほうがいい。,1,
R_28BZbOTPz6DNMvG,Default Response Set,2020-04-26 07:39:05,2020-04-26 07:55:20,1,0,0,0,5ea5723d-b371-8f1d-734e-2e3d69d7ada8,103091665,1119,GMOResearch-Link,1,1,1,8,2,8,8,8,7,7,7,3,7,9,9,8,8,9,90,5,5,8,8,7,3,6,10,10,6,1,1,1,8,10,9,8,7,2,7,8,8,8,5,7,5,4,8,7,7,8,7,3,8,3,1,6,0,4,7,3,6,4,3,8,8,7,2,4,6,7,7,7,6,50,50,7,1,3,9,1,25セント,3分,７時間,1,1,,70,3,2,1,,1,1,5,2,1,1,213,27,2,8,2,ない,1,
R_3PEKP2sXDg8wEPy,Default Response Set,2020-04-26 07:37:30,2020-04-26 07:55:22,1,0,0,0,5ea5724d-f91d-5a00-9f81-99771d5980ab,103391377,1119,GMOResearch-Link,1,1,1,10,0,7,7,10,8,7,8,3,8,10,8,8,10,10,90,10,0,7,6,5,5,5,9,6,4,4,2,4,4,6,6,5,3,4,9,5,8,7,5,8,5,5,6,5,7,5,7,5,7,4,7,7,0,4,3,5,5,5,5,8,8,5,3,5,3,2,6,5,7,40,50,5,1,3,8,1,50セント,9分,6時間,1,2,,37,3,2,1,,1,1,3,1,1,1,213,11,5,7,5,緊急事態宣言は延長してほしい / 住んでいる地域は感染者が100人を超えているが濃厚接触者しか検査してもらえない、実際の感染者はもっとたくさんいるはず / もし感染したら乳幼児がいるため自宅待機しかなく家族感染してしまうので不安 / この不安な現状を理解してほしい / このことを伝えてほしい,1,
R_DDnFs48FsDt5ujn,Default Response Set,2020-04-26 07:34:15,2020-04-26 07:55:33,1,0,0,0,5ea57173-5c0b-63ae-0bdb-3ba174a31273,103380010,1119,GMOResearch-Link,1,1,1,4,6,6,10,10,5,5,10,0,10,5,5,0,10,9,100,0,0,7,7,3,6,3,10,8,6,2,2,5,0,10,10,8,0,3,6,6,7,6,6,5,5,3,6,6,6,6,6,3,7,8,6,6,0,0,5,2,2,2,0,7,5,3,1,3,3,5,5,5,7,50,30,5,1,11,5,1,25セント,,,1,2,,58,3,3,2,,1,1,6,1,1,1,213,13,4,4,2,,1,
R_2QYfrvL8k2BXtvG,Default Response Set,2020-04-26 07:28:05,2020-04-26 07:55:45,1,0,0,0,5ea56fe2-1163-c0dc-a37e-35755e0878c4,101927363,1119,GMOResearch-Link,1,1,1,8,3,9,9,10,8,8,9,4,7,8,6,7,9,6,95,3,2,4,4,8,6,6,10,9,3,3,0,0,6,9,9,9,3,4,9,8,9,7,4,6,4,6,8,4,4,5,6,4,6,7,4,4,0,4,4,6,4,3,4,9,7,6,0,4,6,3,4,4,6,20,30,5,1,5,7,1,25,9,7,1,1,,58,1,0,1,,1,1,7,1,1,1,213,13,2,5,2,,1,
R_3ixsLj5UunLwtNI,Default Response Set,2020-04-26 07:26:53,2020-04-26 07:55:53,1,0,0,0,5ea56feb-8eb8-452b-9cd4-6b8ee3ee887d,102283165,1119,GMOResearch-Link,1,1,1,7,3,4,6,10,10,10,10,1,6,5,7,9,10,9,100,0,0,9,7,6,8,4,10,7,3,3,1,2,5,10,9,9,3,4,5,2,6,3,2,7,6,6,8,7,6,6,9,4,3,7,3,2,0,2,2,6,6,2,3,4,2,0,3,3,3,7,5,3,3,40,40,1,1,2,9,1,50セント,3時間,16時間,1,2,,41,1,0,2,,1,1,6,1,1,1,213,27,2,4,4,,1,
R_BKdRrWOAvMO0Uff,Default Response Set,2020-04-26 07:35:01,2020-04-26 07:56:30,1,0,0,0,5ea571a5-0e09-58f2-b80c-b29ee1685ee3,103137031,1119,GMOResearch-Link,1,1,1,10,0,6,10,10,10,10,10,1,10,10,10,10,10,10,0,100,0,8,8,3,5,5,10,10,3,2,1,1,8,10,10,10,10,4,9,9,10,10,5,5,5,2,10,4,1,1,10,8,10,3,2,5,0,3,5,3,7,5,1,10,10,5,1,5,10,0,10,10,10,80,80,5,1,16,10,1,25セント,9分,7時間,1,1,,49,3,0,1,,1,1,8,1,1,1,213,13,5,7,1,,1,
R_yUvvKOGFUsgNgbf,Default Response Set,2020-04-26 07:31:50,2020-04-26 07:56:40,1,0,0,0,5ea57102-917b-6b4a-281e-db106b4cae8c,103391493,1119,GMOResearch-Link,1,1,1,10,0,10,4,7,4,4,8,0,9,10,10,10,10,10,80,20,0,7,4,5,3,3,10,10,1,0,0,0,1,9,10,10,4,1,10,7,8,5,5,5,1,0,6,3,7,1,6,4,8,9,9,9,0,2,2,7,1,0,5,10,8,0,0,3,2,0,4,0,10,30,50,5,1,11,10,1,25セント,3分,7時間,1,2,,48,1,0,3,,1,1,6,2,1,1,213,20,5,2,4,特になし,1,
R_2TFSbta2TAif6bh,Default Response Set,2020-04-26 07:36:34,2020-04-26 07:56:57,1,0,0,0,5ea5721c-9e4d-5a02-5d03-e93e74567483,102840109,1119,GMOResearch-Link,1,1,1,7,2,8,8,10,9,9,9,4,10,6,6,6,10,10,50,40,10,9,9,8,6,8,10,10,3,3,3,3,7,10,2,10,1,1,10,8,8,8,4,8,4,10,10,9,8,8,9,7,8,2,3,7,0,6,7,6,7,8,2,10,8,,2,8,8,1,8,7,7,30,30,4,1,11,10,1,25セント,5時間,4時間,1,2,,60,1,2,1,,1,1,3,1,1,1,213,23,4,4,1,,1,
R_eS5bLnbaXV6FO3T,Default Response Set,2020-04-26 07:37:17,2020-04-26 07:57:02,1,0,0,0,5ea57266-e571-f3b4-3174-6c120c7aad99,100651545,1119,GMOResearch-Link,1,1,1,6,4,6,6,4,6,6,4,4,6,6,6,6,6,6,100,0,0,6,6,3,6,3,6,6,4,4,4,4,4,6,6,6,4,4,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,4,6,6,0,6,4,4,4,4,4,6,4,4,4,4,4,6,4,4,4,50,40,4,1,4,7,1,50,3,4,1,1,,61,1,0,3,,1,1,7,1,1,1,213,13,5,1,5,なし,1,
R_0TjOBpl3ABo5mAF,Default Response Set,2020-04-26 07:34:02,2020-04-26 07:57:16,1,0,0,0,5ea5718a-69b4-1e06-9308-bea7a0a9c120,103146878,1119,GMOResearch-Link,1,1,1,10,0,10,8,10,10,10,10,5,10,10,10,10,10,10,50,10,40,8,6,5,7,5,10,10,5,4,0,4,5,10,10,10,0,0,6,7,8,7,3,5,5,6,7,8,6,6,8,4,4,6,7,7,0,1,2,0,2,0,5,5,5,5,5,5,5,7,5,5,6,70,80,5,1,3,7,1,25セント,1人の血圧測定時間がわからないので、わかりません,7時間,1,2,,54,3,2,3,,1,1,8,1,1,1,213,29,3,5,2,,1,
R_em8hCIOwPxr6Qal,Default Response Set,2020-04-26 07:34:58,2020-04-26 07:57:19,1,0,0,0,5ea571dc-b160-cf9f-4c3c-5e55dcb52822,103055902,1119,GMOResearch-Link,1,1,1,7,4,5,5,7,7,7,8,6,6,6,5,5,7,7,90,5,5,7,6,4,5,6,8,8,5,4,3,3,5,8,8,3,3,3,3,6,6,6,6,6,4,7,7,6,5,5,6,5,5,4,5,5,0,4,4,4,4,4,4,7,6,4,4,5,4,5,5,4,5,60,10,7,1,6,6,1,25,3,4,1,1,,68,3,2,3,,1,1,6,1,1,1,213,12,2,4,3,とても興味ある調査だと思います。コロナとの戦いはこれからも長く続くと思いますが、みんなで協力し負けないように頑張っていきたいと思います。,1,
R_1DprckiFnSaZnWQ,Default Response Set,2020-04-26 07:36:07,2020-04-26 07:57:47,1,0,0,0,5ea571fb-49cc-4089-9237-9b957b9e812b,103226701,1119,GMOResearch-Link,1,1,1,7,0,6,6,10,9,6,10,5,5,6,4,7,8,10,100,0,0,3,2,5,5,0,5,6,0,0,0,0,1,10,10,10,0,1,5,5,9,7,0,3,5,0,5,3,2,3,5,9,7,5,2,1,0,0,0,5,0,0,4,8,6,0,0,3,3,2,0,1,6,10,20,5,1,16,2,1,25,3,7,1,2,,51,1,0,1,,1,1,10,1,1,1,213,13,2,2,2,調査の分析結果がどのように活用されていくのか私には想像もつきませんが、研究お疲れ様です。単身の非正規雇用で今は今後の生活を考えるだけで精一杯の中、どんな形であれコロナ収束に向けて知恵や力を提供している方々に敬意を払うことぐらいしか、自分にできることはありません。ありがとうございました。,1,
R_2YP89wivOUQJ1cV,Default Response Set,2020-04-26 07:31:05,2020-04-26 07:58:06,1,0,0,0,5ea570a7-bc54-0f36-0812-1fad80f29bc9,101596206,1119,GMOResearch-Link,1,1,1,8,0,7,6,10,6,7,10,1,6,9,10,6,10,9,100,0,0,6,3,5,8,6,7,7,4,3,3,5,3,7,9,8,1,2,4,4,7,2,3,2,2,3,4,6,6,6,7,9,6,6,7,6,0,0,5,2,4,3,1,4,6,3,3,6,4,4,6,3,4,30,20,5,1,9,8,1,50セント,9分,6時間,1,2,,58,1,2,1,,1,1,8,2,1,1,213,41,2,2,2,未だに、急用でもないのに、ウロウロしている人が多くいます。そういう人達に、自分もかかるかもしれないという危機感を持ってほしいと思います。,1,
R_2Qi9whqur5bfuf7,Default Response Set,2020-04-26 07:37:33,2020-04-26 07:58:08,1,0,0,0,5ea5723b-1716-95be-c15a-119410862c9d,102747910,1119,GMOResearch-Link,1,1,1,8,5,8,5,8,7,8,10,9,10,5,8,5,8,8,90,10,0,7,5,5,5,5,10,10,4,6,5,5,5,5,5,5,5,7,7,7,7,7,5,6,6,4,4,5,5,5,7,7,7,7,5,6,6,6,6,6,5,0,4,6,5,5,5,5,5,5,5,5,5,50,70,6,1,2,6,1,50,1分,4,1,2,,42,3,1,2,,1,1,7,2,1,1,213,45,3,3,3,,1,
R_pSsM8LLu6R2Nz5T,Default Response Set,2020-04-26 07:36:21,2020-04-26 07:58:15,1,0,0,0,5ea5722d-47e7-abf3-91dd-89e940310a7c,IE27942,1326,Idle-Empire-Link,1,1,1,10,0,10,8,10,0,0,1,0,10,5,4,5,9,9,100,0,0,5,5,0,2,0,10,5,0,0,0,0,7,7,10,10,0,0,8,5,7,5,5,5,5,3,3,3,3,2,5,5,5,5,8,5,0,0,0,0,0,0,0,8,5,5,0,4,1,5,0,0,5,50,50,5,1,5,5,1,25,3,7,1,1,,36,1,0,1,,1,1,8,1,1,1,213,23,5,2,5,,1,
