RecordedDate,Duration (in seconds),Country,UserLanguage,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_1,collective_narcis_2,collective_narcis_3,national_identity_1,national_identity_2,conspiracy_theories_1,conspiracy_theories_2,conspiracy_theories_3,conspiracy_theories_4,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self-control_1,trait_self-control_2,trait_self-control_3,trait_self-control_4,self-esteem_1,narcissism_1,narcissism_2,narcissism_3,narcissism_4,narcissism_5,narcissism_6,moral_identity_1,moral_identity_2,moral_identity_3,moral_identity_4,moral_identity_5,moral_identity_6,moral_identity_7,moral_identity_8,moral_identity_9,moral_identity_10,risk_perception_1,risk_perception_2,political_ideology_1,moral_circle1,health_1,CRT1,CRT2,CRT3,sex,sex_3_TEXT,age,marital,children,employment,employment_6_TEXT,ladder_answer,urban,tested_positive,know_tested_positive,no_bots,Attention_check
4/28/2020 16:53,2211,NEPAL,EN/NP,9,10,10,10,10,10,10,10,10,9,0,10,10,10,10,50,50,0,8,5,10,10,2,10,10,10,10,6,0,9,10,10,9,1,6,10,10,10,10,10,10,9,10,10,9,8,10,10,10,10,0,0,10,10,6,4,10,8,9,10,10,5,0,7,10,1,9,8,9,0,0,5,16,10,0.1,100,24,1,,31,3,1,2,,6,1,1,1,213,0
5/4/2020 20:19,28866,NEPAL,EN/NP,8,7,8,8,10,9,9,10,10,10,10,10,10,10,10,25,50,25,6,6,8,8,8,10,10,8,7,5,5,9,10,9,9,6,5,7,6,7,7,9,9,7,9,9,5,6,5,9,5,5,8,5,8,7,9,5,7,5,5,9,9,8,2,9,3,9,6,7,8,70,70,5,1,7,0.1,5000,24,2,,31,3,1,1,,4,2,1,1,213,0
5/5/2020 10:05,1365,NEPAL,EN/NP,9,0,9,5,10,6,7,2,0,4,8,8,8,8,9,85,10,5,8,7,3,3,3,9,7,0,0,0,0,3,9,9,9,1,1,6,7,8,9,6,7,7,9,7,8,8,8,7,6,7,6,5,8,6,5,2,5,2,0,9,9,3,0,6,6,0,7,7,9,10,10,1,9,8,0.05,5,47,1,,31,1,0,3,,6,1,1,1,213,0
4/25/2020 12:51,1525,NEPAL,EN/NP,10,0,9,10,10,8,8,10,3,8,9,10,10,10,10,20,40,40,6,5,7,10,5,10,10,3,3,3,3,6,10,10,10,0,5,7,8,5,6,6,6,6,8,6,8,7,9,10,8,9,5,5,5,5,5,3,5,5,5,6,6,5,2,5,5,3,5,6,7,0,0,4,14,4,0.1,3,.,1,,31,3,1,1,,6,1,1,1,213,7
4/25/2020 11:04,1149,NEPAL,EN/NP,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,60,40,4,4,2,8,5,10,10,0,0,0,0,0,10,10,10,0,0,8,8,8,9,8,2,3,10,10,4,4,9,3,2,8,8,10,9,8,10,2,6,6,0,10,8,2,0,9,7,0,2,6,8,70,30,5,16,6,0.1,5,47,1,,31,3,1,1,,6,1,1,1,213,9
4/25/2020 9:01,1952,NEPAL,EN/NP,9,2,8,10,10,9,10,10,8,10,10,10,10,10,9,50,50,0,4,5,8,8,5,9,7,7,5,8,5,8,9,10,9,1,2,8,8,9,9,5,6,5,7,9,5,7,9,8,9,7,7,7,9,8,7,5,5,5,1,9,9,5,1,8,5,1,5,2,5,40,40,5,14,4,0.1,3,47,2,,30,3,0,3,,6,1,1,1,213,0
4/25/2020 11:01,1814,NEPAL,EN/NP,10,0,10,10,10,6,7,8,8,8,10,10,10,10,10,70,30,0,8,8,7,9,8,10,10,3,3,3,3,0,0,10,7,0,0,8,2,3,2,7,4,2,8,10,8,8,8,9,8,7,7,7,7,6,3,7,6,1,4,10,10,8,0,7,7,0,7,7,10,40,40,6,10,8,0.05,3,5,2,,30,3,0,2,,4,3,1,1,213,0
4/26/2020 11:46,1271,NEPAL,EN/NP,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,100,0,0,7,8,6,10,10,8,0,6,6,6,6,0,10,10,10,0,0,6,7,6,4,6,4,6,10,0,8,9,10,10,10,10,0,10,10,2,4,2,1,5,10,8,6,8,0,0,7,0,5,8,6,0,0,6,16,8,0.1,100,24,1,,30,1,0,1,,4,3,1,1,213,0
5/4/2020 12:32,1534,NEPAL,EN/NP,10,0,2,1,0,6,6,7,1,8,10,10,10,10,10,0,100,0,8,8,8,8,6,10,10,0,0,0,0,8,10,10,10,2,1,10,10,10,10,10,9,10,10,10,9,9,9,9,6,6,3,3,10,6,8,3,7,6,1,10,10,7,0,6,9,0,5,4,10,10,10,7,16,8,0.05,5,47,2,,30,1,0,1,,4,1,1,1,213,0
5/4/2020 13:24,724,NEPAL,EN/NP,10,1,9,10,10,9,10,10,9,9,10,10,10,10,10,50,25,25,10,9,10,10,10,10,10,9,10,9,9,6,9,9,10,9,10,9,7,8,7,7,8,3,10,10,10,9,9,8,9,9,10,3,9,8,9,9,9,9,8,8,9,9,8,7,9,9,9,8,9,20,20,1,16,6,0.9,5,24,1,,30,1,0,1,,6,1,1,1,213,0
5/5/2020 11:44,2655,NEPAL,EN/NP,9,2,8,9,10,9,8,10,6,6,6,6,8,10,8,10,90,0,7,8,10,8,7,10,10,4,5,4,4,6,10,8,10,1,3,8,7,9,7,5,7,8,7,9,7,6,7,10,10,6,8,6,9,6,4,3,5,4,3,10,6,6,3,6,6,7,7,6,7,30,60,5,14,8,0.1,100,24,2,,30,1,0,1,,4,1,1,1,213,0
4/29/2020 13:37,1071,NEPAL,EN/NP,10,0,10,10,10,0,0,7,3,0,0,0,0,8,8,100,0,0,3,6,10,10,10,7,7,10,10,10,10,0,10,10,10,0,10,9,8,6,10,3,3,7,10,10,10,10,10,10,5,9,4,6,6,0,8,0,7,9,0,10,7,0,0,7,7,0,0,3,10,0,30,0,16,6,0.1,100,24,1,,30,1,0,3,,6,1,1,1,213,2
5/4/2020 5:49,2730,NEPAL,EN/NP,1,9,2,2,1,3,3,2,3,3,8,8,8,8,8,80,20,0,3,6,5,4,6,9,9,2,4,3,3,3,7,3,4,3,3,6,3,3,5,5,4,3,6,7,6,4,4,3,5,6,3,7,5,4,4,7,5,6,7,2,4,7,8,4,8,8,3,2,4,30,30,5,1,4,0.1,100,24,2,,30,3,1,3,,6,1,1,2,213,2
4/29/2020 12:32,4452,NEPAL,EN/NP,8,1,8,8,8,8,5,8,4,9,8,9,10,10,10,34,33,33,6,6,6,7,5,9,8,4,2,1,1,5,9,10,9,1,8,1,9,5,5,6,5,3,5,8,5,5,5,7,5,5,6,2,7,5,3,5,8,5,8,8,10,5,2,5,7,2,5,8,8,10,20,3,16,6,0.1,100,24,2,,30,3,1,4,,6,1,1,1,213,3
5/4/2020 12:54,2777,NEPAL,EN/NP,9,0,9,10,9,10,7,7,3,8,5,8,7,9,9,0,70,30,6,4,2,6,7,10,10,7,1,5,0,0,10,9,10,0,10,6,4,2,7,6,6,6,8,10,7,6,8,8,10,8,2,6,8,1,7,2,9,8,6,8,7,9,1,2,8,1,7,8,7,10,10,1,16,8,0.1,5,47,1,,30,1,0,2,,5,1,1,1,213,3
5/4/2020 13:35,2071,NEPAL,EN/NP,10,3,10,10,0,7,9,9,10,9,6,6,6,5,7,5,80,15,7,5,9,10,10,10,10,3,3,3,3,8,10,10,10,0,9,6,6,6,6,6,6,6,10,10,8,9,10,9,10,10,7,0,10,0,5,0,10,10,10,10,9,8,3,7,7,6,7,7,7,20,40,5,10,10,0.1,5,24,1,,30,1,0,1,,7,2,1,1,213,4
4/24/2020 19:28,570,NEPAL,EN/NP,7,3,2,6,6,5,5,5,5,5,5,5,5,5,5,0,100,0,7,6,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5,7,7,6,7,6,8,7,5,5,6,5,5,5,6,7,6,6,6,6,6,7,7,8,7,6,6,6,6,6,7,6,6,6,7,60,60,8,7,7,0.1,5,24,1,,30,1,0,1,,6,1,2,1,213,5
4/25/2020 10:30,44142,NEPAL,EN/NP,10,0,10,10,10,5,6,10,6,9,10,10,10,10,10,0,100,0,8,7,5,5,5,10,10,8,2,1,1,1,10,10,10,0,1,6,10,8,9,9,5,3,8,10,7,8,8,6,5,9,3,8,7,7,5,1,5,5,0,10,8,5,1,2,1,5,2,6,5,90,90,7,16,9,0.5,3,24,2,,30,3,1,1,,4,1,1,1,213,5
5/2/2020 14:19,374,NEPAL,EN/NP,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,100,0,6,6,5,5,5,5,5,5,5,5,5,5,5,5,6,5,6,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,7,5,5,20,40,5,8,4,0.1,5,24,1,,30,1,0,1,,6,1,1,1,213,5
4/26/2020 3:09,1056,NEPAL,EN/NP,8,4,4,4,4,7,8,7,4,6,4,7,7,6,5,0,100,0,5,6,4,9,8,10,9,8,9,7,7,7,8,5,7,6,9,7,7,4,6,5,7,5,5,8,3,6,4,6,7,8,10,10,6,6,4,4,5,5,8,8,8,5,4,7,8,7,1,1,7,80,70,5,1,8,1,1,24,1,,30,2,0,1,,6,1,1,1,213,6
5/4/2020 21:00,1381,NEPAL,EN/NP,10,1,10,10,10,9,9,10,7,10,9,10,9,9,10,0,60,40,8,8,9,9,7,10,9,4,3,2,2,1,10,10,10,1,1,8,9,9,9,9,9,10,8,7,7,7,7,9,7,9,8,8,7,8,6,1,9,7,7,9,9,7,1,9,9,1,9,9,9,30,30,6,14,6,0.1,5,24,2,,30,1,0,4,,5,1,1,1,213,7
4/25/2020 16:02,1570,NEPAL,EN/NP,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,97,2,0,4,4,10,10,5,5,8,3,4,8,0,10,10,10,2,0,10,10,10,10,10,10,10,10,10,3,3,5,10,10,10,2,0,10,1,5,0,5,0,5,8,9,9,0,10,10,0,10,10,6,20,40,5,4,9,0.1,100,24,1,,30,3,1,1,,6,1,1,1,213,10
4/26/2020 9:23,5615,NEPAL,EN/NP,10,0,10,10,10,5,10,10,10,10,10,10,10,10,10,50,25,25,5,8,5,3,5,8,9,4,4,4,4,6,10,10,10,0,0,6,6,6,6,6,6,6,10,9,9,1,10,10,8,8,1,0,8,5,5,0,4,7,7,9,9,0,0,4,6,0,10,10,6,70,50,5,14,10,0.5,100,47,2,,30,3,1,1,,4,1,1,1,213,10
5/1/2020 18:06,3368,NEPAL,EN/NP,10,0,0,0,0,10,10,10,10,10,10,10,10,,10,10,0,90,6,6,0,10,10,10,10,10,10,10,0,6,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,9,5,8,5,10,10,10,10,10,6,0,10,10,0,10,10,10,0,20,2,16,6,0.1,100,24,3,Male,30,3,0,1,,4,1,1,1,213,10
4/25/2020 11:24,2920,NEPAL,EN/NP,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,100,0,5,5,10,10,6,10,10,5,5,5,5,8,10,10,10,0,1,10,10,10,10,10,10,10,10,10,9,8,8,8,10,9,2,2,8,7,5,5,7,7,7,10,10,5,0,7,5,0,5,5,10,30,20,5,16,7,0.1,5,24,2,,29,3,0,1,,6,1,1,1,213,0
4/25/2020 12:29,2110,NEPAL,EN/NP,8,2,8,5,8,6,10,10,0,10,5,10,10,10,10,0,80,20,3,4,7,7,5,10,8,5,5,0,0,5,5,8,8,1,8,7,8,8,8,5,5,8,8,10,8,5,8,9,7,7,2,8,8,7,8,5,8,5,2,10,10,2,0,8,8,1,0,5,10,50,60,5,5,6,0.1,3,47,1,,29,3,0,2,,6,1,1,1,213,0
4/25/2020 22:34,43834,NEPAL,EN/NP,8,8,8,8,10,10,10,10,10,10,10,10,10,10,10,0,70,30,0,3,10,10,10,10,10,3,1,3,3,9,10,10,10,7,5,8,8,5,8,8,8,8,10,10,9,8,8,10,7,8,8,3,8,7,6,2,10,3,1,9,9,8,0,8,7,0,8,8,10,40,10,5,1,10,0.05,3,47,2,,29,3,0,1,,4,1,1,1,213,0
5/4/2020 12:16,1842,NEPAL,EN/NP,10,0,10,10,10,10,10,10,5,5,5,10,10,10,10,0,75,25,3,5,5,5,5,10,0,5,5,4,0,0,10,9,8,5,5,8,9,9,10,5,1,0,10,5,5,5,5,10,7,7,1,5,10,5,5,10,7,5,6,10,10,5,5,5,10,0,5,5,10,10,10,5,5,5,0.1,5,24,2,,29,3,0,4,,6,1,1,1,213,0
5/4/2020 17:15,1153,NEPAL,EN/NP,10,3,8,10,10,8,8,10,10,8,3,7,8,8,10,50,25,25,3,10,7,8,10,10,10,0,0,0,0,8,10,10,10,0,5,5,10,10,8,7,7,8,10,10,6,3,3,6,8,8,3,6,10,5,5,3,6,7,6,8,8,6,3,7,7,3,6,7,8,0,20,5,16,5,0.05,5,47,1,,29,1,0,3,,6,1,1,1,213,0
5/4/2020 17:30,668,NEPAL,EN/NP,8,3,6,8,8,10,10,10,10,10,10,10,10,10,10,50,25,25,5,8,6,10,10,10,10,3,0,3,3,5,10,10,10,3,3,6,10,10,10,6,8,8,10,10,5,5,3,8,8,8,8,6,10,5,7,3,5,5,3,10,10,6,0,8,8,0,5,10,10,0,30,5,16,5,0.05,5,47,1,,29,1,0,1,,5,1,1,1,213,0
5/5/2020 10:03,1069,NEPAL,EN/NP,7,2,2,1,10,7,8,7,4,7,5,10,9,10,8,60,30,10,5,5,2,7,7,8,4,4,4,4,4,1,9,7,9,2,2,7,8,4,7,7,7,8,6,6,10,9,8,9,6,6,6,2,6,5,5,2,6,6,0,9,9,6,1,7,5,2,7,6,7,50,50,5,16,7,0.1,5,47,1,,29,1,0,2,,5,1,1,1,213,4
4/27/2020 17:32,1312,NEPAL,EN/NP,10,4,10,9,10,10,10,10,4,10,10,10,10,10,10,70,20,10,4,5,6,7,9,10,10,5,5,7,6,0,10,10,10,1,2,8,8,9,9,8,7,7,9,8,7,8,7,8,5,8,4,7,7,7,7,5,8,5,8,10,10,8,3,7,8,1,9,7,10,50,10,4,7,6,0.1,1,47,1,,29,2,0,1,,6,2,1,1,213,6
5/4/2020 18:31,3528,NEPAL,EN/NP,9,9,8,8,10,10,10,10,10,10,8,10,10,10,10,10,70,20,7,9,8,9,10,10,10,7,7,7,7,10,10,10,10,1,5,10,9,7,10,9,8,9,10,10,9,10,10,10,9,9,2,1,10,4,7,4,10,2,5,7,8,9,1,9,10,3,4,4,8,90,90,3,10,1,0.57,100,24,1,,29,3,0,4,,6,1,1,1,213,9
4/24/2020 18:46,12760,NEPAL,EN/NP,10,0,10,10,10,7,9,9,2,10,10,10,3,10,10,40,30,30,8,8,8,9,8,7,2,1,1,1,1,1,9,10,9,0,1,8,6,7,8,6,8,9,9,8,10,8,9,9,7,9,2,7,8,6,5,6,8,8,9,10,10,9,1,9,8,2,9,8,10,10,20,2,16,8,0.1,5,47,1,,28,1,0,3,,4,1,1,1,213,0
4/24/2020 22:03,1503,NEPAL,EN/NP,10,0,2,10,10,8,8,8,6,4,5,4,10,10,10,35,35,30,5,7,10,7,10,10,10,6,2,2,3,10,10,10,10,10,10,7,5,5,6,5,5,5,10,10,10,10,10,10,8,10,10,8,8,9,10,1,10,10,1,7,10,7,3,7,7,2,9,7,8,50,10,5,16,9,0.1,3,24,2,,28,3,1,2,,4,1,1,1,213,0
4/27/2020 11:05,1545,NEPAL,EN/NP,10,2,9,9,10,7,6,7,9,8,8,9,9,8,9,20,70,10,10,9,5,1,5,10,6,1,0,1,1,0,8,7,9,0,8,6,7,8,9,9,4,3,10,9,7,6,10,8,9,8,6,4,9,2,6,1,7,8,3,10,8,8,0,8,8,0,5,4,10,50,10,5,16,7,0.1,5,47,1,,28,3,0,1,,6,2,1,1,213,0
5/2/2020 7:16,1408,NEPAL,EN/NP,10,1,10,10,10,10,10,8,3,6,10,10,10,10,10,50,40,10,7,7,7,7,7,10,10,0,0,0,0,1,10,10,10,0,0,5,5,7,7,7,8,7,7,10,8,8,7,9,7,7,6,7,6,5,5,1,6,5,0,10,6,4,0,5,1,7,6,6,5,50,70,5,16,7,0.1,5,47,1,,28,1,0,1,,5,1,2,2,213,0
5/2/2020 11:36,4209,NEPAL,EN/NP,7,0,10,10,10,8,8,8,2,10,3,10,10,10,10,50,45,5,8,6,10,5,10,10,10,8,7,3,5,2,9,8,8,0,1,9,10,10,10,10,10,10,10,10,9,6,5,7,5,6,7,10,8,6,5,5,5,4,0,9,9,0,0,9,6,1,5,5,8,10,40,5,3,7,0.05,5,24,1,,28,1,0,1,,8,1,1,1,213,0
5/4/2020 18:50,1683,NEPAL,EN/NP,9,2,5,7,9,1,9,9,2,10,9,9,9,10,10,40,30,30,8,8,0,2,2,5,0,0,0,0,0,10,10,10,10,0,10,0,10,8,10,1,1,1,9,9,9,9,9,10,9,10,3,10,8,1,2,0,0,1,0,10,8,8,1,8,10,8,8,9,10,30,10,0,6,9,0.1,100,47,1,,28,2,0,2,,6,1,1,1,213,0
4/26/2020 9:51,1973,NEPAL,EN/NP,10,0,10,10,10,10,10,10,10,8,10,10,10,10,10,0,50,50,3,7,3,4,5,10,3,3,3,2,4,4,10,10,10,2,3,6,10,6,7,8,8,7,9,10,6,8,8,8,8,8,1,0,7,4,8,4,10,10,8,10,10,0,0,6,6,3,8,9,7,0,10,7,16,8,0.1,100,47,1,,28,3,1,1,,6,1,1,1,213,5
4/25/2020 21:20,2959,NEPAL,EN/NP,5,0,6,7,7,7,6,6,6,7,7,7,7,7,7,5,25,70,5,5,5,6,5,5,5,5,5,5,5,5,9,9,9,0,3,7,7,3,6,6,6,6,10,9,8,8,8,7,5,7,6,10,7,0,5,0,5,5,5,10,10,6,0,0,0,0,10,10,10,10,10,5,16,7,0.1,100,47,1,,28,1,0,4,,6,1,1,1,213,8
5/4/2020 12:34,2006,NEPAL,EN/NP,10,1,2,10,10,10,10,10,8,10,10,10,10,10,10,0,50,50,1,2,10,8,9,10,10,9,7,6,5,1,10,10,10,1,10,8,7,8,8,9,8,8,10,10,10,7,5,10,9,10,8,5,10,5,4,0,7,8,5,10,9,7,2,5,9,2,8,9,9,50,100,5,10,10,1.05,100,24,1,,28,3,0,2,,6,1,1,1,213,8
4/29/2020 23:16,6271,NEPAL,EN/NP,9,9,10,10,10,10,10,10,8,10,10,10,10,10,10,20,40,40,6,8,7,6,10,10,10,0,0,0,0,2,0,10,10,6,5,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,8,8,9,8,7,5,10,7,6,8,10,8,0,8,8,0,9,10,10,60,30,6,11,6,0.1,1,24,2,,28,3,1,4,,4,1,1,1,213,10
5/1/2020 23:23,1522,NEPAL,EN/NP,10,0,1,3,10,9,9,10,7,5,5,6,3,10,10,50,30,20,9,10,10,5,5,10,10,8,9,8,8,9,10,10,10,0,0,9,9,10,10,10,9,9,10,10,8,8,8,10,9,9,7,8,10,6,7,0,9,6,0,10,10,8,0,8,9,0,9,9,10,10,60,5,16,9,0.1,5,47,1,,28,3,1,1,,3,1,1,1,213,10
4/25/2020 15:42,3716,NEPAL,EN/NP,10,0,10,10,10,10,10,10,0,10,10,10,10,10,10,0,50,50,7,5,5,10,5,8,0,0,0,0,5,6,10,10,10,0,0,5,10,10,10,10,10,10,10,10,8,5,5,8,8,10,5,8,10,3,8,3,8,8,10,10,8,0,0,10,5,2,0,0,10,80,40,4,3,10,0.5,3,47,1,,27,1,0,1,,6,1,1,1,213,0
4/26/2020 8:44,1372,NEPAL,EN/NP,8,3,6,9,10,8,9,10,10,10,7,8,8,10,10,70,30,0,5,7,8,5,8,10,10,7,0,0,0,7,10,8,10,0,4,5,5,5,8,7,8,9,9,10,10,10,10,10,9,10,1,5,8,1,8,5,8,8,5,9,9,9,0,9,9,3,9,9,10,10,40,7,7,7,0.1,1,7,2,,27,1,0,1,,6,1,1,1,213,0
4/28/2020 17:31,1835,NEPAL,EN/NP,10,0,6,8,8,8,9,9,9,9,10,10,10,10,10,0,100,0,7,7,7,9,7,10,7,4,4,3,4,7,9,8,9,1,2,8,8,8,7,4,6,4,8,9,8,7,8,8,7,8,3,4,7,2,3,2,6,7,7,10,9,9,4,5,7,3,8,5,10,10,10,2,10,7,0.1,5,24,1,,27,2,0,1,,4,1,1,1,213,0
4/29/2020 11:40,2104,NEPAL,EN/NP,10,0,9,0,0,10,10,10,9,10,10,10,10,10,10,0,65,35,4,4,10,10,10,10,10,8,4,0,0,4,10,10,10,1,0,10,10,2,10,7,10,9,10,10,10,6,4,4,3,10,6,4,10,1,7,0,10,9,3,10,10,0,0,4,1,0,10,10,10,60,30,0,16,7,0.1,100,24,2,,27,2,0,6,,7,1,1,1,213,0
4/29/2020 13:48,3451,NEPAL,EN/NP,9,0,10,10,10,10,10,10,10,10,10,10,10,10,10,40,30,30,0,5,5,10,7,10,10,10,0,0,0,10,10,10,10,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,3,3,10,6,7,5,10,10,10,10,10,6,0,10,10,0,10,10,10,50,70,5,10,6,0.1,5,47,2,,27,3,1,1,,6,1,1,1,213,0
4/29/2020 17:14,2527,NEPAL,EN/NP,10,0,9,9,9,10,10,9,8,9,10,10,10,10,10,50,50,0,5,5,2,4,4,8,5,0,0,0,0,3,10,10,10,0,4,7,5,9,6,6,9,5,8,8,4,5,5,5,5,7,5,5,5,7,7,3,5,5,2,9,9,3,1,3,3,3,3,3,5,50,70,8,1,7,0.1,100,24,2,,27,1,0,1,,6,1,1,1,213,0
5/1/2020 15:45,1620,NEPAL,EN/NP,8,1,8,9,9,10,10,10,10,10,10,10,10,10,10,80,15,5,1,7,5,8,7,10,10,5,5,5,5,2,10,9,9,0,1,9,10,10,10,9,9,10,10,10,7,7,8,7,9,9,0,7,9,1,8,1,5,5,3,10,10,10,0,10,10,0,10,9,10,20,60,5,16,8,0.1,100,24,2,,27,1,0,1,,3,1,1,1,213,0
5/7/2020 18:43,35323,NEPAL,EN/NP,8,1,5,7,9,6,2,8,3,4,10,10,10,10,10,100,0,0,5,5,0,8,8,10,9,7,2,5,6,2,9,6,9,1,2,7,6,9,5,7,3,3,8,7,3,5,7,7,4,5,4,5,7,7,5,2,3,7,6,9,7,5,0,4,2,1,4,6,9,10,60,5,3,8,0.1,100,24,1,,27,1,0,4,,5,1,1,1,213,0
4/30/2020 10:43,2974,NEPAL,EN/NP,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,80,20,1,5,5,8,5,10,10,5,5,5,5,9,10,10,10,5,2,10,10,10,10,10,10,10,5,8,8,8,9,9,8,5,8,2,2,9,1,5,7,5,3,10,9,5,9,7,2,1,5,3,5,50,20,5,10,5,0.1,5,47,2,,27,1,0,1,,8,1,1,1,213,5
5/4/2020 16:06,1830,NEPAL,EN/NP,3,0,10,10,10,10,10,10,0,10,9,10,2,8,10,50,30,20,6,6,5,5,10,10,10,7,3,3,7,3,10,10,10,0,0,10,3,10,4,4,5,7,10,8,4,6,5,8,3,8,0,0,10,3,0,0,10,3,4,6,6,3,3,5,5,9,5,5,5,30,30,5,16,8,0.1,5,24,1,,27,2,0,1,,6,1,1,1,213,5
4/29/2020 11:18,1899,NEPAL,EN/NP,10,1,9,10,10,8,8,8,7,9,8,10,10,9,10,80,10,10,3,6,6,6,6,10,8,6,6,6,6,4,10,10,10,2,2,10,10,10,8,8,8,8,10,10,7,8,7,9,8,9,5,4,9,5,6,6,6,6,7,9,9,8,2,8,8,2,7,8,10,50,10,5,16,9,0.1,100,47,1,,27,1,0,1,,7,1,1,1,213,10
4/26/2020 16:46,2561,NEPAL,EN/NP,10,0,8,9,9,8,7,8,8,8,9,8,8,8,9,20,60,20,5,5,8,7,8,9,9,2,2,1,2,2,8,9,9,1,1,7,5,5,7,8,7,7,9,9,7,7,7,8,7,8,4,8,7,8,8,4,4,5,6,9,9,9,0,9,5,2,3,8,8,10,0,4,16,7,1.1,5,48,2,,26,1,0,3,,6,1,1,1,213,0
4/27/2020 17:42,2271,NEPAL,EN/NP,8,0,6,8,9,6,7,10,5,8,7,7,7,7,7,100,0,0,8,6,0,5,2,8,8,6,2,0,4,0,10,10,10,0,3,0,0,10,0,4,2,5,8,7,8,2,7,9,2,8,5,6,8,5,5,1,7,7,0,8,8,3,0,5,3,3,3,3,4,10,20,5,16,7,0.5,5,47,2,,26,1,0,2,,5,1,1,1,213,0
4/29/2020 11:11,1581,NEPAL,EN/NP,10,0,10,10,10,10,10,10,9,10,9,10,10,10,10,40,30,30,5,7,6,9,8,10,10,5,0,0,5,5,10,10,10,0,5,10,6,5,8,5,7,5,7,10,10,10,8,7,9,8,7,2,5,10,7,6,9,5,7,10,10,10,0,7,6,0,5,10,10,0,0,5,7,7,0.1,5,24,2,,26,1,0,4,,7,1,1,1,213,0
4/29/2020 12:35,6174,NEPAL,EN/NP,10,1,9,10,10,8,9,9,6,8,10,10,10,10,5,30,50,20,5,5,7,9,7,10,10,1,2,0,0,9,9,7,10,1,4,5,6,7,6,6,6,6,9,6,7,6,8,9,6,7,6,4,9,7,6,4,7,6,4,7,6,6,3,4,6,3,6,6,7,50,60,4,10,6,1,100,48,2,,26,3,0,1,,8,1,1,1,213,0
5/4/2020 14:07,2410,NEPAL,EN/NP,0,0,10,0,10,10,10,10,10,10,10,10,10,10,10,0,100,0,4,5,10,10,5,10,10,5,5,0,5,10,10,10,10,0,5,10,10,10,10,8,8,7,10,10,10,10,10,10,0,10,5,5,7,10,10,3,10,5,3,10,10,0,0,0,0,0,0,10,10,50,40,4,16,8,1,100,24,2,,26,1,0,1,,7,1,1,1,213,0
5/4/2020 22:35,4250,NEPAL,EN/NP,10,0,10,0,10,7,7,9,0,10,10,10,10,10,10,60,20,20,10,5,7,8,7,10,9,0,0,0,0,5,10,10,10,0,0,9,8,10,9,10,8,10,9,10,7,7,9,9,8,6,3,7,10,10,6,4,10,8,3,9,9,8,0,3,7,0,0,9,9,0,10,5,15,5,1,5,47,2,,26,1,0,3,,6,1,1,1,213,0
4/24/2020 15:04,1090,NEPAL,EN/NP,9,2,8,9,10,8,8,8,8,10,10,10,8,10,10,30,40,30,6,6,9,8,10,10,10,10,8,10,3,3,9,8,10,7,3,8,8,7,10,7,7,8,7,10,8,8,7,8,7,8,7,7,8,6,8,5,7,7,5,9,8,8,8,7,8,8,8,8,7,60,70,3,4,7,10,5,24,1,,26,1,0,4,,4,1,1,1,213,4
4/29/2020 12:20,631,NEPAL,EN/NP,10,0,10,10,10,7,7,7,7,8,7,7,8,9,8,20,50,30,7,6,8,8,7,8,8,9,8,9,8,8,6,8,7,7,7,6,7,3,7,7,7,7,7,8,7,7,8,8,0,10,10,10,7,10,10,10,10,10,1,8,7,8,4,6,7,8,7,7,7,0,40,7,16,8,0.1,1,24,1,,26,1,0,1,,6,1,1,1,213,5
4/29/2020 14:56,2353,NEPAL,EN/NP,10,0,9,10,10,4,8,10,10,10,10,10,10,10,10,0,50,50,6,9,9,4,4,10,10,10,10,10,10,5,10,10,10,5,5,9,8,9,9,9,7,10,8,8,10,10,10,10,5,8,0,0,10,4,5,0,4,5,1,10,6,7,9,10,7,4,10,10,10,60,80,5,16,6,1.5,100,48,2,,26,1,0,1,,6,1,2,1,213,5
