StartDate,EndDate,Progress,Duration__in_seconds_,Finished,RecordedDate,consent,physical_contact_1,physical_contact_4,physical_contact_5,physical_contact_6,physical_contact_7,physical_hygiene_1,physical_hygiene_4,physical_hygiene_5,physical_hygiene_6,physical_hygiene_8,acq,policy_support_1,policy_support_4,policy_support_5,policy_support_6,policy_support_9,generosity_1,generosity_2,generosity_3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_1,collective_narcis_2,collective_narcis_3,national_identity_1,national_identity_2,conspiracy_theories_1,conspiracy_theories_2,conspiracy_theories_3,conspiracy_theories_4,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self_control_1,trait_self_control_2,trait_self_control_3,trait_self_control_4,self_esteem_1,narcissism_1,narcissism_2,narcissism_3,narcissism_4,narcissism_5,narcissism_6,moral_identity_1,moral_identity_2,moral_identity_3,moral_identity_4,moral_identity_5,moral_identity_6,moral_identity_7,moral_identity_8,moral_identity_9,moral_identity_10,risk_perception_1,risk_perception_2,political_ideology_1,moral_circle1,health_1,CRT1,CRT2,CRT3,sex,sex_3_TEXT,age,marital,children,employment,employment_6_TEXT,ladder_answer,urban,tested_positive,know_tested_positive,no_bots,Q_Language
4/24/2020,4/24/2020,100,1595,1,4/24/2020,1,10,0,10,10,10,10,10,10,9,10,0,10,10,10,10,10,0,50,50,6,4,6,10,10,10,10,9,6,0,5,1,0,10,10,10,0,10,7,10,9,10,9,10,10,10,8,10,10,10,9,7,3,4,9,4,9,6,8,6,3,10,9,0,0,9,4,2,6,6,9,20,60,8,5,7,50,300,4,2,,70,4,1,5,,5,1,0,0,213,HE
4/24/2020,4/24/2020,100,839,1,4/24/2020,1,10,0,10,10,10,8,7,10,4,6,0,9,10,9,9,6,40,30,30,5,6,1,5,5,10,9,2,3,0,1,5,8,8,8,2,3,3,3,6,3,4,5,5,6,7,8,8,8,8,2,4,6,6,7,6,9,2,6,8,5,8,9,7,2,6,2,2,7,6,8,20,60,8,3,6,25,300,7,2,,66,3,3,3,,3,2,0,0,213,HE
4/24/2020,4/24/2020,100,1032,1,4/24/2020,1,10,1,3,4,10,8,8,8,2,10,0,9,9,4,10,8,95,5,0,8,8,0,10,10,10,10,5,5,5,5,0,10,10,10,0,0,8,8,10,8,7,10,9,9,9,7,8,8,8,9,9,2,2,7,2,5,1,9,0,2,7,7,7,0,9,5,0,8,10,10,10,10,6,5,10,25,3,7,2,,25,2,0,1,,4,1,0,0,213,HE
4/24/2020,4/24/2020,100,1731,1,4/24/2020,1,6,3,6,7,10,4,4,4,4,6,0,6,6,6,6,2,0,100,0,2,5,4,3,4,10,4,4,4,4,4,2,10,8,5,2,2,6,6,10,7,6,8,10,2,3,4,4,4,4,3,6,6,4,6,4,6,3,4,4,4,6,6,4,0,1,0,1,1,0,7,30,50,9,1,6,25,3 ÉóÖö,4,1,,25,1,0,1,,5,1,0,0,213,HE
4/24/2020,4/24/2020,100,950,1,4/24/2020,1,8,0,8,8,8,8,8,8,7,6,0,4,7,3,6,6,100,0,0,6,6,8,8,8,8,9,6,6,6,6,2,8,8,8,2,2,6,6,8,6,6,6,8,8,8,3,6,7,6,3,7,7,7,8,7,7,7,7,6,6,8,8,8,1,3,3,2,7,7,8,10,40,6,2,7,50,3,4,1,,55,3,1,1,,6,1,0,0,213,HE
4/24/2020,4/24/2020,100,676,1,4/24/2020,1,10,0,10,10,10,7,10,10,0,10,0,8,10,10,10,10,0,100,0,5,9,2,0,2,10,10,0,0,0,0,2,10,10,10,10,0,7,7,9,9,2,2,9,8,8,7,8,8,9,9,9,1,0,10,7,8,2,9,8,0,10,10,2,0,8,3,0,7,7,10,50,50,2,16,9,25,3,7,2,,54,3,3,1,,8,1,0,0,213,HE
4/24/2020,4/24/2020,100,954,1,4/24/2020,1,10,2,9,10,10,10,9,10,9,10,0,10,10,10,10,10,50,25,25,6,6,0,0,0,1,1,5,5,1,1,2,9,10,10,0,1,7,8,4,4,5,6,8,6,5,6,6,8,9,7,8,5,4,7,4,6,3,8,6,3,8,8,5,0,6,5,1,5,6,5,50,50,0,14,6,25,3,7,2,,29,2,0,2,,5,1,0,0,213,AR
4/24/2020,4/24/2020,100,1046,1,4/24/2020,1,10,0,10,10,10,10,10,10,10,10,0,1,1,1,1,1,100,0,0,1,7,5,5,5,10,10,0,0,0,0,2,0,10,10,1,1,7,5,8,8,10,8,8,5,5,7,7,7,5,3,2,8,10,2,2,5,3,6,7,1,8,8,1,0,5,5,5,8,8,5,0,30,5,5,10,50,300,4,2,,42,3,3,6,êãÑ,5,1,0,0,213,HE
4/24/2020,4/24/2020,100,488,1,4/24/2020,1,8,2,2,8,10,5,7,6,6,4,0,5,5,5,7,7,0,100,0,4,3,6,6,4,5,5,4,0,0,0,0,10,10,10,0,3,0,0,0,0,0,0,0,3,6,7,7,7,7,5,5,5,5,2,4,4,5,5,2,3,10,7,7,1,5,6,2,6,6,6,20,0,7,4,3,50,3,4,2,,65,3,5,2,,1,1,0,1,213,HE-FE
4/24/2020,4/24/2020,100,1295,1,4/24/2020,1,10,1,10,10,10,10,10,10,5,4,0,10,10,3,5,3,100,0,0,6,5,5,6,4,10,5,7,5,7,9,3,10,10,10,0,2,6,5,5,5,4,5,7,8,8,1,9,9,10,4,6,5,0,9,9,9,8,10,7,5,8,10,3,0,7,5,0,0,0,6,70,60,1,1,10,50,300,4,1,,31,1,0,1,,6,1,0,0,213,AR
4/24/2020,4/24/2020,100,1072,1,4/24/2020,1,7,1,9,10,10,10,10,9,7,9,0,1,2,0,8,2,70,20,10,6,7,5,5,5,9,8,5,3,1,1,1,9,8,8,1,1,8,6,7,6,4,4,2,5,7,4,5,8,4,7,8,4,0,8,1,7,2,6,5,6,9,7,1,0,5,5,2,1,1,9,60,40,2,1,8,50,300,4,1,,67,3,3,5,,4,1,0,0,213,HE
4/24/2020,4/24/2020,100,1061,1,4/24/2020,1,10,0,9,10,10,3,3,3,3,3,0,6,7,8,8,7,60,20,20,6,6,7,4,6,10,10,6,5,3,3,8,7,7,6,2,6,3,6,7,7,7,8,7,7,8,8,8,8,8,8,6,8,8,9,7,6,9,8,6,4,9,8,6,1,3,7,3,4,4,7,10,50,8,1,9,25,300 ÉóÖö,ôíöââç,2,,48,3,2,2,,9,1,0,0,213,HE
4/24/2020,4/24/2020,100,726,1,4/24/2020,1,10,0,8,9,9,10,10,10,4,10,0,10,10,10,10,10,85,5,10,9,6,4,7,9,10,10,0,0,0,0,9,10,10,10,5,0,6,6,10,3,2,6,7,10,10,9,10,10,10,10,10,6,9,6,7,7,3,10,3,1,9,10,1,0,3,0,0,7,0,10,70,70,10,9,10,50,300,4,2,,20,1,0,2,,5,1,0,1,213,HE
4/24/2020,4/24/2020,100,1303,1,4/24/2020,1,10,5,10,8,10,10,10,10,10,10,0,8,7,8,9,7,70,15,15,8,6,5,10,5,10,10,10,7,3,5,3,8,8,10,5,0,10,8,10,10,8,2,0,10,10,9,10,10,10,6,9,1,5,7,6,8,2,8,5,5,5,7,5,0,7,5,5,6,4,7,10,50,7,1,5,50,300,4,2,,27,1,0,6,áÖîôÑ ååÄ öôåÖç,2,1,0,0,213,HE
4/24/2020,4/24/2020,100,1103,1,4/24/2020,1,9,2,9,9,9,9,9,9,9,9,0,9,9,9,9,9,50,30,20,5,8,9,8,9,10,10,8,2,2,2,3,8,9,9,2,3,9,9,9,9,3,3,2,9,9,8,9,9,9,9,9,4,1,9,8,9,3,9,8,2,8,9,7,2,8,8,1,9,8,9,10,20,7,5,9,50,300,32,1,,70,3,0,5,,8,1,0,0,213,HE
4/24/2020,4/24/2020,100,983,1,4/24/2020,1,6,2,9,9,9,9,9,10,7,5,0,9,9,1,9,2,50,50,0,5,6,2,7,3,8,5,0,0,0,0,6,3,7,7,2,6,1,1,5,3,2,2,5,5,7,3,6,5,2,7,4,5,6,6,7,7,6,2,3,4,6,4,2,2,5,3,7,6,6,5,10,30,3,5,5,25,3 ÉóÖö,7,1,,34,3,2,1,,6,2,0,0,213,HE
4/24/2020,4/24/2020,100,836,1,4/24/2020,1,8,1,8,9,10,9,9,9,8,9,0,9,10,10,10,9,10,45,45,5,6,8,8,8,9,9,8,1,1,1,4,8,8,9,2,3,7,8,8,8,7,5,7,7,7,7,7,7,8,7,8,6,5,8,5,5,5,6,5,5,8,8,7,2,7,7,1,5,7,7,70,90,9,16,7,50,900,24,1,,48,3,4,2,,5,1,0,0,213,HE
4/24/2020,4/24/2020,100,1320,1,4/24/2020,1,7,2,2,6,10,9,6,10,4,10,0,9,10,10,10,6,80,18,2,9,9,10,7,5,10,10,5,3,1,5,4,2,9,10,1,1,2,2,2,3,4,1,0,10,10,9,9,8,10,5,7,3,5,7,6,4,6,8,0,2,10,10,6,0,4,4,1,3,3,10,80,80,8,15,8,50,"300 ÉóÖö, 5 ôíÖö",4 ôíÖö,1,,25,3,0,1,,3,2,0,0,213,HE
4/24/2020,4/24/2020,100,1562,1,4/24/2020,1,5,5,5,5,5,10,10,10,10,10,0,5,5,5,5,5,80,10,10,4,7,8,5,2,8,8,8,4,3,8,10,10,10,10,0,0,10,5,10,7,7,5,5,5,10,5,5,10,10,2,10,10,0,10,0,10,0,10,5,0,10,10,0,0,5,5,0,6,8,6,40,50,10,10,10,25,900,16,1,,26,3,1,1,,8,1,0,0,213,HE
4/24/2020,4/24/2020,100,1082,1,4/24/2020,1,10,0,10,10,10,7,7,10,5,5,0,10,10,10,10,10,10,75,15,7,8,4,4,5,10,8,1,0,0,0,2,10,10,10,1,0,4,5,6,6,5,7,7,7,6,9,9,8,9,6,4,6,7,7,6,3,4,5,3,3,9,8,5,0,3,3,1,0,2,7,30,50,2,9,7,25,300,7,1,,19,1,0,4,,7,2,0,0,213,HE
4/24/2020,4/24/2020,100,895,1,4/24/2020,1,8,1,10,7,9,10,10,10,5,10,0,8,10,7,10,7,50,25,25,7,7,5,5,7,10,10,5,5,5,5,3,1,8,8,4,6,10,7,8,6,8,7,7,10,10,8,4,4,10,3,4,6,7,6,8,10,6,7,4,2,5,8,2,0,7,5,0,5,8,10,70,70,7,4,8,50,3 Éó,2,2,,22,3,0,4,,2,1,0,1,213,HE
4/24/2020,4/24/2020,100,323,1,4/24/2020,1,10,0,10,10,10,7,7,7,3,7,0,10,10,8,10,7,30,50,20,6,7,2,6,6,10,8,1,1,0,0,7,7,8,8,3,2,6,7,7,3,6,6,6,7,9,7,7,7,8,3,6,7,6,7,7,8,3,7,6,4,7,9,6,2,7,2,2,7,8,8,10,70,9,3,6,25,300,7,2,,66,3,3,2,,3,2,0,0,213,HE
4/24/2020,4/24/2020,100,1063,1,4/24/2020,1,10,0,9,7,10,3,3,9,3,1,0,10,10,10,8,9,50,50,0,6,7,7,10,3,10,10,6,0,1,0,3,8,9,10,0,7,8,2,8,9,7,8,9,7,5,4,3,2,6,6,9,9,6,1,6,10,5,8,3,8,8,6,0,0,3,1,3,3,2,10,70,80,9,7,9,50,300 ÉóÖö,4,2,,30,3,1,2,,5,1,0,0,213,HE
4/24/2020,4/24/2020,100,608,1,4/24/2020,1,9,0,7,7,9,8,9,10,3,10,0,8,9,9,7,7,80,20,0,7,6,1,2,2,8,6,0,0,0,0,1,9,9,7,1,2,5,5,5,5,5,5,5,5,7,5,6,7,7,7,6,6,7,6,5,7,8,8,5,3,2,7,5,0,6,5,2,8,5,6,60,70,7,3,8,25,3 ÉóÖö,7 ÉóÖö,1,,28,1,0,1,,6,1,0,0,213,HE
4/24/2020,4/24/2020,100,1418,1,4/24/2020,1,9,0,8,9,10,10,9,10,10,8,0,5,7,7,9,4,20,40,40,3,4,6,4,2,4,5,5,0,0,0,3,6,6,7,1,1,4,4,7,6,6,8,9,1,0,3,3,2,4,4,4,9,6,3,5,4,6,3,6,5,10,5,5,0,6,7,5,0,6,10,30,50,2,11,4,25,3 ÉóÖö,7 ôíÖö,1,,33,1,0,3,,4,1,0,0,213,HE
4/24/2020,4/24/2020,100,972,1,4/24/2020,1,10,0,10,10,10,9,9,10,6,9,0,10,10,8,10,10,50,50,0,6,7,5,4,5,10,9,3,0,0,0,1,1,10,10,0,0,9,9,9,9,5,9,9,7,7,6,4,5,6,6,8,5,3,5,1,7,1,7,2,0,10,9,0,0,8,7,3,5,5,8,70,50,7,6,5,50,3 ÉóÖö,7 ôíÖö,2,,42,4,0,1,,5,1,0,0,213,HE
4/24/2020,4/24/2020,100,1029,1,4/24/2020,1,7,6,6,5,4,9,10,7,3,10,0,10,8,7,4,2,25,37.5,37.5,7,4,5,6,5,10,10,7,4,3,0,2,10,7,7,0,0,6,6,7,5,5,7,8,6,6,7,8,6,9,5,6,4,6,4,5,6,2,4,2,0,9,6,2,0,2,0,6,5,5,7,30,40,10,16,,50,300,4 ôíÖö,1,,24,1,0,4,,3,1,0,0,213,HE
4/24/2020,4/24/2020,100,1011,1,4/24/2020,1,10,0,9,10,6,10,10,10,10,8,0,10,10,9,9,10,60,20,20,9,8,6,6,4,8,8,4,3,3,3,0,10,10,10,0,0,8,8,10,10,4,4,2,10,10,9,9,9,10,7,7,3,4,9,4,7,3,8,6,2,10,10,6,0,8,6,0,7,8,9,70,70,6,14,9,25,3 minutes,7 hours,1,,47,4,2,6,Self employed,6,1,0,1,213,EN
4/24/2020,4/24/2020,100,807,1,4/24/2020,1,9,0,8,10,10,10,7,10,2,2,0,8,10,10,10,8,10,80,10,7,7,4,3,2,10,10,2,0,2,0,2,1,8,8,1,4,8,5,6,6,7,6,5,8,8,8,8,9,8,7,9,3,2,8,4,7,2,5,7,5,8,8,1,1,5,0,2,8,2,8,20,20,7,9,3,50,3 ÉóÖö,4,1,,39,3,2,1,,7,1,0,0,213,HE
4/24/2020,4/24/2020,100,1582,1,4/24/2020,1,7,8,6,10,10,10,10,10,9,10,0,7,10,4,10,4,40,30,30,8,7,3,3,3,1,1,10,7,4,4,5,10,10,10,7,5,3,0,7,4,6,6,6,9,9,6,6,7,4,9,8,5,5,8,4,6,6,6,2,4,5,4,4,5,5,5,5,5,5,5,10,80,4,9,7,50 ëêà,300 ÉóÖö,4 ôíÖö,2,,64,4,2,2,,5,1,0,0,213,HE
4/24/2020,4/24/2020,100,566,1,4/24/2020,1,10,0,10,10,10,9,8,10,7,10,0,9,10,6,10,7,0,100,0,9,9,10,10,8,8,8,8,4,0,5,8,7,7,8,3,7,7,7,6,8,8,6,8,9,9,8,8,8,7,2,8,8,6,9,6,8,9,9,9,4,9,10,5,1,8,1,1,,8,10,0,10,6,9,10,50,900,6,1,,44,3,5,1,,6,1,0,1,213,HE
4/24/2020,4/24/2020,100,730,1,4/24/2020,1,10,0,9,9,9,8,8,9,6,8,0,8,10,10,10,10,50,0,50,6,7,6,5,2,7,2,6,5,6,6,2,6,6,6,0,3,2,6,6,6,6,6,6,7,7,6,6,7,7,4,7,6,5,9,7,8,4,8,8,5,8,8,2,2,6,3,6,7,6,7,60,50,2,3,5,50,300,4,1,,37,3,2,1,,7,1,0,0,213,AR
4/24/2020,4/24/2020,100,1078,1,4/24/2020,1,10,0,9,10,10,9,9,9,7,7,0,8,8,8,8,8,100,0,0,4,7,4,3,2,10,10,6,2,3,2,4,8,8,8,8,3,3,1,7,7,3,2,0,8,8,3,4,7,7,7,6,3,1,6,2,4,8,3,3,3,7,7,3,2,2,0,2,6,2,7,20,20,7,11,4,50,300,4,1,,59,3,3,1,,7,1,0,0,213,HE
4/24/2020,4/24/2020,100,1834,1,4/24/2020,1,9,1,9,10,9,8,8,8,3,3,0,10,10,10,10,10,0,90,10,7,7,8,2,9,9,9,8,0,0,0,3,0,10,10,0,3,2,2,2,6,3,3,3,8,8,8,8,8,8,8,8,1,1,9,2,9,1,7,7,3,8,8,7,0,8,7,1,7,8,8,20,30,,7,8,25,3,7,1,,22,2,0,2,,6,1,0,0,213,HE
4/24/2020,4/24/2020,100,1320,1,4/24/2020,1,8,0,10,10,10,5,5,9,9,5,0,6,8,8,8,8,0,100,0,3,4,1,1,1,4,6,2,4,1,1,2,2,8,7,8,2,7,7,8,8,8,4,2,2,3,3,3,3,6,3,8,7,2,7,5,5,7,7,3,3,3,5,3,3,3,6,6,6,6,4,20,30,1,5,3,125,3007,7,2,,70,4,3,5,,6,2,0,0,213,HE
4/24/2020,4/24/2020,100,1082,1,4/24/2020,1,10,0,10,9,10,9,8,10,7,9,0,7,3,7,9,7,50,25,25,6,4,8,7,6,10,10,3,3,3,8,0,10,10,10,0,0,10,10,10,10,10,10,10,6,4,7,7,7,7,5,8,6,8,7,10,10,5,10,4,5,10,10,5,0,7,7,1,5,9,10,100,100,2,3,10,25,300,7,2,,21,1,0,4,,7,1,0,1,213,HE-FE
4/24/2020,4/24/2020,100,798,1,4/24/2020,1,7,8,8,8,9,7,7,10,8,9,0,7,9,10,10,8,95,5,0,9,8,9,9,8,10,10,6,4,2,3,2,8,8,8,2,1,8,7,8,9,6,7,6,8,9,7,8,8,9,7,8,3,1,9,6,7,2,6,6,1,8,9,6,1,8,3,4,7,8,7,40,50,7,10,9,50,300,4,1,,55,4,2,1,,7,1,0,0,213,HE
4/24/2020,4/24/2020,100,1343,1,4/24/2020,1,9,3,8,8,9,9,9,9,2,5,0,2,1,1,2,0,100,0,0,7,7,1,5,2,9,5,1,1,1,1,2,10,10,10,1,2,5,5,7,7,5,5,5,7,7,5,7,7,8,7,7,8,5,7,6,5,6,5,5,5,6,5,3,2,5,1,5,1,0,2,80,80,4,4,9,25 ëêà,3 ÉóÖö,4 ôíÖö,1,,61,3,3,1,,7,2,0,1,213,HE
4/24/2020,4/24/2020,100,995,1,4/24/2020,1,10,9,10,10,10,10,10,10,10,10,0,7,10,10,10,8,80,10,10,2,2,10,10,10,10,10,5,2,,8,3,10,8,7,2,3,10,10,10,9,8,7,7,7,7,8,9,8,10,6,10,10,6,8,6,9,3,8,8,3,8,7,9,0,7,7,7,7,7,8,30,30,8,2,2,50,90000 Éó,X˚7,1,,35,3,2,1,,5,1,0,0,213,HE
4/24/2020,4/24/2020,100,1726,1,4/24/2020,1,10,1,10,10,10,7,7,7,5,5,0,10,10,10,10,10,75,25,0,4,2,9,9,6,10,10,7,0,0,5,2,10,10,10,0,4,9,9,9,9,5,7,9,3,7,6,6,5,8,5,9,3,5,4,4,10,8,0,0,2,5,10,5,0,6,6,2,2,5,10,40,60,8,2,10,50,15 ôíÖö,4,1,,45,1,0,2,,3,1,0,0,213,HE
4/24/2020,4/24/2020,100,880,1,4/24/2020,1,6,4,9,8,10,10,9,10,0,4,0,10,10,10,10,8,95,5,0,7,8,5,8,3,10,10,5,0,0,0,1,8,9,9,1,0,6,6,7,5,5,5,6,8,10,8,7,6,7,6,9,7,2,8,3,5,0,9,6,1,8,9,5,0,7,5,0,7,8,10,60,80,9,11,10,50,3 ÉóÖö,ôíöââç,2,,25,3,1,2,,6,2,0,1,213,HE-FE
4/24/2020,4/24/2020,100,909,1,4/24/2020,1,9,1,2,9,9,8,8,9,5,7,0,4,8,8,8,6,75,25,0,8,8,1,1,2,9,8,0,0,0,0,2,2,8,8,0,0,8,8,8,8,8,6,8,8,8,4,7,8,8,7,7,4,1,8,3,3,3,3,3,1,9,7,1,1,3,7,1,2,2,7,20,20,2,14,8,50,3,7,1,,48,3,2,1,,8,1,0,1,213,HE
4/24/2020,4/24/2020,100,1055,1,4/24/2020,1,3,3,7,2,4,6,6,7,0,3,0,1,1,1,1,1,50,50,0,4,9,0,1,1,10,10,1,1,1,1,1,10,10,10,0,0,8,8,8,8,3,8,4,10,9,8,8,9,8,3,9,4,3,3,1,3,2,3,3,1,8,8,1,1,8,2,2,8,8,7,0,0,2,4,8,25,3,7,2,,74,3,4,5,,8,2,0,0,213,HE-FE
4/24/2020,4/24/2020,100,785,1,4/24/2020,1,9,0,7,10,10,9,10,10,3,8,0,9,10,9,10,9,80,20,0,6,6,1,5,3,10,7,1,0,0,0,2,0,10,10,0,0,1,4,7,5,6,8,9,7,8,3,4,4,3,3,2,9,2,4,9,7,1,9,4,1,9,8,1,0,4,7,5,2,1,7,30,50,6,5,7,503,3,7,1,,51,5,4,3,,6,1,0,0,213,HE
4/24/2020,4/24/2020,100,849,1,4/24/2020,1,10,0,10,10,10,5,5,5,5,5,0,10,10,0,10,0,80,20,0,5,5,10,10,5,10,10,3,0,0,0,0,10,10,10,0,0,8,3,10,7,7,2,7,10,9,10,5,9,9,5,5,5,5,10,5,1,10,5,5,0,10,7,0,0,2,0,2,8,8,8,70,70,7,7,5,25,3,7,1,,53,4,12,6,íñéÄâ ÅÅíâÑ,7,1,0,0,213,HE
4/24/2020,4/24/2020,100,938,1,4/24/2020,1,9,7,8,9,10,10,10,10,8,9,0,10,10,10,10,10,0,70,30,8,8,8,6,8,10,10,1,0,0,0,3,0,10,10,0,0,8,8,9,9,9,9,10,10,10,9,9,9,9,9,10,6,1,9,7,8,4,6,7,0,9,9,9,0,9,9,0,7,7,8,10,20,6,16,9,25 ëêà,3 ÉóÖö,7 ôíÖö,2,,60,3,2,1,,8,1,0,0,213,HE
4/24/2020,4/24/2020,100,887,1,4/24/2020,1,10,0,9,9,9,9,9,9,8,9,0,4,7,4,7,9,80,20,0,8,8,9,9,9,9,9,8,8,8,7,4,9,9,9,1,2,9,9,9,9,9,8,3,9,9,8,9,9,9,9,9,1,1,9,7,8,3,9,9,6,9,9,9,1,9,9,1,2,8,9,60,90,8,5,9,50,3,7,1,,60,3,4,5,,9,1,0,0,213,HE
4/24/2020,4/24/2020,100,1088,1,4/24/2020,1,8,0,10,9,10,4,8,6,1,10,0,9,9,5,10,2,90,10,0,7,7,7,4,5,10,10,5,3,0,0,1,10,9,10,0,1,8,8,8,3,1,5,7,7,7,5,10,10,10,5,4,7,2,8,5,5,1,7,5,1,9,9,5,0,8,5,1,3,8,5,90,90,7,5,7,125,300 É,7,2,,46,3,4,3,,8,2,0,0,213,HE
4/24/2020,4/24/2020,100,814,1,4/24/2020,1,9,1,5,8,10,9,9,10,9,10,0,9,6,0,6,4,100,0,0,6,8,0,3,2,10,10,0,0,0,0,2,8,8,9,0,0,8,8,8,7,4,6,6,8,8,8,8,8,9,6,9,5,5,6,5,7,6,7,5,1,8,8,5,0,5,5,0,5,7,9,50,50,4,1,8,25,3,7,2,,27,2,0,6,Åáåö,5,1,0,0,213,HE-FE
4/24/2020,4/24/2020,100,929,1,4/24/2020,1,10,0,5,7,10,7,7,10,10,8,0,6,8,8,8,5,30,55,15,7,7,5,7,6,9,9,0,0,0,0,0,10,10,10,0,0,0,5,8,1,8,8,8,7,6,8,6,6,10,0,9,7,4,4,3,2,0,2,5,1,5,6,0,0,5,5,5,0,5,5,70,100,8,10,7,50,3 ÉóÖö,4,2,,23,2,0,1,,4,1,0,0,213,HE
4/24/2020,4/24/2020,100,1259,1,4/24/2020,1,9,1,7,7,10,8,10,10,8,5,0,10,10,7,10,4,90,10,0,0,2,8,8,4,9,5,3,3,3,4,2,9,10,8,0,8,5,5,5,7,6,5,5,6,5,8,7,8,8,5,8,5,3,5,5,7,3,6,6,5,7,7,3,0,5,6,1,2,4,6,10,20,7,14,8,50,300,4,1,,28,1,0,4,,7,1,0,0,213,HE
4/24/2020,4/24/2020,100,1389,1,4/24/2020,1,10,0,10,10,10,10,10,0,10,7,0,10,10,10,10,10,85,15,0,8,7,5,7,0,10,10,6,0,0,6,0,10,10,10,0,0,,10,10,7,10,6,,9,10,8,8,8,8,8,9,2,0,8,3,8,1,9,,0,10,10,0,1,8,1,1,6,1,10,10,80,8,16,10,,,,2,,27,3,3,6,,7,1,0,1,213,HE-FE
4/24/2020,4/24/2020,100,873,1,4/24/2020,1,8,6,5,9,10,8,7,7,3,3,0,3,10,7,10,4,90,10,0,3,8,8,8,10,10,10,1,1,1,2,0,10,10,10,0,0,8,7,9,8,7,9,8,10,10,9,10,10,10,8,10,6,1,10,6,2,1,8,7,1,10,9,9,0,9,9,0,8,6,10,10,20,9,9,10,25,300,7,1,,24,3,0,3,,8,1,0,0,213,HE
4/24/2020,4/24/2020,100,735,1,4/24/2020,1,7,3,8,8,8,8,8,7,7,3,0,7,7,7,7,7,20,40,40,4,3,9,8,8,6,6,3,7,4,2,6,6,6,7,3,3,3,7,7,8,4,8,8,8,9,9,8,9,8,7,7,2,3,9,10,10,5,8,9,4,9,9,8,2,8,8,2,9,8,8,0,50,4,16,10,50,100,4,1,,21,1,0,3,,6,1,0,0,213,HE
4/24/2020,4/24/2020,100,1285,1,4/24/2020,1,8,2,8,8,8,10,10,10,10,10,0,5,8,6,9,8,50,50,0,0,0,9,9,5,10,10,0,0,0,0,5,8,8,8,0,0,7,7,9,9,8,8,9,2,2,2,5,5,5,10,8,8,2,10,5,5,4,8,8,2,10,10,0,0,10,5,0,5,5,5,10,10,6,16,5,50 ëêà,3 ÉóÖö,7 ôíÖö,1,,58,4,0,3,,3,1,0,0,213,HE
4/24/2020,4/24/2020,100,839,1,4/24/2020,1,10,3,5,10,10,10,10,10,0,0,0,10,3,10,10,10,50,50,0,6,3,8,8,5,10,10,0,0,0,0,5,0,10,10,0,0,5,5,10,10,2,10,10,5,10,8,8,10,10,8,10,6,6,8,8,10,0,7,5,0,10,9,5,0,5,0,0,0,0,10,0,10,9,1,8,50,300,4,1,,28,3,1,1,,4,1,0,0,213,HE
4/24/2020,4/24/2020,100,818,1,4/24/2020,1,10,0,9,10,10,7,8,10,7,5,0,9,9,7,7,7,15,85,0,7,6,3,3,6,10,8,7,3,0,0,2,10,10,10,0,0,7,4,10,5,5,7,9,8,9,8,9,9,8,7,9,4,2,8,4,10,7,10,6,2,10,10,10,0,8,8,0,7,8,10,60,90,6,11,9,25,3,7,2,,34,1,0,1,,7,1,0,0,213,HE
4/24/2020,4/24/2020,100,1208,1,4/24/2020,1,9,0,10,10,10,8,8,10,0,10,0,10,10,10,10,10,0,100,0,9,9,5,5,0,9,6,5,0,0,0,9,9,9,9,0,0,7,6,9,6,8,8,8,9,9,1,5,5,4,5,6,5,2,5,7,1,9,4,0,5,10,5,0,0,0,0,8,0,3,9,50,50,5,9,8,50,300,4,2,,68,4,1,5,,5,1,0,0,213,HE-FE
4/24/2020,4/24/2020,100,774,1,4/24/2020,1,10,0,10,10,10,8,8,7,3,8,0,10,10,8,10,10,50,50,0,2,2,2,2,1,8,8,0,0,0,0,0,0,10,10,0,0,7,7,9,6,8,8,8,2,2,3,2,2,2,5,8,6,8,2,1,5,5,2,2,2,10,10,0,0,1,0,0,2,0,10,50,50,5,5,2,25,3 ÉóÖö,7,1,,56,4,1,2,,2,1,0,0,213,HE
4/24/2020,4/24/2020,100,839,1,4/24/2020,1,10,10,10,10,10,10,10,10,10,10,0,6,6,10,6,0,90,10,0,7,7,10,10,10,10,10,10,10,0,6,5,0,10,10,0,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,10,6,10,0,10,10,2,7,7,7,0,10,10,0,10,10,5,0,100,10,3,10,50,300,4,1,,57,3,2,6,ÅáÖîôÑ ååÄ öôåÖç,6,1,0,1,213,HE
4/24/2020,4/24/2020,100,1497,1,4/24/2020,1,8,3,8,7,10,9,9,8,5,7,0,6,8,8,6,7,80,20,0,7,6,6,4,4,7,8,1,2,2,5,7,8,9,10,1,2,6,6,8,7,7,8,9,6,7,6,7,7,8,5,4,8,1,7,7,8,3,7,7,4,9,8,5,0,6,5,2,6,7,8,30,60,4,9,7,49,3 ÉóÖö,7,1,,60,3,3,1,,7,1,0,0,213,HE
