ResponseID,Timestamp_mm_dd_yyyy,Time_seconds,Q109_Informedconsent,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,psych_wellbeing_1,psych_wellbeing_2,collective_narcis_1,collective_narcis_2,collective_narcis_3,national_identity_1,national_identity_2,national_identity_3,conspiracy_theories_1,conspiracy_theories_2,conspiracy_theories_3,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self_control_1,trait_self_control_2,trait_self_control_3,trait_self_control_4,selfesteem,Q108_attention_check,narcissism_1,narcissism_2,narcissism_3,narcissism_4,narcissism_5,narcissism_6,moral_identity_1,moral_identity_2,moral_identity_3,moral_identity_4,moral_identity_5,moral_identity_6,moral_identity_7,moral_identity_8,moral_identity_9,moral_identity_10,risk_perception_1_percentage,risk_perception_2_percentage,political_ideology,moral_circle,health,CRT_1_eurocents,CRT_2_minutes,CRT_3_hours,gender,age,marital,children,employment,ladder_answer,urban,tested_positive,know_tested_positive,no_bots
64388534,4/30/2020,1628,1,10,5,10,5,10,5,5,10,5,10,0,5,0,5,10,100,0,0,2,5,5,5,5,10,10,10,5,10,10,5,10,10,10,5,5,10,7,10,10,7,10,10,7,7,7,10,7,10,2,5,5,0,7,0,0,6,0,5,6,0,10,8,5,0,8,5,0,5,5,10,50,50,5,16,5,50,300,4,2,42,2,4,1,3,2,1,1,213
64388547,4/30/2020,1156,1,10,0,7,8,10,9,10,10,9,5,10,4,10,10,10,30,50,20,7,7,4,1,6,10,6,0,0,0,0,1,10,9,10,0,0,10,6,10,10,4,7,10,7,9,7,6,7,10,2,9,10,0,8,0,0,5,0,4,4,5,7,5,5,0,4,5,4,0,4,6,80,80,8,14,10,50,300,4,2,25,1,1,1,5,1,1,1,213
64388744,4/30/2020,1613,1,5,10,5,8,5,5,5,10,5,10,5,5,5,10,5,100,0,0,5,6,5,10,10,10,10,10,0,0,5,5,10,10,10,0,0,5,10,7,10,10,7,10,10,10,6,7,6,7,5,9,6,2,10,0,5,5,0,7,7,7,5,10,9,0,10,7,5,7,10,5,10,10,6,16,6,1.5,300,4,1,28,1,1,1,6,1,1,1,213
64388759,4/30/2020,1382,1,10,0,8,10,10,10,10,10,10,5,10,5,5,10,5,70,30,0,8,7,8,10,10,10,8,8,8,8,5,5,8,10,10,0,3,8,5,8,5,5,8,10,8,8,8,8,8,7,5,10,1,5,5,0,0,5,5,0,5,0,10,10,5,0,9,9,1,5,9,0,50,50,2,11,7,25,3,4,2,44,3,3,3,4,1,1,1,213
64388809,4/30/2020,1225,1,8,0,5,10,10,8,8,8,6,10,8,10,10,10,10,0,100,0,5,7,8,5,8,10,10,5,0,0,0,1,10,10,10,0,2,8,8,8,8,8,5,2,6,7,6,6,6,8,5,8,8,5,8,0,0,5,0,4,5,2,6,5,0,5,5,1,5,6,5,10,100,100,5,9,7,50,3,7,1,64,3,4,1,6,1,1,1,213
64388830,4/30/2020,1415,1,8,1,3,3,9,5,6,9,7,1,7,9,8,8,9,100,0,0,1,3,2,2,2,7,7,0,0,0,0,1,8,7,9,2,1,6,6,6,6,6,6,6,1,1,1,1,1,1,1,2,9,10,1,0,1,2,2,1,1,2,5,5,5,5,5,5,5,5,5,5,60,60,6,1,1,50,3,2,2,38,3,2,1,5,1,1,1,213
64388858,4/30/2020,1531,1,3,9,9,3,0,1,5,10,0,10,10,10,7,10,10,5,90,5,5,5,9,9,9,10,10,1,8,8,1,2,10,10,10,10,2,10,5,10,5,5,10,10,10,10,5,9,9,9,5,9,9,5,5,0,0,9,9,5,5,9,10,9,0,0,5,5,0,10,9,10,0,10,5,16,9,50,300,4,2,51,1,3,1,5,1,1,1,213
64388990,4/30/2020,1755,1,9,8,5,8,10,10,8,10,7,10,8,2,5,10,8,90,10,0,8,7,5,5,1,8,8,9,2,5,5,1,9,9,9,0,1,8,9,10,9,5,6,9,8,8,9,9,8,8,3,4,6,7,7,0,1,5,1,7,5,5,8,5,4,3,5,8,2,2,3,8,80,80,8,7,6,25,3,7,2,43,2,3,1,5,1,1,1,213
64389054,4/30/2020,1571,1,8,10,4,7,10,10,10,10,9,10,8,7,9,7,7,65,30,5,7,7,2,1,1,10,7,6,3,4,4,3,8,8,8,0,2,5,5,5,5,5,5,5,6,7,8,7,7,8,5,7,6,4,6,0,3,2,2,3,3,3,5,7,4,0,8,6,2,7,8,5,10,80,5,5,8,25,3,7,2,25,2,1,1,4,1,1,1,213
64389144,4/30/2020,1410,1,9,1,9,8,10,8,9,10,0,7,10,4,10,10,10,0,100,0,8,6,4,0,1,10,4,6,0,0,0,1,9,9,8,0,1,9,7,9,2,3,7,7,1,8,4,6,6,10,0,8,9,9,4,0,5,4,1,0,6,0,9,8,5,0,0,1,0,8,0,7,50,20,3,5,5,25,300,7,2,26,1,1,1,5,1,1,1,213
64389204,4/30/2020,1429,1,10,5,10,9,10,6,6,10,2,10,8,8,7,10,10,0,80,20,8,7,0,0,0,9,9,0,0,0,0,0,10,10,10,2,2,10,8,9,9,4,3,2,8,9,9,8,7,10,6,6,7,8,5,0,0,0,0,0,0,5,9,6,0,0,5,5,5,5,5,10,80,60,6,11,8,50,3,4,2,49,1,1,1,6,2,1,1,213
64389269,4/30/2020,4109,1,5,1,5,7,10,8,10,9,5,8,5,10,10,10,10,80,15,5,7,7,0,5,5,9,10,5,5,6,6,6,10,10,10,0,4,10,10,10,10,4,10,10,7,5,8,6,8,8,8,7,5,4,8,0,0,0,0,5,3,0,7,7,6,0,4,7,2,7,7,7,70,70,5,16,7,25,300,4,1,44,3,2,2,5,2,1,2,213
64389293,4/30/2020,3642,1,9,9,9,9,10,10,10,10,9,10,10,10,9,10,10,50,40,10,7,8,8,8,9,10,10,5,5,5,5,7,6,5,6,5,7,8,5,10,6,7,7,10,8,9,9,8,8,10,8,9,3,3,8,0,5,7,0,9,7,7,9,10,6,0,7,10,0,5,8,7,50,50,8,16,5,50,300,4,2,54,3,3,1,1,2,1,1,213
64389308,4/30/2020,2129,1,10,0,10,10,10,10,10,10,5,10,10,10,5,10,10,79,11,10,7,6,10,9,10,10,10,8,1,9,8,9,10,10,10,9,8,9,9,9,8,9,8,9,7,9,9,9,9,9,7,9,7,1,7,0,7,9,0,7,6,7,10,10,1,0,9,3,0,8,7,10,0,30,6,9,5,50,300,4,2,51,3,3,1,5,1,1,1,213
64389325,4/30/2020,1351,1,5,4,4,7,10,10,10,10,5,9,3,2,7,3,3,90,10,0,4,3,5,5,5,5,5,2,1,1,1,5,9,8,8,0,2,7,5,7,5,5,5,5,8,8,6,6,6,6,1,8,4,5,5,0,1,1,0,2,1,5,6,5,5,0,6,5,5,5,5,6,50,50,5,3,5,0,300,6,2,61,3,4,1,5,1,1,2,213
64389395,4/30/2020,1690,1,9,7,9,9,10,8,8,10,10,8,7,8,4,9,9,35,55,10,7,8,7,7,6,10,10,6,2,0,5,1,10,10,10,0,1,10,6,10,10,5,6,9,10,10,10,9,9,10,8,8,0,1,8,0,2,8,2,8,7,1,10,10,10,0,10,10,1,7,10,10,10,60,4,14,9,50,1,4,2,29,2,1,1,5,1,1,1,213
64389494,4/30/2020,1112,1,10,0,10,7,10,8,5,10,7,10,5,5,5,8,10,0,100,0,5,5,3,3,3,8,5,7,5,5,5,5,8,8,8,0,5,8,8,8,8,8,8,8,7,8,5,7,5,7,7,8,5,7,5,0,5,5,3,5,7,0,5,5,5,5,5,5,5,5,5,5,50,70,5,16,6,25, ,7,2,40,1,2,1,3,1,1,1,213
64389767,4/30/2020,1002,1,9,0,10,9,10,9,9,9,9,0,8,8,8,10,10,39,33,28,7,8,8,7,7,10,9,5,5,4,4,1,8,8,8,1,6,8,5,8,8,3,5,5,9,9,9,9,9,10,4,7,6,5,8,0,2,7,1,7,7,2,9,8,5,9,8,9,2,7,7,9,70,70,4,14,8,50,90000,4,2,35,3,3,1,3,2,1,1,213
64389822,4/30/2020,2632,1,9,9,9,8,10,10,10,10,0,5,10,10,10,10,10,0,100,0,10,10,5,5,5,10,10,5,5,5,5,0,10,10,10,0,0,10,0,10,8,0,5,10,7,8,4,4,4,7,6,7,2,0,4,0,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,10,50,2,16,7,25,3,7,2,56,1,4,1,7,2,1,1,213
64389986,4/30/2020,774,1,8,10,7,5,10,10,10,10,8,10,10,8,8,10,10,80,15,5,8,8,6,3,4,10,8,5,0,0,5,7,10,9,9,0,3,9,9,10,5,8,8,8,7,6,7,9,8,10,3,7,10,6,0,0,5,7,0,7,4,5,5,7,5,0,0,0,0,5,0,6,50,80,7,5,8,50,300,4,2,36,2,2,1,6,2,1,1,213
64390158,4/30/2020,1530,1,9,9,9,9,9,10,10,10,5,5,6,8,9,9,9,50,50,0,10,5,10,5,5,9,5,8,5,8,7,5,8,6,5,0,5,7,5,7,5,5,6,9,5,10,5,5,7,9,4,9,7,0,8,0,5,5,5,5,5,5,7,8,5,0,7,6,5,0,6,7,10,50,5,16,5,50,1,4,2,29,3,5,1,5,1,1,1,213
64390214,4/30/2020,1115,1,5,5,10,10,10,10,10,10,10,5,10,10,7,10,10,99,1,0,8,8,6,7,5,5,0,1,0,1,2,1,10,10,9,5,1,8,5,10,5,5,7,5,9,8,5,7,9,9,7,9,1,6,5,0,2,5,1,5,5,1,10,9,5,0,5,7,1,1,7,10,50,90,1,5,7,50,3,4,2,32,3,2,1,3,1,1,1,213
64390284,4/30/2020,1407,1,10,10,8,10,10,4,10,10,6,5,10,0,10,5,10,80,20,0,3,5,5,5,5,10,10,0,0,0,0,2,10,10,10,0,0,0,0,0,0,0,0,10,10,10,10,10,10,8,3,5,8,3,6,0,0,0,0,0,3,0,10,10,0,0,2,2,10,0,0,10,50,50,6,16,7,25,3,7,2,52,1,2,1,7,1,1,1,213
64390397,4/30/2020,3583,1,10,0,5,10,10,5,10,10,0,10,5,5,5,10,10,50,25,25,8,5,5,0,0,5,5,10,0,0,5,0,10,10,10,0,0,10,5,10,10,5,5,5,10,10,5,5,5,10,5,5,5,5,0,0,0,5,0,0,0,0,10,10,0,0,0,0,0,5,5,10,0,80,5,1,5,50,3,2,2,54,3,3,1,5,2,1,1,213
64390617,4/30/2020,983,1,8,6,6,7,10,7,7,9,2,2,8,7,4,8,10,80,15,5,5,7,5,5,5,10,7,2,2,2,2,4,8,8,5,0,5,8,7,8,7,5,5,8,7,8,6,5,6,7,4,6,7,8,6,0,4,5,6,5,5,3,8,6,5,0,6,6,2,6,5,8,40,40,5,4,6,25,3,7,2,38,3,3,1,4,1,1,1,213
64390801,4/30/2020,2510,1,5,3,5,10,10,10,5,10,5,5,10,10,5,10,10,80,15,5,5,5,5,5,5,10,10,1,1,1,1,5,10,10,10,0,5,10,5,10,5,5,5,1,5,10,8,8,8,10,5,8,5,5,5,0,1,5,5,5,5,5,10,10,5,0,8,5,0,3,5,10,50,50,5,16,9,50,3,4,2,51,2,4,1,7,2,1,1,213
64391320,4/30/2020,1209,1,9,4,6,8,10,6,7,6,7,6,9,9,9,9,10,40,40,20,4,4,4,5,3,8,10,6,5,5,5,10,10,9,10,0,1,7,8,10,5,7,10,9,2,3,5,4,4,7,7,10,6,0,5,0,3,8,6,6,5,1,5,8,0,1,9,0,4,7,9,6,50,50,5,9,5,25,3,7,2,41,1,1,4,6,1,1,1,213
64391444,4/30/2020,1320,1,4,5,4,7,10,9,10,10,9,9,7,5,5,6,9,35,55,10,6,5,5,6,5,6,5,5,4,3,6,4,7,6,7,3,1,8,6,8,5,6,6,9,4,4,6,5,6,7,4,5,5,2,3,0,4,4,3,4,4,4,7,6,4,2,7,4,4,7,6,8,20,20,5,10,7,25,3,3,2,20,1,1,2,4,1,1,1,213
64391890,4/30/2020,764,1,9,0,9,8,10,10,10,10,2,10,10,10,10,10,10,10,80,10,7,7,0,0,2,10,9,5,0,0,0,10,10,10,10,0,10,9,5,10,9,5,0,0,9,10,9,9,9,10,7,7,7,7,7,0,10,6,0,0,6,10,10,10,9,0,10,10,10,9,5,10,80,80,5,7,7,50,3,4,2,40,3,5,1,5,1,1,1,213
64391920,4/30/2020,1584,1,10,7,9,8,9,9,10,10,8,8,10,10,10,10,10,70,0,30,6,7,0,0,0,7,7,0,0,0,0,6,7,8,7,2,2,8,7,8,7,5,2,5,8,8,5,7,8,8,6,8,7,3,7,0,4,5,1,6,6,0,7,7,7,3,7,5,2,6,5,7,10,20,7,10,7,50,3,4,2,35,2,2,1,2,1,1,1,213
64392253,4/30/2020,3109,1,10,10,10,10,10,10,10,10,5,10,10,10,4,10,10,50,25,25,7,7,1,5,5,10,5,5,0,0,0,2,10,10,10,0,0,10,8,8,7,5,8,10,7,7,7,6,6,9,4,7,9,3,5,0,5,3,1,5,3,2,7,9,1,0,1,1,7,5,1,5,20,20,5,11,6,25,300,4,2,38,3,3,1,3,1,1,1,213
64392418,4/30/2020,1086,1,6,8,7,7,9,10,10,10,2,10,8,6,2,10,10,100,0,0,8,7,1,5,5,8,8,5,0,0,0,3,10,8,8,0,3,3,6,8,5,3,8,8,8,8,8,8,8,7,3,7,9,8,7,0,6,7,3,6,3,2,7,8,3,2,2,2,3,6,8,7,70,70,7,11,7,25,3,7,2,34,2,1,4,5,1,1,1,213
64392947,4/30/2020,1474,1,7,2,7,10,10,10,10,10,8,5,10,10,9,10,10,0,100,0,7,7,7,5,6,10,10,7,0,0,0,6,10,9,7,2,5,8,10,10,10,3,9,9,8,8,7,8,8,10,4,8,6,3,7,0,3,7,2,4,5,2,10,9,8,1,9,9,1,8,9,10,40,60,5,5,5,50,3,4,2,63,1,2,1,4,1,1,1,213
64393248,4/30/2020,1956,1,10,10,10,10,10,10,10,10,10,5,10,5,5,10,10,80,20,0,4,6,5,5,5,10,10,0,0,0,0,0,10,10,10,0,0,8,8,8,10,5,5,9,9,10,10,9,9,10,5,10,5,5,9,0,0,5,0,0,5,0,10,9,5,0,9,10,0,9,9,10,50,50,5,15,7,50,3,4,2,52,3,2,1,4,1,1,1,213
64393371,4/30/2020,1550,1,10,0,10,10,10,10,10,10,10,10,8,8,8,10,10,80,10,10,6,5,5,5,5,10,10,5,5,5,5,0,10,10,10,0,0,5,5,5,5,5,5,5,5,7,10,10,10,10,10,10,1,1,5,0,5,5,5,5,5,5,0,5,0,0,5,0,5,0,0,5,90,80,5,16,8,1,3,4,2,48,2,2,1,5,1,1,1,213
64393597,4/30/2020,1384,1,10,0,10,10,10,5,10,10,5,10,5,10,0,10,10,100,0,0,7,8,5,5,5,10,10,5,5,5,5,8,8,8,8,0,6,10,10,10,10,0,3,3,10,10,9,6,8,10,0,7,8,8,8,0,0,2,0,2,5,0,7,5,0,0,7,7,0,7,5,6,100,100,5,4,7,50,3,7,2,27,3,3,1,5,1,1,1,213
64394212,4/30/2020,1217,1,9,10,8,10,10,9,10,10,9,10,0,0,0,0,0,50,50,0,9,5,8,7,5,10,10,8,3,7,7,4,9,9,9,7,5,7,5,2,7,6,5,5,9,9,9,8,9,10,7,8,5,8,7,0,5,8,3,5,7,1,6,7,3,1,6,5,7,4,6,7,0,10,6,2,7,50,1,4,2,65,1,4,1,4,2,1,1,213
64395066,4/30/2020,2509,1,10,0,10,6,5,8,6,10,10,10,10,10,10,10,10,60,25,15,8,7,5,6,4,10,5,0,0,2,0,5,8,7,1,1,2,5,5,7,5,5,6,7,10,10,7,8,8,9,2,4,4,6,7,0,0,5,1,0,0,0,7,8,5,0,2,2,0,4,6,7,40,40,5,13,9,25,300,7,2,22,1,1,4,5,2,1,1,213
64395084,4/30/2020,4201,1,7,5,2,9,10,10,10,10,8,9,8,3,9,9,7,0,100,0,7,6,1,1,1,8,7,0,0,0,0,1,10,10,8,0,2,7,8,9,8,6,9,9,7,9,6,6,8,8,9,9,4,2,4,0,2,5,1,5,3,2,10,9,2,0,6,1,4,5,3,8,30,30,5,4,6,25,3,7,2,34,3,1,1,3,1,1,1,213
64395518,4/30/2020,1371,1,5,5,5,5,10,10,10,10,5,9,10,10,10,10,10,87,10,3,8,10,5,5,5,10,10,1,0,0,1,1,9,5,9,0,1,6,6,9,9,5,9,9,8,8,5,9,9,4,3,7,8,10,7,0,1,5,5,3,3,5,8,5,0,0,5,5,4,5,2,9,90,100,4,1,9,50,3, ,2,42,1,2,1,5,1,1,1,213
64395562,4/30/2020,3536,1,9,9,7,9,10,10,10,10,10,10,10,5,9,10,10,0,100,0,8,8,5,5,5,9,7,5,5,5,5,1,10,10,10,0,5,5,8,10,10,8,6,9,7,10,7,4,4,4,9,8,2,2,8,0,1,6,1,1,3,10,9,10,0,0,8,7,1,7,7,10,10,30,5,16,8,25,3,7,2,30,3,1,1,6,1,1,1,213
64395604,4/30/2020,1646,1,10,1,8,9,10,10,10,9,7,5,5,9,9,10,10,50,40,10,4,5,5,5,5,5,5,5,1,1,5,5,9,10,5,0,5,5,5,9,8,5,5,9,5,5,6,6,7,9,5,9,5,4,9,0,5,5,5,5,5,5,10,5,5,0,5,5,1,5,5,10,50,50,5,5,8,50,3,4,2,35,2,3,1,7,1,1,1,213
64395708,4/30/2020,3535,1,10,0,6,9,10,10,7,10,7,9,10,7,10,10,10,21,58,21,4,6,6,5,6,10,10,0,0,0,0,2,10,10,9,2,1,9,8,9,6,8,8,9,7,8,7,7,8,7,3,9,6,3,7,0,1,0,0,1,5,0,8,8,8,1,8,8,5,9,8,8,80,80,5,11,5,25,300,7,2,33,1,1,1,3,1,1,1,213
64395834,4/30/2020,1260,1,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,100,0,0,7,7,0,0,0,10,10,5,0,0,5,8,10,7,10,10,8,0,5,0,10,5,5,0,8,8,8,8,8,5,0,10,10,10,7,0,5,6,0,10,7,0,10,10,5,5,10,10,0,10,10,10,50,100,5,1,5,50,300,7,2,36,3,3,1,2,2,1,1,213
64395963,4/30/2020,665,1,6,8,4,10,10,8,10,10,4,9,9,10,10,10,8,60,20,20,6,7,7,6,9,10,8,0,0,1,1,0,8,8,9,1,2,6,6,4,6,7,7,3,7,7,9,8,9,9,4,9,3,5,6,0,0,5,0,8,7,3,8,8,7,0,3,7,4,7,7,8,40,70,8,8,8,0,100,4,2,28,1,2,1,1,1,1,1,213
64396072,4/30/2020,2961,1,3,5,5,5,7,8,7,8,5,9,5,5,3,5,7,33,33,34,7,7,7,5,5,10,10,0,0,0,0,5,10,9,10,1,5,5,5,8,5,5,5,5,9,9,9,9,9,6,5,7,3,3,5,0,2,5,3,5,5,3,9,8,5,0,7,7,0,8,7,8,50,50,5,16,10,50,300,4,2,51,2,3,1,4,1,1,1,213
64396141,4/30/2020,1290,1,9,9,9,9,10,10,10,10,10,10,10,7,7,8,10,87,10,3,8,9,7,7,7,10,10,8,6,2,6,4,9,9,9,7,2,8,6,10,7,6,7,1,9,10,9,9,9,10,7,9,7,2,9,0,4,8,3,5,8,2,9,6,3,1,8,8,7,2,8,8,60,70,6,1,6,50,3,8,2,61,1,3,1,3,1,1,1,213
64396176,4/30/2020,1752,1,8,2,3,9,10,7,10,9,8,3,8,8,8,8,8,100,0,0,8,7,0,0,0,10,0,2,2,2,2,0,10,10,10,0,0,1,1,1,1,1,1,1,7,7,7,7,7,7,6,8,3,3,4,0,2,7,2,7,7,4,8,8,0,0,0,8,3,6,6,8,50,50,5,14,9,50,900,4,2,30,2,1,1,5,1,1,1,213
64396845,4/30/2020,943,1,0,9,0,8,10,9,9,10,9,10,0,0,0,8,3,80,20,0,6,6,3,3,0,10,6,0,0,0,0,3,10,10,10,0,3,9,9,7,9,9,9,9,6,10,8,8,8,7,3,9,7,5,3,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,50,30,7,14,7,50,3,4,2,50,2,3,1,5,1,1,1,213
64397110,4/30/2020,1994,1,9,3,4,10,10,8,8,6,2,9,2,5,3,8,10,100,0,0,2,6,4,4,6,10,4,7,4,3,3,4,10,8,9,1,2,5,5,5,5,5,5,5,8,7,9,9,9,9,4,7,6,8,6,0,3,5,3,3,4,1,7,6,5,0,9,5,8,5,6,5,20,40,7,4,6,25,3,7,1,32,1,1,6,5,1,1,1,213
64397121,4/30/2020,2161,1,3,1,5,9,9,10,10,10,9,9,10,10,5,10,9,50,25,25,9,8,5,8,5,10,10,5,5,5,5,9,10,10,10,0,0,10,10,10,5,5,10,10,6,6,5,6,6,9,3,6,8,6,3,0,5,5,1,5,5,5,8,6,5,0,5,5,3,5,5,7,70,70,5,14,4,50,3,4,1,47,1,4,1,7,2,1,1,213
64397656,4/30/2020,808,1,9,9,3,9,9,9,9,10,8,5,10,5,5,10,10,0,100,0,8,7,5,5,5,10,8,2,0,0,0,5,10,10,10,0,9,5,5,5,5,5,5,5,9,9,5,5,8,8,8,9,5,5,8,0,1,5,5,7,7,0,5,5,0,5,5,5,5,5,5,5,70,70,5,1,7,25,3,7,1,54,3,3,1,2,1,1,2,213
64399225,4/30/2020,1736,1,10,10,10,10,10,10,10,10,7,10,10,10,10,10,10,0,100,0,8,8,0,0,0,10,10,5,0,0,5,0,10,10,10,0,0,10,5,10,5,0,5,0,9,9,3,3,5,9,10,10,0,0,10,0,0,5,0,5,4,0,5,9,0,0,8,8,0,0,1,9,50,50,9,9,3,25,3,7,1,38,3,2,1,5,1,1,1,213
64399238,4/30/2020,1024,1,4,8,8,3,8,8,9,9,9,7,7,8,6,9,9,95,5,0,7,6,4,4,2,5,5,7,4,4,6,5,7,7,5,4,7,9,6,9,9,5,6,9,5,6,6,6,6,6,4,4,9,7,6,0,4,4,7,6,6,5,7,6,3,3,5,5,4,8,5,8,60,60,4,1,7,50,3,5,2,45,1,1,5,7,2,1,1,213
64399459,4/30/2020,3255,1,10,0,9,9,10,7,7,10,1,6,10,10,3,10,10,70,20,10,7,6,1,0,0,10,6,5,0,5,5,3,10,7,9,0,8,7,0,9,0,7,6,5,7,6,5,5,5,9,4,8,6,2,7,0,0,6,0,5,6,0,10,9,0,0,7,8,0,5,4,10,70,90,5,16,3,25,300,4,2,44,2,3,1,3,2,1,1,213
64399735,4/30/2020,996,1,9,1,9,9,10,10,10,10,3,10,10,10,10,10,10,60,20,20,3,3,0,5,0,10,2,0,0,0,0,0,10,10,10,0,3,5,2,7,7,5,9,10,6,7,10,10,7,8,6,7,10,7,9,0,6,3,2,2,6,0,10,10,0,0,8,0,2,10,10,10,10,10,3,4,7,25,3,7,2,36,2,2,1,2,1,1,1,213
64399851,4/30/2020,1298,1,10,0,10,10,10,10,10,10,5,10,10,10,5,10,10,50,30,20,5,2,5,5,5,10,10,10,0,10,0,0,10,10,10,0,0,10,10,10,10,10,10,10,5,10,10,10,10,10,10,10,10,0,5,0,0,5,0,0,5,0,10,5,0,0,10,5,0,10,10,10,100,100,5,16,10,75,900,4,2,54,3,1,6,5,2,1,1,213
64399893,4/30/2020,956,1,10,0,10,10,10,10,10,10,6,10,10,10,8,10,10,40,50,10,5,6,7,8,5,10,10,8,2,0,0,4,8,8,8,1,2,9,6,8,7,5,5,5,8,8,8,9,8,9,2,9,10,7,6,0,5,6,0,6,6,3,7,7,1,2,5,5,2,8,6,5,20,30,4,16,4,50,3,2,2,56,2,2,1,3,1,1,1,213
64399911,4/30/2020,1118,1,10,8,10,10,10,10,10,10,10,8,10,10,10,10,10,53,35,12,6,6,5,6,6,10,10,10,0,0,5,5,7,8,8,5,1,5,5,10,10,6,8,7,7,10,9,9,9,4,5,10,5,4,4,0,2,0,0,6,6,6,8,7,5,0,6,5,1,6,6,8,10,30,7,14,7,50,3,2,2,66,1,2,1,2,1,1,1,213
64399934,4/30/2020,1258,1,10,0,10,10,10,10,7,10,10,10,10,10,5,10,10,100,0,0,4,5,10,10,10,10,10,8,5,5,5,5,10,10,10,0,5,10,10,10,10,2,5,10,5,10,5,7,5,5,5,10,8,5,10,0,3,10,0,10,5,3,10,10,5,0,5,7,0,10,2,10,0,10,5,9,8, , ,4,2,42,3,1,6,5,2,1,1,213
64400289,4/30/2020,2914,1,10,0,10,10,10,10,10,10,5,10,10,10,10,10,10,0,75,25,7,8,5,5,2,10,10,5,0,0,0,8,10,8,8,10,3,7,10,7,7,9,10,10,8,7,8,10,10,10,6,7,6,3,8,0,0,5,0,5,5,2,9,7,3,3,3,3,3,3,3,9,50,80,5,10,5,50,100,4,2,81,3,3,5,5,2,1,1,213
64400325,4/30/2020,1229,1,2,2,0,10,10,7,7,10,1,5,10,9,9,10,10,30,40,30,6,6,1,2,2,5,3,2,2,1,2,5,9,6,8,1,5,5,6,2,5,5,5,1,5,8,5,5,8,8,9,4,3,3,8,0,0,0,0,1,0,0,0,2,0,0,0,3,5,0,1,5,40,60,7,2,6,50,1,4,2,66,2,3,5,3,1,1,1,213
64400344,4/30/2020,1075,1,10,2,9,9,10,10,10,10,3,10,4,10,4,10,10,0,100,0,8,7,6,6,6,10,10,7,0,1,8,6,9,8,1,1,3,6,6,6,7,6,3,6,7,8,6,3,4,9,6,6,1,2,7,0,3,6,0,8,6,8,8,7,2,0,6,8,3,6,3,9,10,20,3,9,6, , , ,2,59,3,3,1,3,1,1,1,213
64400436,4/30/2020,906,1,10,10,10,10,10,5,9,10,9,9,10,10,9,10,10,50,50,0,8,9,6,10,9,10,10,5,0,0,1,2,9,9,10,0,2,9,5,9,7,1,5,5,8,8,8,8,8,10,6,7,2,2,7,0,3,7,0,3,4,1,8,8,2,0,6,2,0,2,3,9,50,50,5,7,5,25,3,7,2,69,3,3,1,3,1,1,1,213
64400564,4/30/2020,1256,1,10,0,7,8,10,10,10,10,0,10,7,3,3,9,9,80,20,0,8,5,8,7,7,10,9,0,0,0,0,1,10,9,9,0,1,9,5,9,6,5,7,9,6,4,7,8,7,10,2,9,8,9,4,0,6,6,4,6,7,3,8,8,5,0,5,8,4,0,6,9,10,30,7,11,1,25,3,7,1,57,1,2,6,8,1,1,1,213
64400670,4/30/2020,2163,1,10,10,5,10,10,10,10,10,6,5,0,5,0,0,5,100,0,0,5,0,10,10,10,10,10,10,10,10,10,7,5,5,5,5,5,10,5,7,10,0,10,10,7,10,5,5,5,6,0,0,10,6,0,0,3,3,10,0,0,10,5,5,5,0,5,0,5,0,0,10,0,10,0,1,0,50,3,4,2,58,1,3,5,10,1,1,1,213
64400788,4/30/2020,1600,1,10,0,8,5,10,5,7,10,7,10,10,10,10,10,10,11,45,44,7,7,7,8,4,10,10,10,5,0,9,9,10,9,10,5,7,9,6,6,5,7,6,9,10,10,9,10,8,10,7,4,8,7,6,0,0,1,0,2,0,1,0,1,0,5,0,0,5,0,0,2,70,50,5,16,8,50,3,4,2,58,2,3,6,6,1,1,1,213
64400816,4/30/2020,2096,1,8,6,10,9,8,10,10,10,4,9,9,5,8,8,9,15,50,35,6,7,1,5,2,9,6,1,0,0,0,4,8,8,7,0,2,6,6,9,6,2,7,9,7,8,6,4,4,4,6,4,4,4,6,0,4,4,4,2,4,4,7,6,3,2,6,7,2,5,5,9,20,30,6,4,7,50,3,7,1,36,2,2,1,4,1,1,1,213
64401128,4/30/2020,1956,1,10,5,5,10,10,10,10,10,5,10,10,5,5,10,10,70,20,10,5,5,0,0,0,10,10,5,0,2,1,5,10,10,10,0,5,10,10,5,5,5,5,5,5,5,5,5,5,10,5,10,5,5,7,0,0,0,0,0,0,0,5,0,0,0,5,5,0,0,5,10,10,10,7,16,5,50,1,2,2,66,1,3,5,6,1,1,1,213
