"consent_1","consent_2","social_media","lockdown_support","lockdown_wrong","timing_1","lockdown_deon_trustworthy_v1","lockdown_deon_trust_other_v1","lockdown_deon_share_v1","lockdown_deon_share_media_v1","timing_2","lockdown_consq_trustworthy_v1","lockdown_consq_trust_other_v1","lockdown_consq_share_v1","lockdown_consq_share_media_v1","timing_3","lockdown_consq_trustworthy_v2","lockdown_consq_trust_other_v2","lockdown_consq_share_v2","lockdown_consq_share_media_v2","lockdown_deon_trustworthy_v2","lockdown_deon_trust_other_v2","lockdown_deon_share_v2","lockdown_deon_share_media_v2","ventilator_support","ventilator_wrong","timing_4","ventilator_deon_trustworthy_v1","ventilator_deon_trust_other_v1","ventilator_deon_share_v1","ventilator_deon_share_media_v1","timing_5","ventilator_consq_trustworthy_v1","ventilator_consq_trust_other_v1","ventilator_consq_share_v1","ventilator_consq_share_media_v1","timing_6","ventilator_consq_trustworthy_v2","ventilator_consq_trust_other_v2","ventilator_consq_share_v2","ventilator_consq_share_media_v2","timing_7","ventilator_deon_trustworthy_v2","ventilator_deon_trust_other_v2","ventilator_deon_share_v2","ventilator_deon_share_media_v2","timing_8","tracing_support","tracing_wrong","timing_9","tracing_deon_trustworthy_v1","tracing_deon_trust_other_v1","tracing_deon_share_v1","tracing_deon_share_media_v1","timing_10","tracing_consq_trustworthy_v1","tracing_consq_trust_other_v1","tracing_consq_share_v1","tracing_consq_share_media_v1","timing_11","tracing_consq_trustworthy_v2","tracing_consq_trust_other_v2","tracing_consq_share_v2","tracing_consq_share_media_v2","timing_12","tracing_deon_trustworthy_v2","tracing_deon_trust_other_v2","tracing_deon_share_v2","tracing_deon_share_media_v2","timing_13","medicine_support","medicine_wrong","timing_14","medicine_deon_trustworthy_v1","medicine_deon_trust_other_v1","medicine_deon_share_v1","medicine_deon_share_media_v1","timing_15","medicine_consq_trustworthy_v1","medicine_consq_trust_other_v1","medicine_consq_share_v1","medicine_consq_share_media_v1","timing_16","medicine_consq_trustworthy_v2","medicine_consq_trust_other_v2","medicine_consq_share_v2","medicine_consq_share_media_v2","timing_17","medicine_deon_trustworthy_v2","medicine_deon_trust_other_v2","medicine_deon_share_v2","medicine_deon_share_media_v2","timing_18","ppe_support","ppe_wrong","timing_19","ppe_deon_trustworthy_v1","ppe_deon_trust_other_v1","ppe_deon_share_v1","ppe_deon_share_media_v1","timing_20","ppe_consq_trustworthy_v1","ppe_consq_trust_other_v1","ppe_consq_share_v1","ppe_consq_share_media_v1","timing_21","ppe_consq_trustworthy_v2","ppe_consq_trust_other_v2","ppe_consq_share_v2","ppe_consq_share_media_v2","timing_22","ppe_deon_trustworthy_v2","ppe_deon_trust_other_v2","ppe_deon_share_v2","ppe_deon_share_media_v2","timing_23","covid_concern","covid_cases_personal","timing_24","OUS1","OUS2","OUS3","OUS4","OUS5","OUS6","OUS7","OUS8","OUS9","attention1","timing_25","gender","QID126_5_TEXT","age","race","timing_26","education","income","timing_27","political_ideology","pol_party","Q168_4_TEXT","timing_28","religious","timing_29","number_covid_studies","similarity_covid_studies","timing_30","order_dilemmas","order_lockdown","order_ventilators","order_tracing","order_medicine","order_ppe","OUS_DO","gender_recode","race_recode","education_num","medicine_deon_trustworthy","medicine_consq_trustworthy","medicine_deon_trust_other","medicine_consq_trust_other","medicine_deon_share","medicine_consq_share","medicine_deon_share_media","medicine_consq_share_media","ventilator_deon_trustworthy","ventilator_consq_trustworthy","ventilator_deon_trust_other","ventilator_consq_trust_other","ventilator_deon_share","ventilator_consq_share","ventilator_deon_share_media","ventilator_consq_share_media","lockdown_deon_trustworthy","lockdown_consq_trustworthy","lockdown_deon_trust_other","lockdown_consq_trust_other","lockdown_deon_share","lockdown_consq_share","lockdown_deon_share_media","lockdown_consq_share_media","tracing_deon_trustworthy","tracing_consq_trustworthy","tracing_deon_trust_other","tracing_consq_trust_other","tracing_deon_share","tracing_consq_share","tracing_deon_share_media","tracing_consq_share_media","ppe_deon_trustworthy","ppe_consq_trustworthy","ppe_deon_trust_other","ppe_consq_trust_other","ppe_deon_share","ppe_consq_share","ppe_deon_share_media","ppe_consq_share_media","exclude","consq_overall_trustworthy","deon_overall_trustworthy","consq_overall_trust_other","deon_overall_trust_other","lockdown_deon_overall_trust","lockdown_consq_overall_trust","medicine_deon_overall_trust","medicine_consq_overall_trust","ppe_deon_overall_trust","ppe_consq_overall_trust","tracing_deon_overall_trust","tracing_consq_overall_trust","ventilator_deon_overall_trust","ventilator_consq_overall_trust","consq_overall_trust","consq_trust_IH","consq_trust_IB","deon_overall_trust","deon_trust_IH","deon_trust_IB","consq_overall_share","consq_share_IH","consq_share_IB","deon_overall_share","deon_share_IH","deon_share_IB","support_overall","support_IB","support_IH","wrong_overall","wrong_IB","wrong_IH","policy_attitude","policy_attitude_IB","policy_attitude_IH","lockdown_policy_attitude","ventilator_policy_attitude","tracing_policy_attitude","ppe_policy_attitude","medicine_policy_attitude","impartial_beneficence","instrumental_harm"
1,1,"Yes",2,4,26.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,4,4,1,1,1,3,16.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,11.325,5,4,2,2,20.296,5,5,14.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,1,11.752,4,3,1,1,9.72,5,6,40.332,2,2,1,1,25.052,5,4,3,1,16.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,18.808,3,4,1,1,9.214,5,4,1,1,12.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"No",4.189,2,3,6,5,5,4,1,1,5,NA,62.241,"Male","",39,"White",9.817,"College qualifications ",5,8.147,3,9,NA,9.705,1,2.143,"1-5",1,14.643,"FL_68|FL_16|FL_24|FL_17|FL_35","Consequentialist First","VentilatorsVersion2","Consequentialist First","Deontological First","Deontological First","Instruct|OUS7|OUS5|OUS1|attention1|OUS2|OUS9|OUS3|OUS4|OUS6|OUS8|Q231","Male","White",2,2,5,2,4,1,3,1,1,5,3,4,3,2,1,2,1,4,4,4,4,1,1,1,1,4,2,3,4,1,1,1,1,3,5,4,4,1,1,1,1,0,3.8,3.6,3.8,3.4,4,4,2,4.5,3.5,4.5,3.5,3,4.5,3,3.8,3.33333333333333,4.5,3.5,4,2.75,1.2,1,1.5,1.2,1.33333333333333,1,3.4,4.5,2.66666666666667,5,6.5,4,4.2,5.5,3.33333333333333,3,2,5,5.5,5.5,4.2,2.75
1,1,"Yes",4,2,22.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,5,5,5,5,1,2,31.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,4,13.055,5,5,5,5,7.294,6,6,8.943,5,5,5,6,9.145,5,4,4,4,10.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,24.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,6,18.671,5,4,5,3,12.7,5,5,134.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,8.613,4,4,4,4,5.375,4,"No",3.969,5,6,6,6,4,4,5,5,5,NA,34.691,"Female","",18,"White",6.04,"College qualifications ",2,15.422,4,1,NA,3.387,2,2.061,"1-5",2,4.297,"FL_68|FL_35|FL_17|FL_16|FL_24","Consequentialist First","VentilatorsVersion2","Deontological First","Consequentialist First","Consequentialist First","Instruct|OUS3|attention1|OUS4|OUS2|OUS1|OUS9|OUS6|OUS5|OUS7|OUS8|Q231","Female","White",2,5,6,4,6,5,5,3,6,5,5,5,4,5,4,5,4,5,4,5,4,5,4,5,5,5,5,5,4,5,4,6,4,4,5,4,5,4,5,4,5,0,5,4.8,4.6,4.6,5,4,4.5,6,4,5,5,4.5,5,4.5,4.8,4.33333333333333,5.5,4.7,5,4.25,4.6,4.16666666666667,5.25,4.7,5.16666666666667,4,4.4,5.5,3.66666666666667,4.2,5.5,3.33333333333333,4.3,5.5,3.5,3,1.5,6,5,6,5.4,4.75
1,1,"Yes",1,1,20.262,6,5,1,1,10.173,3,1,1,1,12.473,NA,NA,NA,NA,NA,NA,NA,NA,3,4,24.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,15.038,4,4,1,1,10.679,3,2,20.777,5,4,1,1,16.067,4,4,1,1,15.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,21.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1,1,9.569,3,2,1,1,8.335,5,6,31.662,3,2,1,1,20.576,5,5,1,1,11.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"No",5.38,2,4,4,2,6,2,2,2,4,NA,88.054,"Female","",26,"White",8.858,"Master's degree",4,7.075,2,9,NA,14.219,1,3.552,"0",NA,6.637,"FL_24|FL_17|FL_35|FL_16|FL_68","Deontological First","VentilatorsVersion2","Deontological First","Consequentialist First","Deontological First","Instruct|OUS1|OUS6|OUS2|OUS9|OUS3|OUS5|OUS4|OUS8|attention1|OUS7|Q231","Female","White",4,3,5,2,4,1,1,1,1,4,4,4,4,1,1,1,1,6,3,5,1,1,1,1,1,5,4,4,4,1,1,1,1,3,5,2,5,1,1,1,1,0,4.2,4.2,3.6,3.4,5.5,2,2.5,4.5,2.5,5,4.5,4,4,4,3.9,3.33333333333333,4.75,3.8,4.66666666666667,2.5,1,1,1,1,1,1,3.4,5,2.33333333333333,3.2,4.5,2.33333333333333,3.3,4.75,2.33333333333333,1,3.5,2.5,5.5,4,3.6,2.5
1,1,"Yes",1,2,23.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,7,7,7,7,1,1,19.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,12.934,5,5,4,4,10.736,7,6,17.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,13.529,2,2,1,1,23.713,4,4,17.371,2,2,2,1,14.175,5,5,5,4,14.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,26.353,4,4,3,3,24.625,4,4,3,4,12.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"No",7.916,3,5,4,3,5,5,6,4,4,NA,71.447,"Female","",19,"Asian",7.517,"College qualifications ",2,18.547,4,9,NA,7.953,4,2.825,"1-5",3,6.331,"FL_24|FL_16|FL_35|FL_68|FL_17","Consequentialist First","VentilatorsVersion2","Consequentialist First","Deontological First","Deontological First","Instruct|OUS3|OUS4|OUS5|OUS1|OUS7|attention1|OUS2|OUS9|OUS6|OUS8|Q231","Female","Asian",2,2,5,2,5,2,5,1,4,5,1,5,1,4,1,4,1,7,1,7,1,7,1,7,1,2,5,2,5,1,5,1,4,4,4,4,4,3,3,3,4,0,3.2,4,3.2,4,7,1,2,5,4,4,2,5,5,1,3.2,2.33333333333333,4.5,4,4.66666666666667,3,2.9,2.16666666666667,4,3.3,4,2.25,3.2,3.5,3,3.4,4,3,3.3,3.75,3,1.5,1,6.5,3.5,4,4,4.75
1,1,"Yes",2,3,38.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,1,5,5,5,6,1,6,31.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1,1,20.602,6,5,5,5,19.195,4,3,25.229,5,4,4,4,50.345,3,3,2,1,17.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,23.963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,18.2,4,4,4,2,16.62,7,4,32.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,20.511,5,4,5,5,15.245,5,"No",5.773,3,3,4,2,3,3,2,5,2,NA,66.355,"Female","",35,"White",8.974,"Bachelor's degree ",2,7.129,3,1,NA,5.125,2,3.747,"1-5",1,7.476,"FL_17|FL_16|FL_35|FL_24|FL_68","Consequentialist First","VentilatorsVersion2","Deontological First","Consequentialist First","Consequentialist First","Instruct|OUS8|OUS1|OUS5|OUS6|OUS3|OUS7|OUS9|OUS4|attention1|OUS2|Q231","Female","White",3,4,5,4,5,4,4,2,4,6,5,5,4,5,1,5,1,5,3,5,3,5,2,6,1,5,3,4,3,4,2,4,1,5,5,4,5,5,4,5,4,0,4.2,5,4,4.4,5,3,4,5,4.5,5,4.5,3,5.5,4.5,4.1,3.5,5,4.7,5,4.25,2.4,1.33333333333333,4,4.5,4.83333333333333,4,3.8,6,2.33333333333333,3.8,3.5,4,3.8,4.75,3.16666666666667,2.5,3.5,3.5,5.5,4,3,3
1,1,"Yes",3,3,28.761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,5,6,5,5,3,4,53.332,6,6,6,6,24.524,4,4,3,2,10.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,12.65,2,2,2,1,9.811,4,5,4,4,6.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,26.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,10.849,6,6,5,5,10.006,3,4,11.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,3,7.547,5,5,5,4,6.445,3,"No",4.496,4,3,5,4,6,3,5,5,3,NA,65.096,"Female","",21,"White",8.41,"College qualifications ",2,23.59,4,3,NA,5.866,1,2.151,"1-5",2,7.452,"FL_16|FL_17|FL_68|FL_24|FL_35","Consequentialist First","VentilatorsVersion1","Deontological First","Consequentialist First","Consequentialist First","Instruct|OUS3|OUS7|OUS6|OUS8|OUS9|OUS5|OUS1|attention1|OUS4|OUS2|Q231","Female","White",2,6,4,6,4,5,4,5,3,6,4,6,4,6,3,6,2,5,3,6,2,5,1,5,1,2,4,2,5,2,4,1,4,5,5,5,4,5,4,4,3,0,4,4.8,3.8,5,5.5,2.5,6,4,5,4.5,2,4.5,6,4,3.9,3.66666666666667,4.25,4.9,4.5,5.5,2.9,2.5,3.5,4.4,4.16666666666667,4.75,3.2,2.5,3.66666666666667,3.8,3.5,4,3.5,3,3.83333333333333,3,3.5,5,3.5,2.5,4.4,4
1,1,"Yes",3,2,43.76,6,6,5,7,14.503,4,4,2,1,13.511,NA,NA,NA,NA,NA,NA,NA,NA,5,5,31.157,4,4,7,7,12.415,3,3,1,1,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,16.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,9.912,3,2,2,1,10.303,4,5,42.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,6,27.02,3,3,1,1,19.232,4,3,12.841,3,4,1,1,9.608,4,4,4,4,14.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"No",5.286,5,7,6,1,1,2,1,3,2,NA,78.18,"Female","",27,"White",8.566,"Master's degree",5,5.451,4,1,NA,6.707,1,2.227,"1-5",1,7.406,"FL_68|FL_16|FL_17|FL_24|FL_35","Deontological First","VentilatorsVersion1","Consequentialist First","Consequentialist First","Deontological First","Instruct|OUS6|OUS8|OUS5|OUS9|OUS1|attention1|OUS3|OUS7|OUS2|OUS4|Q231","Female","White",4,3,5,3,5,1,5,1,6,4,3,4,3,7,1,7,1,6,4,6,4,5,2,7,1,3,2,2,2,2,1,1,1,3,4,4,4,1,4,1,4,0,3.6,3.8,3.6,3.8,6,4,3,5,3.5,4,2.5,2,4,3,3.6,3,4.5,3.8,4.16666666666667,3.25,2.6,1.16666666666667,4.75,3.3,4.83333333333333,1,3.4,4,3,3.2,4,2.66666666666667,3.3,4,2.83333333333333,2.5,5,1,3.5,4.5,4,2
1,1,"Yes",1,2,50.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,7,7,3,1,5,3,38.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,1,1,15.984,6,6,1,1,15.042,6,6,32.529,3,3,1,1,16.386,5,5,1,1,14.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,31.897,6,6,1,1,11.417,6,6,1,1,11.433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,36.052,5,5,1,1,12.986,5,5,1,1,11.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Yes",7.615,1,2,5,3,2,1,2,4,3,NA,67.815,"Female","",47,"White",9.551,"Master's degree",7,7.172,6,3,NA,6.614,4,3.483,"6-10",1,7.127,"FL_16|FL_17|FL_24|FL_68|FL_35","Consequentialist First","VentilatorsVersion2","Deontological First","Deontological First","Deontological First","Instruct|attention1|OUS2|OUS1|OUS3|OUS4|OUS5|OUS7|OUS6|OUS8|OUS9|Q231","Female","White",4,6,6,6,6,1,1,1,1,6,6,6,6,1,1,1,1,7,2,7,2,3,1,1,1,3,5,3,5,1,1,1,1,5,5,5,5,1,1,1,1,0,4.8,5.4,4.8,5.4,7,2,6,6,5,5,3,5,6,6,4.8,4.33333333333333,5.5,5.4,5.33333333333333,5.5,1,1,1,1.2,1.33333333333333,1,2.8,1,4,4.6,6,3.66666666666667,3.7,3.5,3.83333333333333,1.5,4,6,3.5,3.5,2.6,2.5
1,1,"Yes",3,4,48.481,4,4,4,1,10.33,4,4,4,1,10.501,NA,NA,NA,NA,NA,NA,NA,NA,5,4,29.291,4,4,4,1,9.3,4,4,4,1,29.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,30.601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,1,17.095,4,5,4,1,12.376,5,6,29.709,4,4,4,1,17.404,4,4,4,1,10.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,42.694,4,4,4,1,26.718,4,4,4,1,16.969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"No",8.529,2,2,3,4,3,2,3,2,4,NA,68.012,"Female","",51,"White",11.019,"Bachelor's degree ",4,7.114,3,9,NA,15.629,1,3.263,"1-5",1,10.54,"FL_24|FL_68|FL_16|FL_17|FL_35","Deontological First","VentilatorsVersion1","Consequentialist First","Deontological First","Deontological First","Instruct|OUS7|OUS5|OUS4|OUS9|attention1|OUS8|OUS2|OUS3|OUS6|OUS1|Q231","Female","White",3,4,4,4,4,4,4,1,1,4,4,4,4,4,4,1,1,4,4,4,4,4,4,1,1,4,3,5,3,4,2,1,1,4,4,4,4,4,4,1,1,0,3.8,4,3.8,4.2,4,4,4,4,4,4,4.5,3,4,4,3.8,3.66666666666667,4,4.1,4.16666666666667,4,2.3,2.16666666666667,2.5,2.5,2.5,2.5,3.8,4.5,3.33333333333333,4.2,5.5,3.33333333333333,4,5,3.33333333333333,3.5,4.5,2,4.5,5.5,2.8,2.75
1,1,"Yes",6,4,67.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,4,6,6,6,5,1,3,34.568,5,5,5,5,10.056,2,2,3,2,8.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,49.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,10.42,4,4,4,4,8.968,7,7,22.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,7.024,2,2,2,2,9.173,2,7,28.972,6,3,3,4,10.537,5,4,1,1,10.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Yes",5.047,6,5,5,3,2,5,4,4,4,NA,79.995,"Female","",25,"White",7.93,"Bachelor's degree ",6,8.462,3,1,NA,5.923,1,2.241,"1-5",1,7.238,"FL_16|FL_17|FL_35|FL_24|FL_68","Consequentialist First","VentilatorsVersion1","Consequentialist First","Consequentialist First","Deontological First","Instruct|OUS4|OUS6|OUS7|OUS8|OUS2|OUS9|OUS3|OUS5|attention1|OUS1|Q231","Female","White",3,2,5,2,5,2,5,2,5,5,2,5,2,5,3,5,2,6,3,6,3,6,5,5,4,4,5,4,5,4,4,4,4,6,5,3,4,3,1,4,1,0,4,4.6,3.8,4,6,3,2,5,4.5,4.5,4,5,5,2,3.9,3.33333333333333,4.75,4.3,5,3.25,3.4,3.66666666666667,3,4,4.83333333333333,2.75,4,4.5,3.66666666666667,5,7,3.66666666666667,4.5,5.75,3.66666666666667,5,2,4,4.5,7,4.2,4.25
1,1,"Yes",3,3,30.912,5,6,7,6,9.984,3,2,2,1,8.852,NA,NA,NA,NA,NA,NA,NA,NA,1,3,22.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,10.927,7,5,6,7,10.843,5,4,29.942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,39.715,5,4,5,4,11.168,6,7,47.726,4,3,4,2,21.82,6,6,7,5,10.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,31.434,3,3,2,2,12.366,5,6,7,7,25.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"No",6.154,5,3,5,5,5,3,4,4,3,NA,117.386,"Female","",21,"White",6.981,"Bachelor's degree ",8,9.425,4,2,NA,6.076,3,3.032,"6-10",2,7.34,"FL_68|FL_17|FL_16|FL_24|FL_35","Deontological First","VentilatorsVersion2","Consequentialist First","Deontological First","Deontological First","Instruct|OUS6|OUS4|OUS1|OUS8|OUS9|OUS7|OUS5|OUS2|attention1|OUS3|Q231","Female","White",3,4,6,3,6,4,7,2,5,7,3,5,2,6,1,7,1,5,3,6,2,7,2,6,1,5,4,4,4,5,4,4,3,3,5,3,6,2,7,2,7,0,4.2,4.8,4,4.2,5.5,2.5,3.5,6,3,5.5,4.5,4,6,2.5,4.1,3,5.75,4.5,5.33333333333333,3.25,3.8,2,6.5,4.5,5.83333333333333,2.5,4,5.5,3,4.6,6.5,3.33333333333333,4.3,6,3.16666666666667,3,2,4.5,5.5,6.5,4.6,3.5
1,1,"Yes",1,1,35.094,5,5,2,1,20.852,3,3,1,1,16.662,NA,NA,NA,NA,NA,NA,NA,NA,3,4,32.747,5,5,3,1,23.747,4,5,1,1,29.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,33.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,1,33.376,4,5,2,1,28.903,5,5,23.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,1,16.693,4,2,1,1,15.6,5,6,20.401,2,2,1,1,26.001,5,4,2,1,19.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Yes",5.895,1,1,5,3,4,3,4,3,1,NA,88.4,"Female","",55,"White",10.076,"Bachelor's degree ",5,8.335,3,1,NA,7.388,5,4.027,"1-5",1,8.372,"FL_17|FL_35|FL_16|FL_24|FL_68","Deontological First","VentilatorsVersion1","Consequentialist First","Consequentialist First","Deontological First","Instruct|OUS8|attention1|OUS6|OUS7|OUS9|OUS3|OUS2|OUS5|OUS1|OUS4|Q231","Female","White",3,4,5,2,5,1,1,1,1,5,4,5,5,3,1,1,1,5,3,5,3,2,1,1,1,4,5,5,5,2,1,1,1,2,5,2,4,1,2,1,1,0,4.4,4,4.4,3.8,5,3,3,5,2,4.5,4.5,5,5,4.5,4.4,4.16666666666667,4.75,3.9,4.83333333333333,2.5,1.1,1,1.25,1.4,1.66666666666667,1,4.2,5,3.66666666666667,4.4,5.5,3.66666666666667,4.3,5.25,3.66666666666667,1,3.5,6.5,5.5,5,2.8,2.75
1,1,"Yes",4,5,43.599,6,5,5,5,12.52,4,3,3,2,16.7,NA,NA,NA,NA,NA,NA,NA,NA,3,4,21.752,6,6,5,5,15.675,5,5,4,4,12.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,30.069,5,4,5,4,12.908,5,5,4,4,15.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,35.876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,3,22.058,4,3,3,1,17.415,2,4,32.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,9.517,5,5,5,4,17.075,5,"No",8.336,5,4,5,4,2,4,6,6,4,NA,64.968,"Male","",32,"White",7.18,"Bachelor's degree ",4,14.742,4,2,NA,7.084,2,5.664,"0",NA,22.459,"FL_68|FL_17|FL_35|FL_24|FL_16","Deontological First","VentilatorsVersion1","Deontological First","Consequentialist First","Consequentialist First","Instruct|OUS5|OUS6|OUS7|OUS8|OUS3|OUS1|attention1|OUS2|OUS4|OUS9|Q231","Male","White",3,4,5,3,5,3,5,1,3,6,5,6,5,5,4,5,4,6,4,5,3,5,3,5,2,5,5,4,5,5,4,4,4,5,4,5,3,5,3,4,2,0,4.6,5.2,4.2,4.6,5.5,3.5,3.5,5,5,3.5,4.5,5,6,5,4.4,4.5,4.25,4.9,5.33333333333333,4.25,3.4,3.5,3.25,4.2,4.83333333333333,3.25,3.8,3.5,4,4.6,5,4.33333333333333,4.2,4.25,4.16666666666667,4.5,3.5,4.5,3,5.5,4,5
1,1,"Yes",2,3,73.525,5,5,7,5,19.173,3,3,4,4,18.338,NA,NA,NA,NA,NA,NA,NA,NA,1,2,31.852,7,7,6,5,13.592,3,3,5,4,14.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,38.65,4,5,5,5,16.836,4,4,4,4,12.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,42.729,4,4,6,4,33.458,7,7,7,7,19.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,30.3,4,5,5,5,12.529,6,6,6,6,10.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"No",7.542,4,5,7,6,6,3,3,4,4,NA,92.7,"Female","",22,"White",7.559,"College qualifications ",2,9.864,2,9,NA,8.715,2,2.835,"1-5",1,7.182,"FL_68|FL_16|FL_17|FL_35|FL_24","Deontological First","VentilatorsVersion1","Deontological First","Deontological First","Deontological First","Instruct|OUS2|OUS8|OUS3|OUS6|OUS1|attention1|OUS7|OUS9|OUS5|OUS4|Q231","Female","White",2,4,7,4,7,6,7,4,7,7,3,7,3,6,5,5,4,5,3,5,3,7,4,5,4,4,4,5,4,5,4,5,4,4,6,5,6,5,6,5,6,0,4.6,4.8,4.6,5.2,5,3,4,7,4.5,6,4.5,4,7,3,4.6,3.33333333333333,6.5,5,5.5,4.25,5.1,4.16666666666667,6.5,5.3,5.5,5,3.6,6,2,4.6,7,3,4.1,6.5,2.5,2.5,1.5,3.5,6.5,6.5,5.6,3.5
